CHARGE_CODE,CHARGE_DESCRIPTION,CHARGE,REVENUE_CODE,CPT_CODE,PHARMACY_NDC
4950044,NIMODIPINE 30 MG PO CAPS,20,,,5766413560
4950044,NIMODIPINE 30 MG PO CAPS,20,,,5766413565
4950044,NIMODIPINE 30 MG PO CAPS,13.79,,,6373979733
4950044,NIMODIPINE 30 MG PO CAPS,11.49,,,6945220913
4950044,NIMODIPINE 30 MG PO CAPS,11.49,,,6945220920
4950044,NIMODIPINE 30 MG PO CAPS,10.52,,,6808491233
4950044,NIMODIPINE 30 MG PO CAPS,10.5,,,6808491232
4950046,HYDROMORPHONE HCL ER 16 MG PO T24A,117.34,,,5570039630
4950046,HYDROMORPHONE HCL ER 16 MG PO T24A,117.34,,,5570040030
4950047,HYDROMORPHONE HCL ER 32 MG PO T24A,96,,,0574029701
4950047,HYDROMORPHONE HCL ER 32 MG PO T24A,135.4,,,0406333201
4950049,OCUVITE-LUTEIN PO TABS,.55,,,2420838760
4950049,OCUVITE-LUTEIN PO TABS,.38,,,2420838762
4950050,PRESERVISION AREDS PO TABS,.51,,,2420843262
4950050,PRESERVISION AREDS PO TABS,.34,,,2420843272
4950051,PRESERVISION AREDS PO CAPS,1.02,,,2420853210
4950051,PRESERVISION AREDS PO CAPS,.98,,,2420853240
4950051,PRESERVISION AREDS PO CAPS,.87,,,2420853230
4950051,PRESERVISION AREDS PO CAPS,.85,,,2420853220
4950053,CEFEPIME HCL 1 G IJ SOLR,61,,,0781322295
4950053,CEFEPIME HCL 1 G IJ SOLR,61,,,6050508344
4950053,CEFEPIME HCL 1 G IJ SOLR,60.99,,,6050508341
4950053,CEFEPIME HCL 1 G IJ SOLR,60.99,,,6050560301
4950053,CEFEPIME HCL 1 G IJ SOLR,42.42,,,6050508340
4950053,CEFEPIME HCL 1 G IJ SOLR,28.8,,,2502112120
4950053,CEFEPIME HCL 1 G IJ SOLR,28.8,,,2502112166
4950053,CEFEPIME HCL 1 G IJ SOLR,28.48,,,0781322280
4950053,CEFEPIME HCL 1 G IJ SOLR,28.48,,,6050561460
4950053,CEFEPIME HCL 1 G IJ SOLR,28.48,,,6050561464
4950053,CEFEPIME HCL 1 G IJ SOLR,24.39,,,6050561444
4950053,CEFEPIME HCL 1 G IJ SOLR,24.36,,,6050560304
4950053,CEFEPIME HCL 1 G IJ SOLR,24.36,,,6050561440
4950053,CEFEPIME HCL 1 G IJ SOLR,23.2,,,6332332620
4950053,CEFEPIME HCL 1 G IJ SOLR,22.8,,,4456724010
4950055,SOYA LECITHIN 1200 MG PO CAPS,.21,,,3076800529
4950055,SOYA LECITHIN 1200 MG PO CAPS,.11,,,4329241236
4950056,BIOTIN 5000 MCG PO CAPS,.57,,,3160402716
4950056,BIOTIN 5000 MCG PO CAPS,.3,,,5462991040
4950056,BIOTIN 5000 MCG PO CAPS,.08,,,1191718430
4950057,TORSEMIDE 10 MG PO TABS,2.85,,,5026875515
4950057,TORSEMIDE 10 MG PO TABS,2.81,,,0603613521
4950057,TORSEMIDE 10 MG PO TABS,2.81,,,3172253001
4950057,TORSEMIDE 10 MG PO TABS,2.81,,,5723713901
4950057,TORSEMIDE 10 MG PO TABS,2.11,,,5011191601
4950057,TORSEMIDE 10 MG PO TABS,1.97,,,4229181790
4950057,TORSEMIDE 10 MG PO TABS,1.29,,,5976217011
4950057,TORSEMIDE 10 MG PO TABS,1.24,,,5026875511
4950057,TORSEMIDE 10 MG PO TABS,.63,,,6586212601
4950058,TORSEMIDE 100 MG PO TABS,5.4,,,5976217031
4950058,TORSEMIDE 100 MG PO TABS,12.17,,,5011191801
4950058,TORSEMIDE 100 MG PO TABS,12.17,,,5723714101
4950058,TORSEMIDE 100 MG PO TABS,12.16,,,3172253201
4950058,TORSEMIDE 100 MG PO TABS,1.92,,,5026875711
4950058,TORSEMIDE 100 MG PO TABS,1.9,,,5026875715
4950058,TORSEMIDE 100 MG PO TABS,1.8,,,6586212801
4950059,DONEPEZIL HCL 23 MG PO TABS,9.33,,,3334206107
4950059,DONEPEZIL HCL 23 MG PO TABS,8,,,3334206110
4950059,DONEPEZIL HCL 23 MG PO TABS,37.86,,,5511130230
4950059,DONEPEZIL HCL 23 MG PO TABS,37.86,,,5511130290
4950059,DONEPEZIL HCL 23 MG PO TABS,34.07,,,0228452903
4950059,DONEPEZIL HCL 23 MG PO TABS,34.07,,,0228452909
4950059,DONEPEZIL HCL 23 MG PO TABS,34.07,,,6818052706
4950059,DONEPEZIL HCL 23 MG PO TABS,34.07,,,6818052709
4950059,DONEPEZIL HCL 23 MG PO TABS,34.03,,,0378102577
4950059,DONEPEZIL HCL 23 MG PO TABS,34.03,,,0378102593
4950060,SELENIUM 200 MCG PO TABS,.47,,,3504600381
4950060,SELENIUM 200 MCG PO TABS,.36,,,7431203200
4950060,SELENIUM 200 MCG PO TABS,.28,,,1191703958
4950060,SELENIUM 200 MCG PO TABS,.28,,,7431203201
4950060,SELENIUM 200 MCG PO TABS,.24,,,4810704976
4950060,SELENIUM 200 MCG PO TABS,.22,,,9460410680
4950060,SELENIUM 200 MCG PO TABS,.2,,,3160401130
4950060,SELENIUM 200 MCG PO TABS,.2,,,5402210492
4950060,SELENIUM 200 MCG PO TABS,.17,,,0538832554
4950060,SELENIUM 200 MCG PO TABS,.17,,,4009310196
4950060,SELENIUM 200 MCG PO TABS,.16,,,4009310287
4950060,SELENIUM 200 MCG PO TABS,.16,,,7985401163
4950060,SELENIUM 200 MCG PO TABS,.14,,,5462916300
4950060,SELENIUM 200 MCG PO TABS,.09,,,4098601849
4950061,MELATONIN 5 MG PO TABS,.53,,,3504600393
4950061,MELATONIN 5 MG PO TABS,.46,,,0536109808
4950061,MELATONIN 5 MG PO TABS,.32,,,9629512828
4950061,MELATONIN 5 MG PO TABS,.27,,,9460410079
4950061,MELATONIN 5 MG PO TABS,.26,,,3160402743
4950061,MELATONIN 5 MG PO TABS,.23,,,3076815745
4950061,MELATONIN 5 MG PO TABS,.1,,,0536109811
4950061,MELATONIN 5 MG PO TABS,.07,,,0761015540
4950063,ALIGN PO CAPS,3.76,,,3700014343
4950063,ALIGN PO CAPS,3.76,,,3700047866
4950065,PSYLLIUM 28 % PO PACK,1.48,,,3700002310
4950066,GLUCOSE-VITAMIN C 4-6 GM-MG PO CHEW,4.28,,,9629512883
4950068,THERMOTABS PO TABS,.22,,,3848586335
4950070,PANCRELIPASE (LIP-PROT-AMYL) 5000 UNITS PO CPEP,3.46,,,3982202051
4950072,STREPTOMYCIN SULFATE 1 G IM SOLR,187.5,,,3982207062
4950073,AMPHOTERICIN B 50 MG IJ SOLR,136.8,,,3982210555
4950074,LUTEIN 10 MG PO TABS,.53,,,9629512814
4950074,LUTEIN 10 MG PO TABS,.48,,,4098522408
4950074,LUTEIN 10 MG PO TABS,.33,,,9629512897
4950075,BEANO PO TABS,.58,,,4203710304
4950075,BEANO PO TABS,.53,,,4138306500
4950075,BEANO PO TABS,.5,,,4138306400
4950075,BEANO PO TABS,.47,,,4138342720
4950075,BEANO PO TABS,.41,,,4203710300
4950075,BEANO PO TABS,.39,,,4138306300
4950077,VECURONIUM BROMIDE 10 MG IV SOLR,34,,,4733593140
4950077,VECURONIUM BROMIDE 10 MG IV SOLR,28.92,,,0409163201
4950077,VECURONIUM BROMIDE 10 MG IV SOLR,25.2,,,0703291401
4950077,VECURONIUM BROMIDE 10 MG IV SOLR,25.2,,,0703291403
4950077,VECURONIUM BROMIDE 10 MG IV SOLR,24.96,,,6332378110
4950077,VECURONIUM BROMIDE 10 MG IV SOLR,20,,,6745743800
4950077,VECURONIUM BROMIDE 10 MG IV SOLR,20,,,6745743810
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,9.89,,,3557332510
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,9.6,,,4258230110
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,9.2,,,7118600635
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,9.12,,,4258230116
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,8.64,,,4258230120
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,3.26,,,6437680801
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,3.12,,,5504516698
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,20.57,,,7643930210
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.95,,,5486800306
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.93,,,6437680805
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.93,,,6437680810
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.86,,,6387435601
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.86,,,6387435615
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.86,,,6387435630
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.77,,,6387435620
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.55,,,5486800305
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.45,,,5486800300
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.35,,,5486800304
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,2.27,,,5486800302
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,16.18,,,5456904300
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,119.25,,,4249440901
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,10.5,,,5129360701
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,1.48,,,5528906230
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,1.41,,,4229121390
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,1.34,,,4999907930
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,.93,,,5528906260
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,.8,,,4229121401
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,.78,,,6633678056
4950078,CHLORDIAZEPOXIDE-CLIDINIUM 5-2.5 MG PO CAPS,.74,,,6633678028
4950079,CIPROFLOXACIN HCL 0.2 % OT SOLN,28.43,,,4219555014
4950081,METHENAMINE MANDELATE 0.5 G PO TABS,3.54,,,4279910501
4950082,HYDROMORPHONE HCL 2 MG PO TABS,4.38,,,5486831651
4950082,HYDROMORPHONE HCL 2 MG PO TABS,3.18,,,5486831650
4950082,HYDROMORPHONE HCL 2 MG PO TABS,2.86,,,4285830125
4950082,HYDROMORPHONE HCL 2 MG PO TABS,2.85,,,6808442301
4950082,HYDROMORPHONE HCL 2 MG PO TABS,2.85,,,6808442311
4950082,HYDROMORPHONE HCL 2 MG PO TABS,2.15,,,5486831652
4950082,HYDROMORPHONE HCL 2 MG PO TABS,2,,,7133502653
4950082,HYDROMORPHONE HCL 2 MG PO TABS,2,,,7133507593
4950082,HYDROMORPHONE HCL 2 MG PO TABS,1.92,,,0406324301
4950082,HYDROMORPHONE HCL 2 MG PO TABS,1.91,,,5486831653
4950082,HYDROMORPHONE HCL 2 MG PO TABS,1.69,,,4285830101
4950082,HYDROMORPHONE HCL 2 MG PO TABS,1.49,,,0527135301
4950082,HYDROMORPHONE HCL 2 MG PO TABS,.61,,,6373927510
4950082,HYDROMORPHONE HCL 2 MG PO TABS,.58,,,1310710701
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.92,,,5486849690
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.87,,,4285830225
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.86,,,6808447201
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.79,,,5486849692
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.76,,,1310710801
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.76,,,5486849693
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.72,,,5486849691
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.58,,,7133503031
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.58,,,7133503037
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.58,,,7133507231
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.46,,,0527135401
4950083,HYDROMORPHONE HCL 4 MG PO TABS,2.45,,,0054026425
4950083,HYDROMORPHONE HCL 4 MG PO TABS,1.2,,,0054026424
4950083,HYDROMORPHONE HCL 4 MG PO TABS,.86,,,6808447211
4950083,HYDROMORPHONE HCL 4 MG PO TABS,.68,,,0406324401
4950085,AXONA PO PACK,11.86,,,4290704030
4950086,HYOSCYAMINE SULFATE ER 0.375 MG PO TB12,6.4,,,4319901401
4950086,HYOSCYAMINE SULFATE ER 0.375 MG PO TB12,3.95,,,5152501151
4950086,HYOSCYAMINE SULFATE ER 0.375 MG PO TB12,3.16,,,5053211510
4950086,HYOSCYAMINE SULFATE ER 0.375 MG PO TB12,1.22,,,5486852770
4950087,METHENAMINE HIPPURATE 1 G PO TABS,8.37,,,6472013910
4950087,METHENAMINE HIPPURATE 1 G PO TABS,8.37,,,6586278201
4950087,METHENAMINE HIPPURATE 1 G PO TABS,8.36,,,6931521001
4950087,METHENAMINE HIPPURATE 1 G PO TABS,7.12,,,0955103710
4950087,METHENAMINE HIPPURATE 1 G PO TABS,6.97,,,4319902001
4950087,METHENAMINE HIPPURATE 1 G PO TABS,6.97,,,4778157701
4950088,FLAX SEED OIL 1000 MG PO CAPS,.28,,,4810702629
4950088,FLAX SEED OIL 1000 MG PO CAPS,.26,,,4746900969
4950088,FLAX SEED OIL 1000 MG PO CAPS,.24,,,4810705085
4950088,FLAX SEED OIL 1000 MG PO CAPS,.24,,,5445843110
4950088,FLAX SEED OIL 1000 MG PO CAPS,.23,,,4329255775
4950089,VITAMIN D 400 UNITS PO TABS,.17,,,48433-1090-1
4950090,NUTRISOURCE FIBER PO PACK,1.9,,,4390097647
4950095,CEFTAZIDIME 2 G IJ SOLR,59.91,,,0781317895
4950095,CEFTAZIDIME 2 G IJ SOLR,39.6,,,2502112850
4950095,CEFTAZIDIME 2 G IJ SOLR,36,,,4456723610
4950095,CEFTAZIDIME 2 G IJ SOLR,35.1,,,0781317891
4950096,OMEGA-3 2100 1050 MG PO CAPS,1.18,,,4494610180
4950096,OMEGA-3 2100 1050 MG PO CAPS,1.04,,,4494610184
4950096,OMEGA-3 2100 1050 MG PO CAPS,.87,,,4494610182
4950096,OMEGA-3 2100 1050 MG PO CAPS,.83,,,4494610183
4950097,VSL#3 DS PO PACK,21.19,,,4574901782
4950098,BACITRACIN 500 UNIT/GM EX OINT,3.29,,,4999914215
4950098,BACITRACIN 500 UNIT/GM EX OINT,1.82,,,5504514225
4950098,BACITRACIN 500 UNIT/GM EX OINT,1.72,,,6626798915
4950098,BACITRACIN 500 UNIT/GM EX OINT,1.24,,,5486832690
4950098,BACITRACIN 500 UNIT/GM EX OINT,.91,,,5456954530
4950098,BACITRACIN 500 UNIT/GM EX OINT,.43,,,5167220051
4950098,BACITRACIN 500 UNIT/GM EX OINT,.12,,,5939002662
4950099,FEXOFENADINE HCL 60 MG PO TABS,7.65,,,5570028030
4950099,FEXOFENADINE HCL 60 MG PO TABS,5.6,,,5456957371
4950099,FEXOFENADINE HCL 60 MG PO TABS,5.18,,,5107954701
4950099,FEXOFENADINE HCL 60 MG PO TABS,5.18,,,5107954720
4950099,FEXOFENADINE HCL 60 MG PO TABS,5.03,,,0440753660
4950099,FEXOFENADINE HCL 60 MG PO TABS,4.59,,,0440753690
4950099,FEXOFENADINE HCL 60 MG PO TABS,4.28,,,0440753692
4950099,FEXOFENADINE HCL 60 MG PO TABS,3.7,,,0440753610
4950099,FEXOFENADINE HCL 60 MG PO TABS,2.92,,,0378078105
4950099,FEXOFENADINE HCL 60 MG PO TABS,2.92,,,0378078191
4950099,FEXOFENADINE HCL 60 MG PO TABS,2.88,,,4580242578
4950099,FEXOFENADINE HCL 60 MG PO TABS,2.66,,,3680042553
4950099,FEXOFENADINE HCL 60 MG PO TABS,1.67,,,1310706605
4950099,FEXOFENADINE HCL 60 MG PO TABS,1.12,,,4229129690
4950099,FEXOFENADINE HCL 60 MG PO TABS,.74,,,5140703305
4950099,FEXOFENADINE HCL 60 MG PO TABS,.73,,,5140703301
4950100,HYDROCORTISONE 1 % EX CREA,2.07,,,5295903915
4950100,HYDROCORTISONE 1 % EX CREA,1.83,,,5295903901
4950100,HYDROCORTISONE 1 % EX CREA,1.71,,,6626796820
4950100,HYDROCORTISONE 1 % EX CREA,1.25,,,5939002301
4950100,HYDROCORTISONE 1 % EX CREA,1.12,,,5504511168
4950100,HYDROCORTISONE 1 % EX CREA,.79,,,0168015408
4950100,HYDROCORTISONE 1 % EX CREA,.76,,,5167220131
4950100,HYDROCORTISONE 1 % EX CREA,.64,,,5456966550
4950100,HYDROCORTISONE 1 % EX CREA,.16,,,5939002316
4950101,ACETAMINOPHEN 650 MG RE SUPP,3.92,,,5295910903
4950101,ACETAMINOPHEN 650 MG RE SUPP,3.1,,,5486849910
4950101,ACETAMINOPHEN 650 MG RE SUPP,2.66,,,4580273000
4950101,ACETAMINOPHEN 650 MG RE SUPP,1.42,,,4580273030
4950101,ACETAMINOPHEN 650 MG RE SUPP,1.12,,,4580273032
4950101,ACETAMINOPHEN 650 MG RE SUPP,.82,,,4580273033
4950103,CARBIDOPA-LEVODOPA-ENTACAPONE 25-100-200 MG PO TABS,15,,,0781563701
4950103,CARBIDOPA-LEVODOPA-ENTACAPONE 25-100-200 MG PO TABS,14.99,,,4733500388
4950103,CARBIDOPA-LEVODOPA-ENTACAPONE 25-100-200 MG PO TABS,12,,,0378830201
4950103,CARBIDOPA-LEVODOPA-ENTACAPONE 25-100-200 MG PO TABS,12,,,6467978402
4950103,CARBIDOPA-LEVODOPA-ENTACAPONE 25-100-200 MG PO TABS,12,,,6467978404
4950104,CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,714.48,,,6332365820
4950104,CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,714.48,,,6745726330
4950104,CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,400,,,0517182001
4950104,CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,398,,,6332365827
4950104,CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,398,,,6332365894
4950104,CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,249.5,,,1747841940
4950104,CHLOROTHIAZIDE SODIUM 500 MG IV SOLR,150,,,2502130520
4950105,MELATONIN 1 MG PO TABS,.21,,,4746900465
4950105,MELATONIN 1 MG PO TABS,.13,,,1191717180
4950105,MELATONIN 1 MG PO TABS,.13,,,5789688406
4950105,MELATONIN 1 MG PO TABS,.13,,,9460410075
4950105,MELATONIN 1 MG PO TABS,.09,,,5789688409
4950105,MELATONIN 1 MG PO TABS,.09,,,7431202832
4950105,MELATONIN 1 MG PO TABS,.08,,,4009310609
4950105,MELATONIN 1 MG PO TABS,.07,,,0536111411
4950105,MELATONIN 1 MG PO TABS,.07,,,5789688418
4950106,OMEGA-3 1000 MG PO CAPS,.47,,,1184512235
4950106,OMEGA-3 1000 MG PO CAPS,.4,,,2743403217
4950106,OMEGA-3 1000 MG PO CAPS,.29,,,4746900929
4950106,OMEGA-3 1000 MG PO CAPS,.24,,,4746900928
4950106,OMEGA-3 1000 MG PO CAPS,.24,,,5462989309
4950106,OMEGA-3 1000 MG PO CAPS,.24,,,9460462947
4950106,OMEGA-3 1000 MG PO CAPS,.2,,,5462901893
4950106,OMEGA-3 1000 MG PO CAPS,.18,,,1191714671
4950108,NITROGLYCERIN 0.1 MG/HR TD PT24,5.4,,,0089130140
4950108,NITROGLYCERIN 0.1 MG/HR TD PT24,5.4,,,2933632130
4950108,NITROGLYCERIN 0.1 MG/HR TD PT24,2.44,,,0378-9102-16
4950108,NITROGLYCERIN 0.1 MG/HR TD PT24,2.44,,,0378910216
4950108,NITROGLYCERIN 0.1 MG/HR TD PT24,2.44,,,0378910293
4950108,NITROGLYCERIN 0.1 MG/HR TD PT24,10.22,,,4778129603
4950110,CULTURELLE PO CAPS,4.08,,,4910038164
4950110,CULTURELLE PO CAPS,4.08,,,4910040007
4950114,EASIVENT MISC,118.62,,,4950220701
4950114,EASIVENT MISC,118.62,,,4950220725
4950115,EPINEPHRINE 0.3 MG/0.3ML IJ SOAJ,592.81,,,6878863762
4950115,EPINEPHRINE 0.3 MG/0.3ML IJ SOAJ,494.01,,,0115169449
4950115,EPINEPHRINE 0.3 MG/0.3ML IJ SOAJ,494.01,,,5456964250
4950115,EPINEPHRINE 0.3 MG/0.3ML IJ SOAJ,375,,,4950210202
4950115,EPINEPHRINE 0.3 MG/0.3ML IJ SOAJ,300,,,4950210201
4950116,ABACAVIR SULFATE 300 MG PO TABS,51.48,,,0904652306
4950116,ABACAVIR SULFATE 300 MG PO TABS,35.3,,,6808402111
4950116,ABACAVIR SULFATE 300 MG PO TABS,35.3,,,6808402121
4950116,ABACAVIR SULFATE 300 MG PO TABS,34.67,,,0904652304
4950116,ABACAVIR SULFATE 300 MG PO TABS,34.54,,,5107920401
4950116,ABACAVIR SULFATE 300 MG PO TABS,32.14,,,0378410591
4950116,ABACAVIR SULFATE 300 MG PO TABS,32.14,,,6909751403
4950116,ABACAVIR SULFATE 300 MG PO TABS,31,,,3172255760
4950116,ABACAVIR SULFATE 300 MG PO TABS,30.14,,,6438071703
4950116,ABACAVIR SULFATE 300 MG PO TABS,30.13,,,5107920406
4950116,ABACAVIR SULFATE 300 MG PO TABS,27.32,,,6586207360
4950116,ABACAVIR SULFATE 300 MG PO TABS,10,,,6050535836
4950118,ISOSORBIDE DINITRATE 30 MG PO TABS,5.24,,,4988400901
4950118,ISOSORBIDE DINITRATE 30 MG PO TABS,4.2,,,4988400910
4950118,ISOSORBIDE DINITRATE 30 MG PO TABS,3.7,,,6042910701
4950118,ISOSORBIDE DINITRATE 30 MG PO TABS,3.7,,,6042910710
4950118,ISOSORBIDE DINITRATE 30 MG PO TABS,3.42,,,5486825904
4950118,ISOSORBIDE DINITRATE 30 MG PO TABS,1.3,,,5886481690
4950119,TRANYLCYPROMINE SULFATE 10 MG PO TABS,5.32,,,6042921001
4950119,TRANYLCYPROMINE SULFATE 10 MG PO TABS,14.4,,,0591559001
4950119,TRANYLCYPROMINE SULFATE 10 MG PO TABS,10.8,,,6498018301
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,9.91,,,0378602389
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,9.6,,,6808478525
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,9.6,,,6808478595
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,8,,,6068734425
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,8,,,6068734495
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,6.2,,,6330413250
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,6.02,,,6330413204
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,3.36,,,2315513505
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,3.36,,,2315513525
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,3.09,,,7071011237
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,28.89,,,5456965500
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,16.92,,,0527133850
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,12.18,,,0527133825
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,1.2,,,0179012914
4950120,DOXYCYCLINE MONOHYDRATE 100 MG PO TABS,1.2,,,0179012920
4950121,PROPAFENONE HCL ER 225 MG PO CP12,6.52,,,6042997660
4950121,PROPAFENONE HCL ER 225 MG PO CP12,32.36,,,6068718533
4950121,PROPAFENONE HCL ER 225 MG PO CP12,32.35,,,6068718532
4950121,PROPAFENONE HCL ER 225 MG PO CP12,31.57,,,0378125891
4950121,PROPAFENONE HCL ER 225 MG PO CP12,31.57,,,0591228560
4950121,PROPAFENONE HCL ER 225 MG PO CP12,31.57,,,4229154560
4950121,PROPAFENONE HCL ER 225 MG PO CP12,31.54,,,6699311460
4950121,PROPAFENONE HCL ER 225 MG PO CP12,23.39,,,6846240860
4950122,METAPROTERENOL SULFATE 10 MG PO TABS,4.72,,,5528954408
4950122,METAPROTERENOL SULFATE 10 MG PO TABS,4,,,4988425801
4950122,METAPROTERENOL SULFATE 10 MG PO TABS,2.53,,,5528954460
4950123,CLONAZEPAM 0.125 MG PO TBDP,5.2,,,0555009496
4950123,CLONAZEPAM 0.125 MG PO TBDP,5.2,,,4988430602
4950123,CLONAZEPAM 0.125 MG PO TBDP,3.74,,,5766478386
4950124,CLONAZEPAM 0.25 MG PO TBDP,5.2,,,0555009596
4950124,CLONAZEPAM 0.25 MG PO TBDP,5.2,,,4988430702
4950124,CLONAZEPAM 0.25 MG PO TBDP,3.74,,,5766478486
4950124,CLONAZEPAM 0.25 MG PO TBDP,3.7,,,4988430752
4950125,CLONAZEPAM 0.5 MG PO TBDP,5.19,,,0555009696
4950125,CLONAZEPAM 0.5 MG PO TBDP,5.19,,,4988430802
4950125,CLONAZEPAM 0.5 MG PO TBDP,3.74,,,5766478586
4950125,CLONAZEPAM 0.5 MG PO TBDP,3.69,,,4988430852
4950126,CHOLESTYRAMINE 4 G PO PACK,8.2,,,0245053660
4950126,CHOLESTYRAMINE 4 G PO PACK,8.2,,,0245053689
4950126,CHOLESTYRAMINE 4 G PO PACK,8.2,,,4988446564
4950126,CHOLESTYRAMINE 4 G PO PACK,13.48,,,0185094098
4950126,CHOLESTYRAMINE 4 G PO PACK,13.48,,,4988446565
4950128,METHIMAZOLE 10 MG PO TABS,5.11,,,5486851350
4950128,METHIMAZOLE 10 MG PO TABS,3.07,,,0185021001
4950128,METHIMAZOLE 10 MG PO TABS,3.07,,,2315507101
4950128,METHIMAZOLE 10 MG PO TABS,3.07,,,4988464101
4950128,METHIMAZOLE 10 MG PO TABS,3.07,,,5129382101
4950128,METHIMAZOLE 10 MG PO TABS,3.01,,,0185021010
4950128,METHIMAZOLE 10 MG PO TABS,1.82,,,6808427601
4950128,METHIMAZOLE 10 MG PO TABS,1.82,,,6808427611
4950128,METHIMAZOLE 10 MG PO TABS,1.56,,,6437665601
4950128,METHIMAZOLE 10 MG PO TABS,1.56,,,6498026101
4950128,METHIMAZOLE 10 MG PO TABS,.96,,,6042938101
4950128,METHIMAZOLE 10 MG PO TABS,.74,,,6042938110
4950129,CABERGOLINE 0.5 MG PO TABS,82.48,,,0093542088
4950129,CABERGOLINE 0.5 MG PO TABS,48.75,,,1625253608
4950129,CABERGOLINE 0.5 MG PO TABS,109.98,,,5456967530
4950129,CABERGOLINE 0.5 MG PO TABS,109.98,,,5976210051
4950129,CABERGOLINE 0.5 MG PO TABS,103.84,,,4988467314
4950130,DOXYCYCLINE MONOHYDRATE 100 MG PO CAPS,9.61,,,5456965660
