"Description","Price"
"CATH STRAIGHT CUFF NEO 31CM","238"
"CATH STRAIGHT CUFF PED 31CM","330"
"CATH STRAIGHT CUFF PED 37CM","283"
"CATH STRAIGHT CUFF PED SUBCUT","238"
"CATH TROCAR 10 FR","139"
"CATH TROCAR 12FR","128"
"CATH TROCAR 14FR","137"
"CATH TROCAR 16 FR","140"
"CATH TROCAR 20 FR","137"
"CATH TROCAR 24 FR","128"
"CATH TROCAR 28 FR","128"
"CATH TROCAR 32 FR","137"
"CATH TROCAR 8 FR","140"
"CATH TROCAR 9.6FR","137"
"CATH TROCAR INGRAM","169"
"CATH UMB DUAL LUMEN 3.5FR","184"
"CATH UMBILICAL 3.5 FR","110"
"CATH UMBILICAL 3.5 SILICONE","110"
"CATH UMBILICAL 5.0 FR","110"
"CATH UMBILICAL 5.0 SILICONE","154"
"CATH UMBILICAL 8.0","108"
"CATHESPIN D","264"
"CATHETER EVD BACTISEAL","2073"
"CATHETER EXTERNAL SAFE N DRY","85"
"CATHETER VENTRICULAR ED3","950"
"CBC NO DIFFERENTIAL","70"
"CBC WITH DIFFERENTIAL","76"
"CD16 + CD56","159"
"CD20","259"
"CD3 MONOCLONAL","159"
"CD33","184"
"CD4 MONOCLONAL","111"
"CD4/CD8","181"
"CDT FOR CONGENITAL DISORDERS","181"
"CEA","194"
"CEA, PANCREATIC FLUID","67"
"CEBRA MUTATION ANALYSIS","605"
"CEFAZOLIN 1GM 50ML D5W IV","36"
"CEFAZOLIN 1GM IJ","9"
"CEFAZOLIN 500MG IJ","14"
"CEFDINIR 1.5GM 60ML LQ","194"
"CEFDINIR 125MG 5ML LQ","23"
"CEFDINIR 250MG 5ML LQ","35"
"CEFDINIR 300MG CP","16"
"CEFDINIR 5GM 100ML LQ","756"
"CEFEPIME 1GM IJ","56"
"CEFEPIME 2GM IJ","88"
"CEFOTAXIME 500MG IJ","29"
"CEFOXITIN 1GM 10ML DIL","62"
"CEFOXITIN 1GM 50ML D5W IV","119"
"CEFOXITIN 1GM IJ","56"
"CEFOXITIN 2GM 50ML D5W IV","197"
"CEFOXITIN 2GM IJ","95"
"CEFTOLOZANE/TAZO 25MG(1.5G)IV","33.4"
"CEFTRIAXONE 1GM 50ML D5W IV","110"
"CEFTRIAXONE 1GM IJ","17"
"CEFTRIAXONE 250MG IJ","12"
"CEFTRIAXONE 2GM 50ML ADV","177"
"CEFTRIAXONE 2GM IJ","109"
"CEFTRIAXONE 500MG IJ","38"
"CEFUROXIME 1.5GM IJ","43"
"CEFUROXIME 750MG IJ","43"
"CELECOXIB 100MG CP","29"
"CELECOXIB 200MG CP","50"
"CELIAC DISEASE REFLEXIVE PANEL","95"
"CELIAC DUAL ANTIGEN SCREEN","166"
"CELL COUNT BF","86"
"CELL COUNT CSF","86"
"CELL CT & DIFF","130"
"CEPHALEXIN 2.5GM 100ML LQ","75"
"CEPHALEXIN 250MG 5ML LQ","5"
"CEPHALEXIN 250MG CP","2"
"CEPHALEXIN 500MG CP","2"
"CEPHALEXIN 5GM 100ML LQ","94"
"CERULOPLASMIN","59"
"CEVIMELINE 30MG CP","29"
"CFTR GENE COM VARIANTS","831"
"CH50","177"
"CHANGE BLADDER TUBE","1087"
"CHARCOAL ACT/AQUA 25GM SUSP","22"
"CHARCOAL ACT/AQUA 50GM SUSP","38"
"CHARCOAL ACT/SORBITOL 25GMSUSP","22"
"CHARCOAL ACT/SORBITOL 50GMSUSP","32"
"CHEM CAUT OF GRAN TISS/FISTULA","159"
"CHEMICAL CAUTERY, TISSUE","159"
"CHEST 1 VW","181"
"CHEST 4 OR MORE VWS","327"
"CHEST APICAL LORDOTIC","181"
"CHEST DECUB BILAT","265"
"CHEST DECUB LT","181"
"CHEST DECUB RT","181"
"CHEST EXPIRATION","181"
"CHEST LAT VIEW","181"
"CHEST PORTABLE","181"
"CHEST W LAT","265"
"CHEST W LAT & APICAL LORD","284"
"CHEST W LAT & OBLIQ","327"
"CHLAM TRACH DNA PROBE","174"
"CHLAMYDIA AMPLIFIED PROBE","147"
"CHLORAMPHENICOL LEVEL","103"
"CHLORASEPTIC 180ML SPR","3"
"CHLORDIAZEPOX/CLID 5-2.5MG CP","11"
"CHLORDIAZEPOXIDE 10MG CP","2"
"CHLORDIAZEPOXIDE 25MG CP","2"
"CHLORDIAZEPOXIDE 5MG CP","2"
"CHLORHEXIDINE 0.12% 15ML PERID","8"
"CHLORIDE BLOOD","25"
"CHLORIDE CSF","92"
"CHLORIDE SWEAT","92"
"CHLORIDE URINE","71"
"CHLOROPROCAINE 1% 30ML MF","81"
"CHLOROPROCAINE 2% 20ML MF","81"
"CHLOROPROCAINE 3% 20ML MF","92"
"CHLOROTHIAZIDE 500MG IV","1749"
"CHLORPROMAZINE (THORAZINE)","146"
"CHLORPROMAZINE 100MG TB","3"
"CHLORPROMAZINE 25MG TB","2"
"CHLORPROMAZINE 50MG 2ML IJ","201"
"CHLORTHALIDONE 25MG TB","2"
"CHLORTHALIDONE 50MG TB","2"
"CHLORZOXAZONE 500MG TB","2"
"CHODROITIN/NA HYAL KT 0.5MLV","711"
"CHOLESTEROL","71"
"CHOLESTYRAMINE 4-5GM PD PK LIT","11"
"CHOLESTYRAMINE 4-9GM PD PK","10"
"CHOLINESTERASE RBC","64"
"CHOLINESTERASE SERUM","59"
"CHONDRO/NA HYAL 0.5ML OPS","524"
"CHROMATIN AB","136"
"CHROMIC CHLORIDE 40MCG 10ML IJ","5"
"CHROMIUM, URINE","172"
"CHROMOGRANIN-A","77"
"CHROMOSOME STUDIES","531"
"CIDOFOVIR 375MG 5ML IJ","3433"
"CINACALCET HCL 30MG TB","206"
"CINACALCET HCL 60MG TB","248"
"CIPROFLOXACIN 0.3% 2.5ML OPS","32"
"CIPROFLOXACIN 0.3% 3.5GM OPO","617"
"CIPROFLOXACIN 0.3% 5ML OPS","41"
"CIPROFLOXACIN 250MG TB","2"
"CIPROFLOXACIN 400MG 200ML IV","29"
"CIPROFLOXACIN 400MG IV","26"
"CIPROFLOXACIN 500MG TB","5"
"CIQ IMMUNE COMPLEX","168"
"CISATRACURIUM 10MG 5ML IJ","131"
"CISATRACURIUM 200MG 20ML IJ","1082"
"CISATRACURIUM 20MG 10ML IJ","215"
"CITALOPRAM 10MG TAB","1"
"CITALOPRAM 20MG TB","1"
"CITRATE AGAR ELECTROPHORESIS","63"
"CKMB","184"
"CLARITHROMYCIN 2.5GM 50ML LQ","239"
"CLARITHROMYCIN 250MG TB","5"
"CLARITHROMYCIN 500MG TB","4"
"CLARITHROMYCIN 500MG XL TB","65"
"CLAVICLE 2VW LT","227"
"CLAVICLE 2VW RT","227"
"CLEAR OUTER EAR CANAL WO ANEST","195"
"CLINDAMYCIN 120MG 10ML DIL","50"
"CLINDAMYCIN 150MG CP","4"
"CLINDAMYCIN 2% 40GM VCR","257"
"CLINDAMYCIN 300MG 2ML IJ","40"
"CLINDAMYCIN 300MG IJ (ADDV)","37"
"CLINDAMYCIN 300MG/50ML PB","43"
"CLINDAMYCIN 300MG/50ML PB","74"
"CLINDAMYCIN 600MG 4ML IJ","36"
"CLINDAMYCIN 600MG IJ (ADDV)","38"
"CLINDAMYCIN 600MG/50ML PB","65"
"CLINDAMYCIN 600MG/50ML PB","110"
"CLINDAMYCIN 75MG 5ML LQ","22"
"CLINDAMYCIN 900MG IJ","48"
"CLINDAMYCIN 900MG IJ (ADDV)","50"
"CLINDAMYCIN 900MG/50ML PB","70"
"CLINDAMYCIN 900MG/50ML PB","125"
"CLOBAZAM 10MG TB","133"
"CLOBETASOL 15GM CR","65"
"CLOBETASOL 15GM ONT","19"
"CLOMIPRAMINE  25MG CP","4"
"CLOMIPRAMINE AND METABOLITE","146"
"CLONAZEPAM","146"
"CLONAZEPAM 0.5MG TB","1"
"CLONAZEPAM 1MG TB","1"
"CLONIDINE","146"
"CLONIDINE 0.05MG TB","1"
"CLONIDINE 0.1MG TB","1"
"CLONIDINE 0.1MG/DAY TDP","293"
"CLONIDINE 0.1MG/ML 10ML EPIDIJ","217"
"CLONIDINE 0.2MG TB","1"
"CLONIDINE 0.2MG/DAY TDP","461"
"CLONIDINE 0.3MG TB","1"
"CLONIDINE 0.3MG/DAY TDP","566"
"CLOPIDOGREL 75MG TB","3"
"CLORAZEPATE 15MG CP","3"
"CLORAZEPATE 3.75MG TB","1"
"CLORAZEPATE 7.5MG TB","2"
"CLOSTRIDUM DIFFIC TOXIN","150"
"CLOSURE FACE WOUND <2.5CM","388"
"CLOSURE FACE WOUND 2.6-5.5CM","531"
"CLOSURE NECK WOUND 2.6-7.5CM","458"
"CLOSURE SCALP WOUND <2.5CM","303"
"CLOSURE SCALP WOUND 12.6-20CM","854"
"CLOSURE SCALP WOUND 2.6-7.5CM","392"
"CLOSURE SCALP WOUND 7.6-12.5CM","531"
"CLOTRIMAZOLE 10MG LOZ","16"
"CLOZAPINE","142"
"CLOZAPINE 100MG TB","14"
"CLOZAPINE 25MG TB","32"
"CMV ANTIVIRAL RESISTANCE","516"
"CMV CULTURE","113"
"CMV DNA","119"
"CMV EIA","45"
"CMV IGG","150"
"CMV IGM","166"
"CMV IMMGLOB  2.5GM IJ","4766"
"CMV PCR","257"
"CMV SCREEN","150"
"CO OX ONLY","116"
"COBALT SERUM","70"
"COCAINE 4% 10ML TS","470"
"COCAINE 4% 4ML TS","209"
"COCAINE AND METAB CONFIRM","146"
"COCCIDIOIDES AB BY ID","78"
"COCCOIDIOMYCOSIS AB","61"
"COCCYX AND SACRUM","257"
"COCCYX ONLY","257"
"COGNITIVE INTERVENTIONS OT","268"
"COGNITIVE INTERVENTIONS OT","270"
"COGNITIVE INTERVENTIONS SP","268"
"COGNITIVE INTERVENTIONS SP","270"
"COGNITIVE PERFOR TEST PER HOUR","270"
"COLCHICINE 0.6MG TB","63"
"COLCHICINE/PROB 0.5-500MG TB","10"
"COLD AGGLUTININ TITER","105"
"COLD AGGLUTININS","105"
"COLESEVELAM HCL 625MG TB","15"
"COLESTIPOL 1GM TB","5"
"COLISTIMETHATE 150MG 8ML INH","298"
"COLISTIMETHATE 150MG IJ","298"
"COLLAGEN MICROFIB 1GM TOP PW","850"
"COLLAGEN TYPE II AB","129"
"COLLAGENASE 250U/GM 30GM ONT","588"
"COLLAR ASPEN BACK PANEL","110"
"COLLAR ASPEN CHILD SHORT","148"
"COLLAR ASPEN CHILD TOTLER","145"
"COLLAR ASPEN INFANT REGULAR","147"
"COLLAR ASPEN INFANT SHORT","145"
"COLLAR ASPEN REGULAR","151"
"COLLAR ASPEN SHORT","151"
"COLLAR ASPEN TALL","151"
"COLLAR ASPEN X TALL","149"
"COLLAR PHILADELPHIA LG","120"
"COLLAR PHILADELPHIA LG 4.25","83"
"COLLAR PHILADELPHIA LG 5.25","109"
"COLLAR PHILADELPHIA MED 4.25","82"
"COLLAR PHILADELPHIA MED 5.25","83"
"COLLAR PHILADELPHIA SM 4.25","83"
"COLLAR PHILADELPHIA SM 5.25","83"
"COLPOSCOPY","1145"
"COMM/WORK REENTRY 15MIN OT","63"
"COMM/WORK REENTRY 15MIN PT","61"
"COMM/WORK REENTRY 15MIN PT","62"
"COMM/WORK REENTRY 15MIN SP","63"
"COMP METABOLIC PANEL","211"
"COMPLEMENT C1Q","248"
"CONFIRM BARBITUATES","146"
"CONFIRM BENZODIAZEPHINES","146"
"CONFIRM COCAINE","146"
"CONFIRM MARIJUANA","167"
"CONFIRM PHENCYCLIDINE","146"
"CONT NEB TREATMENT","114"
"CONT NEB TRTMT EA ADD HR","54"
"CONTRAST BATH 15MIN OT","89"
"CONTRAST BATH 15MIN PT","95"
"CONTRAST GADOBUTROL 10ML","255"
"CONTRAST GADOBUTROL 10ML SYG","255"
"CONTRAST GADOBUTROL 15ML","382"
"CONTRAST GADOBUTROL 7.5ML","191"
"CONTRAST IOPAMIDOL M 200/10ML","45"
"CONTRAST ISOVUE 370 100ML IJ","116"
"CONTRAST ISOVUE 370 125ML IJ","145"
"CONTRAST ISOVUE 370 50ML IJ","58"
"CONTROL NOSEBLEED - COMPLEX","337"
"CONTROL NOSEBLEED - SIMPLE","236"
"COPPER BLOOD","86"
"COPPER URINE","61"
"CORTISOL","104"
"CORTISOL 30MIN","104"
"CORTISOL 60MIN","104"
"CORTISOL BASELINE","104"
"CORTISOL FREE URINE","63"
"CORTISOL POST DEXAMETHASONE","104"
"CORTISOL TIMED STIMULATION","104"
"CORTISOL URINE","104"
"CORTISONE 25MG TB","12"
"COSYNTROPIN 0.25MG 1ML IJ","557"
"CO-TRIMOXA 160-800MG 10ML IJ","59"
"CO-TRIMOXA 160-800MG TB","2"
"CO-TRIMOXA 800-160MG 20ML LQ","12"
"CO-TRIMOXA 80-400MG TB","1"
"COXSACKIE A9 AB","90"
"CPAP","1221"
"C-PEPTIDE","78"
"C-PEPTIDE","93"
"CPPD INITIAL","108"
"CPPD SUBSEQUENT","80"
"C-REACTIVE PROTEIN","72"
"CREATINE KINASE (CK)","84"
"CREATININE BLOOD","34"
"CREATININE CLEAR","96"
"CREATININE ISTAT RAD","34"
"CREATININE URINE","35"
"CRITICAL CARE EA ADD'L 30 MIN","598"
"CRL 10 PANEL","49"
"CRL 12 PANEL","49"
"CRL 9 PANEL","49"
"CROMOLYN 13ML N/S","8"
"CROSSMATCH","248"
"CROSSMATCH ABBREVIATED","248"
"CROSSMATCH PREWARMED","248"
"CRP HIGH SENSITIVITY","151"
"CRP HIGH SENSITIVITY","221"
"CRYO PROCESSING FEE","92"
"CRYOFIBRINOGEN","58"
"CRYOGLOBULIN","113"
"CRYOGLOBULIN, QUAL","40"
"CRYPTOCOCCAL AG TITER","47"
"CRYPTOCOCCAL ANTIGEN","47"
"CRYPTOCOCCAL ANTIGEN","106"
"CRYPTOCOCCUS AB","112"
"CRYPTOSPORIDIUM SCR","51"
"CRYPTOSPORIDIUM SMEAR","45"
"CRYSTALS BF","87"
"CSF AMINO ACIDS","204"
"CSF LACTATE","129"
"CT ABD W CONT","2026"
"CT ABD WO CONT","1761"
"CT ABD WWO CONT","2429"
"CT C SPINE WO CONT","1609"
"CT CHEST PE PROTOCOL WWO CONT","2376"
"CT CHEST W CONT","1704"
"CT CHEST WO CONT","1529"
"CT CHEST WWO CONT","2240"
"CT EXTREM LWR BILAT WO CONT","2445"
"CT EXTREM LWR BILAT WWO CONT","4593"
"CT EXTREM LWR LT W CONT","2025"
"CT EXTREM LWR LT WO CONT","1630"
"CT EXTREM LWR LT WWO CONT","3062"
"CT EXTREM LWR RT W CONT","2025"
"CT EXTREM LWR RT WO CONT","1630"
"CT EXTREM LWR RT WWO CONT","3062"
"CT EXTREM UP BILAT W CONT","2994"
"CT EXTREM UP BILAT WO CONT","2995"
"CT EXTREM UP BILAT WWO CONT","3679"
"CT EXTREM UP LT W CONT","1996"
"CT EXTREM UP LT WO CONT","1996"
"CT EXTREM UP LT WWO CONT","2452"
"CT EXTREM UP RT W CONT","1996"
"CT EXTREM UP RT WO CONT","1996"
"CT EXTREM UP RT WWO CONT","2452"
"CT FEMUR LT WO CONT","1630"
"CT FEMUR RT WO CONT","1630"
"CT HEAD STROKE WO","1363"
"CT HEAD W CONT","1692"
"CT HEAD WO CONT","1363"
"CT HEAD WWO CONT","1710"
"CT HIP LT","1630"
"CT HIP RT","1630"
"CT L SPINE WO CONT","1740"
"CT MAXILLOFACIAL W CONT","1677"
"CT MAXILLOFACIAL WO CONT","1394"
"CT ORBITS WO CONT","1394"
"CT PELVIS W CONT","1704"
"CT PELVIS WO CONT","1430"
"CT PELVIS WWO CONT","1924"
"CT SACRUM WO CONT","1430"
"CT SHOULDER LT WO CONT","1996"
"CT SHOULDER RT WO CONT","1996"
"CT SINUSES","1394"
"CT SOFT TISS NECK W CONT","1926"
"CT SOFT TISS NECK WO CONT","1692"
"CT SOFT TISS NECK WWO CONT","2313"
"CT T SPINE WO CONT","1563"
"C-TELEOPEPTIDE SERUM","237"
"CULTURE ACID FAST","175"
"CULTURE ANAEROBIC","195"
"CULTURE BLD AFB","175"
"CULTURE BLD FUNGUS","196"
"CULTURE BLOOD","199"
"CULTURE CHLAMYDIA","124"
"CULTURE CLOSTRIDIUM","257"
"CULTURE FUNGUS","186"
"CULTURE GC","69"
"CULTURE GROUP A STREP","69"
"CULTURE GROUP B STREP","69"
"CULTURE HERPES","170"
"CULTURE MYCOPLASMA HOMINIS","131"
"CULTURE NOSE/THROAT","69"
"CULTURE QUANT","182"
"CULTURE ROUTINE","164"
"CULTURE STOOL","67"
"CULTURE URINE","49"
"CULTURE VIRUS","179"
"CULTURE VRE","69"
"CUPRIC CL 4MG 10MLIJ","220"
"CVAC INSERT NON TUN 5+","1636"
"CYANIDE LEVEL","65"
"CYC CITRULLINATED PEPTIDE","64"
"CYCLIC AMP SERUM","145"
"CYCLIC AMP URINE","145"
"CYCLOBENZAPRINE 10MG TB","1"
"CYCLOBENZAPRINE 5MG TB","1"
"CYCLOPENTOLATE 1% 2ML OPS","52"
"CYCLOPENTOLATE 1% 5ML OPS","29"
"CYCLOPENTOLATE 2% 2ML OPS","29"
"CYCLOPENTOLATE 2% 5ML OPS","64"
"CYCLOPENTOLATE/PE 2ML OPS","75"
"CYCLOPHOSPHAMIDE 25MG CP","49"
"CYCLOPHOSPHAMIDE 50MG CP","82"
"CYCLOSPORINE 0.05% 0.4ML OPS","50"
"CYCLOSPORINE 100MG CP (NEO)","62"
"CYCLOSPORINE 100MG CP (SAND)","53"
"CYCLOSPORINE 250MG 5ML IV","187"
"CYCLOSPORINE 25MG CP (NEO)","5"
"CYCLOSPORINE 25MG CP (SAND)","31"
"CYCLOSPORINE 5GM 50ML","1361"
"CYCLOSPORINE MONOCLONAL","186"
"CYP2C19 GENE COM VARIANTS","863"
"CYPROHEPTADINE 2MG 5ML LQ","3"
"CYPROHEPTADINE 4MG TB","1"
"CYSTATIN C","93"
"CYSTIC FIBROSIS IRT","239"
"CYTARABINE 100MG IJ","47"
"CYTARABINE 2GM IJ","187"
"CYTOMEGALOVIRUS BY PCR","147"
"CYTOMEGALOVIRUS IGG","136"
"D DIMER","200"
"D10 0.9%NACL 1000ML IV","11"
"D25W IJ 10 ML","29"
"D-300 LEVEL 1 FLUID WARMER TUB","617"
"D50W 50ML IJ","14"
"D50W 50ML SYG","51"
"DABIGATRAN ETEXILATE 150 MGCP","44"
"DABIGATRAN ETEXILATE 75 MGCP","44"
"DACARBAZINE 200MG IV","75"
"DACTINOMYCIN 500MCG IJ","2549"
"DAKINS IRR SOL 0.125% 480ML","11"
"DANOCRINE 200MG CP","35"
"DANTROLENE 20MG IJ","557"
"DANTROLENE 250MG IJ","12274"
"DANTROLENE 25MG CP","12"
"DAPSONE 100MG TB","15"
"DAPTOMYCIN 1MG IJ(500MG)","4"
"DARBEPOETIN 1MCG IJ (200MCG)","15.61"
"DARBEPOETIN 1MCG IJ (40MCG)","19.4"
"DARIFENACIN 7.5MG ERTB","56"
"DARUNAVIR 600MG TB","170"
"DBRID SUB T M BON 1ST 20 SQ CM","1917"
"DBRID SUB T M BON ADD 20 SQ CM","1917"
"DBRID SUB T MUSCL 1ST 20 SQ CM","760"
"DBRID SUB T MUSCL ADD 20 SQ CM","760"
"DBRIDE SUB TISSUE 1ST 20 SQ CM","728"
"DBRIDE SUB TISSUE ADD 20 SQ CM","728"
"DEBRIDE ECZEMA/INF 1ST 10%BODY","476"
"DEBRIDE SKIN/TISSUE","728"
"DECALCIFICATION","92"
"DECITABINE 50MG IJ","5183"
"DEFEROXAMINE 500MG IJ","81"
"DELFLEX 1.5% 2000CC","36"
"DELFLEX 1.5% 2500CC","41"
"DELFLEX 1.5% 5000CC","68"
"DELFLEX 2.5% 1500CC","36"
"DELFLEX 2.5% 2000CC","36"
"DELFLEX 2.5% 2500CC","41"
"DELFLEX 2.5% 5000CC","68"
"DELFLEX 4.25% 1500CC","38"
"DELFLEX 4.25% 2000CC","50"
"DELFLEX 4.25% 2500CC","41"
"DELFLEX 4.25% 5000CC","68"
"DELFLEX LO CAL 1.5% 2000CC","52"
"DELFLEX LO CAL 1.5% 5000CC","83"
"DELFLEX LO CAL 2.5% 2000CC","52"
"DELFLEX LO CAL 2.5% 2500CC","53"
"DELFLEX LO CAL 2.5% 5000CC","83"
"DELFLEX LO CAL 4.25% 2000CC","52"
"DELFLEX LO CAL 4.25% 2500CC","53"
"DELFLEX LO CAL 4.25% 5000CC","83"
"DEMECLOCYCLINE 150MG TB","48"
"DEMECLOCYCLINE 300MG TB","86"
"DENGUE FEVER VIRUS AB IGG","182"
"DENGUE FEVER VIRUS AB IGM","182"
"DENOSUMAB 1MG IJ(60MG)","61.2"
"DEPAKENE (VALPROIC ACID)","61"
"DERMABOND DBC 12 0.5ML ADHESIV","280"
"DERMABOND PROPEN 0.5ML ADHESIV","272"
"DERMAGRAFT PER SQ CM","237"
"DES-GAMMA-CARBOXY PT","125"
"DESIPRAMINE (NORPRAMIN)","146"
"DESMOPRESSIN 0.01% 2.5ML N/S","740"
"DESMOPRESSIN 0.01% 5ML N/S","1025"
"DESMOPRESSIN 0.1MG TB","14"
"DESMOPRESSIN 0.2MG TB","29"
"DESMOPRESSIN 1MCG IJ (4MCG)","16"
"DESVENLAFAXINE SUCC 50MG TB ER","50"
"DESYREL (TRAZODONE)","146"
"DEVELOP COGNITIVE SKILLS OT","61"
"DEVELOP COGNITIVE SKILLS SP","61"
"DEXA BONE DENSITY LUMBAR","438"
"DEXA BONE DENSITY STUDY","438"
"DEXAMETHASON/NEO/POL 3.5GM OPO","109"
"DEXAMETHASONE 0.1% 5ML OPS(MAX","551"
"DEXAMETHASONE 0.5MG TB","1"
"DEXAMETHASONE 0.5MG/5ML LQ","2"
"DEXAMETHASONE 0.75MG TB","2"
"DEXAMETHASONE 10MG 1ML IJ","12"
"DEXAMETHASONE 10MG 1ML IJ PF","17"
"DEXAMETHASONE 1MG TB","3"
"DEXAMETHASONE 20MG 5ML IJ","12"
"DEXAMETHASONE 2MG TB","6"
"DEXAMETHASONE 30MG 30ML CNT LQ","161"
"DEXAMETHASONE 4MG 1ML IJ","5"
"DEXAMETHASONE 4MG TB","2"
"DEXAMETHASONE/NEO/POL 5ML OPS","112"
"DEXMEDETOMIDINE 200MCG 2ML IJ","565"
"DEXMEDETOMIDINE 200MCG 50MLIJ","559"
"DEXTRAN 40/DEXT 10-5% 500ML IV","254"
"DEXTRAN 40/NACL 10-0.9 500MLIV","220"
"DEXTROAMPHET/AMPHET 30MG XR TB","74"
"DEXTROAMPHETAMINE 5MG TB","2"
"DEXTROSE 60ML LQ (GLUCOSE)","2"
"DHEA","99"
"DHEA SULFATE","106"
"DHEA-S","106"
"DIAG PERITONEAL LAVAGE","261"
"DIAGNOSTIC LARYNGOSCOPY","965"
"DIANEAL 1500ML 1.5","68"
"DIANEAL 1500ML 2.5","68"
"DIANEAL 1500ML 4.25","68"
"DIANEAL 2000ML 1.5","68"
"DIANEAL 2000ML 2.5","68"
"DIANEAL 2000ML LC 1.5","74"
"DIANEAL 2000ML LC 2.5","80"
"DIANEAL 2000ML LC 4.25","80"
"DIANEAL 2500ML 1.5","68"
"DIANEAL 2500ML 2.5","68"
"DIANEAL 2500ML 4.25","68"
"DIANEAL 2500ML LC 1.5","78"
"DIANEAL 2500ML LC 2.5","96"
"DIANEAL 2500ML LC 4.25","83"
"DIANEAL 3000ML 1.5","90"
"DIANEAL 3000ML 2.5","143"
"DIANEAL 5000ML 2.5","155"
"DIANEAL 5000ML 4.25","155"
"DIANEAL 5000ML LC 1.5","112"
"DIANEAL 5000ML LC 2.5","95"
"DIANEAL 5000ML LC 4.25","113"
"DIAZEPAM 10MG 2ML IJ","235"
"DIAZEPAM 10MG TB","1"
"DIAZEPAM 2MG TB","1"
"DIAZEPAM 50MG 10ML IJ","322"
"DIAZEPAM 5MG TB","1"
"DIAZEPAM 5MG/5ML 5ML LQ","22"
"DIAZEPAM AND NORDIAZEPAM BLD","146"
"DIBUCAINE 1% 30GM ONT","7"
"DIBUCAINE NUMBER","76"
"DICLOFENAC 25MG TB","12"
"DICLOFENAC 50MG TB","4"
"DICLOFENAC 75MG TB","5"
"DICLOFENAC SOD 1% 100GM GL","265"
"DICLOFENAC XR 100MG TAB","4"
"DICLOXACILLIN 250MG CP","2"
"DICYCLOMINE 10MG 5ML LQ","4"
"DICYCLOMINE 10MG CP","1"
"DICYCLOMINE 20MG 2ML IJ","151"
"DICYCLOMINE 20MG TB","2"
"DIFFERENTIAL MANUAL","50"
"DIFFUSION CAPACITY - DLCO","290"
"DIGITOXIN","142"
"DIGOXIN (LANOXIN)","115"
"DIGOXIN 0.125MG TB","4"
"DIGOXIN 0.25MG TB","4"
"DIGOXIN 0.5MG 2ML IJ","46"
"DIGOXIN 3MG/60ML LQ","212"
"DIGOXIN IMMUNE FAB 40MG IJ FAB","4679"
"DIHYDROERGOTAMINE 1MG 1ML IJ","217"
"DIHYDROTESTOSTERONE","115"
"DILANTIN (PHENYTOIN)","133"
"DILANTIN FREE","105"
"DILTIAZEM 100MG ADDV VIAL","87"
"DILTIAZEM 120MG CP CD","10"
"DILTIAZEM 125MG 25ML IJ","29"
"DILTIAZEM 180MG CP CD","11"
"DILTIAZEM 240MG CP CD","14"
"DILTIAZEM 25MG 5ML IJ","6"
"DILTIAZEM 300MG CP CD","5"
"DILTIAZEM 30MG TB","1"
"DILTIAZEM 50MG 10ML IJ","15"
"DILTIAZEM 60MG SR CP","4"
"DILTIAZEM 60MG TB","1"
"DILTIAZEM 90MG SR CP","6"
"DILTIAZEM 90MG TB","2"
"DIMERCAPROL 10% 3ML IJ","658"
"DIMETHYL SULFOXIDE 50% 50ML TS","644"
"DINOPROSTONE 10MG VGIN","1595"
"DINOPROSTONE 20MG VGSUP","4136"
"DIPHENHYDRAMINE 1% 1OZ CR","5"
"DIPHENHYDRAMINE 12.5MG/5ML LQ","3"
"DIPHENHYDRAMINE 50MG 1ML IJ","6"
"DIPHENHYDRAMINE/CALA 6OZ LT","5"
"DIPHENOXYLATE/ATR 2.5MG TB","3"
"DIPTHERIA IGG AB","67"
"DIPYRIDAMOLE 25MG TB","3"
"DIPYRIDAMOLE 50MG TB","4"
"DIPYRIDAMOLE 75MG TB","14"
"DIPYRIDAMOLE/ASA 200-25MG CPLA","38"
"DIRECT COOMBS","69"
"DIRECTED DONOR FEE","99"
"DISCHARGE OVER 30 MIN","136"
"DISOPYRAMIDE 150MG CPLA","26"
"DISULFIRAM 250MG TB","43"
"DIVALPROEX 125MG CP SPRNK","13"
"DIVALPROEX 125MG TB","2"
"DIVALPROEX 250MG TB","2"
"DIVALPROEX 500MG TB","3"
"DIVALPROEX SOD 250MG TBLA","24"
"DIVALPROEX SOD 500MG TBLA","5"
"DNA ANALYSIS","285"
"DOBUTAMINE 250MG 20ML IJ","32"
"DOBUTAMINE 250MG/250ML D5W IJ","56"
"DOBUTAMINE 500MG/250ML D5W IJ","126"
"DOCOSANOL 10% 2GM CR","13"
"DOCUSATE NA 283MG EN","2"
"DOFETILIDE 125MCG CP","104"
"DOFETILIDE 250MCG CP","104"
"DOFETILIDE 500MCG CP","104"
"DOME PASTE 4 INCH BAND","20"
"DONEPEZIL 5MG TB","50"
"DOPAMINE","134"
"DOPAMINE 200MG 5ML IV","10"
"DOPAMINE 400MG IV","10"
"DOPAMINE 400MG/250ML D5W IV","71"
"DOPAMINE 800MG/500ML D5W IV","103"
"DOPPLER ECHO EXAM, HEART FU","467"
"DORIPENEM 250MG IJ","213"
"DORIPENEM 500MG IJ","245"
"DORNASE ALFA 2.5MG/2.5ML IS","889"
"DORSAL LUMBAR EXTENSION","183"
"DORZOLAMIDE 2% 10ML OPS","547"
"DORZOLAMIDE/TIM 10ML OPS","461"
