"Description","Price"
"CULTURE STOOL","119"
"CULTURE URINE","88"
"CULTURE VIRUS","321"
"CULTURE VRE","124"
"CVAC INSERT NON TUN 5+","2937"
"CVAC INSERT TUN WO SUB PORT 5+","4436"
"CVAC REPLACE N TUN WO SUB PORT","4451"
"CVAC REPOSITIONING","3069"
"CVAD PATENCY CHECK W FLUORO","1772"
"CYANIDE LEVEL","117"
"CYC CITRULLINATED PEPTIDE","115"
"CYCLIC AMP SERUM","261"
"CYCLIC AMP URINE","261"
"CYCLOBENZAPRINE 10MG TB","1"
"CYCLOPENTOLATE 1% 2ML OPS","93"
"CYCLOPENTOLATE 1% 5ML OPS","51"
"CYCLOPENTOLATE 2% 2ML OPS","50"
"CYCLOPENTOLATE 2% 5ML OPS","116"
"CYCLOPHOSPHAMIDE 100MG IJ (1G)","201"
"CYCLOPHOSPHAMIDE 100MG IJ (2G)","201"
"CYCLOPHOSPHAMIDE 100MGIJ(500MG","271"
"CYCLOPHOSPHAMIDE 50MG CP","148"
"CYCLOSPORINE 0.05% 0.4ML OPS","90"
"CYCLOSPORINE 100MG CP (NEO)","113"
"CYCLOSPORINE 100MG CP (SAND)","97"
"CYCLOSPORINE 250MG 5ML IV","340"
"CYCLOSPORINE 25MG CP (SAND)","56"
"CYCLOSPORINE MONOCLONAL","334"
"CYP2C19 GENE COM VARIANTS","1549"
"CYPROHEPTADINE 2MG 5ML LQ","4"
"CYPROHEPTADINE 4MG TB","1"
"CYSTATIN C","167"
"CYSTOGRAM","1077"
"CYTARABINE 100MG IJ","86"
"CYTARABINE 2GM IJ","340"
"CYTOMEGALOVIRUS BY PCR","263"
"CYTOMEGALOVIRUS IGG","245"
"D DIMER","358"
"D25W IJ 10 ML","50"
"D50W 50ML IJ","24"
"D50W 50ML SYG","92"
"DABIGATRAN ETEXILATE 150 MGCP","82"
"DABIGATRAN ETEXILATE 75 MGCP","82"
"DACARBAZINE 200MG IV","137"
"DACTINOMYCIN 500MCG IJ","4643"
"DAKINS IRR SOL 0.125% 480ML","18"
"DAKINS IRR SOLN 0.25% 480ML","18"
"DAKINS IRR SOLN 0.5% 480ML","18"
"DANOCRINE 200MG CP","65"
"DANTROLENE 20MG IJ","1015"
"DANTROLENE 250MG IJ","21737"
"DAPSONE 100MG TB","26"
"DAPSONE 25MG TB","23"
"DARATUMUMAB 10MG IJ(100MG)","296.57"
"DARATUMUMAB 10MG IJ(400MG)","282.9"
"DARBEPOETIN 1MCG  IJ  (60MCG)","29.8"
"DARBEPOETIN 1MCG IJ (100MCG)","29.82"
"DARBEPOETIN 1MCG IJ (100MCG)","26.26"
"DARBEPOETIN 1MCG IJ (200MCG)","28.43"
"DARBEPOETIN 1MCG IJ (25MCG)","46.53"
"DARBEPOETIN 1MCG IJ (300MCG)","28.42"
"DARBEPOETIN 1MCG IJ (40MCG)","35.33"
"DARBEPOETIN 1MCG IJ (500MCG)","28.42"
"DARBEPOETIN 1MCG(200MCG)","28.43"
"DARIFENACIN 7.5MG ERTB","101"
"DAUNORUBICIN 10MG IJ (20MG)","520.38"
"DEBRIDE SKIN/TISSUE","1307"
"DECALCIFICATION","166"
"DECITABINE 1MG IJ  (50MG)","188.79"
"DECITABINE 50MG IJ","9440"
"DECLOT PORT THROMBOLYSIS","1871"
"DEFEROXAMINE 2GM IJ","561"
"DEFEROXAMINE 500MG IJ","147"
"DEGARELIX  ACETATE 1MGIJ(240MG","45.03"
"DEMECLOCYCLINE 150MG TB","88"
"DEMECLOCYCLINE 300MG TB","155"
"DENGUE FEVER VIRUS AB IGG","326"
"DENGUE FEVER VIRUS AB IGM","326"
"DENOSUMAB 1MG IJ(120MG)","112.07"
"DENOSUMAB 1MG IJ(60MG)","111.44"
"DEPAKENE (VALPROIC ACID)","110"
"DERMABOND DBC 12 0.5ML ADHESIV","501"
"DERMABOND PROPEN 0.5ML ADHESIV","485"
"DES-GAMMA-CARBOXY PT","237"
"DESIPRAMINE (NORPRAMIN)","263"
"DESMOPRESSIN 0.01% 2.5ML N/S","1347"
"DESMOPRESSIN 0.01% 5ML N/S","1867"
"DESMOPRESSIN 0.1MG TB","24"
"DESMOPRESSIN 1MCG IJ (4MCG)","28.94"
"DESVENLAFAXINE SUCC 50MG TB ER","90"
"DESYREL (TRAZODONE)","263"
"DEVELOP COGNITIVE SKILLS OT","107"
"DEVELOP COGNITIVE SKILLS SP","107"
"DEXA BONE DEN INCL VERTEB FX","966"
"DEXA BONE DENSITY STUDY","786"
"DEXAMETHASON/NEO/POL 3.5GM OPO","198"
"DEXAMETHASONE 0.1% 5ML OPS(MAX","1002"
"DEXAMETHASONE 0.5MG TB","1"
"DEXAMETHASONE 0.5MG/5ML LQ","3"
"DEXAMETHASONE 12MG 50ML NS","39"
"DEXAMETHASONE 1MG TB","4"
"DEXAMETHASONE 20MG 5ML IJ","22"
"DEXAMETHASONE 4MG 1ML IJ","7"
"DEXAMETHASONE 4MG TB","3"
"DEXAMETHASONE/NEO/POL 5ML OPS","203"
"DEXMEDETOMIDINE 200MCG 2ML IJ","1028"
"DEXTRAN 40/DEXT 10-5% 500ML IV","463"
"DEXTRAN 40/NACL 10-0.9 500MLIV","401"
"DEXTROSE 60ML LQ (GLUCOSE)","3"
"DHEA","177"
"DHEA SULFATE","191"
"DHEA-S","191"
"DIAGNOSTIC LARYNGOSCOPY","1732"
"DIATHERMY","221"
"DIAZEPAM 10MG 2ML IJ","418"
"DIAZEPAM 10MG TB","1"
"DIAZEPAM 150MG 30ML LQ","392"
"DIAZEPAM 2MG TB","1"
"DIAZEPAM 50MG 10ML IJ","572"
"DIAZEPAM 5MG TB","1"
"DIAZEPAM AND NORDIAZEPAM BLD","263"
"DIBUCAINE 1% 30GM ONT","13"
"DIBUCAINE NUMBER","137"
"DICLOFENAC 25MG TB","22"
"DICLOFENAC 50MG TB","5"
"DICLOFENAC 75MG TB","7"
"DICLOFENAC SOD 1% 100GM GL","482"
"DICLOXACILLIN 250MG CP","3"
"DICYCLOMINE 10MG 5ML LQ","5"
"DICYCLOMINE 10MG CP","1"
"DICYCLOMINE 20MG 2ML IJ","274"
"DICYCLOMINE 20MG TB","3"
"DIFFERENTIAL MANUAL","90"
"DIFFUSION CAPACITY - DLCO","521"
"DIGITOXIN","255"
"DIGOXIN (LANOXIN)","206"
"DIGOXIN 0.125MG TB","5"
"DIGOXIN 0.125MG/2.5ML LQ","22"
"DIGOXIN 0.25MG TB","5"
"DIGOXIN 0.5MG 2ML IJ","83"
"DIGOXIN 3MG/60ML LQ","386"
"DIGOXIN IMMUNE FAB 40MG IJ FAB","8519"
"DIHYDROERGOTAMINE 1MG 1ML IJ","394"
"DIHYDROTESTOSTERONE","206"
"DILANTIN (PHENYTOIN)","239"
"DILANTIN FREE","189"
"DILTIAZEM 100MG ADDV VIAL","159"
"DILTIAZEM 120MG CP CD","19"
"DILTIAZEM 125MG /125ML NS IV","345"
"DILTIAZEM 125MG 25ML IJ","50"
"DILTIAZEM 180MG CP CD","20"
"DILTIAZEM 240MG CP CD","24"
"DILTIAZEM 25MG 5ML IJ","8"
"DILTIAZEM 300MG CP CD","7"
"DILTIAZEM 30MG TB","1"
"DILTIAZEM 50MG 10ML IJ","26"
"DILTIAZEM 60MG SR CP","5"
"DILTIAZEM 60MG TB","1"
"DILTIAZEM 90MG SR CP","8"
"DIMERCAPROL 10% 3ML IJ","1198"
"DINOPROSTONE 10MG VGIN","2904"
"DINOPROSTONE 20MG VGSUP","7533"
"DIPHENHYDRAMINE 1% 1OZ CR","6"
"DIPHENHYDRAMINE 12.5MG/5ML LQ","4"
"DIPHENHYDRAMINE 50MG 1ML IJ","8"
"DIPHENHYDRAMINE/CALA 6OZ LT","7"
"DIPHENOXYLATE/ATR 2.5MG 5MLLQ","8"
"DIPHENOXYLATE/ATR 2.5MG TB","4"
"DIPTHERIA IGG AB","121"
"DIPYRIDAMOLE 25MG TB","4"
"DIPYRIDAMOLE 50MG TB","5"
"DIPYRIDAMOLE 75MG TB","24"
"DIPYRIDAMOLE/ASA 200-25MG CPLA","68"
"DIRECT COOMBS","124"
"DIRECTED DONOR FEE","178"
"DISOPYRAMIDE 150MG CPLA","47"
"DISSECTOR BLUNT TIP","185"
"DISULFIRAM 250MG TB","78"
"DIVALPROEX 125MG CP SPRNK","23"
"DIVALPROEX 125MG TB","3"
"DIVALPROEX 250MG TB","3"
"DIVALPROEX 500MG TB","4"
"DIVALPROEX SOD 250MG TBLA","44"
"DIVALPROEX SOD 500MG TBLA","7"
"DNA ANALYSIS","511"
"DOBUTAMINE 250MG 20ML IJ","60"
"DOBUTAMINE 250MG/250ML D5W IJ","101"
"DOBUTAMINE 500MG/250ML D5W IJ","146"
"DOCETAXEL 1MG IJ (20MG 1ML)","185"
"DOCETAXEL 1MG IJ (20MG)","67"
"DOCETAXEL 1MG IJ (80MG 4ML)","176"
"DOCOSANOL 10% 2GM CR","21"
"DOCUSATE NA 283MG EN","3"
"DOFETILIDE 125MCG CP","189"
"DOFETILIDE 250MCG CP","189"
"DOME PASTE 4 INCH BAND","37"
"DONEPEZIL 10MG TB","155"
"DONEPEZIL 23MG TB","155"
"DONEPEZIL 5MG TB","91"
"DOPAMINE","240"
"DOPAMINE 200MG 5ML IV","19"
"DOPAMINE 400MG IV","19"
"DOPAMINE 400MG/250ML D5W IV","130"
"DOPAMINE 800MG/500ML D5W IV","188"
"DORIPENEM 250MG IJ","389"
"DORIPENEM 500MG IJ","445"
"DORNASE ALFA 2.5MG/2.5ML IS","1618"
"DORSAL LUMBAR EXTENSION","330"
"DORZOLAMIDE 2% 10ML OPS","995"
"DORZOLAMIDE/TIM 10ML OPS","839"
"DOXAPRAM 400MG 20ML IJ","383"
"DOXAZOSIN 1MG TB","3"
"DOXAZOSIN 2MG TB","3"
"DOXEPIN 10MG CP","1"
"DOXEPIN 25MG CP","1"
"DOXEPIN 50MG CP","3"
"DOXEPIN/METABOLITE SERUM/PLASM","263"
"DOXORUBICIN 10MG IJ","202"
"DOXORUBICIN 10MG IJ (200MG)","70"
"DOXORUBICIN 10MG IJ (50MG)","70"
"DOXORUBICIN LIP 10MG IJ (20MG)","4382.44"
"DOXORUBICIN LIP 10MG IJ (50MG)","4496.44"
"DOXORUBICIN LIP10MGIJ(50MG)LIP","4496.44"
"DOXYCYCLINE 100MG IV","90"
"DOXYCYCLINE 100MG TB","21"
"DRAIN","72"
"DRAIN","5"
"DRAIN","23"
"DRAIN","50"
"DRAIN","66"
"DRAIN","91"
"DRAIN","117"
"DRAIN","130"
"DRAIN","142"
"DRAIN","207"
"DRAIN","235"
"DRAIN","247"
"DRAIN","258"
"DRAIN","315"
"DRAIN","333"
"DRAIN","360"
"DRAIN","362"
"DRAIN","469"
"DRAIN","650"
"DRAIN","1012"
"DRAIN","1106"
"DRAIN","1293"
"DRAIN","1451"
"DRAIN BLOOD FROM UNDER NAIL","223"
"DRAIN CHEST PED UNIT","406"
"DRAIN CHEST SNGL COLL","350"
"DRAIN CHEST SNGL COLL 2002-300","273"
"DRAIN GLAND ABSCESS","812"
"DRAIN HEIMLICH CHEST VALVE","347"
"DRAIN J VAC","197"
"DRAIN OF GUM LESION","529"
"DRAIN OF PILONIDAL CYST - COMP","3387"
"DRAIN OF PILONIDAL CYST - SIMP","669"
"DRAIN OF SKIN ABSCESS - COMP","862"
"DRAIN OF SKIN ABSCESS - SIMPLE","476"
"DRAIN WND SUMP","354"
"DRAIN/INJECT A JOINT/BURSA","1933"
"DRAINAGE UT UNDERWATER","110"
"DRESS/DEBRIDE BURN SMALL","425"
"DRESSING AQUACEL AG 3.5 X 10","388"
"DRESSING OF BURN - LARGE >10%","556"
"DRESSING OF BURN - MEDIUM","535"
"DRESSING OF BURN - SMALL","425"
"DRONABINOL 2.5MG CP","87"
"DRONEDARONE 400MG TB","90"
"DROPERIDOL 5MG 2ML IJ","76"
"DRSG ABSORB HEMOSTAT 2X3","372"
"DRSG ABSORB HEMOSTAT 4X8","675"
"DRSG ABSORB HEMOSTAT 6X9","484"
"DRSG AQUACEL","301"
"DRSG AQUACEL","338"
"DRSG AQUACEL AG .75X18IN","159"
"DRSG AQUACEL AG 4X4.7","134"
"DRSG AQUACEL AG 6X6","319"
"DRSG AUZE PACKING 1/2 in","901"
"DRSG DUO CGF 6 X 6","121"
"DRSG DUO CGF 6X7 W/","156"
"DRSG DUODERM 4X4","2"
"DRSG DUODERM 6X7","96"
"DRSG ELASTOPLAST 1-REF 2119","209"
"DRSG FINGER","95"
"DRSG MATRIX PRSMA","152"
"DRSG PROFORE","47"
"DRSG PROFORE","53"
"DRSG ROBERT JONES 9866 00","231"
"DRSG WOUND FOAM VAC LG","514"
"DRSG WOUND FOAM VAC MED","425"
"DRSG WOUND FOAM VAC SMALL","338"
"DRSG WOUND FOAM W/SILVER VAC","593"
"DRSG WOUND WHITE FOAM","137"
"DRUG PANEL 9, URINE","261"
"DRUG PANEL 9A, URINE","261"
"DRUG PANEL, MECONIUM","261"
"DRUG PANEL, SERUM","261"
"DRUG PANEL, URINE","261"
"DRUG SCREEN GASTRIC","266"
"DRUG SCREEN PAIN MANAGE URINE","261"
"DRUG SCREEN PAIN URINE NO INT","261"
"DRUG SCREEN UMBILICAL CORD","261"
"DRUG SCREEN URINE DIURETIC","351"
"DRVVT 1:1 MIX","128"
"DRVVT CONFIRM","169"
"DRVVT CONFIRMATION REFLEX","84"
"DSDNA TITER","107"
"DULOXETINE 20MG CP","92"
"DULOXETINE 30MG CP","106"
"DYPHYLLINE","606"
"DYSPHAGIA TX 15 MIN","425"
"DYSPHAGIA TX 30 MIN","425"
"DYSPHAGIA TX 45 MIN","425"
"DYSPHAGIA TX 60 MIN","425"
"E COLI 0157 ID","133"
"E/M EST PT VISIT LEVEL 1","158"
"E/M EST PT VISIT LEVEL 2","187"
"E/M EST PT VISIT LEVEL 3","214"
"E/M EST PT VISIT LEVEL 4","241"
"E/M EST PT VISIT LEVEL 5","268"
"EBV AB TO NUCLEAR AG","123"
"EBV DNA ULTRAQUANT","462"
"EBV EARLY ANTIGEN TITER","82"
"EBV IGG","145"
"EBV IGM","145"
"EBV PCR","462"
"EBV PCR CSF","435"
"ECHINOCOCCUS AB IGG","222"
"ECHO BUNDLE - CONTRAST COMPLET","3582"
"ECHO COLOR FLOW DOPPLER","748"
"ECHO TRANSTHORACIC LMTD","1499"
"ECHO TRANSTHORACIC LMTD W/CONT","1655"
"ED CRITICAL CARE W PROC","3925"
"ED CRITICAL CARE WO PROC","3925"
"ED LEV 1 FOLLOW UP","310"
"ED LEV 1 W PROC","310"
"ED LEV 1 WO PROC","310"
"ED LEV 2 W PROC","617"
"ED LEV 2 WO PROC","617"
"ED LEV 3 W PROC","927"
"ED LEV 3 WO PROC","927"
"ED LEV 4 W PROC","1632"
"ED LEV 4 WO PROC","1632"
"ED LEV 5 W PROC","1791"
"ED LEV 5 WO PROC","1791"
"ED PROC","270"
"EDOXABAN 15MG TB","144"
"EDOXABAN 30MG TB","144"
"EDOXABAN 60MG TB","144"
"EDROPHONIUM 150MG 15ML IJ","723"
"EGD","1945"
"EGD","1965"
"EGD 3RD PROCEDURE","1171"
"EGD ADDITIONAL PROCEDURE","1171"
"EGD GASTRIC OUTLET","2446"
"EGD W/ DILATATION","2446"
"EGD W/BANDING LIGATION","2422"
"EGD W/BANDING LIGATION","2446"
"EGD W/BIOPSY","3374"
"EGD W/BIOPSY","3406"
"EGD W/BRAVO","2599"
"EGD W/BRUSHINGS","2422"
"EGD W/BRUSHINGS","2446"
"EGD W/DILATATION","2422"
"EGD W/FB REMOVAL","2446"
"EGD W/FB REMOVALS","2422"
"EGD W/GWR/BAL SAVORY","2422"
"EGD W/GWR/BAL SAVORY","2446"
"EGD W/HEMORRHAGE CTL","2422"
"EGD W/HEMORRHAGE CTL","2446"
"EGD W/PEG INSERTION","2422"
"EGD W/PEG INSERTION","2446"
"EGD W/POLYP REM HBF","2446"
"EGD W/POLYP REM SNARE","2446"
"EGD W/SCLEROTHER INJ","2422"
"EGD W/SCLEROTHER INJ","2446"
"EGD W/STENT PLACEMENT","2446"
"EGD W/SUBMUCOSAL INJ","2422"
"EGD W/SUBMUCOSAL INJ","2446"
"EGD W/ULTRASOUND BIOPSY COMPLT","3374"
"EGD W/ULTRASOUND COMPLETE","3374"
"EGD W/ULTRASOUND LTD","2422"
"EGD W/ULTRASOUND LTD BIOPSY","2422"
"EGFR MUTATION ANALYSIS","1617"
"EKG","368"
"ELASTASE, FECAL","430"
"ELBOW 3VW LT","498"
"ELBOW 3VW RT","498"
"ELBOW AP LAT LT","466"
"ELBOW AP LAT RT","466"
"ELEC STIM ATTENDED 15MIN OT","167"
"ELECT STIM ATTENDED 15MIN","167"
"ELECT STIM ATTENDED 15MIN OT","167"
"ELECT STIM ATTENDED 15MIN PT","167"
"ELECT STIM OT UNATTENDED","143"
"ELECT STIM PT UNATTENDED","143"
"ELECTROLYTE 120ML OPS","76"
"ELECTROLYTE 30ML OPS","50"
"ELECTROLYTE SOL GAL","146"
"ELECTROLYTES","248"
"ELECTRON MICROSCOPY","1359"
"ELECTRONIC X-MATCH","290"
"EMBOLIZATION THERAPY","6600"
"EMG COMP EXTREMITY W/NERVE CON","826"
"ENA IGG AUTO ABS","221"
"ENA PANEL","433"
"ENA RNP","221"
"ENA SMITH","221"
"ENALAPRIL MAL 10MG TB","3"
"ENALAPRIL MAL 2.5MG TB","3"
"ENALAPRIL MAL 5MG TB","3"
"ENALAPRILAT 1.25MG/ML 1ML IJ","65"
"ENALAPRILAT 1.25MG/ML 2ML IJ","119"
"ENCAINIDE","300"
"ENDO MINOR CHARGE","766"
"ENDOMYSIAL AB","313"
"ENDOMYSIAL AB TITER IGA","313"
"ENOXAPARIN 100MG IJ","281"
"ENOXAPARIN 120MG IJ","337"
"ENOXAPARIN 150MG IJ","395"
"ENOXAPARIN 300MG 3ML IJ","742"
"ENOXAPARIN 30MG IJ","101"
"ENOXAPARIN 40MG IJ","123"
"ENOXAPARIN 60MG IJ","184"
"ENOXAPARIN 80MG IJ","225"
"ENTACAPONE 200MG TB","71"
"ENTECAVIR 0.5MG TB","549"
"ENTER W SUBMUCOSAL INJ","805"
"ENTER W/HEMOR CONTROL","805"
"ENTEROSCOPY DX","1968"
"ENTEROSCOPY DX","1988"
"ENTEROSCOPY W/BIOPSY","1968"
"ENTEROSCOPY W/BIOPSY","1988"
"ENTEROVIRUS PCR","256"
"ENZYME TREATMENT","367"
"EO W/O JNTS, CSTM, W/FIT","832"
"EO, DBL UPRT, ADJ N, CUSTOM","1684"
"EO, DBL UPRT, FREE MOTN, CUSTO","1079"
"EO, ELSTCW/MTLJNTS, INCL F&A","220"
"EO,ADJ POS W/LOCKJNTS,INCL F&A","744"
"EO,DBL UPRT, EXTFLXASST, CUSTM","1484"
"EO,W/O JNTS, W/SFT MTRL, W/FIT","161"
"EOSINOPHIL COUNT","69"
"EOSINOPHIL SMEAR NASAL","85"
"EOSINOPHILS URINE","154"
"EPHEDRINE 50MG 1ML IJ","303"
"EPHEDRINE 50MG/NACL 0.9% 10ML","392"
"EPIDERM GROWTH FACTOR RECEPTOR","115"
"EPINEPHRINE 1MG 1ML IJ","23"
"EPINEPHRINE 1MG 1ML IJ SU FREE","46"
"EPINEPHRINE 1MG/10ML SYG","44"
"EPINEPHRINE 30MG 30ML TS","334"
"EPIRUBICIN 200MG 100ML IJ","1931"
"EPIRUBICIN 50MG 25ML IJ","1394"
"EPOC CREATININE","61"
"EPOETIN ALFA 1000U IJ (10,000U","143.55"
"EPOETIN ALFA 1000U IJ (4000U)","196.25"
"EPOETIN ALFA 1000U(10000U)RETA","131.03"
"EPOETIN ALFA 1000U(2000U)RETA","207.8"
"EPOETIN ALFA 1000U(3000U)RETA","195.12"
"EPOETIN ALFA 1000U(4000U)RETA","195.12"
"EPSTEIN-BARR","92"
"EPTIFIBATIDE 5MGIJ (75MG)","211.74"
"ERB2(HER2/neu)(HERCEP) W/ INTP","253"
"ERBB2 (HER2/NEU) BY FISH","788"
"ERCP 3RD PROCEDURE","673"
"ERCP ADDITIONAL PROCEDURE","1759"
"ERCP DX","3520"
"ERCP INSRT DRAINAGE TUBE","3520"
"ERCP W/BALLOON DILATATION","3520"
"ERCP W/BIOPSY","3520"
"ERCP W/LITHOTRIPSY","3520"
"ERCP W/STENT PLACEMENT","3520"
"ERCP W/STENT REMOVAL","3520"
"ERCP W/STONE REMOVAL","3520"
"ERHO,W/O JNTS,CUSTOM,W/FITTING","1665"
"ERTAPENEM 1GM IJ","815"
"ERYTHROM 333MG TBEC (EMYCIN)","5"
"ERYTHROMYCIN 17.5MG/3.5GM OPO","298"
"ERYTHROMYCIN 250MG TB","110"
"ERYTHROMYCIN 500MG IV","145"
"ERYTHROMYCIN 500MG TB","4"
"ERYTHROMYCIN 5MG/1GM OPO","155"
"ERYTHROMYCIN 8GM 100ML LQ","688"
"ERYTHROMYCIN STER 250MG TB","3"
"ERYTHROPOIETIN","151"
"ESCITALOPRAM OXALATE 10MG TB","71"
"ESCITALOPRAM OXALATE 20MG TB","71"
"ESMOLOL 100MG 10ML IV","71"
"ESMOLOL 2.5GM 250ML IV","3241"
"ESOMEPRAZOLE 40MG CP","6"
"ESOMEPRAZOLE 40MG IJ","167"
"ESOPH BOUGIE DILATATION","1811"
"ESOPH BOUGLE DILATATION","1811"
"ESOPH FUNCT PROLONGED","2756"
"ESOPH FUNCT W IMPEDANCE","1393"
"ESOPH MOTILITY WO MEDS","1861"
"ESOPHAGOSCOPY","4319"
"ESOPHAGOSCOPY FBR","4446"
"ESOPHAGOSCOPY W BALLOON DIL","4319"
"ESOPHAGOSCOPY W/ULTRASND BIOP","4319"
"ESOPHAGOSCOPY W/ULTRASOUND","4319"
"ESOPHAGUS BA SWALLOW","686"
"ESOTERIC ALLERGEN","97"
"E-STIM ATTENDED SLP 15 MIN","167"
"ESTRADIOL","406"
"ESTRADIOL 0.01% 1.5OZ VCR","1566"
"ESTRADIOL 0.025MG/DAY TDP (CLI","142"
"ESTRADIOL 0.05MG/DAY TDP (CLIM","134"
"ESTRADIOL 0.075MG/DAY TDP","134"
"ESTRADIOL 0.1MG/DAY TDP (CLIMA","134"
"ESTRADIOL 0.25MG TB","1"
"ESTRADIOL 1MG TB","1"
"ESTRIOL UNCONJUGATED","194"
"ESTROGEN SERUM","270"
"ESTROGENS CONJ 0.3MG TB","41"
"ESTROGENS CONJ 0.625MG TB","41"
"ESTROGENS CONJ 0.9MG TB","41"
"ESTROGENS CONJ 1.25MG TB","41"
"ESTROGENS CONJ 25MG IV","1315"
"ESTROGENS CONJ 30GM VCR","1292"
"ESTROGENS ES/ME 1.25MG TB","7"
"ESTROGENS EST 0.625MG TB (MENE","22"
"ESTROGENS SERUM FRACT","259"
"ESTRONE","115"
"ETEST SENSITIVITY","93"
"ETHACRYNATE NA 50MG IJ","2585"
"ETHACRYNIC ACID 25MG TB","293"
"ETHAMBUTOL 400MG TB","23"
"ETHOSUXIMIDE (ZARONTIN)","187"
"ETHOSUXIMIDE 250MG CP","23"
"ETHYL CHLORIDE SPRAY","522"
"ETHYLENE GLYCOL","169"
"ETOMIDATE 20MG 10ML IJ","128"
"ETOMIDATE 40MG 20ML IJ","211"
"ETOPOSIDE 10MG IJ (100MG 5ML)","22"
"ETOPOSIDE 10MG IJ (1GM 50ML)","6"
"EVAL AC DEVICE 1HR","652"
"EVAL AC DEVICE EACH ADD 30MIN","191"
"EVAL/DEMO RESPIRATORY DEVICE","173"
"EVENT MONITOR HOOKUP RECO DISC","592"
"EVENT RECORD MON RECEIPT TRANS","1062"
"EVEROLIMUS","606"
"EWHFO,ELASTIC BNDS,TRNBKL,W/FT","1984"
"EWHFO,W/O JNTS, CUST,W/FITTING","1872"
"EWHO,ELASTIC BNDS,TURNBKL,W/FT","1766"
"EXEMESTANE 25MG TB","227"
"EXER THER 15MIN OT","231"
"EXER THER 15MIN PT","231"
"EXTREM ANGIO BILAT","5124"
"EXTREM ANGIO LT","4679"
"EXTREM ANGIO RT","4679"
"EXTREM UP LT ANGIO WWO CONT","4762"
"EX-TXN PROC FEE","1555"
"EYE PH","123"
"EZETIMIBE 10MG TB","82"
"F2 GENE ANALYSIS","255"
"F5 COAG LEIDEN VARIANT","408"
"FAC VIII INHIB SCR","679"
"FAC XIII 1:1 MIX","130"
"FACIAL BONES 2 VWS","511"
"FACIAL BONES-3 OR MORE VWS","671"
"FACTOR 8 INHIBITOR","927"
"FACTOR 9 INHIBITOR","927"
"FACTOR II ASSAY","243"
"FACTOR IX ASSAY","577"
"FACTOR PCC HUM(KCENTRA)/IU IJ","7"
"FACTOR V ASSAY","555"
"FACTOR VII ASSAY","518"
"FACTOR VIII AHF HUM /IU IJ","5"
"FACTOR VIII ANTIGEN","183"
"FACTOR VIII ASSAY","301"
"FACTOR VIII ASSAY","439"
"FACTOR X","650"
"FACTOR X CHROMOGENIC ACTIVITY","476"
"FACTOR XI ASSAY","418"
"FACTOR XII SCREEN","420"
"FACTOR XIII QUAL","130"
"FACTOR XIII SCREEN","400"
"FAMCICLOVIR 250MG TB","130"
"FAMCICLOVIR 500MG TB","147"
"FAMOTIDINE 20MG 2ML IV","8"
"FAMOTIDINE 20MG IVPB","76"
"FAT STOOL QUAL","123"
"FAT STOOL QUANT","123"
"FCE-EA 15 MIN OT","163"
"FCE-EA 15 MIN PT","163"
"FECAL FAT QUALITATIVE","83"
"FECAL OCCULT BLD","430"
"FECAL OCCULT BLOOD","49"
"FELBATOL FELBAMATE QN","263"
"FELODIPINE 2.5MG TBLA","19"
"FELODIPINE 5MG TBLA","23"
"FEMUR LT 1 VW","443"
"FEMUR LT 2 VWS MIN","443"
"FEMUR RT 1 VW","443"
"FEMUR RT 2 VWS MIN","443"
"FENOFIBRATE 145MG TB","92"
"FENOFIBRATE 48MG TB","28"
"FENTANYL 100MCG/DAY TDP","322"
"FENTANYL 10ML IJ","20"
"FENTANYL 12MCG/DAY TDP","218"
"FENTANYL 20ML IJ","28"
"FENTANYL 2500MCG 250ML IVPB","287"
"FENTANYL 2500MCG 50ML IJ","98"
"FENTANYL 25MCG/DAY TDP","128"
"FENTANYL 2ML IJ","22"
"FENTANYL 50MCG/DAY TDP","201"
"FENTANYL 5ML IJ","26"
"FENTANYL 75MCG/DAY TDP","294"
"FENTANYL, URINE","263"
"FERRIC CARBOXY 1MGIJ(750MG)","8.22"
"FERRIC SUBSUL 8GM LQ","337"
"FERRITIN","145"
"FERUMOXYTOL 1MG IJ(510MG)","6.35"
"FETAL AGE 1ST TRI SING/1ST","664"
"FETAL AGE 1ST TRI-2ND GEST","465"
"FETAL AGE 1ST TRI-3RD GEST","465"
"FETAL AGE 2ND 3RD TRI 3RD GEST","917"
"FETAL AGE 2ND/3RD TRI SING/1ST","1082"
"FETAL AGE 2ND/3RD TRI-2ND GEST","917"
"FETAL FIBRONECTIN","616"
"FETAL RH TYPE (AMNIOTIC FLD-MO","388"
"FFP 24 PROC FEE","455"
"FFP PROC FEE","512"
"FFP SINGLE DONOR PROC FEE","512"
"FGFR3/IgH t(4;14)","703"
"FIBER GLASS PLASTER 2 in","901"
"FIBER GLASS PLASTER 3 in","901"
"FIBER GLASS PLASTER 4 in","901"
"FIBER GLASS PLASTER 5 in","901"
"FIBER GLASS PLASTER 6 in","901"
"FIBER GLASS PLASTER LIN","103"
"FIBRINOGEN ACTIVITY","188"
"FIBRINOGEN AG","153"
"FILARIA AB IGG4","222"
"FILGRASTIM 1MCG IJ  (480MCG)","7.2"
"FILGRASTIM 1MCG IJ (300MCG)","7.23"
"FILGRASTIM 1MCG IJ (300MCG)","8.03"
"FILGRASTIM-SNDZ 1MCGIJ(300MCG)","4.86"
