"Facility","Description","Price"
"WYTHE COUNTY COMMUNITY HOSP","SACCHAROMONOSPOR VIRIDIS",79
"WYTHE COUNTY COMMUNITY HOSP","REDUCING SUBST UR",64
"WYTHE COUNTY COMMUNITY HOSP","GTT 2 HR SERUM",90
"WYTHE COUNTY COMMUNITY HOSP","HEMOGLOBIN FETAL FECES",91
"WYTHE COUNTY COMMUNITY HOSP","IGA SUBCLASS 2",63
"WYTHE COUNTY COMMUNITY HOSP","IGE",300
"WYTHE COUNTY COMMUNITY HOSP","GC AMP PROBE",195
"WYTHE COUNTY COMMUNITY HOSP","SMITH ANTIBODY",548
"WYTHE COUNTY COMMUNITY HOSP","GD1B AB QUANT",138
"WYTHE COUNTY COMMUNITY HOSP","ACETYLCHOLINE RECPTOR AB",715
"WYTHE COUNTY COMMUNITY HOSP","VITAMIN A",315
"WYTHE COUNTY COMMUNITY HOSP","COMPLEMENT C4",235
"WYTHE COUNTY COMMUNITY HOSP","CATECHOLAMINES BLD",370
"WYTHE COUNTY COMMUNITY HOSP","FECAL FAT QUAL",134
"WYTHE COUNTY COMMUNITY HOSP","COMPLEMENT C1 EST INHIB",769
"WYTHE COUNTY COMMUNITY HOSP","GC DIR PROBE",140
"WYTHE COUNTY COMMUNITY HOSP","AST (SGOT)",117
"WYTHE COUNTY COMMUNITY HOSP","ALPHA FETOPRO AMN FL",282
"WYTHE COUNTY COMMUNITY HOSP","MDMA & METABOLITE",90
"WYTHE COUNTY COMMUNITY HOSP","SUGARS MULTI QUAL",125
"WYTHE COUNTY COMMUNITY HOSP","URIC ACID UR",155
"WYTHE COUNTY COMMUNITY HOSP","ALCOHOL BREATH CONFIRM",93
"WYTHE COUNTY COMMUNITY HOSP","COPPER OTHER",379
"WYTHE COUNTY COMMUNITY HOSP","BORD PARA-PERTUSS PROBE",192
"WYTHE COUNTY COMMUNITY HOSP","GLIADIN AB IGA",219
"WYTHE COUNTY COMMUNITY HOSP","ANTITHROMBIN 3 AG",168
"WYTHE COUNTY COMMUNITY HOSP","MYCOPLASMA BY DNA PCR",142
"WYTHE COUNTY COMMUNITY HOSP","JC VIRUS PCR",164
"WYTHE COUNTY COMMUNITY HOSP","THYROID STIMULATING AB",377
"WYTHE COUNTY COMMUNITY HOSP","HIV AB WESTERN BLOT",821
"WYTHE COUNTY COMMUNITY HOSP","RISPERIDONE RISPERIDAL",422
"WYTHE COUNTY COMMUNITY HOSP","INFLUENZA VIRUS B OIA",57
"WYTHE COUNTY COMMUNITY HOSP","RBC ENZYME ACTIVITY",112
"WYTHE COUNTY COMMUNITY HOSP","H PYLORI AB QUAL",513
"WYTHE COUNTY COMMUNITY HOSP","BLOOD GAS OTHER POC",231
"WYTHE COUNTY COMMUNITY HOSP","TB AMP PROBE",191
"WYTHE COUNTY COMMUNITY HOSP","T4 FREE",230
"WYTHE COUNTY COMMUNITY HOSP","COXSACKIE A2 AB QUAL",130
"WYTHE COUNTY COMMUNITY HOSP","TULAREMIA AGG",63
"WYTHE COUNTY COMMUNITY HOSP","CATECHOL FRACTION UR",355
"WYTHE COUNTY COMMUNITY HOSP","PRETREAT SERUM INHIB EA",196
"WYTHE COUNTY COMMUNITY HOSP","HISTOPLASMA AB QL",369
"WYTHE COUNTY COMMUNITY HOSP","IG G BLD",182
"WYTHE COUNTY COMMUNITY HOSP","LDL CHOLESTEROL DIRECT",123
"WYTHE COUNTY COMMUNITY HOSP","CLOT RETRACTION",81
"WYTHE COUNTY COMMUNITY HOSP","HIV-1 AB QUAL",460
"WYTHE COUNTY COMMUNITY HOSP","17 KETOSTEROIDS FRACT",173
"WYTHE COUNTY COMMUNITY HOSP","ACETONE BLD QL",147
"WYTHE COUNTY COMMUNITY HOSP","EBV NUCLEAR AB QUAL",331
"WYTHE COUNTY COMMUNITY HOSP","DRUG SCR COMP MECONIUM",681
"WYTHE COUNTY COMMUNITY HOSP","GLUCOSE 4HR-GTT",90
"WYTHE COUNTY COMMUNITY HOSP","GTT EA ADDITIONAL",69
"WYTHE COUNTY COMMUNITY HOSP","FOLATE RBC",172
"WYTHE COUNTY COMMUNITY HOSP","COXIELLA B AB PH2 IGG",1118
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL ABY TYPE 4",130
"WYTHE COUNTY COMMUNITY HOSP","CHROMATIN AB QL",153
"WYTHE COUNTY COMMUNITY HOSP","RAST, MOLDS",88
"WYTHE COUNTY COMMUNITY HOSP","PARVOVIRUS IGM",492
"WYTHE COUNTY COMMUNITY HOSP","CEA",383
"WYTHE COUNTY COMMUNITY HOSP","HOMOCYSTINE QL",399
"WYTHE COUNTY COMMUNITY HOSP","ROTAVIRUS AG EIA",325
"WYTHE COUNTY COMMUNITY HOSP","MERCURY UR QUANT",278
"WYTHE COUNTY COMMUNITY HOSP","HEP C GENOTYPE",1370
"WYTHE COUNTY COMMUNITY HOSP","CHROMOTOGRAPHY QUAL",159
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 1",79
"WYTHE COUNTY COMMUNITY HOSP","RA FACTOR QUAL",153
"WYTHE COUNTY COMMUNITY HOSP","C DIFFICILE TOXIN",246
"WYTHE COUNTY COMMUNITY HOSP","IGG SUBCLASSES EA",485
"WYTHE COUNTY COMMUNITY HOSP","CLOZAPINE CLOZARIL",155
"WYTHE COUNTY COMMUNITY HOSP","CHOLESTEROL BLD",185
"WYTHE COUNTY COMMUNITY HOSP","INSULIN TOTAL",71
"WYTHE COUNTY COMMUNITY HOSP","T4 TOTAL",71
"WYTHE COUNTY COMMUNITY HOSP","ALLERGEN IGE EACH",52
"WYTHE COUNTY COMMUNITY HOSP","CHLAMYDIA TRACH IGG",167
"WYTHE COUNTY COMMUNITY HOSP","BETA 2 GLYCOPROT1 AB IGM",175
"WYTHE COUNTY COMMUNITY HOSP","LEPTOSPIRA AB QUAL",329
"WYTHE COUNTY COMMUNITY HOSP","ANTIMYLOPERIDASE AB",83
"WYTHE COUNTY COMMUNITY HOSP","LACTOFERRIN FECAL QN",109
"WYTHE COUNTY COMMUNITY HOSP","GALACTOSE 1 PUT QUANT",76
"WYTHE COUNTY COMMUNITY HOSP","C DIFFICILE TOXIN AG EIA",249
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 26",130
"WYTHE COUNTY COMMUNITY HOSP","ASIALO-GM1 AB QN IGM IA",340
"WYTHE COUNTY COMMUNITY HOSP","DIGOXIN (LANOXIN) QN",235
"WYTHE COUNTY COMMUNITY HOSP","DRUG SCRN COLLECT W COC",60
"WYTHE COUNTY COMMUNITY HOSP","HERPES SIMPLEX 2 AB IGM",450
"WYTHE COUNTY COMMUNITY HOSP","BARBITURATES QL SQN",90
"WYTHE COUNTY COMMUNITY HOSP","SMEAR FECAL WBC",117
"WYTHE COUNTY COMMUNITY HOSP","CHLAMYDIA TRACH IGM",167
"WYTHE COUNTY COMMUNITY HOSP","ALK PHOS ISOENZYMES",71
"WYTHE COUNTY COMMUNITY HOSP","GLUCOSE BLD STRIP",65
"WYTHE COUNTY COMMUNITY HOSP","IMMUNOFIX ELECTRO UR",546
"WYTHE COUNTY COMMUNITY HOSP","H PYLORI AB QL IGM",115
"WYTHE COUNTY COMMUNITY HOSP","INSULIN-LIKE GF BIND PRO",520
"WYTHE COUNTY COMMUNITY HOSP","DISOPYRAMIDE NORPACE",196
"WYTHE COUNTY COMMUNITY HOSP","O&P SMEAR CONC ID",293
"WYTHE COUNTY COMMUNITY HOSP","SACCHAROMYCES AB IGG MOD",838
"WYTHE COUNTY COMMUNITY HOSP","C-REACTIVE PROTEIN HS",113
"WYTHE COUNTY COMMUNITY HOSP","LEGIONELLA AB QUAL",472
"WYTHE COUNTY COMMUNITY HOSP","SOLUBLE TRANSFERRIN REC",155
"WYTHE COUNTY COMMUNITY HOSP","BILIRUBIN DIRECT",172
"WYTHE COUNTY COMMUNITY HOSP","AMINOLEVULINIC ACID ALA",159
"WYTHE COUNTY COMMUNITY HOSP","T CELLS CD4 COUNT",153
"WYTHE COUNTY COMMUNITY HOSP","INFLUENZA B VIRUS AB",109
"WYTHE COUNTY COMMUNITY HOSP","C-PEPTIDE",132
"WYTHE COUNTY COMMUNITY HOSP","VANCOMYCIN QUANT",172
"WYTHE COUNTY COMMUNITY HOSP","GLUCAGON",355
"WYTHE COUNTY COMMUNITY HOSP","PHENYLALANINE QL",63
"WYTHE COUNTY COMMUNITY HOSP","LEUKO ALK PHOS STAIN",132
"WYTHE COUNTY COMMUNITY HOSP","LEGIONELLA AG DFA",399
"WYTHE COUNTY COMMUNITY HOSP","CIRCULAT ANTICOAG-PTT",508
"WYTHE COUNTY COMMUNITY HOSP","ANTLAMINARIBIOSIDE ALCA",61
"WYTHE COUNTY COMMUNITY HOSP","ANTIGEN SCREEN PER",106
"WYTHE COUNTY COMMUNITY HOSP","AMNIOTIC FL SCAN",134
"WYTHE COUNTY COMMUNITY HOSP","ALDOSTERONE UR",445
"WYTHE COUNTY COMMUNITY HOSP","CHLORIDE UR",101
"WYTHE COUNTY COMMUNITY HOSP","LAMOTRIGINE LAMICTAL",257
"WYTHE COUNTY COMMUNITY HOSP","GENTAMICIN (GARAMYCIN)",218
"WYTHE COUNTY COMMUNITY HOSP","BETA HYDROXYBUTYRATE",112
"WYTHE COUNTY COMMUNITY HOSP","AG SCREEN PATIENT SER",101
"WYTHE COUNTY COMMUNITY HOSP","LIPOPROTEIN QN PARTICLE",196
"WYTHE COUNTY COMMUNITY HOSP","GM1 AB QN IGM",72
"WYTHE COUNTY COMMUNITY HOSP","COCCIDIOID AB QUAL",124
"WYTHE COUNTY COMMUNITY HOSP","PSEUDOCHOLINESTERASE",180
"WYTHE COUNTY COMMUNITY HOSP","6TG METABOLITE QN CHR",463
"WYTHE COUNTY COMMUNITY HOSP","COMPLEMENT C2",355
"WYTHE COUNTY COMMUNITY HOSP","HSV-2 AMP PROBE",142
"WYTHE COUNTY COMMUNITY HOSP","SICKLE CELL SCREEN",93
"WYTHE COUNTY COMMUNITY HOSP","VENIPUNCTURE",24
"WYTHE COUNTY COMMUNITY HOSP","PROGESTERONE",302
"WYTHE COUNTY COMMUNITY HOSP","TRYPTASE LEVEL",75
"WYTHE COUNTY COMMUNITY HOSP","HCG INTACT",96
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 12",79
"WYTHE COUNTY COMMUNITY HOSP","CK-ISOENZYMES",331
"WYTHE COUNTY COMMUNITY HOSP","OCCULT BLD STOOL 1-3 SIM",213
"WYTHE COUNTY COMMUNITY HOSP","HALOPERIDOL HALDOL",127
"WYTHE COUNTY COMMUNITY HOSP","CROSSMATCH INCUB",60
"WYTHE COUNTY COMMUNITY HOSP","SHIGA LIKE TOXIN EIA",230
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 8",63
"WYTHE COUNTY COMMUNITY HOSP","DNASE ANTIBODY",243
"WYTHE COUNTY COMMUNITY HOSP","GASTRIN",361
"WYTHE COUNTY COMMUNITY HOSP","CLOZAPINE CLOZARIL CHR",77
"WYTHE COUNTY COMMUNITY HOSP","CADMIUM",323
"WYTHE COUNTY COMMUNITY HOSP","COLD AGGLUTININ QUANT",180
"WYTHE COUNTY COMMUNITY HOSP","PROTEIN C AG",634
"WYTHE COUNTY COMMUNITY HOSP","ASO QUAL SCREEN",149
"WYTHE COUNTY COMMUNITY HOSP","T3 TOTAL",140
"WYTHE COUNTY COMMUNITY HOSP","STONE ANALYSIS QN",381
"WYTHE COUNTY COMMUNITY HOSP","H PYLORI AB QL IGA",84
"WYTHE COUNTY COMMUNITY HOSP","MUMPS AB QUAL",123
"WYTHE COUNTY COMMUNITY HOSP","ALPHA FETOPROT SERUM MAT",152
"WYTHE COUNTY COMMUNITY HOSP","KETONES UR MANUAL",19
"WYTHE COUNTY COMMUNITY HOSP","HEP B E AG EIA",203
"WYTHE COUNTY COMMUNITY HOSP","HLA PHENOTYPING",608
"WYTHE COUNTY COMMUNITY HOSP","COXSACKIE B QUAL",190
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 3",130
"WYTHE COUNTY COMMUNITY HOSP","VOLUME MEASUREMENT UR",62
"WYTHE COUNTY COMMUNITY HOSP","DRG TST OPIATES",131
"WYTHE COUNTY COMMUNITY HOSP","SELENIUM",282
"WYTHE COUNTY COMMUNITY HOSP","HEP C RNA QUANT",948
"WYTHE COUNTY COMMUNITY HOSP","TRAZADONE DESRYL",388
"WYTHE COUNTY COMMUNITY HOSP","STREP A OPTICAL IA",83
"WYTHE COUNTY COMMUNITY HOSP","TRANSGLUTAMIN AB IGA QL",595
"WYTHE COUNTY COMMUNITY HOSP","COXSACKIE A AB QUAL",736
"WYTHE COUNTY COMMUNITY HOSP","ACID PHOSPHATASE PROST",206
"WYTHE COUNTY COMMUNITY HOSP","COXSACKIE A4 AB QUAL",130
"WYTHE COUNTY COMMUNITY HOSP","LYME DISEASE AB IGG QL",198
"WYTHE COUNTY COMMUNITY HOSP","AMYLASE ISOENZYMES",560
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCYSTIS CARINII IFT",246
"WYTHE COUNTY COMMUNITY HOSP","GM1 AB QN IGG",72
"WYTHE COUNTY COMMUNITY HOSP","VMA URINE",223
"WYTHE COUNTY COMMUNITY HOSP","D-DIMER SEMI",266
"WYTHE COUNTY COMMUNITY HOSP","TETANUS AB QN",130
"WYTHE COUNTY COMMUNITY HOSP","CA 19-9",496
"WYTHE COUNTY COMMUNITY HOSP","ELASTASE PANCREATIC",257
"WYTHE COUNTY COMMUNITY HOSP","IGG CSF",484
"WYTHE COUNTY COMMUNITY HOSP","CELL FUNCT ASSAY STI",283
"WYTHE COUNTY COMMUNITY HOSP","NICOTINE COTININE QL SQN",90
"WYTHE COUNTY COMMUNITY HOSP","SEX HORMONE BG",130
"WYTHE COUNTY COMMUNITY HOSP","LACTIC ACID",258
"WYTHE COUNTY COMMUNITY HOSP","CALCITONIN",471
"WYTHE COUNTY COMMUNITY HOSP","QUINIDINE QUANT",160
"WYTHE COUNTY COMMUNITY HOSP","CYSTATIN C",224
"WYTHE COUNTY COMMUNITY HOSP","GALACTOSE 1-PHOSPHATE",171
"WYTHE COUNTY COMMUNITY HOSP","CK MB",353
"WYTHE COUNTY COMMUNITY HOSP","COXSACKIE A10 AB QUAL",149
"WYTHE COUNTY COMMUNITY HOSP","VITAMIN B1 THIAMINE",360
"WYTHE COUNTY COMMUNITY HOSP","BLEEDING TIME",180
"WYTHE COUNTY COMMUNITY HOSP","ANA QUAL SCREEN",264
"WYTHE COUNTY COMMUNITY HOSP","HEP C VIRAL LOAD",391
"WYTHE COUNTY COMMUNITY HOSP","ANTIGEN SCREEN EA",106
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 1",130
"WYTHE COUNTY COMMUNITY HOSP","THYROID PEROXIDOSE AB",189
"WYTHE COUNTY COMMUNITY HOSP","COXIELLA B AB PH1 IGG",1118
"WYTHE COUNTY COMMUNITY HOSP","HEPATITIS C AB QUAL",517
"WYTHE COUNTY COMMUNITY HOSP","PANCREATIC POLY RIA",270
"WYTHE COUNTY COMMUNITY HOSP","PH FECES",16
"WYTHE COUNTY COMMUNITY HOSP","HEP C AMP PROBE PCR",203
"WYTHE COUNTY COMMUNITY HOSP","FLECAINIDE TAMBOCOR CHR",117
"WYTHE COUNTY COMMUNITY HOSP","CULTURE UREAPLASMA",178
"WYTHE COUNTY COMMUNITY HOSP","OXCARBAZEPINE TRILEPTAL",246
"WYTHE COUNTY COMMUNITY HOSP","COXSACKIE B5 AB QUAL",149
"WYTHE COUNTY COMMUNITY HOSP","FREE RBC PROTOPORPHYRIN",134
"WYTHE COUNTY COMMUNITY HOSP","AUREOBASIDIUM PULLULA AB",142
"WYTHE COUNTY COMMUNITY HOSP","CU ADDITIONAL ID",94
"WYTHE COUNTY COMMUNITY HOSP","CORTISOL FREE URINE",113
"WYTHE COUNTY COMMUNITY HOSP","PROS SPEC AG (PSA)",274
"WYTHE COUNTY COMMUNITY HOSP","CCP AB",121
"WYTHE COUNTY COMMUNITY HOSP","CORTISOL TOTAL",194
"WYTHE COUNTY COMMUNITY HOSP","SACCHAROMYCES AB IGG",139
"WYTHE COUNTY COMMUNITY HOSP","RUBEOLA IGM AB QUAL",253
"WYTHE COUNTY COMMUNITY HOSP","METHYLPHENIDATE(RITALIN)",287
"WYTHE COUNTY COMMUNITY HOSP","17 KETOSTEROIDS TOTAL",94
"WYTHE COUNTY COMMUNITY HOSP","ETHOSUXIMIDE (ZARONTIN)",256
"WYTHE COUNTY COMMUNITY HOSP","VIRUS ISOL ENZYME ACTIV",211
"WYTHE COUNTY COMMUNITY HOSP","TRICYCLIC QL SQN",58
"WYTHE COUNTY COMMUNITY HOSP","LIPOPROT PHOSPHOLIPID A2",385
"WYTHE COUNTY COMMUNITY HOSP","PARAINFLUENZA AG IFTY",18
"WYTHE COUNTY COMMUNITY HOSP","PROTEIN UR QUAL AUTO",25
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 19",63
"WYTHE COUNTY COMMUNITY HOSP","GLIADIN AB QUANT",425
"WYTHE COUNTY COMMUNITY HOSP","GQ1B AB QN",72
"WYTHE COUNTY COMMUNITY HOSP","CREATINE BLOOD",230
"WYTHE COUNTY COMMUNITY HOSP","MURAMIDASE",112
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 8",130
"WYTHE COUNTY COMMUNITY HOSP","SMEAR PINWORM PREP",64
"WYTHE COUNTY COMMUNITY HOSP","ASPERGILLUS FUMIGATUS AB",98
"WYTHE COUNTY COMMUNITY HOSP","METANEPHRINES",516
"WYTHE COUNTY COMMUNITY HOSP","ANTIBODY TITER EA",266
"WYTHE COUNTY COMMUNITY HOSP","RUBELLA IGM",277
"WYTHE COUNTY COMMUNITY HOSP","RUSSELL VIPER DILUTED",508
"WYTHE COUNTY COMMUNITY HOSP","THYROID PEROXIDASE AB",189
"WYTHE COUNTY COMMUNITY HOSP","AMYLASE FL",246
"WYTHE COUNTY COMMUNITY HOSP","THYROGLOB AB QUAL",390
"WYTHE COUNTY COMMUNITY HOSP","T3 FREE",840
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 57",130
"WYTHE COUNTY COMMUNITY HOSP","PHOSPHATIDYLSER AB IGG",113
"WYTHE COUNTY COMMUNITY HOSP","THYROID MICROSOMAL AB",564
"WYTHE COUNTY COMMUNITY HOSP","GLUCOSE 2HR PP",110
"WYTHE COUNTY COMMUNITY HOSP","INDIRECT COOMBS EA AG",80
"WYTHE COUNTY COMMUNITY HOSP","BABESIOSIS IGG AB",350
"WYTHE COUNTY COMMUNITY HOSP","FDP SEMIQUANT",143
"WYTHE COUNTY COMMUNITY HOSP","Y NONDOT DRUG SCRN STDT",43
"WYTHE COUNTY COMMUNITY HOSP","CMV AMP PROBE",189
"WYTHE COUNTY COMMUNITY HOSP","POLIO AB QUAL",114
"WYTHE COUNTY COMMUNITY HOSP","THROMBIN",186
"WYTHE COUNTY COMMUNITY HOSP","CALCIUM UR QN",112
"WYTHE COUNTY COMMUNITY HOSP","PYRUVATE KINASE",165
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 68",79
"WYTHE COUNTY COMMUNITY HOSP","CHROMOGRANIN A QN",769
"WYTHE COUNTY COMMUNITY HOSP","ALDOLASE",156
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 14",63
"WYTHE COUNTY COMMUNITY HOSP","COMPLEMENT C3",393
"WYTHE COUNTY COMMUNITY HOSP","MYOGLOBIN URINE",278
"WYTHE COUNTY COMMUNITY HOSP","FACTOR 8 INHIBITOR",307
"WYTHE COUNTY COMMUNITY HOSP","LSD QL SQN",439
"WYTHE COUNTY COMMUNITY HOSP","PH BLOOD",71
"WYTHE COUNTY COMMUNITY HOSP","GLIADIN AB IGA QUANT",219
"WYTHE COUNTY COMMUNITY HOSP","OCCULT BLD STOOL SINGLE",199
"WYTHE COUNTY COMMUNITY HOSP","QUANTIFERON-TB GOLD",496
"WYTHE COUNTY COMMUNITY HOSP","CHLAMYDIA PSITTACI IGG",167
"WYTHE COUNTY COMMUNITY HOSP","STREP PNEUMO AG OIA",246
"WYTHE COUNTY COMMUNITY HOSP","MUCIN CLOT SYNOVIAL",62
"WYTHE COUNTY COMMUNITY HOSP","HERPES SIMPLEX AB QUAL",120
"WYTHE COUNTY COMMUNITY HOSP","THERMOACTINOMYCE SACC GD",79
"WYTHE COUNTY COMMUNITY HOSP","INFLUENZA A VIRUS AB",109
"WYTHE COUNTY COMMUNITY HOSP","RUBEOLA IGG",356
"WYTHE COUNTY COMMUNITY HOSP","C DIFFICILE TOXIN",149
"WYTHE COUNTY COMMUNITY HOSP","PYRUVIC ACID (PYRUVATE)",83
"WYTHE COUNTY COMMUNITY HOSP","HISTOPLASMA YEAST AB QL",186
"WYTHE COUNTY COMMUNITY HOSP","SJOGRENS B AB (SSB)",395
"WYTHE COUNTY COMMUNITY HOSP","AMINO ACID SINGLE QN",168
"WYTHE COUNTY COMMUNITY HOSP","FRAN TULAREN AB QUAL",103
"WYTHE COUNTY COMMUNITY HOSP","HERPES SIMPLEX 1 AB IGG",472
"WYTHE COUNTY COMMUNITY HOSP","SMEAR INDIA INK",157
"WYTHE COUNTY COMMUNITY HOSP","RENIN",235
"WYTHE COUNTY COMMUNITY HOSP","H PYLORI AB QL IGG",115
"WYTHE COUNTY COMMUNITY HOSP","SULFATIDE ANTIBODIES IGM",138
"WYTHE COUNTY COMMUNITY HOSP","METHADONE UR",63
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 3",79
"WYTHE COUNTY COMMUNITY HOSP","CREATINE KINASE (CK)",181
"WYTHE COUNTY COMMUNITY HOSP","THERMOACTINOMYCE CAND GD",79
"WYTHE COUNTY COMMUNITY HOSP","KOH PREP TISSUE",164
"WYTHE COUNTY COMMUNITY HOSP","BORDATELLA AB QUAL",605
"WYTHE COUNTY COMMUNITY HOSP","ENCEPH WEST NILE AB IGM",460
"WYTHE COUNTY COMMUNITY HOSP","CULT STL E COLI PLATE",58
"WYTHE COUNTY COMMUNITY HOSP","HEP B AMP PROBE",94
"WYTHE COUNTY COMMUNITY HOSP","AFB CONC & ISOLATION",270
"WYTHE COUNTY COMMUNITY HOSP","PNEUMOCOCCAL AB TYPE 19",130
"WYTHE COUNTY COMMUNITY HOSP","YERSINIA AB QUAL",288
"WYTHE COUNTY COMMUNITY HOSP","CA 125",612
"WYTHE COUNTY COMMUNITY HOSP","ACUTE HEPATITIS PANEL",443
"WYTHE COUNTY COMMUNITY HOSP","CU URIN CULTURE ID",94
"WYTHE COUNTY COMMUNITY HOSP","HEP A AB TOTAL",285
"WYTHE COUNTY COMMUNITY HOSP","ANTI MICROSOMAL AB",459
"WYTHE COUNTY COMMUNITY HOSP","TEICHOIC ACID AB ID",180
"WYTHE COUNTY COMMUNITY HOSP","HEMOGLOBIN PLASMA",402
"WYTHE COUNTY COMMUNITY HOSP","MASS SPEC QUANT",97
"WYTHE COUNTY COMMUNITY HOSP","ENCPH WST NIL AB IGM CSF",460
"WYTHE COUNTY COMMUNITY HOSP","FACTOR 5 LABILE",618
"WYTHE COUNTY COMMUNITY HOSP","SOMATOMEDIN A IGF-2",944
"WYTHE COUNTY COMMUNITY HOSP","BILIRUBIN TOT NEONATAL",206
"WYTHE COUNTY COMMUNITY HOSP","FRUCTOSAMINE",91
"WYTHE COUNTY COMMUNITY HOSP","STREP PNEUMO AB QL",282
"WYTHE COUNTY COMMUNITY HOSP","RICKETTSIA AB IGM QL",929
"WYTHE COUNTY COMMUNITY HOSP","HEAVY METAL QN",249
"WYTHE COUNTY COMMUNITY HOSP","CULT MYCOPLASMA",328
"WYTHE COUNTY COMMUNITY HOSP","ENCEPH WEST NILE AB IGG",460
"WYTHE COUNTY COMMUNITY HOSP","PORPHYRINS TOT BLD SPEC",271
"WYTHE COUNTY COMMUNITY HOSP","AMYLASE BLD",246
"WYTHE COUNTY COMMUNITY HOSP","AUTO SCREEN EA",93
"WYTHE COUNTY COMMUNITY HOSP","CERULOPLASMIN",125
"WYTHE COUNTY COMMUNITY HOSP","OSMOTIC FRAGILITY UNINC",446
"WYTHE COUNTY COMMUNITY HOSP","RUSSELL VIPER UNDILUTED",454
"WYTHE COUNTY COMMUNITY HOSP","HERPES SIMPLEX 2 AB IGG",472
"WYTHE COUNTY COMMUNITY HOSP","PRETREAT RBC'S DENS EA",287
"WYTHE COUNTY COMMUNITY HOSP","PROMETHAZINE PHENERGAN",293
"WYTHE COUNTY COMMUNITY HOSP","CELL CT & DIFF CSF",356
"WYTHE COUNTY COMMUNITY HOSP","CRYPTOSPORIDIUM AG EIA",68
"WYTHE COUNTY COMMUNITY HOSP","HIV-2 AB QUAL",486
"WYTHE COUNTY COMMUNITY HOSP","COXSACKIE A16 AB QUAL",141
"WYTHE COUNTY COMMUNITY HOSP","REPTILASE",365
"WYTHE COUNTY COMMUNITY HOSP","SMEAR WET MOUNT",140
"WYTHE COUNTY COMMUNITY HOSP","HANDLING CHARGE OTHER",92
"WYTHE COUNTY COMMUNITY HOSP","AMPHETAMINES QL SQN",58
"WYTHE COUNTY COMMUNITY HOSP","IMMUNOCHEMICAL FOBT",26
"WYTHE COUNTY COMMUNITY HOSP","ADENOVIRUS AB",121
"WYTHE COUNTY COMMUNITY HOSP","RSV AB QUAL",395
"WYTHE COUNTY COMMUNITY HOSP","AUREOBASIDIUM PULLULA GD",79
"WYTHE COUNTY COMMUNITY HOSP","BLOOD URINE AUTO",292
"WYTHE COUNTY COMMUNITY HOSP","HEAVY METAL QUAL",339
"WYTHE COUNTY COMMUNITY HOSP","BARTONELLA Q IGM",235
"WYTHE COUNTY COMMUNITY HOSP","STREP A AG EIA",75
"WYTHE COUNTY COMMUNITY HOSP","ACTINOMYCES AB QUAL",108
"WYTHE COUNTY COMMUNITY HOSP","EPINEPHRINE NOREPINEPHR",157
"WYTHE COUNTY COMMUNITY HOSP","HUM GRAN EHRL AB QL IGG",1200
"WYTHE COUNTY COMMUNITY HOSP","SENSITIVITY MLC",402
"WYTHE COUNTY COMMUNITY HOSP","OCCULT BLD STL 1-3 SIM",213
"WYTHE COUNTY COMMUNITY HOSP","CULT VIRUS SHELL VIAL",39
"WYTHE COUNTY COMMUNITY HOSP","DHEA",91
"WYTHE COUNTY COMMUNITY HOSP","MICROBIOLOGY PROC",1517
"WYTHE COUNTY COMMUNITY HOSP","STREP GR B OPTICAL IA",208
"WYTHE COUNTY COMMUNITY HOSP","PH GASTRIC",22
"WYTHE COUNTY COMMUNITY HOSP","FTA AB CONFIRM",366
"WYTHE COUNTY COMMUNITY HOSP","MYOGLOBIN BLD",323
"WYTHE COUNTY COMMUNITY HOSP","PROTEUS OXK AGG",312
"WYTHE COUNTY COMMUNITY HOSP","LDH (LD) BODY FLUID",69
"WYTHE COUNTY COMMUNITY HOSP","CALCIUM UR QN",42
"WYTHE COUNTY COMMUNITY HOSP","INFECT AGENT AMP PROBE",163
"WYTHE COUNTY COMMUNITY HOSP","CHROMIUM",171
"WYTHE COUNTY COMMUNITY HOSP","INSULIN-LIKE GF BIND",60
"WYTHE COUNTY COMMUNITY HOSP","PLATELET ANTIBODIES",669
"WYTHE COUNTY COMMUNITY HOSP","SEMEN ANALYSIS COMPLETE",321
"WYTHE COUNTY COMMUNITY HOSP","FLUOXETINE PROZAC CHR",112
"WYTHE COUNTY COMMUNITY HOSP","HEPATITIS DELTA AB QUAL",521
