"PROC
#",Procedure Description,"IP
Price","OP
Price",
521,IRRADIATED LEUKORED RBCS PR,563,563,
522,IRRIGATION VENOUS ACCESS DEV,143,143,
523,IRRIGATOR SUCTION 100,269,269,
524,ISLET CELL ANTIBODY,195,195,
525,ISOENZYMES,109,109,
526,IV CHEMO EA ADD HR,292,292,
527,IV CHEMO INIT TO 1 HR,"1,048","1,048",
528,IV CHEMO PUSH SGL OR INIT DRUG,742,742,
529,IV HYD EA ADD HR,212,212,
530,IV HYD INIT 31 MIN-60 MIN,529,529,
531,IV SET BLOOD Y-TYPE 2C6750 CS48,49,49,
532,IV SET MAXI CONT.FLO INTERLINK 2C6537 CS,23,23,
533,IV TX CONCURRENT,130,130,
534,IV TX EA ADD HR,136,136,
535,IV TX INIT TO 1 HR,451,451,
536,IV TX SEQ TO 1 HR,272,272,
537,JAK2,668,668,
538,JOINT PATELLA TOTAL,"1,497","1,497",
539,KETONE BODY(S) QUAL,146,146,
540,KETONE BODY(S) QUANT,218,218,
541,KIT ACL DISP MITEK 232300,"2,610","2,610",
542,KIT BIOTENODESIS AR1530DS,"1,250","1,250",
543,KIT BIOTENODESIS AR1676DS,"1,219","1,219",
544,KIT CEMENT APPLICATN,"1,283","1,283",
545,KIT DEVICE NOVASURE 32121,"3,150","3,150",
546,KIT DRILL,"1,733","1,733",
547,KIT DRILL DISP,"1,654","1,654",
548,KIT DRILLBIT,"1,654","1,654",
549,KIT INSTRUMENT DISP,"1,094","1,094",
550,KIT IRRIGATION SLEEVE MICROSMOOTH,195,195,
551,KIT LAP CHOLE CUST APPLID MED,"1,039","1,039",
552,KIT PICC LINE DRESSING,108,108,
553,KIT PNEUMOTHORAX,584,584,
554,KIT SMALL JOINT DISP,907,907,
555,KIT VAC VIA STARTER NEG PRESS KCI,"3,317","3,317",
556,KNIFE CLEARCUT,99,99,
557,KRAS,"1,054","1,054",
558,LACTIC ACID,83,83,
559,LACTOFERRIN FECAL QUAL,189,189,
560,LACTOFERRIN QUAN,462,462,
561,LAMOTRIGINE,98,98,
562,LD,63,63,
563,LDL DIRECT,71,71,
564,LEAD,89,89,
565,LENS INTRAOCULAR SN60WF,932,932,
566,LENS MORGAN,167,167,
567,LEUKO POOR PC,538,538,
568,LEUKOCYTE COUNT FECAL,120,120,
569,LEUKORED PHER PLTS PROC,"1,213","1,213",
570,LEVEL 5 W/ADDITIONAL SERVICE,"2,537","2,537",
571,LEVITIRACEM,98,98,
572,LIGATION OF HEMORRHOID(S),667,667,
573,LIPASE,212,212,
574,LIPID PROFILE 1,293,293,
575,LITHIUM,50,50,
576,LYME DISEASE AB TOTAL IMMUN,199,199,
577,LYME DISEASE WESTERN BLOT,153,153,
578,LYMPHOCYTIC CHORIOMENINGTIS,134,134,
579,MAGNESIUM,69,69,
580,MALARIA SMEAR,54,54,
581,MAM SCREEN BILAT,784,784,
582,MANIPULATOR UTERINE VCARE CONMED,475,475,
583,MEDIHONEY GEL/PASTE 1.5 OZ,81,81,
584,METANEPHRIINES Q430,179,179,
585,METHEMOGLOBIN,55,55,
586,MIC SENSITIVITY,64,64,
587,MICROALBUMIN URINE,53,53,
588,MICRODISSECTION MANUAL,806,806,
589,MILLING BIT SYNTHES SPINE,"1,546","1,546",
590,MLH1 PROMOTER METHYLATION,854,854,
591,MOD SED > AGE 5 INTL 15 MIN W OTHER,425,425,
592,MOD SED > AGE 5 INTL 15 MIN W SAME,425,425,
593,MOD SED EACH ADDL 15 MIN W OTHER,425,425,
594,MOD SED EACH ADDL 15 MIN W SAME,425,425,
595,MOLECULAR CYTOGENETICS FISH,157,157,
596,MOLECULAR PATH LEVEL 4,829,829,
597,MONO TEST,151,151,
598,MORPHOMETRIC ANALYSIS EA MULTIPLEX,"1,120","1,120",
599,MRA HEAD W/O CONT,"2,339","2,339",
600,MRA NECK W AND W/O CONT,"4,242","4,242",
601,MRA NECK W/O CONT,"2,329","2,329",
602,MRI ABDOMEN W AND W/O CONTRAST,"5,220","5,220",
603,MRI ABDOMEN W/O CONTRAST,"2,648","2,648",
604,MRI BRAIN W AND W/O CONTRAST,"5,440","5,440",
605,MRI BRAIN W/O CONTRAST,"2,789","2,789",
606,MRI C-SPINE W AND W/O CONTRAST,"5,215","5,215",
607,MRI C-SPINE W/O CONTRAST,"2,907","2,907",
608,MRI LOW EXT JNT W/CONTRAST RT,"2,871","2,871",
609,MRI LOW EXT JNT W/O CONT RT,"2,613","2,613",
610,MRI LOW EXT W AND W/O CONT RT,"3,346","3,346",
611,MRI LOW EXT W/O CONTRAST RT,"2,582","2,582",
612,MRI LOWEXTJNT W AND WO CONT RT,"4,872","4,872",
613,MRI L-SPINE W AND W/O CONTRAST,"5,603","5,603",
614,MRI L-SPINE W/O CONTRAST,"3,093","3,093",
615,MRI ORBIT/FACE/NECK W/O CON,"2,770","2,770",
616,MRI ORBITFACENECK W AND WO CON,"5,030","5,030",
617,MRI PELVIS W AND W/O CONTRAST,"5,176","5,176",
618,MRI PELVIS W/O CONTRAST,"2,789","2,789",
619,MRI T-SPINE W AND W/O CONTRAST,"5,175","5,175",
620,MRI T-SPINE W/O CONTRAST,"2,851","2,851",
621,MRI UP EXT JNT W/CONTRAST RT,"3,080","3,080",
622,MRI UP EXT JNT W/O CONTRAST RT,"2,686","2,686",
623,MRI UP EXT W/O CONTRAST RT,"2,753","2,753",
624,MRI UP EXTJNT W AND WO CONT RT,"5,164","5,164",
625,MULTIPLE SLEEP LATENCY,"2,142","2,142",
626,MUMPS ANTIBODY IGG,96,96,
627,MYCOPLASMA,98,98,
628,NEEDLE EZ I/O ALL SIZES,675,675,
629,NEEDLE INSUFFLATION,322,322,
630,NEEDLE INSUFFLATION 120/150MM,91,91,
631,NEEDLE RETROBULBAR 20,54,54,
632,NEEDLE TAPRD W/NITINOL LOOP,138,138,
633,NEEDLE VERESS/INSUFFLATION 100,384,384,
634,NEG PRESS WOUND THRPY <50 SQ CM DME,630,630,
635,NEG PRESS WOUND THRPY >50 SQ CM DME,630,630,
636,NEISSERIA GONNORRHOEAE AMP,268,268,
637,NEPHELOMETRY NOT ELSEWHERE SPEC,100,100,
638,NM BONE 3 PHASE,"4,418","4,418",
639,NM BONE OR JOINT IMG LTD,"2,976","2,976",
640,NM BONE SPECT,"2,662","2,662",
641,NM BONE WHOLE BODY,"3,892","3,892",
642,NM CARD MULTI REST OR STRESS,"7,317","7,317",
643,NM CARD SINGLE REST OR STRESS,"6,652","6,652",
644,NM CARDIAC BLOOD POOL SINGL,"1,997","1,997",
645,NM GASTRIC EMPTYING,"2,662","2,662",
646,NM GI BLOOD LOSS,"2,662","2,662",
647,NM HEPATOBILIARY W PHARMACOLOGIC,"2,935","2,935",
648,NM HEPATOBILIARY WO PHARMACOLOGIC,"2,668","2,668",
649,NM LOC INFLAMMATORY PROCESS LM,"8,869","8,869",
650,NM LUNG PERF PART,"2,662","2,662",
651,NM LUNG VENT AND PERFUSION IMG,"3,532","3,532",
652,NM LYMPH SYSTEM,"2,662","2,662",
653,NM THYROID SCAN W/UPTAKE MU,"3,221","3,221",
654,NRAS GENE ALALYSIS,"1,581","1,581",
655,Observation - Direct Admit,154,154,
656,OCCULT BLOOD STOOL SINGLE S,54,54,
657,OR - Lvl 1 - 1st 30 Min,"3,759","3,759",
658,OR - Lvl 1 - Add Min,108,108,
659,OR - Lvl 2 - 1st 30 Min,"4,703","4,703",
660,OR - Lvl 2 - Add Min,127,127,
661,OR - Lvl 3 - 1st 30 Min,"5,883","5,883",
662,OR - Lvl 3 - Add Min,141,141,
663,OR - Lvl 4 - 1st 60 Min,"14,031","14,031",
664,OR - Lvl 4 - Add Min,167,167,
665,OR - Lvl 5 - 1st 60 Min,"17,546","17,546",
666,OR - Lvl 5 - Add Min,179,179,
667,ORGANIC ACID SINGLE QUAN,167,167,
668,OSMOLALITY,60,60,
669,OSMOLALITY URINE,51,51,
670,OT ADL 15 MIN,204,204,
671,OT EVAL COMPLEX,525,525,
672,OT EVAL LOW,420,420,
673,OT EVAL MODERATE,458,458,
674,OT FLUIDOTHERAPY,210,210,
675,OT ORTHOTIC FIT/TRAIN 15 MIN INITIAL,203,203,
676,OT PARAFFIN BATH,98,98,
677,OVA AND PARASITE,215,215,
678,OXIMETRY DAILY,181,181,
679,OXIMETRY OVERNIGHT,326,326,
680,OXIMETRY SINGLE DETERMINATION,97,97,
681,PACK KNEE ARTHROSCOPY,383,383,
682,PACK PIN ATTUNE,"1,230","1,230",
683,PACK SHOULDER,438,438,
684,PACK SHOULDER ARTHROSCOPY,677,677,
685,PACK SPINE ANTERIOR,536,536,
686,PACK SPINE POSTERIOR,496,496,
687,PACU - Phase I Lvl 1 - 1st 15 Min,543,543,
688,PACU - Phase I Lvl 1 - Add Min,29,29,
689,PACU - Phase I Lvl 2 - 1st 15 Min,"1,078","1,078",
690,PACU - Phase I Lvl 2 - Add Min,35,35,
691,PACU - Phase I Lvl 3 - 1st 60 Min,"3,222","3,222",
692,PACU - Phase I Lvl 3 - Add Min,39,39,
693,PACU - Phase II Lvl 1 - 1st 15 Min,373,373,
694,PACU - Phase II Lvl 1 - Add Min,19,19,
695,PACU - Phase II Lvl 2 - 1st 15 Min,493,493,
696,PACU - Phase II Lvl 2 - Add Min,23,23,
697,PACU - Phase III,"1,259","1,259",
698,PAD CHAIR SENSOR,105,105,
699,PAD DEFIB 1STEP ADLT CPR,464,464,
700,PAD DEFIBRILLATOR,135,135,
701,PAD SEQ COMP KNEE ALL SZ,89,89,
702,PAP THIN PREP IMAGING,194,194,
703,PARATHYROID HORMONE INTACT,335,335,
704,PH FLUID,29,29,
705,PHENOBARBITAL,86,86,
706,PHENYTOIN,188,188,
707,PHLEBOTOMY THERAPEUTIC,266,266,
708,PHOSPHORUS,40,40,
709,PIK PAK PPK3879-01 CSJH,"1,202","1,202",
710,PIN CAP,522,522,
711,PIN GUIDE 50,131,131,
712,PLACE CV CATH PERC AGE 5+,"2,237","2,237",
713,PLATELET AB HEPARIN INDUCED,188,188,
714,PLATFORM ACCESS GELPOINT ADV,"2,494","2,494",
715,PLETH LUNG VOLUME AND AWR,552,552,
716,PNEUMOCOCCAL VACCINE ADMIN FEE,78,78,
717,POLYSOMNOGRAM 4+ PAR W/CPAP,"3,763","3,763",
718,POTASSIUM,38,38,
719,POTASSIUM URINE,33,33,
720,POUCH ENDO PRO EDITION,408,408,
721,PRE ALBUMIN,107,107,
722,PROBE SUCTION ENERGY SERFAS,880,880,
723,PROCALCITONIN,196,196,
724,PROLACTIN,145,145,
725,PROSTATE SPECIFIC AG TOTAL,153,153,
726,PROTEIN C ACTIVITY,563,563,
727,PROTEIN C ANTIGEN,510,510,
728,PROTEIN ELECT UR W/O INTERP,131,131,
729,PROTEIN ELECT W/O INTERPRET,129,129,
730,PROTEIN S AG FREE,346,346,
731,PROTEIN S AG TOTAL,310,310,
732,PROTEIN TOTAL OTHER SOURCE,83,83,
733,PROTEIN TOTAL SERUM,40,40,
734,PROTEIN TOTAL URINE,47,47,
735,PSG (SLEEP STAGING) 4+ PARAMET,"2,621","2,621",
736,PT,29,29,
737,PT AQUATIC THERAPY/EXER 15 MIN,281,281,
738,PT E-STIM ATTENDED 15 MIN,201,201,
739,PT E-STIM UNATTENDED,81,81,
740,PT EVAL COMPLEX,525,525,
741,PT EVAL LOW,438,438,
742,PT EVAL MODERATE,453,453,
743,PT EXERCISE THERAPEUTIC 15 MIN,220,220,
744,PT GAIT TRAINING 15 MIN,153,153,
745,PT IONTOPHORESIS 15 MIN,141,141,
746,PT MANUAL TX JNT MOB/STM 15 MN,229,229,
747,PT NEUROMUSCULAR RE-ED 15 MIN,251,251,
748,PT RE-EVAL,294,294,
749,PT THERAPEUTIC ACTIVITY 15 MIN,192,192,
750,PT TRACTION MECHANICAL,143,143,
751,PT ULTRASOUND 15 MIN,67,67,
752,PT VASOPNEUMATIC TREATMENT,171,171,
753,PTT,77,77,
754,PULM REHAB EXER/MONIT PER SESS,141,141,
755,PULMONARY STRESS TEST SIMPLE,318,318,
756,PULSEVAC PLUS FAN SPRAY,257,257,
757,R&B - ICU,"4,119","4,119",
758,R&B - Intermediate ICU,"2,288","2,288",
759,R&B - Med/Surg,"1,605","1,605",
760,R&B - Swing Bed,"1,359","1,359",
761,RAPID PLASMA REAGIN,93,93,
762,RAPID PLASMA REAGIN TITER,101,101,
763,RASP ELITE HELIOCIDAL,690,690,
764,RBC ANTIGENS NOT ABO/RH EAC,551,551,
765,REAMER,"2,250","2,250",
766,REAMER 2.0,"1,290","1,290",
767,REAMER BLADE PATELLA 26-51,"1,022","1,022",
768,REMOTE 30 DAY EVENT RECORDER,526,526,
769,REMOVE CERUMEN VIA IRRIGATION,169,169,
770,RENIN,161,161,
771,REPOSITION CV CATH W/FLUORO,813,813,
772,RESERVOIR ON Q 65/100ML,508,508,
773,RESERVOIR/DRAIN WOUND 20,82,82,
774,RESP FCN THERAPY/15 MIN,141,141,
775,RESP FCN/STRENGH GROUP,125,125,
776,RESP MS THERAPY/15 MIN,229,229,
777,RESPIRATORY VIRUS,"2,969","2,969",
778,RETICULOCYTE COUNT AUTOM,70,70,
779,RETRACTOR ABDOMINAL ELASTIC 22,"1,418","1,418",
780,RETRACTOR/PROTCTR WND LRG ALEXIS,312,312,
781,RETRACTOR/PROTCTR WND XSM/SM ALEXIS,258,258,
782,RHEUMATOID FACTOR QUANT,114,114,
783,ROD PIN JURGAN 6,124,124,
784,ROD REAM BALLTIP 650MM,504,504,
785,ROTAVIRUS ANTIGEN EIA,88,88,
786,RSV AG DIRECT OPTICAL,104,104,
787,RUBEOLA,95,95,
788,RUSSELL VIPER VENOM TIME DILUT,171,171,
789,SCD KNEE MED KENDALL,131,131,
790,SCISSORS LAP DISP APPLIED MED,276,276,
791,SEDIMENTATION RATE WESTERGR,44,44,
792,SERPINA1 GENE ANALYSIS COMMON VARIANTS,348,348,
793,SET 11373 PRIMARY IV PUMP,63,63,
794,SET 11397 SECONDARY PB VENTED,11,11,
795,SET 11664 BLOOD PUMP Y TYPE,66,66,
796,SET IRRIGATION TUBE,327,327,
797,SET MENISCUS ARTHREX,438,438,
798,SET MICROBORE FILTER,21,21,
799,SET PLUM W/FILTER CLAVE,28,28,
800,SET PRIMARY 1Y CLAVE,18,18,
801,SET PRIMARY 3Y CLAVE,29,29,
802,SET PRIMARY PLUM CLAVE,29,29,
803,SHAVER/REAMER 700,938,938,
804,SHEARS COAGULATING 850,"1,836","1,836",
805,SHEARS COAGULATING HARMONIC,"2,580","2,580",
806,SHEATH INTRODUCER 60,290,290,
807,SHEET REPLACEMENT AIR TAP,891,891,
808,SHELL VIAL W/STAIN,144,144,
809,SHOE FRACTURE ALL SIZES,283,283,
810,SICKLING OF RBC REDUCTION,54,54,
811,SIGMOIDOSCOPY,"1,487","1,487",
812,SIGMOIDOSCOPY W/BIOPSY,"1,904","1,904",
813,SIGMOIDOSCOPY W/REMOVE BYSNARE,"3,209","3,209",
814,SKIN GRAFT CARRIER ALL SIZES,214,214,
815,SLINGSHOT2 0850X,480,480,
816,SM INTEST ENDO W/BIOPSY,"1,957","1,957",
817,SMEAR AFB/FLUORO STAIN,68,68,
818,SMEAR PRIMARY SOURCE,38,38,
819,SMOKING CESSATION COUNSEL >10,147,147,
820,SMOKING CESSATION COUNSEL 3-10,69,69,
821,SODIUM,38,38,
822,SODIUM URINE,38,38,
823,SPECIAL STAIN GROUP 1,256,256,
824,SPECIAL STAIN GROUP 2,317,317,
825,SPECIAL STAIN IMMUNOPEROX,"1,120","1,120",
826,SPECIFIC GRAVITY FLUID,21,21,
827,SPECIMEN COLLECTION CATH,66,66,
828,SPECIMEN RETRIEVAL SYSTEM,276,276,
829,SPECTROPHOTOMETRY ANAL NOS,58,58,
830,SPIROME PFT PRE AND POST BRON,576,576,
831,SPIROMETRY/PFT BASIC,326,326,
832,SPLINT ANKLE STIRRUP,106,106,
833,SPLINT PLASTER ARM LONG,115,115,
834,SPLINT PLASTER LEG LONG,213,213,
835,SPLINT PLASTER LEG SHORT,96,96,
836,SPLINT THUMB,165,165,
837,SPLINT WRIST THUMB OTS,166,166,
838,ST COGNITIVE TRAINING 15 MIN,92,92,
839,ST LOUIS ENCEPHALITIS,90,90,
840,ST MOD BARIUM SWALLOW 61-90MIN,304,304,
841,ST SWALLOW EVAL 31-60 MIN,457,457,
842,ST SWALLOW TREATMENT 0-30 MIN,459,459,
843,ST TREATMENT 31-60 MIN,423,423,
844,STAPH AUREUS METHICILLIN RESIST,268,268,
845,STAPLE RELOAD 175,424,424,
846,STAPLE RELOAD 300,842,842,
847,STAPLE SPEED 20-25MM BME,"4,935","4,935",
848,STAPLE SPEED 9-13MM BME,"3,868","3,868",
849,STAPLER CURVED CDH,"1,789","1,789",
850,STAPLER ENDO LINEAR CUTTER EC45A,"1,678","1,678",
851,STAPLER INTRALUMINAL CURVD,"1,429","1,429",
852,STAPLER LINEAR CUTTER 75MM,923,923,
853,STAPLER RELOAD 75MM ETHICON,608,608,
854,STOCKING IMPERVIOUS ALL SIZES,46,46,
855,STRAPPING UNNA BOOT,257,257,
856,STREP GRP A SCREEN IMMUNOAS,170,170,
857,STRESS TEST CARDIOVASCULAR,"1,676","1,676",
858,SUPPLIES EMERGENT INTUBATION,440,440,
859,SUPPLIES GENERAL ETT/OPEN HRT,244,244,
860,SUPPLIES GENERAL W/LMA,109,109,
861,SUPPLIES GENERAL W/REG/SPINAL/EPIDRL,345,345,
862,SUPPLIES MAC,91,91,
863,SUPPLIES MAC/TIVA W/REG/SPINAL/EPIDRL,164,164,
864,SUPPLIES PICC JACC/MAXBARRIER,773,773,
865,SUPPLIES PICC MIDLINE,411,411,
866,SUPPLIES PICC VPS,"1,133","1,133",
867,SUPPLIES REGIONAL,134,134,
868,SUPPLIES REGIONAL PAIN CONTROL,43,43,
869,SUPPLIES SPINAL,115,115,
870,SUPPLIES TIVA,91,91,
871,SUPPORT ANKLE LACE UP OTS,91,91,
872,SURG PATH DECALCIFICATION,85,85,
873,SURG PATH LEVEL 1 GROSS ONL,164,164,
874,SURG PATH LEVEL 2 GR/MICRO,240,240,
875,SURG PATH LEVEL 3 GR/MICRO,297,297,
876,SURG PATH LEVEL 4 GR/MICRO,372,372,
877,SURG PATH LEVEL 5 GR/MICRO,"1,120","1,120",
878,SURG PATH LEVEL 6 GR/MICRO,"2,354","2,354",
879,SUSEPTIBILITY STUDIES,35,35,
880,SUTURE 100,363,363,
881,SUTURE 125,327,327,
882,SUTURE 15,87,87,
883,SUTURE 2 ARTHREX,160,160,
884,SUTURE 25,103,103,
885,SUTURE 30,102,102,
886,SUTURE 40,158,158,
887,SUTURE 50,155,155,
888,SUTURE 70,278,278,
889,SUTURE ANCHOR ARTHREX,"1,549","1,549",
890,SUTURE LASSO ARTHREX,875,875,
891,SUTURE PASSER,"1,063","1,063",
892,SUTURE PROLENE,182,182,
893,SYS ENDOBLADE RELEASE,"3,580","3,580",
894,SYSTEM ADV CEMENT MIXING,"1,575","1,575",
895,SYSTEM AIR TAP,"1,075","1,075",
896,SYSTEM IMPLANT REPAIR DISTAL BICEPS,"3,613","3,613",
897,SYSTEM VISUALZTN CLEARIFY,218,218,
898,T3 FREE,152,152,
899,TB TEST ALL MEDIATED IMMUN,452,452,
900,TEMPLATE,482,482,
901,THEOPHYLLINE,109,109,
902,THIAMINE VITAMIN B1,156,156,
903,THORACENTESIS ASP INI/SUBS,733,733,
904,THORACENTESIS W IMAGING GUIDANCE,"2,264","2,264",
905,THYROID STIMULATING HORMONE,123,123,
906,THYROXINE FREE,139,139,
907,TIP BENT I/A,92,92,
908,TIP INSERTER,759,759,
909,TIP KELMEN,433,433,
910,TIP UTERINE MANIPULATR RUMI II,591,591,
911,TOGA AIR FILTRATION SYSTEM 100,157,157,
912,TOGA W/PEEL-AWAY,246,246,
913,TRANSFERRIN,94,94,
914,TRANSFUSE BLOOD/COMPONENT 4 HR,714,714,
915,TRAY BONE MARROW,173,173,
916,TRAY CATH FOLEY ADVNC COMP CARE,78,78,
917,TRAY CATH FOLEY SILVER,145,145,
918,TRAY CENT LINE 3L 7FRX15CM,671,671,
919,TRAY CENT LINE 5L 7FRX20CM,671,671,
920,TRAY FOLEY URINEMETER SURESTEP,145,145,
921,TRAY FOLEY W/STATLOCK SURESTEP,111,111,
922,TRAY LUMBAR PUNCTURE INFANT,103,103,
923,TRAY ON-Q PAIN MGMT 270ML JJ,"1,636","1,636",
924,TRAY PARACENTESIS,465,465,
925,TRAY THORA PARA,339,339,
926,TRAY THORACENTESIS,178,178,
927,TRAY TIBIAL UNI HI FLX,"4,296","4,296",
928,TREPONEMA PALLIDUM AB,98,98,
929,TRICH VAGINALIS AMP PROBE,247,247,
930,TRICHOMONAS VAGINALIS DP,144,144,
931,TRIGLYCERIDE,54,54,
932,TROCAR BALLOON GELPORT,211,211,
933,TROCAR CHEST TUBE,112,112,
934,TROCAR NONBLADED 5MM APPLIED,138,138,
935,TROCAR NONBLADED 5X150MM APPLIED,138,138,
936,TROCAR NONBLADED APPLIED MED,217,217,
937,TROPONIN I,103,103,
938,TUBING ARTHROSCOPY AR6410,443,443,
939,TUBING INSUFFLATOR HEATED PNEUMOSURE,298,298,
940,TUBING INSUFFLATOR HI FLOW,90,90,
941,UA AUTO W/MICRO,117,117,
942,UNATTENDED SLEEP STUDY TYPE III,563,563,
943,UPR/LXTR ART STDY 3+ LVLS,810,810,
944,URIC ACID BLOOD,38,38,
945,URIC ACID URINE,37,37,
946,URINALYSIS WITHOUT MICROSCO,75,75,
947,URINE CULT BACT COLONY CNT,60,60,
948,URINE CULT W/PRESUMPT IDISOL,60,60,
949,URINE PREGNANCY TEST,135,135,
950,US ABD PARACENTESIS W GUIDE,"1,046","1,046",
951,US ABDOMEN,"1,755","1,755",
952,US ABDOMEN LIMITED,"1,327","1,327",
953,US AORTA SCREENING,903,903,
954,US BREAST UNILAT COMPLETE RT,968,968,
955,US BREAST UNILAT LIMITED RT,738,738,
956,US CHEST LT,"1,048","1,048",
957,US EXTREMITY NONVASC COMP RT,"1,230","1,230",
958,US EXTREMITY NONVASC LIMIT LT,738,738,
959,US GUIDANCE NEEDLE PLACEMEN,554,554,
960,US GUIDANCE VASCULAR ACCESS,170,170,
961,US PELVIS NON OB,"1,597","1,597",
962,US PELVIS NON OB LIMITED,738,738,
963,US PREG COMP SIZE/DATE,"1,230","1,230",
964,US PREG COMP SIZE/DATE EA A,"1,061","1,061",
965,US PREGNANCY DIAGNOSIS TA,"1,230","1,230",
966,US PREGNANCY FOLLOW UP,738,738,
967,US PREGNANCY LIMITED,"1,230","1,230",
968,US PREGNANCY TRANSVAGINAL,"1,230","1,230",
969,US RENAL COMPLETE,"1,304","1,304",
970,US RENAL LIMITED,"1,230","1,230",
971,US SCROTUM,"1,373","1,373",
972,US SOFT TISSUE HEAD/NECK,"1,230","1,230",
973,US TRANSVAGINAL,"1,275","1,275",
974,VALPROIC ACID,100,100,
975,VANCOMYCIN TROUGH,100,100,
976,VANILLYLMANDELIC ACID 24 HR,108,108,
977,VENIPUNCTURE,41,41,
978,VENTILATOR INITIAL DAILY,"1,832","1,832",
979,VENTILATOR SUBSEQUENT DAILY,"1,215","1,215",
980,VEST CHEST WALL OSCILLATE,190,190,
981,VIRUS ISOLATIOIN BY NONIMMUNO,248,248,
982,VISIT OP ESTAB LEVEL 1,78,78,
983,VISIT OP ESTAB LEVEL 2,116,116,
984,VISIT OP ESTAB LEVEL 3,142,142,
985,VISIT OP NEW LEVEL 1,183,183,
986,VISIT OP NEW LEVEL 2,297,297,
987,VISIT OP NEW LEVEL 3,326,326,
988,VITAMIN B12,111,111,
989,VITAMIN D1-25 DIHYDROXY,281,281,
990,VITAMIN D3 25-OH HYDROXY,217,217,
991,WAFFLE CUSHION,93,93,
992,WALK BOOT CAM W/EXPERTISE,177,177,
993,WASHER 13MM,135,135,
994,WASHER EXT FIXATOR,200,200,
995,WASHER SMALL ZIMMER,105,105,
996,WBC COUNT AUTO,26,26,
997,WBC WITH DIFF AUTO,48,48,
998,WEST NILE VIRUS AB 36597,108,108,
999,WEST NILE VIRUS IGM,124,124,
1000,WET PREP YEAS TRIC CLUE CEL,99,99,
1001,WIRE 30,211,211,
1002,WIRE 375,845,845,
1003,WIRE CERCLAGE 115MM,202,202,
1004,WIRE K 1.6MM,189,189,
1005,WIRE K 1.6MM INTEGRA,256,256,
1006,WIRE K TROCAR TIP 150MM SN,241,241,
1007,WIRE K WRIGHT MEDICAL,189,189,
1008,WIRE LUGUE LOOP,246,246,
1009,WIRE OLIVE ORTHOHELIX,189,189,
1010,XR ABDOMEN AP ONLY (KUB),248,248,
1011,XR ABDOMEN AP/DECUB OR ERECT,296,296,
1012,XR ABDOMEN AP/DECUB/ERECT/C,807,807,
1013,XR AC JOINTS BILAT,488,488,
1014,XR ANKLE 2 VIEWS RT,488,488,
1015,XR ANKLE COMPLETE 3+ VIEWS RT,520,520,
1016,XR ARTHROCENTESIS MAJOR JOINT,"1,034","1,034",
1017,XR ARTHROGRAM SHOULDER LT,"2,815","2,815",
1018,XR BONE DENSITY STUDY AXIAL,807,807,
1019,XR BONE SURVEY COMPLETE,887,887,
1020,XR CALCANEUS 2+ VIEWS LT,488,488,
1021,XR CHEST 1 VIEW,153,153,
1022,XR CHEST 2 VIEWS,480,480,
1023,XR CHEST 3 VIEW,611,611,
1024,XR CHEST W/2 OBLIQUES,628,628,
1025,XR CHOLANGIOGRAM INTRAOP,423,423,
1026,XR CLAVICLE COMPLETE RT,554,554,
1027,XR COLON BARIUM ENEMA,807,807,
1028,XR COLON BARIUM ENEMA W/AIR,"1,537","1,537",
1029,XR C-SPINE 2 OR 3 VIEWS,807,807,
1030,XR C-SPINE 4 OR 5 VIEWS,887,887,
1031,XR C-SPINE 6+ VIEWS,976,976,
1032,XR ELBOW 2 VIEWS LT,529,529,
1033,XR ELBOW COMPLETE 3+ VIEWS RT,643,643,
1034,XR ESOPHAGUS,807,807,
1035,XR EYE FOREIGN BODY LT,488,488,
1036,XR FACIAL BONES COMPLETE 3+,807,807,
1037,XR FEMUR 1 VW LT,488,488,
1038,XR FEMUR 2 VW LT,585,585,
1039,XR FINGER LEFT HAND THUMB,488,488,
1040,XR FLUORO < 1 HR,"1,537","1,537",
1041,XR FLUORO GUID CVA PLC/REM,351,351,
1042,XR FLUORO GUIDANCE NEEDLE P,897,897,
1043,XR FOOT 2 VIEWS LT,488,488,
1044,XR FOOT COMPLETE 3+ VIEWS RT,537,537,
1045,XR FOREARM 2 VIEWS LT,535,535,
1046,XR HAND COMPLETE 3+ VIEWS RT,887,887,
1047,XR HAND LIMITED 2 VIEWS RT,807,807,
1048,XR HIP BILAT [& PELVIS IF PERFORMED] 2 VW,807,807,
1049,XR HIP BILAT [& PELVIS IF PERFORMED] 3 OR 4 VW,837,837,
1050,XR HIP BILAT [& PELVIS IF PERFORMED] 5+ VW,"1,537","1,537",
1051,XR HIP UNI [& PELVIS IF PERFORMED] 1 VW RT,488,488,
1052,XR HIP UNI [& PELVIS IF PERFORMED] 2 OR 3 VW RT,650,650,
1053,XR HIP UNI [& PELVIS IF PERFORMED] 4+ VW LT,807,807,
1054,XR HUMERUS 2+ VIEWS LT,488,488,
1055,XR INJ ARTHROGRAM HIP,611,611,
1056,XR INJ ARTHROGRAM SHOULDER,677,677,
1057,XR INJECT CONTRAST EVAL TUBE,273,273,
1058,XR KNEE <3 VIEWS RT,595,595,
1059,XR KNEE 3 VIEWS RT,689,689,
1060,XR KNEE AP STANDING BILAT,708,708,
1061,XR KNEE COMPLETE 4+ VIEWS RT,841,841,
1062,XR L-SPINE 2 OR 3 VIEWS,807,807,
1063,XR L-SPINE 4 OR 5  VIEWS,"1,120","1,120",
