PROC #,Procedure Description,IP Price,OP Price,Note (*)
504,INFLUENZA DNA AMP PROBE,508,508,
505,INJECT VACCINE/TOXOID EA ADDL,30,30,
506,INJECT VACCINE/TOXOID FIRST,115.5,115.5,
507,INJECTION IM/SUBQ/ANTIBIOTICS,156.5,156.5,
508,INJECTION IV EA ADDL DRUG,245,245,
509,INJECTION IV EA ADDL SAME DRUG,247.5,247.5,
510,INJECTION IV PUSH INITIAL,412.5,412.5,
511,INSERT BLADDER CATH,127,127,
512,INSERT CATH CV NONTNL 5+,1370,1370,
513,INSERT TEMP BLADDER CATH,132.5,132.5,
514,INSTRUMENT CORE BIOPSY DISP,232,232,
515,INTERPHASE IN SITU HYBRID 100-300,293,293,
516,INTRO NEEDLE/CATH VEIN,58.5,58.5,
517,INTUBATION ENDOTRACHEAL,636.5,636.5,
518,IRON,48.5,48.5,
519,IRON BINDING CAPACITY UNSAT,64.5,64.5,
520,IRRAD LEUKORED PHER PLTS PR,1237.5,1237.5,
521,IRRADIATED LEUKORED RBCS PR,562.5,562.5,
522,IRRIGATION VENOUS ACCESS DEV,142.5,142.5,
523,IRRIGATOR SUCTION 100,268.5,268.5,
524,ISLET CELL ANTIBODY,195,195,
525,ISOENZYMES,108.5,108.5,
526,IV CHEMO EA ADD HR,292,292,
527,IV CHEMO INIT TO 1 HR,1048,1048,
528,IV CHEMO PUSH SGL OR INIT DRUG,741.5,741.5,
529,IV HYD EA ADD HR,211.5,211.5,
530,IV HYD INIT 31 MIN-60 MIN,528.5,528.5,
531,IV SET BLOOD Y-TYPE 2C6750 CS48,49,49,
532,IV SET MAXI CONT.FLO INTERLINK 2C6537 CS,22.5,22.5,
533,IV TX CONCURRENT,129.5,129.5,
534,IV TX EA ADD HR,135.5,135.5,
535,IV TX INIT TO 1 HR,450.5,450.5,
536,IV TX SEQ TO 1 HR,271.5,271.5,
537,JAK2,668,668,
538,JOINT PATELLA TOTAL,1496.5,1496.5,
539,KETONE BODY(S) QUAL,145.5,145.5,
540,KETONE BODY(S) QUANT,217.5,217.5,
541,KIT ACL DISP MITEK 232300,2609.5,2609.5,
542,KIT BIOTENODESIS AR1530DS,1250,1250,
543,KIT BIOTENODESIS AR1676DS,1219,1219,
544,KIT CEMENT APPLICATN,1282.5,1282.5,
545,KIT DEVICE NOVASURE 32121,3150,3150,
546,KIT DRILL,1732.5,1732.5,
547,KIT DRILL DISP,1654,1654,
548,KIT DRILLBIT,1654,1654,
549,KIT INSTRUMENT DISP,1094,1094,
550,KIT IRRIGATION SLEEVE MICROSMOOTH,194.5,194.5,
551,KIT LAP CHOLE CUST APPLID MED,1039,1039,
552,KIT PICC LINE DRESSING,107.5,107.5,
553,KIT PNEUMOTHORAX,584,584,
554,KIT SMALL JOINT DISP,906.5,906.5,
555,KIT VAC VIA STARTER NEG PRESS KCI,3316.5,3316.5,
556,KNIFE CLEARCUT,99,99,
557,KRAS,1054,1054,
558,LACTIC ACID,83,83,
559,LACTOFERRIN FECAL QUAL,189,189,
560,LACTOFERRIN QUAN,461.5,461.5,
561,LAMOTRIGINE,97.5,97.5,
562,LD,63,63,
563,LDL DIRECT,70.5,70.5,
564,LEAD,89,89,
565,LENS INTRAOCULAR SN60WF,931.5,931.5,
566,LENS MORGAN,166.5,166.5,
567,LEUKO POOR PC,537.5,537.5,
568,LEUKOCYTE COUNT FECAL,120,120,
569,LEUKORED PHER PLTS PROC,1212.5,1212.5,
570,LEVEL 5 W/ADDITIONAL SERVICE,2536.5,2536.5,
571,LEVITIRACEM,97.5,97.5,
572,LIGATION OF HEMORRHOID(S),667,667,
573,LIPASE,212,212,
574,LIPID PROFILE 1,292.5,292.5,
575,LITHIUM,49.5,49.5,
576,LYME DISEASE AB TOTAL IMMUN,199,199,
577,LYME DISEASE WESTERN BLOT,152.5,152.5,
578,LYMPHOCYTIC CHORIOMENINGTIS,134,134,
579,MAGNESIUM,68.5,68.5,
580,MALARIA SMEAR,53.5,53.5,
581,MAM SCREEN BILAT,784,784,
582,MANIPULATOR UTERINE VCARE CONMED,475,475,
583,MEDIHONEY GEL/PASTE 1.5 OZ,81,81,
584,METANEPHRIINES Q430,179,179,
585,METHEMOGLOBIN,54.5,54.5,
586,MIC SENSITIVITY,64,64,
587,MICROALBUMIN URINE,52.5,52.5,
588,MICRODISSECTION MANUAL,806,806,
589,MILLING BIT SYNTHES SPINE,1545.5,1545.5,
590,MLH1 PROMOTER METHYLATION,853.5,853.5,
591,MOD SED > AGE 5 INTL 15 MIN W OTHER,425,425,
592,MOD SED > AGE 5 INTL 15 MIN W SAME,425,425,
593,MOD SED EACH ADDL 15 MIN W OTHER,425,425,
594,MOD SED EACH ADDL 15 MIN W SAME,425,425,
595,MOLECULAR CYTOGENETICS FISH,157,157,
596,MOLECULAR PATH LEVEL 4,828.5,828.5,
597,MONO TEST,151,151,
598,MORPHOMETRIC ANALYSIS EA MULTIPLEX,1119.5,1119.5,
599,MRA HEAD W/O CONT,2338.5,2338.5,
600,MRA NECK W AND W/O CONT,4241.5,4241.5,
601,MRA NECK W/O CONT,2328.5,2328.5,
602,MRI ABDOMEN W AND W/O CONTRAST,5219.5,5219.5,
603,MRI ABDOMEN W/O CONTRAST,2647.5,2647.5,
604,MRI BRAIN W AND W/O CONTRAST,5439.5,5439.5,
605,MRI BRAIN W/O CONTRAST,2789,2789,
606,MRI C-SPINE W AND W/O CONTRAST,5215,5215,
607,MRI C-SPINE W/O CONTRAST,2906.5,2906.5,
608,MRI LOW EXT JNT W/CONTRAST RT,2870.5,2870.5,
609,MRI LOW EXT JNT W/O CONT RT,2613,2613,
610,MRI LOW EXT W AND W/O CONT RT,3346,3346,
611,MRI LOW EXT W/O CONTRAST RT,2581.5,2581.5,
612,MRI LOWEXTJNT W AND WO CONT RT,4871.5,4871.5,
613,MRI L-SPINE W AND W/O CONTRAST,5602.5,5602.5,
614,MRI L-SPINE W/O CONTRAST,3092.5,3092.5,
615,MRI ORBIT/FACE/NECK W/O CON,2769.5,2769.5,
616,MRI ORBITFACENECK W AND WO CON,5029.5,5029.5,
617,MRI PELVIS W AND W/O CONTRAST,5176,5176,
618,MRI PELVIS W/O CONTRAST,2789,2789,
619,MRI T-SPINE W AND W/O CONTRAST,5174.5,5174.5,
620,MRI T-SPINE W/O CONTRAST,2851,2851,
621,MRI UP EXT JNT W/CONTRAST RT,3079.5,3079.5,
622,MRI UP EXT JNT W/O CONTRAST RT,2685.5,2685.5,
623,MRI UP EXT W/O CONTRAST RT,2752.5,2752.5,
624,MRI UP EXTJNT W AND WO CONT RT,5163.5,5163.5,
625,MULTIPLE SLEEP LATENCY,2142,2142,
626,MUMPS ANTIBODY IGG,96,96,
627,MYCOPLASMA,97.5,97.5,
628,NEEDLE EZ I/O ALL SIZES,675,675,
629,NEEDLE INSUFFLATION,321.5,321.5,
630,NEEDLE INSUFFLATION 120/150MM,91,91,
631,NEEDLE RETROBULBAR 20,53.5,53.5,
632,NEEDLE TAPRD W/NITINOL LOOP,138,138,
633,NEEDLE VERESS/INSUFFLATION 100,384,384,
634,NEG PRESS WOUND THRPY <50 SQ CM DME,630,630,
635,NEG PRESS WOUND THRPY >50 SQ CM DME,630,630,
636,NEISSERIA GONNORRHOEAE AMP,268,268,
637,NEPHELOMETRY NOT ELSEWHERE SPEC,100,100,
638,NM BONE 3 PHASE,4418,4418,
639,NM BONE OR JOINT IMG LTD,2976,2976,
640,NM BONE SPECT,2662,2662,
641,NM BONE WHOLE BODY,3892,3892,
642,NM CARD MULTI REST OR STRESS,7317,7317,
643,NM CARD SINGLE REST OR STRESS,6652,6652,
644,NM CARDIAC BLOOD POOL SINGL,1997,1997,
645,NM GASTRIC EMPTYING,2662,2662,
646,NM GI BLOOD LOSS,2662,2662,
647,NM HEPATOBILIARY W PHARMACOLOGIC,2934.5,2934.5,
648,NM HEPATOBILIARY WO PHARMACOLOGIC,2667.5,2667.5,
649,NM LOC INFLAMMATORY PROCESS LM,8868.5,8868.5,
650,NM LUNG PERF PART,2662,2662,
651,NM LUNG VENT AND PERFUSION IMG,3532,3532,
652,NM LYMPH SYSTEM,2662,2662,
653,NM THYROID SCAN W/UPTAKE MU,3221,3221,
654,NRAS GENE ALALYSIS,1580.5,1580.5,
655,Observation - Direct Admit,154,154,
656,OCCULT BLOOD STOOL SINGLE S,53.5,53.5,
657,OR - Lvl 1 - 1st 30 Min,3759,3759,
658,OR - Lvl 1 - Add Min,107.5,107.5,
659,OR - Lvl 2 - 1st 30 Min,4702.5,4702.5,
660,OR - Lvl 2 - Add Min,126.5,126.5,
661,OR - Lvl 3 - 1st 30 Min,5883,5883,
662,OR - Lvl 3 - Add Min,141,141,
663,OR - Lvl 4 - 1st 60 Min,14030.5,14030.5,
664,OR - Lvl 4 - Add Min,167,167,
665,OR - Lvl 5 - 1st 60 Min,17545.5,17545.5,
666,OR - Lvl 5 - Add Min,179,179,
667,ORGANIC ACID SINGLE QUAN,166.5,166.5,
668,OSMOLALITY,59.5,59.5,
669,OSMOLALITY URINE,50.5,50.5,
670,OT ADL 15 MIN,203.5,203.5,
671,OT EVAL COMPLEX,524.5,524.5,
672,OT EVAL LOW,419.5,419.5,
673,OT EVAL MODERATE,457.5,457.5,
674,OT FLUIDOTHERAPY,209.5,209.5,
675,OT ORTHOTIC FIT/TRAIN 15 MIN INITIAL,203,203,
676,OT PARAFFIN BATH,98,98,
677,OVA AND PARASITE,214.5,214.5,
678,OXIMETRY DAILY,181,181,
679,OXIMETRY OVERNIGHT,325.5,325.5,
680,OXIMETRY SINGLE DETERMINATION,97,97,
681,PACK KNEE ARTHROSCOPY,382.5,382.5,
682,PACK PIN ATTUNE,1230,1230,
683,PACK SHOULDER,438,438,
684,PACK SHOULDER ARTHROSCOPY,677,677,
685,PACK SPINE ANTERIOR,535.5,535.5,
686,PACK SPINE POSTERIOR,495.5,495.5,
687,PACU - Phase I Lvl 1 - 1st 15 Min,542.5,542.5,
688,PACU - Phase I Lvl 1 - Add Min,28.5,28.5,
689,PACU - Phase I Lvl 2 - 1st 15 Min,1077.5,1077.5,
690,PACU - Phase I Lvl 2 - Add Min,34.5,34.5,
691,PACU - Phase I Lvl 3 - 1st 60 Min,3222,3222,
692,PACU - Phase I Lvl 3 - Add Min,38.5,38.5,
693,PACU - Phase II Lvl 1 - 1st 15 Min,372.5,372.5,
694,PACU - Phase II Lvl 1 - Add Min,19,19,
695,PACU - Phase II Lvl 2 - 1st 15 Min,492.5,492.5,
696,PACU - Phase II Lvl 2 - Add Min,23,23,
697,PACU - Phase III,1258.5,1258.5,
698,PAD CHAIR SENSOR,104.5,104.5,
699,PAD DEFIB 1STEP ADLT CPR,464,464,
700,PAD DEFIBRILLATOR,135,135,
701,PAD SEQ COMP KNEE ALL SZ,89,89,
702,PAP THIN PREP IMAGING,193.5,193.5,
703,PARATHYROID HORMONE INTACT,335,335,
704,PH FLUID,29,29,
705,PHENOBARBITAL,86,86,
706,PHENYTOIN,187.5,187.5,
707,PHLEBOTOMY THERAPEUTIC,265.5,265.5,
708,PHOSPHORUS,40,40,
709,PIK PAK PPK3879-01 CSJH,1201.5,1201.5,
710,PIN CAP,522,522,
711,PIN GUIDE 50,131,131,
712,PLACE CV CATH PERC AGE 5+,2237,2237,
713,PLATELET AB HEPARIN INDUCED,187.5,187.5,
714,PLATFORM ACCESS GELPOINT ADV,2494,2494,
715,PLETH LUNG VOLUME AND AWR,552,552,
716,PNEUMOCOCCAL VACCINE ADMIN FEE,78,78,
717,POLYSOMNOGRAM 4+ PAR W/CPAP,3763,3763,
718,POTASSIUM,37.5,37.5,
719,POTASSIUM URINE,32.5,32.5,
720,POUCH ENDO PRO EDITION,408,408,
721,PRE ALBUMIN,107,107,
722,PROBE SUCTION ENERGY SERFAS,880,880,
723,PROCALCITONIN,196,196,
724,PROLACTIN,145,145,
725,PROSTATE SPECIFIC AG TOTAL,152.5,152.5,
726,PROTEIN C ACTIVITY,563,563,
727,PROTEIN C ANTIGEN,509.5,509.5,
728,PROTEIN ELECT UR W/O INTERP,130.5,130.5,
729,PROTEIN ELECT W/O INTERPRET,128.5,128.5,
730,PROTEIN S AG FREE,346,346,
731,PROTEIN S AG TOTAL,309.5,309.5,
732,PROTEIN TOTAL OTHER SOURCE,82.5,82.5,
733,PROTEIN TOTAL SERUM,40,40,
734,PROTEIN TOTAL URINE,46.5,46.5,
735,PSG (SLEEP STAGING) 4+ PARAMET,2620.5,2620.5,
736,PT,29,29,
737,PT AQUATIC THERAPY/EXER 15 MIN,281,281,
738,PT E-STIM ATTENDED 15 MIN,201,201,
739,PT E-STIM UNATTENDED,81,81,
740,PT EVAL COMPLEX,524.5,524.5,
741,PT EVAL LOW,438,438,
742,PT EVAL MODERATE,452.5,452.5,
743,PT EXERCISE THERAPEUTIC 15 MIN,220,220,
744,PT GAIT TRAINING 15 MIN,152.5,152.5,
745,PT IONTOPHORESIS 15 MIN,140.5,140.5,
746,PT MANUAL TX JNT MOB/STM 15 MN,228.5,228.5,
747,PT NEUROMUSCULAR RE-ED 15 MIN,250.5,250.5,
748,PT RE-EVAL,294,294,
749,PT THERAPEUTIC ACTIVITY 15 MIN,192,192,
750,PT TRACTION MECHANICAL,142.5,142.5,
751,PT ULTRASOUND 15 MIN,67,67,
752,PT VASOPNEUMATIC TREATMENT,171,171,
753,PTT,76.5,76.5,
754,PULM REHAB EXER/MONIT PER SESS,141,141,
755,PULMONARY STRESS TEST SIMPLE,317.5,317.5,
756,PULSEVAC PLUS FAN SPRAY,256.5,256.5,
757,R&B - ICU,4119,4119,
758,R&B - Intermediate ICU,2288,2288,
759,R&B - Med/Surg,1605,1605,
760,R&B - Swing Bed,1359,1359,
761,RAPID PLASMA REAGIN,92.5,92.5,
762,RAPID PLASMA REAGIN TITER,101,101,
763,RASP ELITE HELIOCIDAL,690,690,
764,RBC ANTIGENS NOT ABO/RH EAC,551,551,
765,REAMER,2250,2250,
766,REAMER 2.0,1290,1290,
767,REAMER BLADE PATELLA 26-51,1021.5,1021.5,
768,REMOTE 30 DAY EVENT RECORDER,526,526,
769,REMOVE CERUMEN VIA IRRIGATION,169,169,
770,RENIN,161,161,
771,REPOSITION CV CATH W/FLUORO,813,813,
772,RESERVOIR ON Q 65/100ML,507.5,507.5,
773,RESERVOIR/DRAIN WOUND 20,81.5,81.5,
774,RESP FCN THERAPY/15 MIN,141,141,
775,RESP FCN/STRENGH GROUP,125,125,
776,RESP MS THERAPY/15 MIN,229,229,
777,RESPIRATORY VIRUS,2968.5,2968.5,
778,RETICULOCYTE COUNT AUTOM,70,70,
779,RETRACTOR ABDOMINAL ELASTIC 22,1417.5,1417.5,
780,RETRACTOR/PROTCTR WND LRG ALEXIS,312,312,
781,RETRACTOR/PROTCTR WND XSM/SM ALEXIS,257.5,257.5,
782,RHEUMATOID FACTOR QUANT,113.5,113.5,
783,ROD PIN JURGAN 6,123.5,123.5,
784,ROD REAM BALLTIP 650MM,504,504,
785,ROTAVIRUS ANTIGEN EIA,88,88,
786,RSV AG DIRECT OPTICAL,103.5,103.5,
787,RUBEOLA,94.5,94.5,
788,RUSSELL VIPER VENOM TIME DILUT,170.5,170.5,
789,SCD KNEE MED KENDALL,130.5,130.5,
790,SCISSORS LAP DISP APPLIED MED,275.5,275.5,
791,SEDIMENTATION RATE WESTERGR,44,44,
792,SERPINA1 GENE ANALYSIS COMMON VARIANTS,348,348,
793,SET 11373 PRIMARY IV PUMP,62.5,62.5,
794,SET 11397 SECONDARY PB VENTED,10.5,10.5,
795,SET 11664 BLOOD PUMP Y TYPE,65.5,65.5,
796,SET IRRIGATION TUBE,326.5,326.5,
797,SET MENISCUS ARTHREX,438,438,
798,SET MICROBORE FILTER,21,21,
799,SET PLUM W/FILTER CLAVE,27.5,27.5,
800,SET PRIMARY 1Y CLAVE,17.5,17.5,
801,SET PRIMARY 3Y CLAVE,29,29,
802,SET PRIMARY PLUM CLAVE,28.5,28.5,
803,SHAVER/REAMER 700,937.5,937.5,
804,SHEARS COAGULATING 850,1835.5,1835.5,
805,SHEARS COAGULATING HARMONIC,2579.5,2579.5,
806,SHEATH INTRODUCER 60,290,290,
807,SHEET REPLACEMENT AIR TAP,890.5,890.5,
808,SHELL VIAL W/STAIN,143.5,143.5,
809,SHOE FRACTURE ALL SIZES,282.5,282.5,
810,SICKLING OF RBC REDUCTION,54,54,
811,SIGMOIDOSCOPY,1486.5,1486.5,
812,SIGMOIDOSCOPY W/BIOPSY,1903.5,1903.5,
813,SIGMOIDOSCOPY W/REMOVE BYSNARE,3208.5,3208.5,
814,SKIN GRAFT CARRIER ALL SIZES,213.5,213.5,
815,SLINGSHOT2 0850X,479.5,479.5,
816,SM INTEST ENDO W/BIOPSY,1957,1957,
817,SMEAR AFB/FLUORO STAIN,68,68,
818,SMEAR PRIMARY SOURCE,37.5,37.5,
819,SMOKING CESSATION COUNSEL >10,146.5,146.5,
820,SMOKING CESSATION COUNSEL 3-10,69,69,
821,SODIUM,37.5,37.5,
822,SODIUM URINE,38,38,
823,SPECIAL STAIN GROUP 1,256,256,
824,SPECIAL STAIN GROUP 2,316.5,316.5,
825,SPECIAL STAIN IMMUNOPEROX,1119.5,1119.5,
826,SPECIFIC GRAVITY FLUID,20.5,20.5,
827,SPECIMEN COLLECTION CATH,65.5,65.5,
828,SPECIMEN RETRIEVAL SYSTEM,275.5,275.5,
829,SPECTROPHOTOMETRY ANAL NOS,58,58,
830,SPIROME PFT PRE AND POST BRON,576,576,
831,SPIROMETRY/PFT BASIC,325.5,325.5,
832,SPLINT ANKLE STIRRUP,106,106,
833,SPLINT PLASTER ARM LONG,114.5,114.5,
834,SPLINT PLASTER LEG LONG,213,213,
835,SPLINT PLASTER LEG SHORT,96,96,
836,SPLINT THUMB,164.5,164.5,
837,SPLINT WRIST THUMB OTS,165.5,165.5,
838,ST COGNITIVE TRAINING 15 MIN,91.5,91.5,
839,ST LOUIS ENCEPHALITIS,90,90,
840,ST MOD BARIUM SWALLOW 61-90MIN,304,304,
841,ST SWALLOW EVAL 31-60 MIN,456.5,456.5,
842,ST SWALLOW TREATMENT 0-30 MIN,459,459,
843,ST TREATMENT 31-60 MIN,423,423,
844,STAPH AUREUS METHICILLIN RESIST,268,268,
845,STAPLE RELOAD 175,424,424,
846,STAPLE RELOAD 300,841.5,841.5,
847,STAPLE SPEED 20-25MM BME,4935,4935,
848,STAPLE SPEED 9-13MM BME,3867.5,3867.5,
849,STAPLER CURVED CDH,1788.5,1788.5,
850,STAPLER ENDO LINEAR CUTTER EC45A,1677.5,1677.5,
851,STAPLER INTRALUMINAL CURVD,1428.5,1428.5,
852,STAPLER LINEAR CUTTER 75MM,922.5,922.5,
853,STAPLER RELOAD 75MM ETHICON,608,608,
854,STOCKING IMPERVIOUS ALL SIZES,45.5,45.5,
855,STRAPPING UNNA BOOT,256.5,256.5,
856,STREP GRP A SCREEN IMMUNOAS,169.5,169.5,
857,STRESS TEST CARDIOVASCULAR,1675.5,1675.5,
858,SUPPLIES EMERGENT INTUBATION,440,440,
859,SUPPLIES GENERAL ETT/OPEN HRT,244,244,
860,SUPPLIES GENERAL W/LMA,108.5,108.5,
861,SUPPLIES GENERAL W/REG/SPINAL/EPIDRL,344.5,344.5,
862,SUPPLIES MAC,91,91,
863,SUPPLIES MAC/TIVA W/REG/SPINAL/EPIDRL,163.5,163.5,
864,SUPPLIES PICC JACC/MAXBARRIER,772.5,772.5,
865,SUPPLIES PICC MIDLINE,411,411,
866,SUPPLIES PICC VPS,1132.5,1132.5,
867,SUPPLIES REGIONAL,134,134,
868,SUPPLIES REGIONAL PAIN CONTROL,43,43,
869,SUPPLIES SPINAL,115,115,
870,SUPPLIES TIVA,91,91,
871,SUPPORT ANKLE LACE UP OTS,91,91,
872,SURG PATH DECALCIFICATION,85,85,
873,SURG PATH LEVEL 1 GROSS ONL,164,164,
874,SURG PATH LEVEL 2 GR/MICRO,240,240,
875,SURG PATH LEVEL 3 GR/MICRO,297,297,
876,SURG PATH LEVEL 4 GR/MICRO,371.5,371.5,
877,SURG PATH LEVEL 5 GR/MICRO,1119.5,1119.5,
878,SURG PATH LEVEL 6 GR/MICRO,2353.5,2353.5,
879,SUSEPTIBILITY STUDIES,35,35,
880,SUTURE 100,362.5,362.5,
881,SUTURE 125,326.5,326.5,
882,SUTURE 15,86.5,86.5,
883,SUTURE 2 ARTHREX,159.5,159.5,
884,SUTURE 25,103,103,
885,SUTURE 30,101.5,101.5,
886,SUTURE 40,158,158,
887,SUTURE 50,154.5,154.5,
888,SUTURE 70,278,278,
889,SUTURE ANCHOR ARTHREX,1549,1549,
890,SUTURE LASSO ARTHREX,875,875,
891,SUTURE PASSER,1062.5,1062.5,
892,SUTURE PROLENE,181.5,181.5,
893,SYS ENDOBLADE RELEASE,3580,3580,
894,SYSTEM ADV CEMENT MIXING,1575,1575,
895,SYSTEM AIR TAP,1075,1075,
896,SYSTEM IMPLANT REPAIR DISTAL BICEPS,3612.5,3612.5,
897,SYSTEM VISUALZTN CLEARIFY,217.5,217.5,
898,T3 FREE,152,152,
899,TB TEST ALL MEDIATED IMMUN,452,452,
900,TEMPLATE,481.5,481.5,
901,THEOPHYLLINE,109,109,
902,THIAMINE VITAMIN B1,155.5,155.5,
903,THORACENTESIS ASP INI/SUBS,732.5,732.5,
904,THORACENTESIS W IMAGING GUIDANCE,2263.5,2263.5,
905,THYROID STIMULATING HORMONE,123,123,
906,THYROXINE FREE,138.5,138.5,
907,TIP BENT I/A,91.5,91.5,
908,TIP INSERTER,759,759,
909,TIP KELMEN,433,433,
910,TIP UTERINE MANIPULATR RUMI II,591,591,
911,TOGA AIR FILTRATION SYSTEM 100,157,157,
912,TOGA W/PEEL-AWAY,246,246,
913,TRANSFERRIN,94,94,
914,TRANSFUSE BLOOD/COMPONENT 4 HR,714,714,
915,TRAY BONE MARROW,173,173,
916,TRAY CATH FOLEY ADVNC COMP CARE,77.5,77.5,
917,TRAY CATH FOLEY SILVER,144.5,144.5,
918,TRAY CENT LINE 3L 7FRX15CM,671,671,
919,TRAY CENT LINE 5L 7FRX20CM,671,671,
920,TRAY FOLEY URINEMETER SURESTEP,144.5,144.5,
921,TRAY FOLEY W/STATLOCK SURESTEP,111,111,
922,TRAY LUMBAR PUNCTURE INFANT,102.5,102.5,
923,TRAY ON-Q PAIN MGMT 270ML JJ,1636,1636,
924,TRAY PARACENTESIS,464.5,464.5,
925,TRAY THORA PARA,339,339,
926,TRAY THORACENTESIS,178,178,
927,TRAY TIBIAL UNI HI FLX,4295.5,4295.5,
928,TREPONEMA PALLIDUM AB,97.5,97.5,
929,TRICH VAGINALIS AMP PROBE,246.5,246.5,
930,TRICHOMONAS VAGINALIS DP,143.5,143.5,
931,TRIGLYCERIDE,54,54,
932,TROCAR BALLOON GELPORT,210.5,210.5,
933,TROCAR CHEST TUBE,111.5,111.5,
934,TROCAR NONBLADED 5MM APPLIED,138,138,
935,TROCAR NONBLADED 5X150MM APPLIED,138,138,
936,TROCAR NONBLADED APPLIED MED,216.5,216.5,
937,TROPONIN I,102.5,102.5,
938,TUBING ARTHROSCOPY AR6410,442.5,442.5,
939,TUBING INSUFFLATOR HEATED PNEUMOSURE,297.5,297.5,
940,TUBING INSUFFLATOR HI FLOW,90,90,
941,UA AUTO W/MICRO,116.5,116.5,
942,UNATTENDED SLEEP STUDY TYPE III,562.5,562.5,
943,UPR/LXTR ART STDY 3+ LVLS,809.5,809.5,
944,URIC ACID BLOOD,38,38,
945,URIC ACID URINE,37,37,
946,URINALYSIS WITHOUT MICROSCO,74.5,74.5,
947,URINE CULT BACT COLONY CNT,59.5,59.5,
948,URINE CULT W/PRESUMPT IDISOL,60,60,
949,URINE PREGNANCY TEST,135,135,
950,US ABD PARACENTESIS W GUIDE,1046,1046,
951,US ABDOMEN,1754.5,1754.5,
952,US ABDOMEN LIMITED,1327,1327,
953,US AORTA SCREENING,903,903,
954,US BREAST UNILAT COMPLETE RT,967.5,967.5,
955,US BREAST UNILAT LIMITED RT,737.5,737.5,
956,US CHEST LT,1048,1048,
957,US EXTREMITY NONVASC COMP RT,1229.5,1229.5,
958,US EXTREMITY NONVASC LIMIT LT,737.5,737.5,
959,US GUIDANCE NEEDLE PLACEMEN,554,554,
960,US GUIDANCE VASCULAR ACCESS,169.5,169.5,
961,US PELVIS NON OB,1597,1597,
962,US PELVIS NON OB LIMITED,737.5,737.5,
963,US PREG COMP SIZE/DATE,1229.5,1229.5,
964,US PREG COMP SIZE/DATE EA A,1061,1061,
965,US PREGNANCY DIAGNOSIS TA,1229.5,1229.5,
966,US PREGNANCY FOLLOW UP,737.5,737.5,
967,US PREGNANCY LIMITED,1229.5,1229.5,
968,US PREGNANCY TRANSVAGINAL,1229.5,1229.5,
969,US RENAL COMPLETE,1303.5,1303.5,
970,US RENAL LIMITED,1229.5,1229.5,
971,US SCROTUM,1372.5,1372.5,
972,US SOFT TISSUE HEAD/NECK,1229.5,1229.5,
973,US TRANSVAGINAL,1275,1275,
974,VALPROIC ACID,99.5,99.5,
975,VANCOMYCIN TROUGH,99.5,99.5,
976,VANILLYLMANDELIC ACID 24 HR,108,108,
977,VENIPUNCTURE,41,41,
978,VENTILATOR INITIAL DAILY,1831.5,1831.5,
979,VENTILATOR SUBSEQUENT DAILY,1215,1215,
980,VEST CHEST WALL OSCILLATE,189.5,189.5,
981,VIRUS ISOLATIOIN BY NONIMMUNO,247.5,247.5,
982,VISIT OP ESTAB LEVEL 1,77.5,77.5,
983,VISIT OP ESTAB LEVEL 2,115.5,115.5,
984,VISIT OP ESTAB LEVEL 3,142,142,
985,VISIT OP NEW LEVEL 1,182.5,182.5,
986,VISIT OP NEW LEVEL 2,296.5,296.5,
987,VISIT OP NEW LEVEL 3,326,326,
988,VITAMIN B12,110.5,110.5,
989,VITAMIN D1-25 DIHYDROXY,281,281,
990,VITAMIN D3 25-OH HYDROXY,216.5,216.5,
991,WAFFLE CUSHION,92.5,92.5,
992,WALK BOOT CAM W/EXPERTISE,177,177,
993,WASHER 13MM,135,135,
994,WASHER EXT FIXATOR,199.5,199.5,
995,WASHER SMALL ZIMMER,105,105,
996,WBC COUNT AUTO,25.5,25.5,
997,WBC WITH DIFF AUTO,48,48,
998,WEST NILE VIRUS AB 36597,108,108,
999,WEST NILE VIRUS IGM,123.5,123.5,
1000,WET PREP YEAS TRIC CLUE CEL,99,99,
1001,WIRE 30,210.5,210.5,
1002,WIRE 375,844.5,844.5,
1003,WIRE CERCLAGE 115MM,201.5,201.5,
1004,WIRE K 1.6MM,188.5,188.5,
1005,WIRE K 1.6MM INTEGRA,256,256,
1006,WIRE K TROCAR TIP 150MM SN,240.5,240.5,
1007,WIRE K WRIGHT MEDICAL,188.5,188.5,
1008,WIRE LUGUE LOOP,245.5,245.5,
1009,WIRE OLIVE ORTHOHELIX,188.5,188.5,
1010,XR ABDOMEN AP ONLY (KUB),247.5,247.5,
1011,XR ABDOMEN AP/DECUB OR ERECT,296,296,
1012,XR ABDOMEN AP/DECUB/ERECT/C,806.5,806.5,
1013,XR AC JOINTS BILAT,487.5,487.5,
1014,XR ANKLE 2 VIEWS RT,487.5,487.5,
1015,XR ANKLE COMPLETE 3+ VIEWS RT,520,520,
1016,XR ARTHROCENTESIS MAJOR JOINT,1034,1034,
1017,XR ARTHROGRAM SHOULDER LT,2814.5,2814.5,
1018,XR BONE DENSITY STUDY AXIAL,806.5,806.5,
1019,XR BONE SURVEY COMPLETE,887,887,
1020,XR CALCANEUS 2+ VIEWS LT,487.5,487.5,
1021,XR CHEST 1 VIEW,153,153,
1022,XR CHEST 2 VIEWS,479.5,479.5,
1023,XR CHEST 3 VIEW,610.5,610.5,
1024,XR CHEST W/2 OBLIQUES,627.5,627.5,
