"SVCCD","Description","PRICE1","As of Date"
"1217476","ITRACONAZOL 100MG CP",49.00,"12/20/2018"
"1217479","KETAMINE 200MG/20ML ",87.00,"12/20/2018"
"1217480","KETAMINE 500MG/10ML ",37.00,"12/20/2018"
"1217481","KETOCONAZ 2%SHAM 120",134.50,"12/20/2018"
"1217482","KETOCONAZ 2%CRM 15GM",75.75,"12/20/2018"
"1217486","KETOROLAC 10MG TAB  ",31.00,"12/20/2018"
"1217488","LABETALOL 100MG TAB ",7.40,"12/20/2018"
"1217489","LACTULOSE 20GM/30ML ",7.40,"12/20/2018"
"1217491","LAMIVUDINE 10MG/ML  ",3.00,"12/20/2018"
"1217492","LAMIVUDINE 150MG TAB",36.25,"12/20/2018"
"1217493","LAMOTRIGINE 100MG TB",7.40,"12/20/2018"
"1217498","LATANOPR.005%OS 2.5M",103.00,"12/20/2018"
"1217504","LEVOFLOXACIN 250MGTB",7.40,"12/20/2018"
"1217506","LEVOTHYROXI 25MCG TB",7.40,"12/20/2018"
"1217511","LEVOTHYROX 200MCG IV",1081.25,"12/20/2018"
"1217513","LEVOTHYROXIN 75MCGTB",7.40,"12/20/2018"
"1217514","LEVOTHYROXI 88MCG TB",7.40,"12/20/2018"
"1217515","LIDOCAINE 5% PATCH  ",47.25,"12/20/2018"
"1217516","LIDOCAINE 2% GEL 5ML",35.25,"12/20/2018"
"1217517","LIDOCAINE 50MG/5ML  ",23.00,"12/20/2018"
"1217519","LIDOCAINE 2% GEL10ML",39.75,"12/20/2018"
"1217520","LIDOCAINE 1% 20ML   ",17.75,"12/20/2018"
"1217527","LIDOCAINE-MPF1% 30ML",49.00,"12/20/2018"
"1217529","LIDOCAINE 2% INJ 10M",18.00,"12/20/2018"
"1217530","LISINOPRIL 5MG TAB  ",7.40,"12/20/2018"
"1217531","LIDOCAINE-MPF1% 10ML",31.00,"12/20/2018"
"1217532","LIDOC-MPF 2% INJ 10M",37.00,"12/20/2018"
"1217534","LIDOCAIN 1%/EPI 30ML",20.50,"12/20/2018"
"1217538","LIDO2.5-PRIL2.5CR 5G",60.75,"12/20/2018"
"1217543","LINEZOLID 600MG TAB ",143.00,"12/20/2018"
"1217545","LIOTHYRONINE 5MCG TB",11.75,"12/20/2018"
"1217547","LISINOPRIL 10MG TAB ",7.40,"12/20/2018"
"1217550","LOPERAMIDE 2MG CAP  ",3.60,"12/20/2018"
"1217552","LORATADINE 10MG TAB ",3.60,"12/20/2018"
"1217553","LORAZEPAM 0.5MG TAB ",37.00,"12/20/2018"
"1217554","LORAZEPAM 1MG TAB   ",37.00,"12/20/2018"
"1217555","LOSARTAN 50MG TAB   ",7.40,"12/20/2018"
"1217557","LOTEPRED .5% OS 5ML ",716.75,"12/20/2018"
"1217558","LOXAPINE 25MG CAP   ",8.90,"12/20/2018"
"1217561","MAGNESIUM CITR 300ML",10.50,"12/20/2018"
"1217564","MAGNESIUM OX 400MGTB",7.40,"12/20/2018"
"1217569","DINOPROS 10MG VG INS",1179.50,"12/20/2018"
"1217572","DIPHENH 12.5/5ML 10M",4.50,"12/20/2018"
"1217573","DIPHENHYDRAMI25MG CP",3.60,"12/20/2018"
"1217575","DIPHENO2.5-ATR.025TB",31.00,"12/20/2018"
"1217581","DIVALPROEX 250MGDRTB",7.40,"12/20/2018"
"1217582","DIVALPROEX 125MGDRCP",7.40,"12/20/2018"
"1217583","DIVALPROEX 500MGDRTB",7.40,"12/20/2018"
"1217585","DOCUSATE CA 240MG CP",5.90,"12/20/2018"
"1217588","DOCUSATE NA 100MG CP",7.40,"12/20/2018"
"1217589","DONEPEZIL 5MG TAB   ",7.40,"12/20/2018"
"1217595","DOXEPIN 10MG CAP    ",7.40,"12/20/2018"
"1217596","DOXEPIN 25MG CAP    ",10.50,"12/20/2018"
"1217600","DOXYCYCLINE 100MG IV",140.25,"12/20/2018"
"1217610","ENALAPRILAT1.25MG/ML",11.75,"12/20/2018"
"1217618","RACEPINEPH 2.25% .5M",7.60,"12/20/2018"
"1217619","ERGOCALCI 50000UN CP",7.40,"12/20/2018"
"1217624","ERYTHR OP5MG/GM 1GM ",54.00,"12/20/2018"
"1217626","ERYTHRO 200MG/5 200M",2.90,"12/20/2018"
"1217630","ESCITALOPRAM 10MG TB",31.00,"12/20/2018"
"1217632","ESMOLOL 10MG/ML 10ML",53.50,"12/20/2018"
"1217634","ESTRADIOL 1MG TAB   ",7.40,"12/20/2018"
"1217637","ESTR.625/M-PROG2.5TB",25.75,"12/20/2018"
"1217649","ETOMIDATE 2MG/ML 10M",49.00,"12/20/2018"
"1217650","FAMCICLOVIR 500MG TB",23.50,"12/20/2018"
"1217651","FAMOTIDINE 20MG/2ML ",18.50,"12/20/2018"
"1217652","FAMOTIDINE 20MG TAB ",1.00,"12/20/2018"
"1217655","FLUOXETINE 20MG/5ML ",31.00,"12/20/2018"
"1217659","FLUPHENAZINE 1MG TAB",7.40,"12/20/2018"
"1217660","FLUPHENAZINE 2.5MGTB",7.40,"12/20/2018"
"1217671","FLUVOXAMINE 50MG TAB",7.40,"12/20/2018"
"1217672","FOLIC ACID 1MG TAB  ",1.00,"12/20/2018"
"1217673","FOLIC ACID 50MG/10ML",164.50,"12/20/2018"
"1217675","FOLIC AC/B COMX W/C ",3.60,"12/20/2018"
"1217684","FENTANYL 25MCG/HR PT",38.50,"12/20/2018"
"1217685","FENTANYL 50MCG/HR PT",76.00,"12/20/2018"
"1217686","FENTANYL 75MCG/HR PT",109.50,"12/20/2018"
"1217687","FENTANY 100MCG/HR PT",156.00,"12/20/2018"
"1217689","FERR SULF 300MG/5 UD",7.40,"12/20/2018"
"1217691","FERR SULF 325MG TAB ",3.60,"12/20/2018"
"1217696","FLUCONAZOLE 100MG TB",12.75,"12/20/2018"
"1217697","FLUDROCORTIS .1MG TB",7.40,"12/20/2018"
"1217698","FLUMAZENIL 0.5MG/5ML",43.75,"12/20/2018"
"1217710","MECLIZINE 12.5MG TAB",4.50,"12/20/2018"
"1217711","MEDROXYPROGES 10MGTB",7.40,"12/20/2018"
"1217718","MEPERIDINE 50MG TAB ",31.00,"12/20/2018"
"1217733","ACYCLOVIR 800MG TAB ",7.40,"12/20/2018"
"1217736","AMLODIPINE 2.5MG TAB",7.40,"12/20/2018"
"1217737","AMOXICILLIN 500MG CP",7.40,"12/20/2018"
"1217739","AMPICILLIN 250MG CAP",7.40,"12/20/2018"
"1217741","HYDROCORT 25MG SUPP ",34.50,"12/20/2018"
"1217742","BUT50-APAP325-CF40TB",37.00,"12/20/2018"
"1217743","ARTIFIC TEARS OS15ML",10.50,"12/20/2018"
"1217754","BERACTANT 8ML       ",3458.75,"12/20/2018"
"1217757","BISMUTH SU 262MG CHW",7.40,"12/20/2018"
"1217766","CAPSAICIN.025%CR 60G",27.75,"12/20/2018"
"1217769","CARBID10-LEVO100MGTB",7.40,"12/20/2018"
"1217770","CARBI25-LEVOD250MGTB",7.40,"12/20/2018"
"1217771","CARVEDILO 3.125MG TB",7.40,"12/20/2018"
"1217777","CODEINE 30MG TAB    ",10.50,"12/20/2018"
"1217778","CYPROHEPTADI 2MG/5ML",7.40,"12/20/2018"
"1217780","DICLOXACILL 250MG CP",7.40,"12/20/2018"
"1217783","DINOPROSTONE 20MG SU",7728.50,"12/20/2018"
"1217786","DRONABINOL 2.5MG CAP",31.25,"12/20/2018"
"1217788","EPHEDRINE 50MG INJ  ",37.00,"12/20/2018"
"1217795","FLAVOXATE 100MG TAB ",10.50,"12/20/2018"
"1217796","SOD PHOS ENEMA 135ML",7.40,"12/20/2018"
"1217800","FLUOROMETH 0.1% 5ML ",302.75,"12/20/2018"
"1217801","GLYCOPYRROLATE 1MGTB",7.40,"12/20/2018"
"1217802","GOLYTELY 4L         ",100.25,"12/20/2018"
"1217810","HYDROMORPHONE 2MG TA",37.00,"12/20/2018"
"1217811","HYDROXYCHLOR 200MGTB",7.40,"12/20/2018"
"1217816","LAMOTRIGINE 25MG TAB",7.40,"12/20/2018"
"1217817","LEFLUNOMIDE 20MG    ",7.40,"12/20/2018"
"1217818","LISINOPRIL 20MG TAB ",7.40,"12/20/2018"
"1217819","MEGESTROL 20MG TAB  ",7.40,"12/20/2018"
"1217825","METFORMIN 500MG TAB ",7.40,"12/20/2018"
"1217826","METFORMIN 850MG TAB ",7.40,"12/20/2018"
"1217827","METHYLPHENIDT 5MG TB",37.00,"12/20/2018"
"1217829","METOLAZONE 5MG TAB  ",7.40,"12/20/2018"
"1217830","METOPROLOL 50MG SRTB",7.40,"12/20/2018"
"1217832","MIRTAZAPINE 30MG TAB",7.40,"12/20/2018"
"1217833","MISOPROSTO 100MCG TB",17.00,"12/20/2018"
"1217837","MORPHINE 30MG SR TAB",37.00,"12/20/2018"
"1217839","MUPIROCIN 2%OIN 22GM",60.75,"12/20/2018"
"1217840","NABUMETONE 500MG TAB",7.40,"12/20/2018"
"1217847","NITROGLY. 50MG/250ML",38.50,"12/20/2018"
"1217849","OLANZAPINE 10MG TAB ",7.40,"12/20/2018"
"1217851","OXYCODONE 20MG SR TB",25.50,"12/20/2018"
"1217853","PAROXETINE 10MG TAB ",7.40,"12/20/2018"
"1217854","PAROXETINE 10MG/5ML ",22.50,"12/20/2018"
"1217872","PINDOLOL 5MG TAB    ",7.40,"12/20/2018"
"1217873","PIOGLITAZONE 15MG TB",7.40,"12/20/2018"
"1217875","POT CHLOR 20MEQ POWD",7.40,"12/20/2018"
"1217879","PRIMIDONE 250MG TAB ",7.40,"12/20/2018"
"1217880","PROBENECID 500MG TAB",7.40,"12/20/2018"
"1217882","PROPRANOLOL 20MG TAB",4.20,"12/20/2018"
"1217883","PROPRANOL 60MG SRCP ",14.75,"12/20/2018"
"1217893","RANITIDIN 75MG/5ML  ",19.00,"12/20/2018"
"1217897","ROPINIROLE 1MG TAB  ",7.40,"12/20/2018"
"1217899","SEVELAMER 800MG TAB ",20.50,"12/20/2018"
"1217904","SULFASALAZIN 500MGTB",7.40,"12/20/2018"
"1217905","SUMATRIPTAN 25MG TAB",14.00,"12/20/2018"
"1217909","TERAZOSIN 5MG CAP   ",7.40,"12/20/2018"
"1217910","TERBINAFINE 250MG TB",7.40,"12/20/2018"
"1217911","TERBUTALINE 5MG TAB ",7.60,"12/20/2018"
"1217914","THEOPHYLLI 400MG TAB",7.40,"12/20/2018"
"1217918","TOBRAMYCIN UPTO 80MG",22.25,"12/20/2018"
"1217919","TOBRAMYCI .3% OS 5ML",76.50,"12/20/2018"
"1217920","TOBRA.3%OPH OIN 3.5G",576.00,"12/20/2018"
"1217934","TROLAMINE 10%CR 60GM",54.50,"12/20/2018"
"1217938","VITAMIN E 100IU CAP ",1.00,"12/20/2018"
"1217939","VITAMIN E 400IU CAP ",1.00,"12/20/2018"
"1217940","WARFARIN 2MG TAB    ",7.40,"12/20/2018"
"1217942","PAROXETIN 25MG SR TB",20.00,"12/20/2018"
"1217944","SIMVASTATIN 40MG TAB",7.40,"12/20/2018"
"1217952","LEVOFLOXIN 500MG TAB",18.50,"12/20/2018"
"1217957","EZETIMIBE 10MG TAB  ",33.25,"12/20/2018"
"1217961","CILOSTAZOL 50MG TAB ",7.40,"12/20/2018"
"1217963","MERCAPTOPUR 50MG TB ",13.75,"12/20/2018"
"1217972","METFORMIN 500MG SRTB",7.40,"12/20/2018"
"1217975","METHADONE 10MG TAB  ",37.00,"12/20/2018"
"1217977","METHOCARBAM 750MG TB",7.40,"12/20/2018"
"1217978","METHOCARBAM 500MG TB",7.40,"12/20/2018"
"1217979","METHYLDOPA 250MG TAB",7.40,"12/20/2018"
"1217982","METHYLENE BLUE1%10ML",75.00,"12/20/2018"
"1217983","METHYLERGONOV .2MGTB",96.00,"12/20/2018"
"1217986","METOCLOPRAMID 10MGTB",7.40,"12/20/2018"
"1217988","METOLAZONE 2.5MG TAB",7.40,"12/20/2018"
"1217990","METOPROLOL 50MG TAB ",7.40,"12/20/2018"
"1217991","METOPROLO 1MG/ML 5ML",10.75,"12/20/2018"
"1217992","METRONIDAZOL 250MGTB",7.40,"12/20/2018"
"1217996","MEXILETINE 150MG CAP",7.40,"12/20/2018"
"1217997","MEXILETINE 200MG CAP",7.40,"12/20/2018"
"1218002","MIDODRINE 2.5MG TAB ",7.40,"12/20/2018"
"1218003","MINERAL OIL 30ML    ",7.40,"12/20/2018"
"1218005","MINOXIDIL 2.5MG TAB ",7.40,"12/20/2018"
"1218006","MINOXIDIL 10MG TAB  ",7.40,"12/20/2018"
"1218007","MIRTAZAPINE 15MG TAB",7.40,"12/20/2018"
"1218008","MIRTAZAPINE 15MG ODT",12.75,"12/20/2018"
"1218009","SKIN CREAM 120GM    ",22.25,"12/20/2018"
"1218014","CEFOXITIN 1GM IJ    ",38.50,"12/20/2018"
"1218017","TIZANIDINE 4MG TAB  ",7.40,"12/20/2018"
"1218021","PRAVASTATIN 10MG TAB",7.40,"12/20/2018"
"1218024","LACTASE 9000UN TAB  ",7.40,"12/20/2018"
"1218033","MONTELUKAST 10MG TAB",7.40,"12/20/2018"
"1218034","MONTELUKAST 4MG CHEW",29.75,"12/20/2018"
"1218035","MORPHINE 15MG SR TAB",37.00,"12/20/2018"
"1218037","MORPHINE 15MG TAB   ",37.00,"12/20/2018"
"1218038","MORPHINE 100MG SR TB",30.75,"12/20/2018"
"1218041","PED MVI/C 35MG/ML 1M",4.40,"12/20/2018"
"1218047","MUPIROCIN 2% OIN 1GM",72.25,"12/20/2018"
"1218050","SUL10-NAPRED.2%OS5ML",447.00,"12/20/2018"
"1218052","NADOLOL 20MG TAB    ",18.00,"12/20/2018"
"1218053","NAFCILLIN 2GM SOLR  ",149.50,"12/20/2018"
"1218054","NAFCILLIN 1GM SOLR  ",75.75,"12/20/2018"
"1218056","NALTREXONE 50MG TAB ",19.00,"12/20/2018"
"1218060","NAPROXEN 250MG TAB  ",3.60,"12/20/2018"
"1218061","NAPROXEN 375MG TAB  ",3.60,"12/20/2018"
"1218062","NAPROXEN 500MG TAB  ",5.90,"12/20/2018"
"1218064","NATEGLINIDE 60MG TAB",9.10,"12/20/2018"
"1218068","NEO/POLY/DEX.1%OS 5M",104.75,"12/20/2018"
"1218069","NEO-BAC-POLY OIN 15G",25.00,"12/20/2018"
"1218071","NEOM-POLY-GRAM OS10M",291.25,"12/20/2018"
"1218073","NEO-POLY-HC OTIC10ML",140.00,"12/20/2018"
"1218076","NEOMYCIN 500MG TAB  ",9.50,"12/20/2018"
"1218080","NIACIN 500MG TAB    ",1.00,"12/20/2018"
"1218081","NIACIN 500MG TAB CR ",22.00,"12/20/2018"
"1218082","NICOTINE 7MG/24HR PT",13.75,"12/20/2018"
"1218083","NICOTINE 14MG/24HR P",14.00,"12/20/2018"
"1218084","NICOTINE 21MG/24HR P",14.00,"12/20/2018"
"1218087","NIFEDIP OSM 30MGSRTB",7.40,"12/20/2018"
"1218088","NIFEDIP OSM 90MGSRTB",14.25,"12/20/2018"
"1218089","NIFEDIPINE 10MG CAP ",7.40,"12/20/2018"
"1218090","NIMODIPINE 30MG CAP ",86.75,"12/20/2018"
"1218091","NITROFURANTOIN50MGCP",10.75,"12/20/2018"
"1218096","NITROGLYCE 50MG/10ML",49.50,"12/20/2018"
"1218098","NITROGLYC .2MG/HR PT",7.40,"12/20/2018"
"1218099","NITROGLYCER 0.4MG/HR",7.40,"12/20/2018"
"1218100","NITROGLYC 0.1MG/HR P",7.40,"12/20/2018"
"1218101","NITROGLYC.3MG SL TAB",7.40,"12/20/2018"
"1218102","NITROGLYCE .4MG SLTB",7.40,"12/20/2018"
"1218106","NITROPRUSS 50MG/2ML ",1378.00,"12/20/2018"
"1218107","NOREPINEPH 4MG/4ML  ",30.75,"12/20/2018"
"1218108","NORTRIPTYLINE 10MGCP",7.40,"12/20/2018"
"1218109","NORTRIPTYLIN 25MG CP",7.40,"12/20/2018"
"1218112","NYSTATIN 500000U/5ML",14.75,"12/20/2018"
"1218113","NYSTAT 100KU/G CR15G",93.00,"12/20/2018"
"1218114","NYSTATI TOP PWD 15GM",132.00,"12/20/2018"
"1218116","NYS100K-TRI.1CRM 15G",210.50,"12/20/2018"
"1218118","OFLOXACIN .3%OS 5ML ",109.75,"12/20/2018"
"1218119","OFLOXAC .3%OTIC 5ML ",110.75,"12/20/2018"
"1218120","OLANZAPINE 2.5MG TAB",7.40,"12/20/2018"
"1218126","ORPHENADR UP TO 60MG",100.75,"12/20/2018"
"1218127","OSELTAMIVIR 75MG CAP",66.75,"12/20/2018"
"1218130","OXCARBAZEPI 150MG TB",7.40,"12/20/2018"
"1218131","OXYBUTYNIN 5MG TAB  ",7.40,"12/20/2018"
"1218132","OXYBUTYNIN 5MG SR TB",16.75,"12/20/2018"
"1218133","OXYCODONE 5MG TAB   ",37.00,"12/20/2018"
"1218134","OXYCODONE 10MG TAB  ",37.00,"12/20/2018"
"1218135","OXYCODONE 40MG SR TB",38.50,"12/20/2018"
"1218143","CEFDINIR 300MG CAP  ",26.00,"12/20/2018"
"1218147","PANTOPRAZO 40MG ECTB",7.40,"12/20/2018"
"1218151","PAROXETINE 20MG TAB ",7.40,"12/20/2018"
"1218152","PAROXETIN SR 12.5 TB",19.00,"12/20/2018"
"1218156","POT CL20MEQ MIC CRTB",7.40,"12/20/2018"
"1218160","PEPPERMINT OIL      ",24.75,"12/20/2018"
"1218162","PERPHENAZINE 2MG TAB",7.40,"12/20/2018"
"1218171","PHENYTOIN 50MG CHWTB",7.40,"12/20/2018"
"1218178","PIOGLITAZONE 30MG TB",60.75,"12/20/2018"
"1218184","POLYETH GLY 3350 PKT",11.50,"12/20/2018"
"1218186","POTAS ACE 40MEQ/20ML",10.75,"12/20/2018"
"1218187","POTASS BI 25MEQ EFTB",7.40,"12/20/2018"
"1218190","POTAS CHL 10MEQ CRTB",7.40,"12/20/2018"
"1218194","K PHOS DI 3MM/ML 15M",34.25,"12/20/2018"
"1218201","PRAMIPEXOLE 1MG TAB ",7.40,"12/20/2018"
"1218202","PRAMOXINE 1%FOAM 15G",206.50,"12/20/2018"
"1218204","PRAVASTATIN 20MG TAB",7.40,"12/20/2018"
"1218205","PRAZOSIN 1MG CAP    ",7.40,"12/20/2018"
"1218206","PRAZOSIN 5MG CAP    ",7.40,"12/20/2018"
"1218208","PREDNIS ACE 1%OS 5ML",292.25,"12/20/2018"
"1218211","PRIMIDONE 50MG TAB  ",7.40,"12/20/2018"
"1218215","PROCHLORPER 25MG SUP",58.75,"12/20/2018"
"1218216","PROMETHAZINE 25MG SP",78.25,"12/20/2018"
"1218217","PROMETHAZINE 12.5 SP",78.25,"12/20/2018"
"1218218","PROMETHAZINE 6.25/5M",7.40,"12/20/2018"
"1218219","PROPAFENONE 150MG TB",7.40,"12/20/2018"
"1218225","PROPRANOLOL 1MG/ML  ",50.00,"12/20/2018"
"1218226","PROPRANOLOL 10MG TAB",7.40,"12/20/2018"
"1218227","PROPRANOLOL 40MG TAB",7.40,"12/20/2018"
"1218228","PROPYLTHIOURA 50MGTB",7.40,"12/20/2018"
"1218230","PSEUDOPHED 30MG TAB ",1.00,"12/20/2018"
"1218232","PYRAZINAMIDE 500MGTB",16.00,"12/20/2018"
"1218233","PYRIDOSTIGMI 60MG TB",7.40,"12/20/2018"
"1218234","PYRIDOXINE 50MG TAB ",1.00,"12/20/2018"
"1218235","QUETIAPINE 100MG TAB",7.40,"12/20/2018"
"1218236","QUETIAPINE 25MG TAB ",7.40,"12/20/2018"
"1218244","RALOXIFENE 60MG TAB ",35.75,"12/20/2018"
"1218247","REMIFENTANIL 1MG INJ",217.50,"12/20/2018"
"1218248","REPAGLINIDE 2MG TAB ",22.25,"12/20/2018"
"1218251","RIFAMPIN 300MG CAP  ",7.40,"12/20/2018"
"1218252","RIFAMPIN 600MG SOLR ",899.50,"12/20/2018"
"1218256","RISPERIDONE 1MG TAB ",7.40,"12/20/2018"
"1218257","RIVASTIGMINE 1.5MGCP",22.00,"12/20/2018"
"1218259","ROCURON 10MG/ML 5ML ",23.50,"12/20/2018"
"1218261","ROPINIROLE 0.5MG TAB",7.40,"12/20/2018"
"1218267","SCOPOLAMINE 1.5MG PT",100.25,"12/20/2018"
"1218270","SENNA/DOCUS 8.6-50TB",7.40,"12/20/2018"
"1218272","SERTRALINE 50MG TAB ",7.40,"12/20/2018"
"1218275","SILVER NITRATE APPLI",7.40,"12/20/2018"
"1218278","SILV SULF 1%CRM 50GM",78.25,"12/20/2018"
"1218279","SIMETHICONE 80MG CHW",7.40,"12/20/2018"
"1218280","SIMETH 40MG/.6ML .6M",1.00,"12/20/2018"
"1218282","SIMVASTATIN 5MG TAB ",7.40,"12/20/2018"
"1218283","SIMVASTATIN 10MG TAB",7.40,"12/20/2018"
"1218289","SOD ACET 40MEQ/20ML ",10.50,"12/20/2018"
"1218290","SOD BICARB 8.4% 50ML",10.25,"12/20/2018"
"1218291","SOD BICARB 4% 5ML   ",15.25,"12/20/2018"
"1218295","SOD CLOR 2% 15ML OPT",91.50,"12/20/2018"
"1218298","SOD CHLOR .9% 10ML  ",3.00,"12/20/2018"
"1218299","SOD CHL .9% 3ML NEB ",7.40,"12/20/2018"
"1218309","SOTALOL 80MG TAB    ",7.40,"12/20/2018"
"1218310","SPIRONOLACTON 25MGTB",7.40,"12/20/2018"
"1218313","SUCRALFATE 1GM TAB  ",7.40,"12/20/2018"
"1218314","SUCRALFATE 1000MG/10",31.75,"12/20/2018"
"1218319","SULFA-TMP 800-160 TB",7.40,"12/20/2018"
"1218320","SULFAMETH-TRIME 10ML",58.50,"12/20/2018"
"1218331","FAMOTIDINE 40MG/4ML ",20.00,"12/20/2018"
"1218334","METOCLOP 1MG/ML 10ML",7.40,"12/20/2018"
"1218339","ZINC OX 40% OINT 60G",20.75,"12/20/2018"
"1218341","GI COCKTAIL         ",16.00,"12/20/2018"
"1218373","THYROID 15MG TAB    ",7.40,"12/20/2018"
"1218374","COLESTID 1GM TAB    ",7.40,"12/20/2018"
"1218385","COLCH/PROBENC .5/500",7.40,"12/20/2018"
"1218386","ENALAPRIL 10MG TAB  ",7.40,"12/20/2018"
"1218387","OXCARBAZEPI 300MG TB",7.40,"12/20/2018"
"1218388","TOPIRAMATE 100MG TAB",7.40,"12/20/2018"
"1218389","LITHIUM CA 450MGCRTB",7.40,"12/20/2018"
"1218390","MECLIZINE 25MG TAB  ",5.50,"12/20/2018"
"1218392","ATORVASTATIN 20MG TB",7.40,"12/20/2018"
"1218393","OLANZAPINE 5MG TAB  ",7.40,"12/20/2018"
"1218398","LOSARTAN 25MG TAB   ",7.40,"12/20/2018"
"1218403","IBUPROFEN 800MG TAB ",7.40,"12/20/2018"
"1218405","CHLORPROMAZIN 50MGTB",10.75,"12/20/2018"
"1218408","METHIMAZOLE 5MG TAB ",7.40,"12/20/2018"
"1218409","DIPHENHYDR 50MG CAP ",3.60,"12/20/2018"
"1218415","ISOSORBIDE DI 5MG TB",7.40,"12/20/2018"
"1218416","BUEDSON .5MG/2ML INH",54.75,"12/20/2018"
"1218419","CLONAZEPAM 1MG TAB  ",37.00,"12/20/2018"
"1218420","TORSEMIDE 10MG TAB  ",7.40,"12/20/2018"
"1218423","ZIPRASIDONE 40MG CAP",36.75,"12/20/2018"
"1218424","GUAIFENESIN 100MG/5M",4.50,"12/20/2018"
"1218431","CIPROFLOXAC 250MG TB",7.40,"12/20/2018"
"1218439","SPIRONOLACTO 100MGTB",7.40,"12/20/2018"
"1218441","MISOPROSTO 200MCG TB",7.40,"12/20/2018"
"1218442","METHADONE 5MG TAB   ",37.00,"12/20/2018"
"1218448","BUPIVAC.25%/EPI 50ML",79.75,"12/20/2018"
"1218454","SOD CHLORIDE 1GM TAB",7.40,"12/20/2018"
"1218457","OLANZAPINE 7.5MG TAB",10.50,"12/20/2018"
"1218458","OLANZAPINE 5MG ODT  ",34.25,"12/20/2018"
"1218465","PRAVASTATIN 40MG TAB",7.40,"12/20/2018"
"1218475","ACETAZOLA 500MG SRCP",26.00,"12/20/2018"
"1218481","DEMECLOCYCL 150MG TB",43.75,"12/20/2018"
"1218484","AMILORIDE 5MG TAB   ",7.40,"12/20/2018"
"1218485","LISIN/HCTZ 10/12.5TB",7.40,"12/20/2018"
"1218491","LOSAR/HCTZ 50-12.5TB",7.40,"12/20/2018"
"1218493","LOVASTATIN 20MG TAB ",7.40,"12/20/2018"
"1218500","FAMCICLOVIR 125MG TB",10.75,"12/20/2018"
"1218501","CARVEDILOL 12.5MG TB",7.40,"12/20/2018"
"1218503","ROPINIROLE 0.25MG TB",7.40,"12/20/2018"
"1218509","VENLAFAXINE 25MG TAB",7.40,"12/20/2018"
"1218510","VENLAFAXINE 50MG TAB",7.40,"12/20/2018"
"1218515","PRAMIPEXOLE .125MGTB",7.40,"12/20/2018"
"1218527","EXEMESTANE 25MG TAB ",71.00,"12/20/2018"
"1218541","NEDOCROM NA 2%OS 5ML",631.25,"12/20/2018"
"1218546","CELECOXIB 200MG CAP ",22.00,"12/20/2018"
"1218551","ACARBOSE 50MG TAB   ",7.40,"12/20/2018"
"1218556","NABUMETONE 750MG TAB",7.40,"12/20/2018"
"1218557","AMOX 250MG/5ML 150ML",34.75,"12/20/2018"
"1218559","AMOX125/CLV31.25 75M",418.75,"12/20/2018"
"1218565","MESALAMI ENM 4G/60ML",96.00,"12/20/2018"
"1218576","POV-IODIN 10%OIN 30G",9.40,"12/20/2018"
"1218582","GLIMEPIRIDE 1MG TAB ",7.40,"12/20/2018"
"1218584","TOPIRAMATE 200MG TAB",7.40,"12/20/2018"
"1218585","TOPIRAMAT 25MG SPRCP",21.50,"12/20/2018"
"1218594","FLUCONA 40MG/ML 35ML",216.25,"12/20/2018"
"1218597","SERTRALINE 25MG TAB ",7.40,"12/20/2018"
"1218605","LEUCOVOR CAL 5MG TAB",17.00,"12/20/2018"
"1218611","FUROSEMID 8MG/ML 5ML",7.40,"12/20/2018"
"1218614","MINERAL OIL 10ML    ",58.50,"12/20/2018"
"1218617","WARFARIN 3MG TAB    ",7.50,"12/20/2018"
"1218619","CARB25-LEVO100MGSRTB",7.40,"12/20/2018"
"1218627","MICONAZ SUP/2%CR KIT",41.25,"12/20/2018"
"1218635","METHENAM HIPP 1GM TB",10.75,"12/20/2018"
"1218638","AZITHROMYCN 600MG TB",31.25,"12/20/2018"
"1218639","AZITHROM 40MG/ML 30M",174.25,"12/20/2018"
"1218640","DOFETILIDE .125MG CP",26.50,"12/20/2018"
"1218641","DOFETILIDE .25MG CAP",26.50,"12/20/2018"
"1218642","DOFETILIDE .5MG CAP ",25.00,"12/20/2018"
"1218643","ATORVASTATIN 40MG TB",7.40,"12/20/2018"
"1218652","BENZOY PER10%GL 42.5",25.50,"12/20/2018"
"1218668","DIVALPROE 125MG DRTB",7.40,"12/20/2018"
"1218672","DIVALPROEX 500MGSRTB",20.50,"12/20/2018"
"1218673","DESMOPRESS 0.2MG TAB",21.75,"12/20/2018"
"1218677","CLOZAPINE 25MG TAB  ",7.40,"12/20/2018"
"1218678","CLOZAPINE 100MG TAB ",13.75,"12/20/2018"
"1218680","LETROZOLE 2.5MG TAB ",73.25,"12/20/2018"
"1218684","OXCARBAZE 300MG/5ML ",19.25,"12/20/2018"
"1218688","CARBAMAZE 200MG SRTB",7.40,"12/20/2018"
"1218707","ESTRADIOL 2MG TAB   ",7.40,"12/20/2018"
"1218708","TRAZODONE 150MG TAB ",7.40,"12/20/2018"
"1218725","FLECAINIDE 50MG TAB ",7.40,"12/20/2018"
"1218728","IMIQUIMOD 5% CRM PKT",78.00,"12/20/2018"
"1218730","VERAPAMIL 100MG SRCP",10.50,"12/20/2018"
"1218736","METRONIDAZO 500MG TB",7.40,"12/20/2018"
"1218737","MINOCYCLINE 50MG CAP",5.90,"12/20/2018"
