"Facility","Description","Price"
"Danville Regional","SELLA TURCICA",388
"Danville Regional","XRAY FEMUR 2> VW LT",445
"Danville Regional","XR ABDOMEN 3+ VW",223
"Danville Regional","INJ MYELOGRAM LUMBAR",947
"Danville Regional","B/E AIR CONTR W/HI DENST",980
"Danville Regional","IVP",927
"Danville Regional","ANKLE 2 VIEWS RT",760
"Danville Regional","UPPER GI WITH KUB",957
"Danville Regional","CHOLECYSTOGRAM ORAL CONT",419
"Danville Regional","ESOPHAGRAM",483
"Danville Regional","KNEE 1-2 VIEWS LT",322
"Danville Regional","BONE AGE STUDIES",241
"Danville Regional","XR CHEST 2 VIEWS",471
"Danville Regional","ARTHROGRAM KNEE RT",993
"Danville Regional","CERVICAL SPINE MIN 4 VW",516
"Danville Regional","SACROILIAC JTS MIN 3 VW",477
"Danville Regional","HAND 2 VIEWS LT",373
"Danville Regional","SKULL MIN  4 VIEWS",648
"Danville Regional","FOOT 2 VIEWS RT",366
"Danville Regional","HUMERUS MIN 2 VIEWS RT",432
"Danville Regional","SINUSES MIN 3 VIEWS",611
"Danville Regional","THORACIC SPINE 1 VIEW",340
"Danville Regional","S C JOINTS MIN 4 VIEWS",330
"Danville Regional","SHOULDER 2 VIEWS LT",434
"Danville Regional","RIBS UNILAT PA CHEST LT",656
"Danville Regional","LUMBAR SPINE 1 VIEW",340
"Danville Regional","TIBIA FIBULA 2 VIEWS LT",411
"Danville Regional","CERVICAL SPINE 2-3 VIEWS",516
"Danville Regional","PELVIS 1-2 VIEWS",497
"Danville Regional","RETROGRADE PYELOGRAM",785
"Danville Regional","THORACIC SPINE 2 VIEWS",393
"Danville Regional","CERVICAL SPINE COMPLETE",645
"Danville Regional","THORACIC SPINE 3 VIEWS",433
"Danville Regional","UPPER GI W/O KUB",1321
"Danville Regional","UGI W/AIR & SMALL BOWEL",2063
"Danville Regional","HAND MIN 3 VIEWS LT",369
"Danville Regional","FINGER(S) MIN 2 VIEWS RT",618
"Danville Regional","ELBOWS 2 VIEWS RT",368
"Danville Regional","THORACOLUMBAR 2 VIEWS",290
"Danville Regional","HUMERUS MIN 2 VIEWS LT",432
"Danville Regional","FOREIGN BODY CHILD 1 VW",456
"Danville Regional","HIP 1 VIEW RT",322
"Danville Regional","SCAPULA LT",724
"Danville Regional","SODIUM FLUORIDE NAF",1384
"Danville Regional","FDG F-18\DOSE <=45MCI",1384
"Danville Regional","CT ANGIO UP EXT W/WO LT",2273
"Danville Regional","CT CHEST W/W/O CONTRAST",3358
"Danville Regional","CT MAXILO/SINUS W CONT",1300
"Danville Regional","CT IAC W/WO CONT",1936
"Danville Regional","CT MAXILO/SINUS WWO CONT",1980
"Danville Regional","CT TUBE THORACOSTOMY",2510
"Danville Regional","CT ANGIO LOW EXT W/WO RT",2372
"Danville Regional","CT LOW EXTREM W\ CTR RT",1523
"Danville Regional","CT NECK WITH CONTRAST",3859
"Danville Regional","CT HEAD/BRAIN W/W/O CONT",2553
"Danville Regional","CT ANGIO PELVIS W/WO CON",6326
"Danville Regional","CT ANGIO CHEST W/W/O CON",2472
"Danville Regional","CT LOW EXTREM W/O CTR RT",1350
"Danville Regional","CT LOW EXTREM WWO CTR LT",2151
"Danville Regional","CT PELVIS WITH CONTRAST",2579
"Danville Regional","CT PELVIS W/WO CONTRAST",5273
"Danville Regional","CT CHEST WITH CONTRAST",2817
"Danville Regional","CT UP EXTREM W/WO CST LT",2849
"Danville Regional","CT GUIDANCE STEREOTACTIC",3115
"Danville Regional","CT ABD&PEL WO/W CONTRAST",5089
"Danville Regional","CT MAXILO/SINUS W/O CONT",1633
"Danville Regional","CT ANGIO HEAD W&WO CONT",5762
"Danville Regional","CT ANGIO ABD W&WO CONT",3639
"Danville Regional","CT GUIDED ABSC DRAIN",1559
"Danville Regional","CT NECK W/W/O CONTRAST",4644
"Danville Regional","CT BIO/ASP NEEDLE GUIDED",2467
"Danville Regional","CT T-SPINE W/O CONTRAST",2163
"Danville Regional","CT ORBITS WITH CONTRAST",1238
"Danville Regional","CT ABDOMEN W/O CONT",2039
"Danville Regional","CT ANGIO NECK W&WO CONT",4378
"Danville Regional","CT L-SPINE WITH CONTRAST",4285
"Danville Regional","CT TEMPORAL BONE WWO CTR",2391
"Danville Regional","CT T-SPINE WITH CONTRAST",2566
"Danville Regional","CT PELVIS WO CONTRAST",2242
"Danville Regional","PERC CATH DRN PERIT",4906
"Danville Regional","CT LOW EXTREM W/O CTR LT",1350
"Danville Regional","CT C-SPINE W/O CONTRAST",2237
"Danville Regional","CT SELLA TURCICA WWO CTR",2278
"Danville Regional","CT LOW EXTREM WWO CTR RT",2151
"Danville Regional","CT UP EXTREM W/ CONT LT",1889
"Danville Regional","BIOPSY RENAL",2487
"Danville Regional","CT SINUS LTD WO CORONAL",1633
"Danville Regional","CT L-SPINE W/O CONTRAST",3861
"Danville Regional","CT ORBITS W/WO CONT",2278
"Danville Regional","3D RECONSTRUCT W\PROCESS",947
"Danville Regional","CTA ABD&PEL W CONT",4574
"Danville Regional","CT LOW EXTREM WITH CTR L",1523
"Danville Regional","CT NECK W/O CONTRAST",3408
"Danville Regional","CT UP EXTREM WITH CTR RT",1889
"Danville Regional","CT ANGIO UP EXT W/WO RT",2273
"Danville Regional","CT 3D RECONSTR WO PROCNG",1339
"Danville Regional","CTA HEART",1736
"Danville Regional","CT HEAD/BRAIN WITH CONT",2168
"Danville Regional","CT ABD&PEL WO CONTRAST",3717
"Danville Regional","ISOVUE 370/ML",10
"Danville Regional","CT ABDOMEN W/W/O CONT",5073
"Danville Regional","CT UP EXTREM W/O CONT LT",1670
"Danville Regional","BIOPSY LUNG",254
"Danville Regional","CT HEART W/CONTRAST",864
"Danville Regional","CT ABD&PEL W CONTRAST",4259
"Danville Regional","CT IAC WO CONT",1104
"Danville Regional","BX OF LIVER-NEEDLE",747
"Danville Regional","CT HEART W/O CONTRAST",654
"Danville Regional","CT C-SPINE WITH CONTRAST",3811
"Danville Regional","CT TEMPORAL BONE WO CONT",1364
"Danville Regional","CT UP EXTREM W/O CONT RT",1670
"Danville Regional","CT ORBITS WO CONT",1298
"Danville Regional","CT ABDOMEN WITH CONT",3165
"Danville Regional","CT ANGIO LOW EXT W/WO LT",2017
"Danville Regional","CT LIMITED SCAN",1006
"Danville Regional","CT UP EXTREM W/WO CTR RT",2849
"Danville Regional","CT CHEST W/O CONTRAST",2476
"Danville Regional","CT IAC WITH CONTRAST",1456
"Danville Regional","CT TEMPORAL BONE W/ CNTR",1529
"Danville Regional","CT ANGIO ABD W&WO RUNOFF",3639
"Danville Regional","PERC CATH DRN VISC",3660
"Danville Regional","BIOPSY BREAST INCISIONAL",792
"Danville Regional","BIOPSY NDL CORE BREAST",214
"Danville Regional","SCRN MAMMO CAD BIL",437
"Danville Regional","BX BRS ADD LES STERE",163
"Danville Regional","BREAST SURGICAL SPECIMN",441
"Danville Regional","INJ STEROID CER IMG",1399
"Danville Regional","ANGIO ADRENAL UNILAT RT",2940
"Danville Regional","INJ THRU URETEROSTOMY",2333
"Danville Regional","AORTOGRAM THORACIC SERIA",7152
"Danville Regional","VENOGRAM RENAL UNILAT RT",2940
"Danville Regional","ISOVUE 200\ML",8
"Danville Regional","VENOGRAM RENAL BILATERAL",2940
"Danville Regional","RE/ENDOV TIB/PER ATHR",31671
"Danville Regional","MYELOGRAM INJ THOR",2929
"Danville Regional","ABDOMEN F/PYLORIC STENOS",518
"Danville Regional","VASC EMBOL VENOUS",5460
"Danville Regional","VENACAVAGRAM INFERIOR",2650
"Danville Regional","INTRO CATH DIAL CIRC",3142
"Danville Regional","ANGIO ADRENAL UNILAT LT",2940
"Danville Regional","MYELOGRAM INJ CERV",3536
"Danville Regional","MYELOGRAM INJ LUM",3240
"Danville Regional","PERC PLACE GASTRIC TUBE",2003
"Danville Regional","CATH PLC 1ST ORD UP ART",772
"Danville Regional","INTR CATH AORT TRANSLMBR",963
"Danville Regional","TRLM BAL ANG 1ST VEIN",2280
"Danville Regional","ANGIO PULMONARY BILAT",3153
"Danville Regional","TRANSCATH RETRIEVAL FB",3299
"Danville Regional","ANGIO VISCERAL",4376
"Danville Regional","NDL\CATH EXTREMITY ART",515
"Danville Regional","CATH DRN TRANSVAG",2803
"Danville Regional","VASC EMBOL BLEED",5460
"Danville Regional","MYELOGRAM >2 REGIONS",5148
"Danville Regional","INTRODUCE CATH VENA CAVA",452
"Danville Regional","VASC EMBOL ARTERY",5460
"Danville Regional","PERC REPLACE J TUBE",1103
"Danville Regional","ULTRASOUND CHEST",701
"Danville Regional","ANGIO PULMON UNI SELECT",1047
"Danville Regional","GUIDANCE PERCUT DRAINAGE",1924
"Danville Regional","TRANSCATH REVMOVE FB",4179
"Danville Regional","DISKOGRAPHY CERVICAL",2856
"Danville Regional","CONTRAST INJECT CVCATH",562
"Danville Regional","PLC STNT URET EXIST",4538
"Danville Regional","INJ AORTA",1128
"Danville Regional","SEG/SUBSQ PULMON ARTERY",929
"Danville Regional","INJ VENOGRAM",120
"Danville Regional","ANGIO CAROTID UNILAT LT",5133
"Danville Regional","ANGIO PULMONRY UNILAT RT",2936
"Danville Regional","PERC DIAL CIRC",2545
"Danville Regional","CHOLECYSTSTOSTOMY PERCUT",4376
"Danville Regional","PLC NEPHRO CATH",1364
"Danville Regional","ANGIO PULMONARY VENOUS",2940
"Danville Regional","PLC NEPH CATH PERC",264
"Danville Regional","RE/ENDOV TIBPER ATHR",31671
"Danville Regional","CHEST TUBE PLACEMENT",2635
"Danville Regional","POST OP BILIARY CALC",727
"Danville Regional","CATH PLC 2ND ORD VENOUS",552
"Danville Regional","INJ/VISUAL ILEAL/URETER",2333
"Danville Regional","ANGIO CATHETER FOLLOW-UP",1134
"Danville Regional","AORTOGRAM ABD W/RUNOFF",3118
"Danville Regional","VENOUS CATH ORGAN BLOOD",89
"Danville Regional","CHEMICAL PLEURODESIS",1271
"Danville Regional","CATH PLC 3ND ORD UP ART",1682
"Danville Regional","TRLM BAL ANG 1ST ART",2399
"Danville Regional","CATH PLC 2ND ORD UP ART",1415
"Danville Regional","ANGIO SELECTIVE ADD VESS",2940
"Danville Regional","INTRO CATH RT HEART PULM",557
"Danville Regional","CATH PLC PULMON ART BIL",780
"Danville Regional","ANGIO ADRENAL BILATERAL",3952
"Danville Regional","INJ MYELOGRAM LUMBAR",717
"Danville Regional","VENACAVAGRAM SUPERIOR",2650
"Danville Regional","THROMBECTOMY ART\VENOUS",2463
"Danville Regional","VENOGRAM RENAL UNILAT LT",2940
"Danville Regional","VENOUS SAMPLNG WWO ANGIO",3259
"Danville Regional","INJ STEROID LUMB IMG",1399
"Danville Regional","ANGIO PULMONRY UNILAT LT",2936
"Danville Regional","ANESTHESIA SUBSQ 15 MIN",540
"Danville Regional","ANESTHESIA INITIAL 30",1079
"Danville Regional","CT LOW EXTREM W/WO RT",1515
"Danville Regional","CT LOW EXTREM W/ CST LT",1260
"Danville Regional","CT LOW EXTRM W/WO CST LT",1515
"Danville Regional","CT ANGIO LOW EXT W\WO LT",2260
"Danville Regional","CT LOW EXTREM W/ CTR RT",1260
"Danville Regional","APPLICATION ONBODY",88
"Danville Regional","IV HYDRATION 1ST HR",628
"Danville Regional","STRAP UNNA BOOT RT",3752
"Danville Regional","STRAP UNNA BOOT LT",3752
"Danville Regional","BLOOD DRAW FROM PICC",27
"Danville Regional","IV PUSH INITIAL DRUG",596
"Danville Regional","CHEMO SQ\IM HORMONAL",482
"Danville Regional","CHEMO INFUSE >8HRS PUMP",2504
"Danville Regional","INFUSION THERAP\DIAG 1ST",720
"Danville Regional","CHEMOTHERAPY INFUSION",2329
"Danville Regional","PNEUMONIA VACCINE ADMIN.",55
"Danville Regional","ADDL IV PUSH SAME DRUG",236
"Danville Regional","CHEMOTHERAPY IV PUSH",1649
"Danville Regional","CHEMO EA ADD HOUR 1-8",529
"Danville Regional","CHEMO PUSH ADDL DRUG",958
"Danville Regional","PORT FLUSH ONLY",261
"Danville Regional","BONE MARROW BX&ASP",3023
"Danville Regional","IM/SQ INJECTION",176
"Danville Regional","INFUSION CONCURRENT",99
"Danville Regional","ADMIN INFLUENZA VACCINE",113
"Danville Regional","IMPLANT REFILL BY MD",216
"Danville Regional","SKIN TB-PPD",137
"Danville Regional","IMMUNIZATION INJECTION",120
"Danville Regional","VENIPUNCTURE",32
"Danville Regional","INFUSION SEQUENTIAL",394
"Danville Regional","CHEMOTHERAPY SQ/IM",696
"Danville Regional","IV PUSH NEW DRUG",250
"Danville Regional","REPLACE PICC CATH",3549
"Danville Regional","BONE MARROW ASPIRATION",1165
"Danville Regional","STRAP UNNA BOOT BIL",4561
"Danville Regional","INFUSION THERAP\DIAG ADD",240
"Danville Regional","COLLECT BLOOD VAD",261
"Danville Regional","DECLOT VAD",734
"Danville Regional","IV HYDRATION ADDL HR",189
"Danville Regional","CHEMO INFUSE ADDL DRUG",1138
"Danville Regional","MRI LOW EX NON-JT WWO CT",4023
"Danville Regional","GUIDEWIRE G06",2962
"Danville Regional","DRAPE PERI/GYN",59
"Danville Regional","COIL EMBOLIZATION",1173
"Danville Regional","PACK COLD/HEAT",61
"Danville Regional","SHEAR/COAG HARMONIC",2062
"Danville Regional","TRAY LAMINECTOMY",892
"Danville Regional","DSG COBAN 6 STR",30
"Danville Regional","CURRETTE EAR ADULT",20
"Danville Regional","SYRINGE CONTROL",20
"Danville Regional","STENT SINUS",7353
"Danville Regional","HEMOSTAT BIOSEAL CVC",423
"Danville Regional","BOOT UNA",71
"Danville Regional","MORCELLATOR",6909
"Danville Regional","CATH BLLN G03",1853
"Danville Regional","CLIP ENDO BLEEDER",1814
"Danville Regional","CATH SILVERHAWK PERI",6589
"Danville Regional","LOOP VESSEL MAXI",20
"Danville Regional","ENDO STABILITY THREA",187
"Danville Regional","HYDRATOME SPHYNCTER",3851
"Danville Regional","DSG NASAL",1356
"Danville Regional","FILTER LASER SMOKE E",400
"Danville Regional","PUMP BREAST MANU DIS",246
"Danville Regional","BANDAGE/DSG G15",429
"Danville Regional","ELECT WIRE LLETZ",239
"Danville Regional","STRAP TRACH TIE FOAM",15
"Danville Regional","GRADUATE",20
"Danville Regional","BIOSPY PUNCH DISP",21
"Danville Regional","ELECTRODE PEDI",20
"Danville Regional","SUTURE G07",201
"Danville Regional","PAD DEFIB SPECIAL",997
"Danville Regional","DSG VAC SM",389
"Danville Regional","DRILL GUIDE",2098
"Danville Regional","INTRODUCER PERCUT",730
"Danville Regional","GUIDE SAFETY",4936
"Danville Regional","DRAPE C-ARM",20
"Danville Regional","FILTER BLOOD TRANSFUSION",85
"Danville Regional","KIT MIDSTREAM CATCH",20
"Danville Regional","BRACHY STAR APPLIC 91720",438
"Danville Regional","BANDAGE/DSG G16",458
"Danville Regional","CATH BLLN G05",2962
"Danville Regional","STENT ENT LACRIMAL D",1216
"Danville Regional","DRAPE IOBAN MED",73
"Danville Regional","HOOK HARMONIC",1577
"Danville Regional","KIT TRANSDUCER SINGLE",252
"Danville Regional","PIN SKULL G07",276
"Danville Regional","BURR/BLAD/BITSG35",7389
"Danville Regional","TUBE ET HOLDER",106
"Danville Regional","CATH BARTHOLIN",323
"Danville Regional","REAMER G07",3456
"Danville Regional","CATH CHOLANGIOGRAM",1300
"Danville Regional","TRAY EP/PACEMAKER",450
"Danville Regional","MARKER SKIN",68
"Danville Regional","DRAIN SUMP PUMP AN42",162
"Danville Regional","STOCKINETTE IMPERVIO",41
"Danville Regional","SUTURE G13",372
"Danville Regional","SHEAR HARMONIC 5MM",4936
"Danville Regional","SURGICAL ADHESIVE",1073
"Danville Regional","LENS MORGAN EYE",378
"Danville Regional","ELECTRODE COAGULATOR",112
"Danville Regional","CORD ACTIVE THERMO",269
"Danville Regional","BLANKET UNDERBODY",339
"Danville Regional","BANDAGE/DSG G01",29
"Danville Regional","SEALER BIPOLAR",4794
"Danville Regional","NDL WHITACRE",79
"Danville Regional","CATH UTERINE",310
"Danville Regional","RETRACTOR FISH",4936
"Danville Regional","ELECTRODE EKG TAB",20
"Danville Regional","BURR/BLADE/BITS G20",4936
"Danville Regional","HEART NET",1001
"Danville Regional","SUTURE G17",487
"Danville Regional","KYPHOPAK EXPANDER",968
"Danville Regional","MONITOR CVP",224
"Danville Regional","RESTRAINT HAND MITT",259
"Danville Regional","STAPLER CONTOUR",3295
"Danville Regional","CUSHION PRONE VW LG",358
"Danville Regional","BANDAGE/DSG G04",115
"Danville Regional","GUIDEWIRE G09",4701
"Danville Regional","NDL NURSTMR KIT",644
"Danville Regional","CATH SWAN GANZ DBL L",1039
"Danville Regional","TUBING SECONDARY",20
"Danville Regional","STENT J DOUBLE",1001
"Danville Regional","STENT URETHERAL",500
"Danville Regional","CATH TRANSLMN DRG CT",7389
"Danville Regional","SYSTEM FECAL MGMT",1312
"Danville Regional","DSG ADAPTIC 3 X 16",5
"Danville Regional","PROBE COVER CLEAR",251
"Danville Regional","BAG RESUSCITATOR G01",358
"Danville Regional","BASKET STONE EXTRACT",1910
"Danville Regional","SUCT VARIFLOW",801
"Danville Regional","DRAPE CHEST BREAST",68
"Danville Regional","PIN GUIDE G02",715
"Danville Regional","PACK JOINT TOTAL",522
"Danville Regional","SUTURE G42",2218
"Danville Regional","DEVICE THYROPLASTY MEASU",1430
"Danville Regional","CATH THROMB EMBO G15",10220
"Danville Regional","VERT CMNT DLV SYS G09",4936
"Danville Regional","DSG DUODERM SGNL 4 X 4",21
"Danville Regional","ENDO KNOT PUSHER",1544
"Danville Regional","SLEEVE STERILE",182
"Danville Regional","SUPPORT MAMMARY",719
"Danville Regional","TUBING ARTHREX",873
"Danville Regional","PLEDGETT",48
"Danville Regional","SHIELD LIGHT EYE",20
"Danville Regional","LINE PRESSURE MONITOR",715
"Danville Regional","DILATOR RENAL",2372
"Danville Regional","NDL NORIAN 8GX10",360
"Danville Regional","GUIDEWIRE G10",5173
"Danville Regional","SET IR TUBE/CORD BIP",843
"Danville Regional","SUCT CURRETTAGE",158
"Danville Regional","CATH DRAINAGE G01",715
"Danville Regional","CATH FEM ART",735
"Danville Regional","LITHOTRIP SURGICAL",2021
"Danville Regional","CATH SWAN GANZ THERM",1221
"Danville Regional","CLAMP MUSCLE BIOPSY",84
"Danville Regional","TUBE RECTAL",231
"Danville Regional","CATH URETERAL CONE",106
"Danville Regional","SET DRAINAGE POUCH",129
"Danville Regional","CATH ARTERY RADIAL",157
"Danville Regional","FILTER BLOOD PEDS",5
"Danville Regional","GUIDE IOL INSERT",241
"Danville Regional","CATH SWAN GANZ",2337
"Danville Regional","LIMHOLDER",1073
"Danville Regional","STYLET EPIDURAL",1035
"Danville Regional","ENDO RETRACTOR G11",4936
"Danville Regional","BRUSH CYTO",1325
"Danville Regional","CATHETER GUIDING GO5",2962
"Danville Regional","PAD DECUBICARE 30X60",77
"Danville Regional","FORCEP DISP G01",358
"Danville Regional","BANDAGE/DSG G02",58
"Danville Regional","DEVICE LOCKING",129
"Danville Regional","PIN GUIDE G13",2353
"Danville Regional","BRIEF MESH STRETCH",20
"Danville Regional","GOWN WARMING HYPO",241
"Danville Regional","APPLICATOR DYPLO",124
"Danville Regional","PIN GUIDE G03",1073
"Danville Regional","SPONGE TONSIL MD",20
"Danville Regional","PACKING SINUS KENNED",525
"Danville Regional","PACK STANDARD",2253
"Danville Regional","BAG BILE",108
"Danville Regional","SUT RETRIEVER",1789
"Danville Regional","STYL ENDOV CLOSRFS6F",4936
"Danville Regional","SOLN NACL .9% 1L",42
"Danville Regional","PIN GUIDE G01",358
"Danville Regional","DRAIN PENROSE",20
"Danville Regional","SPEC SIGMOIDSCOPE",21
"Danville Regional","CHEST TUBES",122
"Danville Regional","CATH BLLN G09",2331
"Danville Regional","SNARE",2089
"Danville Regional","BURR/BLADE/BITS G05",1544
"Danville Regional","ENDO STITCH DLU",964
"Danville Regional","SOLN NACL IRRI 3000M",141
"Danville Regional","PAD DEFIB",41
"Danville Regional","SPECIPAN",20
"Danville Regional","PACK OB",68
"Danville Regional","VALVE BIOPSY",86
"Danville Regional","SUTURE G03",86
"Danville Regional","PROFORE",89
"Danville Regional","PROTECTOR EYE",5
"Danville Regional","NDL WANG",694
"Danville Regional","TENDON BUTTON",3456
"Danville Regional","RESERVOIR CARDIOTOMY",552
"Danville Regional","OST WAFER",20
"Danville Regional","STPL PROTACK",4701
"Danville Regional","ELECTRODE FETAL SPIR",38
"Danville Regional","DRAPE INCISION",214
"Danville Regional","BANDAGE/DSG G11",315
"Danville Regional","GUIDE MAMMOTOME",163
"Danville Regional","SUTURE G10",286
"Danville Regional","DSG COBAN 2 STR",9
"Danville Regional","CONTAINER EMPTY 1000ML",58
"Danville Regional","CIRCUIT ANES BREATH",82
"Danville Regional","BASKET SOFT WIRE",2518
"Danville Regional","CATH DRAINAGE G07",4936
"Danville Regional","KIT NASAL TAMPON",187
"Danville Regional","INTERCEED",2471
"Danville Regional","DIAPER PREMIE/PK",20
"Danville Regional","SUTURE G06",172
"Danville Regional","TUBE MYOSURE INFLOW",1388
"Danville Regional","PACK MAJOR",90
"Danville Regional","NDL SPINAL PLASTIC HUB",35
"Danville Regional","GLOVE SURG LATEX FREE",24
"Danville Regional","PIN GUIDE G10",2471
"Danville Regional","POSITIONER HEAD",285
"Danville Regional","SYRINGE TOOMEY",20
"Danville Regional","BANDAGE/DSG G20",572
"Danville Regional","SHOE CAST",77
"Danville Regional","STPL RELOAD",1909
"Danville Regional","VALVE PERFUSION",189
"Danville Regional","REAMER G06",2134
"Danville Regional","HEMOSTASIS BONE",509
"Danville Regional","ENDO SHEAR COAG",793
"Danville Regional","TUBE NASAL RAE",57
"Danville Regional","SYRINGE ASEPTO",63
"Danville Regional","CLAMP BULL DOG",252
"Danville Regional","SPLINT FROG",20
"Danville Regional","ENDO KITNER",199
"Danville Regional","BURR/BLADE/BITS G33",6651
"Danville Regional","TRAP SUCTION POLP",101
"Danville Regional","WIRE FILTER EX",7389
"Danville Regional","ELECTRODE KNIFE",48
"Danville Regional","TIP TURBO SONIC",738
"Danville Regional","SYRINGE CEMENT BONE",1430
"Danville Regional","FILTER SHUNT INLINE",223
"Danville Regional","PACK BURN DISP",166
"Danville Regional","SHEATH ACCESS",3513
"Danville Regional","BURR/BLADE/BITS G11",2715
"Danville Regional","PROBE ESOPHO/RECTAL",20
"Danville Regional","SHEATH VERASCOPE",1150
"Danville Regional","SEAL BIOPSY PORT",94
"Danville Regional","INJECTOR CONTRAST G01",358
"Danville Regional","GRASPER SUTURE",3239
"Danville Regional","ENDO RETRACTOR G06",2962
"Danville Regional","SET AD INSERTION",119
"Danville Regional","INTR/SH NOCARD NOLAS G10",4434
"Danville Regional","VALVE IRRIG ENDO",42
"Danville Regional","TIP VACURETTE CVD",53
"Danville Regional","ADAPTER IV",20
"Danville Regional","VERTBROPLSTY CMNT DL G10",5173
"Danville Regional","PASSER SUT SHUTTLE",201
"Danville Regional","CHLORAPREP W/APPLCTR",20
"Danville Regional","IMP HRT VALVE G01",8176
"Danville Regional","BAG BREATHING ANES",20
"Danville Regional","SYSTEM IRRIG/ASPIRAT",100
"Danville Regional","FORCEP DISP G06",2962
"Danville Regional","TUNNELER LEAD",1287
"Danville Regional","PROBE COVER STERILE",73
"Danville Regional","CAP MINI DIALYSIS PO",42
"Danville Regional","GUIDEWIRE G01",358
"Danville Regional","SPLINT NASAL KENNEDY",163
"Danville Regional","SHEATH PINNACLE",78
"Danville Regional","CATH INTRASPINAL",7353
"Danville Regional","DRAPE MAYO",20
"Danville Regional","HEMOST SURGICEL 2 X 14",789
"Danville Regional","ELECTRODE LOOP CUTTI",4907
"Danville Regional","RETREIVE BN GRFT DSP",726
"Danville Regional","PERCLOSE SNARED KNOT",2033
"Danville Regional","AIRWAY ORAL",20
"Danville Regional","TUBE INSUFFLATION",74
"Danville Regional","DRAIN BLAKE",203
"Danville Regional","WIRE ERCP ZEBRA",1430
"Danville Regional","TUBING PRIMARY",44
"Danville Regional","CATH DRAINAGE G02",1430
"Danville Regional","NDL SPINAL QUINKE",62
"Danville Regional","CLAMP CORD UMB",20
"Danville Regional","BITE BLOCK",20
"Danville Regional","CATH BLLN G12",7389
"Danville Regional","TUBE FEEDING DOBHOFF",75
"Danville Regional","K-WIRE G02",715
"Danville Regional","RETRACTOR WOUND ALXS",2409
"Danville Regional","HANDLE PISTOL GRIP",465
"Danville Regional","SHEATH URETERAL",1025
"Danville Regional","GLUE VASCULAR",5801
"Danville Regional","DRAWSHEET DISP",468
"Danville Regional","CATH RE-ENTRY G06",8974
"Danville Regional","TAMPONADE BLLN CATH",757
"Danville Regional","SNARE POLYPECTOMY DI",215
"Danville Regional","BANDAGE/DSG G23",867
"Danville Regional","TIP FAN SPRAY",168
"Danville Regional","SOLN PHYSIO IR 1L BT",23
"Danville Regional","STPL LINEAR DLU",639
"Danville Regional","NDL SMART",289
"Danville Regional","HOLDER INSTRUMENT",20
"Danville Regional","KIT MEDTRONIC DRUG REFIL",501
"Danville Regional","PROBE VASCULAR",1082
"Danville Regional","TIP VASC GLUE APPL",1433
"Danville Regional","DRAPE UNIVERSAL",146
"Danville Regional","DIAPER BABY MED/PK",20
"Danville Regional","SUTURE G14",429
"Danville Regional","SUCT EVAC TIP",246
"Danville Regional","CATH FEMALE QUICK",93
"Danville Regional","PROBE BICAP HEMOS",1894
"Danville Regional","CATH PIGTAIL DIGIFLX",1287
"Danville Regional","GOWN SURG XXLRG",65
"Danville Regional","TUNNELER DISP",295
"Danville Regional","ENDO POUCH",722
"Danville Regional","BANDAGE/DSG G03",86
"Danville Regional","CATH SUPRAPUBIC G02",715
"Danville Regional","BITE STICK",52
"Danville Regional","CABLE PACING TEST",201
"Danville Regional","STOCK ANTI-EM THIGH",74
"Danville Regional","TRAY TRIPLE LUM CVP",1430
"Danville Regional","GLOVE SURG RAD RESIS",625
"Danville Regional","PAD DUO THERM MED",54
"Danville Regional","STENT ERCP",1416
"Danville Regional","CATH FOGARTY EMBO",437
"Danville Regional","GLOVE SURG PROTEGRIT",20
"Danville Regional","SOLN NS 0.9% 1500ML",14
"Danville Regional","DSG COBAN 4 STR",19
"Danville Regional","NDL TOUHY",49
"Danville Regional","SHEAR HARMONIC 10MM",4936
"Danville Regional","RETRACTOR STAY",673
"Danville Regional","DRAPE TUR",122
"Danville Regional","CLOTH ANTI-FOG",34
"Danville Regional","PT PROGRAMMER NEUROSTIM",19363
"Danville Regional","KEY FLOWMETER",1878
"Danville Regional","CABLE EP/EXT",79
"Danville Regional","OSTEO INTRODUCER G12",5515
"Danville Regional","TRAY SPINAL",174
"Danville Regional","NDL SPINAL SINGLE",20
"Danville Regional","ENDO RETRACTOR G10",3582
"Danville Regional","COIL EMBOL SS",348
"Danville Regional","EVACUATOR JP BULB",53
"Danville Regional","GUIDEWIRE G05",2471
"Danville Regional","SUTURE G49",3258
"Danville Regional","SUCTION POOLE",28
"Danville Regional","KIT PRESSURE MONITOR",1430
"Danville Regional","STOCKINETTE STERILE",21
"Danville Regional","VERT CMN DLV SYS G17",10846
"Danville Regional","DSG NASOSTAT",1544
"Danville Regional","CUFF TOURNIQUET STR",474
"Danville Regional","STPL ENDO DLU",543
"Danville Regional","PT NURSTM REMOTE",7389
"Danville Regional","PACK MICRO",2214
"Danville Regional","KIT MEDTRONIC CONNECTOR",1853
"Danville Regional","PASSER SUTURE G01",1977
"Danville Regional","CATH SUPRAPUBIC G03",1073
"Danville Regional","HEMOSTAT GEL FOAM PW",819
"Danville Regional","CATH BLLN G10",5631
"Danville Regional","KNIFE GRAFT",502
"Danville Regional","CANNULA EYE",55
"Danville Regional","BATH SITZ DISP",24
"Danville Regional","DUOVISC",847
"Danville Regional","GUIDEWIRE G02",715
"Danville Regional","CREAM SKIN",58
