"Item","Description","2019 PRICE"
27201475,"HC Needle Sclerotherapy 25G 2.3M",85.47732
27201476,"HC Polyloop",190.7137
27201477,"HC Ligator Super 7 Band",396.348575
27201478,"HC Probe Gold 10 French",441.197
27201479,"HC Trapezoid Stone 1087",734.0171
27201480,"HC Trapezoid Stone 1088",734.0171
27201481,"HC Trapezoid Stone 1089",734.0171
27201482,"HC SNARE SMALL OVAL 13MM",38.3182
27201483,"HC SNARE XS OVAL 11MM",37.2145
27201484,"HC SNARE LARGE OVAL 30MM",38.3182
27201485,"HC Syringe Gun Alliance",85.85088
27201486,"HC Brush Cytology Combocath",296.2444
27201488,"HC Cannula RX Pre-CVD Taper Tip",191.025
27201489,"HC Extractor Probe 9-12MM",410.35
27201490,"HC Extractor Probe 12-15MM",410.35
27201491,"HC Extractor Probe 15-18MM",410.35
27201492,"HC DRESSING PICO 4X12",638.5329
27201493,"HC DRESSING PICO 4X16",638.5329
27201494,"HC DRESSING PICO 6X12",638.5329
27201495,"HC DRESSING PICO 8X8",638.5329
27201496,"HC DRESSING ACTICOAT 8X16",120.364428
27201497,"HC PAD WOUND DRAIN SENSATRAC KCI",48.45809
27201498,"HC DRESSING AQUACEL EXTRA 4X5",8.7637176
27201499,"HC KIT DRSN GRANUFOAM SM",94.17391
27201500,"HC KIT DRSN GRANUFOAM MD",118.7468
27201501,"HC KIT DRSN GRANUFOAM STD LG",136.49939
27201502,"HC DEVICE WOUND CROWN FISTULA",186.78
27201503,"HC CAPSULE BRAVO PH",636.75
27201504,"HC DRESSING ENDOFORM FEN 2X2",29.55
27201505,"HC BRUSH CYTOLOGY",45.28
27201506,"HC NEEDLE INJECTION 25GA SCLEROTHERAPY",64.5475833333333
27201507,"HC CAPSULE ENDO PILLCAM SB3",1361.23
27201508,"HC CATH ESOPHAGEAL MOTILITY",169.8
27201510,"HC SNARE 10MM SML",24.621
27201511,"HC SNARE 15MM MED",29.72
27201512,"HC SNARE 20MM",57.92444
27201513,"HC SNARE 25MM LG",24.62949
27201514,"HC DEVICE SPEC GRASP TALON",404.69
27201515,"HC NET SPECIMEN RETRVL PLATINUM",254.7
27201516,"HC SNARE ENDO EXACTO COLD",42.45
27201517,"HC SNARE ENDO LARIAT OVAL",48.11
27201518,"HC OVERTUBE GUARDUS ESOPH 25CM",476.383333333333
27201519,"HC PROBE APC W/FILTER 2.3MM",605.4785
27201520,"HC PROBE ESURG FIAPC 220CM 2.3MM",615.525
27201521,"HC FORCEP PULM RDL JW 4",70.75
27201522,"HC FORCEP PULM RDL JW 4 LG",73.58
27201523,"HC FORCEP RADIAL JAW 4 JUMBO",90.12701
27201524,"HC BRUSH CYTOLOGY CELLEBRITY 1.9MM",41.64062
27201525,"HC SNARE STANDARD OVAL",28.3
27201527,"HC TUBE GASTROSTOMY RPLCMENT 16FR",212.25
27201528,"HC TUBE GASTROSTOMY RPLCMENT 18FR",251.87
27201529,"HC TUBE GASTROSTOMY RPLCMENT 20FR",251.87
27201530,"HC TUBE GASTROSTOMY RPLCMENT 22FR",181.12
27201531,"HC TUBE GASTROSTOMY RPLCMENT 24FR",181.12
27201532,"HC BALLOON ENDOBRONCHIAL 9FR",502.608
27201534,"HC CANNULA NASAL 7FT HIGH FLOW",76.75
27201535,"HC WAFER CERAPLUS CONVEX 1 3/4",4.22
27201536,"HC WAFER CERAPLUS CONVEX 2 1/4",4.22
27201537,"HC WAFER CERAPLUS CONVEX 2 3/4",4.22
27201538,"HC WAFER CERAPLUS FLAT 1 3/4",2.55
27201539,"HC WAFER CERAPLUS FLAT 2 1/4",2.55
27201540,"HC CATH FEMALE EXTERNAL PUREWICK",18.395
27201541,"HC NEEDLE INJECTION CARR-LOCKE 25",99.05
27201543,"HC CAPNOLINE NASAL SMART PLUS",38.576296
27201544,"HC PROBE GOLD INJECTION 7FR",642.127
27201545,"HC FORCEP BIOPSY RADIAL JAW HOT",49.0884725
27201546,"HC TUBE GASTRO RPLCMNT 24F STRT",78.3344
27201547,"HC TUBE GASTRO RPLCMNT 20F STRT",78.3344
27201551,"HC KIT COLON LUBE BRUSH BUTTONS",43.582
27201561,"HC CATH FOLEY 20FR 5CC 3W SILVER",35.617248
27201562,"HC CATH FOLEY 20FR 5CC 2W SILVER",47.4799005
27201563,"HC CATH FOLEY 20FR 30CC 3W",23.2859475
27201564,"HC CATH FOLEY 20F30CC 3W SILVER",34.1234325
27201565,"HC CATH FOLEY 28FR 5CC 2W HYDRO",20.679093
27201566,"HC DRESSING PRISMA MATRIX 4.75""",26.63
27201567,"HC SET EXT LIFE PD TRANSFER",186.162116666667
27201568,"HC SLEEVE VASO CALF BARIATRIC GRIN",38.71
27201569,"HC SLEEVE VASO PRS FT GARMENT LG",41
27201570,"HC VASO PRS FOOT GARMENT",46.86
27201571,"HC DRESSING  AQUACEL FOAM 8X5.5IN",25.39
27201572,"HC DRESSING AQUACEL AG XTR 2X2 IN",13.73
27201574,"HC DRESSING AQUACEL EXTRA 6X6 IN ",20.15
27201575,"HC TRAY CATHERIZATION W/O CATH 2L",12.45
27201576,"HC KITT INTRODUCER IMPELLA 13CM",1981
27201577,"HC KIT INTRODUCER IMPLELLA 25 CM",1981
27201578,"HC CATH FOLEY 18FR 522 2W HYDRO",20.69
27201579,"HC CATH FOLEY 18 FR 522 3W SILVER",35.63
27201580,"HC CATH FOLOEY 18FR 5CC 3W LATEX",23.15
27201581,"HC CATH FOLEY 20FR 30CC 2W SILICON",6.65
27201582,"HC TRAY FOLEY 18 UROMETER",48.9
27201587,"HC HEMOSTAT ENDO HEMOSPRAY 7FR",3223
27201588,"HC HEMOSTAT ENDO HEMOSPRAY 10FR",3223
27201589,"HC DRESSING TEGADERM TNSP IV 3X2",1.66
27201590,"HC DRESSING SACRAL FOAM 9.5X8.5",21.96
27201591,"HC DRESSING SACRAL FOAM 8X7",13.75
27201592,"HC DRESSING OPTIFOAM AG 4X4",12.36
27203061,"HC BALLOON NEURO OCCLUSION",3080
27203062,"HC KIT LYMPHEDEMA ARM",75
27203116,"HC ADHESIVE DERMABOND SKIN DNX12",51.08256125
27203117,"HC AQUACEL AG SURG 3.5X13.75 DRSG",100.02412845
27203118,"HC DRESSING ANTIMICROBIAL 10x12 INTERDRY AG",89.7695244
27203119,"HC BANDAGE GZE KLING 2"" BANDAGE CRTY CNFRM 4.1YDX2IN",0.59
27203120,"HC BANDAGE GZE KLING 3"" SOFT STR BANDAGE CRTY CNFRM 75X3IN STRL",0.627316666666667
27203121,"HC BANDAGE GZE KLING 6"" BANDAGE CNFRM 82X6IN CTTN",1.36384775
27203122,"HC BANDAGE GZE KLING STR 4"" BANDAGE CRTY CNFRM 75X4IN STRL",0.69228875
27203123,"HC CANNULA TRACH INNER #4  62MM 5MM",7.375263
27203124,"HC CATHETER IABP 7.5F X 40CM",2491.8716
27203125,"HC COVER TRANSDUCER SITE RITE 20",58.298
27203126,"HC DEVICE SECURACATH 7FR ANCH MRI",56.6
27203127,"HC DRESSING ABD 5X9 PAD CRTY",0.254668555555556
27203128,"HC DRESSING ADAPTIC NON-ADHV 3X3 DRESSING",0.4739684
27203129,"HC DRESSING BIODOME EZ RELEASE LG",50.94
27203130,"HC DRESSING EMULSION OIL 3X8",1.51578730555556
27203131,"HC DRESSING TELFA 4X10 ISLAND",1.991754
27203132,"HC DRESSING TELFA 4X3 DRESSING",2.04
27203133,"HC DRESSING TELFA 4X8 ISLAND",1.990622
27203134,"HC DRESSING TELFA 8X3 STERILE",0.15914788
27203135,"HC DRESSING TRANSPARENT 4X4.5",1.375946
27203136,"HC DRESSING XEROFORM 1X8",1.06075758
27203137,"HC DRESSING XEROFORM 5X9",2.07479186
27203139,"HC INTRODUCER PERC SHEATH",352.3998636
27203140,"HC KIT ENDOTRACHEAL SYSTEM  14FR 2 SWVL",42.617819
27203141,"HC KIT EXT COLLECTION NEUROMETER",642.41
27203142,"HC KIT FEMORAL A-LINE CATH  16CM",73.519155
27203143,"HC KIT MICRO ACCESS 4FR  45CM",47.9685
27203144,"HC KIT MYELO NATE W/1"" NEEDLE",47.5376891
27203145,"HC KIT NEO/PED CLOSED SUCT.6FR  ORAL",49.72062375
27203146,"HC KIT NEO/PED CLOSED SUCT.8 FR KIT ORAL",49.72062375
27203147,"HC KIT, MINOR",125.187597
27203148,"HC MARATHON LIQUID SKIN",14.6393919
27203150,"HC PACKING EPISTAXIS 8CM",43.016
27203151,"HC POSITIONER CRADLE PSTN  DISP",36.93
27203152,"HC POWDER STOMAHESIVE",1.816011
27203153,"HC SENSOR ADULT FOREHEAD",57.089625375
27203154,"HC SET MELKER EMERG CATHETER",470.346
27203155,"HC SET STERILE NEEDLE PD 15MM NEEDLE  EZIO",403.558
27203156,"HC SET STERILE NEEDLE PD 25MM NEEDLE",403.558
27203157,"HC SET STERILE NEEDLE PD 45MM NEEDLE  EZIO",403.558
27203158,"HC SET UNIVERSAL EMERG CRICOTHY",1314.818
27203159,"HC SET, IV ADMIN THERMIC",203.217489
27203160,"HC SPONGE STERILE 4X4 MIROSORB",0.9367583
27203161,"HC SURGIFOAM",58.488176
27203162,"HC TRAY BONE MARROW BIOPSY  4IN 11GA",72.318386
27203163,"HC TRAY FOLEY 16 UROMETER LF",57.702285
27203164,"HC TRAY FOLEY SS U/M T/S 16 FR",65.68
27203165,"HC TRAY FOLEY SS U/M T/S 16FR LF",69.26
27203166,"HC TRAY NEONATAL PICC",53.6851
27203167,"HC TRAY FOLEY SS 16FR U/M",48.9
27203168,"HC TRAY TRACH BLUE RHINO #6 TRAY INTRO CGL",1267.6136
27203169,"HC TRAY TRACH BLUE RHINO #8 INTRODUCER TUBE 24-28FR CGL",1230.6821
27203170,"HC TRAY TRIPLE LUMEN PICC 6FR TRAY",360.825
27203171,"HC TRAY UNIV CUSTOM (HEMODIALSIS)",136.972
27203172,"HC TRAY VASCULAR UMBILICAL CATH.",113.9075
27203173,"HC TUBE TRACH CUFFLESS #6 TUBE 76MM 10.8MM",120.275
27203174,"HC TUBE TRACH UNCUFF XLT #6 TUBE 95MM",175.46
27203175,"HC WRAP COLD THERPY KNEE UNIVERS 13X12IN  2 INS",77.037411
27203176,"HC WRAP COLD THERPY SHOULDER/HIP",102.764092
27203184,"HC VACUUM MIGHTY VAC BELL CUP",860.43
27203185,"HC PICO DRESSING",723.43
27203189,"HC HET  BIPOLAR FORCEPS",1683.85
27203190,"HC DRAIN CHEST DRY BLD COLLECTION",110.840157333333
27203191,"HC DRAIN CHEST DRY SUCTION",87.461433
27203192,"HC DRAIN CHEST DRY SUCTION PEDS",108.760531833333
27203193,"HC SPYSCOPE DS",5390
27203194,"HC SPY BITE",1400.85
27203195,"HC SPY TUBE SET",50.94
27203196,"HC KIT SUPPLEMENT NURSING SYSTEM",78.73909
27203198,"HC CATH FOLEY 20 FR 500 2W",20.679093
27203199,"HC CATH FOLEY 16FR 5CC 2W UNCOAT",9.050906
27203200,"HC CATH FOLEY 22FR 30CC 3W SILICO",23.2859475
27203201,"HC CATH FOLEY 28FR 30CC 2W SILICO",6.6489435
27203202,"HC CATH FOLEY 24FR 30CC 2W SILICO",6.649085
27203203,"HC CATH FOLEY 22FR 30CC 2W SILICO",6.649085
27203204,"HC CATH FOLEY 20FR 30CC 2W SILICO",6.649085
27203205,"HC CATH FOLEY 18FR 30CC 2W SILICO",6.649085
27203206,"HC CATH FOLEY 14FR 30CC 2W SILICO",6.649085
27203207,"HC CATH FOLEY 28FR 5CC 2W SILICON",5.330871
27203208,"HC CATH FOLEY 26FR 5CC 2W SILICON",5.330871
27203209,"HC CATH FOLEY 12FR 5CC 2W SILICON",5.330871
27203210,"HC CATH FOLEY 8FR 3CC 2W UNCOAT",9.138636
27203211,"HC CATH FOLEY 18FR 5CC 2W SILICON",5.330871
27203212,"HC CATH FOLEY 16FR 30CC 2W SILICO",6.6489435
27203213,"HC CATH FOLEY 14FR 5CC 2W SILICON",5.330871
27203214,"HC CATH FOLEY 24FR 5CC 2W SILICON",5.330871
27203215,"HC CATH FOLEY 22FR 5CC 2W SILICON",5.330871
27203216,"HC CATH FOLEY 20FR 5CC 2W SILICON",5.330871
27203217,"HC CATH FOLEY 16FR 5CC 2W SILICON",5.330871
27203219,"HC CATHETER 18FR 30CC 3 WAY",23.2859475
27203220,"HC CATH FOLEY 20FR 5CC 3W",23.139495
27203221,"HC CATHETER URETH 6FR 5CC 3 WAY",23.139495
27203222,"HC BUTTON G - TUBE SUCTION VALVE",22.4985
27203224,"HC SET 3 SPIKE DISP RAPID",390.009375
27203225,"HC DRESSING ALLEVYN AG GNTL 5X5",25.9162344
27203226,"HC DRESSING ALLEVYN AG NON-AD 4X4",22.017683
27203227,"HC DRESSING ALLEVYN GNTL BRDR 3X3",5.2195671
27203228,"HC DRESSING ALLEVYN AG GNTL 4X4",6.7104677
27203230,"HC TRAY FOLEY 16 SILVER",59.986944
27203231,"HC GAUZE VASELINE 3X36",1.772995
27203234,"HC CATH FOLEY 16FR 5CC 2W HYDRO",20.69
27203235,"HC CATH FOLEY 16FR 30CC 2W HYDRO",21.88
27205173,"HC DRESSING AQUACEL AG XTR 5X4 IN",25.19
27400003,"HC ADV IND VOICE PROSTHESIS",879.71
27400004,"HC CLSC IND VOICE PROSTHESIS",517.1
27400005,"HC RAPID IND VOICE PROSTHESIS",664.01
27400016,"HC IMMOBLIZER,SHOULDER",56.16
27400093,"HC COLLAR CERVICAL SEMIRIGID",691.71
27400154,"HC TLSO TRPLNR 4 SHELL RGD/SFT",679.2
27400155,"HC IMMOBILIZER, SHOULDER MEDIUM",41.5
27400160,"HC IMMOBILIZER SHOULDER ER",158.92
27400172,"HC IMMOBILIZER, KNEE ALL SIZES",43
27400173,"HC IMMOBILIZER, KNEE",266.02
27400184,"HC DEVICE, ATRIUM CHEST DRAIN",93.163317
27400187,"HC COLLAR, CERVICAL FOAM",10.56
27400188,"HC COLLAR, EMT ADULT ADJUSTABLE",12.493884
27400192,"HC COLLAR, STIFF NECK SHORT",53.48
27400193,"HC IMMOBILIZER KNEE ER",217.69
27400195,"HC IMMOBILIZER SHOULDER ER",158.92
27400212,"HC CERV FLEX NONADJ COLLAR",64.8
27400215,"HC CERVICAL COLLAR",551.87
27400216,"HC RIB BELT",321.93
27400219,"HC LUMBAR ORTHOSIS SAGITATAL",1254.26
27400260,"HC AIRCAST",259.21
27400308,"HC BRACE ANKLE UNIVERSAL",49.61
27403167,"HC BRACE ANKLE LEFT STD AIR 02-A",55.593369
27403168,"HC BRACE ANKLE RIGHT STD AIR O2-A",55.593369
27403176,"HC COLLAR REGULAR WITH PAD ASPEN COLLAR",90.80055
27403177,"HC COLLAR SHORT WITH PAD ASPEN COLLAR",58.581
27500003,"HC BI-V PACEMAKER-INSYNCH",21839.54
27500004,"HC BI-V DEFIBRILLATOR",59656.79
27500005,"HC C-PACER, DUAL RATE RESP",14549.42
27500013,"HC C-ST.JUDE-AFFINITY SR",9647
27600067,"HC IOL-TORIC PATIENT RESPONSIBILITY",415
27600068,"HC IOL-MULTIFOCAL PATIENT RESPONSIBILITY",825
27600069,"HC IOL-CRYSTAL PATIENT RESPONSIBILITY",900
27600070,"HC IOL-OTHER PATIENT RESPONSIBILITY",1150
27600071,"HC IOL-ASTIG PATIENT RESPONSIBILITY",1150
27600167,"HC IOL-TORIC TOTAL",565
27600168,"HC IOL-MULTIFOCAL TOTAL",975
27600170,"HC IOL-OTHER TOTAL",1300
27600171,"HC IOL-ASTIG TOTAL",1300
27800003,"HC CATH PICC 5FR DL SHERLOCK 3CG",636.04
27800004,"HC PANCREATIC STENT SET",1123.03
27800005,"HC BILIARY STENT SET",2386.44
27800007,"HC TUBE,ENTRIFLEX",73.97
27800008,"HC RETRIEVAL BALLOON-ERCP",611.91
27800010,"HC GUIDEWIRE,STRAIGHT",210.39
27800011,"HC GUIDEWIRE GI",317.43
27800013,"HC STENT,ENTERAL WALL",4861.16
27800015,"HC PEG, BALLOON REPLACEMENT",229.55
27800016,"HC GUIDEWIRE,JAG",346.68
27800020,"HC C-MCVS BALLOON DILATION CATH",933.87
27800024,"HC DILATOR, CRE",933.87
27800027,"HC TRAY,PICC LINE INSERTION",205.08
27800030,"HC TRACH, PROXIMAL CUFF-ALL SIZES",172.521045
27800031,"HC KIT,MULTILUMEN VENOUS ACCESS",449.90208
27800039,"HC KIT, TRIAL LEAD STD OCTAD",3307.23
27800040,"HC GUIDEWIRE/INTRODUCER",344.33
27800041,"HC KIT NEEDLE GUIDE",172.5
27800042,"HC KIT SHEATH ULTRASOUND",161.5
27800043,"HC CATH PICC DOUBLE LUMEN KIT",244.57
27800044,"HC CATH PICC SINGLE LUMEN KIT",228.81
27800047,"HC CATH PICC 4FR SL SHERLOCK 3CG",615.9778
27800048,"HC PICC 5 FR DL SHERLOCK 3CG",609.582
27800049,"HC PICC 5 FR TL SHERLOCK 3CG",737.3282
27800303,"HC TUBE,TRACH DCT (SHILEY)",185.25
27800366,"HC CLIP FELSHIE",246.13
27800367,"HC BALLOON POSTPARTUM HEMORRHAGE",628.26
27800368,"HC BALLOON CERVICAL RIPENING",238.74
27800369,"HC BARRIER ADHESION",852.79
27800373,"HC BALLOON TYPE1(PTA PROCEDURES)",388.86
27800374,"HC BALLOON TYPE11(PTA PROCEDURES)",492.52
27800375,"HC BALLOON TYPE111(PTA PROCEDURES)",768.46
27800376,"HC GRADIENT WIRE(PTA PROCEDURES)",233.3
27800377,"HC CONTROL WIRE(PTA PROCEDURES)",317.43
27800378,"HC CATH,TRANS ARTHEREC,ROTATION",3611.13
27800379,"HC TRETOLA DEVICE AND MOTOR(THROMBECTOMY)",1746.77
27800380,"HC EMBOLECTOMY CATH(THROMBECTOMY)",226.01
27800381,"HC STENT,WALL",2326.85
27800382,"HC SHEATH,DIAGNOSTIC",71.92
27800383,"HC MP1 (GUIDE CATH)",182.24
27800384,"HC WIRE,DIAGNOSTIC",129.15
27800385,"HC WIRE,SPECIALTY",129.15
27800386,"HC WIRE,GLIDE",129.15
27800387,"HC ROADRUNNER(DIAGNOSTIC PROCEDURE)",129.15
27800388,"HC CATHETER,DRAINAGE",298.58
27800389,"HC CATHETER,RING",120.4
27800391,"HC FILTER,NITINOL",2848.29
27800392,"HC FILTER,BIRDSNEST",1675.24
27800393,"HC FILTER GREENFIELD",2621.02
27800394,"HC CATHETER TEMP IG(VENOUS ACCESS)",338.31
27800395,"HC EMBOLIZATION COILS",171.42
27800396,"HC STENT,NEURO INTRA CRANIAL",9897.89
27800397,"HC CATHETER,C-IVUS",2278.72
27800398,"HC EMBOLIZATION,PROTECTION SYSTEM",3509.47
27800399,"HC CATHETER,C-ANGIOJET",2134.35
27800400,"HC CATH PICC-C W/PORT",897.02
27800402,"HC EMBOLIZATION EMBOSPHERES",542.13
27800403,"HC BALLOON CRYOPLASTY",1845.44
27800408,"HC CATHETER, LASER BOOSTER",3568.95
27800410,"HC STENT,COVERED GRAFT",5698.42
27800411,"HC NEEDLE, ACCU STICK",234.72
27800412,"HC EMBOLIZATION,MICRO COIL FRAMING",5836.42
27800413,"HC EMBOLIZATION,MICRO COIL FILLING",3818.78
27800414,"HC EMBOLIZATION,MICRO COIL FINISH",2448.52
27800415,"HC GUIDE WIRE,NEURO MICRO",1484.42
27800416,"HC GUIDE,NEURO CATHETER",703.95
27800417,"HC CATH TUNNEL DRAIN THORA PARA",4913
27800418,"HC EMBOLIZATION ONYX",5710.32
27800419,"HC C-STENT URETERAL DOUBLE J",404.69
27800420,"HC CATH ATHRECTOMY JET STREAM",7480
27800421,"HC CATH THROMBECTOMY EKOS",7029
27800425,"HC PICC DOUBLE LUMEN KIT",269.03
27800428,"HC STENT TEMP WO DEL SYS URETERAL",551.85
27800429,"HC DEVICE, CTO CATH",5768.4
27800430,"HC C-STENT PIPELINE",24288
27800431,"HC PICC 4 FR SL SHERLOCK 3CG",656.14
27800432,"HC PICC 5 FR DL SHERLOCK 3CG",636.04
27800433,"HC CATH PICC 5FR TL SHERLOCK 3CG",791.95
27800434,"HC C-BARD RAD-BALLOON XT",740.83
27800435,"HC C-BS-WALLSTENT BILIARY",4512.56
27800436,"HC C-STENT,NON COVERED W/ DEL SYS",4967.32
27800437,"HC C-STENT,NONCOVERED W/O DEL SYS",2940.06
27800439,"HC C-CORDIS-SMART",5798.68
27800440,"HC C-CORDIS-POWER FLEX EXTRM",734.34
27800441,"HC C-CORDIS-JUPITER",1438.91
27800444,"HC C-MICRO-WALLSTENT COV BILIARY",3646.28
27800445,"HC C-DEVICE PERCLOSE SPC",936.04
27800446,"HC C-CATH CHRONIC DIALYSIS",327.62
27800447,"HC C-STENT ENTERAL WALLSTENT",2962.77
27800448,"HC C-CATH INFUSION SPC",333.76
27800449,"HC C-CATH GUIDING CORDIS",436.7
27800450,"HC C-CATH PICC",355.01
27800453,"HC FILTER IVC RETRIEVER",1415
27800454,"HC CATHETER RETR THROMB STENT",11000
27800455,"HC SHEATH ART-VEN",99.08
27800458,"HC BRACHYTHERAPY SEED, HDR IR 192",791
27800460,"HC PTCA GUIDES",441
27800461,"HC PTCA BALLOONS",1036.25
27800462,"HC PTCA WIRES",701.45
27800463,"HC PTCA EXCHANGE WIRES",913.43
27800465,"HC PTCA SHEATH",181.56
27800466,"HC ROTABLATOR DEVICE",2490.16
27800467,"HC ROTA C WIRE",134.62
27800468,"HC CATHETER,GUIDE",328.28
27800471,"HC ROAD RUNNER WIRE 180 CM",256.72
27800473,"HC SHEATH INTRODUCER",159.67
27800474,"HC GUIDEWIRE .035",129.15
27800475,"HC WIRE,BENTSON",129.15
27800476,"HC WIRE,EXCHANGE",129.15
27800477,"HC WIRE,HYDROPHILIC",140.6
27800484,"HC LEAD INTRODUCER",319.35
27800485,"HC C-AICD AND SINGLE CHAMBER",37925.59
27800487,"HC MULTILINK STENT (15MM)",3253.71
27800488,"HC MULTILINK STENT (25MM)",5461.58
27800489,"HC DUET STENT 8MM",3069.49
27800490,"HC DUET STENT 13MM",3283.27
27800491,"HC DUET STENT 18MM",3552.79
27800492,"HC DUET STENT 23MM",4526.19
27800493,"HC DUET STENT 28MM",4978.96
27800494,"HC ILR(INTERNAL LOOP RECORDER)",6545.78
27800495,"HC CATHETER, IABP 9.5F X 40CC",1553.58
27800496,"HC CATHETER, IABP 10.5F X 50CC",1553.58
27800499,"HC STENT,DRUG ELUTING",5878.5
27800500,"HC WIRE, FILTER",2995.92
27800504,"HC CATHETER,C-IVUS",1641.83
27800506,"HC WIRE,PRESSURE",1956.98
27800507,"HC BALLOON TYPE 1 (PTA PROCEDURES)",495.25
27800508,"HC BALLOON TYPE 2 (PTA PROCEDURES)",775.42
27800509,"HC BALLOON TYPE 3 (PTA PROCEDURES)",1018.8
27800510,"HC CONTROL WIRE(PTA PROCEDURES)",317.43
27800511,"HC EMBOLECTOMY CATH(THROMBECTOMY)",226.01
27800512,"HC GRADIENT WIRE(PTA PROCEDURES)",233.3
27800514,"HC EMBOLIZATION COILS",171.42
27800517,"HC CATHETER, GUIDELINER",1355.57
27800518,"HC CATH INTRACARDIAC ECHO EP",5852
27800520,"HC EP CATH 20/MORE ELCTRD LVL 3",2926
27800521,"HC EP CATH 3D OR VECTOR LVL 6",6270
27800522,"HC EP CATH 3D OR VECTOR LVL 5",5016
27800523,"HC EP CATH 3D OR VECTOR LVL 3",3762
27800525,"HC EP CATH 3D OR VECTOR LVL 1",1613.4
27800526,"HC EP CATH NON3D/MAP/COOL TIP 1",2255
27800527,"HC EP CATH NON3D/MAP/COOL TIP 6",3355
27800529,"HC EP CATH NON3D/MAP/COOL TIP 4",3190
27800530,"HC EP CATH NON3D/MAP/COOL TIP 7",3410
27800531,"HC EP CATH NON3D/MAP/COOL TIP 8",4180
27800532,"HC EP SHEATH GUIDE NON PEEL LVL 2",402.14
27800533,"HC EP SHEATH GUIDE NON PEEL LVL 4",707.5
27800534,"HC EP SHEATH GUIDE NON PEEL LVL 3",636.75
27800536,"HC EP SHEATH GUIDE NON PEEL LVL 5",891.45
27800537,"HC EP CATH 19/< ELECTRD LVL 1",140.56
27800543,"HC LEAD,ICE OTHER THAN SNGL OR DUAL",8800
27800546,"HC BIV DELIVERY SYSTEM",8369.9
27800547,"HC LEAD,LV CORONARY VENOUS SYSTEM",11661.17
27800549,"HC EP CATH 20/MORE ELCTRD LVL 1",531.17
27800551,"HC C-BS-ROTOBLATOR/ATHERECTOMY",1249.63
27800552,"HC S-STENT,NON COVERED W/ DEL SYS",4967.32
27800555,"HC EP CATH NON3D/MAP/COOL TIP 3",2535.68
27800556,"HC EP CATH 19/< ELECTRD LVL 4",555.89
27800557,"HC C-LEAD, PACER O/T TRANS VDD",2602.05
27800559,"HC C-ST.JUDE-ANGIOSEAL",755.76
27800560,"HC C-ST.JUDE-TENDRIL SDX",2727.69
27800565,"HC EP CATH 19/< ELECTRD LVL 5",979.12
27800571,"HC C-DEFIB,DUAL CHAMBER IMPLANT",65841.56
27800572,"HC C-ROTOBLATOR ADVANCER",2056.45
27800573,"HC C-ROTOBLATOR GUIDEWIRE",816.13
27800576,"HC C-DEVICE PERCLOSE CATH",829.34
27800578,"HC C-DEFIB GEM II/III MEDTRONIC",48912.26
27800579,"HC C-DEFIB LEAD",10681.87
27800582,"HC C-CATH INFUSION CATH",2495.57
27800583,"HC EP CATH 19/< ELECTRD LVL 3",431.93
27800586,"HC SHEATH ART-VEN",99.08
27800587,"HC WIRE,DIAGNOSTIC",129.15
27800588,"HC CATHETER,DRAINAGE",298.58
27800592,"HC CATH PLEURA DRAINAGE 28FR",99.61
27800593,"HC CT RATED TRIPLE LUMEN CATH KIT",336.82
27800597,"HC KIT, PRESEP CL CATHETER",948.05
27800600,"HC TUBE,TRACH DISP. CANN. CUFF#6",99.05
27800601,"HC TUBE,TRACH DISP. CANN. CUFF#8",183.97
27800605,"HC TUBE,TRACH DIC FEN/NONFED CUFF",198.66
27800606,"HC CATHETER, THORACIC RT. ANGLE 36F",17.3165436
27800609,"HC CATHETER,SUBCLAV 2-LUMEN VENOUS",94.2685452
27800612,"HC CATHETER,SUBCLAV 3-LUMEN VENOUS",256.233294
27800617,"HC CATHETER,HEMODIALYSIS(SHORTTERM)",227.532
27801289,"HC KIT,SHEATH ULTRASOUND",61.18
27801299,"HC INTRODUCER SECURE LOC 21GX2.75",28.3
27801300,"HC BARRIER ADH SEPRAFILM 5X6IN",823.31492
27801301,"HC Cath Balloon Dil CRE 6/8",603.356
27801302,"HC Cath Balloon Dil CRE 8/10",603.356
27801303,"HC Cath Balloon Dil CRE 10/12",603.356
27801304,"HC Cath Balloon Dil CRE 12/15",603.356
27801305,"HC Cath Balloon Dil CRE 15/18",603.356
27801306,"HC Cath Balloon Dil CRE 18/20",603.356
27801307,"HC Device Clip Internal",166.39
27801308,"HC Guidewire Dreamtome 44",1140.207
27801309,"HC Guidewire Hydrajag .035 450CM",482.07635
27801310,"HC Guidewire Jag .025",309.4888
27801311,"HC Guidewire Hydrajag .035 260CM",482.07635
27801312,"HC Guidewire Jag .035",309.4888
27801313,"HC Stent Wallflex Biliary RX 10X8",3692.172
27801315,"HC Stent Wallflex Biliary RX 10X40 8.5 FR",5482.312
27801316,"HC Stent Wallflex Biliary RX 10X8 8.5 FR",5482.312
27801317,"HC Stent Wallflex Biliary 10x60",5482.312
27801318,"HC Stent Biliary Advanix 10F X 5CM",369.5414
27801319,"HC Stent RX Biliary 7FR x 5CM",289.2543
27801320,"HC Stent RX Biliary 7FR x 7CM",289.2543
27801321,"HC Stent RX Biliary 7FR x 10CM",289.2543
27801324,"HC Stent RX Biliary 10 FR x 7CM",289.2543
27801325,"HC Stent RX Biliary 10 FR x 10CM",289.2543
27801327,"HC Stent RX Biliary 10 FR x 15CM",289.2543
27801328,"HC CLIP QUICK PRO EGD USE",554.68
