"PROC
#",Procedure Description,"IP
Price","OP
Price",
2775,IMPLANT PLATE CLAVICLE ACUMED,"3,596","3,596",
2776,IMPLANT PLATE CLAW II 2HL 15-30MM,"5,431","5,431",
2777,IMPLANT PLATE CLAW II 4HL,"6,591","6,591",
2778,IMPLANT PLATE CURV CONDYLR,"4,376","4,376",
2779,IMPLANT PLATE DIST HUM DEPUY,"4,044","4,044",
2780,IMPLANT PLATE DISTL CLAVICLE,"3,603","3,603",
2781,IMPLANT PLATE DISTL FIB 4HL LT,"2,155","2,155",
2782,IMPLANT PLATE DISTL FIB 6HL,"2,218","2,218",
2783,IMPLANT PLATE DISTL FIBULA 3-6,"3,049","3,049",
2784,IMPLANT PLATE DISTL HUM 12HL RT,"3,849","3,849",
2785,IMPLANT PLATE DISTL HUM 2HL RT,"3,663","3,663",
2786,IMPLANT PLATE DISTL LAT FIBULA RT,"2,155","2,155",
2787,IMPLANT PLATE DISTL RAD LCP,"3,801","3,801",
2788,IMPLANT PLATE DISTL TIB,"4,052","4,052",
2789,IMPLANT PLATE DISTL TIB 10HL,"4,009","4,009",
2790,IMPLANT PLATE DISTL TIB 8HL RT/LT,"3,942","3,942",
2791,IMPLANT PLATE DPS/LPS/MPJ,"4,287","4,287",
2792,IMPLANT PLATE DVR ANATOMIC,"3,471","3,471",
2793,IMPLANT PLATE EAGL/SKY LVL 3 4 5,"3,588","3,588",
2794,IMPLANT PLATE EAGLE ACP 24-42MM,"3,910","3,910",
2795,IMPLANT PLATE FEM 14HL CURVD RT/LT,"4,768","4,768",
2796,IMPLANT PLATE FEM 18HL RT,"5,177","5,177",
2797,IMPLANT PLATE FEM/TIB 2-12HOLE,"3,462","3,462",
2798,IMPLANT PLATE FIB 2.7MM,"3,864","3,864",
2799,IMPLANT PLATE FIB 6HL,"2,218","2,218",
2800,IMPLANT PLATE FIXATION 0-6MM,"2,363","2,363",
2801,IMPLANT PLATE GEMINUS DISTL RADUS,"2,946","2,946",
2802,IMPLANT PLATE GEMINUS HOOK,"1,497","1,497",
2803,IMPLANT PLATE HANDLCK 1.7MM 4X2,"2,304","2,304",
2804,IMPLANT PLATE HUM 6HL DS,"3,546","3,546",
2805,IMPLANT PLATE LATERAL HUM 2.7/3.5,"4,944","4,944",
2806,IMPLANT PLATE LCP,"1,080","1,080",
2807,IMPLANT PLATE LCP 1/3 TUB W/CLR,750,750,
2808,IMPLANT PLATE LCP 3.5 85-163MM,"1,399","1,399",
2809,IMPLANT PLATE LCP CLAVICLE,"3,299","3,299",
2810,IMPLANT PLATE LCP PROX TIB FEM,"4,031","4,031",
2811,IMPLANT PLATE LCP WRIST FUSN,"3,702","3,702",
2812,IMPLANT PLATE LCP/DCP 4-7HL,696,696,
2813,IMPLANT PLATE LOCK 2.0 6HL,"2,167","2,167",
2814,IMPLANT PLATE LOCK 2.0/2.3 L/T,"3,839","3,839",
2815,IMPLANT PLATE LOCK CALCANEUS,"3,026","3,026",
2816,IMPLANT PLATE LOCK EDGE,"3,534","3,534",
2817,IMPLANT PLATE LOCK GRID 10HL,"2,456","2,456",
2818,IMPLANT PLATE LOCK SM FRAG,"2,262","2,262",
2819,IMPLANT PLATE LOCK WEB 2.5MM,"1,871","1,871",
2820,IMPLANT PLATE LOCK Y/T 1.6 MEDRTIS,"4,272","4,272",
2821,IMPLANT PLATE LOCKING 1.5MM,"1,716","1,716",
2822,IMPLANT PLATE LOCKING 2.5MM,"1,684","1,684",
2823,IMPLANT PLATE MANDIBLE,"22,923","22,923",
2824,IMPLANT PLATE MATRIX MANDIBLE 1.5MM,"2,629","2,629",
2825,IMPLANT PLATE MATRIX MANDIBLE 20HL 1.5MM,"3,274","3,274",
2826,IMPLANT PLATE MATRX MAND 7X23HL ANGL RECON 2.5MM,"5,584","5,584",
2827,IMPLANT PLATE MATRX MANDIBLE 12HL 1.25MM,"3,000","3,000",
2828,IMPLANT PLATE MATRX ORBITL FLR,"4,070","4,070",
2829,IMPLANT PLATE MAXLOCK LPS ALPHA,"3,244","3,244",
2830,IMPLANT PLATE MEDIAL COLUMN SM/MED,"7,209","7,209",
2831,IMPLANT PLATE MEDTRONIC 853/911,"2,872","2,872",
2832,IMPLANT PLATE MICRO SHAPES,975,975,
2833,IMPLANT PLATE MINI PREBENT 2X2,"1,693","1,693",
2834,IMPLANT PLATE MINI TENSION BND 2X2 BROAD,"1,705","1,705",
2835,IMPLANT PLATE MINI TENSION BND 2X2 NRW,334,334,
2836,IMPLANT PLATE MINI TENSION BND 2X3 BROAD,"1,411","1,411",
2837,IMPLANT PLATE MPJ FUSION/T,"4,155","4,155",
2838,IMPLANT PLATE MTP/TMT,"3,685","3,685",
2839,IMPLANT PLATE NCB FEM 317/324MM,"3,789","3,789",
2840,IMPLANT PLATE OBLIQ 3X4HL 0.5-0.8 L/R,875,875,
2841,IMPLANT PLATE OBLIQUE,"1,457","1,457",
2842,IMPLANT PLATE OLECRANON 10/13HL,"4,005","4,005",
2843,IMPLANT PLATE OLECRANON 3/5 HOLE,"3,585","3,585",
2844,IMPLANT PLATE OLECRANON 4HL,"3,334","3,334",
2845,IMPLANT PLATE OLECRANON 6HL,"3,840","3,840",
2846,IMPLANT PLATE OLECRANON 7-11 HL,"1,399","1,399",
2847,IMPLANT PLATE ORBITAL,"5,511","5,511",
2848,IMPLANT PLATE ORBITAL RIM 12HL,"2,048","2,048",
2849,IMPLANT PLATE ORBITL TITANM,"4,070","4,070",
2850,IMPLANT PLATE ORLNK/UNI/EDG/MAX,"3,388","3,388",
2851,IMPLANT PLATE PEANUT,"3,388","3,388",
2852,IMPLANT PLATE PERFORMD RECON SM 2.5MM,544,544,
2853,IMPLANT PLATE POST LAT DISTL 5HL,"3,409","3,409",
2854,IMPLANT PLATE PROX HUM DS,"3,449","3,449",
2855,IMPLANT PLATE PROX TIB 4.5 6HL,"4,784","4,784",
2856,IMPLANT PLATE PROX TIB 4.5 8HL,"4,082","4,082",
2857,IMPLANT PLATE PROX TIB 8HL SM BEND,"4,328","4,328",
2858,IMPLANT PLATE PROX TIB 9HL RT,"3,573","3,573",
2859,IMPLANT PLATE RADIUS/WEDGE 2.4/2.7,"3,210","3,210",
2860,IMPLANT PLATE RECON 3.5 8HL DS,"1,482","1,482",
2861,IMPLANT PLATE RECON 7/8 HL,"1,815","1,815",
2862,IMPLANT PLATE SKY/UNI 12-40MM,"3,519","3,519",
2863,IMPLANT PLATE SPINE CERV LCK,"3,471","3,471",
2864,IMPLANT PLATE STRAIGHT 6HL 1.3MM,619,619,
2865,IMPLANT PLATE SYNTHES,"7,005","7,005",
2866,IMPLANT PLATE T 1.7 10HL NAR,"2,092","2,092",
2867,IMPLANT PLATE TIBIAL ZIMMER,"2,993","2,993",
2868,IMPLANT PLATE TITAN OCCIP/4MM ROD,"17,226","17,226",
2869,IMPLANT PLATE TITANM MATRX ORBITL,"3,933","3,933",
2870,IMPLANT PLATE TRI LOCK ELBOW 2.8,"3,800","3,800",
2871,IMPLANT PLATE TUBULAR 100MM,346,346,
2872,IMPLANT PLATE VA LCP 2H,"3,334","3,334",
2873,IMPLANT PLATE VA-LCP 2.4/2.7,"3,616","3,616",
2874,IMPLANT PLATE VARIAX STRGHT 5-10HL,"2,477","2,477",
2875,IMPLANT PLATE WRIST STRAIGHT 2.4MM,"6,084","6,084",
2876,IMPLANT PLATE X 2.4/2.7 VA LCK,"4,099","4,099",
2877,IMPLANT PLATE X DS,"3,855","3,855",
2878,IMPLANT PLUG MICRO VASCULAR MVP,"1,094","1,094",
2879,IMPLANT PORT ACCESS 650,"1,775","1,775",
2880,IMPLANT PORT ACCESS 700,"1,188","1,188",
2881,IMPLANT PORT POWERPORT 8FR,"1,584","1,584",
2882,IMPLANT PORT POWERPORT MRI,"2,594","2,594",
2883,IMPLANT PORT POWERPORT TITANUM,"1,775","1,775",
2884,IMPLANT PORT POWERPORT W/SUTURE PLUGS 6F,"2,232","2,232",
2885,IMPLANT PROXIMAL ENDOGRAFT,"16,247","16,247",
2886,IMPLANT PROXIML INTERPHALANGEL,"3,355","3,355",
2887,IMPLANT PUMP INFUSION MEDTR,"32,029","32,029",
2888,IMPLANT PUTTY,"8,088","8,088",
2889,IMPLANT RADIAL HEAD,"5,964","5,964",
2890,IMPLANT RADIAL HEAD ALIGN,"6,216","6,216",
2891,IMPLANT RADIAL STEM ALIGN,"6,078","6,078",
2892,IMPLANT RADL STEM,"7,092","7,092",
2893,IMPLANT RCHRGBL NEUROSTM,"54,714","54,714",
2894,IMPLANT RECORDR LOOP,"17,209","17,209",
2895,IMPLANT REDUCTN WIRE,"1,029","1,029",
2896,IMPLANT REVISION SHIM,"3,366","3,366",
2897,IMPLANT ROD,"1,063","1,063",
2898,IMPLANT ROD 400,"1,163","1,163",
2899,IMPLANT ROD 400MM THREADED,630,630,
2900,IMPLANT ROD 550,"2,088","2,088",
2901,IMPLANT ROD 650,"1,551","1,551",
2902,IMPLANT ROD 700,"2,050","2,050",
2903,IMPLANT ROD 850,"1,469","1,469",
2904,IMPLANT ROD CARBON CURVD 11MM 90DEG,472,472,
2905,IMPLANT ROD CCM CURVD MEDTR,"1,032","1,032",
2906,IMPLANT ROD CONNECTR 4.0MM/3.5MM SM,"1,806","1,806",
2907,IMPLANT ROD TENDON HUNTER,"4,518","4,518",
2908,IMPLANT SCREW,516,516,
2909,IMPLANT SCREW 1.2 SELF TAP,464,464,
2910,IMPLANT SCREW 1.4 EMER 3/5 MM,484,484,
2911,IMPLANT SCREW 1.4 EMERG 3-9MM,480,480,
2912,IMPLANT SCREW 1.5 COR SELF TAP 6-24,167,167,
2913,IMPLANT SCREW 1.5/2.0 COR 6-46MM,139,139,
2914,IMPLANT SCREW 1.5/2.0 COR SELF TAP,156,156,
2915,IMPLANT SCREW 1.5-6.5 6-110MM,259,259,
2916,IMPLANT SCREW 1.5X18/20MM,619,619,
2917,IMPLANT SCREW 1.7 SELF TAP 3-12 MM,395,395,
2918,IMPLANT SCREW 1.9 EMERGENCY,433,433,
2919,IMPLANT SCREW 100,354,354,
2920,IMPLANT SCREW 1000,"4,388","4,388",
2921,IMPLANT SCREW 1100,"1,747","1,747",
2922,IMPLANT SCREW 12.7 LAG 50-145MM,"1,796","1,796",
2923,IMPLANT SCREW 125,443,443,
2924,IMPLANT SCREW 13/14/15MM,"1,343","1,343",
2925,IMPLANT SCREW 150,594,594,
2926,IMPLANT SCREW 15-35MM INTRAFIX,"1,501","1,501",
2927,IMPLANT SCREW 1675,"3,252","3,252",
2928,IMPLANT SCREW 175,719,719,
2929,IMPLANT SCREW 2.0 6-8MM SELF DRILLING,448,448,
2930,IMPLANT SCREW 2.0 CORTEX SELF TAP,170,170,
2931,IMPLANT SCREW 2.0 CROSS PIN 4-16MM,374,374,
2932,IMPLANT SCREW 2.0 CROSS PIN SELF TAP,591,591,
2933,IMPLANT SCREW 2.0 FINE PITCH 4-8MM,"1,144","1,144",
2934,IMPLANT SCREW 2.3 CROSS PIN 6-18MM,457,457,
2935,IMPLANT SCREW 2.4 9-40MM,"2,531","2,531",
2936,IMPLANT SCREW 2.4 CORTEX 6-60MM,270,270,
2937,IMPLANT SCREW 2.7 5-18MM EMER SLF TAPPING,486,486,
2938,IMPLANT SCREW 2.7 COR SELF TAP 10-60,185,185,
2939,IMPLANT SCREW 2.7 CORTEX 6-55,158,158,
2940,IMPLANT SCREW 2.7/3.0/3.5NL HEXALB,513,513,
2941,IMPLANT SCREW 2.7/3.5 6-45MM,485,485,
2942,IMPLANT SCREW 2.7/3.5 LOCK CORT 8/65MM,708,708,
2943,IMPLANT SCREW 2.9 8-18 LOCKING SLF TAPPING,639,639,
2944,IMPLANT SCREW 200,619,619,
2945,IMPLANT SCREW 225,954,954,
2946,IMPLANT SCREW 24MM,"2,772","2,772",
2947,IMPLANT SCREW 250,474,474,
2948,IMPLANT SCREW 275,957,957,
2949,IMPLANT SCREW 3.0 10-40MM,"1,410","1,410",
2950,IMPLANT SCREW 3.0/3.5 HEXALOBE,857,857,
2951,IMPLANT SCREW 3.0/3.5 LCK HEXALB,"1,038","1,038",
2952,IMPLANT SCREW 3.5 COR 10-60MM,71,71,
2953,IMPLANT SCREW 3.5 CORTEX 40-125,118,118,
2954,IMPLANT SCREW 3.5 STARDR CORTX,245,245,
2955,IMPLANT SCREW 3.5/4.0,"1,343","1,343",
2956,IMPLANT SCREW 3.5/4.0/4.5 10-20MM,"1,418","1,418",
2957,IMPLANT SCREW 300,"1,172","1,172",
2958,IMPLANT SCREW 315,"1,138","1,138",
2959,IMPLANT SCREW 325,"1,063","1,063",
2960,IMPLANT SCREW 375,"1,382","1,382",
2961,IMPLANT SCREW 4. CORTEX 76-145MM,169,169,
2962,IMPLANT SCREW 4.0 10-100MM,259,259,
2963,IMPLANT SCREW 4.0 14-60MM,"1,382","1,382",
2964,IMPLANT SCREW 4.0 CAN 10-72MM,"1,598","1,598",
2965,IMPLANT SCREW 4.0 CAN PT 10-60MM,84,84,
2966,IMPLANT SCREW 4.0 COR 14-70MM,126,126,
2967,IMPLANT SCREW 4.0 COR 70-100 SELF TAP,225,225,
2968,IMPLANT SCREW 4.0 LONG/SHRT THRD,"1,344","1,344",
2969,IMPLANT SCREW 4.0/4.5 10-20MM,"1,463","1,463",
2970,IMPLANT SCREW 4.0/5.0 LCK 18-100MM,945,945,
2971,IMPLANT SCREW 4.0-10.5 TITANM,"3,273","3,273",
2972,IMPLANT SCREW 4.5 CORTEX 14-72MM,103,103,
2973,IMPLANT SCREW 4.5 MULTILOC,"1,128","1,128",
2974,IMPLANT SCREW 4.5 SHAFT 22-40 MM,82,82,
2975,IMPLANT SCREW 4.5 SHAFT 42-72MM,92,92,
2976,IMPLANT SCREW 40,363,363,
2977,IMPLANT SCREW 400,"1,615","1,615",
2978,IMPLANT SCREW 425,"1,252","1,252",
2979,IMPLANT SCREW 450,"1,165","1,165",
2980,IMPLANT SCREW 475,"1,812","1,812",
2981,IMPLANT SCREW 5.0 LCKNG SLF TPNG/DRILLNG,885,885,
2982,IMPLANT SCREW 5.0 PERIPROSTHETIC NONSTER,876,876,
2983,IMPLANT SCREW 5.0 PERIPROSTHETIC STER,"1,077","1,077",
2984,IMPLANT SCREW 5.5 LONG/SHRT THRD,"1,418","1,418",
2985,IMPLANT SCREW 50,198,198,
2986,IMPLANT SCREW 500,"2,074","2,074",
2987,IMPLANT SCREW 550,"2,048","2,048",
2988,IMPLANT SCREW 6.5 20-35MM VARBL,"1,289","1,289",
2989,IMPLANT SCREW 6.5 CAN BONE 20-80,157,157,
2990,IMPLANT SCREW 6.5/7.3 20-180MM,"1,071","1,071",
2991,IMPLANT SCREW 60,202,202,
2992,IMPLANT SCREW 600,"2,358","2,358",
2993,IMPLANT SCREW 650,"2,415","2,415",
2994,IMPLANT SCREW 675,"1,514","1,514",
2995,IMPLANT SCREW 7.0,"3,315","3,315",
2996,IMPLANT SCREW 7.0 DARCO/CHAR,"3,630","3,630",
2997,IMPLANT SCREW 7.0 LONG/SHRT THRD,"1,541","1,541",
2998,IMPLANT SCREW 7.3 CANN LCK 20-95MM,"1,203","1,203",
2999,IMPLANT SCREW 70,160,160,
3000,IMPLANT SCREW 730,"1,696","1,696",
3001,IMPLANT SCREW 750,"2,326","2,326",
3002,IMPLANT SCREW 80,352,352,
3003,IMPLANT SCREW 850,"3,419","3,419",
3004,IMPLANT SCREW 90,367,367,
3005,IMPLANT SCREW 900,"1,343","1,343",
3006,IMPLANT SCREW 950,"3,868","3,868",
3007,IMPLANT SCREW ANCHRGE LCK 10-40,"1,247","1,247",
3008,IMPLANT SCREW ANCHRGE STD 10-40,858,858,
3009,IMPLANT SCREW ASNIS MICRO 3.0,"1,326","1,326",
3010,IMPLANT SCREW BIOCOMPOSITE,"1,469","1,469",
3011,IMPLANT SCREW BONE,600,600,
3012,IMPLANT SCREW BONE 1.2 4-20MM,548,548,
3013,IMPLANT SCREW BONE 12-20MM,"1,384","1,384",
3014,IMPLANT SCREW BONE 2.7 8-50MM,521,521,
3015,IMPLANT SCREW BONE 3.5 10-70,573,573,
3016,IMPLANT SCREW BONE 4.5/6.5,625,625,
3017,IMPLANT SCREW BONE ALL SZ,719,719,
3018,IMPLANT SCREW BONE CRANIAL SLF DRILL,533,533,
3019,IMPLANT SCREW BONE CROSSPIN 1.7,548,548,
3020,IMPLANT SCREW BONE CROSSPIN 2.3,548,548,
3021,IMPLANT SCREW BONE MICRO ACUTRK,"2,772","2,772",
3022,IMPLANT SCREW BONE MICRO MINI STAND,"2,520","2,520",
3023,IMPLANT SCREW BONE SELF TAP,566,566,
3024,IMPLANT SCREW CANCELL 10-100MM,783,783,
3025,IMPLANT SCREW CANN 40-130MM,"1,558","1,558",
3026,IMPLANT SCREW CANN 8.0 40-130,"1,558","1,558",
3027,IMPLANT SCREW CANN COMP 2.2/3,"1,764","1,764",
3028,IMPLANT SCREW CANN LOCK 3.7 10-95MM,789,789,
3029,IMPLANT SCREW CANN TITANM/SS,"1,190","1,190",
3030,IMPLANT SCREW CANNULATD 4.0,"2,253","2,253",
3031,IMPLANT SCREW CANNULATD 5.0,"2,253","2,253",
3032,IMPLANT SCREW CANNULATD DS,"1,071","1,071",
3033,IMPLANT SCREW CLAW II,"1,376","1,376",
3034,IMPLANT SCREW CLS 1,79,79,
3035,IMPLANT SCREW CLS 10,684,684,
3036,IMPLANT SCREW CLS 13,753,753,
3037,IMPLANT SCREW CLS 14,891,891,
3038,IMPLANT SCREW CLS 17,"1,063","1,063",
3039,IMPLANT SCREW CLS 2,169,169,
3040,IMPLANT SCREW CLS 3,247,247,
3041,IMPLANT SCREW CLS 5,369,369,
3042,IMPLANT SCREW CLS 6,428,428,
3043,IMPLANT SCREW CLS 8,519,519,
3044,IMPLANT SCREW CLS 9,532,532,
3045,IMPLANT SCREW COMP,"2,310","2,310",
3046,IMPLANT SCREW CORTCL 3.5 8-18MM,453,453,
3047,IMPLANT SCREW CORTCL 3.5X30-34,209,209,
3048,IMPLANT SCREW CORTEX 4.5,103,103,
3049,IMPLANT SCREW CORTEX SELF TAP,102,102,
3050,IMPLANT SCREW CORTEX/CORTICAL,533,533,
3051,IMPLANT SCREW CORTICAL 3.5 10-20MM,517,517,
3052,IMPLANT SCREW CORTICAL 3.5 10-28MM,148,148,
3053,IMPLANT SCREW CORTICAL 3.5 LOPRO,357,357,
3054,IMPLANT SCREW CORTICAL 4.5 14-70MM,210,210,
3055,IMPLANT SCREW CORTX SLF-TPNG 1.3,369,369,
3056,IMPLANT SCREW CORTX SLF-TPNG 2.4,387,387,
3057,IMPLANT SCREW DANEK 3027,"4,032","4,032",
3058,IMPLANT SCREW DARCO HEADED 6.5,"2,295","2,295",
3059,IMPLANT SCREW DBL LEAD CORT 5.0,"1,275","1,275",
3060,IMPLANT SCREW DEPUY SPINE,"3,662","3,662",
3061,IMPLANT SCREW EAGL/SKY/UNI 10-26,"1,329","1,329",
3062,IMPLANT SCREW EMERG 2.5 6-12MM,548,548,
3063,IMPLANT SCREW EMERG STRYKER,548,548,
3064,IMPLANT SCREW EXPEDIUM,"4,292","4,292",
3065,IMPLANT SCREW FIXATION,"1,963","1,963",
3066,IMPLANT SCREW FIXD LCK 4.75MM,553,553,
3067,IMPLANT SCREW FIXED/VAR 20-50MM,"2,306","2,306",
3068,IMPLANT SCREW FIXOS/SNAPOFF,"1,922","1,922",
3069,IMPLANT SCREW FRS 2.5 10-34MM,"1,002","1,002",
3070,IMPLANT SCREW GEMINUS HOOK PLT,366,366,
3071,IMPLANT SCREW HEADED 2.0 10-24MM,"1,082","1,082",
3072,IMPLANT SCREW HEADED 2.5 10-36MM,"1,138","1,138",
3073,IMPLANT SCREW HEADED 3.0 10-40MM,"1,175","1,175",
3074,IMPLANT SCREW HEADED 3.5 12-50MM,"1,399","1,399",
3075,IMPLANT SCREW HEADED 4.0 14-60MM,"1,550","1,550",
3076,IMPLANT SCREW HEADLESS,"1,392","1,392",
3077,IMPLANT SCREW HEADLESS 2.5 10-36MM,"1,323","1,323",
3078,IMPLANT SCREW JONES 40-70MM,"3,478","3,478",
3079,IMPLANT SCREW LAG 8-30MM,938,938,
3080,IMPLANT SCREW LCK,"1,050","1,050",
3081,IMPLANT SCREW LCK 10-95MM STRYKR,"1,138","1,138",
3082,IMPLANT SCREW LCK 3.5 10-60MM,553,553,
3083,IMPLANT SCREW LCK 4.5 WM,"1,400","1,400",
3084,IMPLANT SCREW LCK CROSSPIN 1.7,632,632,
3085,IMPLANT SCREW LCK CROSSPIN 2.3,632,632,
3086,IMPLANT SCREW LCK STRDRV,483,483,
3087,IMPLANT SCREW LCK T7 8-50MM,"1,138","1,138",
3088,IMPLANT SCREW LISFRANC 3.7/4.5MM,"3,481","3,481",
3089,IMPLANT SCREW LOCK,643,643,
3090,IMPLANT SCREW LOCK 1.5-2.8 MEDRTIS,782,782,
3091,IMPLANT SCREW LOCK 4.0/5.0/6.0,924,924,
3092,IMPLANT SCREW LOCK 4.5/5.5,549,549,
3093,IMPLANT SCREW LOCK 4.5MM,549,549,
3094,IMPLANT SCREW LOCK 5.5MMX55MM,549,549,
3095,IMPLANT SCREW LOCK CORT 2.3MM,613,613,
3096,IMPLANT SCREW LOCK DUAL CORE 5.0,810,810,
3097,IMPLANT SCREW LOCK SELF TAP 3.5,519,519,
3098,IMPLANT SCREW LOCK SELFTAP 5.0,603,603,
3099,IMPLANT SCREW LOCK TRANSCONN,"1,584","1,584",
3100,IMPLANT SCREW LOCK/NONLOCK 8-60,87,87,
3101,IMPLANT SCREW LOCKING,"1,490","1,490",
3102,IMPLANT SCREW LOCKING 4.0/5.0,"1,287","1,287",
3103,IMPLANT SCREW LOCKING NCB,997,997,
3104,IMPLANT SCREW MATRIX 2.0 5-18MM,"1,387","1,387",
3105,IMPLANT SCREW MATRIX 2.4 5-18MM,583,583,
3106,IMPLANT SCREW MATRIX 3-18MM,439,439,
3107,IMPLANT SCREW MATRX MANDIBLE LCK SLF TAP 5-18MM,"1,144","1,144",
3108,IMPLANT SCREW MICRO ASNIS,"1,326","1,326",
3109,IMPLANT SCREW MILAGRO INTRFRNC,"1,633","1,633",
3110,IMPLANT SCREW MILAGRO TAPERD,"1,901","1,901",
3111,IMPLANT SCREW MTP/DARCO/ORLCK,638,638,
3112,IMPLANT SCREW MUC 4.3 14-60MM,"1,707","1,707",
3113,IMPLANT SCREW NCB 4.0 20-90MM,480,480,
3114,IMPLANT SCREW NCB 5.0 SELF TAP,762,762,
3115,IMPLANT SCREW NONLCK CORT 3.5,205,205,
3116,IMPLANT SCREW NONTOGGLING CORT,613,613,
3117,IMPLANT SCREW PART THREAD MAS,"3,249","3,249",
3118,IMPLANT SCREW PEDICLE REVERE,"3,196","3,196",
3119,IMPLANT SCREW PEEK,"2,568","2,568",
3120,IMPLANT SCREW PLATE GAP RESTOR,832,832,
3121,IMPLANT SCREW PLATE LCK 8-30MM,"1,347","1,347",
3122,IMPLANT SCREW POLYAXIAL,"3,558","3,558",
3123,IMPLANT SCREW POLYAXIAL 4.0FT,549,549,
3124,IMPLANT SCREW POLYAXIAL 5.5,549,549,
3125,IMPLANT SCREW POLYAXIAL ELLIPSE,"3,675","3,675",
3126,IMPLANT SCREW POLYAXL LCK 2.5MM,585,585,
3127,IMPLANT SCREW RECON 5.0 W/T25 50-125MM,"1,432","1,432",
3128,IMPLANT SCREW RECON 6.5 T25,"1,545","1,545",
3129,IMPLANT SCREW RETAINR 3.5/4.5,"1,099","1,099",
3130,IMPLANT SCREW SET,490,490,
3131,IMPLANT SCREW SF DRILL SCHANZ,783,783,
3132,IMPLANT SCREW SGL/INNER,582,582,
3133,IMPLANT SCREW SKY/AEGIS/UNI/EGL,"1,329","1,329",
3134,IMPLANT SCREW SLF DRILL 1.85 MATRIX WAVE,610,610,
3135,IMPLANT SCREW SLF DRILL 12-50MM,"1,313","1,313",
3136,IMPLANT SCREW SLF DRILL 4.2,"1,628","1,628",
3137,IMPLANT SCREW SLF DRILLNG 8/12MM,"3,549","3,549",
3138,IMPLANT SCREW SLF TAP 2.7 8-70MM,443,443,
3139,IMPLANT SCREW SLF TAP COMP 4.5,348,348,
3140,IMPLANT SCREW SLF TAP LCK 4.5,607,607,
3141,IMPLANT SCREW SNAP OFF 2.0 11-13MM,"1,508","1,508",
3142,IMPLANT SCREW SPINAL BONE,"3,419","3,419",
3143,IMPLANT SCREW SPINAL MEDTRONIC,"3,191","3,191",
3144,IMPLANT SCREW SPINL,"2,721","2,721",
3145,IMPLANT SCREW STAYFUSE 879,"1,544","1,544",
3146,IMPLANT SCREW SYNAPSE/AXON,"3,938","3,938",
3147,IMPLANT SCREW T2 CONDYL 5MM,"1,387","1,387",
3148,IMPLANT SCREW T2 LCK/COMP,"1,352","1,352",
3149,IMPLANT SCREW TENODESIS,"2,568","2,568",
3150,IMPLANT SCREW THREADED,757,757,
3151,IMPLANT SCREW THREADED 4.0,"1,153","1,153",
3152,IMPLANT SCREW THREADED 5MM,"1,615","1,615",
3153,IMPLANT SCREW TI LCK 4.0/5.0MM,744,744,
3154,IMPLANT SCREW TI MATRIX,"2,100","2,100",
3155,IMPLANT SCREW TITANM LCK 8-50MM,"1,244","1,244",
3156,IMPLANT SCREW TITNM MATRIX 8MM,"1,953","1,953",
3157,IMPLANT SCREW TORNIER,"1,325","1,325",
3158,IMPLANT SCREW UNI 48M,688,688,
3159,IMPLANT SCREW UNICORTICL 2.8MM,508,508,
3160,IMPLANT SCREW VA 2.7 T8 STARDRV,489,489,
3161,IMPLANT SCREW VA LOCKING 5DEG,"1,519","1,519",
3162,IMPLANT SCREW VALOR 5.0,"1,423","1,423",
3163,IMPLANT SCREW VERSE DS,"4,225","4,225",
3164,IMPLANT SCREW VIPER 4.35-9.00 20-55MM,900,900,
3165,IMPLANT SCREW ZERO P 5-12MM,"9,425","9,425",
3166,IMPLANT SCREW ZERO P DRILL/TAP,"2,199","2,199",
3167,IMPLANT SCREWDRIVER TIP 3.5MM,757,757,
3168,IMPLANT SHOULDER BASEPLATE,"9,698","9,698",
3169,IMPLANT SHOULDER GLENOD BASEPLT,"4,050","4,050",
3170,IMPLANT SHOULDER GLENOID,"11,700","11,700",
3171,IMPLANT SHOULDER GLENOID 2225,"10,345","10,345",
3172,IMPLANT SHOULDER GLENOID M35 PERFORM,"4,195","4,195",
3173,IMPLANT SHOULDER GLENOSPHERE,"6,559","6,559",
3174,IMPLANT SHOULDER GUIDEPIN 2-5MM,"1,460","1,460",
3175,IMPLANT SHOULDER HUM HEAD,"4,250","4,250",
3176,IMPLANT SHOULDER HUM HEAD 1700,"9,412","9,412",
3177,IMPLANT SHOULDER HUM STD REVRSD INSRT,"3,254","3,254",
3178,IMPLANT SHOULDER HUM STEM,"5,200","5,200",
3179,IMPLANT SHOULDER HUMERAL STEM,"5,850","5,850",
3180,IMPLANT SHOULDER HUMRL BEARING,"3,705","3,705",
3181,IMPLANT SHOULDER INSERT,"3,254","3,254",
3182,IMPLANT SHOULDER PEG GLENOID CORTILC,"4,195","4,195",
3183,IMPLANT SHOULDER PLATEFORM REVRSD FLEX,"3,544","3,544",
3184,IMPLANT SHOULDER REVRSD INSRT,"3,254","3,254",
3185,IMPLANT SHOULDER STEM BIPOLR UHR,"2,363","2,363",
3186,IMPLANT SHOULDER VERSA DIAL ADAPTR,"1,250","1,250",
3187,IMPLANT SHOULDER VRSA DL GLENOSPHR,"3,820","3,820",
3188,IMPLANT SHOULDR HUM STEM,"5,850","5,850",
3189,IMPLANT SINUS DISSLVBL,"3,938","3,938",
3190,IMPLANT SJ CARDIOMEMS PA SENSOR & DEL SYS CM2000,"58,500","58,500",
3191,IMPLANT SPACER,361,361,
3192,IMPLANT SPACER INTERBODY,"3,719","3,719",
