PROC #,Procedure Description,IP Price,OP Price,Note (*)
2908,IMPLANT SCREW,515.5,515.5,
2909,IMPLANT SCREW 1.2 SELF TAP,463.5,463.5,
2910,IMPLANT SCREW 1.4 EMER 3/5 MM,484,484,
2911,IMPLANT SCREW 1.4 EMERG 3-9MM,480,480,
2912,IMPLANT SCREW 1.5 COR SELF TAP 6-24,167,167,
2913,IMPLANT SCREW 1.5/2.0 COR 6-46MM,139,139,
2914,IMPLANT SCREW 1.5/2.0 COR SELF TAP,155.5,155.5,
2915,IMPLANT SCREW 1.5-6.5 6-110MM,259,259,
2916,IMPLANT SCREW 1.5X18/20MM,619,619,
2917,IMPLANT SCREW 1.7 SELF TAP 3-12 MM,394.5,394.5,
2918,IMPLANT SCREW 1.9 EMERGENCY,433,433,
2919,IMPLANT SCREW 100,354,354,
2920,IMPLANT SCREW 1000,4387.5,4387.5,
2921,IMPLANT SCREW 1100,1747,1747,
2922,IMPLANT SCREW 12.7 LAG 50-145MM,1795.5,1795.5,
2923,IMPLANT SCREW 125,442.5,442.5,
2924,IMPLANT SCREW 13/14/15MM,1342.5,1342.5,
2925,IMPLANT SCREW 150,594,594,
2926,IMPLANT SCREW 15-35MM INTRAFIX,1501,1501,
2927,IMPLANT SCREW 1675,3252,3252,
2928,IMPLANT SCREW 175,719,719,
2929,IMPLANT SCREW 2.0 6-8MM SELF DRILLING,448,448,
2930,IMPLANT SCREW 2.0 CORTEX SELF TAP,169.5,169.5,
2931,IMPLANT SCREW 2.0 CROSS PIN 4-16MM,373.5,373.5,
2932,IMPLANT SCREW 2.0 CROSS PIN SELF TAP,590.5,590.5,
2933,IMPLANT SCREW 2.0 FINE PITCH 4-8MM,1144,1144,
2934,IMPLANT SCREW 2.3 CROSS PIN 6-18MM,456.5,456.5,
2935,IMPLANT SCREW 2.4 9-40MM,2530.5,2530.5,
2936,IMPLANT SCREW 2.4 CORTEX 6-60MM,269.5,269.5,
2937,IMPLANT SCREW 2.7 5-18MM EMER SLF TAPPING,486,486,
2938,IMPLANT SCREW 2.7 COR SELF TAP 10-60,184.5,184.5,
2939,IMPLANT SCREW 2.7 CORTEX 6-55,157.5,157.5,
2940,IMPLANT SCREW 2.7/3.0/3.5NL HEXALB,512.5,512.5,
2941,IMPLANT SCREW 2.7/3.5 6-45MM,484.5,484.5,
2942,IMPLANT SCREW 2.7/3.5 LOCK CORT 8/65MM,708,708,
2943,IMPLANT SCREW 2.9 8-18 LOCKING SLF TAPPING,638.5,638.5,
2944,IMPLANT SCREW 200,619,619,
2945,IMPLANT SCREW 225,953.5,953.5,
2946,IMPLANT SCREW 24MM,2772,2772,
2947,IMPLANT SCREW 250,474,474,
2948,IMPLANT SCREW 275,956.5,956.5,
2949,IMPLANT SCREW 3.0 10-40MM,1410,1410,
2950,IMPLANT SCREW 3.0/3.5 HEXALOBE,856.5,856.5,
2951,IMPLANT SCREW 3.0/3.5 LCK HEXALB,1037.5,1037.5,
2952,IMPLANT SCREW 3.5 COR 10-60MM,70.5,70.5,
2953,IMPLANT SCREW 3.5 CORTEX 40-125,117.5,117.5,
2954,IMPLANT SCREW 3.5 STARDR CORTX,244.5,244.5,
2955,IMPLANT SCREW 3.5/4.0,1342.5,1342.5,
2956,IMPLANT SCREW 3.5/4.0/4.5 10-20MM,1418,1418,
2957,IMPLANT SCREW 300,1172,1172,
2958,IMPLANT SCREW 315,1137.5,1137.5,
2959,IMPLANT SCREW 325,1062.5,1062.5,
2960,IMPLANT SCREW 375,1382,1382,
2961,IMPLANT SCREW 4. CORTEX 76-145MM,169,169,
2962,IMPLANT SCREW 4.0 10-100MM,259,259,
2963,IMPLANT SCREW 4.0 14-60MM,1382,1382,
2964,IMPLANT SCREW 4.0 CAN 10-72MM,1598,1598,
2965,IMPLANT SCREW 4.0 CAN PT 10-60MM,83.5,83.5,
2966,IMPLANT SCREW 4.0 COR 14-70MM,126,126,
2967,IMPLANT SCREW 4.0 COR 70-100 SELF TAP,224.5,224.5,
2968,IMPLANT SCREW 4.0 LONG/SHRT THRD,1344,1344,
2969,IMPLANT SCREW 4.0/4.5 10-20MM,1462.5,1462.5,
2970,IMPLANT SCREW 4.0/5.0 LCK 18-100MM,945,945,
2971,IMPLANT SCREW 4.0-10.5 TITANM,3272.5,3272.5,
2972,IMPLANT SCREW 4.5 CORTEX 14-72MM,102.5,102.5,
2973,IMPLANT SCREW 4.5 MULTILOC,1128,1128,
2974,IMPLANT SCREW 4.5 SHAFT 22-40 MM,82,82,
2975,IMPLANT SCREW 4.5 SHAFT 42-72MM,91.5,91.5,
2976,IMPLANT SCREW 40,362.5,362.5,
2977,IMPLANT SCREW 400,1614.5,1614.5,
2978,IMPLANT SCREW 425,1251.5,1251.5,
2979,IMPLANT SCREW 450,1164.5,1164.5,
2980,IMPLANT SCREW 475,1811.5,1811.5,
2981,IMPLANT SCREW 5.0 LCKNG SLF TPNG/DRILLNG,885,885,
2982,IMPLANT SCREW 5.0 PERIPROSTHETIC NONSTER,876,876,
2983,IMPLANT SCREW 5.0 PERIPROSTHETIC STER,1077,1077,
2984,IMPLANT SCREW 5.5 LONG/SHRT THRD,1417.5,1417.5,
2985,IMPLANT SCREW 50,197.5,197.5,
2986,IMPLANT SCREW 500,2074,2074,
2987,IMPLANT SCREW 550,2047.5,2047.5,
2988,IMPLANT SCREW 6.5 20-35MM VARBL,1289,1289,
2989,IMPLANT SCREW 6.5 CAN BONE 20-80,156.5,156.5,
2990,IMPLANT SCREW 6.5/7.3 20-180MM,1071,1071,
2991,IMPLANT SCREW 60,202,202,
2992,IMPLANT SCREW 600,2357.5,2357.5,
2993,IMPLANT SCREW 650,2415,2415,
2994,IMPLANT SCREW 675,1513.5,1513.5,
2995,IMPLANT SCREW 7.0,3315,3315,
2996,IMPLANT SCREW 7.0 DARCO/CHAR,3629.5,3629.5,
2997,IMPLANT SCREW 7.0 LONG/SHRT THRD,1540.5,1540.5,
2998,IMPLANT SCREW 7.3 CANN LCK 20-95MM,1203,1203,
2999,IMPLANT SCREW 70,159.5,159.5,
3000,IMPLANT SCREW 730,1696,1696,
3001,IMPLANT SCREW 750,2326,2326,
3002,IMPLANT SCREW 80,351.5,351.5,
3003,IMPLANT SCREW 850,3418.5,3418.5,
3004,IMPLANT SCREW 90,366.5,366.5,
3005,IMPLANT SCREW 900,1342.5,1342.5,
3006,IMPLANT SCREW 950,3867.5,3867.5,
3007,IMPLANT SCREW ANCHRGE LCK 10-40,1247,1247,
3008,IMPLANT SCREW ANCHRGE STD 10-40,857.5,857.5,
3009,IMPLANT SCREW ASNIS MICRO 3.0,1325.5,1325.5,
3010,IMPLANT SCREW BIOCOMPOSITE,1469,1469,
3011,IMPLANT SCREW BONE,600,600,
3012,IMPLANT SCREW BONE 1.2 4-20MM,548,548,
3013,IMPLANT SCREW BONE 12-20MM,1383.5,1383.5,
3014,IMPLANT SCREW BONE 2.7 8-50MM,520.5,520.5,
3015,IMPLANT SCREW BONE 3.5 10-70,573,573,
3016,IMPLANT SCREW BONE 4.5/6.5,625,625,
3017,IMPLANT SCREW BONE ALL SZ,719,719,
3018,IMPLANT SCREW BONE CRANIAL SLF DRILL,533,533,
3019,IMPLANT SCREW BONE CROSSPIN 1.7,548,548,
3020,IMPLANT SCREW BONE CROSSPIN 2.3,548,548,
3021,IMPLANT SCREW BONE MICRO ACUTRK,2772,2772,
3022,IMPLANT SCREW BONE MICRO MINI STAND,2520,2520,
3023,IMPLANT SCREW BONE SELF TAP,565.5,565.5,
3024,IMPLANT SCREW CANCELL 10-100MM,783,783,
3025,IMPLANT SCREW CANN 40-130MM,1558,1558,
3026,IMPLANT SCREW CANN 8.0 40-130,1558,1558,
3027,IMPLANT SCREW CANN COMP 2.2/3,1764,1764,
3028,IMPLANT SCREW CANN LOCK 3.7 10-95MM,789,789,
3029,IMPLANT SCREW CANN TITANM/SS,1190,1190,
3030,IMPLANT SCREW CANNULATD 4.0,2252.5,2252.5,
3031,IMPLANT SCREW CANNULATD 5.0,2252.5,2252.5,
3032,IMPLANT SCREW CANNULATD DS,1071,1071,
3033,IMPLANT SCREW CLAW II,1375.5,1375.5,
3034,IMPLANT SCREW CLS 1,78.5,78.5,
3035,IMPLANT SCREW CLS 10,684,684,
3036,IMPLANT SCREW CLS 13,752.5,752.5,
3037,IMPLANT SCREW CLS 14,890.5,890.5,
3038,IMPLANT SCREW CLS 17,1062.5,1062.5,
3039,IMPLANT SCREW CLS 2,169,169,
3040,IMPLANT SCREW CLS 3,246.5,246.5,
3041,IMPLANT SCREW CLS 5,369,369,
3042,IMPLANT SCREW CLS 6,428,428,
3043,IMPLANT SCREW CLS 8,519,519,
3044,IMPLANT SCREW CLS 9,531.5,531.5,
3045,IMPLANT SCREW COMP,2310,2310,
3046,IMPLANT SCREW CORTCL 3.5 8-18MM,452.5,452.5,
3047,IMPLANT SCREW CORTCL 3.5X30-34,209,209,
3048,IMPLANT SCREW CORTEX 4.5,102.5,102.5,
3049,IMPLANT SCREW CORTEX SELF TAP,102,102,
3050,IMPLANT SCREW CORTEX/CORTICAL,532.5,532.5,
3051,IMPLANT SCREW CORTICAL 3.5 10-20MM,516.5,516.5,
3052,IMPLANT SCREW CORTICAL 3.5 10-28MM,147.5,147.5,
3053,IMPLANT SCREW CORTICAL 3.5 LOPRO,357,357,
3054,IMPLANT SCREW CORTICAL 4.5 14-70MM,210,210,
3055,IMPLANT SCREW CORTX SLF-TPNG 1.3,369,369,
3056,IMPLANT SCREW CORTX SLF-TPNG 2.4,386.5,386.5,
3057,IMPLANT SCREW DANEK 3027,4032,4032,
3058,IMPLANT SCREW DARCO HEADED 6.5,2294.5,2294.5,
3059,IMPLANT SCREW DBL LEAD CORT 5.0,1275,1275,
3060,IMPLANT SCREW DEPUY SPINE,3662,3662,
3061,IMPLANT SCREW EAGL/SKY/UNI 10-26,1328.5,1328.5,
3062,IMPLANT SCREW EMERG 2.5 6-12MM,548,548,
3063,IMPLANT SCREW EMERG STRYKER,548,548,
3064,IMPLANT SCREW EXPEDIUM,4292,4292,
3065,IMPLANT SCREW FIXATION,1963,1963,
3066,IMPLANT SCREW FIXD LCK 4.75MM,552.5,552.5,
3067,IMPLANT SCREW FIXED/VAR 20-50MM,2305.5,2305.5,
3068,IMPLANT SCREW FIXOS/SNAPOFF,1922,1922,
3069,IMPLANT SCREW FRS 2.5 10-34MM,1001.5,1001.5,
3070,IMPLANT SCREW GEMINUS HOOK PLT,365.5,365.5,
3071,IMPLANT SCREW HEADED 2.0 10-24MM,1081.5,1081.5,
3072,IMPLANT SCREW HEADED 2.5 10-36MM,1137.5,1137.5,
3073,IMPLANT SCREW HEADED 3.0 10-40MM,1175,1175,
3074,IMPLANT SCREW HEADED 3.5 12-50MM,1399,1399,
3075,IMPLANT SCREW HEADED 4.0 14-60MM,1550,1550,
3076,IMPLANT SCREW HEADLESS,1391.5,1391.5,
3077,IMPLANT SCREW HEADLESS 2.5 10-36MM,1323,1323,
3078,IMPLANT SCREW JONES 40-70MM,3477.5,3477.5,
3079,IMPLANT SCREW LAG 8-30MM,938,938,
3080,IMPLANT SCREW LCK,1050,1050,
3081,IMPLANT SCREW LCK 10-95MM STRYKR,1137.5,1137.5,
3082,IMPLANT SCREW LCK 3.5 10-60MM,552.5,552.5,
3083,IMPLANT SCREW LCK 4.5 WM,1400,1400,
3084,IMPLANT SCREW LCK CROSSPIN 1.7,632,632,
3085,IMPLANT SCREW LCK CROSSPIN 2.3,632,632,
3086,IMPLANT SCREW LCK STRDRV,483,483,
3087,IMPLANT SCREW LCK T7 8-50MM,1137.5,1137.5,
3088,IMPLANT SCREW LISFRANC 3.7/4.5MM,3481,3481,
3089,IMPLANT SCREW LOCK,643,643,
3090,IMPLANT SCREW LOCK 1.5-2.8 MEDRTIS,781.5,781.5,
3091,IMPLANT SCREW LOCK 4.0/5.0/6.0,924,924,
3092,IMPLANT SCREW LOCK 4.5/5.5,548.5,548.5,
3093,IMPLANT SCREW LOCK 4.5MM,548.5,548.5,
3094,IMPLANT SCREW LOCK 5.5MMX55MM,548.5,548.5,
3095,IMPLANT SCREW LOCK CORT 2.3MM,612.5,612.5,
3096,IMPLANT SCREW LOCK DUAL CORE 5.0,810,810,
3097,IMPLANT SCREW LOCK SELF TAP 3.5,519,519,
3098,IMPLANT SCREW LOCK SELFTAP 5.0,603,603,
3099,IMPLANT SCREW LOCK TRANSCONN,1584,1584,
3100,IMPLANT SCREW LOCK/NONLOCK 8-60,87,87,
3101,IMPLANT SCREW LOCKING,1489.5,1489.5,
3102,IMPLANT SCREW LOCKING 4.0/5.0,1286.5,1286.5,
3103,IMPLANT SCREW LOCKING NCB,996.5,996.5,
3104,IMPLANT SCREW MATRIX 2.0 5-18MM,1386.5,1386.5,
3105,IMPLANT SCREW MATRIX 2.4 5-18MM,582.5,582.5,
3106,IMPLANT SCREW MATRIX 3-18MM,438.5,438.5,
3107,IMPLANT SCREW MATRX MANDIBLE LCK SLF TAP 5-18MM,1144,1144,
3108,IMPLANT SCREW MICRO ASNIS,1325.5,1325.5,
3109,IMPLANT SCREW MILAGRO INTRFRNC,1633,1633,
3110,IMPLANT SCREW MILAGRO TAPERD,1900.5,1900.5,
3111,IMPLANT SCREW MTP/DARCO/ORLCK,637.5,637.5,
3112,IMPLANT SCREW MUC 4.3 14-60MM,1706.5,1706.5,
3113,IMPLANT SCREW NCB 4.0 20-90MM,480,480,
3114,IMPLANT SCREW NCB 5.0 SELF TAP,761.5,761.5,
3115,IMPLANT SCREW NONLCK CORT 3.5,205,205,
3116,IMPLANT SCREW NONTOGGLING CORT,612.5,612.5,
3117,IMPLANT SCREW PART THREAD MAS,3248.5,3248.5,
3118,IMPLANT SCREW PEDICLE REVERE,3196,3196,
3119,IMPLANT SCREW PEEK,2567.5,2567.5,
3120,IMPLANT SCREW PLATE GAP RESTOR,831.5,831.5,
3121,IMPLANT SCREW PLATE LCK 8-30MM,1347,1347,
3122,IMPLANT SCREW POLYAXIAL,3557.5,3557.5,
3123,IMPLANT SCREW POLYAXIAL 4.0FT,548.5,548.5,
3124,IMPLANT SCREW POLYAXIAL 5.5,548.5,548.5,
3125,IMPLANT SCREW POLYAXIAL ELLIPSE,3675,3675,
3126,IMPLANT SCREW POLYAXL LCK 2.5MM,585,585,
3127,IMPLANT SCREW RECON 5.0 W/T25 50-125MM,1431.5,1431.5,
3128,IMPLANT SCREW RECON 6.5 T25,1545,1545,
3129,IMPLANT SCREW RETAINR 3.5/4.5,1098.5,1098.5,
3130,IMPLANT SCREW SET,490,490,
3131,IMPLANT SCREW SF DRILL SCHANZ,783,783,
3132,IMPLANT SCREW SGL/INNER,581.5,581.5,
3133,IMPLANT SCREW SKY/AEGIS/UNI/EGL,1328.5,1328.5,
3134,IMPLANT SCREW SLF DRILL 1.85 MATRIX WAVE,609.5,609.5,
3135,IMPLANT SCREW SLF DRILL 12-50MM,1312.5,1312.5,
3136,IMPLANT SCREW SLF DRILL 4.2,1627.5,1627.5,
3137,IMPLANT SCREW SLF DRILLNG 8/12MM,3549,3549,
3138,IMPLANT SCREW SLF TAP 2.7 8-70MM,442.5,442.5,
3139,IMPLANT SCREW SLF TAP COMP 4.5,348,348,
3140,IMPLANT SCREW SLF TAP LCK 4.5,606.5,606.5,
3141,IMPLANT SCREW SNAP OFF 2.0 11-13MM,1507.5,1507.5,
3142,IMPLANT SCREW SPINAL BONE,3418.5,3418.5,
3143,IMPLANT SCREW SPINAL MEDTRONIC,3190.5,3190.5,
3144,IMPLANT SCREW SPINL,2721,2721,
3145,IMPLANT SCREW STAYFUSE 879,1543.5,1543.5,
3146,IMPLANT SCREW SYNAPSE/AXON,3937.5,3937.5,
3147,IMPLANT SCREW T2 CONDYL 5MM,1387,1387,
3148,IMPLANT SCREW T2 LCK/COMP,1352,1352,
3149,IMPLANT SCREW TENODESIS,2567.5,2567.5,
3150,IMPLANT SCREW THREADED,757,757,
3151,IMPLANT SCREW THREADED 4.0,1153,1153,
3152,IMPLANT SCREW THREADED 5MM,1614.5,1614.5,
3153,IMPLANT SCREW TI LCK 4.0/5.0MM,744,744,
3154,IMPLANT SCREW TI MATRIX,2100,2100,
3155,IMPLANT SCREW TITANM LCK 8-50MM,1244,1244,
3156,IMPLANT SCREW TITNM MATRIX 8MM,1953,1953,
3157,IMPLANT SCREW TORNIER,1325,1325,
3158,IMPLANT SCREW UNI 48M,687.5,687.5,
3159,IMPLANT SCREW UNICORTICL 2.8MM,508,508,
3160,IMPLANT SCREW VA 2.7 T8 STARDRV,489,489,
3161,IMPLANT SCREW VA LOCKING 5DEG,1519,1519,
3162,IMPLANT SCREW VALOR 5.0,1423,1423,
3163,IMPLANT SCREW VERSE DS,4225,4225,
3164,IMPLANT SCREW VIPER 4.35-9.00 20-55MM,900,900,
3165,IMPLANT SCREW ZERO P 5-12MM,9425,9425,
3166,IMPLANT SCREW ZERO P DRILL/TAP,2199,2199,
3167,IMPLANT SCREWDRIVER TIP 3.5MM,756.5,756.5,
3168,IMPLANT SHOULDER BASEPLATE,9698,9698,
3169,IMPLANT SHOULDER GLENOD BASEPLT,4050,4050,
3170,IMPLANT SHOULDER GLENOID,11700,11700,
3171,IMPLANT SHOULDER GLENOID 2225,10345,10345,
3172,IMPLANT SHOULDER GLENOID M35 PERFORM,4195,4195,
3173,IMPLANT SHOULDER GLENOSPHERE,6558.5,6558.5,
3174,IMPLANT SHOULDER GUIDEPIN 2-5MM,1459.5,1459.5,
3175,IMPLANT SHOULDER HUM HEAD,4250,4250,
3176,IMPLANT SHOULDER HUM HEAD 1700,9412,9412,
3177,IMPLANT SHOULDER HUM STD REVRSD INSRT,3253.5,3253.5,
3178,IMPLANT SHOULDER HUM STEM,5200,5200,
3179,IMPLANT SHOULDER HUMERAL STEM,5850,5850,
3180,IMPLANT SHOULDER HUMRL BEARING,3705,3705,
3181,IMPLANT SHOULDER INSERT,3253.5,3253.5,
3182,IMPLANT SHOULDER PEG GLENOID CORTILC,4195,4195,
3183,IMPLANT SHOULDER PLATEFORM REVRSD FLEX,3544,3544,
3184,IMPLANT SHOULDER REVRSD INSRT,3253.5,3253.5,
3185,IMPLANT SHOULDER STEM BIPOLR UHR,2362.5,2362.5,
3186,IMPLANT SHOULDER VERSA DIAL ADAPTR,1249.5,1249.5,
3187,IMPLANT SHOULDER VRSA DL GLENOSPHR,3819.5,3819.5,
3188,IMPLANT SHOULDR HUM STEM,5850,5850,
3189,IMPLANT SINUS DISSLVBL,3937.5,3937.5,
3190,IMPLANT SJ CARDIOMEMS PA SENSOR & DEL SYS CM2000,58500,58500,
3191,IMPLANT SPACER,360.5,360.5,
3192,IMPLANT SPACER INTERBODY,3719,3719,
3193,IMPLANT SPACER REVERSED FRACTURE,4910.5,4910.5,
3194,IMPLANT SPINAL 6900,11375,11375,
3195,IMPLANT SPINAL CAGE,7556.5,7556.5,
3196,IMPLANT SPINAL CAGE 7000,16613,16613,
3197,IMPLANT SPINAL CAGE CLYD MEDTR,10725,10725,
3198,IMPLANT SPINAL CAGE SYN 11060,13455,13455,
3199,IMPLANT SPINAL CAGE SYN 12166,13455,13455,
3200,IMPLANT SPINAL CD CONNECTOR,3250,3250,
3201,IMPLANT SPINAL CONNECTOR DUAL,3427,3427,
3202,IMPLANT SPINAL CONNECTOR LATRL,3213,3213,
3203,IMPLANT SPINAL CORRECTN KEY,2100,2100,
3204,IMPLANT SPINAL FIXATION ROD,52500,52500,
3205,IMPLANT SPINAL FIXATN SYS,3190.5,3190.5,
3206,IMPLANT SPINAL HOOK,3058,3058,
3207,IMPLANT SPINAL HOOK 4.75 MEDTRONIC,2855,2855,
3208,IMPLANT SPINAL HOOK SYN 2054,3487.5,3487.5,
3209,IMPLANT SPINAL OPAL SPACER,13900.5,13900.5,
3210,IMPLANT SPINAL PLATE 1 LVL LUM,10322,10322,
3211,IMPLANT SPINAL PLATE 28 - 46MM,3755,3755,
3212,IMPLANT SPINAL PLATE 33-45MM,5764.5,5764.5,
3213,IMPLANT SPINAL PLATE 37-53MM,10322,10322,
3214,IMPLANT SPINAL PLATE ANT CERV,3940,3940,
3215,IMPLANT SPINAL PLATE CERV 2LVL,3612.5,3612.5,
3216,IMPLANT SPINAL PLATE CERV ANT 1LVL,3251.5,3251.5,
3217,IMPLANT SPINAL PLATE CERV ANT 2LVL,3910,3910,
3218,IMPLANT SPINAL PLATE VECTRA 1LVL,3359.5,3359.5,
3219,IMPLANT SPINAL POLYAXIAL HEAD,2441.5,2441.5,
3220,IMPLANT SPINAL PRODISC C,12289.5,12289.5,
3221,IMPLANT SPINAL ROD,1250,1250,
3222,IMPLANT SPINAL ROD 3.5/5.5 30-300MM,1031.5,1031.5,
3223,IMPLANT SPINAL ROD 3.5-6.0MM,1150,1150,
3224,IMPLANT SPINAL ROD 4.0 240MM,1916.5,1916.5,
3225,IMPLANT SPINAL ROD 5.5 CURV/STRGHT,1062.5,1062.5,
3226,IMPLANT SPINAL ROD 5.5 STR 31-500MM,1407.5,1407.5,
3227,IMPLANT SPINAL ROD HARD,1449,1449,
3228,IMPLANT SPINAL ROD MEDTR,1031.5,1031.5,
3229,IMPLANT SPINAL ROD PRECUT BENT,1031.5,1031.5,
3230,IMPLANT SPINAL ROD SEXTANT,1407.5,1407.5,
3231,IMPLANT SPINAL ROD VIPER/MIS,1587,1587,
3232,IMPLANT SPINAL SCREW,2787,2787,
3233,IMPLANT SPINAL SCREW DYNESYS,9901,9901,
3234,IMPLANT SPINAL SCREW FIX ANGLE,1462.5,1462.5,
3235,IMPLANT SPINAL SET SCREW MEDTR,515.5,515.5,
3236,IMPLANT SPINAL SPACER,3428,3428,
3237,IMPLANT SPINAL SPACER 11-21MM,21612.5,21612.5,
3238,IMPLANT SPINAL SPACER MEDT,14190,14190,
3239,IMPLANT SPINAL SPACER SYNTHES,3458.5,3458.5,
3240,IMPLANT SPINAL SPACR,3790,3790,
3241,IMPLANT SPINAL SPACR CALIBER,16250,16250,
3242,IMPLANT SPINAL SPACR COLONIAL,3612.5,3612.5,
3243,IMPLANT SPINAL SPACR GM,16250,16250,
3244,IMPLANT SPINAL SPACR LORDOTIC LRG 6MM,3800,3800,
3245,IMPLANT SPINAL SPACR MEDTR,3790,3790,
3246,IMPLANT SPINAL SPACR PERIMETR,6703,6703,
3247,IMPLANT SPINAL SPACR RISE,16250,16250,
3248,IMPLANT SPINAL STIMULATR,51000,51000,
3249,IMPLANT SPINAL TRANSCONNECTOR,3744.5,3744.5,
3250,IMPLANT SPINAL ZERO P,9425,9425,
3251,IMPLANT SPINE DOMINO,3646.5,3646.5,
3252,IMPLANT SPINE EXPND INTERBODY DEV,14700,14700,
3253,IMPLANT SPINE XMESH EXPDL CAGE,12886,12886,
3254,IMPLANT SPINL CAGE ACCULIF,11127,11127,
3255,IMPLANT SPINL SPACR LORDOTC 5-12,3421.5,3421.5,
3256,IMPLANT SPINL SPACR LORDOTIC,3458.5,3458.5,
3257,IMPLANT SPIRAL BLADE,2185,2185,
3258,IMPLANT STABILIZR ELBOW,30062.5,30062.5,
3259,IMPLANT STANDARD INSERT 36/42 6-12MM,3253.5,3253.5,
3260,IMPLANT STANDARD POST 25X15MM,4020.5,4020.5,
3261,IMPLANT STAPLE COMPRESSION,3120,3120,
3262,IMPLANT STAPLE FIXATN,4322.5,4322.5,
3263,IMPLANT STAPLE REINFRCMNT,1074,1074,
3264,IMPLANT STENT COVRD,7832.5,7832.5,
3265,IMPLANT STENT ENDOPROS W/HEPRN,11372,11372,
3266,IMPLANT STENT GRAFT,8567,8567,
3267,IMPLANT STENT ILIAC PREMNTD,3656.5,3656.5,
3268,IMPLANT STENT VASCULAR,4761.5,4761.5,
3269,IMPLANT SUTURE ANCHOR JUGGRKNT,2310,2310,
3270,IMPLANT SUTURE BUTTON,581.5,581.5,
3271,IMPLANT SUTURE ENDO SYSTEM,3734.5,3734.5,
3272,IMPLANT SYS AC REPAIR,3656.5,3656.5,
3273,IMPLANT SYS LIGAMENT REPAIR,3494,3494,
3274,IMPLANT SYS OSTEO PLATE,2730,2730,
3275,IMPLANT SYSTEM BIOCOMPOSITE ACHILLES,6484,6484,
3276,IMPLANT SYSTEM SPEEDBRIDGE,5655,5655,
3277,IMPLANT TALAR DOME,17140.5,17140.5,
3278,IMPLANT TENDON TIBIAL POSTERIOR,4551,4551,
3279,IMPLANT TESTICULAR PROSTHESIS,6207.5,6207.5,
3280,IMPLANT TIBIAL AUG BLOCK 5 10 MM,7524.5,7524.5,
3281,IMPLANT TIBIAL TENDON ANTERIOR,5269,5269,
3282,IMPLANT TIBIAL TRABECULAR CONE,12335.5,12335.5,
3283,IMPLANT TIGHTROPE EXTENDER,1350,1350,
3284,IMPLANT TISS BIO A SYN,2515,2515,
3285,IMPLANT TISS DONR WHOLE SCLERA,3379,3379,
3286,IMPLANT TISS EVANS WEDGE,6581.5,6581.5,
3287,IMPLANT TISS EXPANDR CPX4 W/TAB,3900,3900,
3288,IMPLANT TISSUE COTTON WEDGE,5265,5265,
3289,IMPLANT TISSUE DONOR OSTEOTOMY,5265,5265,
3290,IMPLANT TISSUE EXPANDER,3737.5,3737.5,
3291,IMPLANT TISSUE EXPANDR 1600,5119,5119,
3292,IMPLANT TISSUE EXPANDR MENTR,5687.5,5687.5,
3293,IMPLANT TNDN SEMITNDNS,3916.5,3916.5,
3294,IMPLANT TNDN TIBIAL ANT,4930.5,4930.5,
3295,IMPLANT TOE JNT ARTICULR COMP,7295.5,7295.5,
3296,IMPLANT TOE JNT METATARSAL,6899,6899,
3297,IMPLANT TOE JNT PHALANGEAL,6095,6095,
3298,IMPLANT TOE METATARSAL 10-40,3355,3355,
3299,IMPLANT TOE METATRSPHALNGL,2604,2604,
3300,IMPLANT TOE PROX PHALANG 10-40,6292,6292,
3301,IMPLANT TOGGLE LOC,3802.5,3802.5,
3302,IMPLANT TRANSSPHENOIDAL SELLAR,5244.5,5244.5,
3303,IMPLANT TROCHANTRC REATTCH DEV W/CBL,4384.5,4384.5,
3304,IMPLANT TUBE JONES LACRIMAL,431,431,
3305,IMPLANT TULIP HEAD,3412.5,3412.5,
3306,IMPLANT TUNNELED INTRATHECAL CATH,5152,5152,
3307,IMPLANT TVT EXACT GYNECARE,3520.5,3520.5,
3308,IMPLANT ULNAR CAP SML,3464,3464,
3309,IMPLANT ULNAR STEM,6299.5,6299.5,
3310,IMPLANT ULNAR STEM STD/SHORT,6659.5,6659.5,
3311,IMPLANT VAGINAL SUPPORT SYS UPHOLD LITE,6917.5,6917.5,
3312,IMPLANT VALVE,7950,7950,
3313,IMPLANT VALVE 9MM,10350,10350,
3314,IMPLANT VASCULAR PLUG AMPLATZR,2034.5,2034.5,
3315,IMPLANT VOCAL CORD PROLARYN,3019,3019,
3316,IMPLANT VOICE PROS,5326.5,5326.5,
3317,IMPLANT WASHER,534,534,
3318,IMPLANT WASHER 100,570,570,
3319,IMPLANT WASHER 225,254,254,
3320,IMPLANT WASHER 40,128,128,
3321,IMPLANT WEDGE EVANS 8-12MM,3490.5,3490.5,
3322,IMPLANT WIRE CERCLAGE 175MM PRECUT,837.5,837.5,
3323,IMPLANT WIRE COMP THREAD,251,251,
3324,IMPLANT X-FUSE LRG/XLRG STRYKR,3705,3705,
3325,IMPLANT XPORT DUO 0607675,2350,2350,
3326,IMPLAT GRAFT ANCILLARY,21784,21784,
3327,IMRT PLANNING,5420,5420,
3328,INC/REPL SPINE NSTIM PG/RCVR,6606,6606,
3329,INCISION/REMOVAL FOREIGN BODY,385.5,385.5,
3330,INCISOR PLUS ROTARY MORCELLATOR 2.9 TRUCLEAR,3302,3302,
3331,INDEFLATOR,647,647,
3332,INDIRECT TITER EA AB REFERENCE,905,517,
3333,INFECT AGENT ANTIGEN DET,152.5,87,
