'Procedure ID','Description','Amount'
'57211','TC99M EXAMETAZM DX 25MCI','3501.00'
'57212','I131 SOD IOD CAP DX MCI ','302.00'
'57215','STRONTIUM SR89 CL TX MCI','19799.00'
'57255','LEUT RELEASING FACT LRH ','453.00'
'57324','BORDETELL PARAPERTUS AMP','379.00'
'57327','HSV1/2 AMP PROBE        ','872.00'
'57490','CD8 FC ADD              ','19.00'
'57500','CD 10 ADD               ','19.00'
'57502','CD 117 ADD              ','19.00'
'57507','CD 11B ADD              ','19.00'
'57509','CD 13 ADD               ','19.00'
'57517','CD 16 ADD               ','19.00'
'57518','CD 19 ADD               ','19.00'
'57522','CD 20 ADD               ','19.00'
'57526','CD 24 ADD               ','195.00'
'57533','CD 3 ADD                ','19.00'
'57536','CD 33 ADD               ','19.00'
'57537','CD 34 ADD               ','19.00'
'57541','CD 38 ADD               ','19.00'
'57546','CD 45 ADD               ','19.00'
'57548','CD 5 ADD                ','19.00'
'57552','CD 56 ADD               ','19.00'
'57553','CD 57 ADD               ','19.00'
'57560','CD 64 ADD               ','19.00'
'57563','CD 7 ADD                ','19.00'
'57574','CD14 ADD                ','19.00'
'57582','CELL MRK HLADR ADD      ','19.00'
'57587','CELL MRK KAPPA ADD      ','19.00'
'57588','CELL MRK LAMBDA ADD     ','19.00'
'57601','FC ADD                  ','19.00'
'57613','CELL MARKER CD2 ADD     ','19.00'
'57640','VENIPUNCTURE            ','46.00'
'57650','PROC CAT 3              ','3370.00'
'57651','PROC CAT 4              ','5215.00'
'57675','ELASTASE PANCREAT QL    ','1009.00'
'57677','LACTOFERRIN STOOL IA QL ','132.00'
'57686','PROTEIN ELECTRO URINE   ','300.00'
'57692','IMMUNOFIX ELECTRO UR    ','271.00'
'57700','M A ER IHC AB QT/SQT MAN','102.00'
'57704','M A PR IHC AB QT/SQT MAN','102.00'
'57721','CD 10 ADD               ','260.00'
'57722','CD 117 ADD              ','260.00'
'57724','CD 13 ADD               ','260.00'
'57726','CD 19 ADD               ','260.00'
'57727','CD 20 ADD               ','260.00'
'57731','CD 3 ADD                ','260.00'
'57733','CD 33 ADD               ','260.00'
'57734','CD 34 ADD               ','260.00'
'57736','CD 45 ADD               ','260.00'
'57742','CD 7 ADD                ','260.00'
'57743','CD 71 ADD               ','260.00'
'57745','CD14 ADD                ','260.00'
'57747','CELL MRK HLADR ADD      ','260.00'
'57767','STREP PNEUMO AB TYPE 1  ','141.00'
'57769','STREP PNEUMO AB TYPE 3  ','141.00'
'57771','STREP PNEUMO AB TYPE 4  ','141.00'
'57772','STREP PNEUMO AB TYPE 9  ','141.00'
'57773','STREP PNEUMO AB TYPE 12 ','141.00'
'57774','STREP PNEUMO AB TYPE 14 ','141.00'
'57775','STREP PNEUMO AB TYPE 19 ','141.00'
'57776','STREP PNEUMO AB TYPE 23 ','141.00'
'57777','STREP PNEUMO AB TYPE 26 ','141.00'
'57778','STREP PNEUMO AB TYPE 51 ','141.00'
'57779','STREP PNEUMO AB TYPE 56 ','141.00'
'57780','STREP PNEUMO AB TYPE 57 ','141.00'
'57783','STREP PNEUMO AB TYPE 8  ','141.00'
'57872','STREP PNEUMO AB TYPE 68 ','141.00'
'57875','NEG PRESSRE 50CM OR < PT','380.00'
'57941','ADMIN INFLUENZA VACCINE ','70.00'
'57942','ADMIN PNEUMOCOCCAL VAC  ','60.00'
'58008','NDL BX/EXC LYMPH NODE   ','1988.00'
'58067','N TELOPEPTIDE SERUM     ','238.00'
'58153','PROTEIN S FUNCTIONAL    ','204.00'
'58225','PLASMA FRZ WITHIN 24 HRS','554.00'
'58263','T SACCHARI              ','110.00'
'58326','TRYPAN BLUE 0.06% SYR   ','348.00'
'58354','TROSPIUM 20MG TAB       ','25.00'
'58406','DARIFENACIN 7.5MG SATAB ','44.00'
'58407','DOCOSANOL 10% 2GM CR    ','92.00'
'58409','SOLIFENACIN 5MG TAB     ','46.00'
'58411','DAPTOMYCIN 1 MG INJ     ','6.00'
'58460','POTASSIUM ACETATE 2MEQ  ','108.00'
'58464','SODIUM ACETATE 2MEQ     ','95.00'
'58472','FENTANYL 12MCG/HR PAT   ','147.00'
'58828','MAMMO DIAG CAD BI       ','615.00'
'58830','MAMMO DIAG CAD BI       ','615.00'
'58831','MAMMO DIAG CAD UNI LT   ','415.00'
'58832','MAMMO DIAG CAD UNI LT   ','415.00'
'58833','MAMMO DIAG CAD UNI RT   ','415.00'
'58834','MAMMO DIAG CAD UNI RT   ','415.00'
'58836','MAMMO SCR CAD BI        ','378.00'
'58837','MAMMO SCR CAD UNI       ','378.00'
'58838','MAMMO SCR CAD UNI       ','378.00'
'58859','XR FLUORO FOR SPINE INJ ','1212.00'
'58860','XR FLUORO NDL           ','723.00'
'58862','DXA BONE DENSITY AXIAL  ','1099.00'
'58870','XR BONE AGE STUDIES     ','498.00'
'58871','XR BONE LENGTH STUDIES  ','771.00'
'58872','XR BONE SURVEY COMP     ','679.00'
'58874','XR BONE SURVEY INFANT   ','389.00'
'58877','XR FLUORO NDL           ','723.00'
'58880','XR MAMMARY DUCTO SGL    ','1023.00'
'58894','MRI W/CONT BREAST BI    ','8047.00'
'58895','MRI W/CONT BREAST UNI LT','7755.00'
'58896','MRI W/CONT BREAST UNI RT','7755.00'
'58898','**MRI W/O CONT BREAST BI','8047.00'
'58899','**MRI W/O CONT BRST UNI ','7755.00'
'58901','**MRI W/O CONT BRST UNI ','7755.00'
'58902','MRI WO FOL W/CON BRST BI','8047.00'
'58903','MRI WO FOL WCON BR UN LT','7755.00'
'58906','MRI WO FOL WCON BR UN RT','7755.00'
'59006','US INTRAOPERATIVE       ','1084.00'
'59013','FLUORO GUID CTRL ACC DEV','538.00'
'59024','CT GUID NDL PLCMT       ','3887.00'
'59040','VENT MGMT INITIAL IP/OBS','2187.00'
'59044','VENT MGMT IP/OBS SUB DAY','1530.00'
'59097','BETA GALACTOSIDASE NRS  ','772.00'
'59102','ENCEPH WEST NILE AB IGG ','382.00'
'59103','ENCEPH WEST NILE AB IGM ','382.00'
'59104','ENCPH WST NIL AB IGG CSF','382.00'
'59105','ENCPH WST NIL AB IGM CSF','382.00'
'59110','LP-PLA2                 ','680.00'
'59114','STAPH AUREUS MRSA AMP   ','441.00'
'59153','EPOETIN ALFA 100 U ESRD ','23.00'
'60564','SOLUBLE TRANSFER REC QN ','382.00'
'60636','T VULGARIS              ','110.00'
'60717','PREGABALIN 75MG CAP     ','26.00'
'60721','PREGABALIN 50 MG CAP    ','25.00'
'60794','EPOTN ALFA 1000 U NESRD ','106.00'
'60799','DIG IMMUNE FAB PER VIAL ','9558.00'
'60803','FOMEPIZOLE 15 MG INJ    ','58.00'
'60815','IVIG POWDER NOS 500 MG  ','280.00'
'60823','TC99M PENTETATE DX 25MCI','1440.00'
'60828','IN111 OXYQUINO DX 0.5MCI','3297.00'
'60829','IN111 PENTETAT DX 0.5MCI','3759.00'
'60831','TC99M SOD GLUCE DX 25MCI','1440.00'
'60835','GA67 CITRATE DX 1 MCI   ','151.00'
'60837','XENON XE133 GAS DX 10MCI','1440.00'
'60839','TC99M LABEL RBC DX 30MCI','1440.00'
'60842','TC99M MERTIATID DX 15MCI','1440.00'
'60845','TC99M PENT AERS DX 75MCI','1440.00'
'60847','SINCALIDE 5 MCG INJ     ','663.00'
'60879','TC99M DEPREOTID DX 35MCI','3028.00'
'60897','AMIKACIN SULFATE 1000 MG','842.00'
'60898','AMIKACIN SULFATE 500 MG ','58.00'
'60956','3D CT/MRI/US/OTH NOT IND','1402.00'
'61473','D ZONE TEST             ','149.00'
'61474','IODINE MS QN EACH SPEC  ','321.00'
'61484','VANCOMYCIN SCREEN       ','81.00'
'61675','CT LOWER EXTRM W/O C BI ','5284.00'
'61843','PREGABALIN 25 MG CAP    ','24.00'
'61874','LACTOFERRIN FECAL QN    ','484.00'
'61886','C-TELOPEPTIDE CTX       ','549.00'
'61917','CD 11 B ADHEREN ADD     ','260.00'
'61998','ADMIN PNEUMOCOCCAL VAC  ','48.00'
'62246','XR CLAVICLE COMP BI     ','815.00'
'62247','XR MASTOIDS < 3V PS BI  ','438.00'
'62248','XR SCAPULA COMP BI      ','510.00'
'62265','MRI LW JNT W/O CONT BI  ','8251.00'
'62435','CULT TYPING PROBE       ','187.00'
'62451','INJ W FLUOR EVAL CVAD   ','434.00'
'62495','OXACILLIN SINGLE DISK   ','104.00'
'62548','HEPARIN ANTI XA LMWH    ','243.00'
'62803','GEN HEALTH PANEL        ','229.00'
'62813','NOROVIRUS AMP PROBE     ','617.00'
'62847','MYCOPLASMA/UREAPLASM AMP','800.00'
'62894','CHEMO IV SING/IN DR 1 HR','491.00'
'62895','CHEMO IV SING/IN DR 1 HR','491.00'
'62956','CHEMO IV PUSH SING/IN DR','308.00'
'62957','CHEMO IV PUSH SING/IN DR','308.00'
'62991','CHEMO IV EA ADD HOUR    ','87.00'
'62992','CHEMO IV EA ADD HOUR    ','83.00'
'63150','ORTH MGT TRAIN EA 15M PT','106.00'
'63299','OBS PER HOUR            ','67.00'
'63330','OBS PER HOUR            ','117.00'
'63338','OBS PER HOUR            ','57.00'
'63340','OBS PER HOUR            ','86.00'
'63358','OBS PER HOUR            ','86.00'
'63361','DIRECT REFERRAL TO OBS  ','787.00'
'63366','DIRECT REFERRAL TO OBS  ','79.00'
'63449','DIRECT REFERRAL TO OBS  ','117.00'
'63463','DIRECT REFERRAL TO OBS  ','85.00'
'63662','TOUCH PREP INITIAL SITE ','50.00'
'63663','TOUCH PREP EA ADD SITE  ','50.00'
'63669','OCCBLD PEROX 1-3 DIAG   ','77.00'
'63680','SACOLEMMA AB FA TIT     ','216.00'
'63681','TB GAMMA INTERFERON RESP','327.00'
'63698','O&P SPECIAL STAIN       ','44.00'
'63699','CRYPTOCOCCUS AG OIA CSF ','147.00'
'63950','XR RIBS UNI 2 V RT      ','544.00'
'63955','XR RIBS UNI W/CXR 3+V RT','755.00'
'64045','SP VENOGRAM EXT UNI RT  ','1695.00'
'64174','SILDENAFIL CIT 20 MG PO ','150.00'
'64184','TDAP VAC >=7YRS IM      ','293.00'
'64210','PANTOPRAZOLE 40 MG INJ  ','33.00'
'64235','MOMETASONE 220MCG INH30 ','878.00'
'64255','HYDROMORPH 1 MG INJ     ','11.00'
'64312','DORZOLAMIDE 2% 10ML OP  ','165.00'
'64336','RANOLAZINE 500MG TAB    ','135.00'
'64367','IBANDRONATE SOD 150MG   ','994.00'
'64452','SITAGLIPTIN 100MG TAB   ','70.00'
'64483','VARENICLINE 0.5MG CAPLET','25.00'
'64658','ANTI-RNA POLYMER IA QN  ','224.00'
'64661','ANNA-1 (ANTI-HU) SCR FA ','384.00'
'64685','RITONA/LOPINA 200/50 TAB','70.00'
'64711','DIAZEPAM 10MG RECTAL GEL','2689.00'
'64714','CT MAXIFAC W/O CNT      ','1805.00'
'64745','PRO-BNP QT              ','346.00'
'64753','E COLI VEROTOXIN 1 OIA  ','65.00'
'64754','E COLI VEROTOXIN 2 OIA  ','65.00'
'64806','PALIPERIDONE 3MG XR T   ','160.00'
'64807','PALIPERIDONE 6MG XR T   ','37.00'
'64817','CHOLECALCIFER 400IU TAB ','6.00'
'64844','UNLSTD PROC NERVOUS SYS ','1375.00'
'64877','BUDESONDE FLXHLR 180 MCG','1376.00'
'64917','ARFORMOTER 15MCG/2ML IH ','51.00'
'64931','HSV CULTURE/TYPING ELVIS','221.00'
'64959','CAMPYLOBACTER ADD PLATE ','53.00'
'64960','CYCLOSPORA SMEAR FLUOR  ','202.00'
'64973','ADMIN INFLUENZA VACCINE ','48.00'
'64975','IMMUNIZ ADMIN EA ADDTL  ','87.00'
'65320','IMMUNIZ ADMIN SGL       ','93.00'
'65482','IMMUNIZ ADMIN SGL       ','93.00'
'65483','IMMUNIZ ADMIN EA ADDTL  ','87.00'
'65582','ANTIPHOSPHATIDI ACID IGG','180.00'
'65583','ANTIPHOSPHATIDI ACID IGA','180.00'
'65584','ANTIPHOSPHATIDI ACID IGM','180.00'
'65742','ALBUTEROL 1.25MG/3ML UD ','9.00'
'65745','ALBUTEROL 2.5MG/0.5MLCON','4.00'
'65746','ALBUTER 0.083%3ML INH UD','51.00'
'65748','LEVALBUT 0.63MG/3ML INH ','42.00'
'65750','LEVALBUT 1.25MG/3ML INH ','42.00'
'65759','BUDES/FORMT 80/4.5 6.9GM','1234.00'
'65793','LEVALBUT 45MCG 15GM INH ','627.00'
'65820','DUP VEIN UNI RT         ','1312.00'
'65821','DUP VEIN UNI LT         ','1312.00'
'65865','AUREOBASIDUM PULLULANS  ','110.00'
'65889','HYDROCODON/APAP 5/325   ','6.00'
'65974','ESOMEPRAZ 40MG INJ      ','309.00'
'66005','PHOSPHATIDYLETHAN AB IGA','180.00'
'66009','PHOSPHATIDYLETHAN AB IGM','180.00'
'66557','MRI SPECTROSCOPY        ','2337.00'
'66576','IN111 PENTETREOT DX 6MCI','6096.00'
'66725','CHOLECALC 1000 IU TAB   ','6.00'
'66778','RADIOPHARM DX NOC       ','1529.00'
'66780','TC99M PERTECHNETA DX MCI','2.00'
'66783','TC99M MEBROFEN DX 15MCI ','1440.00'
'66784','TC99M PYROPHOS DX 25MCI ','1440.00'
'66785','TC99M MACRO ALB DX 10MCI','1311.00'
'66786','TC99M SULFUR CO DX 20MCI','1440.00'
'67100','BASIC METABOLIC CALC ION','386.00'
'67173','CONT INJ GS/DU/JJ/GJ    ','235.00'
'67257','CALPROTECTIN FECAL      ','421.00'
'67280','PLASMODIUM SP AMP       ','259.00'
'67562','ALBUTEROL HFA 6.7GM     ','402.00'
'67574','RIVASTGM 4.6MG/24HR PTCH','75.00'
'67600','LEUKOCYTE HISTAMINE RELE','337.00'
'67606','DIPHENDYDRAMINE 25MG CAP','6.00'
'67607','SCOPOLAMIN 1.5MG/72H PAT','104.00'
'67608','TRAMADOL 50MG TAB       ','21.00'
'67715','DARIFENACIN 15MG SATAB  ','46.00'
'67736','NEBIVOLOL 5MG TAB       ','21.00'
'67771','SHIGA LIKE TOXIN EIA    ','136.00'
'67791','CEA POLYCLONAL PEROX AB ','72.00'
'67841','ALBUMIN INF 25% 50 ML   ','784.00'
'67842','ALTEPLASE RECOMB 100 MG ','21070.00'
'67843','ALTEPLASE RECOMB 2 MG   ','937.00'
'67845','AMPICILLIN 1 G INJ      ','130.00'
'67846','AMPICILLIN 2 G INJ      ','254.00'
'67856','CEFAZOLIN 1 G VL        ','71.00'
'67857','CEFAZOLIN 500 MG VL     ','71.00'
'67859','CEFTRIAXONE 1 G VL      ','78.00'
'67861','CEFTRIAXONE 2 G VL      ','139.00'
'67862','CEFTRIAXONE 250 MG VL   ','71.00'
'67864','CIPROFLOXACIN 200 MG BAG','71.00'
'67865','CIPROFLOXACIN 200 MG VL ','313.00'
'67866','CIPROFLOXACIN 400 MG BAG','71.00'
'67868','DAPTOMYCIN 500 MG INJ   ','2516.00'
'67870','ENOXAPARIN 100 MG INJ   ','832.00'
'67871','ENOXAPARIN 120 MG INJ   ','994.00'
'67872','ENOXAPARIN 150 MG INJ   ','1242.00'
'67875','ENOXAPARIN 30 MG INJ    ','247.00'
'67877','ENOXAPARIN 40 MG INJ    ','333.00'
'67878','ENOXAPARIN 60 MG INJ    ','500.00'
'67879','ENOXAPARIN 80 MG INJ    ','663.00'
'67880','EPOTN ALFA 10000 U NESRD','1592.00'
'67881','EPOTN ALFA 2000 U NESRD ','318.00'
'67883','EPOTN ALFA 3000 U NESRD ','478.00'
'67884','EPOTN ALFA 4000 U NESRD ','637.00'
'67886','EPOTN ALFA 40000 U NESRD','6363.00'
'67887','EPTIFIBATIDE 20 MG VL   ','1083.00'
'67888','EPTIFIBATIDE 75 MG VL   ','3393.00'
'67906','HYDROXYZINE UP TO 25 MG ','83.00'
'67907','HYDROXYZINE 50 MG VL    ','71.00'
'67908','INFLIXIMAB 100 MG INJ   ','3257.00'
'67913','IVIG OCTAGAM 10 G       ','4284.00'
'67922','IVIG POWDER NOS 6 G     ','3352.00'
'67926','KETOROLAC 30 MG INJ     ','86.00'
'67927','KETOROLAC 60 MG INJ     ','82.00'
'67928','LEVOFLOXACIN 250 MG BAG ','212.00'
'67929','LEVOFLOXACIN 500 MG BAG ','416.00'
'67931','LEVOFLOXACIN 750 MG BAG ','549.00'
'67952','LOCM 300-399 IC 50ML    ','244.00'
'67957','MAG SULFATE 4G INJ      ','31.00'
'67964','METHOTREXATE 50MG VL    ','44.00'
'67969','OCTREOTID ND SQIV 50MCG ','69.00'
'67971','ONDANSETRON 4 MG VL     ','71.00'
'67977','PHENYTOIN 100 MG VL     ','71.00'
'67979','PHENYTOIN 250 MG VL     ','71.00'
'67980','PIP SOD/TAZ 2.25 G BAG  ','66.00'
'67981','PIP SOD/TAZ 2.25 G VL   ','176.00'
'67982','PIP SOD/TAZ 3.375 G BAG ','99.00'
'67983','PIP SOD/TAZ 3.375 G VL  ','206.00'
'67984','PIP SOD/TAZ 4.5 G BAG   ','125.00'
'67986','PIP SOD/TAZ 4.5 G VL    ','265.00'
'67990','POTASS CL 40MEQ BAG     ','71.00'
'68015','VANCOMYCIN 1 G VL       ','235.00'
'68018','VANCOMYCIN 500 MG VL    ','118.00'
'69271','IRRIGATION OF VAD       ','105.00'
'69275','OMEPRAZOLE 40MG CAP     ','19.00'
'69350','DESVENLAFAX ER 50MG TB  ','25.00'
'69447','ALBUTEROL HFA 8 GMS     ','175.00'
'69554','LEVETIRACETAM 500 MG INJ','383.00'
'69566','TENECTEPLASE 50 MG INJ  ','15148.00'
'69574','IRON DEXTRAN 50 MG INJ  ','310.00'
'69578','IV HYDRAT INIT UP TO 1HR','464.00'
'69606','IV HYDRAT INIT UP TO 1HR','464.00'
'69619','IV HYDRAT INIT UP TO 1HR','424.00'
'69682','IV HYDRAT INIT UP TO 1HR','482.00'
'69695','IV HYDRAT EA ADD HR     ','93.00'
'69731','IV HYDRAT EA ADD HR     ','93.00'
'69735','IV HYDRAT EA ADD HR     ','86.00'
'69766','IV HYDRAT EA ADD HR     ','98.00'
'69778','IV INITIAL UP TO 1 HOUR ','464.00'
'69798','IV INITIAL UP TO 1 HOUR ','464.00'
'69804','IV INITIAL UP TO 1 HOUR ','424.00'
'69843','IV INITIAL UP TO 1 HOUR ','482.00'
'69855','IV EACH ADD HOUR        ','229.00'
'69856','IV EACH ADD HOUR        ','229.00'
'69878','IV EACH ADD HOUR        ','229.00'
'69882','IV EACH ADD HOUR        ','210.00'
'69918','IV EACH ADD HOUR        ','238.00'
'69931','IV ADDL SEQ INF UP TO 1H','105.00'
'69951','IV ADDL SEQ INF UP TO 1H','105.00'
'69957','IV ADDL SEQ INF UP TO 1H','97.00'
'69992','IV ADDL SEQ INF UP TO 1H','108.00'
'70032','IV CONCURRENT INFUSION  ','195.00'
'70070','IV CONCURRENT INFUSION  ','25.00'
'70075','IV CONCURRENT INFUSION  ','24.00'
'70145','IV CONCURRENT INFUSION  ','25.00'
'70353','INJECTION IM OR SQ      ','93.00'
'70367','INJECTION IM OR SQ      ','93.00'
'70375','INJECTION IM OR SQ      ','86.00'
'70399','INJECTION IM OR SQ      ','98.00'
'70453','IVP SINGLE/INITIAL DRUG ','273.00'
'70496','IVP SINGLE/INITIAL DRUG ','273.00'
'70558','IVP SINGLE/INITIAL DRUG ','278.00'
'70573','IVP EA ADD SEQ NEW DRUG ','171.00'
'70597','IVP EA ADD SEQ NEW DRUG ','171.00'
'70601','IVP EA ADD SEQ NEW DRUG ','157.00'
'70637','IVP EA ADD SEQ NEW DRUG ','176.00'
'70651','IVP EA ADD SEQ SAME DRUG','119.00'
'70673','IVP EA ADD SEQ SAME DRUG','119.00'
'70678','IVP EA ADD SEQ SAME DRUG','108.00'
'70715','IVP EA ADD SEQ SAME DRUG','123.00'
'70782','VESSEL MAPPING HEMO ACC ','1322.00'
'70804','REGADENOSON 0.4 MG INJ  ','1903.00'
'70809','MICAFUNGIN 50 MG INJ    ','1082.00'
'70810','MICAFUNGIN 100 MG INJ   ','889.00'
'70811','AMPICILLIN 500 MG INJ   ','11.00'
'70816','DEXAMETH NA PHOS 4 MG   ','111.00'
'70818','ENFUVIRTIDE 90MG INJ KIT','218.00'
'70821','ACETYLCYSTEIN 6000MG INJ','1210.00'
'70840','CEFUROXIME 1.5 G VL     ','190.00'
'70870','SARGRAMOSTIM 250 MCG INJ','1715.00'
'70933','ANAPLASMA PHAGOCYT AMP  ','302.00'
'70948','DIPYRIDAMOLE 50 MG INJ  ','43.00'
'70954','FENTANYL CIT 1 MG INJ   ','30.00'
'70964','FAMOTIDINE 20 MG INJ    ','46.00'
'71016','SARGRAMOSTIM 500 MCG INJ','3061.00'
'71026','ECHO2D COMP W CF DOP    ','2925.00'
'71037','ECHO 2D W/WOM MODE LTD  ','1729.00'
'71041','IRON SUCROSE 100 MG INJ ','339.00'
'71042','US URINE CAPACITY MEASUR','95.00'
'71149','ACYCLOVIR 500 MG INJ    ','431.00'
'71161','AMINOPHYLLIN 500 MG INJ ','95.00'
'71165','AMIODARONE 150 MG INJ   ','905.00'
'71166','AMIODARONE 450 MG INJ   ','22.00'
'71167','AMPICILN/SULBACTM 3 G   ','150.00'
'71171','SUCCINYLCHOL 200 MG INJ ','86.00'
'71232','BENZTROPINE 2 MG INJ    ','139.00'
'71233','BUPRENORPHINE 0.3 MG INJ','78.00'
'71253','CEFOTAXIME 2 G VL       ','226.00'
'71256','BETAMETHSN 6 MG INJ     ','247.00'
'71261','CEFTAZIDIME 1 G VL      ','289.00'
'71265','CEFTAZIDIME 2 G VL      ','594.00'
'71268','CILASTATN/IMIPINM 500 MG','458.00'
'71281','DEXAMETH NA PHOS 100 MG ','44.00'
'71282','DEXAMETH NA PHOS 10 MG  ','5.00'
'71298','HYDROMORPH 10 MG INJ    ','12.00'
'71312','DOBUTAMINE 500 MG BAG   ','1171.00'
'71317','DOPAMINE 400 MG VL      ','258.00'
'71339','HEPARIN 30000 U INJ     ','134.00'
'71342','HEPARIN 5000 U INJ      ','70.00'
'71344','HEPARIN 10000 U INJ     ','59.00'
'71345','HEPARIN 20000 U BAG     ','104.00'
'71347','HEPARIN 25000 U  BAG    ','141.00'
'71356','KANAMYCIN 1 G INJ       ','98.00'
'71362','LINEZOLID 600 MG INJ    ','1149.00'
'71370','LORAZEPAM 4 MG INJ      ','38.00'
'71371','LORAZEPAM 40 MG INJ     ','802.00'
'71384','MEROPENEM 500 MG INJ    ','377.00'
'71394','MIDAZOLAM 10 MG INJ     ','190.00'
'71398','MIDAZOLAM 2 MG INJ      ','44.00'
'71404','MIDAZOLAM 50 MG INJ     ','42.00'
'71442','NALOXONE 4 MG INJ       ','86.00'
'71457','PARICALCITOL 2 MCG INJ  ','126.00'
'71475','RANITIDINE HCL 50 MG INJ','86.00'
'71478','RISPERIDONE LA 25 MG    ','2280.00'
'71480','RISPERIDONE LA 50 MG    ','3918.00'
'71488','NA FERRIC GLUCON 62.5 MG','581.00'
'71495','FENTANYL CIT 0.1 MG INJ ','141.00'
'71502','FENTANYL CIT 0.25 MG INJ','150.00'
'71506','TIGECYCLINE 50 MG INJ   ','507.00'
'71519','DIAZEPAM 10 MG INJ      ','78.00'
'71522','THIAMINE 200 MG INJ     ','51.00'
'71523','VIT K PHYTONADIONE 10 MG','102.00'
'71528','MAG SULFATE 1G INJ      ','6.00'
'71543','ZIPRASIDONE 20 MG VL    ','1093.00'
'71573','MYCOPHENOLATE 500 MG PO ','52.00'
'71576','INH DORNASEALFA UD 2.5MG','474.00'
'71581','CYCLOPHOSPHAMIDE 50MG PO','51.00'
'71619','CLOZAPINE 100 MG PO     ','52.00'
'71627','MEGESTROL ACET 40 MG PO ','25.00'
'71628','MEGESTROL ACE 400 MG LIQ','70.00'
'72224','GEN HEALTH PANEL        ','872.00'
'72228','PUL REHB TO 2-1HR SES/DY','134.00'
'72281','CENTROMERE B AB SQ      ','259.00'
'72282','CENTROMERE B AB IA      ','259.00'
'72283','HISTONE AB              ','272.00'
'72560','LEFLUNOMIDE ARAVA QN    ','407.00'
'72589','IMMUNKNOW CON A         ','559.00'
'72606','ATROPINE 1% 15 ML OP    ','388.00'
'72613','TROSPIUM ER 60MG CAP    ','45.00'
'72615','INSULIN LIKE GFBP 1 RIA ','148.00'
'72625','MULLERIAN HORM AB QL IA ','210.00'
'72692','SEMI PVT MED/SURG/GYN   ','918.00'
'72698','MAMMO DIAG CAD BI       ','494.00'
'72703','CILASTATN/IMIPINM 250 MG','205.00'
'72704','HALOPERIDOL DEC 50MG INJ','189.00'
'72706','DESMOPRESSIN 4 MCG INJ  ','423.00'
'72707','PROTAMINE 50 MG INJ     ','109.00'
'72710','PREDNISOLON 15MG/5ML LIQ','25.00'
'72716','ZIDOVUDINE 100 MG PO    ','26.00'
'72743','HBIG HUMAN 1 ML IM      ','2244.00'
'72745','FOMEPIZOLE 1500 MG INJ  ','5876.00'
'72758','LACOSAMIDE 100 MG TAB   ','54.00'
'72773','OMNIPAQUE PO 240 50ML   ','241.00'
'72794','RIG-HT HUMAN 300 U IMSQ ','9194.00'
'72797','TACROLIMUS IMM 1 MG PO  ','37.00'
'72815','MICRODISSECTION MANUAL  ','1259.00'
'72818','METHYLPRED SUCC 1 G INJ ','526.00'
'72827','MEROPENEM 1 G INJ       ','305.00'
'72833','HEPARIN 1000 U BAG      ','44.00'
'72834','IG RHOPHYLAC 1500 IU    ','1197.00'
'72870','VENLAFAXIN 75MG ER TAB  ','37.00'
'72871','VENLAFAXINE 37.5MG ER TA','28.00'
'72897','NEOST METH UP TO 0.5 MG ','276.00'
'72898','TRIAMCINOLN ACE 40MG INJ','154.00'
'72905','PRASUGREL 10 MG         ','46.00'
'72926','CD 15 ADD               ','260.00'
'72928','FLUVAC IIV3 PF 0.5ML IM ','98.00'
'72949','DRONEDARONE 400 MG TAB  ','42.00'
'73048','AMYLASE PANCREATIC      ','73.00'
'73063','ADMIN INFLUENZA VACCINE ','98.00'
'73066','ADMIN PNEUMOCOCCAL VAC  ','98.00'
'73109','LIDOCAIN IV 2000MG/500ML','463.00'
'73126','TAMOXIFEN 10 MG PO      ','26.00'
'73143','DOPAMINE 400 MG BAG     ','519.00'
'73159','SOL LIVER AG IGG QL IA  ','329.00'
'73207','COBALT QN               ','508.00'
'73211','AMINOPHYLLIN 250 MG INJ ','35.00'
'73215','MORPHINE SULF 4MG INJ   ','42.00'
'73216','MORPHINE SULF 2MG INJ   ','42.00'
'73222','IVIG PRIVIGEN 10G/100ML ','5487.00'
'73313','THROMBIN REC 5000 U KIT ','372.00'
'73316','TD VAC PF 0.5 ML IM     ','168.00'
'73322','TAPENTADOL 50 MG TAB    ','21.00'
'73332','ATROPINE 0.4 MG INJ     ','9.00'
'73333','ATROPINE 0.5 MG INJ     ','44.00'
'73334','ATROPINE 1 MG INJ       ','38.00'
'73335','ATROPINE 1 MG INJ       ','44.00'
'73346','**COSYNTROP NOS 0.25MG I','1032.00'
'73347','COSYNTROPIN 0.25 MG INJ ','426.00'
'73410','PROCALCITONIN PCT       ','577.00'
'73432','NM MYOCRD SPECT R/S SGL ','2892.00'
'73434','NM MYOCRD SPECT R/S MULT','7237.00'
'73435','NM MYOCRD PERF R/S SGL  ','2744.00'
'73479','ISOSULFAN BLUE 50 MG INJ','3136.00'
'73488','METHYL BLUE 100 MG INJ  ','96.00'
'73498','TP PA CONFIRMATION      ','165.00'
'73499','TREPONEMA PALLIDUM AB   ','195.00'
'73503','CULT TYPING AMP PROBE   ','136.00'
'73504','CULT TYPING SEQ EA ISO  ','421.00'
'73505','C DIFF TOX GENE AMP PROB','273.00'
'73533','ROPIVACAINE 150 MG INJ  ','123.00'
'73576','LOCM 300-399 IC 50ML    ','265.00'
'73587','LEVONORGESTREL 1.5MG TAB','268.00'
