DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,19980.32,6418.93
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,20841.16,5100.97
708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,74236.12,7559.19
714 - TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,23548.34,5396.6
718 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,93142.46,4214.27
725 - BENIGN PROSTATIC HYPERTROPHY W MCC,17037.84,8069.45
726 - BENIGN PROSTATIC HYPERTROPHY W/O MCC,19588.04,5007.04
727 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,198413.69,26594.94
728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,20511.64,No Medicare Payment Available
730 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,24344.51,No Medicare Payment Available
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,92870.37,No Medicare Payment Available
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,30427.23,7220.22
750 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,50639.75,No Medicare Payment Available
754 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W MCC,71260.48,No Medicare Payment Available
755 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W CC,29486.31,7038.47
757 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W MCC,19729.76,No Medicare Payment Available
758 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W CC,19001.98,No Medicare Payment Available
759 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,21350.53,No Medicare Payment Available
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,25138.01,5576.06
761 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,9235.29,No Medicare Payment Available
765 - CESAREAN SECTION W CC/MCC,16808.79,No Medicare Payment Available
766 - CESAREAN SECTION W/O CC/MCC,14719.09,No Medicare Payment Available
767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,28587.52,No Medicare Payment Available
769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,33882.3,No Medicare Payment Available
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,13998.87,No Medicare Payment Available
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,11875.82,4088.55
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,14282.08,No Medicare Payment Available
777 - ECTOPIC PREGNANCY,23327.64,No Medicare Payment Available
778 - THREATENED ABORTION,7139.34,No Medicare Payment Available
779 - ABORTION W/O D&C,10794.93,No Medicare Payment Available
780 - FALSE LABOR,9172.26,No Medicare Payment Available
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,13837.31,No Medicare Payment Available
782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,24326.76,No Medicare Payment Available
789 - NEONATES; DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY,22985.21,No Medicare Payment Available
790 - EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME; NEONATE,50206.25,No Medicare Payment Available
791 - PREMATURITY W MAJOR PROBLEMS,49816.97,No Medicare Payment Available
792 - PREMATURITY W/O MAJOR PROBLEMS,8519.13,No Medicare Payment Available
793 - FULL TERM NEONATE W MAJOR PROBLEMS,25051.03,No Medicare Payment Available
794 - NEONATE W OTHER SIGNIFICANT PROBLEMS,3501.69,No Medicare Payment Available
795 - NORMAL NEWBORN,1868.73,No Medicare Payment Available
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,80247.03,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,111954.04,13225.91
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,45450.69,7316.68
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,85759.07,6101.95
811 - RED BLOOD CELL DISORDERS W MCC,53641.99,8325.07
812 - RED BLOOD CELL DISORDERS W/O MCC,24754.77,5728.2
813 - COAGULATION DISORDERS,82303.04,12523.39
814 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,34567.58,No Medicare Payment Available
815 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,45499.07,6450.43
824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,75276.89,No Medicare Payment Available
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,45654.5,13146.79
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,20746.19,No Medicare Payment Available
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,123910.78,12312.23
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,77658.26,12239.23
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,29687.14,11191.5
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,81596.22,8026.18
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,21238.28,No Medicare Payment Available
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,119917.07,29840.67
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,68419.53,13556.68
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,75423.87,No Medicare Payment Available
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,70165.82,No Medicare Payment Available
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,66557.9,No Medicare Payment Available
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,75280.5,11453.98
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,18988.84,6490.05
864 - FEVER,26811.51,No Medicare Payment Available
865 - VIRAL ILLNESS W MCC,10228.77,No Medicare Payment Available
866 - VIRAL ILLNESS W/O MCC,18311.03,5253.4
867 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,75834,11824.11
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,199141.59,36588.84
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,52006.73,11108.59
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,30640.11,6704.01
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,16409.58,4452.92
881 - DEPRESSIVE NEUROSES,7026.02,No Medicare Payment Available
882 - NEUROSES EXCEPT DEPRESSIVE,8923.02,No Medicare Payment Available
884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,23432,7840.14
885 - PSYCHOSES,11759.3,6142.85
886 - BEHAVIORAL & DEVELOPMENTAL DISORDERS,18604.14,6861.41
894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE; LEFT AMA,14541.34,3447.25
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,40639.01,4424.24
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,18491,4968.44
902 - WOUND DEBRIDEMENTS FOR INJURIES W CC,38775.8,No Medicare Payment Available
906 - HAND PROCEDURES FOR INJURIES,73526.29,No Medicare Payment Available
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,53845.23,No Medicare Payment Available
914 - TRAUMATIC INJURY W/O MCC,57564.28,No Medicare Payment Available
916 - ALLERGIC REACTIONS W/O MCC,12762.8,No Medicare Payment Available
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,55749.44,8983.99
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,20767.79,5404.68
919 - COMPLICATIONS OF TREATMENT W MCC,56288.14,10934.64
920 - COMPLICATIONS OF TREATMENT W CC,36122.67,6501.92
921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,6298.59,4708.55
922 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W MCC,46949.02,No Medicare Payment Available
923 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W/O MCC,10530.59,5295.35
941 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,51781.71,No Medicare Payment Available
945 - REHABILITATION W CC/MCC,34735.05,3885.56
947 - SIGNS & SYMPTOMS W MCC,56883.21,6270.35
948 - SIGNS & SYMPTOMS W/O MCC,26189.85,4927.62
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,7315.67,3910.07
956 - LIMB REATTACHMENT; HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA,59392.96,19070.29
963 - OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,47252.67,16534.46
964 - OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,74482.61,No Medicare Payment Available
977 - HIV W OR W/O OTHER RELATED CONDITION,16621.45,1353.14
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,52134.98,18730.27
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,58455.77,No Medicare Payment Available
983 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,95424.98,10332.77
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,36806.04,No Medicare Payment Available
