DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
519 - BACK & NECK PROC EXC SPINAL FUSION W CC,54144.92,10620.66
520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,53153.72,7740.65
533 - FRACTURES OF FEMUR W MCC,28973,8475.32
534 - FRACTURES OF FEMUR W/O MCC,22981.25,4532.7
535 - FRACTURES OF HIP & PELVIS W MCC,36839.81,6985.74
536 - FRACTURES OF HIP & PELVIS W/O MCC,26828.28,4448.07
538 - SPRAINS; STRAINS; & DISLOCATIONS OF HIP; PELVIS & THIGH W/O CC/MCC,24338.27,3999.28
540 - OSTEOMYELITIS W CC,33110.75,5085.2
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,67459.08,8270.84
543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,34315.73,5846.74
544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,22593.76,4078.38
545 - CONNECTIVE TISSUE DISORDERS W MCC,67524.25,14051.15
546 - CONNECTIVE TISSUE DISORDERS W CC,29423.05,6642.14
547 - CONNECTIVE TISSUE DISORDERS W/O CC/MCC,20926.5,No Medicare Payment Available
549 - SEPTIC ARTHRITIS W CC,12923.88,No Medicare Payment Available
551 - MEDICAL BACK PROBLEMS W MCC,58247.71,8817.79
552 - MEDICAL BACK PROBLEMS W/O MCC,29162.23,4784.41
553 - BONE DISEASES & ARTHROPATHIES W MCC,8055.75,7392.43
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,20868.72,4217.18
555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,45458.25,7478.11
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,23062.23,4615.59
557 - TENDONITIS; MYOSITIS & BURSITIS W MCC,140922.75,No Medicare Payment Available
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,30310.48,5108.82
560 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,13675.92,4992.91
562 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W MCC,42208.7,8145.63
563 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W/O MCC,29369.43,4434.56
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,34018.58,5588.6
566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,45587.88,4491.25
571 - SKIN DEBRIDEMENT W CC,24574.75,No Medicare Payment Available
572 - SKIN DEBRIDEMENT W/O CC/MCC,37987.25,6928.55
574 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,82794.5,14307.1
576 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,83135.75,26640.02
577 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,298338.88,No Medicare Payment Available
579 - OTHER SKIN; SUBCUT TISS & BREAST PROC W MCC,308576.8,68714.45
580 - OTHER SKIN; SUBCUT TISS & BREAST PROC W CC,60505.6,9089.66
581 - OTHER SKIN; SUBCUT TISS & BREAST PROC W/O CC/MCC,78151.2,No Medicare Payment Available
582 - MASTECTOMY FOR MALIGNANCY W CC/MCC,72897.25,8728.06
584 - BREAST BIOPSY; LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC,68776,No Medicare Payment Available
592 - SKIN ULCERS W MCC,32593.75,8732.67
593 - SKIN ULCERS W CC,31682.17,6167.12
596 - MAJOR SKIN DISORDERS W/O MCC,27253.75,5779.19
599 - MALIGNANT BREAST DISORDERS W/O CC/MCC,46821,5154.73
601 - NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,26021.5,No Medicare Payment Available
602 - CELLULITIS W MCC,51986.18,8289.85
603 - CELLULITIS W/O MCC,26314.27,4857.81
604 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W MCC,39973.77,8196.62
605 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W/O MCC,28631.43,4937.98
606 - MINOR SKIN DISORDERS W MCC,26319.63,8131.93
607 - MINOR SKIN DISORDERS W/O MCC,32357.56,4316.8
615 - ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,89937,8686.28
617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W CC,58705.06,12365.5
619 - O.R. PROCEDURES FOR OBESITY W MCC,174355.5,18326.85
620 - O.R. PROCEDURES FOR OBESITY W CC,76196.65,13527.43
621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,64919.86,9327.42
623 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W CC,59936.01,No Medicare Payment Available
625 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W MCC,74901.5,No Medicare Payment Available
627 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC,44283.25,No Medicare Payment Available
628 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W MCC,169048.69,31031.21
629 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W CC,98110,No Medicare Payment Available
630 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W/O CC/MCC,78596.5,No Medicare Payment Available
637 - DIABETES W MCC,42965.65,7455.6
638 - DIABETES W CC,29681.45,5178.76
639 - DIABETES W/O CC/MCC,19580.17,3700.43
640 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W MCC,33373.39,5984.38
641 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W/O MCC,20578.96,4167.6
642 - INBORN AND OTHER DISORDERS OF METABOLISM,102965.64,No Medicare Payment Available
643 - ENDOCRINE DISORDERS W MCC,56388.4,8114.9
644 - ENDOCRINE DISORDERS W CC,40121.48,5886.56
645 - ENDOCRINE DISORDERS W/O CC/MCC,23568,4364
654 - MAJOR BLADDER PROCEDURES W CC,89247.5,No Medicare Payment Available
655 - MAJOR BLADDER PROCEDURES W/O CC/MCC,29425,12033.67
656 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,106302.5,No Medicare Payment Available
658 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,97146.81,9209.73
659 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,105365.67,14141.79
660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,70819.5,10556.6
661 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,54932.31,8563.09
665 - PROSTATECTOMY W MCC,143026.58,18357.19
666 - PROSTATECTOMY W CC,52719.83,10233.01
668 - TRANSURETHRAL PROCEDURES W MCC,125805.01,17094.49
669 - TRANSURETHRAL PROCEDURES W CC,47373.6,8196.73
670 - TRANSURETHRAL PROCEDURES W/O CC/MCC,42334.44,5749.26
671 - URETHRAL PROCEDURES W CC/MCC,39110.5,No Medicare Payment Available
673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,154899,21961.82
682 - RENAL FAILURE W MCC,48096.56,8616.35
683 - RENAL FAILURE W CC,31331.54,5328.67
684 - RENAL FAILURE W/O CC/MCC,20394.92,3467.18
686 - KIDNEY & URINARY TRACT NEOPLASMS W MCC,76169.27,10168.88
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,27711.26,5793.7
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,23615.65,4532.55
691 - URINARY STONES W ESW LITHOTRIPSY W CC/MCC,62892.5,9409.72
693 - URINARY STONES W/O ESW LITHOTRIPSY W MCC,28092.13,No Medicare Payment Available
694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,36358.18,4771.01
695 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W MCC,125941.52,5557.89
696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,50470,3935.63
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,52751.11,9573.81
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,34574.57,5905.43
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,22965.26,4572.4
707 - MAJOR MALE PELVIC PROCEDURES W CC/MCC,132958.25,10614.48
708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,68618.53,7956.81
713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC,45575.31,8393.66
714 - TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,63457.25,5109.79
715 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,102305.75,12807.7
716 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,98578.75,8401.63
717 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,43671.25,11334.41
718 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,69057.5,No Medicare Payment Available
723 - MALIGNANCY; MALE REPRODUCTIVE SYSTEM W CC,25624.63,6044.4
726 - BENIGN PROSTATIC HYPERTROPHY W/O MCC,22545,4344.18
728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,29337.96,4791.89
729 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,23140.02,6223.98
738 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,85956.13,No Medicare Payment Available
740 - UTERINE;ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC,60236.5,No Medicare Payment Available
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,70671.36,No Medicare Payment Available
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,46246.2,6276.72
744 - D&C; CONIZATION; LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC,49471.5,No Medicare Payment Available
747 - VAGINA; CERVIX & VULVA PROCEDURES W/O CC/MCC,41324.13,4768.37
748 - FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,44215.88,7472.42
754 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W MCC,55705.75,10472.18
755 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W CC,86214.63,6470.57
758 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W CC,46135.92,5920.21
759 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,20596.83,4228.25
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,27601.69,4269.32
761 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,10670.25,No Medicare Payment Available
765 - CESAREAN SECTION W CC/MCC,24139.84,No Medicare Payment Available
766 - CESAREAN SECTION W/O CC/MCC,19416.85,4272.14
767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,27887.89,No Medicare Payment Available
768 - VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,48791.38,No Medicare Payment Available
769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,11363.63,No Medicare Payment Available
770 - ABORTION W D&C; ASPIRATION CURETTAGE OR HYSTEROTOMY,21645.44,No Medicare Payment Available
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,21884.11,No Medicare Payment Available
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,19068.58,3818.56
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,18548.19,No Medicare Payment Available
777 - ECTOPIC PREGNANCY,33902.08,No Medicare Payment Available
778 - THREATENED ABORTION,27621.59,No Medicare Payment Available
779 - ABORTION W/O D&C,14107.25,No Medicare Payment Available
780 - FALSE LABOR,5734.67,No Medicare Payment Available
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,19424.29,No Medicare Payment Available
782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,14998.5,No Medicare Payment Available
785 - CESAREAN SECTION W STERILIZATION W/O CC/MCC,17494.25,No Medicare Payment Available
786 - CESAREAN SECTION W/O STERILIZATION W MCC,42203.25,No Medicare Payment Available
787 - CESAREAN SECTION W/O STERILIZATION W CC,20465,No Medicare Payment Available
788 - CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,24552.71,No Medicare Payment Available
789 - NEONATES; DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY,25176.07,No Medicare Payment Available
790 - EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME; NEONATE,164334.74,No Medicare Payment Available
791 - PREMATURITY W MAJOR PROBLEMS,49171.13,No Medicare Payment Available
792 - PREMATURITY W/O MAJOR PROBLEMS,21855.95,No Medicare Payment Available
793 - FULL TERM NEONATE W MAJOR PROBLEMS,13626.93,No Medicare Payment Available
794 - NEONATE W OTHER SIGNIFICANT PROBLEMS,5359.26,No Medicare Payment Available
795 - NORMAL NEWBORN,3774.74,No Medicare Payment Available
803 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W CC,61160.33,No Medicare Payment Available
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,70140.21,6398.82
806 - VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,23014.5,No Medicare Payment Available
807 - VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,21343.28,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,61168.7,12513.74
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,37222.29,6240.95
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,27049.88,5550.91
811 - RED BLOOD CELL DISORDERS W MCC,29567.26,6602.08
812 - RED BLOOD CELL DISORDERS W/O MCC,28298.2,4464
813 - COAGULATION DISORDERS,48628.72,10180.1
815 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,62153.92,5882.06
816 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,14668,4148.77
823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,139758.25,No Medicare Payment Available
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,47335.38,No Medicare Payment Available
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,139093.25,No Medicare Payment Available
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,68149.25,9548.13
829 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W OTHER PROC W CC/MCC,47687.5,18394.04
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,55574.58,12445.18
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,51733.61,9601.46
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,53278.38,7085.99
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,209630.91,30723.01
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,88547.94,13518.85
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,141272.47,29572.49
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,44827.67,9291.83
858 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,56479.56,7924.46
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,45758.96,10782.74
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,25608.57,5586.02
864 - FEVER,36261.07,5088.24
865 - VIRAL ILLNESS W MCC,33765,8726.34
866 - VIRAL ILLNESS W/O MCC,24939.88,4726.72
867 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,43326.53,12440.13
869 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,24454.35,No Medicare Payment Available
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,206318.02,34706.86
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,59408.25,10586.69
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,34084.82,6052.51
876 - O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,173088.8,20769.1
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,42620.89,4419.34
881 - DEPRESSIVE NEUROSES,20023,No Medicare Payment Available
882 - NEUROSES EXCEPT DEPRESSIVE,67950.75,4527.55
884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,40205.56,6616.05
885 - PSYCHOSES,32651.18,6550.63
886 - BEHAVIORAL & DEVELOPMENTAL DISORDERS,46473.25,No Medicare Payment Available
894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE; LEFT AMA,45088.53,No Medicare Payment Available
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,38416.93,9610.05
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,26281.75,4533.75
901 - WOUND DEBRIDEMENTS FOR INJURIES W MCC,39893.75,24416.48
902 - WOUND DEBRIDEMENTS FOR INJURIES W CC,57293.5,11730.71
904 - SKIN GRAFTS FOR INJURIES W CC/MCC,192050.5,28700.22
906 - HAND PROCEDURES FOR INJURIES,140200.75,No Medicare Payment Available
907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,141186.35,33495.27
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,62102.45,11914.81
909 - OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,49990.93,8259.77
913 - TRAUMATIC INJURY W MCC,27075.04,8132.81
914 - TRAUMATIC INJURY W/O MCC,23234,4904.38
915 - ALLERGIC REACTIONS W MCC,25324.75,9524.79
916 - ALLERGIC REACTIONS W/O MCC,19518.28,3550.52
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,55032.99,8257.07
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,22318.47,4359.32
919 - COMPLICATIONS OF TREATMENT W MCC,42580.38,10301.29
920 - COMPLICATIONS OF TREATMENT W CC,24816.28,4389.81
921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,14242.4,2795.11
922 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W MCC,45289.17,8730.67
934 - FULL THICKNESS BURN W/O SKIN GRFT OR INHAL INJ,30480,No Medicare Payment Available
940 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,102478.75,No Medicare Payment Available
947 - SIGNS & SYMPTOMS W MCC,51690,No Medicare Payment Available
948 - SIGNS & SYMPTOMS W/O MCC,23247.88,3959.62
950 - AFTERCARE W/O CC/MCC,29391.5,No Medicare Payment Available
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,5920.2,3735.86
955 - CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,153797.08,No Medicare Payment Available
956 - LIMB REATTACHMENT; HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA,191437.23,23202.79
957 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,195409.75,42861.37
958 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,213716.26,38103.02
959 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,77345,15847.42
963 - OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,106709.82,15752.4
964 - OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,52177.55,8411.5
974 - HIV W MAJOR RELATED CONDITION W MCC,27062.44,16293.68
975 - HIV W MAJOR RELATED CONDITION W CC,61912.14,8008.24
976 - HIV W MAJOR RELATED CONDITION W/O CC/MCC,21057,No Medicare Payment Available
977 - HIV W OR W/O OTHER RELATED CONDITION,27150.88,7657.06
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,188896.79,26433.87
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,87325.32,12404.99
983 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,74394.63,9675.1
987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,90630.75,No Medicare Payment Available
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,57504.44,10042.16
989 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,24060,No Medicare Payment Available
