DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
903 - WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,38504,2446.74
907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,304065.31,No Medicare Payment Available
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,95446,11495.81
915 - ALLERGIC REACTIONS W MCC,93967.03,No Medicare Payment Available
916 - ALLERGIC REACTIONS W/O MCC,35754,No Medicare Payment Available
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,81902.02,7581.8
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,40688.85,4231.89
920 - COMPLICATIONS OF TREATMENT W CC,25534.58,No Medicare Payment Available
921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,85901,4227.95
923 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W/O MCC,28226.03,4546.72
941 - O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,50326,No Medicare Payment Available
947 - SIGNS & SYMPTOMS W MCC,68212.3,6827.42
948 - SIGNS & SYMPTOMS W/O MCC,37307.88,3657.28
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,7670.75,No Medicare Payment Available
956 - LIMB REATTACHMENT; HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA,149180,17455.98
974 - HIV W MAJOR RELATED CONDITION W MCC,129183.03,No Medicare Payment Available
975 - HIV W MAJOR RELATED CONDITION W CC,28960.54,No Medicare Payment Available
976 - HIV W MAJOR RELATED CONDITION W/O CC/MCC,62127,No Medicare Payment Available
977 - HIV W OR W/O OTHER RELATED CONDITION,68816.82,6759.1
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,304926.75,24067.57
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,114390.11,12120.22
987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,62954,18177.3
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,68102.95,13771.65
