DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,292869.14,18630.41
463 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W MCC,522074.21,59269.69
464 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W CC,304734.69,16255.78
465 - WND DEBRID & SKN GRFT EXC HAND; FOR MUSCULO-CONN TISS DIS W/O CC/MCC,152066.35,10917.49
466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,354239.53,28865.61
467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,271775.56,19311.74
468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,286859.99,19731.45
469 - MAJ HIP AND KNEE JNT REPL OR REATTACH OF LW EXTREM W MCC OR TOT ANKLE REPL,252327.69,17297.7
470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,171410.43,11588.54
471 - CERVICAL SPINAL FUSION W MCC,468885.02,27834.8
472 - CERVICAL SPINAL FUSION W CC,291839.76,18524.97
473 - CERVICAL SPINAL FUSION W/O CC/MCC,284779.14,13204.57
474 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W MCC,124553.04,No Medicare Payment Available
475 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W CC,168876.38,12404.13
476 - AMPUTATION FOR MUSCULOSKELETAL SYS & CONN TISSUE DIS W/O CC/MCC,232895.48,6933.49
477 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,192192.5,17796.14
478 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,163316.4,13231.27
479 - BIOPSIES OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,128608.57,10274.34
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,212074.15,16811.41
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,177608.87,11474.22
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,138450.09,9456.35
483 - MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC,243892.65,14508.28
485 - KNEE PROCEDURES W PDX OF INFECTION W MCC,264252.75,18487.12
486 - KNEE PROCEDURES W PDX OF INFECTION W CC,112471.08,12938.1
488 - KNEE PROCEDURES W/O PDX OF INFECTION W CC/MCC,104965.64,No Medicare Payment Available
489 - KNEE PROCEDURES W/O PDX OF INFECTION W/O CC/MCC,141278.22,7628.78
492 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W MCC,245029.31,17892.08
493 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W CC,176778.09,12387.94
494 - LOWER EXTREM & HUMER PROC EXCEPT HIP;FOOT;FEMUR W/O CC/MCC,174105.71,9922.05
495 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC,354876.3,17228.23
496 - LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC,171464.62,10647.06
498 - LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC,82138,No Medicare Payment Available
499 - LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W/O CC/MCC,79847,2912.27
500 - SOFT TISSUE PROCEDURES W MCC,412302.2,No Medicare Payment Available
501 - SOFT TISSUE PROCEDURES W CC,172178.95,No Medicare Payment Available
502 - SOFT TISSUE PROCEDURES W/O CC/MCC,102192.27,7102.33
503 - FOOT PROCEDURES W MCC,302831,No Medicare Payment Available
504 - FOOT PROCEDURES W CC,206283.77,12896.86
505 - FOOT PROCEDURES W/O CC/MCC,178704.83,No Medicare Payment Available
507 - MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W CC/MCC,88314.3,10876.54
508 - MAJOR SHOULDER OR ELBOW JOINT PROCEDURES W/O CC/MCC,124818.67,No Medicare Payment Available
511 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W CC,178956.75,10074.98
512 - SHOULDER;ELBOW OR FOREARM PROC;EXC MAJOR JOINT PROC W/O CC/MCC,128060.78,8824.74
513 - HAND OR WRIST PROC; EXCEPT MAJOR THUMB OR JOINT PROC W CC/MCC,121997.84,17136.64
514 - HAND OR WRIST PROC; EXCEPT MAJOR THUMB OR JOINT PROC W/O CC/MCC,147191.67,No Medicare Payment Available
515 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W MCC,188228.64,20811.85
516 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W CC,134113.95,11717.5
517 - OTHER MUSCULOSKELET SYS & CONN TISS O.R. PROC W/O CC/MCC,138206.98,8212.68
518 - BACK & NECK PROC EXC SPINAL FUSION W MCC OR DISC DEVICE/NEUROSTIM,102730.24,No Medicare Payment Available
519 - BACK & NECK PROC EXC SPINAL FUSION W CC,220413.39,10481.19
520 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,109013.63,7652.56
533 - FRACTURES OF FEMUR W MCC,121267,8439.62
534 - FRACTURES OF FEMUR W/O MCC,35996.57,4036.99
535 - FRACTURES OF HIP & PELVIS W MCC,41061.56,6989.01
536 - FRACTURES OF HIP & PELVIS W/O MCC,23960.44,3951.75
537 - SPRAINS; STRAINS; & DISLOCATIONS OF HIP; PELVIS & THIGH W CC/MCC,74114,5817.13
538 - SPRAINS; STRAINS; & DISLOCATIONS OF HIP; PELVIS & THIGH W/O CC/MCC,29349,4191.49
539 - OSTEOMYELITIS W MCC,112857.08,9282.1
540 - OSTEOMYELITIS W CC,94189.9,9781.53
542 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W MCC,60614.05,9634.64
543 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W CC,74301.7,6441.33
544 - PATHOLOGICAL FRACTURES & MUSCULOSKELET & CONN TISS MALIG W/O CC/MCC,53526.11,4736.62
545 - CONNECTIVE TISSUE DISORDERS W MCC,106642.14,13361.92
546 - CONNECTIVE TISSUE DISORDERS W CC,148980.94,17177.39
547 - CONNECTIVE TISSUE DISORDERS W/O CC/MCC,32017.8,4951.63
549 - SEPTIC ARTHRITIS W CC,167937.68,20262.53
551 - MEDICAL BACK PROBLEMS W MCC,95080.68,9254.68
552 - MEDICAL BACK PROBLEMS W/O MCC,54008.4,6005.85
553 - BONE DISEASES & ARTHROPATHIES W MCC,40034.51,7591.42
554 - BONE DISEASES & ARTHROPATHIES W/O MCC,43501.96,4608.69
555 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,62003.4,7506.13
556 - SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,47180.96,4761.97
557 - TENDONITIS; MYOSITIS & BURSITIS W MCC,213230.8,8468.32
558 - TENDONITIS; MYOSITIS & BURSITIS W/O MCC,49303.92,5058.58
559 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W MCC,125926.43,22194.24
560 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W CC,109965.98,20569.34
561 - AFTERCARE; MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE W/O CC/MCC,83712.73,19207.63
562 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W MCC,65483.24,7746.08
563 - FX; SPRN; STRN & DISL EXCEPT FEMUR; HIP; PELVIS & THIGH W/O MCC,40154.65,4518.4
564 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W MCC,45809.84,7804.16
565 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W CC,46915.57,5660.52
566 - OTHER MUSCULOSKELETAL SYS & CONNECTIVE TISSUE DIAGNOSES W/O CC/MCC,43556.29,4751.75
570 - SKIN DEBRIDEMENT W MCC,137854.02,12798.1
571 - SKIN DEBRIDEMENT W CC,88396.43,9503.5
572 - SKIN DEBRIDEMENT W/O CC/MCC,50945,No Medicare Payment Available
573 - SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,322369,15877.07
576 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,385563.35,22794.73
577 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,142562.14,14023.86
578 - SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,207859.83,8702.02
579 - OTHER SKIN; SUBCUT TISS & BREAST PROC W MCC,118517.79,13792.21
580 - OTHER SKIN; SUBCUT TISS & BREAST PROC W CC,134504.37,9765.94
581 - OTHER SKIN; SUBCUT TISS & BREAST PROC W/O CC/MCC,190520.25,13194.74
582 - MASTECTOMY FOR MALIGNANCY W CC/MCC,92469.98,8672.37
583 - MASTECTOMY FOR MALIGNANCY W/O CC/MCC,249189.73,7971.08
584 - BREAST BIOPSY; LOCAL EXCISION & OTHER BREAST PROCEDURES W CC/MCC,70552.44,10771.34
585 - BREAST BIOPSY; LOCAL EXCISION & OTHER BREAST PROCEDURES W/O CC/MCC,243437.89,No Medicare Payment Available
592 - SKIN ULCERS W MCC,56681.17,8075.52
593 - SKIN ULCERS W CC,68471.2,6252.11
595 - MAJOR SKIN DISORDERS W MCC,71774.19,12225.94
596 - MAJOR SKIN DISORDERS W/O MCC,66116,No Medicare Payment Available
597 - MALIGNANT BREAST DISORDERS W MCC,112107.4,9891.56
598 - MALIGNANT BREAST DISORDERS W CC,103240.77,7109.92
599 - MALIGNANT BREAST DISORDERS W/O CC/MCC,25990,5289.3
600 - NON-MALIGNANT BREAST DISORDERS W CC/MCC,58676.01,No Medicare Payment Available
601 - NON-MALIGNANT BREAST DISORDERS W/O CC/MCC,47911.67,No Medicare Payment Available
602 - CELLULITIS W MCC,85852.8,8210.03
603 - CELLULITIS W/O MCC,43610.07,5023.6
604 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W MCC,108335.48,13990.66
605 - TRAUMA TO THE SKIN; SUBCUT TISS & BREAST W/O MCC,43122.06,4482.86
606 - MINOR SKIN DISORDERS W MCC,62692,7776.89
607 - MINOR SKIN DISORDERS W/O MCC,42629.97,4245.68
614 - ADRENAL & PITUITARY PROCEDURES W CC/MCC,247748.82,No Medicare Payment Available
615 - ADRENAL & PITUITARY PROCEDURES W/O CC/MCC,122241.53,7977.16
616 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W MCC,176213.41,22527.64
617 - AMPUTAT OF LOWER LIMB FOR ENDOCRINE;NUTRIT;& METABOL DIS W CC,197311.55,17074.06
619 - O.R. PROCEDURES FOR OBESITY W MCC,161371.43,16467.97
620 - O.R. PROCEDURES FOR OBESITY W CC,161558.36,10658.02
621 - O.R. PROCEDURES FOR OBESITY W/O CC/MCC,157438.57,9130.4
623 - SKIN GRAFTS & WOUND DEBRID FOR ENDOC; NUTRIT & METAB DIS W CC,104336.57,10572.85
625 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W MCC,521793.85,No Medicare Payment Available
626 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W CC,147432.07,8860.81
627 - THYROID; PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC,84260.9,6336.08
628 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W MCC,149865.08,No Medicare Payment Available
629 - OTHER ENDOCRINE; NUTRIT & METAB O.R. PROC W CC,149056.74,12880.13
637 - DIABETES W MCC,70558.31,7142.66
638 - DIABETES W CC,43639.5,4765.78
639 - DIABETES W/O CC/MCC,30675.61,3246.36
640 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W MCC,47039.98,6318.52
641 - MISC DISORDERS OF NUTRITION;METABOLISM;FLUIDS/ELECTROLYTES W/O MCC,33892.83,4290.53
642 - INBORN AND OTHER DISORDERS OF METABOLISM,46062.51,6863.1
643 - ENDOCRINE DISORDERS W MCC,72429.25,9262
644 - ENDOCRINE DISORDERS W CC,33820.96,5832.91
645 - ENDOCRINE DISORDERS W/O CC/MCC,44612.5,No Medicare Payment Available
652 - KIDNEY TRANSPLANT,661795.34,30389.21
653 - MAJOR BLADDER PROCEDURES W MCC,365090.83,28545.13
654 - MAJOR BLADDER PROCEDURES W CC,219274.76,10917.76
655 - MAJOR BLADDER PROCEDURES W/O CC/MCC,230648.85,11852.46
656 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W MCC,403010.88,37062.16
657 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W CC,205516.8,11542.07
658 - KIDNEY & URETER PROCEDURES FOR NEOPLASM W/O CC/MCC,173248.77,8789.02
659 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W MCC,243272.58,19635.08
660 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W CC,195107.91,12997.73
661 - KIDNEY & URETER PROCEDURES FOR NON-NEOPLASM W/O CC/MCC,165631.57,8532.13
663 - MINOR BLADDER PROCEDURES W CC,143334.07,10271.82
664 - MINOR BLADDER PROCEDURES W/O CC/MCC,104006.1,7577.78
665 - PROSTATECTOMY W MCC,163619,17815.17
666 - PROSTATECTOMY W CC,108923.2,10144.39
668 - TRANSURETHRAL PROCEDURES W MCC,206721.94,17470.63
669 - TRANSURETHRAL PROCEDURES W CC,110463.34,9863.3
670 - TRANSURETHRAL PROCEDURES W/O CC/MCC,77657.05,5364.2
672 - URETHRAL PROCEDURES W/O CC/MCC,116692.04,No Medicare Payment Available
673 - OTHER KIDNEY & URINARY TRACT PROCEDURES W MCC,237960.76,22223.45
674 - OTHER KIDNEY & URINARY TRACT PROCEDURES W CC,165472.94,13253.31
675 - OTHER KIDNEY & URINARY TRACT PROCEDURES W/O CC/MCC,78432,9569.66
682 - RENAL FAILURE W MCC,89194.6,8876.39
683 - RENAL FAILURE W CC,44639.71,5476.54
684 - RENAL FAILURE W/O CC/MCC,36125.41,3912.66
686 - KIDNEY & URINARY TRACT NEOPLASMS W MCC,40121,10054.5
687 - KIDNEY & URINARY TRACT NEOPLASMS W CC,49314,6547
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,48622.06,6104.39
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,42567.99,4402.42
693 - URINARY STONES W/O ESW LITHOTRIPSY W MCC,77967.56,6681.79
694 - URINARY STONES W/O ESW LITHOTRIPSY W/O MCC,49946.4,4765.95
696 - KIDNEY & URINARY TRACT SIGNS & SYMPTOMS W/O MCC,41481.88,4359.58
697 - URETHRAL STRICTURE,40415.88,6147.1
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,108319.8,9985.6
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,70025.24,6048.89
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,24869.88,3144.01
707 - MAJOR MALE PELVIC PROCEDURES W CC/MCC,199707.45,9842.43
708 - MAJOR MALE PELVIC PROCEDURES W/O CC/MCC,167860.03,7314.49
711 - TESTES PROCEDURES W CC/MCC,269143.08,No Medicare Payment Available
712 - TESTES PROCEDURES W/O CC/MCC,45498.08,No Medicare Payment Available
713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC,67228.08,5772.04
714 - TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,82243.1,5307.68
715 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W CC/MCC,169291.74,12554.63
716 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC FOR MALIGNANCY W/O CC/MCC,200244.6,8378.31
717 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W CC/MCC,184163.13,11193.72
718 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,181160.96,No Medicare Payment Available
723 - MALIGNANCY; MALE REPRODUCTIVE SYSTEM W CC,63307.01,6666.42
724 - MALIGNANCY; MALE REPRODUCTIVE SYSTEM W/O CC/MCC,4959,No Medicare Payment Available
726 - BENIGN PROSTATIC HYPERTROPHY W/O MCC,17609.36,3554.49
727 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W MCC,104964,No Medicare Payment Available
728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,51437.76,No Medicare Payment Available
729 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W CC/MCC,14245,6306.4
730 - OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES W/O CC/MCC,15781,No Medicare Payment Available
734 - PELVIC EVISCERATION; RAD HYSTERECTOMY & RAD VULVECTOMY W CC/MCC,203552.96,12554.03
735 - PELVIC EVISCERATION; RAD HYSTERECTOMY & RAD VULVECTOMY W/O CC/MCC,165273.6,7715.26
736 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W MCC,328005.74,22337.08
737 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W CC,203444.96,11344.94
738 - UTERINE & ADNEXA PROC FOR OVARIAN OR ADNEXAL MALIGNANCY W/O CC/MCC,153747.08,7789.36
739 - UTERINE;ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W MCC,353347.35,21189.23
740 - UTERINE;ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W CC,185117.68,9390.81
741 - UTERINE;ADNEXA PROC FOR NON-OVARIAN/ADNEXAL MALIG W/O CC/MCC,157914.06,7479.4
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,146791.92,9651.77
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,133041.51,6711.57
744 - D&C; CONIZATION; LAPAROSCOPY & TUBAL INTERRUPTION W CC/MCC,124821.02,10322.01
746 - VAGINA; CERVIX & VULVA PROCEDURES W CC/MCC,91455.25,9569.59
747 - VAGINA; CERVIX & VULVA PROCEDURES W/O CC/MCC,114425.37,5953.68
748 - FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,166437.74,7561.48
749 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W CC/MCC,174311.69,14795.38
750 - OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,123848.5,No Medicare Payment Available
754 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W MCC,235770.7,No Medicare Payment Available
755 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W CC,51597.44,5870.75
756 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,43864,3961.49
758 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W CC,70053.53,No Medicare Payment Available
759 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,41344.67,No Medicare Payment Available
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,34110.33,2590.2
761 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W/O CC/MCC,21823.29,No Medicare Payment Available
765 - CESAREAN SECTION W CC/MCC,35486.46,6519.43
766 - CESAREAN SECTION W/O CC/MCC,24022.1,5061.82
767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,44683.71,No Medicare Payment Available
768 - VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,66033.08,No Medicare Payment Available
769 - POSTPARTUM & POST ABORTION DIAGNOSES W O.R. PROCEDURE,115669,No Medicare Payment Available
770 - ABORTION W D&C; ASPIRATION CURETTAGE OR HYSTEROTOMY,53062.29,No Medicare Payment Available
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,21337.09,4381.22
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,17309.61,3861.59
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,37635.69,No Medicare Payment Available
777 - ECTOPIC PREGNANCY,82236.19,No Medicare Payment Available
778 - THREATENED ABORTION,15982.93,No Medicare Payment Available
779 - ABORTION W/O D&C,27258.32,No Medicare Payment Available
780 - FALSE LABOR,8102.36,No Medicare Payment Available
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,26448.81,5222.88
782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,16540.36,No Medicare Payment Available
785 - CESAREAN SECTION W STERILIZATION W/O CC/MCC,15936,No Medicare Payment Available
786 - CESAREAN SECTION W/O STERILIZATION W MCC,56325,No Medicare Payment Available
787 - CESAREAN SECTION W/O STERILIZATION W CC,28303,No Medicare Payment Available
788 - CESAREAN SECTION W/O STERILIZATION W/O CC/MCC,23585.2,No Medicare Payment Available
789 - NEONATES; DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY,448103.15,No Medicare Payment Available
790 - EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME; NEONATE,904567.77,No Medicare Payment Available
791 - PREMATURITY W MAJOR PROBLEMS,237633.85,No Medicare Payment Available
792 - PREMATURITY W/O MAJOR PROBLEMS,74316.13,No Medicare Payment Available
793 - FULL TERM NEONATE W MAJOR PROBLEMS,62029.88,No Medicare Payment Available
794 - NEONATE W OTHER SIGNIFICANT PROBLEMS,9504.91,No Medicare Payment Available
795 - NORMAL NEWBORN,3062.04,No Medicare Payment Available
799 - SPLENECTOMY W MCC,762602.09,76899.99
800 - SPLENECTOMY W CC,188289.2,15407.93
801 - SPLENECTOMY W/O CC/MCC,252279.4,No Medicare Payment Available
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,138325.21,18571.93
804 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W/O CC/MCC,102362.13,No Medicare Payment Available
805 - VAGINAL DELIVERY W/O STERILIZATION/D&C W MCC,6529,No Medicare Payment Available
806 - VAGINAL DELIVERY W/O STERILIZATION/D&C W CC,38764.6,No Medicare Payment Available
807 - VAGINAL DELIVERY W/O STERILIZATION/D&C W/O CC/MCC,21279.71,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,134171,12502.51
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,75700.95,7075.5
810 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC,57062.88,6922.75
811 - RED BLOOD CELL DISORDERS W MCC,68943.06,7571.63
812 - RED BLOOD CELL DISORDERS W/O MCC,43952.16,5040.68
813 - COAGULATION DISORDERS,100313,24870.49
814 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,17646.01,No Medicare Payment Available
815 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,58588.53,6006.35
816 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,33182,3058.56
821 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC,185682.54,No Medicare Payment Available
822 - LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC,173265.12,7370.05
823 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W MCC,174329,24479.7
824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,120859.62,12643.24
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,178705,No Medicare Payment Available
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,463073.52,No Medicare Payment Available
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,219066.36,13628.54
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,291794.45,9689.07
832 - OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W CC,19565.5,No Medicare Payment Available
833 - OTHER ANTEPARTUM DIAGNOSES W/O O.R. PROCEDURE W/O CC/MCC,50077,No Medicare Payment Available
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,165239.5,31069.57
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,76757.1,12183.51
836 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W/O CC/MCC,8519,5510.97
837 - CHEMO W ACUTE LEUKEMIA AS SDX OR W HIGH DOSE CHEMO AGENT W MCC,49563,No Medicare Payment Available
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,110138.32,16842.9
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,58658,9185.82
842 - LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC,100416,No Medicare Payment Available
843 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W MCC,128901.02,10479.01
844 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W CC,74958.51,7150.16
845 - OTHER MYELOPROLIF DIS OR POORLY DIFF NEOPL DIAG W/O CC/MCC,90789,No Medicare Payment Available
846 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W MCC,84171.02,13675.64
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,74390.36,5958.11
848 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W/O CC/MCC,23706.8,No Medicare Payment Available
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,347824.39,30894.54
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,191773.79,13494.09
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,108110.53,8453.66
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,321043.69,44674.16
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,133032.38,11052.85
858 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W/O CC/MCC,123619.18,7915.59
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,126093.18,11204.89
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,67998.96,6024.63
864 - FEVER,47283.49,5161.66
865 - VIRAL ILLNESS W MCC,64554.5,8794.69
866 - VIRAL ILLNESS W/O MCC,35456.05,4615.5
867 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,128394,No Medicare Payment Available
868 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,65860.5,6328.24
869 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,90482,No Medicare Payment Available
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,451763.42,36712.28
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,101797.5,10513
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,58692.84,6191.01
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,32289.03,4919.6
881 - DEPRESSIVE NEUROSES,13220.22,No Medicare Payment Available
882 - NEUROSES EXCEPT DEPRESSIVE,17189.29,3402.87
