DRG_Long_Desc,Average_Charge_Per_Case,Average_Medicare_Payment_Per_Case
700 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W/O CC/MCC,10040,No Medicare Payment Available
712 - TESTES PROCEDURES W/O CC/MCC,32496,No Medicare Payment Available
713 - TRANSURETHRAL PROSTATECTOMY W CC/MCC,78875.04,9307.96
714 - TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,71696.5,5873.75
718 - OTHER MALE REPRODUCTIVE SYSTEM O.R. PROC EXC MALIGNANCY W/O CC/MCC,32973,No Medicare Payment Available
728 - INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM W/O MCC,32782,No Medicare Payment Available
742 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W CC/MCC,74621.5,No Medicare Payment Available
743 - UTERINE & ADNEXA PROC FOR NON-MALIGNANCY W/O CC/MCC,61021.85,5787.59
754 - MALIGNANCY; FEMALE REPRODUCTIVE SYSTEM W MCC,37639,No Medicare Payment Available
757 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W MCC,36124.02,9579.41
759 - INFECTIONS; FEMALE REPRODUCTIVE SYSTEM W/O CC/MCC,15747,No Medicare Payment Available
760 - MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC,21501.5,No Medicare Payment Available
765 - CESAREAN SECTION W CC/MCC,37688.92,7746.44
766 - CESAREAN SECTION W/O CC/MCC,33691.02,No Medicare Payment Available
767 - VAGINAL DELIVERY W STERILIZATION &/OR D&C,29616.13,No Medicare Payment Available
768 - VAGINAL DELIVERY W O.R. PROC EXCEPT STERIL &/OR D&C,60769,No Medicare Payment Available
774 - VAGINAL DELIVERY W COMPLICATING DIAGNOSES,9287.66,No Medicare Payment Available
775 - VAGINAL DELIVERY W/O COMPLICATING DIAGNOSES,6880.18,3708.52
776 - POSTPARTUM & POST ABORTION DIAGNOSES W/O O.R. PROCEDURE,10835.57,No Medicare Payment Available
777 - ECTOPIC PREGNANCY,9239,No Medicare Payment Available
778 - THREATENED ABORTION,8269,No Medicare Payment Available
780 - FALSE LABOR,3753,No Medicare Payment Available
781 - OTHER ANTEPARTUM DIAGNOSES W MEDICAL COMPLICATIONS,8959.86,5715.1
782 - OTHER ANTEPARTUM DIAGNOSES W/O MEDICAL COMPLICATIONS,4322.5,No Medicare Payment Available
789 - NEONATES; DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY,3316.41,No Medicare Payment Available
790 - EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME; NEONATE,3970.75,No Medicare Payment Available
791 - PREMATURITY W MAJOR PROBLEMS,3453.22,No Medicare Payment Available
792 - PREMATURITY W/O MAJOR PROBLEMS,4220.64,No Medicare Payment Available
793 - FULL TERM NEONATE W MAJOR PROBLEMS,4408.49,No Medicare Payment Available
794 - NEONATE W OTHER SIGNIFICANT PROBLEMS,2640.26,No Medicare Payment Available
795 - NORMAL NEWBORN,2184.89,No Medicare Payment Available
799 - SPLENECTOMY W MCC,170310,No Medicare Payment Available
801 - SPLENECTOMY W/O CC/MCC,110059,No Medicare Payment Available
802 - OTHER O.R. PROC OF THE BLOOD & BLOOD FORMING ORGANS W MCC,42814,No Medicare Payment Available
805 - VAGINAL DELIVERY W/O STERILIZATION/D&C W MCC,4819,No Medicare Payment Available
808 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC,23006.03,7484.9
809 - MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC,50298.41,7877.85
811 - RED BLOOD CELL DISORDERS W MCC,32536.15,8485.79
812 - RED BLOOD CELL DISORDERS W/O MCC,32078.58,5849.85
813 - COAGULATION DISORDERS,27049.01,No Medicare Payment Available
814 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,30985.5,11407.77
815 - RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,18041,No Medicare Payment Available
824 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W CC,123180.01,14163.36
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,11055,13647.04
840 - LYMPHOMA & NON-ACUTE LEUKEMIA W MCC,36482.03,19849.79
841 - LYMPHOMA & NON-ACUTE LEUKEMIA W CC,34950.51,10600.35
847 - CHEMOTHERAPY W/O ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS W CC,33775.35,No Medicare Payment Available
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,110213.4,31473.48
854 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W CC,66604.94,12835.6
855 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W/O CC/MCC,124915,9451.9
856 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W MCC,96222.52,No Medicare Payment Available
857 - POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS W O.R. PROC W CC,63134.31,8941.06
862 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W MCC,25681.81,11881.65
863 - POSTOPERATIVE & POST-TRAUMATIC INFECTIONS W/O MCC,13351.41,6321.2
864 - FEVER,5895,5323.48
865 - VIRAL ILLNESS W MCC,23546.03,9680.19
866 - VIRAL ILLNESS W/O MCC,19917,5361.47
868 - OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,25531.34,6974.19
870 - SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS,92325.6,24996.57
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,39878.19,11430.01
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,24998.79,6578.72
880 - ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,19801.41,5436.05
882 - NEUROSES EXCEPT DEPRESSIVE,32570,5225.99
884 - ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,26392.95,7382.33
885 - PSYCHOSES,20553.02,No Medicare Payment Available
894 - ALCOHOL/DRUG ABUSE OR DEPENDENCE; LEFT AMA,11401.77,3177.43
896 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,36120.9,7334.79
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,21939.54,No Medicare Payment Available
906 - HAND PROCEDURES FOR INJURIES,71049,No Medicare Payment Available
907 - OTHER O.R. PROCEDURES FOR INJURIES W MCC,90003.53,25485.96
908 - OTHER O.R. PROCEDURES FOR INJURIES W CC,70649.67,11799.38
909 - OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,58288.34,No Medicare Payment Available
914 - TRAUMATIC INJURY W/O MCC,16239,5549.49
915 - ALLERGIC REACTIONS W MCC,30262.5,No Medicare Payment Available
916 - ALLERGIC REACTIONS W/O MCC,9911.67,No Medicare Payment Available
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,26365.2,8245.73
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,19979.55,4918.56
919 - COMPLICATIONS OF TREATMENT W MCC,57579.83,11022.15
920 - COMPLICATIONS OF TREATMENT W CC,14914,6635.98
921 - COMPLICATIONS OF TREATMENT W/O CC/MCC,8121,No Medicare Payment Available
923 - OTHER INJURY; POISONING & TOXIC EFFECT DIAG W/O MCC,8559,No Medicare Payment Available
947 - SIGNS & SYMPTOMS W MCC,42058,No Medicare Payment Available
948 - SIGNS & SYMPTOMS W/O MCC,26060.32,5033.59
951 - OTHER FACTORS INFLUENCING HEALTH STATUS,1957,No Medicare Payment Available
956 - LIMB REATTACHMENT; HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA,335536.06,No Medicare Payment Available
958 - OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,48791,19239.11
963 - OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,35239.01,17287.55
974 - HIV W MAJOR RELATED CONDITION W MCC,54063,No Medicare Payment Available
975 - HIV W MAJOR RELATED CONDITION W CC,18732.39,No Medicare Payment Available
981 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,135543,27567.14
982 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,104099.01,17001.44
983 - EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,95214.34,10732.56
987 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,86089.01,20586.4
988 - NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,61287.51,11138.71
