"Description","Price"
"CT Angio Abd and Pel w/쏺 Cnt Stent",1461
"CT Angio Abdomen",2425
"CT Angio Abdomen and Pelvis",1461
"CT Angio Abdomen and Pelvis Pre TAVR",1461
"CT Angio Abdomen Aorta  Iliofemoral",4484
"CT angio add on",2425
"CT Angio Brain and Neck",2077
"CT Angio Brain and Neck Code Stroke",2077
"CT Angio Brain/Head",2077
"CT Angio Brain/Neck Add on",2077
"CT Angio Chest",2523
"CT Angio Chest TAVI",2523
"CT Angio Coronary Artery Incl Calcium Sc",1704
"CT Angio Coronary Artery w/  w/o Contra",1704
"CT Angio For Aortic Disection w/ Cnt",2523
"CT Angio For Aortic Disection w/o Cnt",1673
"CT Angio Lower Extremity Left",2132
"CT Angio Lower Extremity Right",2132
"CT Angio Neck",2077
"CT Angio Pelvis",3297
"CT Angio Pulmonary",2523
"CT Angio Upper Extremity Left",3297
"CT Angio Upper Extremity Right",3297
"CT Ankle w/ Contrast Left",1746
"CT Ankle w/ Contrast Right",1746
"CT Ankle w/o Contrast Left",1465
"CT Ankle w/o Contrast Right",1465
"CT Biopsy Abd/Retroperitoneal",3314
"CT Biopsy Bone Deep",3669
"CT Biopsy Bone Superficial",2441
"CT Biopsy Liver",3314
"CT Biopsy Lung/Mediastinum",2726
"CT Biopsy Lymph Node",2157
"CT Biopsy Muscle",3314
"CT Biopsy Ovary",3314
"CT Biopsy Pancreas",2726
"CT Biopsy Renal",3314
"CT Brain/Head Code Stroke",1396
"CT Brain/Head Excl Sinuses w/  w/o Cnt",2090
"CT Brain/Head Excl Sinuses w/ Contrast",1673
"CT Brain/Head Excl Sinuses w/o Contrast",1396
"CT Brain/Head w/  w/o Contrast",2090
"CT Brain/Head w/ Contrast",1636
"CT Brain/Head w/o Contrast",1396
"CT Calcium add on",794
"CT CHEST RAD TO READ add on",1333
"CT Drain Per/Retr Fld w/Cath Perc",5512
"CT Drain Pleura w Cath w CT Guidance",5517
"CT Drain Visceral Fluid w/Cath Perc",5517
"CT Elbow w/ Contrast Left",1656
"CT Elbow w/ Contrast Right",1656
"CT Elbow w/o Contrast Left",1465
"CT Elbow w/o Contrast Right",1465
"CT Enterography w/ Contrast",3739
"CT Fistula or Sinus Tract Abscess Study",961
"CT FNA Abdomen or Retroperitoneum",970
"CT FNA Bone Deep",970
"CT FNA Bone Superficial",970
"CT FNA Deep Tissue",970
"CT FNA Liver",970
"CT FNA Lung",970
"CT FNA Lymph Node",970
"CT FNA Muscle",970
"CT FNA Pancreas",970
"CT Foot w/ Contrast Left",1746
"CT Foot w/ Contrast Right",1746
"CT Foot w/o Contrast Left",1465
"CT Foot w/o Contrast Right",1465
"CT Guidance for Stereotactic Loc",2636
"CT Guidance Marking Radiation Therapy",799
"CT Hand w/ Contrast Left",1656
"CT Hand w/ Contrast Right",1656
"CT Hand w/o Contrast Left",1465
"CT Hand w/o Contrast Right",1465
"CT Heart Calcium Scoring",794
"CT Heart w/ Contrast Pre Ablation Card",847
"CT Hip w/ Contrast Left",1746
"CT Hip w/ Contrast Right",1746
"CT Hip w/o Contrast Left",1465
"CT Hip w/o Contrast Right",1465
"CT Injection Celiac Plexus",1704
"CT Injection Lmbr/Scrl Foramina Epidural",2870
"CT Injection or Aspiration Joint Int",861
"CT Knee w/ Contrast Left",1746
"CT Knee w/ Contrast Right",1746
"CT Knee w/o Cnt Left Implant Planning",1465
"CT Knee w/o Cnt Right Implant Planning",1465
"CT Knee w/o Contrast Left",1465
"CT Knee w/o Contrast Right",1465
"CT LIMITED FOLLOW UP",840
"CT Lower Extremity w/ Contrast Left",1746
"CT Lower Extremity w/ Contrast Right",1746
"CT Lower Extremity w/o Contrast Left",1465
"CT Lower Extremity w/o Contrast Right",1465
"CT Lower Extremity w/쏺 Contrast Left",2191
"CT Lower Extremity w/쏺 Contrast Right",2191
"CT Lung Cancer Screening",1640
"CT Lung Cancer Screening Follow Up",1011
"CT Maxillofacial w/  w/o Contrast",1490
"CT Maxillofacial w/ Contrast",1293
"CT Maxillofacial w/o Contrast",1066
"CT Misc",548
"CT MOD SED SAME PHYS 5/>YRS 15 MIN",69
"CT MOD SED SAME PHYS/QHP <5YRS",69
"CT MOD SED SAME PHYS/QHP ADD 15 MIN",69
"CT Neck Soft Tissue w/  w/o Contrast",2087
"CT Neck Soft Tissue w/ Contrast",1673
"CT Neck Soft Tissue w/o Contrast",1396
"CT Orbits Sella w/  w/o Contrast",2087
"CT Orbits Sella w/ Contrast",1673
"CT Orbits Sella w/o Contrast",1396
"CT Panorex w/   w/o Contrast",1066
"CT Panorex w/ Contrast",1293
"CT Panorex w/o Contrast",1066
"CT Pelvis w/  w/o Contrast",2503
"CT Pelvis w/ Contrast",2021
"CT Pelvis w/o Contrast",1746
"CT Placement Chest Tube",2717
"CT Shoulder w/ Contrast Left",1656
"CT Shoulder w/ Contrast Right",1656
"CT Shoulder w/o Contrast Left",1465
"CT Shoulder w/o Contrast Right",1465
"CT SI Joint Inj Anes an/or Arth w Gde L",534
"CT SI Joint Inj Anes an/or Arth w Gde R",534
"CT Sinus w/o Contrast",1066
"CT Spine Cervical w/  w/o Contrast",2609
"CT Spine Cervical w/ Contrast",2087
"CT Spine Cervical w/o Contrast",1746
"CT Spine Lumbar w/ Contrast",2087
"CT Spine Lumbar w/o Contrast",1746
"CT Spine Thoracic w/  w/o Contrast",2609
"CT Spine Thoracic w/ Contrast",2087
"CT Spine Thoracic w/o Contrast",1746
"CT Stone Protocol",3272
"CT Thoracentesis Diagnostic",2303
"CT Thoracentesis Therapuetic",2303
"CT Thoracentesis w/ Cath Therapuetic",2398
"CT Thoracostomy w/ Drainage",2717
"CT Thorax Card",2717
"CT Thorax for NAV Bronch",1333
"CT Thorax Limited CCTA",2717
"CT Thorax w/  w/o Contrast",1935
"CT Thorax w/  w/o Contrast Card",1935
"CT Thorax w/ Contrast",1657
"CT Thorax w/ Contrast Card",1657
"CT Thorax w/o Contrast",1333
"CT Upper Extremity w/ Contrast Left",1656
"CT Upper Extremity w/ Contrast Left",1988
"CT Upper Extremity w/ Contrast Right",1656
"CT Upper Extremity w/ Contrast Right",1988
"CT Upper Extremity w/o Contrast Left",1465
"CT Upper Extremity w/o Contrast Right",1465
"CT Wrist w/ Contrast Left",1656
"CT Wrist w/ Contrast Right",1656
"CT Wrist w/o Contrast Left",1465
"CT Wrist w/o Contrast Right",1465
"Cube T Foam Soft",12
"Cube T Foam X Soft",7
"Cup Heel Spur L",50
"Cup Heel Spur M 5/16in",50
"CURETTAGEAOPPOSTPARTUM",4851
"CUSTOM SLEEVE",353
"Custom Splints -> Ankle splint",436
"Custom Splints -> Double Sugar Tong",694
"Custom Splints -> Finger splint,static",694
"Custom Splints -> Posterior Long Arm Splint",694
"Custom Splints -> Posterior Long Leg Splint",436
"Custom Splints -> Posterior Short Arm Splint",694
"Custom Splints -> Posterior Short Leg Splint",436
"Custom Splints -> Posterior Slab with Stirrup Long",436
"Custom Splints -> Posterior Slab with Stirrup Short",436
"Custom Splints -> Sugar Tong",694
"Custom Splints -> Thumb spica",694
"Custom Splints -> Ulnar Gutter",637
"Custom Splints -> Volar Splint",694
"CV Stress Test, Tracing Only, w/o I&R 93017",597
"Cylinder Oxygen SZ E Green",31
"CYSTIC FIBROSIS MUTATION",2246
"CYSTO/URETEROAOPSTRICTUREAOPTX",4092
"CYSTO/URETEROAOPWAOPUPAOPSTRICT",4092
"CYSTOAOP&AOPTREATMENT",2560
"CYSTOAOPANDAOPTREATMENT",4508
"CYSTOAOPURETEROAOPWAOPLITHOTRIPSY",14903
"CYSTOAOPWAOPFULGERTINAOPSMAOPBLADDERAOPTUM",3522
"CYSTOAOPWAOPLITHOTRIPSY",6396
"CYSTOAOPWAOPSTONEAOPREMOVE",4508
"CYSTOAOPWAOPUPAOPSTRICTAOPTX",4092
"CYSTOAOPWAOPURETERALAOPSTRICTURE",7573
"CYSTOMETROGRAMAOPWAOPUP",1205
"CYSTOMETROGRAMAOPWAOPVOIDINGAOPPRESSAOPST",1205
"CYSTOMETROGRAMAOPWAOPVP&UP",1205
"CYSTOSCOPEAOPANDAOPTREATMENT",2560
"CYSTOSCOPEAOPANDAOPTX",2560
"CYSTOSCOPY/TREATMENT",2478
"CYSTOSCOPY/TREATMNT",2560
"CYSTOSCOPY/TX",2478
"CYSTOSCOPYAOP&AOPREVISEAOPURETHRA",2560
"CYSTOSCOPYAOP&AOPTREATMENT",1543
"CYSTOSCOPYAOPANDAOPBIOPSY",3522
"CYSTOSCOPYAOPANDAOPTREATMENT",2560
"CYSTOSCOPYAOPANDAOPTX",2366
"CYSTOSCOPYAOPCHEMODENERVATION",3709
"CYSTOSCOPYAOPREMOVALAOPOFAOPCLOTS",2366
"CYSTOSCOPYAOPURTERAOPCATHETER",3085
"CYSTOSCOPYAOPWAOPTREATMENT",3522
"CYSTOSTOMYAOPWAOPINSERTIONAOPURETRALAOPCA",5733
"CYSTOTOMYAOPEXCISIONAOPINCISIONAOPREPOA",10614
"CYSTOURETEROAOPWAOPEXCISEAOPTUMOR",6396
"CYSTOURETEROAOPWAOPRENALAOPSTRICT",4092
"CYSTOURETHEROSCOPYAOPWAOPRMAOPCL",7573
"CYSTOURETHROSCOPY",823
"CYSTOURETHROSCOPYAOPWAOPINCIS",12904
"CYSTOURETROAOPW/BIOPSY",4508
"CYSTOURTHROSCOPYAOPTXAOPREMALAOPURETHRA",2560
"CYSTURETHROSCOPY",2560
"CYSTURETHROSCOPYAOPDIAGNOSTIC",4092
"CYSTURETHROSCOPYAOPDILAOPBLAD",3085
"CYSTURETHROSCOPYAOPWITHAOPBIOPSY",2366
"CYTARABINE 1GM 50ML VIAL",13
"CYTO FLUID",120
"CYTOGENETICS INTER RPT",309
"CYTOPATH CONCT TECH",195
"CYTOPATH CONNECT TECH",195
"CYTOPATH SMEAR OTH SOURCE",172
"CYTOPATH SMEAR OTHER SOURC",83
"CYTOPATH SMEAR OTR SOURCE",172
"CYTOPATHOLGY FLUIDS",120
"CYTOPATHOLOGY FLUID",161
"CYTOPATHOLOGY FLUIDS",1060
"CYTP FNA EVAL EA ADD",51
"D5 1/2NS SOD CHL 1000ML",23
"D5%0.9% SODIUM CHLORIDE 1000ML",19
"D5NS SOD CHL 1000ML",27
"DDD GEN REPLACEMENT",31196
"Debridement, subcutaneous tissue, 1st 20 sq cm or less ",1489
"DEBRIDEMENTAOPGENITALIAAOP&AOPPERINEUM",2258
"DEBRIDEMENTAOPINCAOPREMOVALAOPOFAOPFOREIG",4979
"DEBRIDEMENTAOPMUSCLEAOPEAAOPADDAOP20SQAOPCM",1489
"DEBRIDEMENTAOPOFAOPBURN",1466
"DEBRIDEMENTAOPOFAOPNAILSAOP1AOPTOAOP5",296
"DEBRIDEMENTAOPOFAOPNAILSAOP6AOPGREATER",304
"DEBRIDEMENTAOPOPENAOPFRACTURE",4979
"DEBRIDEMENTAOPREMOVALAOPFOREIGNAOPBODY",4979
"DEBRIDEMENTAOPSUBQAOPEAAOPADDAOP20SQAOPCM",1421
"DECALCIFY TISS",43
"DECLOT VASCULAR DEVICE",1001
"DECLOTAOPVASAOPDEVICE",1001
"DECLOTAOPVASCULARAOPDEVICE",546
"Delivery of placenta",4464
"Delivery Room Per Use",6192
"Delivery Stay Under 24 Hours",10398
"DENTALAOPSURGERYAOPPROCEDURE",3941
"DERMABOND ADVANCED ADHESIVE",187
"DESIGN MLC DEVICE FOR IMRT",1539
"Destroy Premlg Lesns;1St Lesn 17000",292
"Destruct Cutaneous Vascular Proliferative Lesions, <10sqcm",1085
"Destruct Penis Lesion(s)-Simple-Electrodessication",4008
"DESTRUCTAOPLESIONAOPCRYOSURGAOPPEN",364
"DESTRUCTIONAOPANALAOPLESION(S)",2811
"DESTRUCTIONAOPANDAOPLESION",4735
"DESTRUCTIONAOPB9AOPLESIONAOP1-14",266
"DESTRUCTIONAOPCILIARYAOPBODY",1145
"DESTRUCTIONAOPLESIONAOP15AOPORAOPMORE",1085
"DESTRUCTIONAOPLESIONAOPCRYOSURGERY",2607
"DESTRUCTIONAOPLESIONAOPONAOPPENIS",4735
"DESTRUCTIONAOPOFAOPOTHERAOPSKINAOPTAGS",292
"DESTRUCTIONAOPOFAOPPENISAOPLESION",4008
"DESTRUCTIONAOPOFAOPSKINAOPLESION",1085
"DESTRUCTIONAOPPENISAOPLESION",6360
"DESTRUSTIONAOPLESIONAOPPENIS",4735
"DEVICE CORE BIOPSY RENAL 16X10",385
"DEVICE CORE BIOPSY RENAL 16X16",232
"DEVICE IUD CONTRACEPTIVE LARC LILETTA LEVONORGESTREL-RELEASING 52 MG",2225
"DEVICE LIGATING POLYLOOP OREVAL-985",454
"DEVICE TORQUE SEADRAGON ",25
"DEVICE, STAY FIX",86
"Diabetes Ed Group",111
"Diabetes Ed Individual",184
"DIAGNOSTICAOPLARYNGOSCOPY",3183
"DIALYSIS CHARGE Apheresis Plasma -> Yes",12428
"DialysisDIALYSIS CHARGE Dialysis Completed -> CRRT Treatment Setup",1279
"DialysisDIALYSIS CHARGE Dialysis Completed -> Dialysis not HD 1 Eval",1279
"DialysisDIALYSIS CHARGE Dialysis Completed -> Hemodialysis Tier 1",1086
"DialysisDIALYSIS CHARGE Dialysis Completed -> Hemodialysis Tier 2",1086
"Diffusing capacity (eg carbon monoxide, membrane) ",416
"DILATE IC VASOSPASM ADD ON",11655
"DILATE IC VASOSPASM ADD ON DIFF",11655
"DILATE IC VASOSPASM INIT",11655
"DILATEAOPESOPHAGUS",2886
"DILATEAOPURETHAAOPSTRICTURE",938
"DILATEAOPURETHRAAOPSTRICTURE",5863
"Dilation of urethral stricture passage of filiform & follower, male; initial",5863
"DILATIONAOPANDAOPCURETTAGE",5768
"DILATIONAOPOFAOPFEMALAOPURETHAOPSUBSEQUES",868
"DILATIONAOPOFAOPURETHA",868
"DILATIONAOPOFAOPURETHRALAOPSTRICTURE",868
"DILATIONAOPOFAOPURETRALAOPSTRICTURE",4362
"DILATIONAOPSALIVARYAOPDUCT",2696
"DILATOR VESSEL/VASCULAR COOK (ALL SZS)",146
"DISC CERVICAL MOBI-C 13*15 H5",19585
"DISC CERVICAL MOBI-C 13*15 H6",19585
"DISC CERVICAL MOBI-C 13*15 H7",19585
"DISC CERVICAL MOBI-C 13*17 H5",19585
"DISC CERVICAL MOBI-C 13*17 H6",19585
"DISC CERVICAL MOBI-C 13*17 H7",19585
"DISC CERVICAL MOBI-C 15*15 H5",19585
"DISC CERVICAL MOBI-C 15*15 H6",19585
"DISC CERVICAL MOBI-C 15*15 H7",19585
"DISC CERVICAL MOBI-C 15*17 H6",19585
"DISC CERVICAL MOBI-C 15*17 H7",19585
"DISC CERVICAL MOBI-C 15*19 H5",19585
"DISC CERVICAL MOBI-C 15*19 H6",19585
"DISC CERVICAL MOBI-C 15*19 H7",19585
"DISC CERVICAL MOBI-C 17*17 H5",19585
"DISC CERVICAL MOBI-C 17*17 H6",19585
"DISC CERVICAL MOBI-C 17*17 H7",19585
"DISC CERVICAL MOBI-C 17*19 H5",19585
"DISC CERVICAL MOBI-C 17*19 H6",19585
"DISC CERVICAL MOBI-C 17*19 H7",19585
"DNA PROBE AMPLIFIED",654
"Doppler Color Flow (GLOBAL) 93325",900
"Doppler Echo, Complete (GLOBAL) 93320",531
"Doppler Echo, Limited or F/U (GLOBAL) 93321",691
"Doppler Velocimetry Fetal; Umb Art ",850
"DOSIMETRY IMRT",7890
"DRAIN CHANNEL RND HUBLESS 3/4 FLUTED 10FR 3.2MM TROCAR 1/8",84
"DRAIN CHANNEL RND HUBLESS 3/4 FLUTED 19FR 6.3MM TROCAR 1/4",84
"DRAIN CHANNEL ROUND HUBLESS 3/4 FLUTED 15FR 4.7MM",74
"DRAIN DRY SUCTION CHEST",262
"DRAIN FLAT HUBLESS SILICONE FULL PERF 10MM",31
"Drain Skin Abscess,Cmplic/Multi",1019
"DRAIN, MELCOT 4-WING 12 FR LATEX",89
"DRAIN/INJ INTERM JOINT/BUR W/OUS",861
"DRAIN/INJ INTERM JOINT/BURSA W/US",1126
"DRAIN/INJ MAJOR JOINT/BURSA W/OUS",1001
"DRAIN/INJ MAJOR JOINT/BURSA W/US",1188
"DRAIN/INJAOPINTERMAOPJOINT/BURAOPW/OAOPUS",861
"DRAIN/INJAOPINTERMAOPJOINT/BURSAAOPW/US",1126
"DRAIN/INJAOPMAJORAOPJOINT/BURSAAOPW/OUS",1001
"DRAIN/INJAOPMAJORAOPJOINT/BURSAAOPW/US",1188
"DRAIN/INJAOPSMALLAOPJOINT/BURSAAOPW/OUS",836
"DRAIN/INJAOPSMALLAOPJOINT/BURSAAOPW/US",718
"Drainage Heart Sac (Pericardiocentesis), Initial ",2774
"Drainage peritoneal abscess/local peritonitis not apndicel abscs, open ",6431
"DRAINAGEAOPABSCESSAOPPALATEAOPUVULA",724
"DRAINAGEAOPBLADDER",7707
"DRAINAGEAOPEXTERNALAOPEARAOPABCESSAOPHEMA",799
"DRAINAGEAOPGUMAOPLESION",2072
"DRAINAGEAOPHIP",4393
"DRAINAGEAOPMOUTHAOPLESION",4794
"DRAINAGEAOPOFAOPEYELIDAOPABSCESS",3151
"DRAINAGEAOPOFAOPFINGERAOPABSCESSAOPCOMP",2072
"DRAINAGEAOPOFAOPFINGERAOPABSCESSAOPSIMPLE",798
"DRAINAGEAOPOFAOPFOREARMAOPBURSA",4931
"DRAINAGEAOPOFAOPFOREMANAOPLESION",5994
"DRAINAGEAOPOFAOPGLANDAOPABSCESS",951
"DRAINAGEAOPOFAOPHEARTAOPSAC",2774
"DRAINAGEAOPOFAOPMOUTHAOPLESION",670
"DRAINAGEAOPOFAOPPELVISAOPLESION",5994
"DRAINAGEAOPOFAOPPROSTATEAOPABSCESS",13941
"DRAINAGEAOPOFAOPSCROTUM",7279
"DRAINAGEAOPOFAOPSCROTUMAOPABSCESS",3798
"DRAINAGEAOPOFAOPTONSILAOPABSCESS",2072
"DRAINAGEAOPOLECRENONAOPBURSA",2841
"DRAINAOPABSCESSAOPSUBMAXAOPINTRAORAL",724
"DRAINAOPBLADDERAOPBYAOPNEEDLE",817
"DRAINAOPEXTERNALAOPEARAOPLESION",799
"DRAINAOPHANDAOPTENDONAOPSHEATH",4512
"DRAINAOPLOWERAOPLEGAOPBURSA",4931
"DRAINAOPOFAOPNOSEAOPLESION",670
"DRAINAOPPENISAOPLESION",3009
"DRAINAOPPERITONEALAOPABCESS/CYSTAOPOPEN",6431
"DRAINAOPTHIGHAOPKNEEAOPLESION",3252
"DRAINGAGEAOPOFAOPEYE",1413
"Dressing ABD Ster 8x10",2
"DRESSING ADAPTIC 3*8 KCI 2013",3
"Dressing Allevyn Life 12.9 x 12.9cm",22
"DRESSING CARRASYN HYDROGEL WND3OZ",32
"DRESSING GAUZE 4X4",5
"Dressing Gauze Packing 1in",13
"Dressing Gauze Ster Minor Sponge 4x4",4
"Dressing IV/Wound Tegaderm 6x7",2
"Dressing Medipad Plus H 3x5 0201",34
"Dressing Mepilex Border Foam 6x6",38
"Dressing Mepilex Foam 4x4",24
"DRESSING MEPILEX FOAM 6*6",44
"DRESSING MEPILEX LITE 4*4",20
"Dressing Mitraflex Wound 4x4 Plus",15
"Dressing Nu Gauze Packing 1/2in",12
"DRESSING OPTIFOAM GENTLE LITE NB 4*4",15
"Dressing Polyform 12in x 18in 1/8in Wht",592
"DRESSING PROMOGRAN PRISMA MATRIX 19.9 SQ IN HEXAGON",124
"DRESSING PROMOGRAN PRISMA MATRIX 4.34 SQ IN HEXAGON",50
"DRESSING SACRUM MEPILEX BORDER 7",50
"DRESSING TEGADERM 8X12 1628",12
"DRESSING TEGADERM 9.8X12.2",17
"Dressing Telfa 3x4",1
"DRESSING TELFA 3X8",3
"Dressing Xeroflo Sterile 5x9",13
"DRUG ADMIN & HEMODYNMIC MEAS",1193
"DUAL TRIGGER MARKER ENHAMCED COIL",495
"DUALOCK LOCALIZATION GUIDEWIRE ALL SIZES",121
"Duplex Neck Artery Bil CHARGE",1370
"Duplex Scan Hemodialysis Access",555
"Dup-Scan Lxtr Art/Artl Bpgs Uni/Lmtd Study",1096
"Dx Gastr Intub w/ ASP Spec -",268
"Dx Gastr Intub w/ ASP Spec   -> Yes",656
"DX LARYNGOSCOPY",179
"DXAOPLARANGOSCOPY",179
"DXAOPLARYNGOSCOPY",963
"Dye or Thermodilution, including Cath, w/Cardiac Output Measures 93561",293
"EARAOPPIERCING",80
"EBUS Level 1","interval - Flat Fee Interval"
"EBUS Level 2","interval - Flat Fee Interval"
"EBUS Level 3","interval - Flat Fee Interval"
"ECG real-time 2D",2077
"ECHO CONGENITAL 2D COMP W CONT",2644
"ECHO CONGENITAL 2D COMPLETE",1956
"ECHO CONGENITAL 2D FU",1421
"ECHO CONGENITAL 2D W CONT",1587
"Echo Congenital 2D With Contrast Charge",1587
"ECHO FOLLOW UP LIMITED STUDY CARDIAC CATH",1421
"ECHO FOLLOWUP OR LIMITED STUDY",1421
"ECHO TRANSESOPHEGEAL CONG HEART",2789
"ECHO TRANSESOPHEGEAL W CONT",2789
"Echo Transthorac R-T 2D w/wo M-Mode Rec Comp 93307",1681
"ED Central Venous Catheter Type -> Central Venous Catheter < 5 years",10027
"ED Central Venous Catheter Type -> Central Venous Catheter > 5 years",4580
"ED Central Venous Catheter Type -> PICC, 5 yrs or Older",4580
"ED Central Venous Catheter Type -> PICC, 5yrs or under",4580
"ED CPT LEVEL 1",372
"ED CPT LEVEL 2",569
"ED CPT LEVEL 3",964
"ED CPT LEVEL 4",1444
"ED CPT LEVEL 5",2189
"ED CPT LEVEL 6",3392
"ED Debridement -> Burn, first degree - initial",706
"ED Debridement -> Burn, partial thickness, large (>10%)",1752
"ED Debridement -> Burn, partial thickness, med (5-10%)",1466
"ED Debridement -> Burn, partial thickness, medium (5-10%)",1466
"ED Debridement -> Burn, partial thickness, small (<5%)",599
"ED Debridement -> Debridement of muscle or fascia, tissue 0-20 sq cm",1489
"ED Debridement -> To subcutaneous tissue, < 20 sq cm",1489
"ED Nail Procedure -> Excision of nail-Ingrown Permanent",706
"ED Nail Procedure -> Excision of nail-Ingrown Permanent, Amputation of tuft",1595
"ED Nail Procedure -> Nail Plate Avlsion Partial Complicated",364
"ED Nail Procedure -> Nail plate avulsion, additional",212
"ED Nail Procedure -> Repair of Nail bed",970
"ED Nail Procedure -> Subungual hematoma",296
"ED Nosebleed Complexity -> Anterior, Complex",1155
"ED Nosebleed Complexity -> Anterior, Simple",1155
"ED Nosebleed Complexity -> Posterior, Initial",1155
"ED Nosebleed Complexity -> Posterior, Subsequent",1155
"ED Procedure Performed -> Amputation, thumb or finger any joint/phlanx single, includi",4512
"ED Procedure Performed -> Anoscopy",155
"ED Procedure Performed -> Arterial Catheterization, percutaneous",193
"ED Procedure Performed -> Bladder irrigation",868
"ED Procedure Performed -> Bladder Tube Change",942
"ED Procedure Performed -> C Arterial 3rd Thoracic",847
"ED Procedure Performed -> Cautery of Chemical Wound",612
"ED Procedure Performed -> Change Cystostomy Tube",942
"ED Procedure Performed -> Chest Tube Insertion",2717
"ED Procedure Performed -> Collect Blood from impl vad",164
"ED Procedure Performed -> Control Throat Bleeding",1977
"ED Procedure Performed -> Cricothyrotomy",4082
"ED Procedure Performed -> Cystouretheroscopy",537
"ED Procedure Performed -> Cystourethroscopy",5119
"ED Procedure Performed -> Dental Block",1323
"ED Procedure Performed -> Dental Procedure",4116
"ED Procedure Performed -> Digital Block, other nerve(s)",812
"ED Procedure Performed -> ED Intubation",1480
"ED Procedure Performed -> Electrical Cardioversion",2057
"ED Procedure Performed -> External Pacing",936
"ED Procedure Performed -> Gastric Intubation/Aspiration",268
"ED Procedure Performed -> Gastrostomy, Tube change",1677
"ED Procedure Performed -> Genital Surgery",713
"ED Procedure Performed -> Inj Anes Other Peri nerve Branch",1323
"ED Procedure Performed -> Inj Anes Trigeminal Nerve",1323
"ED Procedure Performed -> Inj Skin Lesion",353
"ED Procedure Performed -> Insert Emergency Airway",1480
"ED Procedure Performed -> Insert Temp Indwelling Bladder Cath",262
"ED Procedure Performed -> Laryngoscopy, Diagnostic",179
"ED Procedure Performed -> Laryngoscopy, Direct",89
"ED Procedure Performed -> Leg Ankle Surgery Procedure",713
"ED Procedure Performed -> Ligation of Extremity Artery",10509
"ED Procedure Performed -> Lip Repair",4395
"ED Procedure Performed -> Lumbar Puncture",1197
"ED Procedure Performed -> Measurement of Postvoid",261
"ED Procedure Performed -> Nasopharyngoscopy",266
"ED Procedure Performed -> Nerve Block Occipital Nerve",1771
"ED Procedure Performed -> Paracentesis, Abdomen w/imaging",1806
"ED Procedure Performed -> Paracentesis, Abdomen w/o imaging",1806
"ED Procedure Performed -> Pericardiocentesis",2774
"ED Procedure Performed -> Peripheral IV Insertion (Including EJ)",56
"ED Procedure Performed -> Peripherial IV Insertion",56
"ED Procedure Performed -> PICC, 5 yrs or Older",4580
"ED Procedure Performed -> Preputial Stretching",1977
"ED Procedure Performed -> Priapism Treatment",1977
"ED Procedure Performed -> Removal of Ocular Implant",1055
"ED Procedure Performed -> Removal of Skin Tag, including 15",706
"ED Procedure Performed -> Removal Revision Cast",445
"ED Procedure Performed -> Remove Hemorrhoid Clot",4288
"ED Procedure Performed -> Remove impacted ear wax w/ spoon or delicate forceps",415
"ED Procedure Performed -> Repair Extensor Tendon, w/o free graft, each tendon",4512
"ED Procedure Performed -> Repair of Eyelid Wound",1117
"ED Procedure Performed -> Repair of Eyelid Wound, Additional",1491
"ED Procedure Performed -> Repair of Face Wound",1491
"ED Procedure Performed -> Repair Profundus tendon, primary, each tendon",6165
"ED Procedure Performed -> Skin Tissue Procedure",734
"ED Procedure Performed -> Spinal Puncture Diagnostic",1197
"ED Procedure Performed -> Spinal Puncture Therapeutic",984
"ED Procedure Performed -> Tear Duct System Surgery",3298
"ED Procedure Performed -> Thoracentesis",2303
"ED Procedure Performed -> Trans Angio PRC Femoral",13104
"ED Procedure Performed -> Transcatheter Placement, Intravenous",663
"ED Procedure Performed -> Trigger pt 1 or 2 Muscle",843
"ED Procedure Performed -> Trigger pt 3 or more muscles",843
"ED Procedure Performed -> Trigger pt tendon origin ins",804
"ED Procedure Performed -> Tx Superficial Wound",2072
"ED Procedure Performed -> Vaginal delivery",3671
"EDFR MUTATION ANALYSIS",1713
"EEG Intraoperative",1665
"EEG Long Term Monitoring (19 to 24 hours)",4991
"EEG NeoNate",610
"EEG Prolonged (18 hours or under)",749
"EEG Sleep",888
"EEG Sleep Deprived -> Yes",888
"EEG Test -> EEG Intraoperative",1665
"EEG Test -> EEG Long Term Monitoring (19 to 24 hours)",4991
"EEG Test -> EEG NeoNate",610
"EEG Test -> EEG Prolonged (18 hours or under)",749
"EEG Test -> Electroencephalogram",610
"EGD Level 1","interval - Flat Fee Interval"
"EGD Level 2","interval - Flat Fee Interval"
"EGD Level 3","interval - Flat Fee Interval"
"EKG Charges - EKG -> Routine ECG 12 lead/15 lead tracing only",210
"Elec Alys Nstim Pls Gen Cplx Sc/Perph 1st Hr",659
"Elec Alys Nstim Pls Gen Smpl Sc/Perph w/Prgrmg ",391
"ELECTRICALCARDIOVERSION",2057
"Electro Cystometrogram w/Void Pressure ",1205
"Electrocardiogram 12 Lead",210
"Electroconvulsive Therapy  (Pro Fee)",1198
"Electrode Gentle Stim 2.0 Rnd 4/pk",26
"Electrode Gentle Stim 3.0 Rnd 4/pk",37
"Electrode HH Square 1.5in x 2",19
"Electrode Ionto",39
"Electrode Performa Foam 2in Rnd",5
"Electrode Performa Foam 2in x 3.5in Rect",11
"Electrode Vital Stim Adult",87
"ELECTRODE, ECG QUADTRODE ADULT/PEDS",71
"ELECTRODE, ECG QUADTRODE CARDIA CV",60
"Electroencephalogram",610
