Medication,Package Size,Package Unit,UOM charge 
CEFTRIAXONE 500 MG SOLUTION FOR INJECTION,1,Each,10.366
CEFTRIAXONE-DEXTROSE (ISO-OSMOTIC) 1 GRAM/50 ML IV PIGGY BACK,1,Each,36.772
CEFTRIAXONE-DEXTROSE (ISO-OSMOTIC) 2 GRAM/50 ML IV PIGGY BACK,1,Each,21.876
CEFUROXIME AXETIL 125 MG/5 ML ORAL SUSP,100,mL,634.524
CEFUROXIME AXETIL 250 MG TAB,20,Each,4.562
CEFUROXIME AXETIL 250 MG TAB,60,Each,7.176
CEFUROXIME AXETIL 250 MG TAB,60,Each,7.377
CEFUROXIME AXETIL 250 MG TAB,20,Each,7.495
CEFUROXIME AXETIL 250 MG TAB,20,Each,8.032
CEFUROXIME AXETIL 250 MG TAB,20,Each,15.024
CEFUROXIME AXETIL 250 MG TAB,1,Each,15.025
CEFUROXIME AXETIL 250 MG/5 ML ORAL SUSP,50,mL,476.767
CEFUROXIME SODIUM 1.5 GRAM IV SOLUTION,1,Each,12.78
CEFUROXIME SODIUM 750 MG SOLUTION FOR INJECTION,1,Each,6.39
CEFUROXIME SODIUM 750 MG SOLUTION FOR INJECTION,1,Each,6.39
CEFUROXIME SODIUM 750 MG SOLUTION FOR INJECTION,1,Each,8.691
CEFUROXIME SODIUM 750 MG SOLUTION FOR INJECTION,1,Each,16.018
CELECOXIB 100 MG CAP,100,Each,5.27
CELECOXIB 100 MG CAP,1,Each,10.257
CELECOXIB 100 MG CAP,100,Each,32.12
CELECOXIB 100 MG CAP,100,Each,32.12
CELECOXIB 200 MG CAP,100,Each,8.709
CELECOXIB 200 MG CAP,100,Each,8.845
CELECOXIB 200 MG CAP,1,Each,8.845
CELECOXIB 200 MG CAP,1,Each,21.982
CELECOXIB 200 MG CAP,100,Each,38.221
CEPHALEXIN 250 MG CAP,100,Each,0.577
CEPHALEXIN 250 MG CAP,1,Each,1.416
CEPHALEXIN 250 MG/5 ML ORAL SUSP,100,mL,100.51
CEPHALEXIN 250 MG/5 ML ORAL SUSP,100,mL,100.51
CEPHALEXIN 500 MG CAP,100,Each,1.294
CEPHALEXIN 500 MG CAP,1,Each,1.587
CEPHALEXIN 500 MG CAP,50,Each,1.94
CEPHALEXIN 500 MG CAP,1,Each,1.941
CERTOLIZUMAB PEGOL 400 MG/2 ML (200 MG/ML X2) SUBCUTANEOUS SYRINGE KIT,3,Each,7522.435
CETIRIZINE 5 MG TAB,100,Each,0.581
CETIRIZINE 5 MG TAB,100,Each,0.581
CETIRIZINE 5 MG TAB,100,Each,4.851
CETUXIMAB 100 MG/50 ML IV,50,mL,1922.605
CETUXIMAB 200 MG/100 ML IV,100,mL,3845.21
CHLORDIAZEPOXIDE 10 MG CAP,1,Each,1.344
CHLORDIAZEPOXIDE 10 MG CAP,100,Each,0.202
CHLORDIAZEPOXIDE 10 MG CAP,100,Each,1.343
CHLORDIAZEPOXIDE 25 MG CAP,1,Each,1.45
CHLORDIAZEPOXIDE 25 MG CAP,100,Each,0.227
CHLORDIAZEPOXIDE 25 MG CAP,100,Each,1.45
CHLORDIAZEPOXIDE 5 MG CAP,1,Each,1.756
CHLORDIAZEPOXIDE 5 MG CAP,100,Each,1.755
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,15,mL,3.737
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,15,mL,3.933
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,15,mL,8.325
CHLORHEXIDINE GLUCONATE 0.12 % MOUTHWASH,15,mL,8.719
CHLORHEXIDINE GLUCONATE 4 % TOPICAL LIQUID,236,mL,22.69
CHLOROPROCAINE 3 % IJ SOLN,20,mL,63.56
CHLOROTHIAZIDE SODIUM 500 MG IV SOLUTION,1,Each,370.14
CHLORPHENIRAMINE 4 MG TAB,100,Each,0.14
CHLORPHENIRAMINE-HYDROCODONE SR 8 MG-10 MG/5 ML ORAL 12 HR SUSP,473,mL,617.237
CHLORPHENIRAMINE-HYDROCODONE SR 8 MG-10 MG/5 ML ORAL 12 HR SUSP,473,mL,617.237
CHLORPHENIRAMINE-HYDROCODONE SR 8 MG-10 MG/5 ML ORAL 12 HR SUSP,473,mL,622.402
CHLORPROMAZINE 10 MG TAB,1,Each,19.316
CHLORPROMAZINE 25 MG TAB,1,Each,27.855
CHLORPROMAZINE 25 MG/ML IJ SOLN,1,mL,46.608
CHLORPROMAZINE 25 MG/ML IJ SOLN,2,mL,91.024
CHLORPROMAZINE 50 MG TAB,1,Each,40.301
CHLORPROPAMIDE 250 MG TAB,100,Each,7.398
CHLORTHALIDONE 25 MG TAB,100,Each,4.221
CHLORTHALIDONE 25 MG TAB,1,Each,8.36
CHLORZOXAZONE 500 MG TAB,100,Each,1.224
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TAB",1,Each,2.295
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TAB",100,Each,0.07
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TAB",100,Each,0.087
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TAB",100,Each,0.127
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TAB",100,Each,0.131
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TAB",100,Each,0.17
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TAB",100,Each,0.555
"CHOLECALCIFEROL (VITAMIN D3) 1,000 UNIT TAB",30,Each,2.294
CHOLECALCIFEROL (VITAMIN D3) 10 MCG/ML (400 UNIT/ML) ORAL DROPS,50,mL,31.246
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT TAB,1,Each,1.023
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT TAB,100,Each,0.057
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT TAB,50,Each,1.023
CHOLECALCIFEROL (VITAMIN D3) 400 UNIT TAB,30,Each,2.006
"CHOLECALCIFEROL (VITAMIN D3) 5,000 UNIT CAP",100,Each,0.092
CHOLESTYRAMINE-ASPARTAME 4 GRAM PACKET,1,Each,8.959
CHOLESTYRAMINE-ASPARTAME 4 GRAM PACKET,60,Each,8.963
CHOLESTYRAMINE-ASPARTAME 4 GRAM PACKET,60,Each,8.963
CHOLESTYRAMINE-SUCROSE 4 GRAM PACKET,1,Each,8.959
CHOLESTYRAMINE-SUCROSE 4 GRAM PACKET,60,Each,8.963
CHONDROITIN-SOD HYALURON 3 %-4 % (0.35 ML) 1 %(0.4 ML) INTRAOCULAR KIT,0.75,mL,368.783
CICLOPIROX 0.77 % TOPICAL CREAM,15,g,67.189
CICLOPIROX 0.77 % TOPICAL SUSP,30,mL,262.2
CICLOPIROX 8 % TOPICAL SOLN,6.6,mL,139.827
CICLOPIROX 8 % TOPICAL SOLN,6.6,mL,162.352
CIDOFOVIR 75 MG/ML IV SOLN,5,mL,1376.4
CILOSTAZOL 100 MG TAB,60,Each,1.56
CILOSTAZOL 100 MG TAB,60,Each,1.595
CILOSTAZOL 100 MG TAB,60,Each,1.595
CILOSTAZOL 100 MG TAB,50,Each,4.654
CILOSTAZOL 100 MG TAB,1,Each,4.655
CILOSTAZOL 50 MG TAB,60,Each,1.377
CILOSTAZOL 50 MG TAB,60,Each,1.39
CILOSTAZOL 50 MG TAB,60,Each,1.595
CILOSTAZOL 50 MG TAB,30,Each,3.461
CILOSTAZOL 50 MG TAB,1,Each,3.462
CIMETIDINE 300 MG TAB,100,Each,1.617
CIMETIDINE 400 MG TAB,100,Each,2.626
CINACALCET 30 MG TAB,30,Each,50.015
CIPROFLOXACIN 0.3 % EYE DROPS,2.5,mL,28.187
CIPROFLOXACIN 0.3 % EYE DROPS,2.5,mL,39.33
CIPROFLOXACIN 0.3 % EYE DROPS,2.5,mL,39.33
CIPROFLOXACIN 0.3 % EYE DROPS,5,mL,224.912
CIPROFLOXACIN 0.3 % EYE OINTMENT,3.5,g,398.712
CIPROFLOXACIN 200 MG/20 ML IV SOLN,20,mL,7.1
CIPROFLOXACIN 250 MG TAB,100,Each,0.634
CIPROFLOXACIN 250 MG TAB,100,Each,1.32
CIPROFLOXACIN 250 MG TAB,100,Each,1.32
CIPROFLOXACIN 500 MG TAB,1,Each,0.831
CIPROFLOXACIN 500 MG TAB,100,Each,1.525
CIPROFLOXACIN IN D5W 200 MG/100 ML IV PIGGY BACK,100,mL,7.678
CIPROFLOXACIN IN D5W 200 MG/100 ML IV PIGGY BACK,100,mL,8.376
CIPROFLOXACIN IN D5W 200 MG/100 ML IV PIGGY BACK,100,mL,10.47
CIPROFLOXACIN IN D5W 400 MG/200 ML IV PIGGY BACK,200,mL,10.47
CIPROFLOXACIN IN D5W 400 MG/200 ML IV PIGGY BACK,200,mL,13.96
CIPROFLOXACIN IN D5W 400 MG/200 ML IV PIGGY BACK,200,mL,14.658
CIPROFLOXACIN IN D5W 400 MG/200 ML IV PIGGY BACK,200,mL,14.658
CIPROFLOXACIN IN D5W 400 MG/200 ML IV PIGGY BACK,200,mL,24.43
"CIPROFLOXACIN-DEXAMETHASONE 0.3 %-0.1 % EAR DROPS, SUSP",7.5,mL,406.615
"CIPROFLOXACIN-HYDROCORTISONE 0.2 %-1 % EAR DROPS, SUSP",10,mL,554.262
CISATRACURIUM 10 MG/ML IV SOLN,20,mL,941.49
CISATRACURIUM 2 MG/ML IV SOLN,5,mL,39.76
CISATRACURIUM 2 MG/ML IV SOLN,5,mL,44.532
CISATRACURIUM 2 MG/ML IV SOLN,5,mL,44.532
CISPLATIN 1 MG/ML IV SOLN,50,mL,88.056
CISPLATIN 1 MG/ML IV SOLN,100,mL,176.111
CITALOPRAM 20 MG TAB,500,Each,0.236
CITALOPRAM 20 MG TAB,100,Each,0.267
CITALOPRAM 20 MG TAB,100,Each,0.503
CLADRIBINE 1 MG/ML IV SOLN,10,mL,809.1
CLARITHROMYCIN 125 MG/5 ML ORAL SUSP,50,mL,234.232
CLARITHROMYCIN 250 MG TAB,60,Each,4.27
CLARITHROMYCIN 250 MG TAB,60,Each,15.806
CLARITHROMYCIN 250 MG/5 ML ORAL SUSP,50,mL,340.86
CLARITHROMYCIN 500 MG TAB,60,Each,4.27
CLARITHROMYCIN 500 MG TAB,60,Each,4.27
CLARITHROMYCIN 500 MG TAB,1,Each,21.763
CLIDINIUM-CHLORDIAZEPOXIDE 2.5 MG-5 MG CAP,100,Each,9.002
CLIDINIUM-CHLORDIAZEPOXIDE 2.5 MG-5 MG CAP,100,Each,78.994
CLINDAMYCIN 1 % TOPICAL GEL,30,g,301.924
CLINDAMYCIN 150 MG CAP,100,Each,1.918
CLINDAMYCIN 150 MG CAP,100,Each,1.918
CLINDAMYCIN 600 MG/4 ML IV,4,mL,12.042
CLINDAMYCIN 75 MG/5 ML ORAL SOLUTION,100,mL,216.752
CLINDAMYCIN IN D5W 300 MG/50 ML IV PIGGY BACK,50,mL,24.779
CLINDAMYCIN IN D5W 300 MG/50 ML IV PIGGY BACK,50,mL,24.779
CLINDAMYCIN IN D5W 300 MG/50 ML IV PIGGY BACK,50,mL,27.397
CLINDAMYCIN IN D5W 300 MG/50 ML IV PIGGY BACK,50,mL,39.786
CLINDAMYCIN IN D5W 300 MG/50 ML IV PIGGY BACK,50,mL,39.786
CLINDAMYCIN IN D5W 600 MG/50 ML IV PIGGY BACK,50,mL,37.343
CLINDAMYCIN IN D5W 600 MG/50 ML IV PIGGY BACK,50,mL,37.343
CLINDAMYCIN IN D5W 600 MG/50 ML IV PIGGY BACK,50,mL,37.343
CLINDAMYCIN IN D5W 600 MG/50 ML IV PIGGY BACK,50,mL,41.357
CLINDAMYCIN IN D5W 600 MG/50 ML IV PIGGY BACK,50,mL,41.357
CLINDAMYCIN IN D5W 600 MG/50 ML IV PIGGY BACK,50,mL,60.901
CLINDAMYCIN IN D5W 600 MG/50 ML IV PIGGY BACK,50,mL,60.901
CLINDAMYCIN IN D5W 600 MG/50 ML IV PIGGY BACK,50,mL,60.901
CLINDAMYCIN IN D5W 900 MG/50 ML IV PIGGY BACK,50,mL,45.545
CLINDAMYCIN IN D5W 900 MG/50 ML IV PIGGY BACK,50,mL,45.545
CLINDAMYCIN IN D5W 900 MG/50 ML IV PIGGY BACK,50,mL,50.605
CLINDAMYCIN IN D5W 900 MG/50 ML IV PIGGY BACK,50,mL,74.337
CLINDAMYCIN IN D5W 900 MG/50 ML IV PIGGY BACK,50,mL,74.337
CLINDAMYCIN IN D5W 900 MG/50 ML IV PIGGY BACK,50,mL,74.337
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,2,mL,6.958
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,2,mL,6.958
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,4,mL,8.236
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,4,mL,8.236
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,4,mL,8.236
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,6,mL,11.928
CLINDAMYCIN PHOSPHATE 150 MG/ML IJ SOLN,6,mL,11.928
CLOBETASOL 0.05 % TOPICAL SOLN,25,mL,284.05
CLOFARABINE 20 MG/20 ML INTRAVENOUS SOLUTION,20,mL,5458.654
CLOMIPRAMINE 25 MG CAP,90,Each,29.476
CLOMIPRAMINE 25 MG CAP,30,Each,29.476
CLOMIPRAMINE 50 MG CAP,100,Each,39.299
CLONAZEPAM 0.5 MG TAB,100,Each,0.109
CLONAZEPAM 0.5 MG TAB,100,Each,0.303
CLONAZEPAM 1 MG TAB,1,Each,0.293
CLONAZEPAM 1 MG TAB,100,Each,0.115
CLONAZEPAM 1 MG TAB,100,Each,0.292
CLONAZEPAM 1 MG TAB,100,Each,0.352
"CLONIDINE (PF) 1,000 MCG/10 ML (100 MCG/ML) EPIDURAL SOLUTION",10,mL,71
"CLONIDINE (PF) 1,000 MCG/10 ML (100 MCG/ML) EPIDURAL SOLUTION",10,mL,89.006
"CLONIDINE (PF) 1,000 MCG/10 ML (100 MCG/ML) EPIDURAL SOLUTION",10,mL,119.28
CLONIDINE 0.1 MG TAB,100,Each,0.227
CLONIDINE 0.1 MG TAB,100,Each,0.288
CLONIDINE 0.1 MG TAB,100,Each,0.45
CLONIDINE 0.1 MG TAB,1,Each,0.451
CLONIDINE 0.1 MG TAB,25,Each,0.948
CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,4,Each,49.287
CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,49.287
CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,4,Each,49.337
CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,49.337
CLONIDINE 0.2 MG TAB,100,Each,0.564
CLONIDINE 0.2 MG TAB,1,Each,0.564
CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERM PATCH,4,Each,83.073
CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERM PATCH,4,Each,83.073
CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,83.074
CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,83.074
CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,115.242
CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERM PATCH,1,Each,115.242
CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERM PATCH,4,Each,115.242
CLONIDINE 0.3 MG/24 HR WEEKLY TRANSDERM PATCH,4,Each,115.242
CLOPIDOGREL 300 MG TAB,30,Each,38.634
CLOPIDOGREL 300 MG TAB,1,Each,38.635
CLOPIDOGREL 300 MG TAB,30,Each,60.293
CLOPIDOGREL 300 MG TAB,1,Each,60.294
CLOPIDOGREL 75 MG TAB,100,Each,1.031
CLOPIDOGREL 75 MG TAB,100,Each,1.132
CLOPIDOGREL 75 MG TAB,1,Each,1.132
CLORAZEPATE DIPOTASSIUM 3.75 MG TAB,100,Each,8.81
CLOTRIMAZOLE 1 % TOPICAL CREAM,14.17,g,5.388
CLOTRIMAZOLE 1 % TOPICAL CREAM,15,g,13.766
CLOTRIMAZOLE 1 % TOPICAL SOLN,10,mL,157.757
CLOTRIMAZOLE 1 % VAGINAL CREAM,45,g,17.502
CLOTRIMAZOLE 10 MG TROCHE,70,Each,4.995
CLOTRIMAZOLE 10 MG TROCHE,70,Each,5.62
CLOTRIMAZOLE 2 % VAGINAL CREAM,21,g,31.202
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % LOTION,30,mL,513.912
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % TOPICAL CREAM,15,g,73.679
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % TOPICAL CREAM,15,g,117.728
CLOTRIMAZOLE-BETAMETHASONE 1 %-0.05 % TOPICAL CREAM,45,g,158.697
CLOZAPINE 100 MG TAB,1,Each,7.255
CLOZAPINE 25 MG TAB,100,Each,2.854
CLOZAPINE 25 MG TAB,1,Each,2.854
COAGULATION FACTOR IX (RECOMB) 250 UNIT INTRAVENOUS SOLUTION,1,Each,3.891
"COAGULATION FACTOR IX (RECOMB) 3,000 UNIT INTRAVENOUS SOLUTION",1,Each,3.891
COAGULATION FACTOR IX (RECOMB) 500 UNIT INTRAVENOUS SOLUTION,1,Each,3.891
"COAGULATION FACTOR VIIA RECOMB 1 MG (1,000 MCG) IV SOLUTION",1,Each,6.135
COAL TAR 0.5 % SHAMPOO,130,mL,18.18
COBICISTAT 150 MG TABLET,30,Each,32.032
COCAINE 4 % TOPICAL SOLN,4,mL,214.191
CODEINE 30 MG TAB,100,Each,2.345
CODEINE-GUAIFENESIN 10 MG-100 MG/5 ML ORAL LIQUID,5,mL,1.543
CODEINE-GUAIFENESIN 10 MG-100 MG/5 ML ORAL LIQUID,5,mL,1.543
COLCHICINE 0.6 MG TAB,100,Each,24.533
COLCHICINE 0.6 MG TAB,100,Each,29.62
COLCHICINE 0.6 MG TAB,30,Each,29.62
COLCHICINE 0.6 MG TAB,30,Each,40.606
COLCHICINE 0.6 MG TAB,1,Each,40.607
COLESEVELAM 625 MG TAB,30,Each,14.548
COLESEVELAM 625 MG TAB,1,Each,14.548
COLESEVELAM 625 MG TAB,180,Each,15.164
COLESTIPOL 1 GRAM TAB,120,Each,4.597
COLESTIPOL 5 GRAM ORAL PACKET,30,Each,13.739
COLESTIPOL 5 GRAM ORAL PACKET,30,Each,29.349
COLISTIMETHATE SODIUM 150 MG SOLUTION FOR INJECTION,1,Each,52.062
COLLAGENASE 250 UNIT/G OINTMENT,30,g,895.02
COLLAGENASE 250 UNIT/G OINTMENT,30,g,986.528
CONIVAPTAN IN D5W 20 MG/100 ML INFUSION,100,mL,2078.295
CONIVAPTAN IN D5W 20 MG/100 ML SOLN,100,mL,2078.295
CONJUG. ESTROGEN-MEDROXYPROGESTERONE 0.3 MG-1.5 MG TAB,28,Each,28.707
CONJUG. ESTROGEN-MEDROXYPROGESTERONE 0.625 MG-2.5 MG TAB,28,Each,28.707
CONJUGATED ESTROGENS 0.3 MG TAB,100,Each,23.401
CONJUGATED ESTROGENS 0.45 MG TAB,100,Each,23.401
CONJUGATED ESTROGENS 0.625 MG TAB,100,Each,23.401
CONJUGATED ESTROGENS 0.625 MG/G VAGINAL CREAM,30,g,1127.791
CONJUGATED ESTROGENS 1.25 MG TAB,100,Each,23.401
CONJUGATED ESTROGENS 25 MG SOLUTION FOR INJECTION,1,Each,552.048
CORTISONE 25 MG TAB,100,Each,10.925
COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,1,Each,149.172
COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,1,Each,198.239
CROMOLYN 4 % EYE DROPS,10,mL,99.593
CROMOLYN 5.2 MG/ACTUATION (4 %) NASAL SPRAY,26,mL,30.564
CROTALIDAE POLYVAL IMMUNE FAB SOLUTION FOR INJECTION,1,Each,5948.28
CROTAMITON 10 % LOTION,60,g,2210.609
CROTAMITON 10 % TOPICAL CREAM,60,g,2210.871
"CYANOCOBALAMIN (VITAMIN B-12) 2,500 MCG SUBLINGUAL TAB",60,Each,0.253
"CYANOCOBALAMIN 1,000 MCG/ML IJ SOLN",1,mL,19.625
"CYANOCOBALAMIN 1,000 MCG/ML IJ SOLN",1,mL,19.852
CYANOCOBALAMIN 100 MCG TAB,1,Each,0.809
CYANOCOBALAMIN 100 MCG TAB,50,Each,0.808
CYANOCOBALAMIN 500 MCG TAB,1,Each,0.84
CYANOCOBALAMIN 500 MCG TAB,100,Each,0.157
CYANOCOBALAMIN 500 MCG TAB,50,Each,0.839
CYCLOBENZAPRINE 10 MG TAB,100,Each,0.253
CYCLOBENZAPRINE 10 MG TAB,100,Each,0.262
CYCLOBENZAPRINE 10 MG TAB,100,Each,0.262
CYCLOBENZAPRINE 10 MG TAB,1,Each,0.512
CYCLOBENZAPRINE 10 MG TAB,25,Each,0.909
CYCLOPENTOLATE 1 % EYE DROPS,2,mL,51.654
CYCLOPENTOLATE 1 % EYE DROPS,15,mL,122.186
CYCLOPHOSPHAMIDE 1 GRAM IV SOLUTION,1,Each,1058.75
CYCLOPHOSPHAMIDE 1 GRAM IV SOLUTION,1,Each,1058.75
CYCLOPHOSPHAMIDE 2 GRAM IV SOLUTION,1,Each,2117.499
CYCLOPHOSPHAMIDE 2 GRAM IV SOLUTION,1,Each,2117.499
CYCLOPHOSPHAMIDE 25 MG CAPSULE,100,Each,32.727
CYCLOPHOSPHAMIDE 50 MG CAPSULE,100,Each,43.572
CYCLOPHOSPHAMIDE 500 MG IV SOLUTION,1,Each,530.361
CYCLOPHOSPHAMIDE 500 MG IV SOLUTION,1,Each,530.361
CYCLOSPORINE 100 MG CAP,30,Each,33.659
CYCLOSPORINE 100 MG CAP,30,Each,40.685
CYCLOSPORINE 100 MG CAP,1,Each,40.685
CYCLOSPORINE 100 MG CAP,30,Each,44.665
CYCLOSPORINE 100 MG CAP,1,Each,44.666
CYCLOSPORINE 100 MG/ML ORAL SOLN,50,mL,2166.378
CYCLOSPORINE 25 MG CAP,30,Each,11.624
CYCLOSPORINE 25 MG CAP,1,Each,15.413
CYCLOSPORINE 25 MG CAP,30,Each,15.413
CYCLOSPORINE 250 MG/5 ML IV,5,mL,173.907
CYCLOSPORINE MODIFIED 100 MG CAP,30,Each,19.211
CYCLOSPORINE MODIFIED 100 MG CAP,30,Each,19.215
CYCLOSPORINE MODIFIED 100 MG CAP,1,Each,19.215
CYCLOSPORINE MODIFIED 100 MG CAP,1,Each,19.215
CYCLOSPORINE MODIFIED 25 MG CAP,30,Each,4.803
CYCLOSPORINE MODIFIED 25 MG CAP,1,Each,4.803
CYCLOSPORINE MODIFIED 25 MG CAP,1,Each,9.046
CYPROHEPTADINE 4 MG TAB,100,Each,2.875
CYPROHEPTADINE 4 MG TAB,100,Each,2.875
CYTARABINE (PF) 100 MG/5 ML (20 MG/ML) INJECTION,5,mL,27.313
CYTARABINE 100 MG/ML IJ SOLN,20,mL,91.333
D5-1/2 NS & POTASSIUM CHLORIDE 10 MEQ/L IV,1000,mL,27.92
D5-1/2 NS & POTASSIUM CHLORIDE 20 MEQ/L IV,1000,mL,6.98
D5-1/2 NS & POTASSIUM CHLORIDE 20 MEQ/L IV,1000,mL,17.45
D5-1/2 NS & POTASSIUM CHLORIDE 30 MEQ/L IV,1000,mL,27.92
D5-1/2 NS & POTASSIUM CHLORIDE 40 MEQ/L IV,1000,mL,27.92
D5-LR WITH POTASSIUM CHLORIDE 20 MEQ/L IV,1000,mL,34.9
D5-NS WITH POTASSIUM CHLORIDE 20 MEQ/L IV,1000,mL,27.92
D5-NS WITH POTASSIUM CHLORIDE 40 MEQ/L IV,1000,mL,27.92
D5W WITH POTASSIUM CHLORIDE 20 MEQ/L IV,1000,mL,31.41
DABIGATRAN ETEXILATE 150 MG CAP,60,Each,29.174
DABIGATRAN ETEXILATE 150 MG CAP,60,Each,29.174
DABIGATRAN ETEXILATE 75 MG CAP,60,Each,29.174
DABIGATRAN ETEXILATE 75 MG CAP,60,Each,29.174
DACARBAZINE 200 MG IV SOLUTION,1,Each,52.02
DACTINOMYCIN 0.5 MG IV SOLUTION,1,Each,3142.396
"DALTEPARIN (PORCINE) 5,000 UNIT/0.2 ML SUB-Q SYRINGE",0.2,mL,65.941
DANTROLENE 20 MG IV SOLUTION,1,Each,130.2
DANTROLENE 20 MG IV SOLUTION,1,Each,164.871
DANTROLENE 25 MG CAP,100,Each,3.54
DANTROLENE 25 MG CAP,30,Each,7.114
DANTROLENE 25 MG CAP,30,Each,7.114
DAPSONE 25 MG TAB,30,Each,8.618
DAPSONE 25 MG TAB,30,Each,9.972
DAPTOMYCIN 500 MG IV SOLUTION,1,Each,828.519
DAPTOMYCIN 500 MG IV SOLUTION,1,Each,828.612
DARBEPOETIN ALFA IN POLYSORBATE 200 MCG/0.4 ML SYRINGE,0.4,mL,2879.28
DARBEPOETIN ALFA IN POLYSORBATE 25 MCG/0.42 ML SYRINGE,0.42,mL,359.91
DARBEPOETIN ALFA IN POLYSORBATE 300 MCG/0.6 ML SYRINGE,0.6,mL,4318.92
DARBEPOETIN ALFA IN POLYSORBATE 300 MCG/ML INJECTION,1,mL,4318.92
DARBEPOETIN ALFA IN POLYSORBATE 500 MCG/ML SYRINGE,1,mL,7198.2
DARIFENACIN ER 15 MG 24 HR TAB,30,Each,35.795
DARIFENACIN ER 15 MG 24 HR TAB,90,Each,40.262
DARIFENACIN SR 7.5 MG 24 HR TAB,30,Each,35.795
DARIFENACIN SR 7.5 MG 24 HR TAB,90,Each,40.262
DARIFENACIN SR 7.5 MG 24 HR TAB,30,Each,40.265
DARUNAVIR 600 MG TAB,60,Each,49
DARUNAVIR 800 MG TABLET,30,Each,98
DASATINIB 20 MG TABLET,60,Each,222.088
DASATINIB 50 MG TABLET,60,Each,444.174
DAUNORUBICIN 20 MG IV SOLUTION,10,Each,195.3
DAUNORUBICIN 5 MG/ML IV INJ,4,mL,249.508
DECITABINE 50 MG IV SOLUTION,1,Each,1767
DECITABINE 50 MG IV SOLUTION,1,Each,3143.4
DECITABINE 50 MG IV SOLUTION,1,Each,3182.46
DEFERASIROX 500 MG DISPERSIBLE TABLET,30,Each,290.895
DEFEROXAMINE 2 GRAM SOLUTION FOR INJECTION,4,Each,234.416
DEFEROXAMINE 500 MG SOLUTION FOR INJECTION,1,Each,26.725
DELAFLOXACIN 300 MG INTRAVENOUS SOLUTION,1,Each,246.45
DELAFLOXACIN 450 MG TABLET,20,Each,131.828
DEMECLOCYCLINE 150 MG TAB,100,Each,27.553
DEMECLOCYCLINE 150 MG TAB,100,Each,27.553
DEMECLOCYCLINE 300 MG TAB,50,Each,39.971
DEMECLOCYCLINE 300 MG TAB,50,Each,39.971
DENOSUMAB 120 MG/1.7 ML (70 MG/ML) SUB-Q,1.7,mL,4124.03
DENOSUMAB 60 MG/ML SUB-Q SYRINGE,1,mL,2201.403
DESFLURANE FOR INHALATION,240,mL,0
DESIPRAMINE 10 MG TAB,100,Each,3.929
DESIPRAMINE 10 MG TAB,100,Each,5.305
DESIPRAMINE 25 MG TAB,100,Each,4.899
DESIPRAMINE 25 MG TAB,1,Each,9.427
DESIPRAMINE 50 MG TAB,100,Each,11.996
DESMOPRESSIN 0.1 MG TAB,30,Each,6.398
DESMOPRESSIN 0.1 MG TAB,1,Each,6.398
DESMOPRESSIN 10 MCG/SPRAY (0.1 ML) NASAL SPRAY,5,mL,366.439
DESMOPRESSIN 4 MCG/ML IJ SOLN,1,mL,147.714
DESMOPRESSIN 4 MCG/ML IJ SOLN,10,mL,870.722
DESMOPRESSIN 4 MCG/ML IJ SOLN,10,mL,1107.072
