Px Code,Procedure Description,Unit Price,FEE SCHEDULE GROUP NAME,
71177000722,OVERTUBE B CRMC USE ONLY,346.19,,Supplies [3]
71177000723,FOREIGN BODY HOOD A CRMC USE ONLY,73.5,,Supplies [3]
71177000724,NDL ASPIR BARON CRMC USE ONLY,273.42,,Supplies [3]
71177000725,SPHINCTERTOME/ULTRATOME E CRMC USE ONLY,415.64,,Supplies [3]
71177000726,MOCROKNIFE CRMC USE ONLY,384.77,,Supplies [3]
71177000727,MANOMETRY CATH CRMC USE ONLY,437.69,,Supplies [3]
71177000728,STENT REMOVER A CRMC USE ONLY,84,,Supplies [3]
71177000729,NDL BRONCH A CRMC USE ONLY,175.35,,Supplies [3]
71177000730,BALLOON INFLATION SYSTEM CRMC USE ONLY,140.7,,Supplies [3]
71177000733,LITHO BASKET A CRMC USE ONLY,839,,Supplies [3]
71177000734,CATH BRUSH COMBO A CRMC USE ONLY,243.65,,Supplies [3]
71177000735,PEG KIT B CRMC USE ONLY,313.11,,Supplies [3]
71177000738,ERCP CANNULA DISP B CRMC USE ONLY,189,,Supplies [3]
71177000739,CATH ERCP A CRMC USE ONLY,189,,Supplies [3]
71177000740,BILIARY INFLATION DEVICE C CRMC USE ONLY,401.31,,Supplies [3]
71177000741,SCOPE ACCESS/ DEL CATHETER B CRMC USE ONLY,4299.75,,Supplies [3]
71177000742,CATH ERCP B CRMC USE ONLY,184.8,,Supplies [3]
71177000743,BILIARY DILATION CATHETER A CRMC USE ONLY,246.96,,Supplies [3]
77030014425,IMPL MEDPOR SHT STRY -E,661.5,,Supplies [3]
71177000744,CATH BRUSH COMBO B CRMC USE ONLY,289.96,,Supplies [3]
71177000745,DILATOR BALLOON BILIARY E CRMC USE ONLY,432.18,,Supplies [3]
71177000746,ENDO FORCEP B CRMC USE ONLY,85.05,,Supplies [3]
71177000747,LUNG CLAMP A CRMC USE ONLY,318.62,,Supplies [3]
71177000750,CANNULATOME A CRMC USE ONLY,382.57,,Supplies [3]
71177000751,TUBE FEED TRANSGASTRIC-JEJUNAL CRMC USE ONLY,415.64,,Supplies [3]
71177000752,BRUSH CYTOLOGY A CRMC USE ONLY,58.8,,Supplies [3]
71177000753,ESOPHAGEAL MANOMETRY PROBE CRMC USE ONLY,182.7,,Supplies [3]
71177000754,ANORECTAL MANOMETRY PROBE CRMC USE ONLY,953.66,,Supplies [3]
71177000755,SPHINCTERTOME/ULTRATOME H CRMC USE ONLY,743.09,,Supplies [3]
71177000756,PROBE APC B CRMC USE ONLY,575.51,,Supplies [3]
71177000757,BALLOON BILI KIT B CRMC USE ONLY,582.12,,Supplies [3]
71177000758,ENDO ULTRA SOUND NEEDLE A CRMC USE ONLY,624.02,,Supplies [3]
71177000759,ENDO ULTRA SOUND NEEDLE B CRMC USE ONLY,944.84,,Supplies [3]
71177000760,LITHOTRIPTOR CRMC USE ONLY,1187.39,,Supplies [3]
71177000761,JAGWIRE A CRMC USE ONLY,158.55,,Supplies [3]
71177000762,HYDROPHILIC WIRE A CRMC USE ONLY,325.24,,Supplies [3]
71177000763,EMR KIT D CRMC USE ONLY,727.65,,Supplies [3]
71177000764,THORACENTESIS CATH NEEDLE A CRMC USE ONLY,82.95,,Supplies [3]
71177000765,LIGATING DEVICE A CRMC USE ONLY,297.68,,Supplies [3]
71177000766,IRRIGATION TUBING A CRMC USE ONLY,231.53,,Supplies [3]
71177000767,FORCEPS A CRMC USE ONLY,1348.36,,Supplies [3]
71177000768,SCOPE ACCESS/ DEL CATHETER A CRMC USE ONLY,1759.59,,Supplies [3]
77030014471,NUT EXT FIX SS SYNT -B,109.2,,Supplies [3]
71177000770,NEEDLE ASPIRATOR A CRMC USE ONLY,285.55,,Supplies [3]
77030014473,NUT ORTHO SS SYNT -B,90.3,,Supplies [3]
71177000772,FCP BX A CRMC USE ONLY,85.05,,Supplies [3]
71177000773,CONT INJECTION SYSTEM A CRMC USE ONLY,91.35,,Supplies [3]
71177000774,OVERTUBE C CRMC USE ONLY,565.58,,Supplies [3]
71177000776,RETRIEVAL DEVICE B CRMC USE ONLY,299.88,,Supplies [3]
71177000777,PAPILLOTOME D CRMC USE ONLY,583.22,,Supplies [3]
71177000779,BILIARY DILATION CATHETER D CRMC USE ONLY,316.42,,Supplies [3]
71177000781,PEG KIT D CRMC USE ONLY,282.24,,Supplies [3]
71177000782,SPHINCTERTOME A CRMC USE ONLY,373.75,,Supplies [3]
71177000783,EXTRACTION BALLOON A CRMC USE ONLY,332.96,,Supplies [3]
71177000784,BILIARY INFLATION DEVICE B CRMC USE ONLY,282.24,,Supplies [3]
71177000785,EXTRACTION BASKET A CRMC USE ONLY,707.81,,Supplies [3]
77030014494,PLT BN CBL ZIMM -I,4943.61,,Supplies [3]
71177000788,ENDO SNARE B CRMC USE ONLY,91.35,,Supplies [3]
71177000789,ENDO SNARE C CRMC USE ONLY,49.35,,Supplies [3]
71177000791,ENDO CAP A CRMC USE ONLY,98.7,,Supplies [3]
71177000792,CATHETER PUSHING B CRMC USE ONLY,289.96,,Supplies [3]
71177000794,BASKET SHEATH A CRMC USE ONLY,388.08,,Supplies [3]
77030014505,PLT COMPR SS SYNT -E,925,,Supplies [3]
71177000795,ENDO SNARE D CRMC USE ONLY,177.45,,Supplies [3]
71177000796,PILL CAM CRMC USE ONLY,1170.86,,Supplies [3]
71177000798,STENT PANCREATIC F CRMC USE ONLY,56.7,,Supplies [3]
71177000799,VID CAPSULE DELIVERY DEVICE A CRMC USE ONLY,401.31,,Supplies [3]
71177000800,BIOPSY FORCEP A CRMC USE ONLY,58.8,,Supplies [3]
77030014514,PLT FEM SS SYNT -G1,2410.07,,Supplies [3]
71177000801,RETRIEVAL DEVICE D CRMC USE ONLY,297.68,,Supplies [3]
71177000802,RETRIEVAL DEVICE E CRMC USE ONLY,324.14,,Supplies [3]
77030014519,PLT LC SYNT -D,493.92,,Supplies [3]
71177000804,PNEUMOTHORAX SET A CRMC USE ONLY,717.73,,Supplies [3]
71177000805,CAPSULE DELIVERY DEVICE B CRMC USE ONLY,171.99,,Supplies [3]
71177000807,BALLOON APPLICATOR A CRMC USE ONLY,157.5,,Supplies [3]
71177000808,FEEDING TUBE A CRMC USE ONLY,313.11,,Supplies [3]
71177000810,FEEDING TUBE B CRMC USE ONLY,503.84,,Supplies [3]
77030014529,PLT RECON SS SYNT -G,1689.03,,Supplies [3]
71177000811,RESECTION KIT A CRMC USE ONLY,465.26,,Supplies [3]
71177000812,SPY PROBE A CRMC USE ONLY,5508.09,,Supplies [3]
77030014533,PLT TBLR SS SYNT -C,357.21,,Supplies [3]
71177000813,ENDO ULTRA SOUND NEEDLE C CRMC USE ONLY,1052.89,,Supplies [3]
71177000814,ENDO ULTRA SOUND NEEDLE D CRMC USE ONLY,513.77,,Supplies [3]
71177000815,OVERTUBE  D CRMC USE ONLY,193.2,,Supplies [3]
71177000816,BALLOON F/SCOPE A CRMC USE ONLY,93.45,,Supplies [3]
71177000817,DELIVERY SYSTEM A CRMC USE ONLY,458.64,,Supplies [3]
71177000818,ACHALASIA HAND PUMP A CRMC USE ONLY,468.56,,Supplies [3]
71177000819,CLIPPING DEVICE GRASPER A CRMC USE ONLY,1071.63,,Supplies [3]
77030014546,PLT WR SYNT -H,2991.08,,Supplies [3]
71177000820,ELECTROHYDRAULIC LITHOTRIPTER CRMC USE ONLY,985.64,,Supplies [3]
71177000821,PROBE A CRMC USE ONLY,917.28,,Supplies [3]
71177000822,CLIP ENDO A CRMC USE ONLY,492.82,,Supplies [3]
71177000823,IMED PUMP-INITIAL CRMC USE ONLY,107.1,,Supplies [3]
71177000824,BOVIE CRMC USE ONLY,30.45,,Supplies [3]
71177000825,DERMABOND CRMC USE ONLY,72.45,,Supplies [3]
71177000826,CALDWELL PARACENTESIS NEEDLE CRMC USE ONLY,65.1,,Supplies [3]
71177000827,OXYGEN CANNULAE CRMC USE ONLY,19.95,,Supplies [3]
71177000828,ELASTIC NET SIZE 6 PRECUT 24 CRMC USE ONLY,11.55,,Supplies [3]
77030014564,POST EXT FIX STRY -C,169.05,,Supplies [3]
71177000829,SPANDAGE PRECUT ELASTIC SIZE 6 CRMC USE ONLY,12.6,,Supplies [3]
71177000830,MASK SLEEP AIRLINE TYPE CRMC USE ONLY,4.2,,Supplies [3]
71177000831,PLUG EAR FOAM WITH CORD CRMC USE ONLY,2.1,,Supplies [3]
71177000832,TRAY SOFT TISSUE 16G 100MM NDL CRMC USE ONLY,105,,Supplies [3]
71177000833,JACKSON HEAD REST KIT CRMC USE ONLY,52.5,,Supplies [3]
71177000834,REFILL KIT F/SYNCHROMED PUMP CRMC USE ONLY,139.65,,Supplies [3]
71177000836,TROCAR D CRMC USE ONLY,410.13,,Supplies [3]
71177000837,BINDER FULLER SHIELD CRMC USE ONLY,50.4,,Supplies [3]
71177000838,KIT MYRINGOTOMY ADULT CRMC USE ONLY,114.45,,Supplies [3]
71177000839,TRACH TUBE D CRMC USE ONLY,472.97,,Supplies [3]
77030014584,RESVR CSF INLC -D,918.38,,Supplies [3]
71177000840,SPLINT REUTER OVER SZ THIN CRMC USE ONLY,127.05,,Supplies [3]
71177000841,TUBING CLEARESS II/ENT CRMC USE ONLY,228.22,,Supplies [3]
71177000842,DYE OPTIRAY 350 150CC CRMC USE ONLY,234.83,,Supplies [3]
71177000843,SEAL CYSTO OPERATING CHANNEL CRMC USE ONLY,28.35,,Supplies [3]
71177000845,NDL COOK SKINY CHIBA TIP CRMC USE ONLY,53.55,,Supplies [3]
71177000846,NDL FASCIAL INCISING/CYSTO CRMC USE ONLY,118.65,,Supplies [3]
71177000847,SUCTION LIDS CRMC USE ONLY,17.85,,Supplies [3]
71177000848,PRESSURE PAD FEM CLAMP DISP CRMC USE ONLY,15.75,,Supplies [3]
71177000849,NDL ONE PIECE CORDIS 18G CRMC USE ONLY,18.9,,Supplies [3]
71177000850,RET IRIS FLEXIBLE DISP CRMC USE ONLY,346.19,,Supplies [3]
71177000851,TRACH TUBE BIVONA 7/8/9 CRMC USE ONLY,466.36,,Supplies [3]
71177000852,SCLERAL SLEEVE ROUND CRMC USE ONLY,50.4,,Supplies [3]
71177000853,SUCTION NEPTUNE SYSTEM CRMC USE ONLY,58.8,,Supplies [3]
71177000854,DISP LENS BIOM SUPERVIEW SET CRMC USE ONLY,254.68,,Supplies [3]
71177000855,FCP FIBEROPTIC ENDGRASPIN DISP CRMC USE ONLY,586.53,,Supplies [3]
71177000856,CON-FASTFIXCVDNDLEASSEMSMTHNPH CRMC USE ONLY,680.24,,Supplies [3]
71177000857,PROBE OXIMETER DATEX DISP CRMC USE ONLY,63,,Supplies [3]
71177000858,DIAMMAP MONITORING CRMC USE ONLY,10.5,,Supplies [3]
71177000859,IMED PUMP CRMC USE ONLY,108.15,,Supplies [3]
71177000860,ACCU CHECK MONITORING CRMC USE ONLY,34.65,,Supplies [3]
71177000861,SURGICAL PREPARATION - OR CRMC USE ONLY,111.3,,Supplies [3]
71177000864,IMED PUMP - INITIAL CRMC USE ONLY,107.1,,Supplies [3]
71177000865,LIVER BIOPSY TRAY CRMC USE ONLY,126,,Supplies [3]
71177000866,TRACH CARE TRAY CRMC USE ONLY,7.35,,Supplies [3]
71177000867,DICUBITUS PAD (SHEEP SKIN) CRMC USE ONLY,32.55,,Supplies [3]
71177000868,DOUCH SET CRMC USE ONLY,13.65,,Supplies [3]
71177000869,FEEDING TUBE 5FR CRMC USE ONLY,5.25,,Supplies [3]
71177000870,GOWNS ISOLATION CRMC USE ONLY,27.3,,Supplies [3]
71177000871,ICE BAG CRMC USE ONLY,8.4,,Supplies [3]
71177000872,MILLER-ABBOT TUBE CRMC USE ONLY,330.75,,Supplies [3]
71177000873,SPINAL NEEDLE CRMC USE ONLY,70.35,,Supplies [3]
71177000874,STOPCOCK 3-WAY CRMC USE ONLY,15.75,,Supplies [3]
71177000875,THERMOMETER KIT CRMC USE ONLY,11.55,,Supplies [3]
71177000876,BLADDER CARE TRAY CRMC USE ONLY,63,,Supplies [3]
71177000877,SLIPPERS DISPOS CRMC USE ONLY,4.2,,Supplies [3]
71177000878,SITZ BATH CRMC USE ONLY,9.45,,Supplies [3]
71177000879,MYLEOGRAM TRAY BD CRMC USE ONLY,57.75,,Supplies [3]
71177000880,PILLOWSDOSPOSAB CRMC USE ONLY,10.5,,Supplies [3]
71177000881,EXTENSION SET CRMC USE ONLY,4.2,,Supplies [3]
71177000882,TUBING SUCTION CRMC USE ONLY,6.3,,Supplies [3]
71177000883,TEXAS CATHETER CRMC USE ONLY,6.3,,Supplies [3]
71177000884,ELECTRODE FOAM CRMC USE ONLY,24.15,,Supplies [3]
77030014669,SLV POS HUM FX ZIMM -C,529.2,,Supplies [3]
71177000885,SPECIPAN CRMC USE ONLY,2.1,,Supplies [3]
71177000886,TRACH DRESSINGBX CRMC USE ONLY,3.15,,Supplies [3]
71177000887,BED PAN CRMC USE ONLY,3.15,,Supplies [3]
71177000888,KIT SHROUD ADULT CRMC USE ONLY,31.5,,Supplies [3]
71177000889,CATH STRAP CRMC USE ONLY,12.6,,Supplies [3]
71177000890,ARTHROGRAM TRAY CRMC USE ONLY,59.85,,Supplies [3]
71177000891,SKIN STAPLE REMOV CRMC USE ONLY,4.2,,Supplies [3]
71177000892,EGG CRATE RENTAL CRMC USE ONLY,28.35,,Supplies [3]
71177000893,KIT SUTURE REMOVA CRMC USE ONLY,7.35,,Supplies [3]
71177000894,TOOTHETTE CRMC USE ONLY,12.6,,Supplies [3]
71177000895,STERILE DRAPE A CRMC USE ONLY,35.7,,Supplies [3]
71177000896,DRAPE STERI 1020 CRMC USE ONLY,10.5,,Supplies [3]
71177000897,DRAPE STERI 1030 CRMC USE ONLY,19.95,,Supplies [3]
71177000898,DRAPE STERI 1050 CRMC USE ONLY,22.05,,Supplies [3]
71177000899,ARMBOARD SHORT CRMC USE ONLY,3.15,,Supplies [3]
71177000900,ARMBOARD LONG CRMC USE ONLY,3.15,,Supplies [3]
71177000901,DRG XEROFORM 1X8 CRMC USE ONLY,3.15,,Supplies [3]
71177000902,DRG XEROFORM 5X9 CRMC USE ONLY,5.25,,Supplies [3]
71177000903,SYRINGE 60CC CRMC USE ONLY,3.15,,Supplies [3]
71177000904,SYRINGE BULB CRMC USE ONLY,3.15,,Supplies [3]
71177000905,BLAKEMORE TUBE CRMC USE ONLY,664.81,,Supplies [3]
71177000906,ENEMA RING BARIUM CRMC USE ONLY,19.95,,Supplies [3]
71177000907,PAD K-THERMIA CRMC USE ONLY,73.5,,Supplies [3]
71177000908,DIAPERS ADULT CRMC USE ONLY,29.4,,Supplies [3]
71177000909,PROBE DISPOSABLE CRMC USE ONLY,27.3,,Supplies [3]
71177000910,TUBE DOBB HOFF CRMC USE ONLY,33.6,,Supplies [3]
77030014720,WSHR BN SS SYNT -C,328.55,,Supplies [3]
71177000911,WASHCLOTH-DISP CRMC USE ONLY,0.27,,Supplies [3]
77030014722,WSHR BN TI ARTH -C,321.93,,Supplies [3]
71177000912,DIAPERS TODDLER CRMC USE ONLY,22.05,,Supplies [3]
71177000913,SLING ARM ECON SM CRMC USE ONLY,19.95,,Supplies [3]
71177000914,SLING ARM ECON MD CRMC USE ONLY,19.95,,Supplies [3]
71177000915,SLING ARM ECON LG CRMC USE ONLY,19.95,,Supplies [3]
71177000916,SLING ARM PADDED CRMC USE ONLY,35.7,,Supplies [3]
71177000917,STRAP CLAVICLE CRMC USE ONLY,38.85,,Supplies [3]
71177000918,TRAC BUCKS CONULU CRMC USE ONLY,76.65,,Supplies [3]
71177000919,IMMOBILE SHLDR SM CRMC USE ONLY,73.5,,Supplies [3]
71177000920,IMMOBILE SHLDR XL CRMC USE ONLY,40.95,,Supplies [3]
71177000921,IMMOBILE SHLDR CRMC USE ONLY,73.5,,Supplies [3]
71177000922,SHOE POST OP W-LG CRMC USE ONLY,33.6,,Supplies [3]
71177000923,SHOE POST OP M-SM CRMC USE ONLY,35.7,,Supplies [3]
71177000924,SHOE POST OP M-MD CRMC USE ONLY,35.7,,Supplies [3]
71177000925,SHOE POST OP M-LG CRMC USE ONLY,35.7,,Supplies [3]
77030014751,FIX KT TRIMIT ARTH -C,554.56,,Supplies [3]
71177000926,SHOE CAST SMALL CRMC USE ONLY,33.6,,Supplies [3]
71177000927,SHOE CAST MEDIUM CRMC USE ONLY,33.6,,Supplies [3]
71177000928,SHOE CAST LARGE CRMC USE ONLY,33.6,,Supplies [3]
71177000929,SLING THIGH KODEL CRMC USE ONLY,63,,Supplies [3]
71177000930,IMMOBILIZER SHOUL CRMC USE ONLY,40.95,,Supplies [3]
71177000931,DIAPERS NEWBORN CRMC USE ONLY,9.45,,Supplies [3]
71177000932,DIAPERS OVERNIGHT CRMC USE ONLY,25.2,,Supplies [3]
77030014764,NAIL IM FEM CANN SYNT -H,3107.95,,Supplies [3]
71177000933,TOILET SEATRISER CRMC USE ONLY,140.7,,Supplies [3]
77030014766,NAIL IM HUM SYNT -H,3007.62,,Supplies [3]
71177000935,GOWNS-SURGEON XLG CRMC USE ONLY,17.85,,Supplies [3]
71177000936,DRAPE TABLE CRMC USE ONLY,8.4,,Supplies [3]
71177000937,SHEET-DRAPE CRMC USE ONLY,7.35,,Supplies [3]
71177000938,SHEET-PEDIATRIC CRMC USE ONLY,29.4,,Supplies [3]
71177000939,SHEET-3 QUARTER CRMC USE ONLY,16.8,,Supplies [3]
71177000941,SHEET-SPLIT CRMC USE ONLY,31.5,,Supplies [3]
71177000942,SHEET-EXTREMITY CRMC USE ONLY,29.4,,Supplies [3]
71177000943,PACK-CYSTO I CRMC USE ONLY,27.3,,Supplies [3]
71177000944,PACK-CYSTO III CRMC USE ONLY,45.15,,Supplies [3]
71177000945,PACK-BASIC CRMC USE ONLY,46.2,,Supplies [3]
71177000946,PACK-GYN CRMC USE ONLY,42,,Supplies [3]
71177000947,PACK-LAP II CRMC USE ONLY,61.95,,Supplies [3]
71177000948,PACK-LOWER EXTREM CRMC USE ONLY,123.9,,Supplies [3]
71177000949,COVER-STAND MAYO CRMC USE ONLY,5.25,,Supplies [3]
71177000950,REDI-VACETTE CRMC USE ONLY,103.95,,Supplies [3]
71177000951,COLOSTOMY PASTE CRMC USE ONLY,27.3,,Supplies [3]
71177000952,CLAMP COLOS POUCH CRMC USE ONLY,8.4,,Supplies [3]
71177000953,BAGS 2.75 COLOST CRMC USE ONLY,6.3,,Supplies [3]
71177000954,BAGS 4.00 COLOST CRMC USE ONLY,6.3,,Supplies [3]
71177000955,WAFER COLOSTOMY CRMC USE ONLY,11.55,,Supplies [3]
71177000956,FLANGE COLOSTOMY CRMC USE ONLY,15.75,,Supplies [3]
71177000957,KIT IRRIGA COLOST CRMC USE ONLY,65.1,,Supplies [3]
71177000958,IRRIG 2.75 STOMA CRMC USE ONLY,73.5,,Supplies [3]
71177000959,FINGER STICK PIN CRMC USE ONLY,36.75,,Supplies [3]
71177000961,COLLAR-PHILA-MED CRMC USE ONLY,147,,Supplies [3]
77030014816,DVC EKO ACH1 EKOS -H1,4149.81,,Supplies [3]
71177000962,SARATOGA DRAIN CRMC USE ONLY,50.4,,Supplies [3]
71177000963,JACKSON DRAIN 10M CRMC USE ONLY,92.4,,Supplies [3]
71177000964,JACKSON DRAIN 7MM CRMC USE ONLY,173.25,,Supplies [3]
71177000965,EMBOLIC CATH 7FR CRMC USE ONLY,173.25,,Supplies [3]
71177000966,EMBOLIC CATH 2FR CRMC USE ONLY,254.68,,Supplies [3]
71177000967,EMBOLIC CATH 6FR CRMC USE ONLY,170.1,,Supplies [3]
71177000968,EMBOLIC CATH 5FR CRMC USE ONLY,160.65,,Supplies [3]
71177000969,EMBO CATH 4FR 80CM CRMC USE ONLY,173.25,,Supplies [3]
71177000970,EMBO CATH 4FR 40CM CRMC USE ONLY,160.65,,Supplies [3]
71177000971,EMBOLIC CATH 3FR CRMC USE ONLY,160.65,,Supplies [3]
71177000972,TAUT CHOLANGIOCAT CRMC USE ONLY,114.45,,Supplies [3]
71177000973,VIEN STRIPPERS CRMC USE ONLY,67.2,,Supplies [3]
71177000974,VAGINAL BIB POUCH CRMC USE ONLY,22.05,,Supplies [3]
71177000975,DRAIN BAG STERILE CRMC USE ONLY,60.9,,Supplies [3]
71177000976,CYSTO SET CRMC USE ONLY,26.25,,Supplies [3]
71177000977,STERILE WATER 1L CRMC USE ONLY,11.55,,Supplies [3]
71177000978,STERILE WATER 3L CRMC USE ONLY,30.45,,Supplies [3]
71177000979,STOCKINETTE MED CRMC USE ONLY,23.1,,Supplies [3]
77030014852,SLNG URETH MSH KT BSC -G1,2274.46,,Supplies [3]
71177000980,RAY-TEL SPONGE CRMC USE ONLY,3.15,,Supplies [3]
71177000981,LAP SPONGE CRMC USE ONLY,1.05,,Supplies [3]
71177000982,SURGICAL PATTIES CRMC USE ONLY,37.8,,Supplies [3]
71177000983,SPONGE SURG PATTIE .5 X 3 CRMC USE ONLY,36.75,,Supplies [3]
71177000984,GROUNDING PAD CRMC USE ONLY,21,,Supplies [3]
71177000985,ELECTRO PENCIL CRMC USE ONLY,23.1,,Supplies [3]
71177000986,BOT-O-JET CRMC USE ONLY,4.2,,Supplies [3]
71177000987,FALLOP RING KIT CRMC USE ONLY,165.9,,Supplies [3]
71177000988,STAPLER GIA-50 CRMC USE ONLY,187.95,,Supplies [3]
71177000989,STAPLER 90-4.8 CRMC USE ONLY,175.35,,Supplies [3]
71177000990,STAPLER 90 - 3.5 CRMC USE ONLY,306.5,,Supplies [3]
71177000991,STAPLER 55 - 4.8 CRMC USE ONLY,173.25,,Supplies [3]
71177000992,STAPLER 55-3.5 CRMC USE ONLY,287.75,,Supplies [3]
71177000993,BEAVER BLADE 75M CRMC USE ONLY,28.35,,Supplies [3]
71177000994,BEAVER BLADE 64M CRMC USE ONLY,7.35,,Supplies [3]
71177000995,COTTON ROLL CRMC USE ONLY,23.1,,Supplies [3]
71177000996,VESSEL LOOPS A CRMC USE ONLY,10.5,,Supplies [3]
71177000997,VESSEL LOOPS YELL CRMC USE ONLY,8.4,,Supplies [3]
71177000998,FOAM HEAD SUPPORT CRMC USE ONLY,26.25,,Supplies [3]
71177000999,MARKING PEN CRMC USE ONLY,3.15,,Supplies [3]
71177001000,BRONCH BRUSH CYTO CRMC USE ONLY,47.25,,Supplies [3]
71177001001,NERVE STIMULATOR CRMC USE ONLY,132.3,,Supplies [3]
71177001002,SUPER SPONGES CRMC USE ONLY,12.6,,Supplies [3]
71177001003,C-ARM DRAPE A CRMC USE ONLY,22.05,,Supplies [3]
71177001004,GLYSINE 3000CC CRMC USE ONLY,30.45,,Supplies [3]
71177001005,DERMACARRIER 12MM CRMC USE ONLY,107.1,,Supplies [3]
71177001006,DERMACARRIER 13MM CRMC USE ONLY,71.4,,Supplies [3]
71177001007,LACTATED RINGER IRRIG 3000ML CRMC USE ONLY,30.45,,Supplies [3]
71177001008,ESMARK 6 CRMC USE ONLY,13.65,,Supplies [3]
71177001009,ESMARK 4 CRMC USE ONLY,14.7,,Supplies [3]
71177001010,BLADE DERM PADGETT CRMC USE ONLY,108.15,,Supplies [3]
71177001011,Y-TYP IRRIGATION CRMC USE ONLY,29.4,,Supplies [3]
71177001012,ARTAROSCOPY SET CRMC USE ONLY,53.55,,Supplies [3]
71177001013,PREMIUN 35 STAPL CRMC USE ONLY,107.1,,Supplies [3]
71177001014,ELECTRODES CLOTH CRMC USE ONLY,4.2,,Supplies [3]
71177001015,GAUZE A CRMC USE ONLY,3.15,,Supplies [3]
71177001016,BLOOD WARMING BAG CRMC USE ONLY,53.55,,Supplies [3]
71177001017,ARM ELEV W/POCKET CRMC USE ONLY,34.65,,Supplies [3]
71177001018,MISC MED/SURG CRMC USE ONLY,37.8,,Supplies [3]
71177001019,SHOE POST OP W-MD CRMC USE ONLY,35.7,,Supplies [3]
71177001020,EUDERMIC GLOVE 60 CRMC USE ONLY,9.45,,Supplies [3]
71177001021,EUDERMIC GLOVE 65 CRMC USE ONLY,9.45,,Supplies [3]
71177001022,EUDERMIC GLOVE 70 CRMC USE ONLY,8.4,,Supplies [3]
71177001023,EUDERMIC GLOVE 75 CRMC USE ONLY,9.45,,Supplies [3]
71177001024,EUDERMIC GLOVE 80 CRMC USE ONLY,9.45,,Supplies [3]
71177001025,IRRIGAT ADMN SET CRMC USE ONLY,50.4,,Supplies [3]
71177001026,TRAY HUI-HSG CRMC USE ONLY,79.8,,Supplies [3]
71177001027,HARRIS UTERINE IJ CRMC USE ONLY,81.9,,Supplies [3]
71177001028,WOUND DRAINAGE BG CRMC USE ONLY,35.7,,Supplies [3]
71177001029,DUODERM 4X4 CRMC USE ONLY,16.8,,Supplies [3]
71177001030,DUODERM 6X6 X-THIN CRMC USE ONLY,23.1,,Supplies [3]
71177001031,SIGMOIDSCOPE CRMC USE ONLY,16.8,,Supplies [3]
71177001032,SIGMOID SUCTION CRMC USE ONLY,24.15,,Supplies [3]
71177001033,PNEUMOTHORAX KIT CRMC USE ONLY,288.86,,Supplies [3]
71177001034,MULTI-LUMEN CATH CRMC USE ONLY,179.55,,Supplies [3]
71177001035,TRACH TUBE DIC 10 CRMC USE ONLY,142.8,,Supplies [3]
71177001036,VAGINAL SPECULUM CRMC USE ONLY,8.4,,Supplies [3]
71177001037,PENROSE    1/4X18 CRMC USE ONLY,3.15,,Supplies [3]
71177001038,SOFT JAW INSERT CRMC USE ONLY,50.4,,Supplies [3]
71177001039,CATH 4FR WHIS TIP CRMC USE ONLY,35.7,,Supplies [3]
71177001040,CATH 5FR OLIV.TIP CRMC USE ONLY,35.7,,Supplies [3]
71177001041,CATH 5FR WHIS.TIP CRMC USE ONLY,40.95,,Supplies [3]
71177001042,CATH 6FR WHIS.TIP CRMC USE ONLY,35.7,,Supplies [3]
71177001043,CATH 8FR CONE TIP CRMC USE ONLY,35.7,,Supplies [3]
71177001044,SURGICAL SPEARS CRMC USE ONLY,6.3,,Supplies [3]
71177001045,ELASTOPLAST 4 CRMC USE ONLY,28.35,,Supplies [3]
71177001046,KITTNER SPONGE CRMC USE ONLY,7.35,,Supplies [3]
71177001047,ACE WRAP 2 INCH STERILE CRMC USE ONLY,9.45,,Supplies [3]
71177001048,ACE WRAP 3 INCH STERILE CRMC USE ONLY,7.35,,Supplies [3]
71177001049,ACE WRAP 4 INCH STERILE CRMC USE ONLY,11.55,,Supplies [3]
71177001050,ACE WRAP 6 INCH STERILE CRMC USE ONLY,11.55,,Supplies [3]
71177001051,AIRWAY DOYLE CRMC USE ONLY,142.8,,Supplies [3]
71177001052,SEPTAL BUTTON-N CRMC USE ONLY,775.06,,Supplies [3]
71177001053,STOCKINETTE BIAS CRMC USE ONLY,26.25,,Supplies [3]
71177001054,NEEDLE BIOPSY 6 CRMC USE ONLY,63,,Supplies [3]
71177001055,VESSEL CANNULA A CRMC USE ONLY,44.1,,Supplies [3]
71177001056,SYRINGE 10CC CONT CRMC USE ONLY,4.2,,Supplies [3]
71177001057,WALKER FOLDING W/ WHEELS CRMC USE ONLY,160.65,,Supplies [3]
71177001058,WALKER FOLDING CRMC USE ONLY,106.05,,Supplies [3]
71177001059,OPTHALMIC CAUTERY CRMC USE ONLY,36.75,,Supplies [3]
71177001060,SPONGE PEANUT CRMC USE ONLY,8.4,,Supplies [3]
71177001061,CULTURETTE CRMC USE ONLY,2.1,,Supplies [3]
71177001062,PENROSE DRAIN 1 CRMC USE ONLY,5.25,,Supplies [3]
71177001063,PREP RAZORS CRMC USE ONLY,4.2,,Supplies [3]
71177001064,STOCKING ANTIEMBO KNEE X-LRG CRMC USE ONLY,21,,Supplies [3]
71177001065,DENTAL SUCTION CRMC USE ONLY,3.15,,Supplies [3]
71177001066,SKIN CLOSURE CLIP CRMC USE ONLY,56.7,,Supplies [3]
