"SVCCD","Description","PRICE1","As of Date"
"1217543","LINEZOLID 600MG TAB ",172.75,"12/20/2018"
"1217549","LITHIUM CARB 150MGCP",5.10,"12/20/2018"
"1217550","LOPERAMIDE 2MG CAP  ",5.10,"12/20/2018"
"1217552","LORATADINE 10MG TAB ",5.10,"12/20/2018"
"1217553","LORAZEPAM 0.5MG TAB ",3.60,"12/20/2018"
"1217554","LORAZEPAM 1MG TAB   ",3.60,"12/20/2018"
"1217561","MAGNESIUM CITR 300ML",6.10,"12/20/2018"
"1217564","MAGNESIUM OX 400MGTB",5.60,"12/20/2018"
"1217572","DIPHENH 12.5/5ML 10M",0.50,"12/20/2018"
"1217573","DIPHENHYDRAMI25MG CP",2.50,"12/20/2018"
"1217575","DIPHENO2.5-ATR.025TB",5.10,"12/20/2018"
"1217583","DIVALPROEX 500MGDRTB",5.10,"12/20/2018"
"1217588","DOCUSATE NA 100MG CP",5.60,"12/20/2018"
"1217589","DONEPEZIL 5MG TAB   ",5.10,"12/20/2018"
"1217595","DOXEPIN 10MG CAP    ",5.10,"12/20/2018"
"1217596","DOXEPIN 25MG CAP    ",5.10,"12/20/2018"
"1217600","DOXYCYCLINE 100MG IV",56.75,"12/20/2018"
"1217601","DOXYCYC HYC 100MG TB",5.10,"12/20/2018"
"1217609","ENALAPRIL 5MG TAB   ",5.60,"12/20/2018"
"1217618","RACEPINEPH 2.25% .5M",23.75,"12/20/2018"
"1217619","ERGOCALCI 50000UN CP",5.60,"12/20/2018"
"1217624","ERYTHR OP5MG/GM 1GM ",43.00,"12/20/2018"
"1217632","ESMOLOL 10MG/ML 10ML",25.25,"12/20/2018"
"1217649","ETOMIDATE 2MG/ML 10M",226.00,"12/20/2018"
"1217651","FAMOTIDINE 20MG/2ML ",45.75,"12/20/2018"
"1217652","FAMOTIDINE 20MG TAB ",1.00,"12/20/2018"
"1217672","FOLIC ACID 1MG TAB  ",1.00,"12/20/2018"
"1217673","FOLIC ACID 50MG/10ML",56.00,"12/20/2018"
"1217684","FENTANYL 25MCG/HR PT",19.25,"12/20/2018"
"1217685","FENTANYL 50MCG/HR PT",14.25,"12/20/2018"
"1217686","FENTANYL 75MCG/HR PT",22.25,"12/20/2018"
"1217687","FENTANY 100MCG/HR PT",29.75,"12/20/2018"
"1217689","FERR SULF 300MG/5 UD",3.30,"12/20/2018"
"1217691","FERR SULF 325MG TAB ",5.60,"12/20/2018"
"1217696","FLUCONAZOLE 100MG TB",4.90,"12/20/2018"
"1217698","FLUMAZENIL 0.5MG/5ML",45.00,"12/20/2018"
"1217710","MECLIZINE 12.5MG TAB",5.60,"12/20/2018"
"1217716","MELOXICAM 7.5MG TAB ",2.00,"12/20/2018"
"1217736","AMLODIPINE 2.5MG TAB",4.30,"12/20/2018"
"1217741","HYDROCORT 25MG SUPP ",4.10,"12/20/2018"
"1217742","BUT50-APAP325-CF40TB",13.75,"12/20/2018"
"1217769","CARBID10-LEVO100MGTB",5.40,"12/20/2018"
"1217771","CARVEDILO 3.125MG TB",3.60,"12/20/2018"
"1217776","CLORAZEPATE 3.75MGTB",5.10,"12/20/2018"
"1217786","DRONABINOL 2.5MG CAP",15.75,"12/20/2018"
"1217788","EPHEDRINE 50MG INJ  ",154.45,"12/20/2018"
"1217796","SOD PHOS ENEMA 135ML",5.10,"12/20/2018"
"1217797","SOD PHOS ENEMA 66ML ",5.10,"12/20/2018"
"1217798","MINERAL OIL EN 135ML",7.70,"12/20/2018"
"1217802","GOLYTELY 4L         ",22.50,"12/20/2018"
"1217804","HALOPERIDOL 30MG/15M",25.00,"12/20/2018"
"1217810","HYDROMORPHONE 2MG TA",5.10,"12/20/2018"
"1217811","HYDROXYCHLOR 200MGTB",4.90,"12/20/2018"
"1217816","LAMOTRIGINE 25MG TAB",5.60,"12/20/2018"
"1217818","LISINOPRIL 20MG TAB ",3.30,"12/20/2018"
"1217819","MEGESTROL 20MG TAB  ",4.90,"12/20/2018"
"1217825","METFORMIN 500MG TAB ",3.60,"12/20/2018"
"1217829","METOLAZONE 5MG TAB  ",5.10,"12/20/2018"
"1217830","METOPROLOL 50MG SRTB",4.90,"12/20/2018"
"1217837","MORPHINE 30MG SR TAB",5.40,"12/20/2018"
"1217839","MUPIROCIN 2%OIN 22GM",22.25,"12/20/2018"
"1217840","NABUMETONE 500MG TAB",5.60,"12/20/2018"
"1217847","NITROGLY. 50MG/250ML",96.50,"12/20/2018"
"1217851","OXYCODONE 20MG SR TB",7.30,"12/20/2018"
"1217873","PIOGLITAZONE 15MG TB",24.25,"12/20/2018"
"1217888","PSYLIUM PACK        ",5.10,"12/20/2018"
"1217897","ROPINIROLE 1MG TAB  ",4.90,"12/20/2018"
"1217909","TERAZOSIN 5MG CAP   ",5.10,"12/20/2018"
"1217919","TOBRAMYCI .3% OS 5ML",32.25,"12/20/2018"
"1217939","VITAMIN E 400IU CAP ",1.00,"12/20/2018"
"1217940","WARFARIN 2MG TAB    ",2.50,"12/20/2018"
"1217952","LEVOFLOXIN 500MG TAB",4.90,"12/20/2018"
"1217957","EZETIMIBE 10MG TAB  ",23.75,"12/20/2018"
"1217972","METFORMIN 500MG SRTB",3.60,"12/20/2018"
"1217975","METHADONE 10MG TAB  ",5.10,"12/20/2018"
"1217977","METHOCARBAM 750MG TB",5.10,"12/20/2018"
"1217982","METHYLENE BLUE1%10ML",804.50,"12/20/2018"
"1217986","METOCLOPRAMID 10MGTB",5.10,"12/20/2018"
"1217987","METOCLOPRAMIDE 5MGTB",5.10,"12/20/2018"
"1217988","METOLAZONE 2.5MG TAB",5.10,"12/20/2018"
"1217990","METOPROLOL 50MG TAB ",5.60,"12/20/2018"
"1217991","METOPROLO 1MG/ML 5ML",32.25,"12/20/2018"
"1217992","METRONIDAZOL 250MGTB",3.30,"12/20/2018"
"1218000","MICROFIBR COLL 1GM  ",314.25,"12/20/2018"
"1218005","MINOXIDIL 2.5MG TAB ",4.90,"12/20/2018"
"1218007","MIRTAZAPINE 15MG TAB",5.10,"12/20/2018"
"1218014","CEFOXITIN 1GM IJ    ",30.50,"12/20/2018"
"1218021","PRAVASTATIN 10MG TAB",4.70,"12/20/2018"
"1218033","MONTELUKAST 10MG TAB",5.10,"12/20/2018"
"1218035","MORPHINE 15MG SR TAB",5.40,"12/20/2018"
"1218037","MORPHINE 15MG TAB   ",2.20,"12/20/2018"
"1218047","MUPIROCIN 2% OIN 1GM",45.75,"12/20/2018"
"1218060","NAPROXEN 250MG TAB  ",5.60,"12/20/2018"
"1218069","NEO-BAC-POLY OIN 15G",5.60,"12/20/2018"
"1218073","NEO-POLY-HC OTIC10ML",71.50,"12/20/2018"
"1218081","NIACIN 500MG TAB CR ",7.80,"12/20/2018"
"1218082","NICOTINE 7MG/24HR PT",4.90,"12/20/2018"
"1218083","NICOTINE 14MG/24HR P",5.70,"12/20/2018"
"1218084","NICOTINE 21MG/24HR P",5.30,"12/20/2018"
"1218087","NIFEDIP OSM 30MGSRTB",4.90,"12/20/2018"
"1218098","NITROGLYC .2MG/HR PT",4.90,"12/20/2018"
"1218099","NITROGLYCER 0.4MG/HR",4.90,"12/20/2018"
"1218102","NITROGLYCE .4MG SLTB",2.50,"12/20/2018"
"1218107","NOREPINEPH 4MG/4ML  ",34.00,"12/20/2018"
"1218108","NORTRIPTYLINE 10MGCP",5.10,"12/20/2018"
"1218109","NORTRIPTYLIN 25MG CP",5.10,"12/20/2018"
"1218112","NYSTATIN 500000U/5ML",4.90,"12/20/2018"
"1218113","NYSTAT 100KU/G CR15G",33.00,"12/20/2018"
"1218120","OLANZAPINE 2.5MG TAB",7.70,"12/20/2018"
"1218127","OSELTAMIVIR 75MG CAP",44.75,"12/20/2018"
"1218131","OXYBUTYNIN 5MG TAB  ",5.60,"12/20/2018"
"1218133","OXYCODONE 5MG TAB   ",5.10,"12/20/2018"
"1218134","OXYCODONE 10MG TAB  ",5.40,"12/20/2018"
"1218143","CEFDINIR 300MG CAP  ",12.00,"12/20/2018"
"1218147","PANTOPRAZO 40MG ECTB",4.90,"12/20/2018"
"1218151","PAROXETINE 20MG TAB ",4.90,"12/20/2018"
"1218165","PHENAZOPYRID 100MGTB",5.10,"12/20/2018"
"1218184","POLYETH GLY 3350 PKT",6.30,"12/20/2018"
"1218185","POLYMYXIN B 500000U ",72.50,"12/20/2018"
"1218186","POTAS ACE 40MEQ/20ML",19.25,"12/20/2018"
"1218190","POTAS CHL 10MEQ CRTB",5.10,"12/20/2018"
"1218194","K PHOS DI 3MM/ML 15M",38.25,"12/20/2018"
"1218204","PRAVASTATIN 20MG TAB",2.60,"12/20/2018"
"1218205","PRAZOSIN 1MG CAP    ",3.80,"12/20/2018"
"1218211","PRIMIDONE 50MG TAB  ",5.10,"12/20/2018"
"1218216","PROMETHAZINE 25MG SP",27.00,"12/20/2018"
"1218217","PROMETHAZINE 12.5 SP",25.50,"12/20/2018"
"1218222","PROPARACAIN.5%OS 15M",23.75,"12/20/2018"
"1218226","PROPRANOLOL 10MG TAB",5.60,"12/20/2018"
"1218230","PSEUDOPHED 30MG TAB ",1.00,"12/20/2018"
"1218235","QUETIAPINE 100MG TAB",5.10,"12/20/2018"
"1218236","QUETIAPINE 25MG TAB ",5.10,"12/20/2018"
"1218244","RALOXIFENE 60MG TAB ",21.00,"12/20/2018"
"1218251","RIFAMPIN 300MG CAP  ",5.10,"12/20/2018"
"1218256","RISPERIDONE 1MG TAB ",19.50,"12/20/2018"
"1218257","RIVASTIGMINE 1.5MGCP",5.10,"12/20/2018"
"1218267","SCOPOLAMINE 1.5MG PT",60.50,"12/20/2018"
"1218270","SENNA/DOCUS 8.6-50TB",2.50,"12/20/2018"
"1218272","SERTRALINE 50MG TAB ",4.90,"12/20/2018"
"1218275","SILVER NITRATE APPLI",5.40,"12/20/2018"
"1218278","SILV SULF 1%CRM 50GM",38.25,"12/20/2018"
"1218279","SIMETHICONE 80MG CHW",5.10,"12/20/2018"
"1218280","SIMETH 40MG/.6ML .6M",1.00,"12/20/2018"
"1218290","SOD BICARB 8.4% 50ML",47.75,"12/20/2018"
"1218293","SOD BICARB 4.2% 10ML",29.75,"12/20/2018"
"1218296","SOD CHLOR 23.4% 30ML",19.25,"12/20/2018"
"1218297","SOD CHLOR 5% 15ML OS",20.00,"12/20/2018"
"1218309","SOTALOL 80MG TAB    ",4.90,"12/20/2018"
"1218310","SPIRONOLACTON 25MGTB",2.50,"12/20/2018"
"1218313","SUCRALFATE 1GM TAB  ",5.10,"12/20/2018"
"1218318","SULFACETA 10%OS 15ML",172.75,"12/20/2018"
"1218319","SULFA-TMP 800-160 TB",3.30,"12/20/2018"
"1218321","SULFAME-TMP 200-40/5",4.90,"12/20/2018"
"1218324","SUMATRIPTAN 50MG TAB",4.90,"12/20/2018"
"1218334","METOCLOP 1MG/ML 10ML",5.10,"12/20/2018"
"1218341","GI COCKTAIL         ",22.25,"12/20/2018"
"1218387","OXCARBAZEPI 300MG TB",5.10,"12/20/2018"
"1218388","TOPIRAMATE 100MG TAB",5.10,"12/20/2018"
"1218395","DONEPEZIL 10MG TAB  ",5.10,"12/20/2018"
"1218398","LOSARTAN 25MG TAB   ",3.60,"12/20/2018"
"1218408","METHIMAZOLE 5MG TAB ",4.90,"12/20/2018"
"1218416","BUEDSON .5MG/2ML INH",22.25,"12/20/2018"
"1218440","LEVOTHYROXINE 500MCG",266.75,"12/20/2018"
"1218442","METHADONE 5MG TAB   ",5.10,"12/20/2018"
"1218454","SOD CHLORIDE 1GM TAB",5.10,"12/20/2018"
"1218481","DEMECLOCYCL 150MG TB",23.00,"12/20/2018"
"1218489","HYDROCORTIS 10MG TAB",5.10,"12/20/2018"
"1218501","CARVEDILOL 12.5MG TB",3.60,"12/20/2018"
"1218503","ROPINIROLE 0.25MG TB",4.90,"12/20/2018"
"1218515","PRAMIPEXOLE .125MGTB",5.10,"12/20/2018"
"1218546","CELECOXIB 200MG CAP ",24.25,"12/20/2018"
"1218619","CARB25-LEVO100MGSRTB",3.30,"12/20/2018"
"1218639","AZITHROM 40MG/ML 30M",1.10,"12/20/2018"
"1218643","ATORVASTATIN 40MG TB",5.10,"12/20/2018"
"1218668","DIVALPROE 125MG DRTB",4.90,"12/20/2018"
"1218672","DIVALPROEX 500MGSRTB",4.00,"12/20/2018"
"1218680","LETROZOLE 2.5MG TAB ",5.10,"12/20/2018"
"1218725","FLECAINIDE 50MG TAB ",4.90,"12/20/2018"
"1218735","KETOCONAZ 2%CRM 30GM",37.50,"12/20/2018"
"1218752","NEO/BAC/POLY UD PKT ",5.10,"12/20/2018"
"1218768","MICONAZOLE 2% CR 30G",7.20,"12/20/2018"
"1218769","LIDO 5% OINT 35.4GM ",233.50,"12/20/2018"
"1218800","CYANOCOBAL 500MCG TB",2.50,"12/20/2018"
"1218804","ZINC GLUCON 50MG TAB",5.10,"12/20/2018"
"1218818","LIDOC-MPF 2% INJ 5ML",30.50,"12/20/2018"
"1218823","LIDO 4% TOP SOLN 50 ",31.00,"12/20/2018"
"1218824","LIDOCAINE 2% GEL30ML",32.25,"12/20/2018"
"1218886","H-COD10/APAP325MG TB",5.40,"12/20/2018"
"1218895","CITALOPRAM 10MG TAB ",5.10,"12/20/2018"
"1218982","BACITR/POLYB OO 3.5G",25.50,"12/20/2018"
"1218985","BENZO/MENT 15-3.6LOZ",2.80,"12/20/2018"
"1219006","RISPERIDONE .25MG TB",6.80,"12/20/2018"
"1219025","CEPHALEXIN 250MG CAP",5.60,"12/20/2018"
"1219034","ACYCLOVIR 400MG TAB ",4.90,"12/20/2018"
"1219036","CARB50-LEVO200MGSRTB",2.00,"12/20/2018"
"1219037","LABETALOL 200MG TAB ",3.30,"12/20/2018"
"1219061","MIDODRINE 5MG TAB   ",5.10,"12/20/2018"
"1219082","SEVELAMER 400MG TAB ",8.10,"12/20/2018"
"1219108","ESTRADIOL 0.5MG TAB ",2.20,"12/20/2018"
"1219118","NEO/POL/DEX.1%OIN3.5",56.00,"12/20/2018"
"1219126","EPINEP 1:1000 NAS 30",209.25,"12/20/2018"
"1219132","PERMETHRIN 5%CRM 60G",183.50,"12/20/2018"
"1219161","MELATONIN 3MG TAB   ",5.10,"12/20/2018"
"1219174","APAP 650MG/20.3ML   ",3.20,"12/20/2018"
"1219178","ARIPIPRAZOLE 15MG TB",90.00,"12/20/2018"
"1219226","CLINDAMYCI 900MG/6ML",85.00,"12/20/2018"
"1219249","COLLAGENA 250OIN 30G",428.00,"12/20/2018"
"1219266","DILTIAZEM 125MG/25ML",219.00,"12/20/2018"
"1219285","ENALAPRILAT 2.5MG/2M",32.25,"12/20/2018"
"1219332","FLUORESC NA 1MG STRP",2.70,"12/20/2018"
"1219369","GUAIFEN 200MG/10ML  ",3.60,"12/20/2018"
"1219401","HYDROXYUREA 500MG CP",5.10,"12/20/2018"
"1219406","IBUPROFE 40MG/ML 1ML",1.00,"12/20/2018"
"1219417","LEVOBUNOL .5%OS 5ML ",64.75,"12/20/2018"
"1219419","LEVOTHYROX 112MCG TB",5.60,"12/20/2018"
"1219423","LIDOCAIN 2%/EPI 20ML",30.50,"12/20/2018"
"1219431","LORAZEPAM 2MG/ML 1ML",5.10,"12/20/2018"
"1219454","METRONID 500MG/100ML",40.25,"12/20/2018"
"1219520","POLY10K-TRIM.1%OS10M",30.25,"12/20/2018"
"1219551","ROCURON 10MG/ML 10ML",71.25,"12/20/2018"
"1219555","SELE-PYT ZN2.25%180M",184.75,"12/20/2018"
"1219569","SOD PHOS 15MM/5ML VI",19.25,"12/20/2018"
"1219578","SULFA-TMP 30ML INJ  ",98.75,"12/20/2018"
"1219647","DM-GUAIF 20-200/10ML",5.10,"12/20/2018"
"1219664","TRIAMT/HCTZ 37.5 CAP",5.60,"12/20/2018"
"1219666","SALINE.65%NAS SP 45M",4.90,"12/20/2018"
"1219691","DILTIAZE 120MG SR CP",5.10,"12/20/2018"
"1219693","LEVETIRACET 250MG TB",5.10,"12/20/2018"
"1219721","GENTAMYC 0.3%OS 5ML ",19.75,"12/20/2018"
"1219754","DICYCLOMINE 10MG CAP",4.90,"12/20/2018"
"1219829","SENNOSIDES 8.6MG TAB",5.10,"12/20/2018"
"1219832","SULFASALAZ 500MGDRTB",5.10,"12/20/2018"
"1219867","MAG HYD400MG/5ML 30M",5.60,"12/20/2018"
"1219874","AZTREONAM IV 2GM VL ",235.50,"12/20/2018"
"1219878","ACTIVTD CHARC/SORBIT",53.75,"12/20/2018"
"1219890","VITAMIN A&D OIN 60GM",8.30,"12/20/2018"
"1219895","CLOT1/BETA.05%CR 15G",78.75,"12/20/2018"
"1219898","DILTIAZEM 25MG/5ML V",45.75,"12/20/2018"
"1219916","OXYMETAZLN HCL.05%15",5.10,"12/20/2018"
"1219918","PHENYTOIN 100MG/4ML ",5.10,"12/20/2018"
"1219919","PREDNISOLON 6.7MG/5M",9.50,"12/20/2018"
"1219922","PREDNIS ACE 1%OS 10M",289.00,"12/20/2018"
"1219927","SPS 15GM/60ML SUSP  ",28.00,"12/20/2018"
"1219953","TRIAMCINOLN.1%CR15GM",10.25,"12/20/2018"
"1219956","OYST SHL CALC500MGTB",5.40,"12/20/2018"
"1219960","NITROGLYCRN 2%OINTPK",5.60,"12/20/2018"
"1219980","LIDOCAIN 1%/EPI 20ML",19.25,"12/20/2018"
"1221000","D5LR UP TO 1000ML   ",240.75,"12/20/2018"
"1221001","D5NS+KCL 20MEQ 1000M",240.75,"12/20/2018"
"1221004","D10W 1000ML         ",240.50,"12/20/2018"
"1221008","D5.45NS/KCL20 1000ML",240.75,"12/20/2018"
"1221010","D5 1/2NS/KCL10MEQ   ",240.75,"12/20/2018"
"1221011","D5-0.2% NACL 1000ML ",240.75,"12/20/2018"
"1221014","RINGER LAC UP TO 1L ",240.75,"12/20/2018"
"1221015","RINGER LAC UP TO 1L ",240.75,"12/20/2018"
"1221028","STERILE WATER 1000ML",240.75,"12/20/2018"
"1221029","STERILE WATER 20ML  ",47.75,"12/20/2018"
"1221044","SOD CHLOR .45%1000ML",240.75,"12/20/2018"
"1221061","KCL20-NS.2-D5W1000ML",240.75,"12/20/2018"
"1221065","MANNITOL 20% 500ML  ",153.50,"12/20/2018"
"1221084","SOD CHLOR .9% 25ML  ",32.75,"12/20/2018"
"1221085","SOD CHLOR .9% 100ML ",47.75,"12/20/2018"
"1221086","NS W/ KCL 20MEQ/1000",240.75,"12/20/2018"
"1221087","NS W/ KCL 40MEQ/1000",240.75,"12/20/2018"
"1221088","KCL 20MEQ/.45%NS1000",240.75,"12/20/2018"
"1221091","D5W/0.9%NSS+40MEQ 1L",229.25,"12/20/2018"
"1221104","SOD CHLOR 3% 500ML  ",153.50,"12/20/2018"
"1221109","D5W/0.45%NACL 1000ML",240.75,"12/20/2018"
"1221149","SOD CHLOR .9% 50ML  ",19.50,"12/20/2018"
"1221150","SOD CHLOR .9% 100ML ",47.75,"12/20/2018"
"1221175","AA5D20W/LYTES2000ML ",970.00,"12/20/2018"
"1221181","FAT EMULSION 20% 250",202.00,"12/20/2018"
"1221300","SOD CHLOR .9% 50ML  ",47.75,"12/20/2018"
"125120","R&B M/S SEMI PRIVATE",1472.90,"12/20/2018"
"125207","R&B SEMI PVT TELEM  ",1952.60,"12/20/2018"
"1314001","FFP THAWING         ",242.50,"12/20/2018"
"1314016","CATECHOL FRACTNTD   ",671.75,"12/20/2018"
"1314026","CARBAMAZEPINE TOTAL ",410.50,"12/20/2018"
"1314027","CARBAMAZEPINE FREE  ",47.25,"12/20/2018"
"1314028","CYCLOSPORINE        ",569.25,"12/20/2018"
"1314039","LITHIUM             ",247.25,"12/20/2018"
"1314041","PHENOBARBITAL       ",410.50,"12/20/2018"
"1314042","PHENYTOIN TOTAL     ",418.75,"12/20/2018"
"1314043","PHENYTOIN FREE      ",60.75,"12/20/2018"
"1314049","TACROLIMUS          ",915.50,"12/20/2018"
"1314050","THEOPHYLLINE        ",410.50,"12/20/2018"
"1314054","DRUG UNSPEC QUANT   ",725.50,"12/20/2018"
"1314083","BLOOD TYPING ABO    ",156.25,"12/20/2018"
"1314084","BLOOD TYPING RH D   ",156.25,"12/20/2018"
"1314091","COMPATIB TEST IS    ",166.75,"12/20/2018"
"1314093","COMPATIB TEST AHG   ",253.00,"12/20/2018"
"1314103","ADRENOCORT ACTH     ",208.75,"12/20/2018"
"1314105","ALBUMIN SERUM       ",169.25,"12/20/2018"
"1314106","ALBUMIN FLUID       ",166.75,"12/20/2018"
"1314109","ELECTROLYTE PANEL   ",267.00,"12/20/2018"
"1314110","COMP METAB PANEL    ",114.25,"12/20/2018"
"1314111","OBSTETRIC PANEL     ",648.50,"12/20/2018"
"1314112","LIPID PANEL         ",145.75,"12/20/2018"
"1314113","RENAL FUNCTION PANEL",401.25,"12/20/2018"
"1314114","HEPATITIS ACUTE PANE",639.25,"12/20/2018"
"1314115","HEPATIC FUNCTION PAN",390.75,"12/20/2018"
"1314116","MICROALB QNT        ",275.25,"12/20/2018"
"1314120","ALDOLASE            ",169.25,"12/20/2018"
"1314121","ALDOSTERONE         ",671.75,"12/20/2018"
"1314123","ALPHA 1-ANTITRYP TOT",326.50,"12/20/2018"
"1314125","AFP SERUM           ",456.00,"12/20/2018"
"1314135","AMMONIA             ",253.00,"12/20/2018"
"1314138","AMYLASE             ",175.00,"12/20/2018"
"1314143","ANGIOTENSIN CONV ENZ",383.75,"12/20/2018"
"1314144","APOLIPOPROTEIN EACH ",278.75,"12/20/2018"
"1314149","BETA-2 MICROGLOBULIN",376.75,"12/20/2018"
"1314150","BILE ACIDS TOTAL    ",333.50,"12/20/2018"
"1314152","BILIRUBIN TOTAL     ",169.25,"12/20/2018"
"1314153","BILIRUBIN DIRECT    ",166.75,"12/20/2018"
"1314156","BLD OCCULT FECES 1-3",99.25,"12/20/2018"
"1314157","BLD OCCULT OTHER SRC",99.25,"12/20/2018"
"1314161","VITAMIN D 25OH      ",358.00,"12/20/2018"
"1314164","CALCIUM TOTAL       ",169.25,"12/20/2018"
"1314165","CALCIUM IONIZED     ",396.50,"12/20/2018"
"1314167","CALCIUM URI QN TIMED",245.00,"12/20/2018"
"1314169","CALCULUS ANAL QUANT ",410.50,"12/20/2018"
"1314174","CARBON MONOXIDE QUAN",165.75,"12/20/2018"
"1314176","CARCINOEMBRYONIC AG ",404.75,"12/20/2018"
"1314183","CERULOPLASMIN       ",189.00,"12/20/2018"
"1314184","CHEMILUM ASSAY NOS  ",309.00,"12/20/2018"
"1314190","CHOLESTEROL TOTAL   ",169.25,"12/20/2018"
"1314201","CITRATE             ",600.75,"12/20/2018"
"1314206","CORTISOL FREE       ",232.00,"12/20/2018"
"1314207","CORTISOL TOTAL      ",383.75,"12/20/2018"
"1314213","CPK TOTAL           ",138.75,"12/20/2018"
"1314214","CPK ISOENZYMES      ",313.75,"12/20/2018"
"1314215","CPK MB FRACTION     ",232.00,"12/20/2018"
"1314217","CREATININE BLOOD    ",169.25,"12/20/2018"
"1314218","CREATININE UR-OTHER ",162.25,"12/20/2018"
"1314223","VITAMIN B-12        ",163.25,"12/20/2018"
"1314227","DHEA-S              ",267.00,"12/20/2018"
"1314234","DIHYDROXY VITAMIN D ",387.25,"12/20/2018"
"1314240","ERYTHROPOIETIN      ",425.75,"12/20/2018"
"1314241","ESTRADIOL           ",472.50,"12/20/2018"
"1314243","ESTROGEN TOTAL      ",205.25,"12/20/2018"
"1314244","ESTRIOL             ",225.00,"12/20/2018"
"1314249","FAT-LIPID FECES QUAL",152.75,"12/20/2018"
"1314250","FAT-LIPID FECES QUAN",387.25,"12/20/2018"
"1314254","FERRITIN            ",148.25,"12/20/2018"
"1314258","FOLIC ACID SERUM    ",326.50,"12/20/2018"
"1314259","FOLIC ACID RBC      ",431.50,"12/20/2018"
"1314265","GAMMAGLOB M-G-A-D   ",109.75,"12/20/2018"
"1314266","GAMMAGLOBULIN IGE   ",434.00,"12/20/2018"
"1314276","GASTRIN             ",338.25,"12/20/2018"
"1314278","GLUCOSE, BODY FLUID ",169.25,"12/20/2018"
"1314280","GLUCOSE, QUANT      ",169.25,"12/20/2018"
"1314283","GLUCOSE TOL, 3 SPECS",291.50,"12/20/2018"
"1314283","GTT 3 SPEC          ",291.50,"12/20/2018"
"1314284","GLUCOSE TOL, ADD SP ",94.50,"12/20/2018"
"1314284","GTT ADD SP          ",94.50,"12/20/2018"
"1314292","GGT                 ",142.25,"12/20/2018"
"1314296","GLYCATED PROTEIN    ",227.50,"12/20/2018"
"1314297","FOLLICLE STIM HORM  ",444.50,"12/20/2018"
"1314298","LEUTEINIZING HORMONE",383.75,"12/20/2018"
"1314301","HAPTOGLOBIN, QUANT  ",334.75,"12/20/2018"
"1314307","HEMOGLOBIN ELECTRO  ",383.75,"12/20/2018"
"1314325","HOMOCYSTEINE        ",793.25,"12/20/2018"
"1314333","IMMUNOASSAY, OTHER  ",632.25,"12/20/2018"
"1314335","IMMUNOASSAY, RIA    ",698.75,"12/20/2018"
"1314336","IMMUNOASSAY, NOS    ",563.25,"12/20/2018"
"1314337","INSULIN, TOTAL      ",277.50,"12/20/2018"
"1314338","INSULIN, FREE       ",57.00,"12/20/2018"
"1314340","IRON                ",189.00,"12/20/2018"
"1314346","LACTIC ACID         ",224.00,"12/20/2018"
"1314347","LACTATE DEHYDROLDH  ",169.25,"12/20/2018"
"1314352","LEAD                ",262.50,"12/20/2018"
"1314358","LIPASE              ",264.75,"12/20/2018"
"1314365","MAGNESIUM           ",175.00,"12/20/2018"
"1314372","METANEPHRINES       ",351.00,"12/20/2018"
"1314380","MYOGLOBIN           ",140.00,"12/20/2018"
"1314381","NEPHELOMETRY, NOS   ",113.25,"12/20/2018"
"1314403","ORGAN ACID,SIN,QUAN ",457.25,"12/20/2018"
"1314405","OSMOLALITY, BLOOD   ",96.75,"12/20/2018"
"1314406","OSMOLALITY,URINE    ",299.75,"12/20/2018"
"1314408","OXALATE             ",206.50,"12/20/2018"
"1314410","PARATHORMONE PTH    ",671.75,"12/20/2018"
"1314419","PHOSPHATASE,ALKALINE",166.75,"12/20/2018"
"1314421","PHOSPHATASE,ALK ISO ",304.50,"12/20/2018"
"1314425","PHOSPHORUS, BLOOD   ",169.25,"12/20/2018"
"1314426","PHOSPHORUS, URINE   ",159.75,"12/20/2018"
"1314433","POTASSIUM SER PL WB ",138.75,"12/20/2018"
"1314434","POTASSIUM, URINE    ",138.75,"12/20/2018"
"1314435","PREALBUMIN          ",378.00,"12/20/2018"
"1314440","PROGESTERONE        ",406.00,"12/20/2018"
"1314441","PROLACTIN           ",425.75,"12/20/2018"
"1314444","PSA, TOTAL          ",199.50,"12/20/2018"
"1314445","PSA, FREE           ",407.00,"12/20/2018"
"1314446","PROTEIN TOT SER PLWB",169.25,"12/20/2018"
"1314448","PROTEINELECTR FR-QNT",326.50,"12/20/2018"
"1314454","VITAMIN B-6         ",636.75,"12/20/2018"
"1314461","RECEPTOR, NON-ENDO  ",639.25,"12/20/2018"
"1314462","RENIN               ",410.50,"12/20/2018"
"1314464","SELENIUM            ",120.25,"12/20/2018"
"1314465","SEROTONIN           ",893.50,"12/20/2018"
"1314469","SODIUM,SER PL OR WB ",169.25,"12/20/2018"
"1314470","SODIUM, URINE RANDOM",260.00,"12/20/2018"
"1314481","TESTOSTERONE, FREE  ",768.75,"12/20/2018"
"1314482","TESTOSTERONE, TOTAL ",541.25,"12/20/2018"
"1314483","VITAMIN B-1         ",884.25,"12/20/2018"
"1314485","THYROGLOBULIN       ",629.75,"12/20/2018"
"1314486","THYROXINE T4,TOTAL  ",74.75,"12/20/2018"
"1314488","THYROXINE T4, FREE  ",98.00,"12/20/2018"
"1314489","THYROXINE BIND GLOB ",21.00,"12/20/2018"
"1314490","THYROID STIM TSH    ",183.00,"12/20/2018"
