"Facility","Description","Price"
"DLP TWIN COUNTY REGIONAL HOSP","CT ANGIOGRAPHY PELVIS, W & W/O",2906.27
"DLP TWIN COUNTY REGIONAL HOSP","CT THOR. W\O CONTRAST",2093.11
"DLP TWIN COUNTY REGIONAL HOSP","CT ANGIO,ABD AORTA, BIL RUNOFF, W & W/O",2906.27
"DLP TWIN COUNTY REGIONAL HOSP","CT THORACIC SPINE W/O CONTRAST",2093.11
"DLP TWIN COUNTY REGIONAL HOSP","CT LOWER EXTR. W & W\O CONTRAST",2623.07
"DLP TWIN COUNTY REGIONAL HOSP","CT IVP PELVIS W/O CONTRAST LIMITED",2093.11
"DLP TWIN COUNTY REGIONAL HOSP","CT ORBITS, SELLA OR IAC'S, W\CONT",2097.97
"DLP TWIN COUNTY REGIONAL HOSP","CT THOR. W\CONTRAST",2500.29
"DLP TWIN COUNTY REGIONAL HOSP","CT LOWER EXTR. W/CONTRAST",2097.97
"DLP TWIN COUNTY REGIONAL HOSP","CT IVP-NON CONTRAST ABDOMEN",2778.66
"DLP TWIN COUNTY REGIONAL HOSP","CT PELVIS W\CONTRAST",2422.5
"DLP TWIN COUNTY REGIONAL HOSP","CT ANGIO, ABDOMEN W & W/O",2906.27
"DLP TWIN COUNTY REGIONAL HOSP","PERQ DRAIN PLEURA INSERT W/O IMAGE-CT",2563.5
"DLP TWIN COUNTY REGIONAL HOSP","CT CERVICAL SPINE W/O CONTRAST",2093.11
"DLP TWIN COUNTY REGIONAL HOSP","CT ABDOMEN & PELVIS, WITH CONTRAST",4053.71
"DLP TWIN COUNTY REGIONAL HOSP","LDCT FOR LUNG CA SCREEN",1163
"DLP TWIN COUNTY REGIONAL HOSP","CT ABDOMEN & PELVIS, WITH & W/O CONTR",4505.89
"DLP TWIN COUNTY REGIONAL HOSP","CT ANGIO, LOWER EXTRM; W & W/O",2557.42
"DLP TWIN COUNTY REGIONAL HOSP","GASTROGRAFIN PER ml",3.65
"DLP TWIN COUNTY REGIONAL HOSP","GUIDEWIRES, SPECIAL",252.83
"DLP TWIN COUNTY REGIONAL HOSP","CATHETER, SIALOGRAM",307.52
"DLP TWIN COUNTY REGIONAL HOSP","BREAST LESION LOCALIZATION WIRE,LW0107",237.03
"DLP TWIN COUNTY REGIONAL HOSP","BUTTERFLY COLLECTION SET  21 G X 3/4 """,10.94
"DLP TWIN COUNTY REGIONAL HOSP","ULTRACLIP, 17gauge X 10 cm NEEDLE",1019.81
"DLP TWIN COUNTY REGIONAL HOSP","BIOPSY INSTRUMENT, MC1416",564
"DLP TWIN COUNTY REGIONAL HOSP","BILARY DRAINAGE CATHETER",1718.73
"DLP TWIN COUNTY REGIONAL HOSP","NEEDLE, CHIBA 20GA X 09CM ECHO COAT",160.45
"DLP TWIN COUNTY REGIONAL HOSP","CORE BIOPSY SYSTEM-18 GAUGE(BOSTON)",564
"DLP TWIN COUNTY REGIONAL HOSP","MAGNEVIST GADOLINIUM CONTRAST PER ml",32.82
"DLP TWIN COUNTY REGIONAL HOSP","DUBIN SPEC KIT",110.62
"DLP TWIN COUNTY REGIONAL HOSP","GUIDEWIRE-90cm ANTECUBITAL KIT",166.52
"DLP TWIN COUNTY REGIONAL HOSP","VESSEL DIALATOR",72.93
"DLP TWIN COUNTY REGIONAL HOSP","CYSTOGRAFIN PER ml",3.65
"DLP TWIN COUNTY REGIONAL HOSP","ISOVUE-200 PER ml",81.44
"DLP TWIN COUNTY REGIONAL HOSP","DRAINAGE CATH, DAWSON-MUELLER FR 8.5",1209.43
"DLP TWIN COUNTY REGIONAL HOSP","NEPHROSTOMY KIT",2230.45
"DLP TWIN COUNTY REGIONAL HOSP","BIOPSY INSTRUMENT, MC1610",564
"DLP TWIN COUNTY REGIONAL HOSP","VENA CAVA FILTER-90cm ANTECUBITAL KIT",7617.58
"DLP TWIN COUNTY REGIONAL HOSP","THORACIC VENT PROC TRAY URESIL 13F/10CM",2087.02
"DLP TWIN COUNTY REGIONAL HOSP","BE SETS",125.2
"DLP TWIN COUNTY REGIONAL HOSP","FILM DUPLICATION",72.93
"DLP TWIN COUNTY REGIONAL HOSP","THORACIC VENT PROC TRAY, URESIL 11F/13CM",2087.02
"DLP TWIN COUNTY REGIONAL HOSP","DISPOSABLE BIOPSY GUN",564
"DLP TWIN COUNTY REGIONAL HOSP","SUMP DRAINAGE SET, MCLEAN RMSU-12-18-ACL",1546.13
"DLP TWIN COUNTY REGIONAL HOSP","NEEDLE, 6"" SPINAL",211.5
"DLP TWIN COUNTY REGIONAL HOSP","OPTIRAY 320mg-PER ml",7.3
"DLP TWIN COUNTY REGIONAL HOSP","GUIDEWIRE-55cm FEMORAL KIT",140.99
"DLP TWIN COUNTY REGIONAL HOSP","BIOPSY INSTRUMENT, MC1616",564
"DLP TWIN COUNTY REGIONAL HOSP","HYSTEROSALPINGRAM PROCEDURE TRAY",206.64
"DLP TWIN COUNTY REGIONAL HOSP","U/S ENHANCED CHIBA NEEDLE, 22G X 2 3/8""",250.4
"DLP TWIN COUNTY REGIONAL HOSP","BREAST LESION LOCALIZATION WIRE,LW0077",237.03
"DLP TWIN COUNTY REGIONAL HOSP","BIOPSY NEEDLE/DEPTH STOP,COAXIAL C1410A",230.95
"DLP TWIN COUNTY REGIONAL HOSP","PAB PROCEDURE TRAY",314.82
"DLP TWIN COUNTY REGIONAL HOSP","RENOGRAFIN 76",81.44
"DLP TWIN COUNTY REGIONAL HOSP","NEEDLE, CHIBA",148.3
"DLP TWIN COUNTY REGIONAL HOSP","SILICONE BALLOON HSG CATHETER,5FR 30cm",294.16
"DLP TWIN COUNTY REGIONAL HOSP","CONNECTION TUBING",154.37
"DLP TWIN COUNTY REGIONAL HOSP","DOME FITTINGS",178.68
"DLP TWIN COUNTY REGIONAL HOSP","NEEDLE, KOPAN",260.13
"DLP TWIN COUNTY REGIONAL HOSP","BIOPSY NEEDLE/DEPTH STOP,COAXIAL C1416A",230.95
"DLP TWIN COUNTY REGIONAL HOSP","NEEDLE, BREAST LOCAL-20GX5,ECHO-COAT",514.16
"DLP TWIN COUNTY REGIONAL HOSP","ARTERIAL GUIDEWIRE",199.34
"DLP TWIN COUNTY REGIONAL HOSP","VENA CAVA FILTER-55cm FEMORAL KIT",7051.15
"DLP TWIN COUNTY REGIONAL HOSP","BILIARY DRAINAGE KIT",1580.16
"DLP TWIN COUNTY REGIONAL HOSP","MYELOGRAM TRAY",239.45
"DLP TWIN COUNTY REGIONAL HOSP","PNEUMOTHORAX KIT",988.21
"DLP TWIN COUNTY REGIONAL HOSP","U/S ENHANCED CHIBA NEEDLE, 20G X 2 3/8""",203
"DLP TWIN COUNTY REGIONAL HOSP","NEEDLE, ARTERIAL",69.28
"DLP TWIN COUNTY REGIONAL HOSP","BIOPSY INSTRUMENT, MC1410",230.95
"DLP TWIN COUNTY REGIONAL HOSP","RADIOPHARM INDIUM 111 DTPA PER .5 mci",1270.21
"DLP TWIN COUNTY REGIONAL HOSP","ETHICON",296.58
"DLP TWIN COUNTY REGIONAL HOSP","VAN SONNENBERG SUMP KIT",1913.22
"DLP TWIN COUNTY REGIONAL HOSP","ARTHROGRAM TRAY",142.21
"DLP TWIN COUNTY REGIONAL HOSP","URE-SIL 1000ml TRU-CLOSE BAG",340.35
"DLP TWIN COUNTY REGIONAL HOSP","BILARY DRAINAGE KIT",2151.45
"DLP TWIN COUNTY REGIONAL HOSP","SUMP DRAINAGE SET, MCLEAN RMSU-16-18-ACL",1546.13
"DLP TWIN COUNTY REGIONAL HOSP","NEEDLE, SPECIAL PURPOSE",69.28
"DLP TWIN COUNTY REGIONAL HOSP","BONE SURVEY, COMPLETE",1023.47
"DLP TWIN COUNTY REGIONAL HOSP","KNEE, COMPLETE-UP TO 5 VIEWS",625.99
"DLP TWIN COUNTY REGIONAL HOSP","SHOULDER, 1 VIEW",294.16
"DLP TWIN COUNTY REGIONAL HOSP","X-RAY EXAM CHEST 2 VIEWS",643
"DLP TWIN COUNTY REGIONAL HOSP","MASTOIDS, LESS THAN 3 VIEWS",560.34
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, ENTIRE,SURVEY STUDY,AP & LAT",560.34
"DLP TWIN COUNTY REGIONAL HOSP","FACIAL BONES, COMPLETE 3 OR MORE",618.69
"DLP TWIN COUNTY REGIONAL HOSP","TC DILATION OF SALIVARY DUCT",1320.05
"DLP TWIN COUNTY REGIONAL HOSP","GI TRACT, UGI DBL CONTRAST W/KUB",523.89
"DLP TWIN COUNTY REGIONAL HOSP","TC INTRO INTRACATH/CATH RNL PLVC DRN",7404.86
"DLP TWIN COUNTY REGIONAL HOSP","COLON, WITH AIR ONLY",861.79
"DLP TWIN COUNTY REGIONAL HOSP","ARTHOGRAPHY, COMPLETE ELBOW",1698.06
"DLP TWIN COUNTY REGIONAL HOSP","WRIST, COMPLETE, 3 OR MORE",407.2
"DLP TWIN COUNTY REGIONAL HOSP","UROGRAPHY, RETROGRADE KUB",1113.4
"DLP TWIN COUNTY REGIONAL HOSP","HAND, COMPLETE, 3 OR MORE",407.2
"DLP TWIN COUNTY REGIONAL HOSP","XR ABDOMEN 1 VIEW",375.59
"DLP TWIN COUNTY REGIONAL HOSP","ANGIOGRAM, THORACIC AORTA",12625.46
"DLP TWIN COUNTY REGIONAL HOSP","RIBS, UNILATERAL, 3 VIEWS W/PA CHEST",598.03
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ RETROGR URETHROCYSTOGRAPHY",158.03
"DLP TWIN COUNTY REGIONAL HOSP","TIBIA & FIBULA, AP & LATERAL",503.22
"DLP TWIN COUNTY REGIONAL HOSP","TC CHANGE GASTROSTOMY TUBE",1837.85
"DLP TWIN COUNTY REGIONAL HOSP","ABDOMEN, COMPLETE ACUTE,SUPINE,ERECT,DEC",640.57
"DLP TWIN COUNTY REGIONAL HOSP","OPTIC FORAMINA",380.45
"DLP TWIN COUNTY REGIONAL HOSP","COLON, ENEMA, W/GASTROGRAFIN",615.05
"DLP TWIN COUNTY REGIONAL HOSP","TC INTRO LONG GI TUBE-SEP PROC",2627.93
"DLP TWIN COUNTY REGIONAL HOSP","X-RAY EXAM ABDOMEN 3+ VIEWS",1230
"DLP TWIN COUNTY REGIONAL HOSP","TMJ, OPEN & CLOSED MOUTH, BILATERAL",697.7
"DLP TWIN COUNTY REGIONAL HOSP","ACROMIOCLAVICULAR JOINTS, BILATERAL",393.82
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ CYSTOGRAPHY/VD URTHROCYSTO",109.4
"DLP TWIN COUNTY REGIONAL HOSP","SINUSES, WITH CONTRAST STUDY",350.07
"DLP TWIN COUNTY REGIONAL HOSP","RENAL CYST STUDY-TRANSLUMBAR",1431.87
"DLP TWIN COUNTY REGIONAL HOSP","THORACOLUMBAR, STANDING",442.45
"DLP TWIN COUNTY REGIONAL HOSP","ARTHROGRAPHY, COMPLETE KNEE",1698.06
"DLP TWIN COUNTY REGIONAL HOSP","THORA/NEEDLE CATH PLEURA W/O IMAGE-XY",2221.95
"DLP TWIN COUNTY REGIONAL HOSP","VENOGRAM, SVC",3991.72
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ HIP ARTHROGRAPHY, W/ANES",207.86
"DLP TWIN COUNTY REGIONAL HOSP","INTRO CATH RENAL PELVIS S&I",7404.86
"DLP TWIN COUNTY REGIONAL HOSP","CHOLANGIOGRAPHY, PERCUTANEOUS",2573.22
"DLP TWIN COUNTY REGIONAL HOSP","SKULL, LESS THAN 4 VIEWS",449.75
"DLP TWIN COUNTY REGIONAL HOSP","UROGRAPHY, INFUSION, DRIP TECH",1113.4
"DLP TWIN COUNTY REGIONAL HOSP","TC-INTRO CATH AORTA",1165.68
"DLP TWIN COUNTY REGIONAL HOSP","TC NG TUBE PLACEMENT W/GUIDANCE",706.21
"DLP TWIN COUNTY REGIONAL HOSP","HUMERUS, 1-2 VIEWS",398.69
"DLP TWIN COUNTY REGIONAL HOSP","XR CHEST SGL VIEW",288.07
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ F/PERCUT TRANSHEPATIC CHOLANG",297.8
"DLP TWIN COUNTY REGIONAL HOSP","ANKLE, 2 VIEWS",313.6
"DLP TWIN COUNTY REGIONAL HOSP","CALCANEUS (HEEL) MIN 2 VIEWS",358.58
"DLP TWIN COUNTY REGIONAL HOSP","RIBS, BILATERAL,4 VIEWS,W/PA CHEST",756.05
"DLP TWIN COUNTY REGIONAL HOSP","STERNUM, 3 VIEWS",559.14
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ PYLGPY THRU NPHR/PYLSTMY EXISTING",98.46
"DLP TWIN COUNTY REGIONAL HOSP","BONE SURVEY, INFANT, CHILD ABUSE",458.24
"DLP TWIN COUNTY REGIONAL HOSP","SACROILIAC JOINTS, 3 OR MORE",572.5
"DLP TWIN COUNTY REGIONAL HOSP","EXTREMITIES, UPPER ADDITIONAL VIEWS",272.28
"DLP TWIN COUNTY REGIONAL HOSP","PHARYNX OR LARYNX, INC FLUOROSCOPY",534.83
"DLP TWIN COUNTY REGIONAL HOSP","RIBS, BILATERAL, 3 VIEWS",560.34
"DLP TWIN COUNTY REGIONAL HOSP","PELVIS, MIN 3 VIEWS",407.2
"DLP TWIN COUNTY REGIONAL HOSP","SACRUM & COCCYX,  MIN 2 VIEWS",499.58
"DLP TWIN COUNTY REGIONAL HOSP","TOE OR TOES, 2 VIEWS",337.92
"DLP TWIN COUNTY REGIONAL HOSP","SINUSES, LESS THAN 3 VIEWS",358.58
"DLP TWIN COUNTY REGIONAL HOSP","SINUSES, COMPLETE, MIN 3 VIEWS",502.01
"DLP TWIN COUNTY REGIONAL HOSP","SMALL BOWEL S/MULT FILMS, GASTROGRAF",664.88
"DLP TWIN COUNTY REGIONAL HOSP","GI TRACT, W/SM BOWEL, WO/KUB",861.79
"DLP TWIN COUNTY REGIONAL HOSP","CLAVICLE, COMPLETE",503.22
"DLP TWIN COUNTY REGIONAL HOSP","ABDOMEN, ADDITIONAL VIEWS",640.57
"DLP TWIN COUNTY REGIONAL HOSP","ORBITS, COMPLETE, MINIMUM 4",596.82
"DLP TWIN COUNTY REGIONAL HOSP","HIP UNILATERAL X-RAY ONE VIEW",282
"DLP TWIN COUNTY REGIONAL HOSP","PERQ DRAIN PLEURA INSERT W/O IMAGE-XY",2221.95
"DLP TWIN COUNTY REGIONAL HOSP","ARTHROGRAPHY, COMPLETE WRIST",1698.06
"DLP TWIN COUNTY REGIONAL HOSP","ANGIOPLASTY, PERIPH, BALLOON, ADD ART",5343.37
"DLP TWIN COUNTY REGIONAL HOSP","GUIDE-PERCUTANEOUS ABSCESS DRAINAGE-XY",1123.13
"DLP TWIN COUNTY REGIONAL HOSP","X-RAY EXAM ABDOMEN 2 VIEWS",1230
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, LUMBOSACRAL. AP & LATERAL",546.99
"DLP TWIN COUNTY REGIONAL HOSP","GI TRACT, UGI DBL CONTRAST W/SBS",861.79
"DLP TWIN COUNTY REGIONAL HOSP","SCAPULA, COMPLETE",503.22
"DLP TWIN COUNTY REGIONAL HOSP","MANUAL APPLICATION OF STRESS FOR JOINT",348.85
"DLP TWIN COUNTY REGIONAL HOSP","X-RAY EXAM CHEST 4+ VIEWS",1230
"DLP TWIN COUNTY REGIONAL HOSP","ELBOW, COMPLETE, 3 OR MORE",503.22
"DLP TWIN COUNTY REGIONAL HOSP","ANGIOPLASTY, RENAL/VISC ARTERY, 1ST ART",27951.78
"DLP TWIN COUNTY REGIONAL HOSP","NASAL BONES, COMPLETE; MIN 3 VIEWS",414.49
"DLP TWIN COUNTY REGIONAL HOSP","TC-INTRO CATH SUP/INJ VC",391.4
"DLP TWIN COUNTY REGIONAL HOSP","UROGRAPHY, IV INC KUB",1226.44
"DLP TWIN COUNTY REGIONAL HOSP","MANDIBLE, COMPLETE; MIN 4 VIEWS",672.17
"DLP TWIN COUNTY REGIONAL HOSP","PELVIS & HIPS, BILATERAL, MIN2",407.2
"DLP TWIN COUNTY REGIONAL HOSP","FLUOROSCOPY,  MORE THAN 1 HR PHY/TECH",831.41
"DLP TWIN COUNTY REGIONAL HOSP","ANGIOPLASTY, RENAL/VISC ARTERY,ADD ART",5343.37
"DLP TWIN COUNTY REGIONAL HOSP","GI TRACT, UGI SERIES WO/KUB",520.23
"DLP TWIN COUNTY REGIONAL HOSP","NECK, SOFT TISSUE OR FB",398.69
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, CERVICAL, AP/LAT/ODONTOID",540.9
"DLP TWIN COUNTY REGIONAL HOSP","URETHROCYCTOGRAPHY-VOIDING",1113.4
"DLP TWIN COUNTY REGIONAL HOSP","BONE LENGTH STUDIES",489.86
"DLP TWIN COUNTY REGIONAL HOSP","FOOT, COMPLETE, 3 OR MORE",459.47
"DLP TWIN COUNTY REGIONAL HOSP","BONE AGE STUDIES",449.75
"DLP TWIN COUNTY REGIONAL HOSP","MASTOIDS, COMPLETE; MIN 3 VIEWS-SIDE",685.55
"DLP TWIN COUNTY REGIONAL HOSP","XR ABDOMEN 1 VIEW",336.69
"DLP TWIN COUNTY REGIONAL HOSP","GI TRACT, UGI W/O KUB, GASTROGRAFIN",520.23
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ KNEE ARTHROGRAPHY",122.77
"DLP TWIN COUNTY REGIONAL HOSP","TC INJ PROC ILEAL CONDUIT/URETEROPYELOGR",109.4
"DLP TWIN COUNTY REGIONAL HOSP","TOMOS OTHER THAN KIDNEYS",562.78
"DLP TWIN COUNTY REGIONAL HOSP","TC ERCP DIAGNOSTIC-SEP PROC",10454.57
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, CERVICAL, COMPLETE",881.24
"DLP TWIN COUNTY REGIONAL HOSP","XR CHEST 4> VWS",677.03
"DLP TWIN COUNTY REGIONAL HOSP","MAMMOGRAPHY, GALACTOGRAM, SINGLE DUC",1431.87
"DLP TWIN COUNTY REGIONAL HOSP","FLUORO FOR GI TUBE PLACEMENT",799.81
"DLP TWIN COUNTY REGIONAL HOSP","SALIVARY GLAND CALCULI",378.02
"DLP TWIN COUNTY REGIONAL HOSP","ESOPHAGRAM, GASTROGRAFIN SWALLOW",520.23
"DLP TWIN COUNTY REGIONAL HOSP","UNLISTED DX RADIOLOGY",537
"DLP TWIN COUNTY REGIONAL HOSP","TC INJ PROC FOR EXTREMITY VENOGRAPHY-XY",110.62
"DLP TWIN COUNTY REGIONAL HOSP","ANGIOGRAM. ADD VESSEL, AFTER BASIC",2948.82
"DLP TWIN COUNTY REGIONAL HOSP","PELVIS & HIP, UNILATERAL, 2 VIEWS",375.59
"DLP TWIN COUNTY REGIONAL HOSP","XR ABDOMEN 1 VIEW",413.27
"DLP TWIN COUNTY REGIONAL HOSP","CHOLANGIOGRAPHY, POST OP T-TUBE",1431.87
"DLP TWIN COUNTY REGIONAL HOSP","SHOULDER, COMPLETE",503.22
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ PYLGPY THRU NPHR/PYLSTMY NEW",98.46
"DLP TWIN COUNTY REGIONAL HOSP","VENOGRAM, IVC",12625.46
"DLP TWIN COUNTY REGIONAL HOSP","FOOT, AP & LATERAL",326.97
"DLP TWIN COUNTY REGIONAL HOSP","SKULL, COMPLETE, MIN 4 VIEWS",736.61
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ SIALOGRAPHY",154.37
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, CERVICAL, MIN 4 VIEWS",615.05
"DLP TWIN COUNTY REGIONAL HOSP","XR CHEST SGL VIEW",288.07
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, L/S COMPLETE, INCL BENDING",973.62
"DLP TWIN COUNTY REGIONAL HOSP","INTERNAL AUDITORY CANALS, COMPLETE",460.68
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, LUMBOSACRAL, INC OBL",689.2
"DLP TWIN COUNTY REGIONAL HOSP","PERQ DRAIN PLEURA INSERT CATH W/IMAGE-XY",2586.6
"DLP TWIN COUNTY REGIONAL HOSP","SIALOGRAPHY",1431.87
"DLP TWIN COUNTY REGIONAL HOSP","LARYNGOGRAM W/CONTRAST",1431.87
"DLP TWIN COUNTY REGIONAL HOSP","ESOPHAGRAM (BARIUM SWALLOW)",520.23
"DLP TWIN COUNTY REGIONAL HOSP","X-RAY EXAM SURGICAL SPEC",2573.22
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, THORACIC AP & LATERAL",495.93
"DLP TWIN COUNTY REGIONAL HOSP","ELBOW, AP & LATERAL",418.13
"DLP TWIN COUNTY REGIONAL HOSP","XR CHEST SGL VIEW",288.07
"DLP TWIN COUNTY REGIONAL HOSP","XR CHEST 3 VIEWS",677.03
"DLP TWIN COUNTY REGIONAL HOSP","COLON, BARIUM ENEMA",615.05
"DLP TWIN COUNTY REGIONAL HOSP","FACIAL BONES, LESS THAN 3 VIEWS",324.54
"DLP TWIN COUNTY REGIONAL HOSP","FINGER OR FINGERS, 2 VIEWS",314.82
"DLP TWIN COUNTY REGIONAL HOSP","SMALL BOWEL S/MULT SERIAL FILMS",664.88
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ ANKLE ARTHROGRAPHY",122.77
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, SCOLIOSIS STUDY, SPINE ERECT",458.24
"DLP TWIN COUNTY REGIONAL HOSP","BONE DENSITY STUDY, APPENDICULAR SKELTON",271.06
"DLP TWIN COUNTY REGIONAL HOSP","XR CHEST 2 VIEWS",499.58
"DLP TWIN COUNTY REGIONAL HOSP","TC INJ PROC, CHOLANGIOGRAPHY W/CATH-XRAY",110.62
"DLP TWIN COUNTY REGIONAL HOSP","PELVIS & HIPS, INFANT MIN 2",386.54
"DLP TWIN COUNTY REGIONAL HOSP","EXTREMITIES, INFANT LOWER 2 MIN",324.54
"DLP TWIN COUNTY REGIONAL HOSP","SELLA TURCICA",340.35
"DLP TWIN COUNTY REGIONAL HOSP","ARTHROGRAPHY, COMPLETE ANKLE",1698.06
"DLP TWIN COUNTY REGIONAL HOSP","HIP, IN OR UP TO 4 VIEWS",736.61
"DLP TWIN COUNTY REGIONAL HOSP","ARTHROGRAPHY, COMPLETE SHOULDER",1698.06
"DLP TWIN COUNTY REGIONAL HOSP","BONE SURVEY, LIMITED",816.82
"DLP TWIN COUNTY REGIONAL HOSP","TC-INTRO NDL/INTRACATH EXT ART",774.27
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ WRIST ARTHROGRAPHY",160.45
"DLP TWIN COUNTY REGIONAL HOSP","TC CV CATH INJECTION CHK PATEN",160.45
"DLP TWIN COUNTY REGIONAL HOSP","GI TRACT, UPPER, W/KUB",831.41
"DLP TWIN COUNTY REGIONAL HOSP","EYE, FOR FOREIGN BODY",392.62
"DLP TWIN COUNTY REGIONAL HOSP","DACRYOCYSTOGRAPHY",1431.87
"DLP TWIN COUNTY REGIONAL HOSP","HAND, 2 VIEWS",375.59
"DLP TWIN COUNTY REGIONAL HOSP","SACROILIAC JOINT, LESS THAN 3 VIEWS",340.35
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, ONE VIEW, ANY LEVEL",272.28
"DLP TWIN COUNTY REGIONAL HOSP","TC TUBE THORACOSTOMY W/DRAIN SYSTEM OPEN",2332.56
"DLP TWIN COUNTY REGIONAL HOSP","MANDIBLE, LESS THAN 4 VIEWS",418.13
"DLP TWIN COUNTY REGIONAL HOSP","DEXA SCAN, 1 OR MORE SITES,HIP,PELVIS,SP",1199.71
"DLP TWIN COUNTY REGIONAL HOSP","CHILD, FB, NOSE TO RECTUM",502.01
"DLP TWIN COUNTY REGIONAL HOSP","CHOLANGIO/PANCREATO ADDL SURG",601.68
"DLP TWIN COUNTY REGIONAL HOSP","GI TRACT, UGI DBL CONTRAST WO/KUB",520.23
"DLP TWIN COUNTY REGIONAL HOSP","PELVIS ONE OR TWO VIEWS",324.54
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, THORACO LUMBAR-AP & LATERAL",418.13
"DLP TWIN COUNTY REGIONAL HOSP","ZYGOMATIC ARCH",307.52
"DLP TWIN COUNTY REGIONAL HOSP","UROGRAPHY W TOMOGRAMS",1113.4
"DLP TWIN COUNTY REGIONAL HOSP","EXTREMITIES, INFANT-UPPER 2 MIN",328.19
"DLP TWIN COUNTY REGIONAL HOSP","URETHROCYCTOGRAPHY",1113.4
"DLP TWIN COUNTY REGIONAL HOSP","HIP, UNILATERAL COMPLETE, MIN 2 VIEWS",340.35
"DLP TWIN COUNTY REGIONAL HOSP","X-RAY EXAM CHEST 3 VIEWS",643
"DLP TWIN COUNTY REGIONAL HOSP","REPLACEMENT OF GASTROSTOMY TUBE",354.93
"DLP TWIN COUNTY REGIONAL HOSP","FOREARM, AP & LATERAL",359.79
"DLP TWIN COUNTY REGIONAL HOSP","KNEE, AP & LATERAL",313.6
"DLP TWIN COUNTY REGIONAL HOSP","ANGIOPLASTY, PERIPH, BALLOON, 1ST ART",27951.78
"DLP TWIN COUNTY REGIONAL HOSP","SURGICAL SPECIMEN X-RAY EXAM",2573.22
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ SHOULDER ARTHROGRAPHY",175.04
"DLP TWIN COUNTY REGIONAL HOSP","XR CHEST SGL VIEW",288.07
"DLP TWIN COUNTY REGIONAL HOSP","HYSTEROSALPINGOGRAPHY",1431.87
"DLP TWIN COUNTY REGIONAL HOSP","SPINE, THORACIC AP/LAT/SWIMMERS",526.31
"DLP TWIN COUNTY REGIONAL HOSP","STERNOCLAVICULAR JOINTS 3 VIEWS",387.75
"DLP TWIN COUNTY REGIONAL HOSP","KNEE, BILATERAL STANDING",380.45
"DLP TWIN COUNTY REGIONAL HOSP","ANKLE, COMPLETE 3 OR MORE",503.22
"DLP TWIN COUNTY REGIONAL HOSP","KNEE, AP&LAT, W OBL-3 VIEWS",677.03
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ ELBOW ARTHROGRAPHY",150.73
"DLP TWIN COUNTY REGIONAL HOSP","THORA/NEEDLE CATH PLEURA W/IMAGE-XY",2586.6
"DLP TWIN COUNTY REGIONAL HOSP","WRIST, 2 VIEWS",375.59
"DLP TWIN COUNTY REGIONAL HOSP","FEMUR, AP & LATERAL",357.37
"DLP TWIN COUNTY REGIONAL HOSP","TMJ, OPEN & CLOSED MOUTH, UNILATERAL",495.93
"DLP TWIN COUNTY REGIONAL HOSP","TC-INJ MYELOGRAPHY/CAT, SPINAL",442.45
"DLP TWIN COUNTY REGIONAL HOSP","RIBS, UNILATERAL,2 VIEWS",491.06
"DLP TWIN COUNTY REGIONAL HOSP","TC TRANSRECTAL DRAINAGE PELVIC ABSC",10329.38
"DLP TWIN COUNTY REGIONAL HOSP","INJECTION THER/PROP/DIAG SUBCUT/IM",175.35
"DLP TWIN COUNTY REGIONAL HOSP","INJECTION THER/PROP/DIAG INTRA-ARTERIAL",175.35
"DLP TWIN COUNTY REGIONAL HOSP","CHEMO ADM-INFUSION, 1ST HR",939.75
"DLP TWIN COUNTY REGIONAL HOSP","INJECTION THER/PROP/DIAG IV PUSH INIT RX",175.35
"DLP TWIN COUNTY REGIONAL HOSP","IV INFUSION THER/PROP/DIAG INIT FIRST HR",631.05
"DLP TWIN COUNTY REGIONAL HOSP","IV INFUSION THER/PROP/DIAG EACH ADD HOUR",175.35
"DLP TWIN COUNTY REGIONAL HOSP","CHEMO ADM-INFUSION, EA ADD HR",325.5
"DLP TWIN COUNTY REGIONAL HOSP","UNLISTED THER/PROP/DIAG IV/INJ/INFUSION",124.95
"DLP TWIN COUNTY REGIONAL HOSP","IV INFUSION, HYDRATION, 1ST HOUR",364.35
"DLP TWIN COUNTY REGIONAL HOSP","PLATE 1/4 242.08",470.4
