"Description","Price"
"doxazosin 1 mg tablet",11.76
"doxazosin 4 mg tablet",0.66
"doxazosin 4 mg tablet",0.8
"doxazosin 4 mg tablet",0.81
"doxepin 25 mg capsule",2.63
"DOXOrubicin 10 mg/5 mL intravenous solution",37.5
"DOXOrubicin 20 mg/10 mL intravenous solution",75
"DOXOrubicin 50 mg/25 mL intravenous solution",131.25
"DOXOrubicin, pegylated liposomal 2 mg/mL intravenous suspension",4401.86
"DOXOrubicin, pegylated liposomal 2 mg/mL intravenous suspension",3633.75
"DOXOrubicin, pegylated liposomal 2 mg/mL intravenous suspension",3633.75
"DOXOrubicin, pegylated liposomal 2 mg/mL intravenous suspension",9084.56
"doxycycline 50 mg/5 mL syrup",19.91
"doxycycline 50 mg/5 mL syrup",1883.72
"doxycycline hyclate 100 mg intravenous powder for solution",90.6
"doxycycline hyclate 100 mg intravenous powder for solution",70.09
"doxycycline hyclate 100 mg tablet,doxycycline hyclate 100 mg capsule",2.25
"doxycycline hyclate 100 mg tablet,doxycycline hyclate 100 mg capsule",2.25
"doxycycline hyclate 100 mg tablet,doxycycline hyclate 100 mg capsule",6.8
"doxycycline hyclate 100 mg tablet,doxycycline hyclate 100 mg capsule",4.76
"doxycycline hyclate 100 mg tablet,doxycycline hyclate 100 mg capsule",5
"dronabinol 2.5 mg capsule",17.66
"dronabinol 2.5 mg capsule",19.32
"dronabinol 2.5 mg capsule",17.72
"dronedarone 400 mg tablet",39.42
"dronedarone 400 mg tablet",39.42
"DULoxetine 20 mg capsule,delayed release",12.04
"DULoxetine 20 mg capsule,delayed release",6.02
"DULoxetine 30 mg capsule,delayed release",0.78
"DULoxetine 30 mg capsule,delayed release",3.59
"DULoxetine 60 mg capsule,delayed release",0.58
"DULoxetine 60 mg capsule,delayed release",5.84
"DULoxetine 60 mg capsule,delayed release",2.69
"durvalumab 50 mg/mL intravenous solution",1304.55
"dutasteride 0.5 mg capsule",1.38
"ecallantide 10 mg/mL (1 mL) subcutaneous solution",53765.63
"edaravone 30 mg/100 mL intravenous piggyback",2036.25
"edoxaban 30 mg tablet",19.65
"efavirenz 200 mg capsule",40.86
"efavirenz 600 mg-emtricitabine 200 mg-tenofovir disoprox 300 mg tablet",340.51
"emtricitabine 200 mg-tenofovir disoproxil fumarate 300 mg tablet",209.48
"enalapril maleate 10 mg tablet",0.94
"enalapril maleate 10 mg tablet",0.94
"enalapril maleate 2.5 mg tablet",1.4
"enalapril maleate 2.5 mg tablet",1.73
"enalapril maleate 5 mg tablet",1.79
"enalapril maleate 5 mg tablet",1.77
"enalaprilat 1.25 mg/mL intravenous solution",10.91
"enalaprilat 1.25 mg/mL intravenous solution",6.3
"enalaprilat 1.25 mg/mL intravenous solution",10.5
"enalaprilat 1.25 mg/mL intravenous solution",10.5
"enoxaparin 100 mg/mL subcutaneous syringe",56.25
"enoxaparin 100 mg/mL subcutaneous syringe",37.65
"enoxaparin 120 mg/0.8 mL subcutaneous syringe",45.19
"enoxaparin 150 mg/mL subcutaneous syringe",247.5
"enoxaparin 150 mg/mL subcutaneous syringe",56.48
"enoxaparin 30 mg/0.3 mL subcutaneous syringe",22.39
"enoxaparin 30 mg/0.3 mL subcutaneous syringe",11.29
"enoxaparin 40 mg/0.4 mL subcutaneous syringe",74.44
"enoxaparin 40 mg/0.4 mL subcutaneous syringe",74.44
"enoxaparin 40 mg/0.4 mL subcutaneous syringe",15.04
"enoxaparin 60 mg/0.6 mL subcutaneous syringe",44.74
"enoxaparin 60 mg/0.6 mL subcutaneous syringe",22.57
"enoxaparin 80 mg/0.8 mL subcutaneous syringe",223.28
"enoxaparin 80 mg/0.8 mL subcutaneous syringe",30.11
"entacapone 200 mg tablet",15.44
"ePHEDrine sulfate 50 mg/mL injection solution",164.93
"ePHEDrine sulfate 50 mg/mL intravenous solution",149.21
"EPINEPHrine 0.1 mg/mL injection syringe",17.1
"EPINEPHrine 0.1 mg/mL injection syringe",22.5
"EPINEPHrine 0.1 mg/mL injection syringe",17.1
"EPINEPHrine 0.15 mg/0.3 mL injection,auto-injector",562.5
"EPINEPHrine 0.15 mg/0.3 mL injection,auto-injector",562.5
"EPINEPHrine 0.3 mg/0.3 mL injection, auto-injector",741.02
"EPINEPHrine 0.3 mg/0.3 mL injection, auto-injector",562.5
"EPINEPHrine 0.3 mg/0.3 mL injection, auto-injector",562.5
"EPINEPHrine 1 mg/mL (1 mL) injection solution",56.1
"EPINEPHrine 1 mg/mL (1 mL) injection solution",7.88
"EPINEPHrine 1 mg/mL (1 mL) injection solution",4.76
"EPINEPHrine 1 mg/mL injection solution",221.29
"EPINEPHrine 1 mg/mL injection solution",448.88
"EPINEPHrine 1 mg/mL nasal solution",418.95
"EPINEPHrine bitartrate (bulk) powder",56.25
"EPINEPHrine HCl (PF) 1 mg/mL (1 mL) injection solution",65.63
"EPINEPHrine HCl (PF) 1 mg/mL (1 mL) injection solution",65.63
"EPINEPHrine HCl (PF) 1 mg/mL (1 mL) injection solution",3047.81
"epiRUBicin 50 mg/25 mL intravenous solution",172.5
"epoetin alfa 10,000 unit/mL injection solution",964.58
"epoetin alfa 10,000 unit/mL injection solution",964.58
"epoetin alfa 2,000 unit/mL injection solution",192.94
"epoetin alfa 2,000 unit/mL injection solution",124.35
"epoetin alfa 2,000 unit/mL injection solution",192.94
"epoetin alfa 20,000 unit/mL injection solution",1929.11
"epoetin alfa 20,000 unit/mL injection solution",1929.11
"epoetin alfa 20,000 unit/mL injection solution",1243.5
"epoetin alfa 40,000 unit/mL injection solution",3858.23
"epoprostenol (glycine) 1.5 mg intravenous solution",169.28
"eptifibatide 0.75 mg/mL intravenous solution",1781.25
"eptifibatide 2 mg/mL intravenous solution",651.9
"eptifibatide 2 mg/mL intravenous solution",562.5
"eptifibatide 2 mg/mL intravenous solution",651.9
"ergocalciferol (vitamin D2) 50,000 unit capsule",4.77
"ergocalciferol (vitamin D2) 50,000 unit capsule",1.37
"eriBULin 1 mg/2 mL (0.5 mg/mL) intravenous solution",4080
"erlotinib 150 mg tablet",1056.42
"erlotinib 25 mg tablet",680.1
"ertapenem 1 gram solution for injection",482.48
"erythromycin 250 mg tablet",43.52
"erythromycin 5 mg/gram (0.5 %) eye ointment",30.65
"erythromycin 5 mg/gram (0.5 %) eye ointment",27.17
"erythromycin 5 mg/gram (0.5 %) eye ointment",27.17
"erythromycin 5 mg/gram (0.5 %) eye ointment",55.95
"erythromycin 5 mg/gram (0.5 %) eye ointment",37.25
"erythromycin ethylsuccinate 200 mg/5 mL oral powder for suspension",1410.75
"erythromycin lactobionate 500 mg intravenous solution",279.01
"erythromycin lactobionate 500 mg intravenous solution",285.47
"escitalopram 10 mg tablet",0.29
"escitalopram 20 mg tablet",0.18
"escitalopram 20 mg tablet",0.17
"esmolol 100 mg/10 mL (10 mg/mL) intravenous solution",21.57
"esmolol 100 mg/10 mL (10 mg/mL) intravenous solution",10.5
"esmolol 100 mg/10 mL (10 mg/mL) intravenous solution",6.6
"esmolol 2,500 mg/250 mL (10 mg/mL) in sodium chloride (iso-osmotic) IV",1754.06
"estradiol 0.01% (0.1 mg/gram) vaginal cream",1180.81
"estradiol 0.01% (0.1 mg/gram) vaginal cream",930.59
"estradiol 1 mg tablet",0.58
"estradiol 1 mg tablet",0.78
"ethacrynate sodium 50 mg intravenous solution",14246.25
"ethacrynate sodium 50 mg intravenous solution",14250
"ethacrynic acid 25 mg tablet",91.66
"ethacrynic acid 25 mg tablet",74.84
"ethambutol 100 mg tablet",1.72
"ethambutol 100 mg tablet",1.8
"ethambutol 400 mg tablet",0.73
"ethanol (ethyl alcohol) 98 % injection solution",352.5
"ethiodized oil 48 % injection solution",462.56
"ethyl chloride 100 % topical spray",131.19
"etomidate 2 mg/mL intravenous solution",40.88
"etomidate 2 mg/mL intravenous solution",36.79
"etomidate 2 mg/mL intravenous solution",23.33
"etomidate 2 mg/mL intravenous solution",25.2
"etomidate 2 mg/mL intravenous solution",23.33
"etomidate 2 mg/mL intravenous solution",25.2
"etomidate 2 mg/mL intravenous solution",23.63
"etomidate 2 mg/mL intravenous solution",23.85
"etoposide 20 mg/mL intravenous solution",35.14
"etoposide 20 mg/mL intravenous solution",35.14
"etoposide 20 mg/mL intravenous solution",35.14
"etravirine 100 mg tablet",79.32
"exemestane 25 mg tablet",50.63
"ezetimibe 10 mg tablet",43.13
"ezetimibe 10 mg tablet",28.56
"ezetimibe 10 mg tablet",38.74
"ezetimibe 10 mg tablet",7.85
"ezetimibe 10 mg tablet",7.85
"ezetimibe 10 mg tablet",43.13
"factor IX cplx(PCC) no.6, 3-factor 700 (+/-) unit intravenous solution",2703.75
"famotidine (PF) 20 mg/2 mL intravenous solution",2.96
"famotidine (PF) 20 mg/2 mL intravenous solution",3.34
"famotidine (PF) 20 mg/2 mL intravenous solution",3.38
"famotidine 10 mg/mL intravenous solution",33.75
"famotidine 20 mg tablet",0.26
"famotidine 20 mg tablet",0.26
"famotidine 20 mg tablet",0.19
"famotidine 20 mg tablet",0.26
"famotidine 20 mg tablet",0.16
"fat emulsion 20 % intravenous",82.5
"fat emulsion 20 % intravenous",154.69
"fat emulsion 20 % intravenous",136.88
"fat emulsion 20 % intravenous",100.88
"felodipine ER 2.5 mg tablet,extended release 24 hr",1.43
"felodipine ER 5 mg tablet,extended release 24 hr",1.95
"fenofibrate micronized 200 mg capsule",2.77
"fenofibrate micronized 200 mg capsule",4.81
"fenofibrate micronized 200 mg capsule",4.81
"fenofibrate micronized 200 mg capsule",2.77
"fenofibrate micronized 67 mg capsule",2.78
"fenofibrate micronized 67 mg capsule",2.78
"fenofibrate micronized 67 mg capsule",2.78
"fentaNYL (PF) 100 mcg/2 mL (50 mcg/mL) intravenous syringe",7.81
"fentaNYL (PF) 2,750 mcg/55 mL (50 mcg/mL) intravenous PCA syringe",52.13
"fentaNYL (PF) 50 mcg/mL injection solution",23.85
"fentaNYL (PF) 50 mcg/mL injection solution",9.13
"fentaNYL (PF) 50 mcg/mL injection solution",6
"fentaNYL (PF) 50 mcg/mL injection solution",65.63
"fentaNYL (PF) 50 mcg/mL injection solution",66.75
"fentaNYL (PF) 50 mcg/mL injection solution",2.51
"fentaNYL (PF) 50 mcg/mL injection solution",7.09
"fentaNYL (PF) 50 mcg/mL injection solution",7.31
"fentaNYL (PF) 50 mcg/mL injection solution",23.85
"fentaNYL (PF) 50 mcg/mL injection solution",10.46
"fentaNYL (PF) 50 mcg/mL injection solution,fentanyl (PF) 100 mcg/2 ml intravenous syringe",10.46
"fentaNYL (PF) 50 mcg/mL injection solution,fentanyl (PF) 100 mcg/2 ml intravenous syringe",2.36
"fentaNYL (PF) 550 mcg/55 mL (10 mcg/mL) in 0.9 % NaCl PCA syringe",20.63
"fentaNYL (PF) 550 mcg/55 ml (10 mcg/ml) in 0.9% nacl pca syringe",1.65
"fentaNYL (PF) 550 mcg/55 ml (10 mcg/ml) in 0.9% nacl pca syringe",1.65
"fentaNYL (PF)-bupivacaine-NaCl 5 mcg/mL-0.1% injection pump reservoir",234.38
"fentaNYL (PF)-bupivacaine-NaCl 5 mcg/mL-0.1% injection pump reservoir",206.25
"fentaNYL 100 mcg/hr transdermal patch",103.34
"fentaNYL 100 mcg/hr transdermal patch",72.75
"fentaNYL 12 mcg/hr transdermal patch",60.91
"fentaNYL 12 mcg/hr transdermal patch",60.91
"fentaNYL 12 mcg/hr transdermal patch",60.91
"fentaNYL 25 mcg/hr transdermal patch",17.14
"fentaNYL 25 mcg/hr transdermal patch",17.13
"fentaNYL 50 mcg/hr transdermal patch",47.5
"fentaNYL 50 mcg/hr transdermal patch",36.75
"fentaNYL 50 mcg/hr transdermal patch",36.75
"fentaNYL 75 mcg/hr transdermal patch",75.08
"fentaNYL 75 mcg/hr transdermal patch",46.39
"ferric subsulfate (bulk) 20 to 22 gram/100 mL solution",95.63
"ferrous gluconate 324 mg (38 mg iron) tablet,ferrous gluconate 324 mg (37.5 mg iron) tablet,ferrous gluconate 324 mg (36 mg iron) tablet",0.18
"ferrous gluconate 324 mg (38 mg iron) tablet,ferrous gluconate 324 mg (37.5 mg iron) tablet,ferrous gluconate 324 mg (36 mg iron) tablet",0.33
"ferrous gluconate 324 mg (38 mg iron) tablet,ferrous gluconate 324 mg (37.5 mg iron) tablet,ferrous gluconate 324 mg (36 mg iron) tablet",0.12
"ferrous sulfate 15 mg iron (75 mg)/mL oral drops",15.94
"ferrous sulfate 300 mg (60 mg iron)/5 mL oral liquid",7.14
"ferrous sulfate 325 mg (65 mg iron) tablet,ferrous sulfate 325 mg (65 mg iron) tablet, delayed release",1.2
"ferrous sulfate 325 mg (65 mg iron) tablet,ferrous sulfate 325 mg (65 mg iron) tablet, delayed release",2.25
"ferrous sulfate 325 mg (65 mg iron) tablet,ferrous sulfate 325 mg (65 mg iron) tablet, delayed release",0.11
"fidaxomicin 200 mg tablet",690.3
"filgrastim 300 mcg/mL injection solution",1180.61
"filgrastim 480 mcg/1.6 mL injection solution",1879.99
"filgrastim-sndz 300 mcg/0.5 mL injection syringe",1033.73
"filgrastim-sndz 300 mcg/0.5 mL injection syringe",1033.73
"filgrastim-sndz 300 mcg/0.5 mL injection syringe",1033.73
"filgrastim-sndz 480 mcg/0.8 mL injection syringe",1646.18
"finasteride 5 mg tablet",0.68
"finasteride 5 mg tablet",0.68
"finasteride 5 mg tablet",0.68
"finasteride 5 mg tablet",3.83
"flavoring agent (bulk) oil",3.6
"flecainide 100 mg tablet",1.76
"flecainide 100 mg tablet",2.63
"flecainide 100 mg tablet",1.76
"flecainide 100 mg tablet",1.76
"flecainide 50 mg tablet",2.15
"flu vaccine qs 2018-19(6 mos up)(PF)60 mcg(15 mcgx4)/0.5 mL IM syringe",60.26
"flu vaccine qs 2018-19(6 mos up)(PF)60 mcg(15 mcgx4)/0.5 mL IM syringe",60.26
"fluconazole 100 mg tablet",1.88
"fluconazole 100 mg tablet",3.51
"fluconazole 100 mg tablet",3.51
"fluconazole 100 mg tablet",2.66
"fluconazole 100 mg tablet",3.19
"fluconazole 200 mg/100 mL in sod. chloride (iso) intravenous piggyback",16.88
"fluconazole 200 mg/100 mL in sod. chloride (iso) intravenous piggyback",27.75
"fluconazole 200 mg/100 mL in sod. chloride (iso) intravenous piggyback",33.75
"fluconazole 200 mg/100 mL in sod. chloride (iso) intravenous piggyback",22.5
"fluconazole 40 mg/mL oral suspension",150.02
"fluconazole 400 mg/200 mL in sod. chloride(iso) intravenous piggyback",26.25
"fluconazole 400 mg/200 mL in sod. chloride(iso) intravenous piggyback",52.5
"fluconazole 400 mg/200 mL in sod. chloride(iso) intravenous piggyback",21
"fluconazole 50 mg tablet",2.5
"flucytosine 500 mg capsule",476.4
"flucytosine 500 mg capsule",476.4
"flucytosine 500 mg capsule",476.42
"fludarabine 50 mg intravenous solution",412.5
"fludrocortisone 0.1 mg tablet",1.11
"fludrocortisone 0.1 mg tablet",1.32
"fludrocortisone 0.1 mg tablet",1.54
"flumazenil 0.1 mg/mL intravenous solution",51
"flumazenil 0.1 mg/mL intravenous solution",24.38
"flumazenil 0.1 mg/mL intravenous solution",24.38
"flumazenil 0.1 mg/mL intravenous solution",48.75
"flunisolide 25 mcg (0.025 %) nasal spray",224.81
"fluocinonide 0.05 % topical cream",136.63
"fluocinonide 0.05 % topical cream",136.63
"fluorescein 0.6 mg eye strips",0.37
"fluorescein 1 mg eye strips",0.43
"fluorescein 1 mg eye strips",0.42
"fluorescein 1 mg eye strips",0.45
"fluorescein 500 mg/5 mL (10 %) intravenous solution",83.21
"fluorometholone 0.25 % eye drops,suspension",546.08
"fluorouracil 2.5 gram/50 mL intravenous solution,fluorouracil 500 mg/10 mL intravenous solution",9.38
"fluorouracil 2.5 gram/50 mL intravenous solution,fluorouracil 500 mg/10 mL intravenous solution",44.63
"fluorouracil 2.5 gram/50 mL intravenous solution,fluorouracil 500 mg/10 mL intravenous solution",47.81
"FLUoxetine 10 mg capsule",0.33
"FLUoxetine 10 mg capsule",0.19
"FLUoxetine 20 mg capsule",0.18
"FLUoxetine 20 mg capsule",2.72
"FLUoxetine 20 mg capsule",0.13
"FLUoxetine 20 mg capsule",0.2
"FLUoxetine 20 mg/5 mL (4 mg/mL) oral solution",10.69
"fluPHENAZine 1 mg tablet",1.81
"fluPHENAZine 1 mg tablet",1.81
"fluPHENAZine 2.5 mg/mL injection solution",34.3
"fluPHENAZine 5 mg tablet",0.27
"fluPHENAZine 5 mg tablet",5.18
"fluPHENAZine 5 mg tablet",6.67
"fluPHENAZine 5 mg tablet",0.5
"fluPHENAZine 5 mg/mL oral concentrate",4.46
"fluPHENAZine 5 mg/mL oral concentrate",4.46
"fluPHENAZine decanoate 25 mg/mL injection solution",58.11
"fluticasone 110 mcg/actuation HFA aerosol inhaler",912.33
"fluticasone 44 mcg/actuation HFA aerosol inhaler",681.47
"fluticasone 50 mcg/actuation nasal spray,suspension",82.5
"fluticasone 50 mcg/actuation nasal spray,suspension",82.5
"fluticasone 50 mcg/actuation nasal spray,suspension",37.5
"fluvoxaMINE 50 mg tablet",0.94
"fluvoxaMINE 50 mg tablet",1.13
"folic acid 1 mg tablet",0.16
"folic acid 1 mg tablet",0.04
"folic acid 1 mg tablet",0.16
"folic acid 1 mg tablet",0.16
"folic acid 1 mg tablet",0.12
"folic acid 5 mg/mL injection solution",3.38
"fomepizole 1 gram/mL intravenous solution",4031.25
"fondaparinux 10 mg/0.8 mL subcutaneous solution syringe",407.4
"fondaparinux 10 mg/0.8 mL subcutaneous solution syringe",219.38
"fondaparinux 2.5 mg/0.5 mL subcutaneous solution syringe",173.1
"fondaparinux 2.5 mg/0.5 mL subcutaneous solution syringe",93.22
"fondaparinux 7.5 mg/0.6 mL subcutaneous solution syringe",219.37
"fondaparinux 7.5 mg/0.6 mL subcutaneous solution syringe",407.4
"formoterol fumarate 20 mcg/2 mL solution for nebulization",60.77
"formoterol fumarate 20 mcg/2 mL solution for nebulization",60.77
"fosamprenavir 700 mg tablet",72.41
"fosamprenavir 700 mg tablet",62.49
"fosphenytoin 100 mg PE/2 mL injection solution",124.4
"fosphenytoin 100 mg PE/2 mL injection solution",98.92
"fosphenytoin 100 mg PE/2 mL injection solution",98.92
"fosphenytoin 500 mg PE/10 mL injection solution",296.74
"fulvestrant 250 mg/5 mL intramuscular syringe",3546.53
"furosemide 10 mg/mL injection solution",15.45
"furosemide 10 mg/mL injection solution",5.42
"furosemide 10 mg/mL injection solution",12.64
"furosemide 10 mg/mL injection solution",5.42
"furosemide 10 mg/mL injection solution",3.7
"furosemide 10 mg/mL injection solution",2.99
"furosemide 10 mg/mL injection solution",2.44
"furosemide 10 mg/mL injection solution",5.42
"furosemide 10 mg/mL injection solution",5.42
"furosemide 10 mg/mL injection solution",3.7
"furosemide 10 mg/mL injection solution",23.31
"furosemide 10 mg/mL injection solution",12.64
"furosemide 10 mg/mL injection solution",2.72
"furosemide 10 mg/mL injection syringe",12.62
"furosemide 10 mg/mL injection syringe",12.62
"furosemide 10 mg/mL oral solution",25.2
"furosemide 20 mg tablet",0.09
"furosemide 20 mg tablet",0.08
"furosemide 20 mg tablet",0.12
"furosemide 40 mg tablet",0.05
"furosemide 40 mg tablet",0.05
"furosemide 40 mg tablet",0.04
"furosemide 40 mg tablet",0.04
"furosemide 40 mg tablet",0.11
"furosemide 40 mg tablet",0.06
"furosemide 40 mg tablet",0.06
"furosemide 40 mg/5 mL (8 mg/mL) oral solution",7.69
"furosemide 40 mg/5 mL (8 mg/mL) oral solution",1.44
"gabapentin 100 mg capsule",0.29
"gabapentin 100 mg capsule",0.17
"gabapentin 100 mg capsule",0.34
"gabapentin 100 mg capsule",0.34
"gabapentin 100 mg capsule",0.29
"gabapentin 300 mg capsule",0.15
"gabapentin 300 mg capsule",0.1
"gabapentin 300 mg capsule",0.17
"gabapentin 300 mg capsule",0.17
"gabapentin 300 mg capsule",0.2
"gabapentin 300 mg capsule",0.15
"gabapentin 400 mg capsule",0.13
"gabapentin 400 mg capsule",0.1
"gabapentin 400 mg capsule",0.17
"gabapentin 400 mg capsule",0.13
"gadobenate dimeglumine 529 mg/mL(0.1 mmol/0.2 mL) intravenous solution",64.5
"gadobenate dimeglumine 529 mg/mL(0.1 mmol/0.2 mL) intravenous solution",58.02
"gadobenate dimeglumine 529 mg/mL(0.1 mmol/0.2 mL) intravenous solution",56.97
"gadobenate dimeglumine 529 mg/mL(0.1 mmol/0.2 mL) intravenous solution",75.96
"gadobutrol 10 mmol/10 mL (1 mmol/mL) intravenous solution",131.25
"gadobutrol 15 mmol/15 mL (1 mmol/mL) intravenous solution",52.5
"gadobutrol 2 mmol/2 mL (1 mmol/mL) intravenous solution",64.13
"gadobutrol 7.5 mmol/7.5 mL (1 mmol/mL) intravenous solution",98.44
"gadoterate meglumine 0.5 mmol/mL (376.9 mg/mL) intravenous solution",146.25
"gadoterate meglumine 0.5 mmol/mL (376.9 mg/mL) intravenous solution",195
"galantamine 4 mg tablet",9.54
"galantamine 4 mg tablet",11.97
"galantamine 4 mg tablet",5.68
"galantamine ER 8 mg 24 hr capsule,extended release",17.19
"ganciclovir sodium 500 mg intravenous solution",364.76
"gelatin absorbable 100 topical sponge",156.21
"gelatin absorbable 12 mm-7 mm topical sponge",32.23
"gelatin absorbable eye film",839.18
"gelatin absorbable mucosal powder",283.96
"gemcitabine 1 gram/26.3 mL (38 mg/mL) intravenous solution",167.37
"gemcitabine 1 gram/26.3 mL (38 mg/mL) intravenous solution",167.37
"gemcitabine 2 gram/52.6 mL (38 mg/mL) intravenous solution",335.72
"gemcitabine 200 mg intravenous solution",105
"gemcitabine 200 mg intravenous solution",45
"gemcitabine 200 mg intravenous solution",150
"gemcitabine 200 mg/5.26 mL (38 mg/mL) intravenous solution",33.49
"gemcitabine 200 mg/5.26 mL (38 mg/mL) intravenous solution",33.49
"gemfibrozil 600 mg tablet",0.39
"gemfibrozil 600 mg tablet",0.45
"gemfibrozil 600 mg tablet",0.41
"gemtuzumab ozogamicin 4.5 mg (1 mg/mL initial concentration) IV soln",30750
"gentamicin 0.1 % topical ointment",148.11
"gentamicin 0.3 % (3 mg/gram) eye ointment",55.31
"gentamicin 100 mg/100 mL in sodium chloride(iso) intravenous piggyback",13.88
"gentamicin 120 mg/100 mL in sodium chloride(iso) intravenous piggyback",13.5
"gentamicin 40 mg/mL injection solution",3.3
"gentamicin 40 mg/mL injection solution",75.98
"gentamicin 80 mg/100 mL in sodium chloride(iso) intravenous piggyback",12.75
"gentamicin sulfate (pediatric) (PF) 20 mg/2 mL injection solution",14.78
"glimepiride 2 mg tablet",1.64
"glimepiride 2 mg tablet",2.03
"glimepiride 2 mg tablet",2.03
"glipiZIDE 5 mg tablet",0.17
"glipiZIDE 5 mg tablet",1.25
"glipiZIDE 5 mg tablet",1.19
"glipiZIDE ER 10 mg tablet, extended release 24 hr",0.68
"glipiZIDE ER 10 mg tablet, extended release 24 hr",0.68
"glipiZIDE ER 2.5 mg tablet, extended release 24 hr",3.72
"glipiZIDE ER 5 mg tablet, extended release 24 hr",1.13
"glipiZIDE ER 5 mg tablet, extended release 24 hr",0.31
"glucagon HCl 1 mg solution for injection",639.38
"glucagon HCl 1 mg solution for injection",639.38
"glucagon HCl 1 mg solution for injection",607.5
"glucagon HCl 1 mg solution for injection",607.5
"glucagon HCl 1 mg solution for injection",639.38
"glucose 4 gram chewable tablet",0.69
"glyBURIDE 2.5 mg tablet",0.3
"glyBURIDE 2.5 mg tablet",0.48
"glyBURIDE 2.5 mg tablet",0.39
"glyBURIDE 5 mg tablet",0.19
"glyBURIDE 5 mg tablet",0.34
"glycerin (adult) rectal suppository",0.17
"glycerin (adult) rectal suppository",1.21
"glycerin (adult) rectal suppository",1.21
"glycerin (child) rectal suppository",0.39
"glycerin (child) rectal suppository",2.34
"glycerin 99.5 % topical solution",78.05
"glycerin-witch hazel 12.5 %-50 % topical pads",0.19
"glycopyrrolate 0.2 mg/mL injection solution",26.42
"glycopyrrolate 0.2 mg/mL injection solution",29.93
"glycopyrrolate 1 mg tablet",3.29
"golimumab 12.5 mg/mL intravenous solution",6197.22
"granisetron (PF) 1 mg/mL (1 mL) intravenous solution",75
"granisetron (PF) 1 mg/mL (1 mL) intravenous solution",37.5
"guaiFENesin 100 mg/5 mL oral liquid",2.06
"guaiFENesin 100 mg/5 mL oral liquid",12.42
"guaiFENesin 100 mg/5 mL oral liquid",6.64
"guaiFENesin 100 mg/5 mL oral liquid",1.78
"guaiFENesin 100 mg/5 mL oral liquid",2.06
"guaiFENesin ER 600 mg tablet, extended release 12 hr",3.13
"guaiFENesin ER 600 mg tablet, extended release 12 hr",1.37
"guanFACINE 1 mg tablet",0.66
"guanFACINE 1 mg tablet",1.54
"haemophilus B polysaccharid conj-tetanus tox(PF) 10 mcg/0.5 mL IM soln",333.11
"haemophilus B polysaccharid conj-tetanus tox(PF) 10 mcg/0.5 mL IM soln",36.75
"haloperidol 0.5 mg tablet",2.17
"haloperidol 0.5 mg tablet",0.71
"haloperidol 1 mg tablet",1.38
"haloperidol 1 mg tablet",0.51
"haloperidol 2 mg tablet",1.63
"haloperidol 2 mg tablet",0.95
"haloperidol 2 mg tablet",0.34
"haloperidol 2 mg/mL oral concentrate",1.5
"haloperidol 2 mg/mL oral concentrate",1.5
"haloperidol 2 mg/mL oral concentrate",0.88
"haloperidol 2 mg/mL oral concentrate",2.56
"haloperidol 5 mg tablet",0.68
"haloperidol 5 mg tablet",1.06
"haloperidol 5 mg tablet",0.61
"haloperidol 5 mg tablet",0.61
"haloperidol 5 mg tablet",0.22
"haloperidol 5 mg tablet",0.61
"haloperidol 5 mg tablet",0.49
"haloperidol 5 mg tablet",0.49
"haloperidol decanoate 50 mg/mL intramuscular solution",52.65
"haloperidol lactate 5 mg/mL injection solution",12
"haloperidol lactate 5 mg/mL injection solution",1.32
"haloperidol lactate 5 mg/mL injection solution",8.99
"haloperidol lactate 5 mg/mL injection solution",8.99
"HC  CYMETRA INJECTABLE",830.25
"HC  LUMBAR-SACRAL ORTHOSIS FLEX NO RI STAYS PRE OTS",382.5
"HC  PNEUMAT WALKING BOOT PRE CST",1104.11
"HC  TLSO 2 SHL SYMPHYS-STERN CST",3760.32
"HC  TLSO RIGID FRAME HYPEREX PRE",1453.33
"HC 2D TEE W OR W/O FOL W/CON, IN",2087.91
"HC 2D TTE W OR W/O FOL W/CON, CO",1487
"HC 2D TTE W OR W/O FOL W/CON, F/U",1413
"HC 3-D RADIOTHERAPY PLAN DOSE-VOLUME HISTOGRAMS",5970
"HC 3D RENDER W/INTRP POSTPROCES",504
"HC 3D RENDERING W/INTERP&POSTPROC DIFF WORK STATION",1181
"HC ABD PARACENTESIS W/IMAGING",1237
"HC ABLATE ARRHYTHMIA ADD ON",1563
"HC ABLATE BONE TUMOR(S) PERQ",4435
"HC ABLATE HEART DYSRHYTHM FOCUS",5796
"HC ABLATION RENAL TUMOR UNILATERAL PERQ CRYOTHERAPY",9730
"HC ABLTJ 1/> RENAL TUMOR PRQ UNI RADIOFREQUENCY",8959
"HC ABSCESS IMAGING LTD AREA",1414
"HC ABSCESS IMAGING WHOLE BODY",2782
"HC ACELLULAR PERICARDIAL TISSUE MATRIX OF NON-HUMAN ORIGIN, PER SQ CM",1338.75
"HC ACETONE ASSAY",83
"HC ACUTE GI BLOOD LOSS IMAGING",872
"HC ACUTE HEPATITIS PANEL",432
"HC ADAPTER/EXTENSION, PACING LEAD OR NEUROSTIMULATOR LEAD",622.5
"HC ADDITION TO LOWER EXTREMITY ORTHOSIS, SOFT INTERFACE BELOW KNEE SE",378.25
"HC ADENOVIRUS ANTIBODY",71
"HC ADHESION BARRIER",1116.35
"HC ADMIN INFLUENZA VIRUS VAC",77
"HC ADMIN OF PNEUMOCOCCAL VAC",77
