"SVCCD","Description","PRICE1","As of Date"
"1217076","BUPIVACAINE .5% 30ML",6.40,"12/20/2018"
"1217077","BUPIVAC-MPF .5% 10ML",6.00,"12/20/2018"
"1217079","BUPIV.75/DEX8.25% 2M",6.40,"12/20/2018"
"1217085","BUPROPION 100MG SRTB",7.00,"12/20/2018"
"1217087","BUPROPION 75MG TAB  ",1.70,"12/20/2018"
"1217093","CAFF/NA BENZ 500 INJ",38.00,"12/20/2018"
"1217094","CALCITO 200UN/AC 3.7",230.00,"12/20/2018"
"1217095","CALCITRIOL .25MCG CP",5.30,"12/20/2018"
"1217096","CALCIUM ACE 667MG CP",1.70,"12/20/2018"
"1217099","TAMOXIFEN 10MG TAB  ",7.80,"12/20/2018"
"1217100","TAMSULOSIN 0.4MG CAP",18.00,"12/20/2018"
"1217103","TEMAZEPAM 15MG CAP  ",1.70,"12/20/2018"
"1217105","TERAZOSIN 1MG CAP   ",6.70,"12/20/2018"
"1217106","TERBINAFIN 1% CR12GM",5.00,"12/20/2018"
"1217116","THEOPHYLL 200MG SRCP",6.70,"12/20/2018"
"1217117","THEOPHYLL 300MG SRCP",8.10,"12/20/2018"
"1217120","THIAMINE 100MG TAB  ",1.70,"12/20/2018"
"1217123","THIORIDAZINE 25MG TB",1.70,"12/20/2018"
"1217129","THYROID 60MG TAB    ",1.70,"12/20/2018"
"1217134","TIMOLOL .25% OS 5ML ",42.00,"12/20/2018"
"1217139","TOBR.3-DEXA.1%OIN3.5",352.00,"12/20/2018"
"1217141","TOPIRAMATE 25MG TAB ",8.70,"12/20/2018"
"1217142","TORSEMIDE 20MG TAB  ",1.70,"12/20/2018"
"1217143","TRAMADOL 50MG TAB   ",1.70,"12/20/2018"
"1217147","TRAZODONE 50MG TAB  ",1.70,"12/20/2018"
"1217154","GUAIFENE SR 600MG TB",1.70,"12/20/2018"
"1217156","TRIAMT/HCTZ 37.5 TAB",1.70,"12/20/2018"
"1217164","TRIMETHOPRI 100MG TB",1.70,"12/20/2018"
"1217168","TUBERCU 5U/.1ML .1ML",6.40,"12/20/2018"
"1217169","URSODIOL 300MG CAP  ",9.80,"12/20/2018"
"1217171","VALACYCLOVI 500MG TB",30.00,"12/20/2018"
"1217175","VALPROIC AC 250MG CP",1.70,"12/20/2018"
"1217179","VASOPRESSIN 20U/ML  ",206.00,"12/20/2018"
"1217180","VECURONIUM 10MG INJ ",33.00,"12/20/2018"
"1217181","VENLAFAXI 37.5MG TAB",16.00,"12/20/2018"
"1217186","VERAPAMIL 120MG TAB ",1.70,"12/20/2018"
"1217187","VERAPAMIL 80MG TAB  ",1.70,"12/20/2018"
"1217189","VERAPAMIL 240MG CRTB",5.00,"12/20/2018"
"1217192","FLUOXETINE 10MG CAP ",11.00,"12/20/2018"
"1217193","VERAPAMIL 180MG CRTB",5.90,"12/20/2018"
"1217194","B-COMPLEX/VIT C TAB ",1.60,"12/20/2018"
"1217195","VIT. E 1000U CAP    ",1.70,"12/20/2018"
"1217197","WARFARIN 10MG TAB   ",8.70,"12/20/2018"
"1217198","WARFARIN 1MG TAB    ",5.60,"12/20/2018"
"1217199","WARFARIN 2.5MG TAB  ",5.90,"12/20/2018"
"1217200","WARFARIN 5MG TAB    ",6.20,"12/20/2018"
"1217201","WARFARIN 7.5MG TAB  ",8.40,"12/20/2018"
"1217208","ZINC SULF 220MG CAP ",1.70,"12/20/2018"
"1217211","ZIPRASIDONE 20MG CAP",38.00,"12/20/2018"
"1217212","ZOLPIDEM 5MG TAB    ",20.00,"12/20/2018"
"1217213","FUROSEMIDE 20MG TAB ",1.70,"12/20/2018"
"1217214","FUROSEMIDE 40MG TAB ",1.70,"12/20/2018"
"1217215","GABAPENTIN 300MG CAP",5.90,"12/20/2018"
"1217216","GABAPENTIN 100MG CAP",1.70,"12/20/2018"
"1217217","GABAPENTIN 400MG CAP",6.70,"12/20/2018"
"1217218","GALANTAMINE 4MG TAB ",13.00,"12/20/2018"
"1217223","GEMFIBROZIL 600MG TB",10.00,"12/20/2018"
"1217224","GENTAMCYI.3%OIN 3.5G",55.00,"12/20/2018"
"1217229","GLIMEPIRIDE 2MG TAB ",1.70,"12/20/2018"
"1217230","GLIPIZIDE 5MG SR TAB",1.70,"12/20/2018"
"1217231","GLIPIZIDE 2.5MG SRTB",1.70,"12/20/2018"
"1217232","GLIPIZIDE 5MG TAB   ",1.70,"12/20/2018"
"1217237","GLYCERIN 1.2GM SUPP ",1.70,"12/20/2018"
"1217239","GLYCOPYR 0.2MG/ML 1M",14.00,"12/20/2018"
"1217245","HALOPERIDOL 1MG TAB ",1.70,"12/20/2018"
"1217246","HALOPERIDOL 5MG TAB ",1.70,"12/20/2018"
"1217256","CALC CARB 500MG CHW ",1.70,"12/20/2018"
"1217260","CALCIUM CL 10% 10ML ",6.40,"12/20/2018"
"1217267","CAPTOPRIL 25MG TAB  ",1.70,"12/20/2018"
"1217268","CARBACHOL .01% 1.5ML",75.00,"12/20/2018"
"1217269","CARBAMAZEP 100MG CHW",1.70,"12/20/2018"
"1217270","CARBAMAZEPINE 200MGT",1.70,"12/20/2018"
"1217271","CARBAMAZEP 100MGSRTB",1.70,"12/20/2018"
"1217275","CARBOPROST 250MCG/ML",296.00,"12/20/2018"
"1217294","CEFUROXIME 250MG TAB",18.00,"12/20/2018"
"1217295","CELECOXIB 100MG CAP ",12.00,"12/20/2018"
"1217304","CHLORDIAZEPOXIDE 25M",1.70,"12/20/2018"
"1217305","CHLORDIAZEPOX 10MGCP",1.70,"12/20/2018"
"1217306","CHLORDIAZEPOXIDE 5MG",1.70,"12/20/2018"
"1217308","CHLORHEXIN.12% 473ML",38.00,"12/20/2018"
"1217318","CILOSTAZOL 100MG TAB",7.50,"12/20/2018"
"1217320","PENTOXIFYL 400MGCRTB",1.70,"12/20/2018"
"1217323","CIPROFLOXA .3% 2.5ML",70.00,"12/20/2018"
"1217325","CIPROFL.3%OPOIN 3.5G",246.00,"12/20/2018"
"1217328","CITALOPRAM 20MG TAB ",10.00,"12/20/2018"
"1217329","NA CIT500-CIT A334/5",1.70,"12/20/2018"
"1217335","CLINDAMYCIN 150MG CP",1.70,"12/20/2018"
"1217337","CLINDAMY 2%VGCR 40GM",113.00,"12/20/2018"
"1217338","CLINDAMYCIN600MG/4ML",6.40,"12/20/2018"
"1217339","CLONAZEPAM 0.5MG TAB",1.70,"12/20/2018"
"1217340","CLONIDINE-TTS-1 .1MG",74.00,"12/20/2018"
"1217341","CLONIDINE-TTS-2 .2MG",125.00,"12/20/2018"
"1217342","CLONIDINE-TTS-3 .3MG",173.00,"12/20/2018"
"1217343","CLONIDINE 0.1MG TAB ",1.70,"12/20/2018"
"1217344","CLONIDINE 0.2MG TAB ",1.70,"12/20/2018"
"1217346","CLOPIDOGREL 75MG TAB",30.00,"12/20/2018"
"1217352","COCAINE 4% 4ML SOLN ",263.00,"12/20/2018"
"1217354","ACET/CODEI 300/30 TB",1.70,"12/20/2018"
"1217356","ACET/CODEINE 120-12 ",1.70,"12/20/2018"
"1217361","PROMET6.25-COD10/5ML",1.70,"12/20/2018"
"1217362","COLCHICINE 0.6MG TAB",24.00,"12/20/2018"
"1217370","CYCLOBENZAPRINE 10MG",1.70,"12/20/2018"
"1217372","CYPROHEPTADINE 4MGTB",1.70,"12/20/2018"
"1217385","DEXAMETHAS .1%OS 5ML",59.00,"12/20/2018"
"1217388","DIAZEPAM 10MG TAB   ",1.70,"12/20/2018"
"1217389","DIAZEPAM 2MG TAB    ",1.70,"12/20/2018"
"1217390","DIAZEPAM 5MG TAB    ",1.70,"12/20/2018"
"1217397","DICYCLOMINE 20MG TAB",1.70,"12/20/2018"
"1217400","DIGOXIN 0.125MG TAB ",1.70,"12/20/2018"
"1217401","DIGOXIN 0.25MG TAB  ",1.70,"12/20/2018"
"1217403","DILTIAZEM 60MG TAB  ",1.70,"12/20/2018"
"1217407","DILTIAZEM 240MG SRCP",8.70,"12/20/2018"
"1217408","DILTIAZE 300MG SR CP",11.00,"12/20/2018"
"1217412","HYDRALAZINE 25MG TAB",1.70,"12/20/2018"
"1217413","HYDRALAZINE 10MG TAB",1.70,"12/20/2018"
"1217416","HCTZ 25MG TAB       ",1.70,"12/20/2018"
"1217427","HYDROCORT 1%CR 30GM ",2.80,"12/20/2018"
"1217431","HYDROXYZINE 10MG/5ML",1.70,"12/20/2018"
"1217432","HYDROXYZINE 25MG TAB",1.80,"12/20/2018"
"1217433","HYDROXYZINE 10MG TAB",1.70,"12/20/2018"
"1217444","IBUPROFEN 100MG/5ML ",1.00,"12/20/2018"
"1217445","IBUPROFEN 200MG TAB ",1.00,"12/20/2018"
"1217446","IBUPROFEN 400MG TAB ",1.70,"12/20/2018"
"1217447","IBUPROFEN 600MG TAB ",1.70,"12/20/2018"
"1217451","INDAPAMINE 2.5MG TAB",1.70,"12/20/2018"
"1217452","INDIGOTIN 8MG/ML 5ML",6.40,"12/20/2018"
"1217453","INDOMETHACIN 25MG CP",1.70,"12/20/2018"
"1217455","AEROCHAMBER DEVICE  ",88.00,"12/20/2018"
"1217461","FE POLYSAC 150MG CAP",1.70,"12/20/2018"
"1217468","ISOSORBIDE DI 10MGTB",1.70,"12/20/2018"
"1217469","ISOSORBIDE DI 20MGTB",1.70,"12/20/2018"
"1217471","ISOSORBI MON 20MG TB",1.70,"12/20/2018"
"1217473","ISOSORB MON 30MGSRTB",7.00,"12/20/2018"
"1217474","ISOSORB MON 60MGSRTB",5.90,"12/20/2018"
"1217479","KETAMINE 200MG/20ML ",31.10,"12/20/2018"
"1217486","KETOROLAC 10MG TAB  ",1.70,"12/20/2018"
"1217488","LABETALOL 100MG TAB ",1.70,"12/20/2018"
"1217489","LACTULOSE 20GM/30ML ",13.00,"12/20/2018"
"1217492","LAMIVUDINE 150MG TAB",32.00,"12/20/2018"
"1217493","LAMOTRIGINE 100MG TB",1.70,"12/20/2018"
"1217498","LATANOPR.005%OS 2.5M",212.00,"12/20/2018"
"1217504","LEVOFLOXACIN 250MGTB",36.00,"12/20/2018"
"1217506","LEVOTHYROXI 25MCG TB",1.70,"12/20/2018"
"1217507","LEVOTHYROX 125MCG TB",1.70,"12/20/2018"
"1217509","LEVOTHYROXI 50MCG TB",1.70,"12/20/2018"
"1217511","LEVOTHYROX 200MCG IV",330.00,"12/20/2018"
"1217512","LEVOTHYROXINE 150MCG",1.70,"12/20/2018"
"1217513","LEVOTHYROXIN 75MCGTB",1.70,"12/20/2018"
"1217514","LEVOTHYROXI 88MCG TB",1.70,"12/20/2018"
"1217519","LIDOCAINE 2% GEL10ML",5.90,"12/20/2018"
"1217520","LIDOCAINE 1% 20ML   ",6.40,"12/20/2018"
"1217521","LIDOCAINE 2% INJ 20M",6.40,"12/20/2018"
"1217522","LIDOCAINE2%100MG/5ML",6.40,"12/20/2018"
"1217527","LIDOCAINE-MPF1% 30ML",6.40,"12/20/2018"
"1217530","LISINOPRIL 5MG TAB  ",1.70,"12/20/2018"
"1217535","LIDOCA.5%/EPI1:20000",6.40,"12/20/2018"
"1217538","LIDO2.5-PRIL2.5CR 5G",5.90,"12/20/2018"
"1217543","LINEZOLID 600MG TAB ",359.00,"12/20/2018"
"1217548","LITHIUM CARB 300MGCP",1.70,"12/20/2018"
"1217550","LOPERAMIDE 2MG CAP  ",1.70,"12/20/2018"
"1217552","LORATADINE 10MG TAB ",1.70,"12/20/2018"
"1217553","LORAZEPAM 0.5MG TAB ",1.70,"12/20/2018"
"1217554","LORAZEPAM 1MG TAB   ",1.70,"12/20/2018"
"1217555","LOSARTAN 50MG TAB   ",9.50,"12/20/2018"
"1217561","MAGNESIUM CITR 300ML",5.00,"12/20/2018"
"1217564","MAGNESIUM OX 400MGTB",1.70,"12/20/2018"
"1217571","DIPHENHY 12.5/5ML 5M",1.70,"12/20/2018"
"1217573","DIPHENHYDRAMI25MG CP",1.70,"12/20/2018"
"1217575","DIPHENO2.5-ATR.025TB",1.70,"12/20/2018"
"1217581","DIVALPROEX 250MGDRTB",1.70,"12/20/2018"
"1217582","DIVALPROEX 125MGDRCP",1.70,"12/20/2018"
"1217588","DOCUSATE NA 100MG CP",1.70,"12/20/2018"
"1217589","DONEPEZIL 5MG TAB   ",33.00,"12/20/2018"
"1217595","DOXEPIN 10MG CAP    ",1.70,"12/20/2018"
"1217596","DOXEPIN 25MG CAP    ",1.70,"12/20/2018"
"1217600","DOXYCYCLINE 100MG IV",57.00,"12/20/2018"
"1217601","DOXYCYC HYC 100MG TB",5.90,"12/20/2018"
"1217610","ENALAPRILAT1.25MG/ML",6.40,"12/20/2018"
"1217618","RACEPINEPH 2.25% .5M",2.00,"12/20/2018"
"1217619","ERGOCALCI 50000UN CP",8.40,"12/20/2018"
"1217621","ERYTHROMYCIN 333MGTB",4.70,"12/20/2018"
"1217624","ERYTHR OP5MG/GM 1GM ",35.00,"12/20/2018"
"1217630","ESCITALOPRAM 10MG TB",19.00,"12/20/2018"
"1217632","ESMOLOL 10MG/ML 10ML",68.00,"12/20/2018"
"1217634","ESTRADIOL 1MG TAB   ",1.70,"12/20/2018"
"1217640","ESTROGEN,CONJ.625 TB",10.00,"12/20/2018"
"1217649","ETOMIDATE 2MG/ML 10M",6.40,"12/20/2018"
"1217651","FAMOTIDINE 20MG/2ML ",6.40,"12/20/2018"
"1217652","FAMOTIDINE 20MG TAB ",1.00,"12/20/2018"
"1217672","FOLIC ACID 1MG TAB  ",1.00,"12/20/2018"
"1217673","FOLIC ACID 50MG/10ML",6.40,"12/20/2018"
"1217684","FENTANYL 25MCG/HR PT",46.00,"12/20/2018"
"1217685","FENTANYL 50MCG/HR PT",68.00,"12/20/2018"
"1217687","FENTANY 100MCG/HR PT",138.00,"12/20/2018"
"1217689","FERR SULF 300MG/5 UD",1.70,"12/20/2018"
"1217691","FERR SULF 325MG TAB ",1.70,"12/20/2018"
"1217696","FLUCONAZOLE 100MG TB",37.00,"12/20/2018"
"1217697","FLUDROCORTIS .1MG TB",1.70,"12/20/2018"
"1217698","FLUMAZENIL 0.5MG/5ML",6.40,"12/20/2018"
"1217711","MEDROXYPROGES 10MGTB",1.70,"12/20/2018"
"1217714","MEGESTROL ACE 40MGTB",4.50,"12/20/2018"
"1217716","MELOXICAM 7.5MG TAB ",13.00,"12/20/2018"
"1217738","AMOX 125MG/5ML 150ML",20.00,"12/20/2018"
"1217741","HYDROCORT 25MG SUPP ",8.40,"12/20/2018"
"1217742","BUT50-APAP325-CF40TB",1.70,"12/20/2018"
"1217758","BISMUTH SUB 524MG/30",1.70,"12/20/2018"
"1217769","CARBID10-LEVO100MGTB",1.70,"12/20/2018"
"1217770","CARBI25-LEVOD250MGTB",6.70,"12/20/2018"
"1217771","CARVEDILO 3.125MG TB",8.10,"12/20/2018"
"1217777","CODEINE 30MG TAB    ",1.70,"12/20/2018"
"1217786","DRONABINOL 2.5MG CAP",25.00,"12/20/2018"
"1217788","EPHEDRINE 50MG INJ  ",92.00,"12/20/2018"
"1217800","FLUOROMETH 0.1% 5ML ",78.00,"12/20/2018"
"1217802","GOLYTELY 4L         ",96.00,"12/20/2018"
"1217808","HYDROCORT 20MG TAB  ",1.70,"12/20/2018"
"1217810","HYDROMORPHONE 2MG TA",1.70,"12/20/2018"
"1217811","HYDROXYCHLOR 200MGTB",5.00,"12/20/2018"
"1217816","LAMOTRIGINE 25MG TAB",1.70,"12/20/2018"
"1217818","LISINOPRIL 20MG TAB ",1.70,"12/20/2018"
"1217824","MESALAMINE 250MG CAP",6.40,"12/20/2018"
"1217825","METFORMIN 500MG TAB ",1.70,"12/20/2018"
"1217826","METFORMIN 850MG TAB ",5.00,"12/20/2018"
"1217827","METHYLPHENIDT 5MG TB",1.70,"12/20/2018"
"1217828","METHYLPRED. 4MG DOSP",6.10,"12/20/2018"
"1217829","METOLAZONE 5MG TAB  ",7.00,"12/20/2018"
"1217830","METOPROLOL 50MG SRTB",4.50,"12/20/2018"
"1217833","MISOPROSTO 100MCG TB",1.70,"12/20/2018"
"1217837","MORPHINE 30MG SR TAB",7.00,"12/20/2018"
"1217839","MUPIROCIN 2%OIN 22GM",87.00,"12/20/2018"
"1217840","NABUMETONE 500MG TAB",5.30,"12/20/2018"
"1217851","OXYCODONE 20MG SR TB",18.00,"12/20/2018"
"1217870","K PHO155-NA PHO350TB",1.70,"12/20/2018"
"1217878","POTASS CHL 20MEQ/15M",1.70,"12/20/2018"
"1217879","PRIMIDONE 250MG TAB ",1.70,"12/20/2018"
"1217880","PROBENECID 500MG TAB",1.70,"12/20/2018"
"1217882","PROPRANOLOL 20MG TAB",1.70,"12/20/2018"
"1217883","PROPRANOL 60MG SRCP ",5.90,"12/20/2018"
"1217888","PSYLIUM PACK        ",0.30,"12/20/2018"
"1217897","ROPINIROLE 1MG TAB  ",1.70,"12/20/2018"
"1217899","SEVELAMER 800MG TAB ",14.00,"12/20/2018"
"1217904","SULFASALAZIN 500MGTB",1.70,"12/20/2018"
"1217909","TERAZOSIN 5MG CAP   ",6.20,"12/20/2018"
"1217910","TERBINAFINE 250MG TB",78.00,"12/20/2018"
"1217911","TERBUTALINE 5MG TAB ",1.70,"12/20/2018"
"1217913","TETRAHYDRAL OPTH SOL",2.50,"12/20/2018"
"1217914","THEOPHYLLI 400MG TAB",6.40,"12/20/2018"
"1217918","TOBRAMYCIN UPTO 80MG",48.00,"12/20/2018"
"1217921","TOLNAFTATE 1%PWD 45G",3.40,"12/20/2018"
"1217938","VITAMIN E 100IU CAP ",1.00,"12/20/2018"
"1217939","VITAMIN E 400IU CAP ",1.00,"12/20/2018"
"1217940","WARFARIN 2MG TAB    ",5.90,"12/20/2018"
"1217950","ZOLPIDEM 10MG TAB   ",19.00,"12/20/2018"
"1217952","LEVOFLOXIN 500MG TAB",90.00,"12/20/2018"
"1217957","EZETIMIBE 10MG TAB  ",20.00,"12/20/2018"
"1217963","MERCAPTOPUR 50MG TB ",17.00,"12/20/2018"
"1217972","METFORMIN 500MG SRTB",6.20,"12/20/2018"
"1217975","METHADONE 10MG TAB  ",1.70,"12/20/2018"
"1217977","METHOCARBAM 750MG TB",1.70,"12/20/2018"
"1217978","METHOCARBAM 500MG TB",1.70,"12/20/2018"
"1217979","METHYLDOPA 250MG TAB",1.70,"12/20/2018"
"1217983","METHYLERGONOV .2MGTB",6.40,"12/20/2018"
"1217986","METOCLOPRAMID 10MGTB",1.70,"12/20/2018"
"1217990","METOPROLOL 50MG TAB ",1.70,"12/20/2018"
"1217991","METOPROLO 1MG/ML 5ML",6.40,"12/20/2018"
"1217992","METRONIDAZOL 250MGTB",1.70,"12/20/2018"
"1218003","MINERAL OIL 30ML    ",1.70,"12/20/2018"
"1218005","MINOXIDIL 2.5MG TAB ",1.70,"12/20/2018"
"1218006","MINOXIDIL 10MG TAB  ",8.90,"12/20/2018"
"1218007","MIRTAZAPINE 15MG TAB",11.00,"12/20/2018"
"1218009","SKIN CREAM 120GM    ",3.90,"12/20/2018"
"1218014","CEFOXITIN 1GM IJ    ",30.00,"12/20/2018"
"1218021","PRAVASTATIN 10MG TAB",13.00,"12/20/2018"
"1218022","FIBERCON 625MG TAB  ",1.70,"12/20/2018"
"1218028","PHENYLEPH.5% SPR 15M",3.60,"12/20/2018"
"1218033","MONTELUKAST 10MG TAB",24.00,"12/20/2018"
"1218034","MONTELUKAST 4MG CHEW",2.20,"12/20/2018"
"1218035","MORPHINE 15MG SR TAB",1.70,"12/20/2018"
"1218036","MORPHINE 30MG TAB   ",1.70,"12/20/2018"
"1218038","MORPHINE 100MG SR TB",20.00,"12/20/2018"
"1218042","MVI-12 2X5ML VL     ",6.40,"12/20/2018"
"1218047","MUPIROCIN 2% OIN 1GM",30.00,"12/20/2018"
"1218054","NAFCILLIN 1GM SOLR  ",54.00,"12/20/2018"
"1218060","NAPROXEN 250MG TAB  ",1.70,"12/20/2018"
"1218068","NEO/POLY/DEX.1%OS 5M",98.00,"12/20/2018"
"1218069","NEO-BAC-POLY OIN 15G",171.00,"12/20/2018"
"1218071","NEOM-POLY-GRAM OS10M",67.00,"12/20/2018"
"1218073","NEO-POLY-HC OTIC10ML",52.00,"12/20/2018"
"1218076","NEOMYCIN 500MG TAB  ",8.40,"12/20/2018"
"1218081","NIACIN 500MG TAB CR ",13.00,"12/20/2018"
"1218082","NICOTINE 7MG/24HR PT",2.50,"12/20/2018"
"1218083","NICOTINE 14MG/24HR P",2.50,"12/20/2018"
"1218084","NICOTINE 21MG/24HR P",2.80,"12/20/2018"
"1218089","NIFEDIPINE 10MG CAP ",1.70,"12/20/2018"
"1218090","NIMODIPINE 30MG CAP ",40.00,"12/20/2018"
"1218091","NITROFURANTOIN50MGCP",8.40,"12/20/2018"
"1218096","NITROGLYCE 50MG/10ML",6.40,"12/20/2018"
"1218098","NITROGLYC .2MG/HR PT",2.20,"12/20/2018"
"1218099","NITROGLYCER 0.4MG/HR",2.50,"12/20/2018"
"1218102","NITROGLYCE .4MG SLTB",40.00,"12/20/2018"
"1218106","NITROPRUSS 50MG/2ML ",270.00,"12/20/2018"
"1218107","NOREPINEPH 4MG/4ML  ",46.00,"12/20/2018"
"1218108","NORTRIPTYLINE 10MGCP",1.70,"12/20/2018"
"1218109","NORTRIPTYLIN 25MG CP",1.70,"12/20/2018"
"1218112","NYSTATIN 500000U/5ML",6.20,"12/20/2018"
"1218113","NYSTAT 100KU/G CR15G",49.00,"12/20/2018"
"1218124","BELLADON/OPIUM SUPPO",118.00,"12/20/2018"
"1218127","OSELTAMIVIR 75MG CAP",47.00,"12/20/2018"
"1218128","OXAPROZIN 600MG TAB ",6.40,"12/20/2018"
"1218132","OXYBUTYNIN 5MG SR TB",14.00,"12/20/2018"
"1218133","OXYCODONE 5MG TAB   ",1.70,"12/20/2018"
"1218143","CEFDINIR 300MG CAP  ",21.00,"12/20/2018"
"1218147","PANTOPRAZO 40MG ECTB",17.00,"12/20/2018"
"1218151","PAROXETINE 20MG TAB ",12.00,"12/20/2018"
"1218152","PAROXETIN SR 12.5 TB",15.00,"12/20/2018"
"1218162","PERPHENAZINE 2MG TAB",1.70,"12/20/2018"
"1218165","PHENAZOPYRID 100MGTB",1.70,"12/20/2018"
"1218171","PHENYTOIN 50MG CHWTB",1.70,"12/20/2018"
"1218178","PIOGLITAZONE 30MG TB",41.00,"12/20/2018"
"1218184","POLYETH GLY 3350 PKT",5.50,"12/20/2018"
"1218186","POTAS ACE 40MEQ/20ML",6.40,"12/20/2018"
"1218187","POTASS BI 25MEQ EFTB",1.70,"12/20/2018"
"1218190","POTAS CHL 10MEQ CRTB",1.70,"12/20/2018"
"1218194","K PHOS DI 3MM/ML 15M",6.40,"12/20/2018"
"1218201","PRAMIPEXOLE 1MG TAB ",12.00,"12/20/2018"
"1218204","PRAVASTATIN 20MG TAB",13.00,"12/20/2018"
"1218205","PRAZOSIN 1MG CAP    ",1.70,"12/20/2018"
"1218207","PREDNISOLONE 5MG/5ML",6.20,"12/20/2018"
"1218208","PREDNIS ACE 1%OS 5ML",44.00,"12/20/2018"
"1218211","PRIMIDONE 50MG TAB  ",1.70,"12/20/2018"
"1218215","PROCHLORPER 25MG SUP",13.00,"12/20/2018"
"1218216","PROMETHAZINE 25MG SP",19.00,"12/20/2018"
"1218217","PROMETHAZINE 12.5 SP",16.00,"12/20/2018"
"1218218","PROMETHAZINE 6.25/5M",1.70,"12/20/2018"
"1218219","PROPAFENONE 150MG TB",7.00,"12/20/2018"
"1218222","PROPARACAIN.5%OS 15M",77.00,"12/20/2018"
"1218226","PROPRANOLOL 10MG TAB",1.70,"12/20/2018"
"1218227","PROPRANOLOL 40MG TAB",1.70,"12/20/2018"
"1218233","PYRIDOSTIGMI 60MG TB",1.70,"12/20/2018"
"1218234","PYRIDOXINE 50MG TAB ",1.00,"12/20/2018"
"1218235","QUETIAPINE 100MG TAB",28.00,"12/20/2018"
"1218236","QUETIAPINE 25MG TAB ",16.00,"12/20/2018"
"1218248","REPAGLINIDE 2MG TAB ",13.00,"12/20/2018"
"1218250","RIFAMPIN 150MG CAP  ",9.50,"12/20/2018"
"1218257","RIVASTIGMINE 1.5MGCP",20.00,"12/20/2018"
"1218259","ROCURON 10MG/ML 5ML ",6.40,"12/20/2018"
"1218266","SALSALATE 500MG TAB ",1.70,"12/20/2018"
"1218267","SCOPOLAMINE 1.5MG PT",63.00,"12/20/2018"
"1218270","SENNA/DOCUS 8.6-50TB",1.70,"12/20/2018"
"1218272","SERTRALINE 50MG TAB ",14.00,"12/20/2018"
"1218275","SILVER NITRATE APPLI",1.40,"12/20/2018"
"1218276","SILV SULF 1%CRM 20GM",5.90,"12/20/2018"
"1218277","SILV SULF 1%CRM 400G",78.00,"12/20/2018"
"1218279","SIMETHICONE 80MG CHW",1.70,"12/20/2018"
"1218280","SIMETH 40MG/.6ML .6M",1.00,"12/20/2018"
"1218289","SOD ACET 40MEQ/20ML ",6.40,"12/20/2018"
"1218296","SOD CHLOR 23.4% 30ML",6.40,"12/20/2018"
"1218297","SOD CHLOR 5% 15ML OS",34.00,"12/20/2018"
"1218298","SOD CHLOR .9% 10ML  ",6.40,"12/20/2018"
"1218299","SOD CHL .9% 3ML NEB ",1.40,"12/20/2018"
"1218304","SOD PHOS 45MMOL/15ML",6.40,"12/20/2018"
"1218309","SOTALOL 80MG TAB    ",11.00,"12/20/2018"
"1218310","SPIRONOLACTON 25MGTB",1.70,"12/20/2018"
"1218313","SUCRALFATE 1GM TAB  ",1.70,"12/20/2018"
"1218314","SUCRALFATE 1000MG/10",15.00,"12/20/2018"
"1218318","SULFACETA 10%OS 15ML",46.00,"12/20/2018"
"1218319","SULFA-TMP 800-160 TB",1.70,"12/20/2018"
"1218320","SULFAMETH-TRIME 10ML",6.40,"12/20/2018"
"1218324","SUMATRIPTAN 50MG TAB",2.00,"12/20/2018"
"1218334","METOCLOP 1MG/ML 10ML",1.70,"12/20/2018"
"1218341","GI COCKTAIL         ",5.00,"12/20/2018"
"1218387","OXCARBAZEPI 300MG TB",11.00,"12/20/2018"
"1218388","TOPIRAMATE 100MG TAB",26.00,"12/20/2018"
"1218390","MECLIZINE 25MG TAB  ",1.70,"12/20/2018"
"1218392","ATORVASTATIN 20MG TB",2.26,"12/20/2018"
"1218393","OLANZAPINE 5MG TAB  ",61.00,"12/20/2018"
"1218398","LOSARTAN 25MG TAB   ",7.00,"12/20/2018"
"1218403","IBUPROFEN 800MG TAB ",1.70,"12/20/2018"
"1218423","ZIPRASIDONE 40MG CAP",38.00,"12/20/2018"
"1218454","SOD CHLORIDE 1GM TAB",1.70,"12/20/2018"
"1218461","AMOX 250MG/5ML 100ML",26.00,"12/20/2018"
"1218465","PRAVASTATIN 40MG TAB",19.00,"12/20/2018"
"1218484","AMILORIDE 5MG TAB   ",5.30,"12/20/2018"
"1218496","RIZATRIPTAN 5MG ODT ",134.00,"12/20/2018"
"1218501","CARVEDILOL 12.5MG TB",8.10,"12/20/2018"
"1218503","ROPINIROLE 0.25MG TB",1.70,"12/20/2018"
"1218509","VENLAFAXINE 25MG TAB",8.10,"12/20/2018"
"1218535","KETOROLAC OPHTH 5ML ",307.00,"12/20/2018"
"1218565","MESALAMI ENM 4G/60ML",70.00,"12/20/2018"
"1218567","MORPHINE 60MG SR TAB",14.00,"12/20/2018"
"1218611","FUROSEMID 8MG/ML 5ML",6.70,"12/20/2018"
"1218617","WARFARIN 3MG TAB    ",5.90,"12/20/2018"
"1218639","AZITHROM 40MG/ML 30M",24.00,"12/20/2018"
"1218643","ATORVASTATIN 40MG TB",23.00,"12/20/2018"
"1218666","DEXTROSE 50% 50ML   ",6.40,"12/20/2018"
"1218680","LETROZOLE 2.5MG TAB ",84.00,"12/20/2018"
"1218683","NATEGLINIDE 120MG TB",7.30,"12/20/2018"
