Description,Price
"DRAPE ANGIO FEMORAL FENESTRATED 80""X135""",54
DRAPE ANGIO FEMORAL W/WINDOW 82*124 IN,78
DRAPE APUZZO STEREOSTATIC,456
DRAPE ARM FOR SHEA DRILL,59
DRAPE ASTOUND 3/4 56*77,20
DRAPE ASTOUND HEAD/BAR 43*39,12
DRAPE BACK TABLE COVER 80*110,59
DRAPE BARIATRIC TIBURON,88
DRAPE BILATERAL EXTREMITY TIBURON CONFORMABLE FENS,64
DRAPE BILATERAL LIMB W/ARMBOARD COVER 116*88*144 STRL,73
DRAPE BILATERAL TMJ ARTHROSCOPY,312
DRAPE BODY SPLIT ORTHOARTS 88*116 IN,110
DRAPE BRACHIAL,65
DRAPE BREAST & ABDOMINAL W/ABSORBENT PADS STRL,216
DRAPE CAMERA CLOSED SYSTEM,71
DRAPE C-ARM,36
DRAPE C-ARM (C-ARMOR) OREVAL- 979,245
DRAPE CASSETTE SINGLE CUFF 24*24 IN,23
DRAPE CO2 LASER W/E-Z SERT CARD,47
DRAPE CRANIOTOMY TIBURON,139
DRAPE C-SECTION,101
DRAPE C-SECTION W/ CLEAR SCREEN,154
DRAPE CUSTOM GYN/URO ROBOTIC,308
DRAPE CUSTOM PERCUTANEOUS NEPHROSTOMY (6 TO 8 WK LEAD TIME - 2 CASE MIN ORDER),182
DRAPE DAVINCI CAMERA,197
DRAPE DAVINCI CAMERA ARM,232
DRAPE DAVINCI INSTRUMENT ARM,382
DRAPE DAVINCI VISION-CART MONITOR 19 IN,197
DRAPE DAVINCI XI ARM,292
DRAPE DAVINCI XI COLUMN,110
DRAPE ENDOSCOPY LAP CHOLE TIBURON,83
DRAPE ENT SPLIT 77*124,43
DRAPE ENT XOMED MICROSCOPE,49
DRAPE EXTREMITY WITH ARMBOARD COVERS,49
DRAPE EYE,132
DRAPE EYE BLUE,120
DRAPE FENESTR RADPAD YELLOW 4 IN X 9 IN,119
DRAPE FOR ZIESS MD MICROSCOPE CLEARLENS 46X80 OREVAL-888 NOT APPROVED,44
DRAPE HALF SHEET 44*58,10
DRAPE HAND SURGICAL,85
DRAPE HEAD 50*36,20
DRAPE HEAVY BIG BACK TABLE,251
DRAPE HYSTOROSCOPY D&C (MIN ORDER 4 CS),222
DRAPE I LINE INSERTION TIBURON,52
DRAPE INCISE STERI 2 SURGICAL L/F,32
DRAPE INCISE STERI LONG,45
DRAPE IOBAN 2 ANTIMICROBIAL INCISE LG FILM,84
DRAPE IOBAN ANTIMICROBIAL,35
DRAPE IOBAN ANTIMICROBIAL INCISE,44
DRAPE LAP CHOLE 9428,65
DRAPE LAPAROSCOPIC ABDOMINAL BARIATRIC TIBURON,91
DRAPE LARGE SHEET 72*85,19
DRAPE LINGEMAN PERCUTANEOUS PROCEDURE,192
DRAPE LOWER EXTREMITY,89
DRAPE MICROSCOPE 20*62 IN,38
DRAPE MICROSCOPE 43*118 IN,160
DRAPE MICROSCOPE 43*118 IN 65MM X-LNG,160
DRAPE MICROSCOPE 51CM*163CM,43
DRAPE MINI C-ARM 42*60,78
DRAPE MINI C-ARM L/F FOR FLUOROSCAN IMAGING SYSTEM,78
DRAPE MINOR PROCEDURE,31
DRAPE MOBILE C-ARM,32
DRAPE NEURO MICROSCOPE BUY MD G650DL,200
DRAPE NEURO MICROSCOPE ZEISS 306026,209
DRAPE NON-FENESTRATED STRL FILED 18 X 26,3
DRAPE OPHTHALMOLOGY EYE,120
DRAPE OPHTHALMOLOGY W/APERATURE,19
DRAPE ORTHO SPLIT U FENES 47 X 51,25
DRAPE PACEMAKER,42
DRAPE PACEMAKER/ABD,83
DRAPE PATIENT ISOLATION,268
DRAPE PEDIATRIC LAP,57
DRAPE POUCH FLUID 20 X 19,36
DRAPE RADIAL/BRACHIAL,56
DRAPE REMOTE CONTROL 5*72 IN,40
DRAPE ROBOTIC CUSTOM (3/CA MIN),172
DRAPE SHOULDER BEACH CHAIR,114
DRAPE SHOULDER SPLIT ORTHOARTS 112*60 IN,102
DRAPE SMALL W/INCISE FILM 15*15,10
DRAPE SOLUTION WARMING,286
DRAPE SPECIAL PROCEDURE (SUB FOR #24846),80
DRAPE STERI 2040 SHORT (1 BX MIN),24
DRAPE STERI APERTURE LG,19
DRAPE STERI INCISE MED,17
DRAPE STERI INCISE X-LG 23*33,44
DRAPE STERI IRRIGATION POUCH,31
DRAPE STERI LARGE,8
DRAPE STERI SM,6
DRAPE STERILE CAMERA 706-920,50
DRAPE STERIQUICK C,90
DRAPE SURGICAL C-ARM FLOUROSCAN,90
DRAPE SURGICAL U ADH STRIP 60 X 72 IMPREV,15
DRAPE TIBURON HD ARTHROSCOPY W/POUCH,209
DRAPE TIBURON HIP W/O POUCH,61
DRAPE TIBURON HIP W/POUCH,143
DRAPE TIBURON LAPAROTOMY,43
DRAPE TIBURON LITHOTOMY W/POUCH,101
DRAPE TIBURON SPLIT SHEET 77 X 120,42
DRAPE U POLY W/6*21 SPL 60*60,17
DRAPE UNDER BUTTOCKS W/FLUID CONTROL POUCH,24
DRAPE UNDER THE BUTTOCKS,54
DRAPE UROLOGICAL TUR,29
DRAPE VAC SYSTEM,64
DRAPE VERTICAL ISOLATION,138
DRAPE VIDEO CAMERA DELUXE 7 X 96,88
DRAPE WARMER/SLUSH BASIN,340
DRAPE WOUND EDGE PROTECTOR,37
DRAPE X-RAY C-ARM 54 X 78,91
DRAPE X-RAY C-ARM 64 X 41,31
DRAPE X-RAY C-ARM BANDED BAG 20 IN,25
DRAPE X-RAY CASSETTE,31
DRAPE ZEISS ENT MICROSCOPE,106
DRAPE ZEISS MINI,73
DRAPE Z-GRAVITY STRL (ORDER IN QUANTITY OF 10 BOXES),223
DRBC CP2D AS3 450 LR,1025
DRBC CP2D AS3 500 Irr,840
DRBC CP2D AS3 500 LR,1025
DRBC CPD 500,840
DREAMWIRE 0.035/STIFF/260CM/ANG,1385
DRESS DEBRID P THICK BURN L,1674
DRESS DEBRID P THICK BURN M,1400
DRESS DEBRID P THICK BURN S,572
DRESSING ABD 8*10,3
Dressing ABD CS-572,3
DRESSING ABD STER 8*10,3
Dressing ABD Ster 8x10,2
DRESSING ABD TRAY 5*9 (36/TR),3
DRESSING ABTHERA OPEN ABDOMEN,2289
DRESSING ACTICOAT MOIST CONTROL 5*5,180
DRESSING ADAPTIC 3*8 KCI 2013,3
DRESSING ADH ISLAND COVADERM 4 X 4,59
DRESSING ALLEVYN 8 X 8,85
DRESSING ALLEVYN ADHESIVE 5*5,34
DRESSING ALLEVYN GB LITE 2.125 X 4.75 IN,13
DRESSING ALLEVYN GB LITE 4 X 4,20
DRESSING ALLEVYN GENTLE 4 X 4,30
DRESSING ALLEVYN LIFE 10.3 X 10.3,18
Dressing Allevyn Life 12.9 x 12.9cm,22
DRESSING ALLEVYN LIFE 15.4 X 15.4CM,38
DRESSING ALLEVYN LIFE SACRUM 17.2 X 17.2CM,57
DRESSING ALLEVYN NON-ADHESIVE 4*4,21
DRESSING ALLEVYN TRACH 3.5*3.5,29
DRESSING AQUACEL AG HYDROFIBER STRENGTHENING FIBER,88
DRESSING AQUACEL EX-HYDROFIBER 4*5,31
DRESSING AQUACEL EXTRA AG 4 X 5,64
DRESSING AQUACEL SURG COVER 9 X 10CM,164
DRESSING AQUACEL SURG COVER 9 X 15CM,199
DRESSING AQUACEL SURG COVER 9 X 25CM,274
DRESSING AQUACEL SURG COVER 9 X 30CM,305
DRESSING AQUACEL SURG COVER 9 X 35CM,307
DRESSING BILAYER MATRIX WOUND 2*2,7554
DRESSING BURN & WOUND PLUROGEL 50G CPEVAL-397,588
DRESSING CARRASYN GEL 3 OZ,62
DRESSING CARRASYN HYDROGEL WND3OZ,32
DRESSING COLACTIVE PLUS AG 2*2,47
DRESSING COLACTIVE PLUS AG 4*4,77
DRESSING COLLAGEN PURACOL PLUS AG 2*2,49
DRESSING COLLAGEN PURACOL PLUS AG 4*4,125
DRESSING COLLAGEN SKIN TEMP 2*3,69
DRESSING CONFINEMENT 4*4 IN,118
DRESSING CONFINEMENT 8*8 IN,220
DRESSING CONTACT LAYER VERSATEL 3*4,22
DRESSING CONTACT LAYER VERSATEL 4*7,43
DRESSING CONTACT LAYER VERSATEL 8*12,100
DRESSING CONTACT LAYER VERSATEL ONE 3*4,22
DRESSING COVER STER 3*4 (2/PK),11
DRESSING CUTIMED SORBACT 4 X 4,25
DRESSING CUTIMED SORBACT 6 X 6,64
DRESSING DRAW TEX HYDO WND W/LEVA FIBER 2 X 2,43
DRESSING DRAW TEX HYDO WND W/LEVA FIBER 3 X 39,180
DRESSING DRAW TEX HYDO WND W/LEVA FIBER 4 X 4,48
DRESSING DUODERM CGF TRIANGLE,74
DRESSING DUODERM SIGNAL 4*4,22
DRESSING DUODERM X-THIN 4*4,9
DRESSING DUODERM X-THIN 6*6,14
DRESSING ENDOFORM COLLOGEN 2 X 2,88
DRESSING ENDOFORM COLLOGEN 4 X 5,306
DRESSING EPISTAXIS NASAL LG,79
DRESSING EXUDERM LP THIN HYDROCOLLOID 4*4,10
DRESSING EXUDERM LP THIN HYDROCOLLOID 6*6,21
DRESSING EXUDERM SATIN HYDROCOLLOID 4*4,12
DRESSING EXUDERM SATIN HYDROCOLLOID 6*6,26
DRESSING EXUDERM SATIN SACRAL HYDROCOLLOID 6.4*6.5,56
DRESSING FLEX 3 ACTICOAT 4*4,47
DRESSING FLEX 3 ACTICOAT 4*8,66
DRESSING FLEXIGEL HYDROGEL 4*4,26
DRESSING FLEXIGEL STRANDS,44
DRESSING GAUZE 4X4,5
DRESSING GAUZE IODOFORM 1 IN,19
DRESSING GAUZE IODOFORM 1/2 IN,19
DRESSING GAUZE IODOFORM 1/4 IN,17
DRESSING GAUZE IODOFORM 2 IN,31
DRESSING GAUZE PACKING 1 IN (SUB NON255015),17
Dressing Gauze Packing 1in,13
DRESSING GAUZE PACKING 2 IN,25
DRESSING GAUZE PLAIN 1/4 IN,15
DRESSING GAUZE STER MINOR SPONGE 4*4 MEDLINE/COVIDIEN,5
Dressing Gauze Ster Minor Sponge 4x4,4
DRESSING GEL FIBER OPTICELL 2*2,12
DRESSING GEL FIBER OPTICELL 4.25*4.25,21
DRESSING GEL FIBER OPTICELL 6*6,46
DRESSING GEL FIBER OPTICELL AG .75*18,59
DRESSING GEL FIBER OPTICELL AG 4*5,61
DRESSING HYDROFERA BLU READY NONBORDER 2.5*2.5,37
DRESSING HYDROFERA BLU READY NONBORDER 4*5,56
DRESSING HYDROFERA BLUE BACTERIOSTATIC 2 X 2,37
DRESSING HYDROFERA BLUE BACTERIOSTATIC 2.5 IN DIA,50
DRESSING HYDROFERA BLUE BACTERIOSTATIC 4 X 4,59
DRESSING HYDROFERA BLUE BACTERIOSTATIC 6*6,111
DRESSING HYDROFERA BLUE READY NONBORDER 8*8,85
DRESSING HYDROFERA BLUE TRANSFER 2.5*2.5,26
DRESSING HYDROFERA BLUE TRANSFER 4*5,40
DRESSING HYDROFERA BLUE TRANSFER 8*8,81
DRESSING HYPAFIX 4 IN*10 YD,76
DRESSING IV/WOUND TEGADERM 10*12,6
DRESSING IV/WOUND TEGADERM 15*20,12
DRESSING IV/WOUND TEGADERM 20*30,17
DRESSING IV/WOUND TEGADERM 6*7,2
Dressing IV/Wound Tegaderm 6x7,2
DRESSING KALTOSTAT FORTX 4*4,31
DRESSING MAXORB EXTRA AG ALG 4*4.75,38
DRESSING MAXORB EXTRA AG SLVR ALG 2*2,25
DRESSING MEDIHONEY CALCIUM ALG 4*5,42
DRESSING MEDIHONEY CALCIUM ALGINATE 4*5,78
DRESSING MEDIPAD PLUS H 3*5 0201,42
Dressing Medipad Plus H 3x5 0201,34
DRESSING MELGISORB AG 1.2*18 IN,44
DRESSING MELGISORB AG 6*6 IN (15*15CM),84
DRESSING MEPILEX AG SILVER SILICONE FOAM 4*4 IN,67
DRESSING MEPILEX BORDER AG SILVER 4 X 12,238
DRESSING MEPILEX BORDER AG SILVER 4 X 8,167
Dressing Mepilex Border Foam 6x6,38
Dressing Mepilex Foam 4x4,24
DRESSING MEPILEX FOAM 6*6,49
DRESSING MEPILEX FOAM 6*6,44
DRESSING MEPILEX LITE 4*4,20
DRESSING MEPILEX TRANSFER 20*50 CM,131
DRESSING MEPILEX TRANSFER 6*8,49
DRESSING MITRAFLEX WOUND 4*4 PLUS,18
Dressing Mitraflex Wound 4x4 Plus,15
DRESSING NEGATIVE PRESSURE SILVERLON 2*2 CPEVAL-400,88
DRESSING NEGATIVE PRESSURE SILVERLON 4*5 CPEVAL-400,157
DRESSING NU GAUZE PACKING 1/2 IN (SUB NON255125),15
Dressing Nu Gauze Packing 1/2in,12
DRESSING ODOR ABSORBENT 4*4,26
DRESSING OPTIFOAM GENTLE BORDER 4*4,18
DRESSING OPTIFOAM GENTLE LITE 4*4,17
DRESSING OPTIFOAM GENTLE LITE NB 4*4,15
DRESSING OPTIFOAM GENTLE SA BORDERED 6*6,30
DRESSING OPTIFOAM GENTLE SA SACRUM 7*7,39
DRESSING OPTIFOAM GENTLE SA SACRUM 9*9,61
DRESSING OPTIFOAM GENTLE SELF ADH NO BORDER 4*4,19
DRESSING OPTIFOAM GENTLE SELF ADH NO BORDER 6*6,42
DRESSING OPTIFOAM GENTLE SELF ADH NO BORDER 8*8,61
DRESSING OPTIFOAM GNTL AG SELF ADH NO BRDR 4*4,42
DRESSING OPTIFOAM NON-ADHESIVE 4*4,17
DRESSING OWEN 3*8,18
DRESSING OWENS SURGICAL PLAIN NON-ADHERING 8*12 IN,66
DRESSING PICO NEGATIVE PRESSURE MULTISITE 15*20CM SM,916
DRESSING PICO NEGATIVE PRESSURE MULTISITE 20*25CM LG,916
DRESSING POLYFORM 12 IN *18 IN 1/8 IN WHT,723
Dressing Polyform 12in x 18in 1/8in Wht,592
DRESSING PRESSURE ASSISTED SAFEGUARD,364
DRESSING PREVENA INCISION MANAGEMENT 13CM,1669
DRESSING PREVENA REPLACEMENT,1915
DRESSING PROMOGRAN MATRIX 4.34,60
DRESSING PROMOGRAN PRISMA MATRIX 19.9 SQ IN HEXAGON,124
DRESSING PROMOGRAN PRISMA MATRIX 4.34 SQ IN HEXAGON,50
DRESSING PROTECTIVE BIOPATCH STRL 1 IN x 4MM HOLE,59
DRESSING PROTECTIVE BIOPATCH STRL 1 IN x 7MM HOLE,59
DRESSING QWICK NON-ADHESIVE 4.25*4,32
DRESSING QWICK NON-ADHESIVE 6.125*8,54
DRESSING RAYTEC SPONGE 4*4,8
DRESSING RAYTEC SPONGE 4*8,8
DRESSING SACRUM MEPILEX BORDER 7,50
DRESSING SALINE WET 4*8 IN,7
DRESSING SENSA T.R.A.C. GRANUFOAM LG,373
DRESSING SENSA T.R.A.C. GRANUFOAM SILVER MED,499
DRESSING SENSA T.R.A.C. GRANUFOAM SM,286
DRESSING SENSA T.R.A.C. GRANUFOAM X-LG,677
DRESSING SENSAT.R.A.C. GRANUFOAM MED,388
DRESSING SENSAT.R.A.C. GRANUFOAM SILVER LG,576
DRESSING SENSAT.R.A.C. GRANUFOAM SILVER SM,397
DRESSING SIGNA DUODERM 6*7,24
DRESSING SILICONE 4*4,18
DRESSING SILICONE 6*6,30
DRESSING SILVASORB HYDROGEL 1.5 OZ TUBE,142
DRESSING SORBAVIEW MED SHIELD,23
DRESSING STAMMBERGER SINU-FOAM NASAL,493
DRESSING T.R.A.C. GRANUFOAM MED M6275052/10,388
DRESSING T.R.A.C. GRANUFOAM MED M8275052/5.S,388
DRESSING T.R.A.C. LG (10),373
DRESSING T.R.A.C. SM,286
DRESSING TEGADERM 10*12,5
DRESSING TEGADERM 10*25,10
DRESSING TEGADERM 8X12 1628,12
DRESSING TEGADERM 9.8X12.2,17
DRESSING TEGADERM CHG 2.75*3 3/8,30
DRESSING TEGADERM CHG IV PORT,38
DRESSING TEGADERM CHG IV SECURE 3.5 X 4.5 IN,42
DRESSING TEGADERM CHG IV SECURE 4*6 1/8,33
DRESSING TEGADERM CHG PICC/CVC,50
DRESSING TELFA 3*4 (SUB NON25710),2
Dressing Telfa 3x4,1
DRESSING TELFA 3X8,3
DRESSING TELFA STER 3*4 (CVS ONLY),2
DRESSING V.A.C. GRANUFOAM SILVER LG,576
DRESSING V.A.C. GRANUFOAM SILVER MED PK/5,499
DRESSING V.A.C. GRANUFOAM SILVER SM,397
DRESSING V.A.C. SIMPLACE EX GRANUFOAM MED,286
DRESSING V.A.C. SIMPLACE EX GRANUFOAM SM,247
DRESSING V.A.C. SIMPLACE GRANUFOAM MED (10),306
DRESSING V.A.C. SIMPLACE GRANUFOAM SM,299
DRESSING V.A.C. WHITEFOAM SM 10*7.5 (CS/10),344
DRESSING VERAFLO V.A.C. CLEANSE CHOICE MED OREVAL-982,773
DRESSING WEDGE PRESSURE,20
DRESSING WHITE FOAM 10*15,108
DRESSING WHITE FOAM 10*7.5,85
DRESSING WOUND DRAWTEX HYDROCONDUCT NON ADHERENT 6IN*8IN,80
DRESSING WOUND INTRASITE GEL 66027311,23
DRESSING WOUND SELF ADAPTIVE ENLUXTRA 4 IN*4 IN,39
DRESSING WOUND SELF ADAPTIVE ENLUXTRA 6 IN*6 IN,80
DRESSING XCELL CELLULOSE 3.5*3.5 IN,92
Dressing Xeroflo Sterile 5x9,13
DRESSING XEROFLO STRL 5*9,17
DRESSING XEROFORM 1*8 IN,5
DRESSING XEROFORM 3% BISMUTH TRIBROMPHENATE 1*8 IN,4
DRESSING XEROFORM 5*9 IN,5
"Dressing, Tegaderm 6cmx7cm CS-576",2
"Dressing, Telfa 3x4 CS-584",2
DRILL 1/8 SINGLE USE FOR SHUKLA EXTRACTION SYSTEM,617
DRILL 2 N 1 QWIX 5.5MM,1268
DRILL 2 N 1 QWIX 7.5MM,1268
DRILL 7/32 SINGLE USE FOR SHUKLA EXTRACTION SYSTEM,617
DRILL ACCESS 10G,637
DRILL AFFIRM PREMIER,735
DRILL AFFIRM ULTRA,735
DRILL ASNIS III CANN LG AO 5.6MM,2925
DRILL ASNIS III CANN LG AO 8.0MM,3223
DRILL ASNIS III CANN TWIST 6.5MM,2925
DRILL ASNIS MICRO CANN 2.0 X 1.7MM,1841
DRILL ASNIS MICRO CANN 3.0 X 2.1MM,1763
DRILL ASNIS MICRO SOLID 2.0*1.7MM,642
DRILL ASNIS MICRO SOLID 3.0 X 2.1MM,652
DRILL BIT 1.6 MXM-072-16,1187
DRILL BIT 1.9 MXM-072-19,1187
DRILL BIT 2.3 HCS-072-23 EA,1312
DRILL BIT 2.5,1312
DRILL BIT 2.6 HCS-072-26,1312
DRILL BIT 2.7 MXM-072-27,1187
DRILL BIT 5.5 MM AR-8970-55,48
DRILL BIT CALIBRATED 3.0 MM,1017
DRILL BIT CANNULATED 3.0 MM,1017
DRILL BIT CANNULATED 4 MM,1017
DRILL BIT CANNULATED LONG 4 MM,1372
DRILL CANN LG AO FITTING 6.5MM,3278
DRILL CANN TWIST 2.7MM W/AO,2384
DRILL CANN TWIST 4.0MM W/AO,2542
DRILL CANNULATED 2.75MM,1778
DRILL CANNULATED 3.5MM,979
DRILL CANNULATED LG AO FITTING 4.9MM,1158
DRILL CRANIAL HAND STER DISPO,474
DRILL ENDOBUTTON 4.5MM,480
DRILL FLEX SHAFT OC 3.5MM,2290
DRILL GLENOID CANNULATED STOP,1035
DRILL GUIDE THREADED SHORT 1.8MM,1
DRILL HAND 10 GA,647
DRILL HAND 11 GA,647
DRILL HULLA 2.0/100MM,1414
DRILL HULLA AO 2.0/100MM,1414
DRILL MAESTRO ADDG 1.1MM,616
DRILL OVERDRILL AO 2.7MM*122MM,685
DRILL OVERDRILL AO 3.5MM*122MM,685
DRILL OVERDRILL AO STER 2.7MM*122MM,685
DRILL OVERDRILL AO STER 3.5MM*122MM,685
DRILL QWIX CANNULATED 4.2MM X 180MM,1268
DRILL QWIX CANNULATED 5.5MM X 210MM,1268
DRILL QWIX CANNULATED LONG 4.0MM,1640
DRILL QWIX SHORT 4.3MM,1247
DRILL STEP 2.4MM,493
DRILL SUBCHONDRAL 4.0MM,344
DRILL SURETAC II,529
DRILL TWIST W/NOTCH 1.1 X 50MM,944
DRILL TWIST W/NOTCH 1.1 X 50MM 5MM STOP,944
DRILL TWIST W/NOTCH 1.9 X 70MM,944
DRILL TWIST 1/16 1.6MM 5 IN,77
DRILL TWIST 5/64 2.0MM 5 IN,77
DRILL TWIST DRILL W/NOTCH LEVEL 1 SYSTEM 1.5 X 115MM,944
DRILL TWIST W/NOTCH 1.5 X 115MM,944
DRILL TWIST W/NOTCH 1.5 X 50MM,944
DRILL U PLUS 2MM OREVAL-965,1145
DRILL U PLUS 90 10MM*2.0MM OREVAL-965,1145
DRILL U PLUS 90 12MM*2.0MM OREVAL-965,1145
DRILL U PLUS 90 14MM*2.0MM OREVAL-965,1145
DRILL U PLUS 90 6MM*2.0MM OREVAL-965,1145
DRILL U PLUS 90 8MM*2.0MM OREVAL-965,1145
DRILL WAVE 2.7 X 114MM,420
DRILL WAVE 2.7 X 160MM,420
DRILL WAVE CANNULATED 2.7 X 149 X 1.65MM,587
DRIVER DAVINCI LG NDL ENDOWRIST 8MM,1419
DRIVER DAVINCI SUTURE CUT NDL ENDOWRIST 8MM,1510
DRIVER MAX TORQUE HEX STAR GREEN,2545
DRIVER NDL DAVINCI XI LG,1118
DRIVER NDL DAVINCI XI MEGA,1118
DRIVER NDL DAVINCI XI SUTURECUT LG,1220
DRIVER NDL DAVINCI XI SUTURECUT MEGA,1220
DRIVER NEEDLE ARTIC OPEN ACCESS,942
DRUG ADMIN & HEMODYNMIC MEAS,1128
DRUG QUANTITATION NOS add on,196
"Drug Screen 10 w/Conf, Serum-LC",180
"Drug Screen 13 w/Conf, Serum-LC",180
"Drug Screen 8 w/Conf, WB-LC",180
"Drug Screen 9 w/Conf, Urine-LC",180
DRUG SCREEN METHADONE add on,112
"Drugs of Abuse Screen, Urine",134
DUAL TRIGGER MARKER ENHAMCED COIL,494
DUALOCK LOCALIZATION GUIDEWIRE ALL SIZES,121
Duplex Neck Artery Bil CHARGE,1879
Duplex Scan Hemodialysis Access,776
DUPLICATE USE# 4713 DRAIN BLAKE RND HUBLESS 10FR,320
Dup-Scan Lxtr Art/Artl Bpgs Uni/Lmtd Study,1096
Dv RBC CPD AS1 500 LR,643
Dx Gastr Intub w/ ASP Spec -,256
Dx Gastr Intub w/ ASP Spec  -> Yes,627
DX LARYNGOSCOPY,357
DXAOPLARANGOSCOPY,357
DXAOPLARYNGOSCOPY,1925
DYE LYMPHAZURIAN BLUE VIALS 5CC,646
"Dye or Thermodilution, including Cath, w/Cardiac Output Measures 93561",231
E Test,102
E. chaffeensis-HME (Monocytic)-LC Add On,146
Ear Culture,129
EARAOPPIERCING,78
EARWICK POPES MEROCEL FIBER,778
EBUS Level 1,interval - Flat Fee Interval
EBUS Level 2,interval - Flat Fee Interval
EBUS Level 3,interval - Flat Fee Interval
"EBV Ab VCA, IgM-LC",223
EBV Acute Infection Antibodies-LC,223
EBV Acute Infection Antibodies-LC Add On,262
"EBV Nuclear Antigen Ab, IgG-LC",223
"EBV Quant, DNA PCR, WB-LC",289
"EBV Quant, PCR (Viral Load), Plasma-LC",289
"EBV, Chronic/Active Infection-LC",262
ECG real-time 2D,2077
ECHO CONGENITAL 2D COMP W CONT,3628
ECHO CONGENITAL 2D COMPLETE,2722
ECHO CONGENITAL 2D FU,1949
ECHO CONGENITAL 2D W CONT,2177
Echo Congenital 2D With Contrast Charge,2177
ECHO FOLLOW UP LIMITED STUDY CARDIAC CATH,1949
ECHO FOLLOWUP OR LIMITED STUDY,1949
ECHO TRANSESOPHEGEAL CONG HEART,3825
ECHO TRANSESOPHEGEAL W CONT,3825
Echo Transthorac R-T 2D w/wo M-Mode Rec Comp 93307,1681
ED Central Venous Catheter Type -> Central Venous Catheter < 5 years,9574
ED Central Venous Catheter Type -> Central Venous Catheter > 5 years,4372
"ED Central Venous Catheter Type -> PICC, 5 yrs or Older",4372
"ED Central Venous Catheter Type -> PICC, 5yrs or under",4372
ED CPT LEVEL 1,323
ED CPT LEVEL 2,494
ED CPT LEVEL 3,836
ED CPT LEVEL 4,1257
ED CPT LEVEL 5,1902
ED CPT LEVEL 6,2948
"ED Debridement -> Burn, first degree - initial",674
"ED Debridement -> Burn, partial thickness, large (>10%)",1674
"ED Debridement -> Burn, partial thickness, med (5-10%)",1400
"ED Debridement -> Burn, partial thickness, medium (5-10%)",1400
"ED Debridement -> Burn, partial thickness, small (<5%)",572
"ED Debridement -> Debridement of muscle or fascia, tissue 0-20 sq cm",1421
"ED Debridement -> To subcutaneous tissue, < 20 sq cm",1421
ED Nail Procedure -> Excision of nail-Ingrown Permanent,674
"ED Nail Procedure -> Excision of nail-Ingrown Permanent, Amputation of tuft",1523
ED Nail Procedure -> Nail Plate Avlsion Partial Complicated,348
"ED Nail Procedure -> Nail plate avulsion, additional",202
ED Nail Procedure -> Repair of Nail bed,927
ED Nail Procedure -> Subungual hematoma,283
"ED Nosebleed Complexity -> Anterior, Complex",1102
"ED Nosebleed Complexity -> Anterior, Simple",1102
"ED Nosebleed Complexity -> Posterior, Initial",1102
"ED Nosebleed Complexity -> Posterior, Subsequent",1102
"ED Procedure Performed -> Amputation, thumb or finger any joint/phlanx single, includi",4309
ED Procedure Performed -> Anoscopy,309
"ED Procedure Performed -> Arterial Catheterization, percutaneous",178
ED Procedure Performed -> Bladder irrigation,827
ED Procedure Performed -> Bladder Tube Change,900
ED Procedure Performed -> C Arterial 3rd Thoracic,746
ED Procedure Performed -> Cautery of Chemical Wound,584
ED Procedure Performed -> Change Cystostomy Tube,900
ED Procedure Performed -> Chest Tube Insertion,2595
ED Procedure Performed -> Collect Blood from impl vad,152
ED Procedure Performed -> Control Throat Bleeding,1977
ED Procedure Performed -> Cricothyrotomy,4263
ED Procedure Performed -> Cystouretheroscopy,823
ED Procedure Performed -> Cystourethroscopy,5119
ED Procedure Performed -> Dental Block,1264
ED Procedure Performed -> Dental Procedure,4116
"ED Procedure Performed -> Digital Block, other nerve(s)",774
ED Procedure Performed -> ED Intubation,1545
ED Procedure Performed -> Electrical Cardioversion,1964
ED Procedure Performed -> External Pacing,895
ED Procedure Performed -> Gastric Intubation/Aspiration,256
"ED Procedure Performed -> Gastrostomy, Tube change",1261
ED Procedure Performed -> Genital Surgery,745
ED Procedure Performed -> Inj Anes Other Peri nerve Branch,1264
ED Procedure Performed -> Inj Anes Trigeminal Nerve,1264
ED Procedure Performed -> Inj Skin Lesion,336
ED Procedure Performed -> Insert Emergency Airway,1545
ED Procedure Performed -> Insert Temp Indwelling Bladder Cath,250
"ED Procedure Performed -> Laryngoscopy, Diagnostic",357
"ED Procedure Performed -> Laryngoscopy, Direct",178
ED Procedure Performed -> Leg Ankle Surgery Procedure,745
ED Procedure Performed -> Ligation of Extremity Artery,10509
ED Procedure Performed -> Lip Repair,4575
ED Procedure Performed -> Lumbar Puncture,1143
ED Procedure Performed -> Measurement of Postvoid,249
ED Procedure Performed -> Nasopharyngoscopy,531
ED Procedure Performed -> Nerve Block Occipital Nerve,1692
"ED Procedure Performed -> Paracentesis, Abdomen w/imaging",1887
"ED Procedure Performed -> Paracentesis, Abdomen w/o imaging",1887
ED Procedure Performed -> Pericardiocentesis,2622
ED Procedure Performed -> Peripheral IV Insertion (Including EJ),78
ED Procedure Performed -> Peripherial IV Insertion,78
"ED Procedure Performed -> PICC, 5 yrs or Older",4372
ED Procedure Performed -> Preputial Stretching,1977
ED Procedure Performed -> Priapism Treatment,1977
ED Procedure Performed -> Removal of Ocular Implant,966
"ED Procedure Performed -> Removal of Skin Tag, including 15",674
ED Procedure Performed -> Removal Revision Cast,426
ED Procedure Performed -> Remove Hemorrhoid Clot,4095
