"PROC
#",Procedure Description,"IP
Price","OP
Price",
1160,IMPLANT SCREW 2.4 CORTEX 6-60MM,270,270,
1161,IMPLANT SCREW 2.7 COR SELF TAP 10-60,185,185,
1162,IMPLANT SCREW 2.7 CORTEX 6-55,158,158,
1163,IMPLANT SCREW 200,619,619,
1164,IMPLANT SCREW 225,954,954,
1165,IMPLANT SCREW 250,474,474,
1166,IMPLANT SCREW 275,957,957,
1167,IMPLANT SCREW 300,"1,172","1,172",
1168,IMPLANT SCREW 315,"1,138","1,138",
1169,IMPLANT SCREW 325,"1,063","1,063",
1170,IMPLANT SCREW 375,"1,382","1,382",
1171,IMPLANT SCREW 4.0 CAN 10-72MM,"1,598","1,598",
1172,IMPLANT SCREW 4.0 CAN PT 10-60MM,84,84,
1173,IMPLANT SCREW 4.0/5.0 LCK 18-100MM,945,945,
1174,IMPLANT SCREW 4.5 CORTEX 14-72MM,103,103,
1175,IMPLANT SCREW 400,"1,615","1,615",
1176,IMPLANT SCREW 425,"1,252","1,252",
1177,IMPLANT SCREW 450,"1,165","1,165",
1178,IMPLANT SCREW 475,"1,812","1,812",
1179,IMPLANT SCREW 50,198,198,
1180,IMPLANT SCREW 500,"2,074","2,074",
1181,IMPLANT SCREW 550,"2,048","2,048",
1182,IMPLANT SCREW 6.5 CAN BONE 20-80,157,157,
1183,IMPLANT SCREW 6.5/7.3 20-180MM,"1,071","1,071",
1184,IMPLANT SCREW 60,202,202,
1185,IMPLANT SCREW 600,"2,358","2,358",
1186,IMPLANT SCREW 675,"1,514","1,514",
1187,IMPLANT SCREW 7.0,"3,120","3,120",
1188,IMPLANT SCREW 7.0 DARCO/CHAR,"3,416","3,416",
1189,IMPLANT SCREW 730,"1,696","1,696",
1190,IMPLANT SCREW 750,"2,326","2,326",
1191,IMPLANT SCREW 80,352,352,
1192,IMPLANT SCREW 850,"3,419","3,419",
1193,IMPLANT SCREW ANCHRGE LCK 10-40,"1,247","1,247",
1194,IMPLANT SCREW ANCHRGE STD 10-40,858,858,
1195,IMPLANT SCREW AR1926B ARTHREX,"1,890","1,890",
1196,IMPLANT SCREW ASNIS MICRO 3.0,"1,326","1,326",
1197,IMPLANT SCREW BONE,600,600,
1198,IMPLANT SCREW BONE 2.7 8-50MM,521,521,
1199,IMPLANT SCREW BONE 3.5 10-70,573,573,
1200,IMPLANT SCREW BONE 4.5/6.5,625,625,
1201,IMPLANT SCREW BONE SELF TAP,566,566,
1202,IMPLANT SCREW BONE T10 2.7,548,548,
1203,IMPLANT SCREW BONE T7 10-38MM,820,820,
1204,IMPLANT SCREW CANC 6.5 25-95MM,340,340,
1205,IMPLANT SCREW CANN 40-130MM,"1,558","1,558",
1206,IMPLANT SCREW CANN 6.5 NONSTERILE,"1,558","1,558",
1207,IMPLANT SCREW CANN TITANM/SS,"1,190","1,190",
1208,IMPLANT SCREW CANNULATD,"1,142","1,142",
1209,IMPLANT SCREW CANNULATD DS,"1,071","1,071",
1210,IMPLANT SCREW CLS 13,753,753,
1211,IMPLANT SCREW CLS 17,"1,063","1,063",
1212,IMPLANT SCREW CLS 2,169,169,
1213,IMPLANT SCREW CLS 3,247,247,
1214,IMPLANT SCREW CLS 6,428,428,
1215,IMPLANT SCREW CLS 8,519,519,
1216,IMPLANT SCREW CLS 9,532,532,
1217,IMPLANT SCREW CORTCL 3.5X30-34,238,238,
1218,IMPLANT SCREW CORTEX SELF TAP,102,102,
1219,IMPLANT SCREW EAGL/SKY/UNI 10-26,"1,329","1,329",
1220,IMPLANT SCREW EXPEDIUM,"4,292","4,292",
1221,IMPLANT SCREW FIXATION,"1,963","1,963",
1222,IMPLANT SCREW FIXOS/SNAPOFF,"1,922","1,922",
1223,IMPLANT SCREW LCK,"1,407","1,407",
1224,IMPLANT SCREW LCK 10-95MM STRYKR,"1,138","1,138",
1225,IMPLANT SCREW LCK 4.5 WM,"1,400","1,400",
1226,IMPLANT SCREW LCK CROSSPIN 2.3,632,632,
1227,IMPLANT SCREW LCK STRDRV,483,483,
1228,IMPLANT SCREW LCK T7 8-50MM,"1,138","1,138",
1229,IMPLANT SCREW LOCK,643,643,
1230,IMPLANT SCREW LOCK 4.0/5.0/6.0,924,924,
1231,IMPLANT SCREW LOCK SELF TAP 3.5,519,519,
1232,IMPLANT SCREW LOCK SELFTAP 5.0,603,603,
1233,IMPLANT SCREW LOCK T10 3.5,"1,096","1,096",
1234,IMPLANT SCREW LOCKING,363,363,
1235,IMPLANT SCREW LOCKING 4.0/5.0,"1,287","1,287",
1236,IMPLANT SCREW MICRO ASNIS,"1,326","1,326",
1237,IMPLANT SCREW MILAGRO TAPERD,"1,901","1,901",
1238,IMPLANT SCREW PLATE GAP RESTOR,832,832,
1239,IMPLANT SCREW POLYAXIAL,"3,558","3,558",
1240,IMPLANT SCREW SF DRILL SCHANZ,783,783,
1241,IMPLANT SCREW SGL/INNER,582,582,
1242,IMPLANT SCREW SLF TAP 2.7 8-70MM,443,443,
1243,IMPLANT SCREW SNAP OFF 11-17MM,"6,879","6,879",
1244,IMPLANT SCREW SPINAL BONE,"3,419","3,419",
1245,IMPLANT SCREW T2 CONDYL 5MM,"1,387","1,387",
1246,IMPLANT SCREW T2 LCK/COMP,"1,352","1,352",
1247,IMPLANT SCREW TI LCK 4.0/5.0MM,744,744,
1248,IMPLANT SCREW VA 2.7 T8 STARDRV,489,489,
1249,IMPLANT SCREW VA LOCKING 5DEG,"1,519","1,519",
1250,IMPLANT SHOULDER GLENOD BASEPLT,"5,311","5,311",
1251,IMPLANT SHOULDER GLENOSPHERE,"8,450","8,450",
1252,IMPLANT SHOULDER HUM STEM,"5,200","5,200",
1253,IMPLANT SHOULDER HUMERAL INSRT,"4,225","4,225",
1254,IMPLANT SHOULDER HUMERAL STEM,"5,200","5,200",
1255,IMPLANT SHOULDER HUMRL BEARING,"3,705","3,705",
1256,IMPLANT SHOULDER STEM BIPOLR UHR,"2,363","2,363",
1257,IMPLANT SINUS DISSLVBL,"3,938","3,938",
1258,IMPLANT SPINAL CAGE CLYD MEDTR,"10,725","10,725",
1259,IMPLANT SPINAL PLATE 28 - 46MM,"3,755","3,755",
1260,IMPLANT SPINAL PLATE CERV ANT 2LVL,"3,680","3,680",
1261,IMPLANT SPINAL PLATE VECTRA 1LVL,"3,360","3,360",
1262,IMPLANT SPINAL ROD 3.5-6.0MM,"1,150","1,150",
1263,IMPLANT SPINAL ROD SEXTANT,"1,408","1,408",
1264,IMPLANT SPINAL ROD VIPER/MIS,"1,587","1,587",
1265,IMPLANT SPINAL SCREW,"4,388","4,388",
1266,IMPLANT SPINAL SET SCREW MEDTR,516,516,
1267,IMPLANT SPINAL SPACR CALIBER,"16,250","16,250",
1268,IMPLANT SPINAL SPACR MEDTR,"3,790","3,790",
1269,IMPLANT SPINAL STIMULATR,"51,000","51,000",
1270,IMPLANT SPINE EXPND INTERBODY DEV,"14,700","14,700",
1271,IMPLANT STENT GRAFT,"30,150","30,150",
1272,IMPLANT SYS LIGAMENT REPAIR,"3,494","3,494",
1273,IMPLANT SYSTEM BIOCOMPOSITE ACHILLES,"6,484","6,484",
1274,IMPLANT TIB BASEPLATE,"7,785","7,785",
1275,IMPLANT TIBIAL BEARING EPOLY,"4,063","4,063",
1276,IMPLANT TISS BIO A SYN,"2,515","2,515",
1277,IMPLANT TISS EXPANDR CPX4 W/TAB,"3,900","3,900",
1278,IMPLANT TISSUE COTTON WEDGE,"5,265","5,265",
1279,IMPLANT TISSUE EXPANDER,"3,738","3,738",
1280,IMPLANT TISSUE EXPANDR MENTR,"5,250","5,250",
1281,IMPLANT TNDN GRACILIS,"3,657","3,657",
1282,IMPLANT TNDN SEMITNDNS,"3,917","3,917",
1283,IMPLANT TNDN SEMITNDNS SHRT,"3,919","3,919",
1284,IMPLANT WIRE COMP THREAD,251,251,
1285,INC/REPL SPINE NSTIM PG/RCVR,"6,929","6,929",
1286,INCISION/REMOVAL FOREIGN BODY,386,386,
1287,INDEFLATOR,647,647,
1288,INFECT AGENT ANTIGEN DET,153,87,
1289,INFECT AGENT DET AMP PROBE,"1,117",638,
1290,INFLATOR,385,385,
1291,INFLATOR W/GAUG ENCORE 26 DISP,290,290,
1292,INFLUENZA ANTIGEN RAPID,160,91,
1293,INFLUENZA DNA AMP PROBE,841,481,
1294,INHIBIN A,189,108,
1295,INJ AORTOGRAM,"1,012","1,012",
1296,INJ SPINAL MYELOGRAM/CT,918,918,
1297,INJECT THORACIC CATH CONTINUOUS,"1,448","1,448",
1298,INJECT VACCINE/TOXOID EA ADDL,30,30,
1299,INJECT VACCINE/TOXOID FIRST,107,107,
1300,INJECTION IM/SUBQ/ANTIBIOTICS,107,107,
1301,INJECTION IV EA ADDL DRUG,161,161,
1302,INJECTION IV EA ADDL SAME DRUG,171,171,
1303,INJECTION IV PUSH INITIAL,276,276,
1304,INSERT BLADDER CATH,106,106,
1305,INSERT CATH PLEURAL,"4,142","4,142",
1306,INSERT PACEMAKER TEMP W/O CATH,"5,232","5,232",
1307,INSERT SNGL ELCTRD PACEMAKER/DEFIB,"4,638","4,638",
1308,INSERT TEMP BLADDER CATH,126,126,
1309,INSERT/REPLC DEFIB SNGL/DUAL,"12,600","12,600",
1310,INSERTION IABP PERC,"7,549","7,549",
1311,INSERTION PACEMAKER DUAL,"13,649","13,649",
1312,INSERTION PACEMAKER SNGL ATRIAL,"11,836","11,836",
1313,INSERTION PACEMAKER SNGL VNTRCL,"12,602","12,602",
1314,INSITU HYBRID ANALYZE 25-99,456,261,
1315,INSITU HYBRIDIZATION FISH,"1,853","1,059",
1316,INSTILLATION BLADDER ANTICARC,507,507,
1317,INSTRUMENT ENSEAL DISP,"3,396","3,396",
1318,INSTRUMENT ENSEAL TRIO PTC,"2,646","2,646",
1319,INSULIN,139,80,
1320,INSULIN FREE,157,90,
1321,INTEGRA BMWD PER 1 SQ CM_125,186,186,
1322,INTEGRA BMWD PER 1 SQ CM_25,570,570,
1323,INTERPHASE IN SITU HYBRID 100-300,502,287,
1324,INTRAVAS FLW VELOCTY RAD EA AD,862,862,
1325,INTRAVAS FLW VELOCTY RAD INIT,"1,022","1,022",
1326,INTRAVAS US OR OCT CORONARY EA ADD,"1,442","1,442",
1327,INTRAVAS US OR OCT VESSEL CORONARY INIT,"2,685","2,685",
1328,INTRO NEEDLE/CATH VEIN,54,54,
1329,INTRODCR ACCUSTICK II W/RO MAR,495,495,
1330,INTRODUCER PEEL AWAY SET,216,216,
1331,INTRODUCER SHEATH,"1,250","1,250",
1332,INTRODUCER SHEATH PINNACLE,176,176,
1333,INTRODUCER SYS 13CM SAFESHEATH HEMO,189,189,
1334,INTRODUCER SYS 23CM SAFESHEATH HEMO,225,225,
1335,INTRODUCER TAUT,267,267,
1336,INTUBATION ENDOTRACHEAL,637,637,
1337,IRON,84,48,
1338,IRON BINDING CAPACITY UNSAT,107,61,
1339,IRRAD LEUKORED PHER PLTS PR,"1,238","1,238",
1340,IRRADIATED LEUKORED RBCS PR,563,563,
1341,IRRADIATION BLOOD PRODUCT,284,162,
1342,IRRIGATION SET NORMOTHERM 200,265,265,
1343,IRRIGATION SUCTION TIP 60,218,218,
1344,IRRIGATION TUBING W/O TIP STRY,325,325,
1345,IRRIGATOR HYDRO-SURG PLUS,495,495,
1346,IRRIGATOR SUCTION,180,180,
1347,IRRIGATOR SUCTION 100,269,269,
1348,IRRIGATOR SUCTION 75,202,202,
1349,IRRIGATR/SUCTN STRYKEFLOW,452,452,
1350,IV CHEMO EA ADD HR,257,257,
1351,IV CHEMO EA ADD SEQ TO 1 HR,563,563,
1352,IV CHEMO INIT TO 1 HR,"1,173","1,173",
1353,IV CHEMO PUSH EA ADD DRUG,524,524,
1354,IV CHEMO PUSH SGL OR INIT DRUG,"1,322","1,322",
1355,IV HYD EA ADD HR,121,121,
1356,IV HYD INIT 31 MIN-60 MIN,411,411,
1357,IV TX CONCURRENT,130,130,
1358,IV TX EA ADD HR,138,138,
1359,IV TX INIT TO 1 HR,434,434,
1360,IV TX SEQ TO 1 HR,235,235,
1361,JAK2,"1,105",632,
1362,JOINT PATELLA TOTAL,"1,497","1,497",
1363,KETONE BODY(S) QUAL,103,59,
1364,KETONE BODY(S) QUANT,132,76,
1365,KIT ACCESRY 3ARM DISP INTUITIVE,"1,324","1,324",
1366,KIT ACCESS,938,938,
1367,KIT ACCESSORY ELBOW,"1,621","1,621",
1368,KIT ACL DISP MITEK 232300,"2,610","2,610",
1369,KIT ACUTE MYELOID LEUKEMIA,"2,914","1,665",
1370,KIT ARTERIAL LINE 20GA X 5,170,170,
1371,KIT ASSEMBLY TITAN,"2,198","2,198",
1372,KIT BIOPSY,480,480,
1373,KIT BIOTENODESIS AR1530DS,"1,250","1,250",
1374,KIT BIOTENODESIS AR1676DS,"1,219","1,219",
1375,KIT BLLN CATH NEPHROSTOMY,"1,412","1,412",
1376,KIT BONE BIOPSY IVAS 10G 5IN,455,455,
1377,KIT BONE MARROW ASPIRATION,654,654,
1378,KIT BONE PREP,"3,045","3,045",
1379,KIT CARPAL LIGAMNT ECTRA II,"1,329","1,329",
1380,KIT CATH FLEX NECK EXT LNG TRM,"2,557","2,557",
1381,KIT CATH PLEURAL PLEURX,"3,019","3,019",
1382,KIT CENT LINE LG BORE 3L 12FR,633,633,
1383,KIT CLOSESURE INLET CTI-512N,532,532,
1384,KIT CLOSESURE INLET CTXL,938,938,
1385,KIT DUPLOJECT SPRAY 10ML,"2,250","2,250",
1386,KIT ESOPHAGEAL INFRAVISION,"1,169","1,169",
1387,KIT FEMORAL 450,627,627,
1388,KIT GASTROSTOMY SAFETY PEG 20FR,345,345,
1389,KIT HEMOSTATIC MATRX SURGIFLO,"1,044","1,044",
1390,KIT IABP ARROW ADDITIONAL,"2,532","2,532",
1391,KIT IVAS 10GAUGE 10/15/20MM,"4,250","4,250",
1392,KIT LAPAROSCOPIC ADV D HELP,298,298,
1393,KIT LAPAROSCOPY APPLIED MED,"2,284","2,284",
1394,KIT LEAD,"2,835","2,835",
1395,KIT NEPHROSTOMY,924,924,
1396,KIT NEWBORN SCREEN PKU,488,488,
1397,KIT PERICARDIAL FLUID ASPIRATN,719,719,
1398,KIT PICC 4F,"1,547","1,547",
1399,KIT PICC 5F,"1,641","1,641",
1400,KIT PICC LINE DRESSING,108,108,
1401,KIT PNEUMOTHORAX,584,584,
1402,KIT PREVENA INCISION MGNT,"2,599","2,599",
1403,KIT REPAIR TIGHTROPE SYNDESMOS,"2,757","2,757",
1404,KIT SCREW REVERSE TORQUE,"1,563","1,563",
1405,KIT SINUPLASTY,"6,338","6,338",
1406,KIT SMALL JOINT DISP,907,907,
1407,KIT TUNNELING TOOL,844,844,
1408,KIT URETERAL INFRAVISION,"1,535","1,535",
1409,KIT WRIST TRIAX MONOTUBE,"5,181","5,181",
1410,KLEIHAUER BETKE TEST,737,421,
1411,KNIFE TUIP 24FR ACMI,482,482,
1412,KNOT PUSHER/CUTTER/CANNULA,972,972,
1413,KRAS,"1,745",997,
1414,KRAS GENE ANALYSIS ADDL,"1,745",997,
1415,LACTIC ACID,146,83,
1416,LACTOFERRIN FECAL QUAL,248,142,
1417,LACTOFERRIN QUAN,490,280,
1418,LAMBDA BY INSITU HYBRIDIZAT,905,517,
1419,LAMOTRIGINE,161,92,
1420,LAP SYS ALEXIS W/KII FIOS,327,327,
1421,LASER FIBER ACCUMAX 1000MC,"3,707","3,707",
1422,LASER FIBER ACCUMAX 550MC,"2,211","2,211",
1423,LASER FIBER HOLMIUM 1000 ASSEM,"4,250","4,250",
1424,LASER FIBER HOLMIUM 200,"2,281","2,281",
1425,LASER FIBER HOLMIUM 200 ACCUMX,"2,004","2,004",
1426,LASER FIBER HOLMIUM 200 ASSEMB,"2,363","2,363",
1427,LD,83,48,
1428,LDL DIRECT,228,130,
1429,LEAD,316,181,
1430,LEAD BS ENDOTAK RELIANCE 4SITE GORE DUAL COIL,"15,113","15,113",
1431,LEAD BS INGEVITY,869,869,
1432,LEAD GUID FINELINE 4456-52,"3,719","3,719",
1433,LEAD NEUROSTIMULATOR,"6,500","6,500",
1434,LEAD PERCUTNS GENERATR NEUROSTIM,"5,483","5,483",
1435,LEGIONELLA AB TOTAL IMMUNOG,187,107,
1436,LENS MORGAN,167,167,
1437,LEUKO POOR PC,538,538,
1438,LEUKO REDUCED RBCS PROC,"1,125","1,125",
1439,LEUKOCYTE COUNT FECAL,63,36,
1440,LEUKORED PHER PLTS PROC,"1,213","1,213",
1441,LEVEL 4 W/ADDITIONAL SERVICE,"1,444","1,444",
1442,LEVEL 5 W/ADDITIONAL SERVICE,"2,537","2,537",
1443,LEVITIRACEM,161,92,
1444,LIGATE HEMORR INTERNAL MULTI,"2,734","2,734",
1445,LIGATION OF HEMORRHOID(S),667,667,
1446,LINER HUMRL REV 38-46MM,"3,400","3,400",
1447,LIPASE,104,60,
1448,LIPID PROFILE 1,163,93,
1449,LIPOPROTEIN A Q231,381,218,
1450,LITHIUM,82,47,
1451,LONG ACTING THYROID STIM HORM,692,395,
1452,LOOP LINA,"1,838","1,838",
1453,LUBRICANT ROTOGLIDE 1 BOTTLE,544,544,
1454,LUTEINIZING HORMONE,244,139,
1455,LYME DISEASE AB TOTAL IMMUN,209,119,
1456,LYME DISEASE WESTERN BLOT,487,278,
1457,MACROSCOPIC EXAM ARTHROPOD,145,83,
1458,MACROSCOPIC EXAM PARASITE,70,40,
1459,MAGNESIUM,103,59,
1460,MALARIA SMEAR,97,56,
1461,MAM BREAST BX STEREO ADDL LT,990,990,
1462,MAM BREAST BX STEREO LT,"4,336","4,336",
1463,MAM DIAGNOSTIC BILAT,593,593,
1464,MAM DIAGNOSTIC UNI LT,464,464,
1465,MAM INJ DUCTOGRAM/GALACTOGR,393,393,
1466,MAM MAMMARY DUCT/GALACT SIN,961,961,
1467,MAM PLC DEVICE LT,"1,173","1,173",
1468,MAM SCREEN BILAT,491,491,
1469,MAM SURG SPECIMEN,"1,760","1,006",
1470,MANIPULATOR,699,699,
1471,MATRIX BONE OSTEOCEL 5CC,"7,579","7,579",
1472,MERCURY QUAN,581,332,
1473,METABOLIC PANEL CAL IONIZED,229,131,
1474,METANEPHRIINES Q430,241,138,
1475,METHEMOGLOBIN,109,62,
1476,MIC SENSITIVITY,106,61,
1477,MICRO MARK CLIP,750,750,
1478,MICROALBUMIN URINE,90,51,
1479,MINI TIGHTROPE,"3,177","3,177",
1480,MOD SED < AGE 5 INTL 15 MIN W OTHER,425,425,
1481,MOD SED < AGE 5 INTL 15 MIN W SAME,425,425,
1482,MOD SED > AGE 5 INTL 15 MIN W OTHER,425,425,
1483,MOD SED > AGE 5 INTL 15 MIN W SAME,425,425,
1484,MOD SED EACH ADDL 15 MIN W OTHER,425,425,
1485,MOD SED EACH ADDL 15 MIN W SAME,425,425,
1486,MOLE PATH LEVEL 5,"2,102","1,201",
1487,MOLE PATH LEVEL 7,"9,378","5,359",
1488,MOLECULAR CYTOGENETICS FISH,377,216,
1489,MOLECULAR PATH LEVEL 4,"2,102","1,201",
1490,MONO TEST,265,151,
1491,MORPHOMETRIC ANALYSIS EA MULTIPLEX,"1,853","1,059",
1492,MOTILITY STUDY ESOPHAGUS,"1,457","1,457",
1493,MRA ABDOMEN W AND W/O CONTRAST,"5,903","3,373",
1494,MRA CHEST W AND W/O CONTRAST,"5,015","2,866",
1495,MRA HEAD W/O CONT,"4,554","2,602",
1496,MRA LOW EXT W AND W/O CONT RT,"6,834","3,905",
1497,MRA NECK W AND W/O CONT,"6,428","3,673",
1498,MRA NECK W/O CONT,"3,288","1,879",
1499,MRA UP EXT W AND WO CONT LT,"5,858","3,348",
1500,MRI ABDOMEN W AND W/O CONTRAST,"9,134","5,220",
1501,MRI ABDOMEN W/O CONTRAST,"4,094","2,340",
1502,MRI BRAIN W AND W/O CONTRAST,"9,191","5,252",
1503,MRI BRAIN W/CONTRAST,"5,327","3,044",
1504,MRI BRAIN W/O CONTRAST,"3,968","2,267",
1505,MRI BREAST BX LT,"3,537","3,537",
1506,MRI CARD MORANDFUN WANDWO CON,"6,700","3,829",
1507,MRI CARD MORP AND FUNC WO CONT,"4,484","2,562",
1508,MRI CHEST W AND W/O CONTRAST,"8,311","4,749",
1509,MRI CHEST W/O CONTRAST,"4,245","2,426",
1510,MRI C-SPINE W AND W/O CONTRAST,"9,720","5,554",
1511,MRI C-SPINE W/CONTRAST,"5,883","3,362",
1512,MRI C-SPINE W/O CONTRAST,"4,554","2,602",
1513,MRI LOW EXT JNT W/CONTRAST RT,"5,024","2,871",
1514,MRI LOW EXT JNT W/O CONT RT,"4,482","2,561",
1515,MRI LOW EXT W AND WO CONT LT,"6,468","3,696",
1516,MRI LOW EXT W/O CONTRAST LT,"4,482","2,561",
1517,MRI LOWEXTJNT W AND WO CONT LT,"8,525","4,872",
1518,MRI L-SPINE W AND W/O CONTRAST,"8,974","5,128",
1519,MRI L-SPINE W/CONTRAST,"5,370","3,069",
1520,MRI L-SPINE W/O CONTRAST,"4,993","2,853",
1521,MRI ORBIT/FACE/NECK W/CONTR,"5,971","3,412",
1522,MRI ORBIT/FACE/NECK W/O CON,"4,482","2,561",
1523,MRI ORBITFACENECK W AND WO CON,"8,295","4,740",
1524,MRI PELVIS W AND W/O CONTRAST,"9,150","5,229",
1525,MRI PELVIS W/O CONTRAST,"4,881","2,789",
1526,MRI T-SPINE W AND W/O CONTRAST,"9,519","5,440",
1527,MRI T-SPINE W/CONTRAST,"5,488","3,136",
1528,MRI T-SPINE W/O CONTRAST,"4,990","2,851",
1529,MRI UP EXT JNT W/CONTRAST RT,"5,383","3,076",
1530,MRI UP EXT JNT W/O CONTRAST RT,"4,482","2,561",
1531,MRI UP EXT W AND WO CONT RT,"5,991","3,423",
1532,MRI UP EXT W/O CONTRAST RT,"4,486","2,563",
1533,MRI UP EXTJNT W AND WO CONT RT,"9,210","5,263",
1534,MRV HEAD W AND W/O CONT,"6,847","3,913",
1535,MTHFR,528,302,
1536,MULTIPLE SLEEP LATENCY,"3,425","3,425",
1537,MUMPS ANTIBODY IGG,195,111,
1538,MYCOBACT TUBERC DIRECT PROBE,261,149,
1539,MYCOBACTERIA DIRECT PROBE,266,152,
1540,MYCOBACTERIA SPECIES AMP PROBE,447,255,
1541,MYCOBACTERIAL IDENTIFICATION,142,81,
1542,MYCOBACTERIUM TUBERCULO BY,680,389,
1543,MYCOPLASMA,161,92,
1544,MYELIN BASIC PROTEIN CSF,391,224,
1545,MYELOGRAM C-SPINE,"3,458","1,976",
1546,MYELOGRAM LUMBOSACRAL,"3,341","1,909",
1547,MYOGLOBIN SO,158,90,
1548,NEEDLE AND SUTURE CAPTURE 1ST PASS,782,782,
1549,NEEDLE ARTERIAL SMART,532,532,
1550,NEEDLE BIOPSY 90,90,90,
1551,NEEDLE DEFLUX 159042,290,290,
1552,NEEDLE DELIVRY SYS FASTFIX,"2,492","2,492",
1553,NEEDLE EZ I/O ALL SIZES,675,675,
1554,NEEDLE INSUFFLATION,322,322,
1555,NEEDLE PEDICLE NIM-SPINE,385,385,
1556,NEEDLE VERESS/INSUFFLATION 100,384,384,
1557,NEEDLE VERESS/INSUFFLATION 125,519,519,
1558,NEG PRESS WOUND THRPY <50 SQ CM DME,561,321,
1559,NEG PRESS WOUND THRPY <50 SQ CM NON DME,"1,073",613,
1560,NEG PRESS WOUND THRPY >50 SQ CM DME,606,347,
1561,NEISSERIA GONNORRHOEAE AMP,398,228,
1562,NEPHELOMETRY NOT ELSEWHERE SPEC,166,95,
1563,NEUROMEND PER .5CM_4MMX2.5CM,"1,695","1,695",
1564,NM BONE 3 PHASE,"4,265","2,437",
1565,NM BONE OR JOINT IMG LTD,"2,913","1,665",
1566,NM BONE SPECT,"3,525","2,014",
1567,NM BONE WHOLE BODY,"3,877","2,216",
1568,NM BRAIN DATSCAN,"10,186","5,821",
1569,NM CARD MULTI REST OR STRESS,"10,186","5,821",
1570,NM CARD SINGLE REST OR STRESS,"8,080","4,617",
1571,NM CARDIAC SHUNT DETECTION,"2,913","1,665",
1572,NM CISTERNOGRAM,"3,864","2,208",
1573,NM GASTRIC EMPTYING,"4,519","2,582",
1574,NM GI BLOOD LOSS,"2,913","1,665",
1575,NM HEPATOBILIARY W PHARMACOLOGIC,"5,934","3,391",
1576,NM HEPATOBILIARY WO PHARMACOLOGIC,"4,818","2,753",
1577,NM INJ SENTINEL NODE ID,788,788,
1578,NM INTESTINE IMAGING,"3,433","1,962",
1579,NM KID WFLOW AND FUNC SGL WRX,"3,205","1,831",
1580,NM KIDNEY SCAN WFLOW AND FUNCT,"4,251","2,429",
1581,NM LIVER SPECT,"3,247","1,855",
1582,NM LOC INFLAMMATORY PROCESS WB,"10,672","6,098",
1583,NM LUNG QUANT SPLIT FUNC PERF,"3,467","1,981",
1584,NM LUNG QUANT SPLIT FUNC W VENT,"3,864","2,208",
1585,NM LUNG VENT AND PERFUSION IMG,"3,864","2,208",
1586,NM LYMPH SYSTEM,"2,913","1,665",
1587,NM PARATHYROID,"3,213","1,836",
1588,NM PARATHYROID W SPECT,"3,534","2,020",
1589,NM PARATHYROID W SPECT CT,"3,864","2,208",
1590,NM RADIOPHARM THERAPY ORAL,"2,382","1,361",
1591,NM THY CA IMAGES WB,"4,206","2,403",
1592,NM THYROID SCAN,"2,913","1,665",
1593,NM THYROID SCAN W/UPTAKE MU,"4,441","2,538",
1594,NM THYROID UPTAKE MULTI,"2,913","1,665",
1595,NPM1,"2,183","1,247",
1596,NRAS GENE ALALYSIS,"2,616","1,495",
1597,Observation - Direct Admit,154,154,
1598,OBTURATOR 8MM BLADELESS,"3,150","3,150",
1599,OBTURATOR BLADELESS 8MM,218,218,
1600,OCCULT BLOOD STOOL SINGLE S,48,27,
1601,OLIGOCLONAL IMMUNOGLOB BAND,468,268,
1602,OR - Lvl 1 - 1st 30 Min,"3,759","3,759",
1603,OR - Lvl 1 - Add Min,83,83,
1604,OR - Lvl 2 - 1st 30 Min,"4,703","4,703",
1605,OR - Lvl 2 - Add Min,97,97,
1606,OR - Lvl 3 - 1st 30 Min,"5,883","5,883",
1607,OR - Lvl 3 - Add Min,117,117,
1608,OR - Lvl 4 - 1st 60 Min,"14,031","14,031",
1609,OR - Lvl 4 - Add Min,167,167,
1610,OR - Lvl 5 - 1st 60 Min,"17,546","17,546",
1611,OR - Lvl 5 - Add Min,175,175,
1612,ORGANIC ACID SINGLE QUAN,272,156,
1613,OSMOLALITY,121,69,
1614,OSMOLALITY URINE,84,48,
1615,OSTEOTOME FLEX DISP,"1,449","1,449",
1616,OT ADL 15 MIN,168,96,
1617,OT EVAL COMPLEX,461,263,
1618,OT EVAL LOW,373,213,
1619,OT EVAL MODERATE,415,237,
1620,OT FLUIDOTHERAPY,129,74,
1621,OT NEUROMUSCULAR RE-ED 15 MIN,198,113,
1622,OT ORTHO/PROSTH CHECK 15 MIN SUBSEQ,212,121,
1623,OT ORTHOTIC FIT/TRAIN 15 MIN INITIAL,199,114,
1624,OT PARAFFIN BATH,60,34,
1625,OT RE-EVAL,247,141,
1626,OT SENSORY INTEGRATION 15 MIN,139,80,
1627,OVA AND PARASITE,169,97,
1628,OXCABAZEPINE,161,92,
1629,OXIMETRY DAILY,485,485,
1630,OXIMETRY OVERNIGHT,534,534,
1631,PACK ARTHROSCOPY AVID MEDICAL,535,535,
1632,PACK C SECTION ADMIT,265,265,
1633,PACK CAROTID,478,478,
1634,PACK DIALYSIS ACCESS,573,573,
1635,PACK GYN ABDOMINAL ACCESSORY,303,303,
1636,PACK GYN LAPAROSCOPY MEDLINE,778,778,
1637,PACK KNEE ARTHROSCOPY,383,383,
1638,PACK LABOR DELIVERY,171,171,
1639,PACK LITHOTOMY MAJOR/LAVH ACCE,209,209,
