Procedure Master #,Procedure Name,Revenue ID,2019 Inova Other,2019 Inova-IFMC,,,
H2784619,HC CATH GUIDE LAUNCHER 7F AMPLATZ LT 1.0 W/SH 90CM,278,136,,,,
H2784620,HC CATH GUIDE LAUNCHER 7F AMPLATZ LT 1.5,278,136,,,,
H2784621,HC CATH GUIDE LAUNCHER 7F AMPLATZ LT 2.0,278,136,,,,
H2784622,HC CATH GUIDE LAUNCHER 7F AMPLATZ LT 2.0 W/SH,278,136,,,,
H2784623,HC CATH GUIDE LAUNCHER 7F AMPLATZ LT 2.0 W/SH 90CM,278,136,,,,
H2784624,HC CATH GUIDE LAUNCHER 7F AMPLATZ LT 3.0,278,136,,,,
H2784625,HC CATH GUIDE LAUNCHER 7F AMPLATZ LT 3.0 W/SH,278,136,,,,
H2784626,HC CATH GUIDE LAUNCHER 7F AMPLATZ LT 0.75,278,136,,,,
H2784627,HC CATH GUIDE LAUNCHER 7F AMPLATZ RT 1.0,278,136,,,,
H2784628,HC CATH GUIDE LAUNCHER 7F AMPLATZ RT 1.0 W/SH,278,136,,,,
H2784629,HC CATH GUIDE LAUNCHER 7F AMPLATZ RT 2.0,278,136,,,,
H2784630,HC CATH GUIDE LAUNCHER 7F AMPLATZ RT 2.0 W/SH,278,136,,,,
H2784631,HC CATH GUIDE LAUNCHER 7F EBS LT 3.0,278,136,,,,
H2784632,HC CATH GUIDE LAUNCHER 7F EBS LT 3.5,278,136,,,,
H2784633,HC CATH GUIDE LAUNCHER 7F EBS LT 3.5 90CM,278,136,,,,
H2784634,HC CATH GUIDE LAUNCHER 7F EBS 7F LT 3.75,278,136,,,,
H2784635,HC CATH GUIDE LAUNCHER 7F EBS 7F LT 4.0,278,136,,,,
H2784636,HC CATH GUIDE LAUNCHER 7F EBS 7F LT 4.0 90CM,278,136,,,,
H2784637,HC CATH GUIDE LAUNCHER 7F EBS 7F LT 4.5,278,136,,,,
H2784638,HC CATH GUIDE LAUNCHER 7F EBS 7F LT 5.0,278,136,,,,
H2784639,HC CATH GUIDE LAUNCHER 7F HOCKEY STK I,278,136,,,,
H2784640,HC CATH GUIDE LAUNCHER 7F HOCKEY STK II,278,136,,,,
H2784641,HC CATH GUIDE LAUNCHER 7F IMA 100CM,278,136,,,,
H2784642,HC CATH GUIDE LAUNCHER 7F IMA 90CM,278,136,,,,
H2784643,HC CATH GUIDE LAUNCHER 7F IMA 100CM W/SH,278,136,,,,
H2784644,HC CATH GUIDE LAUNCHER 7F IMA 90CM W/SH,278,136,,,,
H2784645,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 3.0,278,136,,,,
H2784646,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 3.5,278,136,,,,
H2784647,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 3.5 90CM,278,136,,,,
H2784648,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 3.5 W/SH,278,136,,,,
H2784649,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 4.0,278,136,,,,
H2784650,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 4.0,278,136,,,,
H2784651,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 4.0W/SH,278,136,,,,
H2784652,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 4.5,278,136,,,,
H2784653,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 4.5 W/SH,278,136,,,,
H2784654,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 5.0,278,136,,,,
H2784655,HC CATH GUIDE LAUNCHER 7F JUDKINS LT 6.0,278,136,,,,
H2784656,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 3.5,278,136,,,,
H2784657,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 3.5 W/SH,278,136,,,,
H2784658,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 4.0,278,136,,,,
H2784659,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 4.0,278,136,,,,
H2784660,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 4.0 W/SH,278,136,,,,
H2784661,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 4.0 W/SH 90CM,278,136,,,,
H2784662,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 4.5,278,136,,,,
H2784663,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 5.0,278,136,,,,
H2784664,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 5.0 W/SH,278,136,,,,
H2784665,HC CATH GUIDE LAUNCHER 7F JUDKINS RT 6.0,278,136,,,,
H2784666,HC CATH GUIDE LAUNCHER 7F LT BYPASS GRAFT,278,136,,,,
H2784667,HC CATH GUIDE LAUNCHER 7F LT BYPASS GRAFT W/SH,278,136,,,,
H2784668,HC CATH GUIDE LAUNCHER 7F MP2,278,136,,,,
H2784669,HC CATH GUIDE LAUNCHER 7F RT BYPASS GRAFT,278,136,,,,
H2784670,HC CATH GUIDE LAUNCHER 7F RT BYPASS GRAFT 90CM,278,136,,,,
H2784671,HC CATH GUIDE LAUNCHER 7F RT BYPASS GRAFT W/SH,278,136,,,,
H2784672,HC CATH GUIDE LAUNCHER 7F SHORT LT 3.5,278,136,,,,
H2784673,HC CATH GUIDE LAUNCHER 7F SHORT LT 4.0,278,136,,,,
H2784674,HC CATH GUIDE LAUNCHER 7F SHORT LT 4.5,278,136,,,,
H2784675,HC CATH GUIDE LAUNCHER 7F SHORT LT 5.0,278,136,,,,
H2784676,HC CATH GUIDE LAUNCHER 7F SHORT LT 6.0,278,136,,,,
H2784677,HC CATH GUIDE LAUNCHER 8F 3DRC,278,136,,,,
H2784678,HC CATH GUIDE LAUNCHER 8F 3DRC W/SH,278,136,,,,
H2784679,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 1.0,278,136,,,,
H2784680,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 1.0 90CM,278,136,,,,
H2784681,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 1.0 W/SH,278,136,,,,
H2784682,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 1.0 W/SH 90CM,278,136,,,,
H2784683,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 1.5 W/SH,278,136,,,,
H2784684,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 2.0,278,136,,,,
H2784685,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 2.0 90CM,278,136,,,,
H2784686,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 3.0 W/SH,278,136,,,,
H2784687,HC CATH GUIDE LAUNCHER 8F AMPLATZ LT 4.0,278,136,,,,
H2784688,HC CATH GUIDE LAUNCHER 8F AMPLATZ RT 1.0,278,136,,,,
H2784689,HC CATH GUIDE LAUNCHER 8F AMPLATZ RT 1.0 90CM,278,136,,,,
H2784690,HC CATH GUIDE LAUNCHER 8F AMPLATZ RT 1.0 W/SH,278,136,,,,
H2784691,HC CATH GUIDE LAUNCHER 8F AMPLATZ RT 1.0 W/SH 90CM,278,136,,,,
H2784692,HC CATH GUIDE LAUNCHER 8F AMPLATZ RT 2.0,278,136,,,,
H2784693,HC CATH GUIDE LAUNCHER 8F AMPLATZ RT 2.0 W/SH,278,136,,,,
H2784694,HC CATH GUIDE LAUNCHER 8F AMPLATZ RT 2.0 W/SH 90CM,278,136,,,,
H2784695,HC CATH GUIDE LAUNCHER 8F EBS LT 3.0,278,136,,,,
H2784696,HC CATH GUIDE LAUNCHER 8F EBS LT 3.5,278,136,,,,
H2784697,HC CATH GUIDE LAUNCHER 8F EBS LT 3.5 90CM,278,136,,,,
H2784698,HC CATH GUIDE LAUNCHER 8F EBS LT 3.5 W/SH,278,136,,,,
H2784699,HC CATH GUIDE LAUNCHER 8F EBS LT 3.75,278,136,,,,
H2784700,HC CATH GUIDE LAUNCHER 8F EBS LT 3.75 W/SH,278,136,,,,
H2784701,HC CATH GUIDE LAUNCHER 8F EBS LT 4.0,278,136,,,,
H2784702,HC CATH GUIDE LAUNCHER 8F EBS LT 4.0 W/SH 90CM,278,136,,,,
H2784703,HC CATH GUIDE LAUNCHER 8F EBS LT 4.0 W/SH,278,136,,,,
H2784704,HC CATH GUIDE LAUNCHER 8F EBS LT 4.5,278,136,,,,
H2784705,HC CATH GUIDE LAUNCHER 8F EBS LT 5.0,278,136,,,,
H2784706,HC CATH GUIDE LAUNCHER 8F HOCKEY STK I,278,136,,,,
H2784707,HC CATH GUIDE LAUNCHER 8F HOCKEY STK II,278,136,,,,
H2784708,HC CATH GUIDE LAUNCHER 8F HOCKEY STK I W/SH,278,136,,,,
H2784709,HC CATH GUIDE LAUNCHER 8F IMA 90CM W/SH,278,136,,,,
H2784710,HC CATH GUIDE LAUNCHER 8F LT 3.0,278,136,,,,
H2784711,HC CATH GUIDE LAUNCHER 8F LT 3.5,278,136,,,,
H2784712,HC CATH GUIDE LAUNCHER 8F JUDKINS LT 3.5,278,136,,,,
H2784713,HC CATH GUIDE LAUNCHER 8F JUDKINS LT 4.0,278,136,,,,
H2784714,HC CATH GUIDE LAUNCHER 8F JUDKINS LT 4.0 90CM,278,136,,,,
H2784715,HC CATH GUIDE LAUNCHER 8F JUDKINS LT 4.0 W/SH,278,136,,,,
H2784716,HC CATH GUIDE LAUNCHER 8F JUDKINS LT 4.5,278,136,,,,
H2784717,HC CATH GUIDE LAUNCHER 8F JUDKINS LT 4.5 W/SH,278,136,,,,
H2784718,HC CATH GUIDE LAUNCHER 8F JUDKINS LT 5.0,278,136,,,,
H2784719,HC CATH GUIDE LAUNCHER 8F JUDKINS LT 6.0,278,136,,,,
H2784720,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 3.5,278,136,,,,
H2784721,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 3.5 W/SH,278,136,,,,
H2784722,HC CATH GUIDE LAUNCHER 8F JUDKINS RT STD,278,136,,,,
H2784723,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 4.0,278,136,,,,
H2784724,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 4.0 W/SH,278,136,,,,
H2784725,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 4.0 W/SH 90CM,278,136,,,,
H2784726,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 4.5,278,136,,,,
H2784727,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 5.0,278,136,,,,
H2784728,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 5.0 W/SH,278,136,,,,
H2784729,HC CATH GUIDE LAUNCHER 8F JUDKINS RT 6.0,278,136,,,,
H2784730,HC CATH GUIDE LAUNCHER 8F LT BYPASS GRAFT,278,136,,,,
H2784731,HC CATH GUIDE LAUNCHER 8F LT BYPASS GRAFT 90CM,278,136,,,,
H2784732,HC CATH GUIDE LAUNCHER 8F MP1,278,136,,,,
H2784733,HC CATH GUIDE LAUNCHER 8F MP1 W/SH,278,136,,,,
H2784734,HC CATH GUIDE LAUNCHER 8F MP2,278,136,,,,
H2784735,HC CATH GUIDE LAUNCHER 8F MP2 W/SH,278,136,,,,
H2784736,HC CATH GUIDE LAUNCHER 8F SHORT LT 3.5,278,136,,,,
H2784737,HC CATH GUIDE LAUNCHER 8F SHORT LT 4.0,278,136,,,,
H2784738,HC CATH GUIDE LAUNCHER 8F SHORT LT 4.5,278,136,,,,
H2784739,HC CATH GUIDE LAUNCHER 8F SHORT LT 5.0,278,136,,,,
H2784740,HC CATH GUIDE LAUNCHER 8F SHORT LT 6.0,278,136,,,,
H2784741,HC PARTICLE LC BEAD 100-300 MIC,278,"4,853.00",,,,
H2784742,HC PARTICLE LC BEAD 300-500 MIC,278,"4,623.00",,,,
H2784743,HC ADAPTOR LEAD LT VENTRICULAR,278,"1,794.00",,,,
H2784744,HC STENT LIFESTENT SOLO 6X200MM,278,"2,898.00",,,,
H2784745,HC STENT LIFESTENT SOLO 7X200MM,278,"2,898.00",,,,
H2784746,HC STENT LIFESTENT 6X40MM,278,"2,621.00",,,,
H2784747,HC STENT LIFESTENT 6X60MM,278,"2,621.00",,,,
H2784748,HC STENT LIFESTENT 6X80MM,278,"2,621.00",,,,
H2784749,HC STENT LIFESTENT XL 6X100MM,278,"3,174.00",,,,
H2784750,HC STENT LIFESTENT XL 6X120MM,278,"3,174.00",,,,
H2784751,HC STENT LIFESTENT XL 6X150MM,278,"3,863.00",,,,
H2784752,HC STENT LIFESTENT XL 6X170MM,278,"5,242.00",,,,
H2784753,HC STENT LIFESTENT 7X40MM,278,"2,621.00",,,,
H2784754,HC STENT LIFESTENT 7X60MM,278,"2,621.00",,,,
H2784755,HC STENT LIFESTENT 7X80MM,278,"2,621.00",,,,
H2784756,HC STENT LIFESTENT XL 7X100MM,278,"3,174.00",,,,
H2784757,HC STENT LIFESTENT XL 7X120MM,278,"3,174.00",,,,
H2784758,HC STENT LIFESTENT XL 7X150MM,278,"3,863.00",,,,
H2784759,HC STENT LIFESTENT XL 7X170MM,278,"5,242.00",,,,
H2784760,HC CATH GUIDE LIVER BX SET 18GA NDL,278,"1,171.00",,,,
H2784761,HC CATH EP DX LIVEWIRE DUODECA 7F 2-10-2 SL,278,"2,604.00",,,,
H2784762,HC CATH EP DX LIVEWIRE DECAPOLAR 5F 2-5-2 MED,278,"1,408.00",,,,
H2784763,HC CATH EP DX LIVEWIRE DECAPOLAR 5F 2-5-2 XL,278,"1,408.00",,,,
H2784764,HC GW EXENSION LOC,278,138,,,,
H2784765,HC ICD DUAL LUMAX 540 DR-T,278,"41,379.00",,,,
H2784766,HC GW LUNDERQUIST X STIFF .035X145CM,278,166,,,,
H2784767,HC GW LUNDERQUIST .035IN 180CM,278,938,,,,
H2784768,HC GW LUNDERQUIST X STIFF .035X260CM,278,268,,,,
H2784769,HC GW LUNDERQUIST-RING .038X145CM,278,90,,,,
H2784770,HC CATH GUIDE MACH 1 6FX55CM C2,278,202,,,,
H2784771,HC CATH GUIDE MACH 1 6FX55CM RDC,278,202,,,,
H2784772,HC CATH GUIDE MACH 1 7FX55CM RE-S,278,202,,,,
H2784773,HC CATH GUIDE MACH 1 7FX55CM RE-SS,278,202,,,,
H2784774,HC CATH GUIDE MACH 1 8FX55CM HS,278,202,,,,
H2784775,HC CATH GUIDE MACH 1 8FX55CM RE-S,278,202,,,,
H2784776,HC CATH GUIDE MACH 1 8FX55CM RE-SS,278,202,,,,
H2784777,HC CATH GUIDE MACH 1 8FX55CM C1,278,202,,,,
H2784778,HC CATH GUIDE MACH 1 8FX55CM C2,278,202,,,,
H2784779,HC CATH GUIDE MACH 1 8FX55CM MP,278,202,,,,
H2784780,HC CATH GUIDE MACH 1 8FX55CM MP 2,278,202,,,,
H2784781,HC CATH GUIDE MACH 1 8FX55CM LIMA,278,202,,,,
H2784782,HC CATH GUIDE MACH 1 8FX55CM RDC,278,202,,,,
H2784783,HC CATH GUIDE MACH 1 8FX55CM RE 1,278,202,,,,
H2784784,HC CATH GUIDE MACH 1 8FX55CM RE 2,278,202,,,,
H2784785,HC CATH DRNG ULTRATHANE MP MAC-LOC 10.2F,278,436,,,,
H2784786,HC GW MAGIC TORQUE .035X180CM,278,164,,,,
H2784787,HC GW MAGIC TORQUE .035X260CM,278,164,,,,
H2784788,HC CATH HEMO SHRT TRM MAHURKAR 11.5F 19.5CM CRVD,278,"1,161.00",,,,
H2784789,HC CATH HEMO SHRT TRM MAHURKAR W/VITACUFF 11.5F 19.5CM CRVD,278,263,,,,
H2784790,HC CATH HEMO SHRT TRM MAHURKAR W/VITACUFF 11.5F 13.5CM CRVD,278,198,,,,
H2784791,HC CATH HEMO SHRT TRM MAHURKAR 11.5F 16CM CRVD,278,775,,,,
H2784792,HC CATH HEMO SHRT TRM MAHURKAR W/VITACUFF 11.5F 16CM CRVD,278,316,,,,
H2784793,HC CATH HEMO SHRT TRM MAHURKAR 11.5F 24CM CRVD,278,"1,307.00",,,,
H2784794,HC CATH HEMO SHRT TRM MAHURKAR TRIPLE LUMEN 12F 24CM,278,"1,206.00",,,,
H2784795,HC CATH HEMO SHRT TRM MAHURKAR TRIPLE LUMEN 12F 20CM,278,"1,558.00",,,,
H2784796,HC CATH HEMO SHRT TRM MAHURKAR TRIPLE LUMEN 12F 16CM,278,"1,206.00",,,,
H2784797,HC CATH HEMO LNG TRM MAHURKAR MAXID W/O HOLES 19CM,278,"4,193.00",,,,
H2784798,HC CATH HEMO LNG TRM MAHURKAR MAXID W/O HOLES 23CM,278,"3,293.00",,,,
H2784799,HC CATH HEMO LNG TRM MAHURKAR MAXID W/O HOLES 28CM,278,"3,293.00",,,,
H2784800,HC CATH HEMO LNG TRM MAHURKAR MAXID 14.5F 19CM,278,"3,366.00",,,,
H2784801,HC CATH HEMO LNG TRM MAHURKAR MAXID 14.5F 33CM,278,"3,366.00",,,,
H2784802,HC CATH HEMO LNG TRM MAHURKAR MAXID W HOLES 19CM,278,656,,,,
H2784803,HC CATH HEMO LNG TRM MAHURKAR MAXID W HOLES 23CM,278,656,,,,
H2784804,HC CATH HEMO LNG TRM MAHURKAR MAXID W HOLES 33CM,278,"3,293.00",,,,
H2784805,HC CATH INF MAHURKAR 13.5F 13.5CM CRVD,278,"1,048.00",,,,
H2784806,HC CATH INF MAHURKAR 13.5F 13.5CM,278,"1,614.00",,,,
H2784807,HC CATH INF MAHURKAR 13.5F 16CM CRVD,278,"1,048.00",,,,
H2784808,HC CATH INF MAHURKAR 13.5F 16CM,278,"1,614.00",,,,
H2784809,HC CATH INF MAHURKAR 13.5F 19.5CM CRVD,278,"1,048.00",,,,
H2784810,HC CATH INF MAHURKAR 13.5F 24CM STR,278,"1,007.00",,,,
H2784811,HC CATH INF MAHURKAR 13.5F 24CM CRVD,278,"1,614.00",,,,
H2784812,HC GW MAILMAN STRAIGHT 300CM,278,192,,,,
H2784813,HC CATH DRNG PERCUFLEX  24,278,233,,,,
H2784814,HC CATH GUIDE MARATHON FLOW 1.3FX165CM,278,"1,645.00",,,,
H2784815,HC COIL EMBO MATRIX2 3MMX6CM,278,"4,587.00",,,,
H2784816,HC COIL EMBO MATRIX2 4MM X 8CM,278,"4,651.00",,,,
H2784817,HC COIL EMBO MATRIX2 5MM X 8CM,278,"4,651.00",,,,
H2784818,HC COIL EMBO MATRIX2 5MM X 10CM,278,"4,718.00",,,,
H2784819,HC COIL EMBO MATRIX2 6MM X 15CM,278,"4,928.00",,,,
H2784820,HC COIL EMBO MATRIX2 7MM X 15CM,278,"4,928.00",,,,
H2784821,HC COIL EMBO MATRIX2 8MM X 20CM,278,"5,097.00",,,,
H2784822,HC COIL EMBO MATRIX2  360 8MM X 20CM,278,"5,673.00",,,,
H2784823,HC CATH BLN PTA MAVERICK 2X20MM,278,387,,,,
H2784824,HC CATH BLN PTA MAVERICK 2.5X20MM,278,387,,,,
H2784825,HC CATH BLN PTA MAVERICK 3X20MM,278,387,,,,
H2784826,HC CATH HEMO LNG TRM MAHURKAR MAXID 14.5F 23CM,278,674,,,,
H2784827,HC CATH HEMO LNG TRM MAHURKAR MAXID 14.5F 28CM,278,674,,,,
H2784828,HC ICD DUAL MAXIMO II DR,278,"25,656.00",,,,
H2784829,HC ICD SGL MAXIMO II VR,278,"26,827.00",,,,
H2784830,HC GW NITINOL .018X80CM,278,116,,,,
H2784831,HC ADAPTOR LEAD IS1 BIPOLAR TO PULSE GEN,278,"2,414.00",,,,
H2784832,HC LEAD TRANSVENOUS TEMP PACER 100CM,278,774,,,,
H2784833,HC LEAD TRANSVENOUS TEMP PACER 200CM,278,774,,,,
H2784834,HC ADAPTOR LEAD PACER FOR HV LEAD,278,690,,,,
H2784835,HC LEAD ICD SUBQ MODEL 6996SQ,278,"6,345.00",,,,
H2784836,HC VALVE PULMONARY MELODY TRANSCATHETER,278,"66,206.00",,,,
H2784837,HC CATH OCCL DOUBLE HSG BLN,278,367,,,,
H2784838,HC CATH GUIDE MERCI MC14X 150CM,278,"1,312.00",,,,
H2784839,HC CATH GUIDE MERCI MC18L 150CM,278,"1,312.00",,,,
H2784840,HC CATH THROMB MERCI RETRIEVER X6,278,"9,104.00",,,,
H2784841,HC CATH GUIDE MERCI BLN 8FX95CM,278,"2,414.00",,,,
H2784842,HC CATH GUIDE MERCI BLN 8FX80CM,278,"2,414.00",,,,
H2784843,HC CATH THROMB MERCI RETRIEVER V 2.0 FIRM,278,"8,815.00",,,,
H2784844,HC CATH THROMB MERCI RETRIEVER V 2.5 SOFT,278,"8,815.00",,,,
H2784845,HC CATH THROMB MERCI RETRIEVER V 2.5 FIRM,278,"8,815.00",,,,
H2784846,HC CATH THROMB MERCI RETRIEVER V 3.0 FIRM,278,"8,815.00",,,,
H2784847,HC CATH THROMB MERCI RETRIEVER V 3.0 SOFT,278,"8,552.00",,,,
H2784848,HC FILTER IVC MERIDIAN FEM APPRCH,278,"2,898.00",,,,
H2784849,HC FILTER IVC MERIDIAN JUG APPRCH,278,"2,898.00",,,,
H2784851,HC TUBE GASTRO MIC 16F 3-5ML BLN,278,85,,,,
H2784852,HC TUBE GASTRO MIC 18F 7-10ML BLN,278,85,,,,
H2784853,HC TUBE GASTRO MIC 20F 7-10ML BLN,278,85,,,,
H2784854,HC TUBE GASTRO MIC 22F 7-10ML BLN,278,85,,,,
H2784855,HC TUBE GASTRO MIC 24F 7-10ML BLN,278,85,,,,
H2784856,HC TUBE JEJUNAL MIC 14F,278,357,,,,
H2784857,HC TUBE JEJUNAL MIC 16F,278,357,,,,
H2784858,HC TUBE JEJUNAL MIC 18F,278,357,,,,
H2784859,HC TUBE JEJUNAL MIC 20F,278,357,,,,
H2784860,HC TUBE JEJUNAL MIC 22F,278,345,,,,
H2784861,HC TUBE JEJUNAL MIC 24F,278,357,,,,
H2784862,HC TUBE GJ 16FX57.9CM,278,470,,,,
H2784863,HC TUBE GJ 20FX57.9CM,278,470,,,,
H2784864,HC TUBE FEEDING MIC JEJUNAL LNGTH 22F,278,470,,,,
H2784865,HC TUBE GJ 24FX57.9CM,278,470,,,,
H2784866,HC TUBE TRANSGASTRIC-J 22F 45CM,278,614,,,,
H2784867,HC INTRO MIC-G FOR MIC 18 G-TUBE 22F DILATOR,278,518,,,,
H2784868,HC INTRO MIC-G FOR MIC 20 G-TUBE 24F DILATOR,278,522,,,,
H2784869,HC TUBE GASTRO MIC-KEY LO-PRO 18FX1.5CM,278,253,,,,
H2784870,HC TUBE GASTRO MIC-KEY LO-PRO 18F 3.5CM,278,253,,,,
H2784871,HC TUBE GASTRO MIC-KEY LO-PRO 18F 4.0CM,278,252,,,,
H2784872,HC TUBE GASTRO MIC-KEY LO-PRO 18FX2CM,278,253,,,,
H2784873,HC TUBE FEEDING MIC-KEY LOW PROFILE 20F 3.0CM,278,252,,,,
H2784874,HC TUBE FEEDING MIC-KEY LOW PROFILE 20F 3.5CM,278,252,,,,
H2784875,HC STENT MICRO-DRIVER OTW 2.25X8MM,278,"1,931.00",,,,
H2784876,HC STENT MICRO-DRIVER OTW 2.25X12MM,278,"1,931.00",,,,
H2784877,HC STENT MICRO-DRIVER OTW 2.25X14MM,278,"1,931.00",,,,
H2784878,HC STENT MICRO-DRIVER OTW 2.25X18MM,278,"1,931.00",,,,
H2784879,HC STENT MICRO-DRIVER OTW 2.5X8MM,278,"1,931.00",,,,
H2784880,HC STENT MICRO-DRIVER OTW 2.5X12MM,278,"1,931.00",,,,
H2784881,HC STENT MICRO-DRIVER OTW 2.5X14MM,278,"1,931.00",,,,
H2784882,HC STENT MICRO-DRIVER OTW 2.5X18MM,278,"1,931.00",,,,
H2784883,HC STENT MICRO-DRIVER OTW 2.5X24MM,278,"1,931.00",,,,
H2784884,HC STENT MICRO-DRIVER OTW 2.75X12MM,278,"1,931.00",,,,
H2784885,HC STENT MICRO-DRIVER OTW 2.75X14MM,278,"1,931.00",,,,
H2784886,HC STENT MICRO-DRIVER OTW 2.75X18MM,278,"1,931.00",,,,
H2784887,HC STENT MICRO-DRIVER OTW 2.75X24MM,278,"1,931.00",,,,
H2784888,HC CATH INFUSE MICROMEWI 180CM 5CM,278,492,,,,
H2784889,HC CATH INFUSE MICROMEWI 180CM 10CM,278,492,,,,
H2784891,HC COIL EMBO MICROPLEX-10 HYPERSOFT 1.5MMX1CM,278,"2,596.00",,,,
H2784892,HC COIL EMBO MICROPLEX-10 HYPERSOFT 1.5MMX4CM,278,"2,596.00",,,,
H2784893,HC COIL EMBO MICROPLEX-10 HYPERSOFT 2MMX2CM,278,"2,596.00",,,,
H2784894,HC INTRO MPIS 4F STIF CNLU W/NIT GW,278,127,,,,
H2784895,HC INTRO MPIS 4F W/NIT GW,278,91,,,,
H2784896,HC INTRO MPIS 4F W/NIT GW ECHOTIP,278,101,,,,
H2784897,HC INTRO MICROPUNCTURE SET 4F,278,164,,,,
H2784898,HC INTRO MPIS 4F W/SS GW,278,76,,,,
H2784899,HC INTRO MPIS 5F STIF CNLU W/NIT GW,278,134,,,,
H2784900,HC INTRO MPIS 5F STIF CNLU W/NIT GW ECHOTIP,278,134,,,,
H2784901,HC INTRO MPIS 5F W/SS GW,278,121,,,,
H2784902,HC INTRO MPIS 5F MALLINCKRODT MOD,278,73,,,,
H2784903,HC INTRO MPIS 5F W/NIT GW,278,91,,,,
H2784904,HC INTRO MPIS 5F W/NIT GW ECHOTIP,278,101,,,,
H2784905,HC GW MICROPUNCTURE NITINOL .018X40CM,278,41,,,,
H2784906,HC CATH GUIDE MICROSHEATH XLT TPR VERT,278,759,,,,
H2784907,HC TUBE TRANSGASTRIC-J 18F 45CM,278,614,,,,
H2784908,HC CATH BLN PTA MINI TREK OTW 1.20X8MM,278,483,,,,
H2784909,HC CATH BLN PTA MINI TREK OTW 1.20X12MM,278,483,,,,
H2784910,HC CATH BLN PTA MINI TREK OTW 1.20X15MM,278,483,,,,
H2784911,HC CATH BLN PTA MINI TREK OTW 1.5X6MM,278,441,,,,
H2784912,HC CATH BLN PTA MINI TREK OTW 1.5X8MM,278,441,,,,
H2784913,HC CATH BLN PTA MINI TREK OTW 1.5X12MM,278,441,,,,
H2784914,HC CATH BLN PTA MINI TREK OTW 1.5X15MM,278,441,,,,
H2784915,HC CATH BLN PTA MINI TREK OTW 1.5X20MM,278,441,,,,
H2784916,HC CATH BLN PTA MINI TREK OTW 2.0X6MM,278,441,,,,
H2784917,HC CATH BLN PTA MINI TREK OTW 2.0X8MM,278,441,,,,
H2784918,HC CATH BLN PTA MINI TREK OTW 2.0X12MM,278,441,,,,
H2784919,HC CATH BLN PTA MINI TREK OTW 2.0X15MM,278,441,,,,
H2784920,HC CATH BLN PTA MINI TREK OTW 2.0X20MM,278,441,,,,
H2784921,HC CATH BLN PTA MINI TREK RX 1.2X8MM,278,483,,,,
H2784922,HC CATH BLN PTA MINI TREK RX 1.2X12MM,278,483,,,,
H2784923,HC CATH BLN PTA MINI TREK RX 1.2X15MM,278,483,,,,
H2784924,HC CATH BLN PTA MINI TREK RX 1.5X6MM,278,483,,,,
H2784925,HC CATH BLN PTA MINI TREK RX 1.5X8MM,278,483,,,,
H2784926,HC CATH BLN PTA MINI TREK RX 1.5X12MM,278,483,,,,
H2784927,HC CATH BLN PTA MINI TREK RX 1.5X15MM,278,483,,,,
H2784928,HC CATH BLN PTA MINI TREK RX 1.5X20MM,278,483,,,,
H2784929,HC CATH BLN PTA MINI TREK RX 2X6MM,278,483,,,,
H2784930,HC CATH BLN PTA MINI TREK RX 2X8MM,278,483,,,,
H2784931,HC CATH BLN PTA MINI TREK RX 2X12MM,278,483,,,,
H2784932,HC CATH BLN PTA MINI TREK RX 2X15MM,278,483,,,,
H2784933,HC CATH BLN PTA MINI TREK RX 2X20MM,278,483,,,,
H2784934,HC CATH GUIDE MINNIE SUPPORT 6F X .018,278,357,,,,
H2784935,HC CATH GUIDE MINNIE SUPPORT 6F X .035,278,357,,,,
