PROC #,Procedure Description,IP Price,OP Price,Note (*)
507,MAM PLC DEVICE LT,806.5,806.5,
508,MAM SCREEN BILAT,784,784,
509,MAM SURG SPECIMEN,2814.5,2814.5,
510,MEDIHONEY GEL/PASTE 1.5 OZ,81,81,
511,MENDER MENISCUS 250,613,613,
512,METABOLIC PANEL CAL IONIZED,165,165,
513,METANEPHRIINES Q430,179,179,
514,MIC SENSITIVITY,64,64,
515,MOD SED > AGE 5 INTL 15 MIN W SAME,425,425,
516,MOD SED EACH ADDL 15 MIN W SAME,425,425,
517,MOLECULAR CYTOGENETICS FISH,157,157,
518,MONO TEST,151,151,
519,MORPHOMETRIC ANALYSIS,1119.5,1119.5,
520,MRA HEAD W/O CONT,2338.5,2338.5,
521,MRA NECK W AND W/O CONT,4241.5,4241.5,
522,MRI ABDOMEN W AND W/O CONTRAST,5219.5,5219.5,
523,MRI ABDOMEN W/O CONTRAST,2647.5,2647.5,
524,MRI BRAIN W AND W/O CONTRAST,5439.5,5439.5,
525,MRI BRAIN W/O CONTRAST,2789,2789,
526,MRI CHEST W AND W/O CONTRAST,4077,4077,
527,MRI C-SPINE W AND W/O CONTRAST,5215,5215,
528,MRI C-SPINE W/O CONTRAST,2906.5,2906.5,
529,MRI LOW EXT JNT W/CONTRAST RT,2870.5,2870.5,
530,MRI LOW EXT JNT W/O CONT LT,2613,2613,
531,MRI LOW EXT W AND WO CONT LT,3346,3346,
532,MRI LOW EXT W/O CONTRAST RT,2581.5,2581.5,
533,MRI LOWEXTJNT W AND WO CONT LT,4871.5,4871.5,
534,MRI L-SPINE W AND W/O CONTRAST,5602.5,5602.5,
535,MRI L-SPINE W/O CONTRAST,3092.5,3092.5,
536,MRI ORBITFACENECK W AND WO CON,5029.5,5029.5,
537,MRI PELVIS W AND W/O CONTRAST,5176,5176,
538,MRI PELVIS W/O CONTRAST,2789,2789,
539,MRI T-SPINE W AND W/O CONTRAST,5174.5,5174.5,
540,MRI T-SPINE W/O CONTRAST,2851,2851,
541,MRI UP EXT JNT W/CONTRAST RT,3079.5,3079.5,
542,MRI UP EXT JNT W/O CONTRAST RT,2685.5,2685.5,
543,MRI UP EXT W AND WO CONT RT,3423,3423,
544,MRI UP EXT W/CONTRAST LT,2727,2727,
545,MRI UP EXT W/O CONTRAST RT,2752.5,2752.5,
546,MUMPS ANTIBODY IGG,96,96,
547,MYCO TB AMPLIFIED PROBE TECHNI,252,252,
548,MYCOBACT TUBERC DIRECT PROBE,149,149,
549,MYCOBACTERIA DIRECT PROBE,152,152,
550,MYCOBACTERIAL IDENTIFICATION,81,81,
551,MYCOPLASMA,97.5,97.5,
552,NEEDLE EZ I/O ALL SIZES,675,675,
553,NEEDLE VERESS/INSUFFLATION 100,384,384,
554,NEISSERIA GONNORRHOEAE AMP,268,268,
555,NM BONE 3 PHASE,4418,4418,
556,NM BONE OR JOINT IMG LTD,2976,2976,
557,NM BONE WHOLE BODY,3892,3892,
558,NM CARD MULTI REST OR STRESS,7317,7317,
559,NM CARD SINGLE REST OR STRESS,6652,6652,
560,NM GASTRIC EMPTYING,2662,2662,
561,NM GI BLOOD LOSS,2662,2662,
562,NM HEPATOBILIARY W PHARMACOLOGIC,2934.5,2934.5,
563,NM HEPATOBILIARY WO PHARMACOLOGIC,2667.5,2667.5,
564,NM KIDNEY SCAN WFLOW AND FUNCT,4215,4215,
565,NM LOC INFLAMMATORY PROCESS LM,8868.5,8868.5,
566,NM LUNG PERF PART,2662,2662,
567,NM LUNG VENT AND PERFUSION IMG,3532,3532,
568,NM PARATHYROID,2730,2730,
569,NM PARATHYROID W SPECT,3127.5,3127.5,
570,NM THYROID SCAN W/UPTAKE MU,3221,3221,
571,Observation - Direct Admit,154,154,
572,OCCULT BLOOD STOOL SINGLE S,53.5,53.5,
573,OR - Lvl 1 - 1st 30 Min,3759,3759,
574,OR - Lvl 1 - Add Min,107.5,107.5,
575,OR - Lvl 2 - 1st 30 Min,4702.5,4702.5,
576,OR - Lvl 2 - Add Min,126.5,126.5,
577,OR - Lvl 3 - 1st 30 Min,5883,5883,
578,OR - Lvl 3 - Add Min,141,141,
579,OR - Lvl 4 - 1st 60 Min,14030.5,14030.5,
580,OR - Lvl 4 - Add Min,167,167,
581,OR - Lvl 5 - 1st 60 Min,17545.5,17545.5,
582,OR - Lvl 5 - Add Min,179,179,
583,ORGANIC ACID SINGLE QUAN,166.5,166.5,
584,OSMOLALITY,59.5,59.5,
585,OSMOLALITY URINE,50.5,50.5,
586,OT ADL 15 MIN,203.5,203.5,
587,OT COGNITIVE TRAINING 15 MIN,91.5,91.5,
588,OT EVAL COMPLEX,524.5,524.5,
589,OT EVAL LOW,419.5,419.5,
590,OT EVAL MODERATE,457.5,457.5,
591,OT FLUIDOTHERAPY,209.5,209.5,
592,OT ORTHOTIC FIT/TRAIN 15 MIN INITIAL,203,203,
593,OT PARAFFIN BATH,98,98,
594,OVA AND PARASITE,214.5,214.5,
595,OXIMETRY OVERNIGHT,325.5,325.5,
596,OXIMETRY SINGLE DETERMINATION,97,97,
597,PACK ARTHROSCOPY,272,272,
598,PACK GYN LAPAROSCOPY MEDLINE,777.5,777.5,
599,PACK KNEE ARTHROSCOPY,382.5,382.5,
600,PACK PACEMAKER,398.5,398.5,
601,PACK SHOULDER ARTHROSCOPY,520.5,520.5,
602,PACU - Phase I Lvl 1 - 1st 15 Min,542.5,542.5,
603,PACU - Phase I Lvl 1 - Add Min,28.5,28.5,
604,PACU - Phase I Lvl 2 - 1st 15 Min,1077.5,1077.5,
605,PACU - Phase I Lvl 2 - Add Min,34.5,34.5,
606,PACU - Phase II Lvl 1 - 1st 15 Min,372.5,372.5,
607,PACU - Phase II Lvl 1 - Add Min,19,19,
608,PACU - Phase II Lvl 2 - 1st 15 Min,492.5,492.5,
609,PACU - Phase II Lvl 2 - Add Min,23,23,
610,PAD DEFIB 1STEP ADLT CPR,464,464,
611,PAD DEFIBRILLATOR,135,135,
612,PAD ELECTRODE PRO PADZ,318.5,318.5,
613,PAD ONLY VAC TRAC,135,135,
614,PAD SEQ COMP KNEE ALL SZ,89,89,
615,PARATHYROID HORMONE INTACT,335,335,
616,PARTICLE AGGLUTINATION EA,75,75,
617,PH FLUID,29,29,
618,PHENYTOIN,187.5,187.5,
619,PHLEBOTOMY THERAPEUTIC,265.5,265.5,
620,PHOSPHORUS,40,40,
621,PIN BALL 20,188.5,188.5,
622,PLACE CV CATH PERC AGE 5+,2237,2237,
623,PLATELET AB HEPARIN INDUCED,187.5,187.5,
624,PLATELET AGGREGATION EA AGE,157.5,157.5,
625,PLATELET NEUTRALIZATION,96,96,
626,PNEUMOCOCCAL VACCINE ADMIN FEE,78,78,
627,PNEUMOCYSTIS CARINII,135,135,
628,POTASSIUM,37.5,37.5,
629,POTASSIUM URINE,32.5,32.5,
630,PRE ALBUMIN,107,107,
631,PROBE HOOK 3.5MM,772.5,772.5,
632,PROBE SERFAS 3.5MM CONTOUR,972,972,
633,PROBE SERFAS ENERGY,644,644,
634,PROBE SUCTION ENERGY SERFAS,880,880,
635,PROCALCITONIN,196,196,
636,PROSTATE SPECIFIC AG TOTAL,152.5,152.5,
637,PROTEIN C ACTIVITY,563,563,
638,PROTEIN C ANTIGEN,509.5,509.5,
639,PROTEIN ELECT W/O INTERPRET,128.5,128.5,
640,PROTEIN S AG FREE,346,346,
641,PROTEIN S AG TOTAL,309.5,309.5,
642,PROTEIN TOTAL OTHER SOURCE,82.5,82.5,
643,PROTEIN TOTAL SERUM,40,40,
644,PROTEIN TOTAL URINE,46.5,46.5,
645,PT,29,29,
646,PT E-STIM ATTENDED 15 MIN,201,201,
647,PT E-STIM UNATTENDED,81,81,
648,PT EVAL COMPLEX,524.5,524.5,
649,PT EVAL LOW,438,438,
650,PT EVAL MODERATE,452.5,452.5,
651,PT EXERCISE THERAPEUTIC 15 MIN,220,220,
652,PT GAIT TRAINING 15 MIN,152.5,152.5,
653,PT IONTOPHORESIS 15 MIN,140.5,140.5,
654,PT MANUAL TX JNT MOB/STM 15 MN,228.5,228.5,
655,PT MASSAGE 15 MIN,220,220,
656,PT NEUROMUSCULAR RE-ED 15 MIN,250.5,250.5,
657,PT THERAPEUTIC ACTIVITY 15 MIN,192,192,
658,PT TRACTION MECHANICAL,142.5,142.5,
659,PT ULTRASOUND 15 MIN,67,67,
660,PT VASOPNEUMATIC TREATMENT,171,171,
661,PT WHEELCHAIR TRAINING 15 MIN,165.5,165.5,
662,PTT,76.5,76.5,
663,R&B - ICU,4119,4119,
664,R&B - Intermediate ICU,2288,2288,
665,R&B - Med/Surg,1605,1605,
666,R&B - Swing Bed,1359,1359,
667,RAPID PLASMA REAGIN,92.5,92.5,
668,RBC ANTIGENS NOT ABO/RH EAC,551,551,
669,REAMER CANNULATD,1480,1480,
670,REAMER/DRILL,1365,1365,
671,REM TNL CV DEV W/PORT/PUMP,1326,1326,
672,REMOTE 30 DAY EVENT RECORDER,526,526,
673,REMOVE CERUMEN VIA IRRIGATION,169,169,
674,RENAL FUNCTION PANEL,64,64,
675,RENIN,161,161,
676,RESERVOIR/DRAIN WOUND 100,266.5,266.5,
677,RESERVOIR/DRAIN WOUND 20,81.5,81.5,
678,RESP FCN/STRENGH GROUP,125,125,
679,RESPIRATORY VIRUS,2968.5,2968.5,
680,RETICULOCYTE COUNT AUTOM,70,70,
681,RETRACTOR/PROTCTR WND LRG ALEXIS,312,312,
682,RHEUMATOID FACTOR QUANT,113.5,113.5,
683,ROD REAM BALLTIP 950MM,474,474,
684,ROTAVIRUS ANTIGEN EIA,88,88,
685,RSV AG DIRECT OPTICAL,103.5,103.5,
686,RUBELLA ANTIBODY IGG,105.5,105.5,
687,RUBEOLA ANTIBODY QUAN IGG,94.5,94.5,
688,RUSSELL VIPER VENOM UNDILUTED,111,111,
689,SCD KNEE MED KENDALL,130.5,130.5,
690,SCISSORS ENDO TIP 125,332,332,
691,SCISSORS LAP DISP APPLIED MED,275.5,275.5,
692,SEDIMENTATION RATE WESTERGR,44,44,
693,SERPINA1 GENE ANALYSIS COMMON VARIANTS,348,348,
694,SET 11397 SECONDARY PB VENTED,9,9,
695,SET MICROBORE FILTER,22.5,22.5,
696,SET PCA 3559,38.5,38.5,
697,SET PLUM NITRO CLAVE,41.5,41.5,
698,SET PLUM W/FILTER CLAVE,28.5,28.5,
699,SET PRIMARY 1Y CLAVE,16.5,16.5,
700,SET PRIMARY 3Y CLAVE,31,31,
701,SET PRIMARY PLUM CLAVE,28,28,
702,SEX HORMONE BINDING GLOBULIN Q,159,159,
703,SHAFT MODULAR,340.5,340.5,
704,SHEET REPLACEMENT AIR TAP,890.5,890.5,
705,SHELL VIAL W/STAIN,143.5,143.5,
706,SHOE CAST,164,164,
707,SHOE FRACTURE ALL SIZES,282.5,282.5,
708,SIGMOIDOSCOPY,1486.5,1486.5,
709,SLEEVE DRILL,685.5,685.5,
710,SLEEVE SCD FOOT VENODYNE,326.5,326.5,
711,SLEEVE VENODYNE,127.5,127.5,
712,SLING ULTRA III DONJOY,366,366,
713,SMEAR AFB/FLUORO STAIN,68,68,
714,SMEAR PRIMARY SOURCE,37.5,37.5,
715,SMOKING CESSATION COUNSEL >10,146.5,146.5,
716,SMOKING CESSATION COUNSEL 3-10,69,69,
717,SODIUM,37.5,37.5,
718,SODIUM URINE,38,38,
719,SPECIAL STAIN GROUP 1,256,256,
720,SPECIAL STAIN GROUP 2,316.5,316.5,
721,SPECIAL STAIN IMMUNOPEROX,1119.5,1119.5,
722,SPECIFIC GRAVITY FLUID,20.5,20.5,
723,SPECIMEN COLLECTION CATH,65.5,65.5,
724,SPECIMEN RETRIEVAL SYSTEM,275.5,275.5,
725,SPECTROPHOTOMETRY ANAL NOS,58,58,
726,SPLINT ANKLE STIRRUP,106,106,
727,SPLINT PLASTER ARM LONG,114.5,114.5,
728,SPLINT WRIST THUMB OTS,165.5,165.5,
729,SPUTUM COLLECTION,546.5,546.5,
730,ST EVAL SPEECH GEN DEV ADDL 30 MIN,182,182,
731,ST EVAL SPEECH GEN DEVICE 1HR,614.5,614.5,
732,ST MOD BARIUM SWALLOW 31-60MIN,304,304,
733,ST SWALLOW EVAL 31-60 MIN,456.5,456.5,
734,ST SWALLOW TREATMENT 0-30 MIN,459,459,
735,ST TREATMENT 31-60 MIN,423,423,
736,STAPH AUREUS METHICILLIN RESIST,268,268,
737,STAPLE RELOAD 175,424,424,
738,STAPLE RELOAD 300,841.5,841.5,
739,STAPLER 600,1392.5,1392.5,
740,STAPLER LINEAR CUTTER 75MM,922.5,922.5,
741,STAPLER SKIN 200,529.5,529.5,
742,STREP GRP A SCREEN IMMUNOAS,169.5,169.5,
743,STRESS TEST CARDIOVASCULAR,1675.5,1675.5,
744,SUPPLIES A-LINE W/O FLOTRAC,246.5,246.5,
745,SUPPLIES EMERGENT INTUBATION,440,440,
746,SUPPLIES GENERAL ETT/OPEN HRT,282,282,
747,SUPPLIES GENERAL W/LMA,124.5,124.5,
748,SUPPLIES GENERAL W/REG/SPINAL/EPIDRL,397,397,
749,SUPPLIES MAC,104.5,104.5,
750,SUPPLIES MAC/TIVA W/REG/SPINAL/EPIDRL,189,189,
751,SUPPLIES PICC JACC/MAXBARRIER,772.5,772.5,
752,SUPPLIES PICC MIDLINE,411,411,
753,SUPPLIES PICC VPS,1132.5,1132.5,
754,SUPPLIES REGIONAL,154.5,154.5,
755,SUPPLIES REGIONAL PAIN CONTROL,43,43,
756,SUPPLIES SPINAL,119,119,
757,SUPPLIES TIVA,104.5,104.5,
758,SUPPORT ANKLE LACE UP OTS,91,91,
759,SURG PATH DECALCIFICATION,85,85,
760,SURG PATH LEVEL 1 GROSS ONL,164,164,
761,SURG PATH LEVEL 2 GR/MICRO,240,240,
762,SURG PATH LEVEL 3 GR/MICRO,297,297,
763,SURG PATH LEVEL 4 GR/MICRO,371.5,371.5,
764,SURG PATH LEVEL 5 GR/MICRO,1119.5,1119.5,
765,SURG PATH LEVEL 6 GR/MICRO,2353.5,2353.5,
766,SUSEPTIBILITY STUDIES,35,35,
767,SUSPENSORIES SUPPORT 30,75.5,75.5,
768,SUTURE 15,86.5,86.5,
769,SUTURE 2 ARTHREX,159.5,159.5,
770,SUTURE 25,103,103,
771,SUTURE 30,101.5,101.5,
772,SUTURE 40,158,158,
773,SUTURE 60,105.5,105.5,
774,SUTURE PASSER 225,531.5,531.5,
775,SUTURE PROLENE,181.5,181.5,
776,SUTURE RETRIEVER HEWSON,688,688,
777,SYSTEM AIR TAP,1075,1075,
778,SYSTEM BOWEL MANAGEMENT,869,869,
779,SYSTEM COMPACT VAC CEMENT MIX,420,420,
780,SYSTEM PORT CLOSR CARTR/THOM,531.5,531.5,
781,T3 FREE,152,152,
782,T3 UPTAKE,48,48,
783,TB TEST ALL MEDIATED IMMUN,452,452,
784,TESTOSTERONE FREE,186,186,
785,TESTOSTERONE TOTAL OTHER,189,189,
786,THIAMINE VITAMIN B1,155.5,155.5,
787,THROMBIN TIME PLASMA,34,34,
788,THYROID STIMULATING HORMONE,123,123,
789,THYROXINE,165,165,
790,THYROXINE FREE,138.5,138.5,
791,TISSUE EXAM KOH OVA,28.5,28.5,
792,TOBRAMYCIN PEAK,118.5,118.5,
793,TOGA AIR FILTRATION SYSTEM 100,384.5,384.5,
794,TOGA W/PEEL-AWAY,301,301,
795,TOPIRAMATE,87.5,87.5,
796,TOURNIQUET COLOR CUFF 9/12IN,81,81,
797,TOURNIQUET CUFF SGL 30-44 INCH,174.5,174.5,
798,TOURNIQUET CUFF SGL STRYKER,133,133,
799,TRANSFERRIN,94,94,
800,TRANSFUSE BLOOD/COMPONENT 4 HR,714,714,
801,TRAY CATH FOLEY ADVNC COMP CARE,83,83,
802,TRAY CATH FOLEY SILVER,144.5,144.5,
803,TRAY CATH FOLEY W/BAG 40,90.5,90.5,
804,TRAY CENT LINE 3L 7FRX15CM,671,671,
805,TRAY CENT LINE 5L 7FRX20CM,671,671,
806,TRAY FOLEY URINEMETER SURESTEP,144.5,144.5,
807,TRAY LUMBAR PUNCTURE PED,112.5,112.5,
808,TRAY PARACENTESIS,464.5,464.5,
809,TRAY SAFE T PLUS THORA-PARA CATHETER DRAINAGE,160,160,
810,TRAY THORACENTESIS,178,178,
811,TRIGLYCERIDE,54,54,
812,TROCAR BLLN AND INFLATION 532,1300.5,1300.5,
813,TROCAR CHEST TUBE,111.5,111.5,
814,TROCAR NONBLADED 5MM APPLIED,138,138,
815,TROCAR NONBLADED APPLIED MED,216.5,216.5,
816,TROPONIN I,102.5,102.5,
817,TUBE FEEDING ALL SIZES,111,111,
818,TUBING INFLOW FMS VUE,326.5,326.5,
819,TUBING INSUFFLATOR 70,285.5,285.5,
820,TUBING INSUFFLATOR HEATED PNEUMOSURE,297.5,297.5,
821,UA AUTO W/MICRO,116.5,116.5,
822,URIC ACID BLOOD,38,38,
823,URINALYSIS WITHOUT MICROSCO,74.5,74.5,
824,URINE CULT BACT COLONY CNT,59.5,59.5,
825,URINE CULT W/PRESUMPT IDISOL,60,60,
826,URINE PREGNANCY TEST,135,135,
827,URINEMETER W/CATH FOLEY SILVER,142.5,142.5,
828,US ABD PARACENTESIS W GUIDE,1046,1046,
829,US ABDOMEN,1754.5,1754.5,
830,US ABDOMEN LIMITED,1327,1327,
831,US ABI,344,344,
832,US AORTA SCREENING,903,903,
833,US ARTHROCENTESIS INTERM JNT W US GUIDE,663,663,
834,US BIOPHYS PROF W/O,1229.5,1229.5,
835,US BREAST UNILAT COMPLETE LT,967.5,967.5,
836,US BREAST UNILAT LIMITED RT,737.5,737.5,
837,US CHEST RT,1048,1048,
838,US DUPLEX VENOUS EXTREM BILAT,2125,2125,
839,US DUPLEX VENOUS EXTREM UNI LT,1298,1298,
840,US DUPLX EXTRACRAN/CAROTID BI,803,803,
841,US EXTREMITY NONVASC COMP RT,1229.5,1229.5,
842,US EXTREMITY NONVASC LIMIT RT,737.5,737.5,
843,US GUIDANCE NEEDLE PLACEMEN,554,554,
844,US GUIDANCE VASCULAR ACCESS,169.5,169.5,
845,US LIMITED ECHO,922.5,922.5,
846,US PELVIS NON OB,1597,1597,
847,US PELVIS NON OB LIMITED,737.5,737.5,
848,US PREGNANCY DIAGNOSIS TA,1229.5,1229.5,
849,US PREGNANCY FOLLOW UP,737.5,737.5,
850,US PREGNANCY LIMITED,1229.5,1229.5,
851,US PREGNANCY TRANSVAGINAL,1229.5,1229.5,
852,US RENAL COMPLETE,1303.5,1303.5,
853,US RENAL LIMITED,1229.5,1229.5,
854,US SCROTUM,1372.5,1372.5,
855,US SOFT TISSUE HEAD/NECK,1229.5,1229.5,
856,US THORACENTESIS W GUIDE RT,2263.5,2263.5,
857,US TRANSVAGINAL,1275,1275,
858,VALPROIC ACID,99.5,99.5,
859,VANCOMYCIN TROUGH,99.5,99.5,
860,VARICELLA ZOSTER AB IGM,111.5,111.5,
861,VARICELLA ZOSTER VIRUS,88,88,
862,VENIPUNCTURE,41,41,
863,VENTILATOR INITIAL DAILY,1831.5,1831.5,
864,VENTILATOR SUBSEQUENT DAILY,1215,1215,
865,VIRUS ISOLATIOIN BY NONIMMUNO,247.5,247.5,
866,VISIT OP ESTAB LEVEL 1,77.5,77.5,
867,VISIT OP ESTAB LEVEL 2,115.5,115.5,
868,VISIT OP ESTAB LEVEL 3,142,142,
869,VITAMIN B12,110.5,110.5,
870,VITAMIN D1-25 DIHYDROXY,281,281,
871,VITAMIN D3 25-OH HYDROXY,216.5,216.5,
872,WALKER AIR EQUALIZER,234.5,234.5,
873,WASHER 13MM,135,135,
874,WASHER 7.0MM,122,122,
875,WET PREP YEAS TRIC CLUE CEL,99,99,
876,WIRE 275,862,862,
877,WIRE K,181.5,181.5,
878,WIRE K 1.6MM,143,143,
879,WIRE K 100-150MM MEDRTIS,199.5,199.5,
880,WIRE K DRILL TIP,458,458,
881,WIRE KIRSCHNER 0.8-3.0MM SYNTHES,490.5,490.5,
882,XR ABDOMEN AP ONLY (KUB),247.5,247.5,
883,XR ABDOMEN AP/DECUB OR ERECT,296,296,
884,XR ABDOMEN AP/DECUB/ERECT/C,806.5,806.5,
885,XR ANKLE 2 VIEWS LT,487.5,487.5,
886,XR ANKLE COMPLETE 3+ VIEWS RT,520,520,
887,XR ARTHROCENTESIS MAJOR JOINT,1034,1034,
888,XR BONE AGE STUDIES,806.5,806.5,
889,XR BONE DENSITY STUDY AXIAL,806.5,806.5,
890,XR BONE SURVEY COMPLETE,887,887,
891,XR CALCANEUS 2+ VIEWS LT,487.5,487.5,
892,XR CHEST 1 VIEW,153,153,
893,XR CHEST 2 VIEWS,479.5,479.5,
894,XR CHEST 3 VIEW,610.5,610.5,
895,XR CHEST W/2 OBLIQUES,790,464,
896,XR CLAVICLE COMPLETE RT,553.5,553.5,
897,XR C-SPINE 2 OR 3 VIEWS,806.5,806.5,
898,XR C-SPINE 4 OR 5 VIEWS,887,887,
899,XR C-SPINE 6+ VIEWS,975.5,975.5,
900,XR ELBOW 2 VIEWS LT,528.5,528.5,
901,XR ELBOW COMPLETE 3+ VIEWS LT,642.5,642.5,
902,XR ESOPHAGUS,806.5,806.5,
903,XR FACIAL BONES COMPLETE 3+,806.5,806.5,
904,XR FEMUR 2 VW LT,585,585,
905,XR FINGER RIGHT HAND THUMB,487.5,487.5,
906,XR FLUORO < 1 HR,1537,1537,
907,XR FLUORO GUID SPINE INJECT,340.5,340.5,
908,XR FLUORO GUIDANCE NEEDLE P,897,897,
909,XR FOOT 2 VIEWS RT,487.5,487.5,
910,XR FOOT COMPLETE 3+ VIEWS RT,536.5,536.5,
911,XR FOREARM 2 VIEWS LT,534.5,534.5,
912,XR HAND COMPLETE 3+ VIEWS RT,887,887,
913,XR HAND LIMITED 2 VIEWS RT,806.5,806.5,
914,XR HIP BILAT [& PELVIS IF PERFORMED] 2 VW,806.5,806.5,
915,XR HIP BILAT [& PELVIS IF PERFORMED] 3 OR 4 VW,836.5,836.5,
916,XR HIP BILAT [& PELVIS IF PERFORMED] 5+ VW,1537,1537,
917,XR HIP UNI [& PELVIS IF PERFORMED] 1 VW RT,487.5,487.5,
918,XR HIP UNI [& PELVIS IF PERFORMED] 2 OR 3 VW RT,649.5,649.5,
919,XR HIP UNI [& PELVIS IF PERFORMED] 4+ VW RT,806.5,806.5,
920,XR HUMERUS 2+ VIEWS LT,487.5,487.5,
921,XR INJ ARTHROGRAM HIP,610.5,610.5,
922,XR INJ ARTHROGRAM SHOULDER,676.5,676.5,
923,XR KNEE <3 VIEWS LT,594.5,594.5,
924,XR KNEE 3 VIEWS RT,689,689,
925,XR KNEE AP STANDING BILAT,707.5,707.5,
926,XR KNEE COMPLETE 4+ VIEWS LT,840.5,840.5,
927,XR L-SPINE 2 OR 3 VIEWS,806.5,806.5,
928,XR L-SPINE 4 OR 5  VIEWS,1119.5,1119.5,
929,XR L-SPINE COMPLETE W/BENDI,1528.5,1528.5,
930,XR MANDIBLE COMPLETE 4+ VIE,806.5,806.5,
931,XR NASAL BONES COMPLETE 3+,487.5,487.5,
932,XR NECK SOFT TISSUE,487.5,487.5,
933,XR NOSE TO RECTUM FB 1VW CH,1537,1537,
934,XR ORBITS COMPLETE 4+ VIEWS,806.5,806.5,
935,XR PELVIS 1 OR 2 VIEWS,806.5,806.5,
936,XR PELVIS COMPLETE 3+ VIEWS,943,943,
937,XR PUNCTURE SPINAL LUMBAR D,850.5,850.5,
938,XR RIBS BILAT W/CHEST 4+ VI,977,977,
939,XR RIBS UNILAT 2 VIEWS RT,487.5,487.5,
940,XR RIBS UNILAT W/CHEST 3+ V LT,806.5,806.5,
941,XR SACRUM/COCCYX 2+ VIEWS,553.5,553.5,
942,XR SCAPULA COMPLETE LT,487.5,487.5,
943,XR SHOULDER COMPL 2+ VIEWS RT,588,588,
944,XR SI JOINTS 3+ VIEWS,968,968,
945,XR SINUSES COMPLETE 3+ VIEW,743,743,
946,XR SINUSES LIMITED < 3 VIEW,487.5,487.5,
947,XR SKULL < 4 VIEWS,806.5,806.5,
948,XR SKULL COMPLETE 4+ VIEWS,951,951,
949,XR SPINE ENTIRE T-L 1 VW,487.5,487.5,
950,XR SPINE ENTIRE T-L 2 OR 3 VW,806.5,806.5,
951,XR STERNUM 2+ VIEWS,487.5,487.5,
952,XR SWALLOWING FUNCTION,806.5,806.5,
953,XR TEMPOROMANDIBULAR JOINT BIL,498,498,
954,XR TIBIA/FIBULA 2 VIEWS LT,487.5,487.5,
955,XR T-L SPINE JUNCTION 2 VIEWS,487.5,487.5,
956,XR TOE RIGHT FOOT GREAT,550.5,550.5,
957,XR T-SPINE 2 VIEWS,806.5,806.5,
958,XR T-SPINE 3 VIEWS,887,887,
959,XR T-SPINE 4+ VIEWS,975.5,975.5,
960,XR UGI W/AIR CONTRAST W/KUB,1620,1620,
961,XR UGI W/KUB,1012,1012,
962,XR UGI W/SM BOWEL,1537,1537,
963,XR WRIST 2 VIEWS RT,487.5,487.5,
964,XR WRIST COMPLETE 3+ VIEWS LT,724.5,724.5,
965,ACETAMINOPHEN 80 MG CHEWABLE TABLET,0,0,*
966,ACETAMINOPHEN 650 MG/20.3 ML ORAL SOLUTION,0,0,*
967,ACETAMINOPHEN 325 MG TABLET,0,0,*
968,ACETAMINOPHEN 500 MG TABLET,0,0,*
969,ACETAMINOPHEN 120 MG RECTAL SUPPOSITORY,3,3,*
970,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,3,3,*
971,ACETAZOLAMIDE 250 MG TABLET,3.5,3.5,*
972,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,265.5,265.5,*
973,RIVAROXABAN 10 MG TABLET,15,15,*
974,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,95,95,*
975,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,5,5,*
976,ALBUTEROL SULFATE 2 MG/5 ML SYRUP,0.5,0.5,*
977,ROSUVASTATIN 20 MG TABLET,14,14,*
978,ALLOPURINOL 100 MG TABLET,5,5,*
979,ALLOPURINOL 300 MG TABLET,6.5,6.5,*
980,ALPRAZOLAM 0.25 MG TABLET,5,5,*
981,ALPRAZOLAM 0.5 MG TABLET,5,5,*
982,ALUMINUM HYDROXIDE GEL 320 MG/5 ML ORAL SUSPENSION,0.5,0.5,*
983,AMANTADINE HCL 100 MG CAPSULE,3,3,*
984,AMANTADINE HCL 50 MG/5 ML ORAL SOLUTION,0.5,0.5,*
985,AMITRIPTYLINE 10 MG TABLET,3,3,*
986,AMITRIPTYLINE 25 MG TABLET,3,3,*
987,AMITRIPTYLINE 50 MG TABLET,3,3,*
988,AMOXICILLIN 250 MG CAPSULE,3,3,*
989,AMOXICILLIN 500 MG CAPSULE,3,3,*
990,AMOXICILLIN 250 MG/5 ML ORAL SUSPENSION,5,5,*
991,AMPHOTERICIN B 50 MG SOLUTION FOR INJECTION,302.5,302.5,*
992,AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,28.5,28.5,*
993,AMPICILLIN 500 MG SOLUTION FOR INJECTION,12,12,*
994,ASCORBIC ACID (VITAMIN C) 500 MG TABLET,3,3,*
995,ASPIRIN 81 MG CHEWABLE TABLET,0,0,*
996,ASPIRIN 325 MG TABLET,0,0,*
997,ASPIRIN 300 MG RECTAL SUPPOSITORY,3,3,*
998,"CEFOTETAN 1 GRAM/50 ML IN DEXTROSE, ISO-OSMOTIC INTRAVENOUS PIGGYBACK",205,205,*
999,ATENOLOL 100 MG TABLET,3,3,*
1000,ATENOLOL 25 MG TABLET,3,3,*
1001,ATENOLOL 50 MG TABLET,3,3,*
1002,ATROPINE 0.1 MG/ML INJECTION SYRINGE,116.5,116.5,*
