PROC #,Procedure Description,IP Price,OP Price,Note (*)
511,PACU - Phase I Lvl 2 - 1st 15 Min,1077.5,1077.5,
512,PACU - Phase I Lvl 2 - Add Min,34.5,34.5,
513,PACU - Phase I Lvl 3 - 1st 60 Min,3222,3222,
514,PACU - Phase II Lvl 1 - 1st 15 Min,372.5,372.5,
515,PACU - Phase II Lvl 1 - Add Min,19,19,
516,PACU - Phase II Lvl 2 - 1st 15 Min,492.5,492.5,
517,PACU - Phase II Lvl 2 - Add Min,23,23,
518,PAD CHAIR SENSOR,104.5,104.5,
519,PAD DEFIB 1STEP ADLT CPR,464,464,
520,PAD DEFIBRILLATOR,135,135,
521,PAD SEQ COMP KNEE ALL SZ,89,89,
522,PARACENTESIS W/IMAGING,1946.5,1946.5,
523,PARATHYROID HORMONE INTACT,499,285,
524,PCM BS ACCOLADE SR MRI,15275,15275,
525,PCM BS VALITUDE X4 CRTP U128,24000,24000,
526,PCM MEDTR ADVISA DR MRI A2DR01,16250,16250,
527,PCM SYS MEDTR ADAPTA DR,16575,16575,
528,PCM SYS SJ ENDURITY DR,10530,10530,
529,PEG 20FR,1512,1512,
530,PF FO DYNAMIC,181.5,181.5,
531,PF HFO STATIC W/EXPERTISE,175,175,
532,PF WHFO STATIC OTS,625,625,
533,PF WRIST COCK UP,109,109,
534,PH FLUID,37.5,21.5,
535,PHENOBARBITAL,150.5,86,
536,PHENYTOIN,161,92,
537,PHOSPHORUS,58.5,33.5,
538,PLACE CV CATH PERC AGE 5+,1947,1947,
539,PLATELET COUNT AUTO,107,61,
540,PLATELET NEUTRALIZATION,247,141,
541,PLETH LUNG VOLUME AND AWR,552,552,
542,PNEUMOCOCCAL VACCINE ADMIN FEE,78,78,
543,PORT ISP MRI IMPLANT  8FR,3662,3662,
544,POTASSIUM,68.5,39,
545,POTASSIUM URINE,54.5,31,
546,POUCH ETHICON 225,406,406,
547,PRE ALBUMIN,177.5,101.5,
548,PRO INSULIN,240.5,137.5,
549,PROCALCITONIN,324.5,185.5,
550,PROLACTIN,235.5,134.5,
551,PROSTATE SPECIFIC AG TOTAL,223,127.5,
552,PROTEIN C ACTIVITY,640.5,366,
553,PROTEIN C ANTIGEN,681.5,389.5,
554,PROTEIN ELECT UR W/O INTERP,216,123.5,
555,PROTEIN ELECT W/O INTERPRET,131.5,75,
556,PROTEIN S AG FREE,296.5,169.5,
557,PROTEIN S AG TOTAL,352,201,
558,PROTEIN TOTAL OTHER SOURCE,72.5,41.5,
559,PROTEIN TOTAL SERUM,51.5,29.5,
560,PROTEIN TOTAL URINE,172.5,98.5,
561,PT,51,29,
562,PT AQUATIC THERAPY/EXER 15 MIN,204.5,117,
563,PT CANALITH REPOSITIONING PER DAY,302.5,302.5,
564,PT E-STIM UNATTENDED,105,60,
565,PT EVAL COMPLEX,428,244.5,
566,PT EVAL LOW,385,220,
567,PT EVAL MODERATE,385,220,
568,PT EXERCISE THERAPEUTIC 15 MIN,220,125.5,
569,PT GAIT TRAINING 15 MIN,135.5,77.5,
570,PT IONTOPHORESIS 15 MIN,188.5,107.5,
571,PT NEUROMUSCULAR RE-ED 15 MIN,198,113,
572,PT RE-EVAL,262,149.5,
573,PT TRACTION MECHANICAL,100,57,
574,PT ULTRASOUND 15 MIN,121.5,69.5,
575,PTT,73.5,42,
576,PULM REHAB EXER/MONIT PER SESS,146,146,
577,PULMONARY STRESS TEST SIMPLE,304.5,304.5,
578,QUICK CLOT 4 X 4 XRAY,135,135,
579,R&B - ICU,4119,4119,
580,R&B - Intermediate ICU,2288,2288,
581,R&B - Med/Surg,1605,1605,
582,RAPID PLASMA REAGIN,63,36,
583,RAPID PLASMA REAGIN TITER,60.5,60.5,
584,RBC ANTIGENS NOT ABO/RH EAC,912.5,521.5,
585,RBC PRETREATMENT AB ID,561,320.5,
586,REMOTE 30 DAY ECG TECH SUPP_ACT,1327.5,1327.5,
587,REMOTE 30 DAY EVENT RECORDER,254,254,
588,REMOVE CERUMEN VIA IRRIGATION,169,169,
589,REMOVE SKIN TAG <15,175.5,175.5,
590,RENAL FUNCTION PANEL,106,60.5,
591,RENIN,267,152.5,
592,REPAIR CATH CV W/O PORT/PUMP,562,562,
593,RESERVOIR HEMOVAC 70,233.5,233.5,
594,RESERVOIR/DRAIN WOUND 20,81.5,81.5,
595,RESP FCN THERAPY/15 MIN,141,141,
596,RESP FCN/STRENGH GROUP,125,125,
597,RESP MS THERAPY/15 MIN,229,229,
598,RETICULOCYTE COUNT AUTOM,122.5,70,
599,RETRACTOR ENDOSCOPIC,1529,1529,
600,RETRACTOR/PROTCTR WND ALEXIS,203,203,
601,RETRACTOR/PROTCTR WND LRG ALEXIS,312,312,
602,RHEUMATOID FACTOR QUANT,86,49,
603,ROTAVIRUS ANTIGEN EIA,146,83.5,
604,RSV AG DIRECT OPTICAL,146,83.5,
605,RUSSELL VIPER VENOM TIME DILUT,318.5,182,
606,RUSSELL VIPER VENOM UNDILUTED,129.5,74,
607,SCD KNEE MED KENDALL,130.5,130.5,
608,SEDIMENTATION RATE WESTERGR,73.5,42,
609,SET 11397 SECONDARY PB VENTED,7.5,7.5,
610,SET 11664 BLOOD PUMP Y TYPE,75.5,75.5,
611,SET DIAL-A-FLO EXT CLAVE,28.5,28.5,
612,SET MICROBORE FILTER,22.5,22.5,
613,SET PCA PUMP ALARIS,21,21,
614,SET PRIMARY 1Y CLAVE,16.5,16.5,
615,SET PRIMARY 3Y CLAVE,30,30,
616,SET PRIMARY IV PLUMSET,41.5,41.5,
617,SET PRIMARY PLUM CLAVE,41.5,41.5,
618,SET PRIMARY W/CHECK VALVE,19,19,
619,SHEARS COAGULATING 850,1835.5,1835.5,
620,SHEARS CURVD ACE HARMONIC 36CM,1198,1198,
621,SHEARS CURVD ACE HARMONIC 5MM,3824,3824,
622,SHEARS CURVD COAGULATNG HARMONIC,1556.5,1556.5,
623,SICKLING OF RBC REDUCTION,94.5,54,
624,SIGMOIDOSCOPY,1486.5,1486.5,
625,SIGMOIDOSCOPY W/BIOPSY,1903.5,1903.5,
626,SIGMOIDOSCOPY W/DECOMPRESSION,3063.5,3063.5,
627,SIGMOIDOSCOPY W/REMOVE BYSNARE,2316.5,2316.5,
628,SLEEVE SCD 200,453,453,
629,SLEEVE SCD KNEE ALL SIZES,89,89,
630,SLEEVE SCD SMALL KAMBIA,291,291,
631,SMEAR AFB/FLUORO STAIN,88.5,50.5,
632,SMEAR PRIMARY SOURCE,65.5,37.5,
633,SMOKING CESSATION COUNSEL 3-10,69,69,
634,SODIUM,65.5,37.5,
635,SODIUM URINE,60.5,34.5,
636,SPECIAL STAIN GROUP 1,423.5,242,
637,SPECIAL STAIN GROUP 2,554,316.5,
638,SPECIAL STAIN IMMUNOPEROX,1852.5,1058.5,
639,SPECIFIC GRAVITY FLUID,36,20.5,
640,SPECIMEN COLLECTION CATH,46.5,46.5,
641,SPECIMEN RETRIEVAL SYSTEM,275.5,275.5,
642,SPECTROPHOTOMETRY ANAL NOS,272,155.5,
643,SPIROME PFT PRE AND POST BRON,628,628,
644,SPIROMETRY/PFT BASIC,413.5,413.5,
645,SPLINT ANKLE STIRRUP,106,106,
646,SPLINT PLASTER ARM LONG,114.5,114.5,
647,SPLINT PLASTER LEG LONG,213,213,
648,SPLINT PLASTER LEG SHORT,96,96,
649,SPLINT WRIST THUMB OTS,165.5,165.5,
650,ST EVAL APHASIA PER HOUR,318,318,
651,ST MOD BARIUM SWALLOW 31-60MIN,256,146.5,
652,ST SWALLOW EVAL 31-60 MIN,406.5,232.5,
653,ST SWALLOW TREATMENT 31-60 MIN,408.5,233.5,
654,ST TREATMENT 31-60 MIN,376.5,215,
655,STAPH AUREUS METHICILLIN RESIST,398,227.5,
656,STAPLE RELOAD 175,424,424,
657,STAPLE RELOAD 275,841.5,841.5,
658,STAPLE RELOAD 300,841.5,841.5,
659,STAPLER 40,834,834,
660,STAPLER 600,1392.5,1392.5,
661,STAPLER 800,2361.5,2361.5,
662,STAPLER ENDOSCOPIC CURVD,1266,1266,
663,STAPLER HEMORRHOID 33MM,2533,2533,
664,STAPLER LINEAR CUTTER 75MM,922.5,922.5,
665,STAPLER RELOAD 55MM ETHICON,475,475,
666,STENT BILIARY VIABIL,9064.5,9064.5,
667,STREP GRP A SCREEN IMMUNOAS,164.5,94,
668,STREPTOLYSIN-O ANTIBODY,217,124,
669,STRESS TEST CARDIOVASCULAR,1019.5,1019.5,
670,SUCTION TUBING 60,167,167,
671,SUPPLIES CENTRAL LINE,316,316,
672,SUPPLIES EMERGENT INTUBATION,440,440,
673,SUPPLIES GENERAL ETT/OPEN HRT,283,283,
674,SUPPLIES GENERAL W/LMA,125.5,125.5,
675,SUPPLIES MAC/TIVA W/REG/SPINAL/EPIDRL,190.5,190.5,
676,SUPPLIES PICC JACC/MAXBARRIER,772.5,772.5,
677,SUPPLIES PICC MIDLINE,411,411,
678,SUPPLIES TIVA,106.5,106.5,
679,SUPPORT ANKLE LACE UP OTS,91,91,
680,SURG PATH DECALCIFICATION,82.5,47,
681,SURG PATH LEVEL 1 GROSS ONL,271.5,155,
682,SURG PATH LEVEL 2 GR/MICRO,420,240,
683,SURG PATH LEVEL 3 GR/MICRO,520,297,
684,SURG PATH LEVEL 4 GR/MICRO,650,371.5,
685,SURG PATH LEVEL 5 GR/MICRO,1852.5,1058.5,
686,SURG PATH LEVEL 6 GR/MICRO,3894.5,2225.5,
687,SUSEPTIBILITY STUDIES,61.5,35,
688,SUSPENSORIES SUPPORT 30,72,72,
689,SUTURE,191.5,191.5,
690,SUTURE 125,326.5,326.5,
691,SUTURE 25,103,103,
692,SUTURE 30,101.5,101.5,
693,SUTURE ENDOSTITCH,372.5,372.5,
694,SUTURE PASSER 225,531.5,531.5,
695,SUTURE PROLENE,181.5,181.5,
696,SYSTEM AIR TAP,1075,1075,
697,SYSTEM BOWEL MANAGEMENT,869,869,
698,SYSTEM TACKER 1000,1372,1372,
699,T CELLS ABS CD4 AND CD8 WRATIO,568,324.5,
700,T3 FREE,213.5,122,
701,T3 UPTAKE,79.5,45.5,
702,TACROLIMUS,570.5,326,
703,TB TEST ALL MEDIATED IMMUN,748,427.5,
704,TEMP EXTERNAL PACING,1168.5,1168.5,
705,THEOPHYLLINE,172.5,98.5,
706,THIAMINE VITAMIN B1,257.5,147,
707,THORACENTESIS W IMAGING GUIDANCE,1114.5,1114.5,
708,THORACENTESIS WO IMAGING GUIDANCE,834.5,834.5,
709,THYROID MICROSOMAL ANTIBODIES,186.5,106.5,
710,THYROID STIMULATING HORMONE,204,116.5,
711,THYROXINE,87.5,50,
712,THYROXINE FREE,128,73,
713,TIP INSERTER,759,759,
714,TOPIRAMATE,145.5,83,
715,TOURNIQUET CUFF SGL 30-44 INCH,174.5,174.5,
716,TOURNIQUET CUFF SGL STRYKER,133,133,
717,TRANSFERRIN,156,89,
718,TRANSFUSE BLOOD/COMPONENT 4 HR,1939,1108,
719,TRAP POLYP 40,129.5,129.5,
720,TRAY CATH CV PED ALL SIZES ARROW,368.5,368.5,
721,TRAY CATH FOLEY SILVER,144.5,144.5,
722,TRAY CENT LINE 3L 7FRX15CM,671,671,
723,TRAY CHEST TUBE PLACEMENT,387,387,
724,TRAY COUDE  ALL SIZES,284,284,
725,TRAY FOLEY URINEMETER SURESTEP,144.5,144.5,
726,TRAY FOLEY W/STATLOCK SURESTEP,111,111,
727,TRAY LUMBAR PUNCTURE INFANT,102.5,102.5,
728,TRAY LUMBAR PUNCTURE PED,112.5,112.5,
729,TRAY PARACENTESIS,464.5,464.5,
730,TRAY PICC INSERTION SL,1322,1322,
731,TRAY THORA PARA,217,217,
732,TRAY THORA/PARACENTESIS,250,250,
733,TRAY THORACENTESIS,178,178,
734,TREPONEMA PALLIDUM AB,161,92,
735,TRIGLYCERIDE,98,56,
736,TRIIODOTHYRONINE (T-3) TOTA,172.5,98.5,
737,TROCAR 225,1087.5,1087.5,
738,TROCAR 90,203,203,
739,TROCAR BALLOON GELPORT,210.5,210.5,
740,TROCAR BLADED 11/12MM APPLIED,152.5,152.5,
741,TROCAR BLADED 5MM APPLIED MED,138,138,
742,TROCAR BLLN AND INFLATION 532,1300.5,1300.5,
743,TROCAR CHEST TUBE,111.5,111.5,
744,TROCAR NONBLADED 5MM APPLIED,138,138,
745,TROCAR NONBLADED APPLIED MED,216.5,216.5,
746,TROCAR OPTICAL 5X55 LO PROFILE,152.5,152.5,
747,TROPONIN I,120,68.5,
748,TUBE FEEDING JEJUNAL 250,598.5,598.5,
749,TUBING INSUFFLATOR 70,285.5,285.5,
750,TUBING VACUUM 40,87,87,
751,UA AUTO W/MICRO,67.5,38.5,
752,UPR/LXTR ART STDY 3+ LVLS,555.5,555.5,
753,UREA NITROGEN ISTAT,49,28,
754,UREA NITROGEN URINE,65,37,
755,URIC ACID BLOOD,296.5,169.5,
756,URINALYSIS WITHOUT MICROSCO,50,28.5,
757,URINE CULT BACT COLONY CNT,99,56.5,
758,URINE CULT W/PRESUMPT IDISOL,99,56.5,
759,URINE PREGNANCY TEST,128,73,
760,URINEMETER W/CATH FOLEY SILVER,142.5,142.5,
761,US ABDOMEN,1779,1016.5,
762,US ABDOMEN LIMITED,1346,769,
763,US AORTA DIAGNOSTIC,1346,769,
764,US AORTA SCREENING,988,564.5,
765,US BIOPHYS PROF W/O,1346,769,
766,US CHEST,1057,604,
767,US DUPLEX ABD/PEL/RETRO LIM,691.5,691.5,
768,US EXTREMITY NONVASC COMP RT,1346.5,769.5,
769,US EXTREMITY NONVASC LIMIT LT,807.5,461.5,
770,US GUIDANCE NEEDLE PLACEMEN,2454.5,1402.5,
771,US GUIDANCE VASCULAR ACCESS,228.5,130.5,
772,US LIMITED ECHO,807.5,807.5,
773,US PELVIS NON OB,1496.5,855,
774,US PELVIS NON OB LIMITED,982,561,
775,US PREG COMP SIZE/DATE,1710.5,977.5,
776,US PREG COMP SIZE/DATE EA A,1540,880,
777,US PREGNANCY DIAGNOSIS TA,1346,769,
778,US PREGNANCY FOLLOW UP,807.5,461.5,
779,US PREGNANCY LIMITED,1346,769,
780,US PREGNANCY TRANSVAGINAL,1346,769,
781,US RENAL COMPLETE,1480.5,846,
782,US SCROTUM,1495.5,854.5,
783,US SOFT TISSUE HEAD/NECK,1438.5,822,
784,US TRANSVAGINAL,1346,769,
785,VALPROIC ACID,164.5,94,
786,VANCOMYCIN TROUGH,164.5,94,
787,VARICELLA ZOSTER AB IGM,301,172,
788,VENIPUNCTURE,41,23.5,
789,VENTILATOR INITIAL DAILY,1831.5,1831.5,
790,VENTILATOR SUBSEQUENT DAILY,1582,1582,
791,VEST CHEST WALL OSCILLATE,374.5,374.5,
792,VIRUS ISOLATIOIN BY NONIMMUNO,573,327.5,
793,VISIT OP ESTAB LEVEL 1,77.5,77.5,
794,VISIT OP NEW LEVEL 3 L AND D,294.5,294.5,
795,VITAMIN B12,183,104.5,
796,VITAMIN B6,409.5,234,
797,VITAMIN D1-25 DIHYDROXY,485.5,277.5,
798,VITAMIN D3 25-OH HYDROXY,364,208,
799,VITAMIN E,172.5,98.5,
800,WAND COBLATOR W/CORD,1410,1410,
801,WET PREP YEAS TRIC CLUE CEL,173.5,99,
802,WIRE LEAD DISPOSABLE,68,68,
803,XR ABDOMEN AP ONLY (KUB),169.5,97,
804,XR ABDOMEN AP/DECUB OR ERECT,223,127.5,
805,XR ABDOMEN AP/DECUB/ERECT/C,504.5,288.5,
806,XR AC JOINTS BILAT,327.5,187,
807,XR ANKLE 2 VIEWS LT,360.5,206,
808,XR ANKLE COMPLETE 3+ VIEWS LT,384.5,219.5,
809,XR BONE AGE STUDIES,504.5,288.5,
810,XR BONE DENSITY STUDY AXIAL,637.5,364.5,
811,XR BONE LENGTH STUDIES,555,317,
812,XR BONE SURVEY COMPLETE,1109.5,634,
813,XR CALCANEUS 2+ VIEWS RT,305,174.5,
814,XR CHEST 1 VIEW,160,91.5,
815,XR CHEST 2 VIEWS,293,167.5,
816,XR CHEST 2 VIEWS W/APICAL L,574,328,
817,XR CHOLANGIOGRAM INTRAOP,436,249,
818,XR CLAVICLE COMPLETE LT,459,262.5,
819,XR COLON BARIUM ENEMA,1453.5,830.5,
820,XR COLON BARIUM ENEMA W/AIR,2055.5,1174.5,
821,XR C-SPINE 2 OR 3 VIEWS,883,504.5,
822,XR C-SPINE 4 OR 5 VIEWS,971.5,555,
823,XR C-SPINE 6+ VIEWS,1694,968,
824,XR ELBOW 2 VIEWS LT,305,174.5,
825,XR ELBOW COMPLETE 3+ VIEWS RT,338,193,
826,XR ERCP OR,1246.5,712.5,
827,XR ESOPHAGUS,551,315,
828,XR FACIAL BONES COMPLETE 3+,705.5,403,
829,XR FEMUR 1 VW RT,305,174.5,
830,XR FEMUR 2 VW RT,366,209,
831,XR FINGER LEFT HAND THUMB,403,230.5,
832,XR FLUORO < 1 HR,961,549,
833,XR FOOT 2 VIEWS RT,305,174.5,
834,XR FOOT COMPLETE 3+ VIEWS LT,346,197.5,
835,XR FOREARM 2 VIEWS RT,480.5,274.5,
836,XR HAND COMPLETE 3+ VIEWS RT,555,317,
837,XR HAND LIMITED 2 VIEWS RT,504.5,288.5,
838,XR HIP BILAT [& PELVIS IF PERFORMED] 2 VW,555,317,
839,XR HIP BILAT [& PELVIS IF PERFORMED] 3 OR 4 VW,801,457.5,
840,XR HIP BILAT [& PELVIS IF PERFORMED] 5+ VW,961,549,
841,XR HIP UNI [& PELVIS IF PERFORMED] 1 VW RT,305,174.5,
842,XR HIP UNI [& PELVIS IF PERFORMED] 2 OR 3 VW RT,408.5,233.5,
843,XR HIP UNI [& PELVIS IF PERFORMED] 4+ VW LT,504.5,288.5,
844,XR HUMERUS 2+ VIEWS LT,305,174.5,
845,XR INJECT CONTRAST EVAL TUBE,272.5,272.5,
846,XR KNEE <3 VIEWS RT,305,174.5,
847,XR KNEE 3 VIEWS LT,352.5,201.5,
848,XR KNEE AP STANDING BILAT,428,244.5,
849,XR KNEE COMPLETE 4+ VIEWS LT,504.5,288.5,
850,XR L SPINE FLEX/EXT ONLY,693,396,
851,XR L-SPINE 2 OR 3 VIEWS,883,504.5,
852,XR L-SPINE AP/LAT/ FLEX/EXT,971.5,555,
853,XR L-SPINE COMPLETE W/BENDI,1212,692.5,
854,XR MANDIBLE < 4 VIEWS,543.5,310.5,
855,XR MANDIBLE COMPLETE 4+ VIE,883,504.5,
856,XR NASAL BONES COMPLETE 3+,593.5,339,
857,XR NECK SOFT TISSUE,305,174.5,
858,XR NOSE TO RECTUM FB 1VW CH,961,549,
859,XR PELVIS 1 OR 2 VIEWS,504.5,288.5,
860,XR PELVIS COMPLETE 3+ VIEWS,590,337,
861,XR RIBS BILAT W/CHEST 4+ VI,1901.5,1086.5,
862,XR RIBS UNILAT 2 VIEWS RT,534,305,
863,XR RIBS UNILAT W/CHEST 3+ V RT,883,504.5,
864,XR SACRUM/COCCYX 2+ VIEWS,619.5,354,
865,XR SC JOINTS 3+ VIEWS,1157,661,
866,XR SCAPULA COMPLETE LT,501.5,286.5,
867,XR SHOULDER 1 VIEW RT,305,174.5,
868,XR SHOULDER COMPL 2+ VIEWS RT,325.5,186,
869,XR SI JOINTS 3+ VIEWS,614.5,351,
870,XR SINUSES COMPLETE 3+ VIEW,734.5,419.5,
871,XR SKULL < 4 VIEWS,504.5,288.5,
872,XR SKULL COMPLETE 4+ VIEWS,554,316.5,
873,XR SM BOWEL,1030.5,589,
874,XR SPINE ENTIRE T-L 1 VW,534,305,
875,XR SPINE ENTIRE T-L 2 OR 3 VW,883,504.5,
876,XR SPINE ENTIRE T-L 4 OR 5 VW,1682,961,
877,XR SPINE ENTIRE T-L 6+ VW,1850,1057,
878,XR STERNUM 2+ VIEWS,601,343.5,
879,XR SWALLOWING FUNCTION,537,307,
880,XR TEMPOROMANDIBULAR JOINT BIL,521,297.5,
881,XR TIBIA/FIBULA 2 VIEWS LT,305,174.5,
882,XR T-L SPINE JUNCTION 2 VIEWS,534,305,
883,XR TOE LEFT FOOT GREAT,344.5,197,
884,XR T-SPINE 2 VIEWS,883,504.5,
885,XR T-SPINE 3 VIEWS,971.5,555,
886,XR T-SPINE 4+ VIEWS,1208.5,690.5,
887,XR UGI W/AIR CONTRAST W/KUB,850.5,486,
888,XR UGI W/AIR CONTRAST W/O K,1218,716.5,
889,XR UGI W/AIR CONTRAST W/SM,1734,991,
890,XR UGI W/KUB,774.5,442.5,
891,XR UGI W/SM BOWEL,1077.5,615.5,
892,XR WRIST 2 VIEWS LT,380,217,
893,XR WRIST COMPLETE 3+ VIEWS LT,418,239,
894,ACETAMINOPHEN 160 MG/5 ML (5 ML) ORAL SUSPENSION,3,3,*
895,ACETAMINOPHEN 325 MG TABLET,0,0,*
896,ACETAMINOPHEN 500 MG TABLET,0,0,*
897,ACETAMINOPHEN 120 MG RECTAL SUPPOSITORY,3,3,*
898,ACETAMINOPHEN 325 MG RECTAL SUPPOSITORY,3,3,*
899,ACETAMINOPHEN 650 MG RECTAL SUPPOSITORY,3,3,*
900,ACETAZOLAMIDE 250 MG TABLET,3.5,3.5,*
901,ACETAZOLAMIDE 500 MG SOLUTION FOR INJECTION,265.5,265.5,*
902,CEFEPIME 2 G/50 ML NS (LOADABLE MIXTURE),166.5,166.5,*
903,ACETYLCYSTEINE 200 MG/ML (20 %) SOLUTION,95,95,*
904,ALBUTEROL SULFATE 2.5 MG/3 ML (0.083 %) SOLUTION FOR NEBULIZATION,5,5,*
905,ALBUTEROL SULFATE 2 MG/5 ML SYRUP,0.5,0.5,*
906,ALBUTEROL SULFATE 2 MG TABLET,6,6,*
907,MIDAZOLAM (VERSED)50 MG IN NS 50 ML IV SOLN,291,291,*
908,ALLOPURINOL 100 MG TABLET,5,5,*
909,ALLOPURINOL 300 MG TABLET,6.5,6.5,*
910,ALPRAZOLAM 0.25 MG TABLET,5,5,*
911,ALPRAZOLAM 0.5 MG TABLET,5,5,*
912,ISOSULFAN BLUE 1 % SUBCUTANEOUS SOLUTION,"1,997.50","1,997.50",*
913,AMANTADINE HCL 100 MG CAPSULE,3,3,*
914,AMANTADINE HCL 50 MG/5 ML ORAL SOLUTION,0.5,0.5,*
915,AMITRIPTYLINE 10 MG TABLET,3,3,*
916,AMITRIPTYLINE 25 MG TABLET,3,3,*
917,CEFAZOLIN 1 G/50 ML D5W (LOADABLE MIXTURE),63,63,*
918,AMOXICILLIN 250 MG CAPSULE,3,3,*
919,AMOXICILLIN 500 MG CAPSULE,3,3,*
920,AMPICILLIN 1 GRAM SOLUTION FOR INJECTION,28.5,28.5,*
921,AMPICILLIN 2 GRAM SOLUTION FOR INJECTION,38,38,*
922,AMPICILLIN 250 MG SOLUTION FOR INJECTION,13.5,13.5,*
923,AMPICILLIN 500 MG SOLUTION FOR INJECTION,12,12,*
924,ASCORBIC ACID (VITAMIN C) 500 MG TABLET,3,3,*
925,ASPIRIN 81 MG CHEWABLE TABLET,0,0,*
926,ASPIRIN 300 MG RECTAL SUPPOSITORY,3,3,*
927,ATENOLOL 25 MG TABLET,3,3,*
928,ATENOLOL 50 MG TABLET,3,3,*
929,ATROPINE 0.1 MG/ML INJECTION SYRINGE,116.5,116.5,*
930,ATROPINE 0.4 MG/ML INJECTION SOLUTION,47.5,47.5,*
931,ATROPINE 1 MG/ML INJECTION SOLUTION,73,73,*
932,"DIPH,PERTUS(ACEL),TET PED(PF) 25 LF UNIT-58 MCG-10 LF/0.5ML IM SYRINGE",297,297,*
933,C1 ESTERASE INHIBITOR 500 UNIT (10 ML) INTRAVENOUS KIT,11725,11725,*
934,MELATONIN 3 MG TABLET,5,5,*
935,BACITRACIN 500 UNIT/GRAM EYE OINTMENT,680.5,680.5,*
936,BACLOFEN 10 MG TABLET,3,3,*
937,"WATER FOR INJECTION, BACTERIOSTATIC INJECTION SOLUTION",14,14,*
938,BENZONATATE 100 MG CAPSULE,3,3,*
939,BETHANECHOL CHLORIDE 25 MG TABLET,3,3,*
940,BISACODYL 10 MG RECTAL SUPPOSITORY,3,3,*
941,CARILION CLINIC OPIOID PAIN GUIDELINES LINK,0,0,*
942,CALAMINE 8 %-ZINC OXIDE 8 % LOTION,3,3,*
943,"CALCIUM CARBONATE 500 MG CALCIUM (1,250 MG) TABLET",3,3,*
944,"CALCIUM CARBONATE 600 MG CALCIUM (1,500 MG) TABLET",3,3,*
945,CALCIUM CHLORIDE 100 MG/ML (10 %) INTRAVENOUS SOLUTION,61,61,*
946,CALCIUM GLUCONATE 100 MG/ML (10 %) INTRAVENOUS SOLUTION,66,66,*
947,CAPSAICIN 0.025 % TOPICAL CREAM,5.5,5.5,*
948,CARBAMAZEPINE 100 MG CHEWABLE TABLET,3,3,*
949,CARBAMAZEPINE 200 MG/10 ML ORAL SUSPENSION,4,4,*
950,CARBAMAZEPINE 200 MG TABLET,3,3,*
951,CARBAMIDE PEROXIDE 6.5 % EAR DROPS,3,3,*
952,CARISOPRODOL 350 MG TABLET,3,3,*
953,CEFAZOLIN 1 GRAM SOLUTION FOR INJECTION,20.5,20.5,*
954,FLUTICASONE 200 MCG-VILANTEROL 25 MCG/DOSE POWDER FOR INHALATION,221,221,*
955,CHLORDIAZEPOXIDE 25 MG CAPSULE,3,3,*
956,CHLORDIAZEPOXIDE 5 MG CAPSULE,3,3,*
957,CHLORPROMAZINE 25 MG/ML INJECTION SOLUTION,170,170,*
958,LIDOCAINE IN 5 % DEXTROSE (PF) 4 MG/ML (0.4 %) IV BOLUS,0,0,*
959,CHLORPROMAZINE 25 MG TABLET,4.5,4.5,*
960,CEFTAROLINE FOSAMIL 600 MG INTRAVENOUS SOLUTION,898,898,*
961,FLUTICASONE FUROATE 100 MCG/ACTUATION BLISTER POWDER FOR INHALATION,116.5,116.5,*
962,CLINDAMYCIN HCL 150 MG CAPSULE,3,3,*
963,CLONIDINE HCL 0.1 MG TABLET,3,3,*
964,CLONIDINE HCL 0.2 MG TABLET,3,3,*
965,CLONIDINE HCL 0.3 MG TABLET,3,3,*
966,CLOPIDOGREL 300 MG TABLET,25,25,*
967,CLOTRIMAZOLE 1 % TOPICAL CREAM,3,3,*
968,BALANCED B-100 TABLET,3,3,*
969,"CYANOCOBALAMIN (VIT B-12) 1,000 MCG/ML INJECTION SOLUTION",22,22,*
970,CYCLOBENZAPRINE 10 MG TABLET,3,3,*
971,CYCLOPENTOLATE 1 % EYE DROPS,64.5,64.5,*
972,CYPROHEPTADINE 4 MG TABLET,3,3,*
973,ACETYLCYSTEINE 100 MG/ML (10 %) SOLUTION,66,66,*
974,DEXAMETHASONE 0.5 MG TABLET,3,3,*
975,DEXAMETHASONE 4 MG TABLET,3,3,*
976,DEXAMETHASONE 10 MG/ML INJECTION SOLUTION,18,18,*
977,DEXAMETHASONE 4 MG/ML INJECTION SOLUTION,7.5,7.5,*
978,DEXTROSE 25 % IN WATER (D25W) INTRAVENOUS SYRINGE,97.5,97.5,*
979,DEXTROSE 5 % IN WATER (D5W) INTRAVENOUS SOLUTION,28.5,28.5,*
980,DEXTROSE 50 % IN WATER (D50W) INTRAVENOUS SYRINGE,15.5,15.5,*
981,DIAZEPAM 2 MG TABLET,3,3,*
982,DIAZEPAM 5 MG TABLET,3,3,*
983,DIBUCAINE 1 % TOPICAL OINTMENT,60.5,60.5,*
984,DICYCLOMINE 10 MG/ML INTRAMUSCULAR SOLUTION,372,372,*
985,DICYCLOMINE 10 MG CAPSULE,3,3,*
986,DICYCLOMINE 20 MG TABLET,3,3,*
987,DIGOXIN 250 MCG/ML INJECTION SOLUTION,244.5,244.5,*
988,LEVOFLOXACIN 750 MG/150 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,80.5,80.5,*
989,DIGOXIN 125 MCG TABLET,3,3,*
