"Dept Num","Dept Desc","Charge Code","Description","Rev Code","CPT","Description","Price"
"010"," CENTRAL SUPPLY",10000669,"EXOFORM WRIST BRACE RT SM",270,,,58
"010"," CENTRAL SUPPLY",10000670,"KNEE SPLINT UNIV 24 INCH",271,,,123
"010"," CENTRAL SUPPLY",10000671,"EXOFORM WRIST BRACE RT MD",270,,,58
"010"," CENTRAL SUPPLY",10000675,"EXOFORM WRIST BRACE RT LG",270,,,58
"010"," CENTRAL SUPPLY",10000676,"PLASTALUME SPLINTS",271,,,28
"010"," CENTRAL SUPPLY",10000678,"EXOFORM WRIST BRACE RT XL",270,,,58
"010"," CENTRAL SUPPLY",10000684,"URINEMETER TEMP SENSOR FR18",270,,,56.5
"010"," CENTRAL SUPPLY",10000692,"SHOULDER IMMOBILIZER MED",272,,,31.5
"010"," CENTRAL SUPPLY",10000703,"LEG LIFTER",270,,,12.5
"010"," CENTRAL SUPPLY",10000704,"HEEL AND ELBOW PROTECTOR",271,,,13.5
"010"," CENTRAL SUPPLY",10000705,"FOLEY CATH 24FR 30CC",272,,,70.92
"010"," CENTRAL SUPPLY",10000710,"KLING 6""",271,,,6.5
"010"," CENTRAL SUPPLY",10000713,"STERI-STRIP 1/4 X 4",272,,,22
"010"," CENTRAL SUPPLY",10000717,"OSTOMY BARRIER 2 3/4 XL",272,,,6.5
"010"," CENTRAL SUPPLY",10000722,"CANNULA (EAR) CUSHIONS",272,,,6.5
"010"," CENTRAL SUPPLY",10000724,"NASAL CANNULA W/25 FT EXTENSION",272,,,6.5
"010"," CENTRAL SUPPLY",10000730,"CAST SHORT ARM PLASTER-PEDIATRIC",271,"29075","APPLICATION OF FOREARM CAST",231.5
"010"," CENTRAL SUPPLY",10000743,"FOLEY CATHETER 14FR COUDE",272,,,23
"010"," CENTRAL SUPPLY",10000746,"ANKLE BRACE UNIVERSAL",271,,,59
"010"," CENTRAL SUPPLY",10000747,"EXTERNAL CATHETER SMALL",272,,,7.5
"010"," CENTRAL SUPPLY",10000752,"CAUTERY PENCIL(HAND SWITCHED)",271,,,23
"010"," CENTRAL SUPPLY",10000753,"PED O2 MASK MED CONC",272,,,6.5
"010"," CENTRAL SUPPLY",10000759,"DRESSING CHANGE TRAY",272,,,0
"010"," CENTRAL SUPPLY",10000761,"SPLINT LONG ARM FIBERGLASS-ADULT",271,"29105","APPLY LONG ARM SPLINT",465.89
"010"," CENTRAL SUPPLY",10000764,"SPLINT LONG ARM FIBERGLASS-PEDIATRIC",271,"29105","APPLY LONG ARM SPLINT",224
"010"," CENTRAL SUPPLY",10000765,"SHUR-CLENS 20ML",272,,,6.5
"010"," CENTRAL SUPPLY",10000766,"DISP SURGICAL CLIPPER BLADES",272,,,7.5
"010"," CENTRAL SUPPLY",10000767,"SPLINT SHORT ARM PLASTER-ADULT",271,"29125","APPLY FOREARM SPLINT",164.5
"010"," CENTRAL SUPPLY",10000768,"FOLEY CATHETER TRAY 16FR",272,,,43
"010"," CENTRAL SUPPLY",10000770,"SPLINT SHORT ARM FIBERGLASS-ADULT",271,"29125","APPLY FOREARM SPLINT",465.89
"010"," CENTRAL SUPPLY",10000772,"SPLINT SHORT ARM FIBERGLASS-PEDIATRIC",271,"29125","APPLY FOREARM SPLINT",465.89
"010"," CENTRAL SUPPLY",10000773,"SPLINT FINGER STATIC",271,"29130","APPLICATION OF FINGER SPLINT",116
"010"," CENTRAL SUPPLY",10000779,"SPLINT LONG LEG FIBERGLASS-ADULT",271,,,183
"010"," CENTRAL SUPPLY",10000784,"SPLINT SHORT LEG PLASTER-ADULT",271,,,188.5
"010"," CENTRAL SUPPLY",10000785,"SPLINT SHORT LEG FIBERGLASS-ADULT",271,"29515","APPLICATION LOWER LEG SPLINT",291.85
"010"," CENTRAL SUPPLY",10000786,"RESUS BAG W/MASK (DISP) ADULT",272,,,110.5
"010"," CENTRAL SUPPLY",10000789,"DUODERM DRESSING 4X4",272,,,9.5
"010"," CENTRAL SUPPLY",10000790,"CENTRAL LINE KIT 10FR/20CM 5 LUMEN",272,,,394
"010"," CENTRAL SUPPLY",10000802,"SUTURE TRAY DISP",272,,,75.5
"010"," CENTRAL SUPPLY",10000816,"STERI-STRIP 1/4 X 3",270,,,22
"010"," CENTRAL SUPPLY",10000822,"CATHETER STRAP",272,,,14.5
"010"," CENTRAL SUPPLY",10000824,"AEROCHAMBER WITH MASK",270,,,45
"010"," CENTRAL SUPPLY",10000827,"UTILITY MARKER",271,,,6.5
"010"," CENTRAL SUPPLY",10000831,"TEGADERM IV DSG 2 3/8 X 2 3/4",270,,,10.5
"010"," CENTRAL SUPPLY",10000834,"MEFIX TAPE 10CM X 10M",272,,,26.5
"010"," CENTRAL SUPPLY",10000837,"UNIV THUMB-O-PRENE WRAP",270,,,58
"010"," CENTRAL SUPPLY",10000843,"SUCTION LINER W/ TUBING",272,,,18
"010"," CENTRAL SUPPLY",10000850,"HEAVY DUTY ADULT DIAPERS",272,,,82
"010"," CENTRAL SUPPLY",10000859,"DIAL-A-FLO",271,,,0
"010"," CENTRAL SUPPLY",10000864,"W/F SPLINT SMALL RIGHT",271,,,34.5
"010"," CENTRAL SUPPLY",10000865,"CLEAR CATH 24",272,,,0
"010"," CENTRAL SUPPLY",10000867,"PRIMARY IV PLUM SET",271,,,0
"010"," CENTRAL SUPPLY",10000869,"BLOOD Y-TYPE SL",272,,,0
"010"," CENTRAL SUPPLY",10000870,"EAR SYRINGE",272,,,6.5
"010"," CENTRAL SUPPLY",10000873,"STOCKING KNEE XXL SHORT",270,,,39
"010"," CENTRAL SUPPLY",10000874,"STOCKING KNEE XXL REGULAR",270,,,39
"010"," CENTRAL SUPPLY",10000877,"VENOSET-SURGICAL",272,,,26.5
"010"," CENTRAL SUPPLY",10000884,"STERILE BASIN DISP",272,,,6.5
"010"," CENTRAL SUPPLY",10000906,"PEROXIDE",271,,,7.5
"010"," CENTRAL SUPPLY",10000908,"AIRWAYS",272,,,7.5
"010"," CENTRAL SUPPLY",10000912,"BENZOIN SWABSTICKS",271,,,6.5
"010"," CENTRAL SUPPLY",10000916,"PRESS PATCH",271,,,44
"010"," CENTRAL SUPPLY",10000921,"FEMALE CATHETER KIT",272,,,6.5
"010"," CENTRAL SUPPLY",10000922,"TELFA PAD 3X8",272,,,6.5
"010"," CENTRAL SUPPLY",10000934,"CENTRAL LINE 7FR/15CM 3 LUMEN",272,,,347.5
"010"," CENTRAL SUPPLY",10000937,"TELFA PAD 3X4",272,,,6.5
"010"," CENTRAL SUPPLY",10000938,"BETADINE SWABS",271,,,6.5
"010"," CENTRAL SUPPLY",10000940,"DISP BRIEFS S/M",272,,,33.5
"010"," CENTRAL SUPPLY",10000941,"DISP BRIEFS XL",272,,,34.5
"010"," CENTRAL SUPPLY",10000942,"ET TUBE HOLDER",272,,,31.5
"010"," CENTRAL SUPPLY",10000944,"SHEEPSKIN 30X60",271,,,55.5
"010"," CENTRAL SUPPLY",10000945,"ADULT CIRCLE BREATHING CIRCUIT",270,,,38
"010"," CENTRAL SUPPLY",10000964,"CLEAR CATH 20G",272,,,0.00819672131147541
"010"," CENTRAL SUPPLY",10000965,"CLEAR CATH 22G",272,,,0.0769230769230769
"010"," CENTRAL SUPPLY",10000968,"DURAPREP",272,,,48.5
"010"," CENTRAL SUPPLY",10000972,"DISP BRIEFS LG",272,,,34.5
"010"," CENTRAL SUPPLY",10000975,"FX SHOE SMALL",271,,,29.5
"010"," CENTRAL SUPPLY",10000977,"21 FOOT TUBING",271,,,6
"010"," CENTRAL SUPPLY",10000978,"AEROSOL MASK-PEDIATRIC",272,,,6.5
"010"," CENTRAL SUPPLY",10000980,"TRACH MASK",272,,,6.5
"010"," CENTRAL SUPPLY",10000983,"TELEMETRY POUCH",271,,,6.5
"010"," CENTRAL SUPPLY",10000987,"RHINO ROCKET CHILD",270,,,42
"010"," CENTRAL SUPPLY",10000995,"NASAL CANNULA PED",272,,,18
"010"," CENTRAL SUPPLY",10001002,"FOREARM PADDED RT XS",270,,,22
"010"," CENTRAL SUPPLY",10001003,"FOREARM PADDED LT SM",270,,,22
"010"," CENTRAL SUPPLY",10001007,"PUMP SET W/FLUSH BAG",272,,,55.5
"010"," CENTRAL SUPPLY",10001013,"TRACH CARE TRAY",272,,,7.5
"010"," CENTRAL SUPPLY",10001020,"SUCTION CATHETER 8FR",270,,,33.5
"010"," CENTRAL SUPPLY",10001021,"DRAIN SPONGE - SLIP GAUZE",270,,,6.5
"010"," CENTRAL SUPPLY",10001028,"AQUACEL 4X4",270,,,6.5
"010"," CENTRAL SUPPLY",10001033,"DUODERM EXTRA THIN 4X4",270,,,6.5
"010"," CENTRAL SUPPLY",10001037,"MACINTOSH BLADE 4",270,,,19
"010"," CENTRAL SUPPLY",10001045,"FOREARM PADDED LT LG",270,,,22
"010"," CENTRAL SUPPLY",10001056,"ARM SUPER SLING XS",270,,,18
"010"," CENTRAL SUPPLY",10001057,"ARM SUPER SLING SM",270,,,12.5
"010"," CENTRAL SUPPLY",10001058,"ARM SUPER SLING MED",270,,,12.5
"010"," CENTRAL SUPPLY",10001059,"ARM SUPER SLING LG",270,,,29.5
"010"," CENTRAL SUPPLY",10001061,"RHINO ROCKET LARGE",270,,,48.5
"010"," CENTRAL SUPPLY",10001104,"STIFF NECK UNIV ADULT",272,,,20
"010"," CENTRAL SUPPLY",10001120,"SALEM SUMP TUBE 14",270,,,13.5
"010"," CENTRAL SUPPLY",10001121,"SALEM SUMP TUBE 16",270,,,13.5
"010"," CENTRAL SUPPLY",10001122,"SALEM SUMP TUBE 18",270,,,13.5
"010"," CENTRAL SUPPLY",10001124,"SALEM SUMP TUBE 12",270,,,13.5
"010"," CENTRAL SUPPLY",10001183,"SLING SWATHE UNIV",271,,,25
"010"," CENTRAL SUPPLY",10001823,"HOT COLD PACK CLAVICLE",271,,,51.78
"010"," CENTRAL SUPPLY",10001824,"HOT COLD PACK STANDARD",271,,,49.2
"010"," CENTRAL SUPPLY",10003334,"STETHOSCOPE DISP",272,,,6.5
"010"," CENTRAL SUPPLY",10004000,"PRIMARY PUMP SET",271,,,0.0487377279102384
"010"," CENTRAL SUPPLY",10004001,"Y-TYPE BLOOD PUMP SET",271,,,0
"010"," CENTRAL SUPPLY",10004002,"PRIMARY (GRAVITY) IV SET",271,,,0
"010"," CENTRAL SUPPLY",10004004,"SECONDARY SET",271,,,0.00309597523219814
"010"," CENTRAL SUPPLY",10004005,"MACRO EXTENSION SET W/ FILTER",271,,,0
"010"," CENTRAL SUPPLY",10004006,"DIAL-A-FLOW EXT SET",271,,,36
"010"," CENTRAL SUPPLY",10004007,"CLAVE LUER CONNECTOR",271,,,0.0192307692307692
"010"," CENTRAL SUPPLY",10004008,"TEMP SENSOR - FOREHEAD",250,,,0
"010"," CENTRAL SUPPLY",11002221,"DILTIAZEM  (CARDIZEM) 100MG ADV VIAL",250,,,75.25
"010"," CENTRAL SUPPLY",11300108,"NS 0.9% 100ML ADV",258,"J3490","Drugs unclassified injection",84
"010"," CENTRAL SUPPLY",11300109,"NS 0.9% 50ML",258,,,76
"011"," PHARMACY",5,"NS 0.45% + 20MEQ KCL/1000 ML",636,"J3480","Inj potassium chloride",120.75
"011"," PHARMACY",15,"LAMOTRIGINE (LAMICTAL) 100MG TAB",250,,,13.5
"011"," PHARMACY",23,"LISINOPRIL (ZESTRIL) 20MG TAB",250,,,11.5
"011"," PHARMACY",25,"HYDROCHLOROTHIAZIDE (HCTZ) 12.5MG CAP",250,,,11.5
"011"," PHARMACY",26,"ALTEPLASE (CATHFLO) 2MG VIAL",636,,,467.5
"011"," PHARMACY",28,"MOXIFLOXACIN (AVELOX) 400MG/250ML IVPB",636,"J2280","Inj, moxifloxacin 100 mg",284
"011"," PHARMACY",40,"MAGIC MOUTHWASH W/ NYSTATN ( PHARM USE)",250,,,35
"011"," PHARMACY",44,"AZTREONAM (AZACTAM) 1GM PWD VIAL",250,,,201.5
"011"," PHARMACY",62,"HYDROCODONE/APAP  (NORCO) 5MG/325MG TAB",250,,,11.5
"011"," PHARMACY",64,"AMOX/CLAV (AUGMENTIN) 400/57MG/5ML SUSP",250,,,178
"011"," PHARMACY",66,"AMOXICILLIN (AMOXIL) 400MG/5ML SUSP 50ML",250,,,26.75
"011"," PHARMACY",67,"ERTAPENEM (INVANZ) 1GM PWD VIAL",636,"J1335","Ertapenem injection",419.24
"011"," PHARMACY",70,"GLUCOSE FAST ACTING 4GM TABS",250,,,5.2
"011"," PHARMACY",76,"VITAMIN B12  1000MCG TAB",250,,,3.9
"011"," PHARMACY",78,"FENTANYL (DURAGESIC)  12 MCG/HR PATCH",250,,,67
"011"," PHARMACY",91,"ZIPRASIDONE (GEODON) 20MG/ML -- IM ONLY",250,,,160
"011"," PHARMACY",104,"OSELTAMIVIR (TAMIFLU) 6MG/ML ORAL SUSP",250,,,389.75
"011"," PHARMACY",105,"MYCOPHENOLATE (CELLCEPT) 500MG TAB",250,,,43
"011"," PHARMACY",106,"VALACYCLOVIR (VALTREX)  500MG TABLET",250,,,39.25
"011"," PHARMACY",112,"BETAMETHASONE (CELESTONE) 6MG/ML INJ SUS",636,"J0702","Betamethasone acet&sod phosp",203.75
"011"," PHARMACY",110003,"MORPHINE   4MG/ML CJ SYRINGE",636,"J2270","Morphine sulfate injection",40.25
"011"," PHARMACY",110009,"OXYCODONE/APAP (PERCOCET) 5-325MG TAB",250,,,11.5
"011"," PHARMACY",1100013,"SPIRONOLACTONE (ALDACTONE) 25MG TAB",250,,,11.5
"011"," PHARMACY",1100028,"LORAZEPAM (ATIVAN) 0.5MG TABLET",250,,,11.5
"011"," PHARMACY",1100034,"SULFAM/TMP (BACTRIM DS) 800MG/160MG TAB",250,,,11.5
"011"," PHARMACY",1100035,"DIPHENHYDRAMINE (BENADRYL) 25MG CAPSULE",250,,,3.6
"011"," PHARMACY",1100050,"SUCRALFATE (CARAFATE) 1GM TAB",250,,,11.5
"011"," PHARMACY",1100051,"cloNIDINE (CATAPRES) 0.1 MG TAB",250,,,11.5
"011"," PHARMACY",1100059,"PROCHLORPERAZINE (COMPAZINE)10MG/2ML INJ",636,"J0780","Prochlorperazine injection",120.75
"011"," PHARMACY",1100062,"PROCHLORPERAZINE (COMPAZINE)  5MG TABLET",250,,,11.5
"011"," PHARMACY",1100065,"WARFARIN (COUMADIN) 2.5MG TABLET",250,,,12.25
"011"," PHARMACY",1100066,"WARFARIN (COUMADIN) 5MG TABLET",250,,,12.75
"011"," PHARMACY",1100077,"TRAZODONE (DESYREL) 50MG TAB",250,,,11.5
"011"," PHARMACY",1100082,"PHENYTOIN (DILANTIN)  100MG CAPSULE",250,,,11.5
"011"," PHARMACY",1100086,"DOCUSATE (COLACE) 100MG/10ML ORAL LIQUID",250,,,4.2
"011"," PHARMACY",1100092,"BISACODYL (DULCOLAX)  5MG TABLET",250,,,3.6
"011"," PHARMACY",1100116,"FLUORESCEIN (FUL-GLO) OPTH STRIP 0.6 MG",250,,,28.75
"011"," PHARMACY",1100157,"SILVER NITRATE APPLICATOR STICK",250,,,28.75
"011"," PHARMACY",1100228,"MIRTAZAPINE (REMERON) 15MG TABLET",250,,,15
"011"," PHARMACY",1100300,"ESTRADIOL (ESTRACE) 1MG TAB",250,,,11.5
"011"," PHARMACY",1100801,"DILTIAZEM CD (CARDIZEM CD) 180MG CAP",250,,,11.5
"011"," PHARMACY",10000077,"IM INJECTION, THER/PROP/DIAG INTRAMUSCUL",260,"96372","THER/PROPH/DIAG INJ SC/IM",121.67
"011"," PHARMACY",11000036,"LEVOFLOXACIN IVPB 250MG/D5W 50ML",636,"J1956","Levofloxacin injection",40.25
"011"," PHARMACY",11000040,"NS 0.9% + 20MEQ KCl/1000 ML",636,"J3480","Inj potassium chloride",120.75
"011"," PHARMACY",11000042,"D5W 0.45% NS + 20MEQ KCl/ 1000ML",636,"J3480","Inj potassium chloride",120.75
"011"," PHARMACY",11000045,"D5W 0.45% NS + 10MEQ KCL/ 1000 ML",636,"J3480","Inj potassium chloride",120.75
"011"," PHARMACY",11000100,"ASPIRIN  81MG ENTERIC COATED TABLET",250,,,3.6
"011"," PHARMACY",11000106,"FERROUS GLUCONATE (FERGON) 324MG TABLET",250,,,3.6
"011"," PHARMACY",11000107,"FERROUS SULFATE (IRON) 324MG TABLET",250,,,3.6
"011"," PHARMACY",11000108,"CYCLOBENZAPRINE (FLEXERIL) 10MG TAB",250,,,11.5
"011"," PHARMACY",11000109,"FENOFIBRATE (TRICOR)  48MG TABLET",250,,,11.5
"011"," PHARMACY",11000111,"MORPHINE   2MG/ML CJ SYRINGE",636,"J2270","Morphine sulfate injection",40.25
"011"," PHARMACY",11000113,"FENOFIBRATE (TRICOR) 145MG TABLET",250,,,28
"011"," PHARMACY",11000114,"HALOPERIDOL (HALDOL) 1MG TAB",250,,,11.5
"011"," PHARMACY",11000116,"PSEUDOEPHEDRINE (SUDAFED) 30MG TABLET",250,,,3.6
"011"," PHARMACY",11000120,"MORPHINE (MS CONTIN) 15MG ER TABLET",250,,,11.5
"011"," PHARMACY",11000121,"TRIAMCINOLONE (KENALOG) 40MG/ML INJ",636,"J3301","Triamcinolone acet inj nos",55.75
"011"," PHARMACY",11000122,"LOPERAMIDE (IMODIUM) 2MG CAP",250,,,11.5
"011"," PHARMACY",11000123,"INDOMETHACIN (INDOCIN) 25MG CAP",250,,,11.5
"011"," PHARMACY",11000126,"FUROSEMIDE (LASIX)   20MG TABLET",250,,,11.5
"011"," PHARMACY",11000132,"CEPHALEXIN (KEFLEX) 250MG CAP",250,,,11.5
"011"," PHARMACY",11000133,"CEPHALEXIN (KEFLEX) 500MG CAP",250,,,11.5
"011"," PHARMACY",11000134,"DIGOXIN (LANOXIN) 0.125MG TABLET",250,,,11.5
"011"," PHARMACY",11000136,"CEPHALEXIN (KEFLEX) 125MG/5ML SUSP 100ML",250,,,112
"011"," PHARMACY",11000144,"DIPHENOXYLATE/ATROPINE (LOMOTIL) 2.5 TAB",250,,,11.5
"011"," PHARMACY",11000146,"METOPROLOL TARTRATE 50MG TAB(LOPRESSOR)",250,,,11.5
"011"," PHARMACY",11000147,"HYOSCYAMINE (LEVSIN) 0.125MG ODT TAB",250,,,11.5
"011"," PHARMACY",11000156,"PSYLLIUM SEED (METAMUCIL) UD PKT",250,,,3.9
"011"," PHARMACY",11000163,"IBUPROFEN (MOTRIN) 400MG TAB",250,,,11.5
"011"," PHARMACY",11000179,"NITROGLYCERIN (NITROSTAT) 0.4MG SL TAB",250,,,85
"011"," PHARMACY",11000188,"VECURONIUM (NORCURON) 10MG/10ML VIAL",258,,,40.25
"011"," PHARMACY",11000201,"PROCHLORPERAZINE (COMPAZINE) 25MG SUPP",636,"J8498","Antiemetic rectal/supp NOS",44.25
"011"," PHARMACY",11000202,"PREDNISONE (DELTASONE)  5MG TAB",636,"J7512","Prednisone ir or dr oral 1mg",11.5
"011"," PHARMACY",11000204,"PREDNISONE (DELTASONE) 10MG TAB",636,"J7512","Prednisone ir or dr oral 1mg",11.5
"011"," PHARMACY",11000206,"PREDNISONE (DELTASONE) 20MG TAB",636,"J7512","Prednisone ir or dr oral 1mg",11.5
"011"," PHARMACY",11000207,"GLYCOPYRROLATE (ROBINUL) 0.2MG/ML VIAL",258,,,88.25
"011"," PHARMACY",11000211,"NS 0.9% 10ML VIAL",258,,,40.25
"011"," PHARMACY",11000212,"LABETALOL (NORMODYNE) 5MG/ML 20ML VIAL",258,,,159.25
"011"," PHARMACY",11000215,"NIFEDIPINE XL (PROCARDIA XL) 30MG TAB",250,,,11.5
"011"," PHARMACY",11000227,"TEMAZEPAM (RESTORIL) 15MG CAPSULE",250,"J8499","Oral prescrip drug non chemo",11.5
"011"," PHARMACY",11000228,"ALPRAZOLAM (XANAX) 1MG TABLET",250,,,11.5
"011"," PHARMACY",11000229,"METOCLOPRAMIDE (REGLAN) 10MG TAB",250,,,11.5
"011"," PHARMACY",11000230,"ROPINIROLE (REQUIP) 1MG TAB",250,,,11.5
"011"," PHARMACY",11000232,"METHOCARBAMOL (ROBAXIN) 500MG TAB",250,,,11.5
"011"," PHARMACY",11000254,"TETANUS/DIPTH/ACEL PERTUSS (ADACEL) VACC",636,"90715","TDAP VACCINE 7 YRS/> IM",243.5
"011"," PHARMACY",11000261,"MULTIVITAMIN W/ MINERALS (THERA-M) TAB",250,,,3.6
"011"," PHARMACY",11000305,"ACETAMINOPHEN (TYLENOL)  325MG TABLET",250,,,3.5
"011"," PHARMACY",11000306,"ACETAMINOPHEN/CODEINE 300MG/30MG TAB",250,,,11.5
"011"," PHARMACY",11000311,"DIAZEPAM (VALIUM)  5MG TABLET",250,,,11.5
"011"," PHARMACY",11000312,"DIAZEPAM inj. not available-use ativan",636,"J3360","Diazepam injection",140
"011"," PHARMACY",11000314,"hydrOXYzine (VISTARIL) 25MG CAP",250,,,11.5
"011"," PHARMACY",11000316,"ALPRAZOLAM (XANAX) 0.25MG TABLET",250,,,11.5
"011"," PHARMACY",11000317,"RANITIDINE (ZANTAC) 150MG TAB",250,,,11.5
"011"," PHARMACY",11000321,"ENOXAPARIN (LOVENOX)  80MG/0.8ML SYRINGE",636,"J1650","Inj enoxaparin sodium",314.75
"011"," PHARMACY",11000331,"MECLIZINE (ANTIVERT) 25MG TAB",250,,,11.5
"011"," PHARMACY",11000334,"GABAPENTIN (NEURONTIN) 300MG CAPSULE",250,,,11.5
"011"," PHARMACY",11000336,"FLUCONAZOLE (DIFLUCAN) 150MG TABLET",250,,,75.75
"011"," PHARMACY",11000338,"TRAMADOL (ULTRAM) 50MG TABLET",250,,,11.5
"011"," PHARMACY",11000339,"CLOPIDOGREL (PLAVIX) 75MG TAB",250,,,17.5
"011"," PHARMACY",11000344,"LACTULOSE (CHRONULAC) 20GM/30ML SYRUP UD",250,,,11.5
"011"," PHARMACY",11000346,"NICOTINE (NICODERM CQ) 21MG/24HR PATCH",250,,,5.4
"011"," PHARMACY",11000347,"SOTALOL (BETAPACE) 80MG TAB",250,,,14.25
"011"," PHARMACY",11000351,"ZOLPIDEM (AMBIEN) 5MG TAB",250,,,25.25
"011"," PHARMACY",11000353,"GLImepIRIDE (AMARYL) 2MG TAB",250,,,11.5
"011"," PHARMACY",11000356,"NS 0.9% 3ML INHALATION SOLUTION NEB",250,,,28.75
"011"," PHARMACY",11000359,"TOBRAMYCIN/DEXAMETH 0.3/0.1% OPTH SUSP",250,,,215.5
"011"," PHARMACY",11000361,"FLUCONAZOLE (DIFLUCAN) 100MG TABLET",250,,,47.75
"011"," PHARMACY",11000363,"DICLOFENAC ER (VOLTAREN) 50MG TABLET",250,,,11.5
"011"," PHARMACY",11000368,"METOLAZONE (ZAROXOLYN) 2.5MG TAB",250,,,12.5
"011"," PHARMACY",11000369,"MULTIVITAMIN (TAB-A-VITE) TABLET",250,,,3.5
"011"," PHARMACY",11000374,"MAGNESIUM OXIDE (MAG-OX) 400MG TAB",250,,,3.7
"011"," PHARMACY",11000375,"AMLODIPINE (NORVASC)  5MG TAB",250,,,11.5
"011"," PHARMACY",11000380,"CEFUROXIME (CEFTIN) 250MG TAB",250,,,24
"011"," PHARMACY",11000381,"CLOTRIMAZOLE (MYCELEX) 10MG TROCHE",250,,,18.75
"011"," PHARMACY",11000383,"BENAZEPRIL (LOTENSIN) 10MG TABLET",250,,,11.5
"011"," PHARMACY",11000384,"ERYTHROMYCIN (ILOTYCIN) 0.5% OPTH OINT",250,,,62.7
"011"," PHARMACY",11000385,"MAGNESIA HYDROXIDE (MOM) 400MG/5ML-30ML",250,,,4.3
"011"," PHARMACY",11000390,"ENOXAPARIN (LOVENOX)  30MG/0.3ML SYRINGE",636,"J1650","Inj enoxaparin sodium",151.5
"011"," PHARMACY",11000391,"NITROFURANTOIN (MACROBID)  50MG CAP",250,,,11.5
"011"," PHARMACY",11000393,"RISPERIDONE (RISPERDAL)  0.5MG TAB",250,,,23.25
"011"," PHARMACY",11000397,"VALSARTAN (DIOVAN) 80MG TABLET",250,,,25.25
"011"," PHARMACY",11000398,"PROMETHAZINE (PHENERGAN) 6.25MG/5ML SYRP",250,,,11.5
"011"," PHARMACY",11000401,"HYDROCODONE/CPM (TUSSIONEX) 5ML SUSP",250,"J3490","Drugs unclassified injection",19.25
"011"," PHARMACY",11000403,"SERTRALINE (ZOLOFT) 50MG TABLET",250,,,14.75
"011"," PHARMACY",11000405,"GUAIFENESIN SF (ROBITUSSIN) 100MG/5ML",250,,,4.1
"011"," PHARMACY",11000409,"LEVOFLOXACIN (LEVAQUIN) 500MG TAB",250,,,102.75
"011"," PHARMACY",11000412,"metFORMIN (GLUCOPHAGE) 500MG TAB",250,,,11.5
"011"," PHARMACY",11000413,"TOBRAMYCIN (NEBCIN) 80MG/2ML VIAL",250,,,40.25
"011"," PHARMACY",11000414,"FENTANYL (DURAGESIC)  25 MCG/HR PATCH",250,,,70.25
"011"," PHARMACY",11000415,"CLONAZEPAM (KLONOPIN) 0.5MG TABLET",250,,,11.5
"011"," PHARMACY",11000416,"TAMSULOSIN (FLOMAX) 0.4MG CAPSULE",250,,,23
"011"," PHARMACY",11000417,"CELECOXIB (CELEBREX) 100MG CAPSULE",250,,,25.25
"011"," PHARMACY",11000419,"ACETAMINOPHEN LIQ (TYLENOL) 160MG/5ML",250,,,4.8
"011"," PHARMACY",11000422,"MONTELUKAST (SINGULAIR) 10MG TAB",250,,,30.5
"011"," PHARMACY",11000423,"IRBESARTAN (AVAPRO) 150MG TAB (SPEC ORD)",250,,,17
"011"," PHARMACY",11000425,"MOXIFLOXACIN (AVELOX) 400MG TABLET",250,,,141
"011"," PHARMACY",11000427,"FLUDROCORTISONE (FLORINEF) 0.1MG TABLET",250,,,11.5
"011"," PHARMACY",11000430,"ZINC SULFATE 220MG CAPSULE",250,,,3.7
"011"," PHARMACY",11000440,"TUBERCULIN PPD (APLISOL) 0.1ml/TEST",258,,,40.75
"011"," PHARMACY",11000441,"BUPROPION SR (WELLBUTRIN) 150MG TAB",250,,,11.5
"011"," PHARMACY",11000445,"VANCOMYCIN (VANCOCIN) 1000MG ADV VIAL",636,"J3370","Vancomycin hcl injection",104.5
"011"," PHARMACY",11000448,"SULFAM/TMP (BACTRIM) 800MG/160MG INJ",250,,,81.75
"011"," PHARMACY",11000449,"DIPHENHYDRAMINE (BENADRYL) 50MG/ML INJ",636,"J1200","Diphenhydramine hcl injectio",40.25
"011"," PHARMACY",11000451,"HYDROCHLOROTHIAZIDE (HCTZ) 25MG TAB",250,,,11.5
"011"," PHARMACY",11000455,"METOPROLOL SUCCINATE 50MG TAB(TOPROLXL)",250,,,11.5
"011"," PHARMACY",11000457,"RANITIDINE (ZANTAC) 150MG/10ML SYRUP",250,,,44.25
"011"," PHARMACY",11000461,"VITAMIN B12 1000MCG/ML INJ.",636,"J3420","Vitamin b12 injection",47.5
"011"," PHARMACY",11000462,"DEXAMETHASONE (DECADRON) 4MG/ML INJ",636,"J1100","Dexamethasone sodium phos",40.25
"011"," PHARMACY",11000466,"D50%W SYRINGE 25GM/50 ML",258,,,42.5
"011"," PHARMACY",11000467,"PHENYTOIN (DILANTIN) 100MG/2ML INJECTION",636,"J1165","Phenytoin sodium injection",40.25
"011"," PHARMACY",11000468,"ESMOLOL (BREVIBLOC) 2500MG/250ML NS IVPB",250,,,989.75
"011"," PHARMACY",11000470,"SODIUM BICARBONATE 650MG TAB",250,,,3.6
"011"," PHARMACY",11000473,"ERYTHROMYCIN (ETHROCIN) 500MG PWD VIAL",636,"J1364","Erythro lactobionate /500 MG",282.25
"011"," PHARMACY",11000474,"metRONIDAZOLE (FLAGYL) IVPB 500MG/100ML",250,,,40.25
"011"," PHARMACY",11000475,"TENECTEPLASE (TNKASE) 50MG KIT",636,"J3101","Tenecteplase injection",13026
